X,Y,key,scientificName,issues,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,identifiers,facts,relations,gadm,institutionKey,collectionKey,isInCluster,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,locality,municipality,datasetName,gbifID,language,collectionCode,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,identifiedBy,name,decimalLatitude,decimalLongitude,elevation,geodeticDatum,otherCatalogNumbers,occurrenceRemarks,elevationAccuracy,continent,individualCount,preparations,references,verbatimEventDate,institutionID,nomenclaturalCode,endDayOfYear,county,startDayOfYear,verbatimElevation,collectionID,fieldNotes,higherGeography,fieldNumber,verbatimLocality,previousIdentifications,higherClassification,nomenclaturalStatus,taxonID,bibliographicCitation,accessRights,coordinateUncertaintyInMeters,habitat,georeferenceSources,http...unknown.org.recordId,rights,reproductiveCondition,georeferenceProtocol,eventRemarks,X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.,lifeStage,georeferencedBy,dynamicProperties,georeferenceVerificationStatus,http...unknown.org.recordEnteredBy,organismID,locationID,datasetID,georeferencedDate,identificationID,X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.,typeStatus,typifiedName,data_cleaning_note,NM_MUNICIP,CD_GEOCMU
-46.7725,-23.663056,"1316165119",Tachigali denudata (Vogel) Oliveira-Filho,"gass84,incomis,diffown",1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3,76dbcb10-efc5-4d5f-87a5-bcd409fc92c8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-25T18:05:03Z,2021-03-30T09:57:31Z,"256",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3969483","6","7707728","220","1370","5386","2945125","3969483","3969483",Tachigali denudata (Vogel) Oliveira-Filho,Plantae,Tracheophyta,Fabales,Fabaceae,Tachigali,Tachigali denudata,Tachigali,denudata,SPECIES,ACCEPTED,2007-09-01T00:00:00Z,São Paulo,"1992","10","9",1992-10-09T00:00:00Z,2019-11-13T14:23:21Z,2021-03-30T09:57:31Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,SPF - Herbário da Universidade de São Paulo,BRA:USP:SPF:117945,"203",Parque Santo Dias,São Paulo,SPF - Herbário da Universidade de São Paulo,"1316165119",pt,SPF,BRA:USP:SPF:117945,Collection,"117945","Garcia, RJF",USP,Universidade de São Paulo,"Lima, HC",Tachigali denudata (Vogel) Oliveira-Filho,-23.663056,-46.7725,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SÃO PAULO,"3550308"
-46.7725,-23.663056,"1316165137",Tachigali denudata (Vogel) Oliveira-Filho,"gass84,incomis,diffown",1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3,76dbcb10-efc5-4d5f-87a5-bcd409fc92c8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-25T18:05:03Z,2021-03-30T09:57:32Z,"256",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3969483","6","7707728","220","1370","5386","2945125","3969483","3969483",Tachigali denudata (Vogel) Oliveira-Filho,Plantae,Tracheophyta,Fabales,Fabaceae,Tachigali,Tachigali denudata,Tachigali,denudata,SPECIES,ACCEPTED,2007-09-01T00:00:00Z,São Paulo,"1992","11","20",1992-11-20T00:00:00Z,2019-11-13T14:23:21Z,2021-03-30T09:57:32Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,SPF - Herbário da Universidade de São Paulo,BRA:USP:SPF:117947,"259",Parque Santo Dias,São Paulo,SPF - Herbário da Universidade de São Paulo,"1316165137",pt,SPF,BRA:USP:SPF:117947,Collection,"117947","Garcia, RJF",USP,Universidade de São Paulo,"Lima, HC",Tachigali denudata (Vogel) Oliveira-Filho,-23.663056,-46.7725,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SÃO PAULO,"3550308"
-46.7725,-23.663056,"1316165151",Tachigali denudata (Vogel) Oliveira-Filho,"gass84,incomis,diffown",1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3,76dbcb10-efc5-4d5f-87a5-bcd409fc92c8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-25T18:05:03Z,2021-03-30T09:57:32Z,"256",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3969483","6","7707728","220","1370","5386","2945125","3969483","3969483",Tachigali denudata (Vogel) Oliveira-Filho,Plantae,Tracheophyta,Fabales,Fabaceae,Tachigali,Tachigali denudata,Tachigali,denudata,SPECIES,ACCEPTED,2007-09-01T00:00:00Z,São Paulo,"1992","11","13",1992-11-13T00:00:00Z,2019-11-13T14:23:21Z,2021-03-30T09:57:32Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,SPF - Herbário da Universidade de São Paulo,BRA:USP:SPF:117946,"233",Parque Santo Dias,São Paulo,SPF - Herbário da Universidade de São Paulo,"1316165151",pt,SPF,BRA:USP:SPF:117946,Collection,"117946","Garcia, RJF",USP,Universidade de São Paulo,"Lima, HC",Tachigali denudata (Vogel) Oliveira-Filho,-23.663056,-46.7725,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SÃO PAULO,"3550308"
-46.7725,-23.663056,"1316165132",Tachigali denudata (Vogel) Oliveira-Filho,"gass84,incomis,diffown",1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3,76dbcb10-efc5-4d5f-87a5-bcd409fc92c8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2021-03-25T18:05:03Z,2021-03-30T09:57:31Z,"256",8595cd50-87c0-11dc-bb35-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3969483","6","7707728","220","1370","5386","2945125","3969483","3969483",Tachigali denudata (Vogel) Oliveira-Filho,Plantae,Tracheophyta,Fabales,Fabaceae,Tachigali,Tachigali denudata,Tachigali,denudata,SPECIES,ACCEPTED,2007-09-01T00:00:00Z,São Paulo,"1992","12","15",1992-12-15T00:00:00Z,2019-11-13T14:23:21Z,2021-03-30T09:57:31Z,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,NA,NA,NA,FALSE,Magnoliopsida,BR,none,none,Brazil,SPF - Herbário da Universidade de São Paulo,BRA:USP:SPF:117951,"302",Parque Santo Dias,São Paulo,SPF - Herbário da Universidade de São Paulo,"1316165132",pt,SPF,BRA:USP:SPF:117951,Collection,"117951","Garcia, RJF",USP,Universidade de São Paulo,"Lima, HC",Tachigali denudata (Vogel) Oliveira-Filho,-23.663056,-46.7725,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,SÃO PAULO,"3550308"
-46.621883,-23.654505,"1928806373",Tachigali denudata (Vogel) Oliveira-Filho,colmafu,d415c253-4d61-4459-9d25-4015b9084fb0,ae447c50-b8a8-11d8-92a4-b8a03c50a862,17017c2c-036b-45d9-b045-606d21b00771,US,DWC_ARCHIVE,2021-03-29T19:05:10Z,2021-03-30T13:06:36Z,"221",ae447c50-b8a8-11d8-92a4-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3969483","6","7707728","220","1370","5386","2945125","3969483","3969483",Tachigali denudata (Vogel) Oliveira-Filho,Plantae,Tracheophyta,Fabales,Fabaceae,Tachigali,Tachigali denudata,Tachigali,denudata,SPECIES,ACCEPTED,2008-01-01T00:00:00Z,São Paulo,"1975","10","9",1975-10-09T00:00:00Z,2016-11-07T07:59:00Z,2021-03-30T13:06:36Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,NA,ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377,b2190553-4505-4fdd-8fff-065c8ca26f72,FALSE,Magnoliopsida,BR,none,none,Brazil,The New York Botanical Garden,4966e1fe-dccf-4d7a-b406-ce5e365d1309,"389",Parque Estadual das Fontes do Ipiranga.,NA,Vascular plants,"1928806373",en,NY,4966e1fe-dccf-4d7a-b406-ce5e365d1309,PhysicalObject,"1279901",J. de S. Silva,NY,NA,H. H. van der Werff,Tachigali denudata (Vogel) Oliveira-Filho,-23.654505,-46.621883,NA,WGS84,NA,NA,NA,SOUTH_AMERICA,NA,sheet,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1514507,09 Oct 1975,http://biocol.org/urn:lsid:biocol.org:col:15556,ICN,"28",São Paulo,"28",NA,http://biocol.org/urn:lsid:biocol.org:col:15556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2176.57",NA,"Google Maps (map data 2016), Manis Georef. Calculator",NA,NA,NA,"Georeferencing Quick Reference Guide, Version 2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-03-18,NA,NA,NA,NA,subset a sinonimos da FB2020,SÃO PAULO,"3550308"
-46.618358,-23.646109,"1928933883",Tachigali denudata (Vogel) Oliveira-Filho,colmafu,d415c253-4d61-4459-9d25-4015b9084fb0,ae447c50-b8a8-11d8-92a4-b8a03c50a862,17017c2c-036b-45d9-b045-606d21b00771,US,DWC_ARCHIVE,2021-03-29T19:05:10Z,2021-03-30T13:06:31Z,"221",ae447c50-b8a8-11d8-92a4-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3969483","6","7707728","220","1370","5386","2945125","3969483","3969483",Tachigali denudata (Vogel) Oliveira-Filho,Plantae,Tracheophyta,Fabales,Fabaceae,Tachigali,Tachigali denudata,Tachigali,denudata,SPECIES,ACCEPTED,2008-01-01T00:00:00Z,São Paulo,"1946","10","17",1946-10-17T00:00:00Z,2016-11-07T07:59:00Z,2021-03-30T13:06:31Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,NA,ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377,b2190553-4505-4fdd-8fff-065c8ca26f72,FALSE,Magnoliopsida,BR,none,none,Brazil,The New York Botanical Garden,52765d2b-ee59-4cfc-9382-84702c9dba11,"3238",Nativa no Jardim Botanico,Sao Paulo,Vascular plants,"1928933883",en,NY,52765d2b-ee59-4cfc-9382-84702c9dba11,PhysicalObject,"1279903",M. Kuhlmann,NY,NA,H. H. van der Werff,Tachigali denudata (Vogel) Oliveira-Filho,-23.646109,-46.618358,NA,WGS84,NA,NA,NA,SOUTH_AMERICA,NA,sheet,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1514519,17 Oct 1946,http://biocol.org/urn:lsid:biocol.org:col:15556,ICN,"29",Sao Paulo,"29",NA,http://biocol.org/urn:lsid:biocol.org:col:15556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1336.57",NA,"Google Maps (map data 2016), Manis Georef. Calculator",NA,NA,NA,"Georeferencing Quick Reference Guide, Version 2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-03-22,NA,NA,NA,NA,subset a sinonimos da FB2020,SÃO PAULO,"3550308"
-47.1304400796322,-23.3038585279252,"1928790662",Tachigali denudata (Vogel) Oliveira-Filho,"cdrep,colmafu",d415c253-4d61-4459-9d25-4015b9084fb0,ae447c50-b8a8-11d8-92a4-b8a03c50a862,17017c2c-036b-45d9-b045-606d21b00771,US,DWC_ARCHIVE,2021-03-29T19:05:10Z,2021-03-30T13:07:13Z,"221",ae447c50-b8a8-11d8-92a4-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3969483","6","7707728","220","1370","5386","2945125","3969483","3969483",Tachigali denudata (Vogel) Oliveira-Filho,Plantae,Tracheophyta,Fabales,Fabaceae,Tachigali,Tachigali denudata,Tachigali,denudata,SPECIES,ACCEPTED,NA,São Paulo,"1933","10","4",1933-10-04T00:00:00Z,2016-11-07T07:56:00Z,2021-03-30T13:07:13Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,NA,ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377,b2190553-4505-4fdd-8fff-065c8ca26f72,FALSE,Magnoliopsida,BR,none,none,Brazil,The New York Botanical Garden,4852bcd4-d450-479f-b619-e9d3ec0efacf,s.n.,NA,NA,Vascular plants,"1928790662",en,NY,4852bcd4-d450-479f-b619-e9d3ec0efacf,PhysicalObject,"1188085",F. C. Hoehne,NY,NA,H. H. van der Werff,Tachigali denudata (Vogel) Oliveira-Filho,-23.3038585279252,-47.1304400796322,NA,WGS84,NA,Ex. 1ª Seção Bot. e Agronomia do Inst. Biologico.,NA,SOUTH_AMERICA,NA,sheet,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396799,04 Oct 1933,http://biocol.org/urn:lsid:biocol.org:col:15556,ICN,"27",Cabreúva,"27",NA,http://biocol.org/urn:lsid:biocol.org:col:15556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16877",NA,CRIA (Centro de Referência em Informação Ambiental),NA,NA,NA,Other source,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,CABREÚVA,"3508405"
-47.1304400796322,-23.3038585279252,"1929682747",Tachigali denudata (Vogel) Oliveira-Filho,"cdrep,colmafu",d415c253-4d61-4459-9d25-4015b9084fb0,ae447c50-b8a8-11d8-92a4-b8a03c50a862,17017c2c-036b-45d9-b045-606d21b00771,US,DWC_ARCHIVE,2021-03-29T19:05:10Z,2021-03-30T13:06:42Z,"221",ae447c50-b8a8-11d8-92a4-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3969483","6","7707728","220","1370","5386","2945125","3969483","3969483",Tachigali denudata (Vogel) Oliveira-Filho,Plantae,Tracheophyta,Fabales,Fabaceae,Tachigali,Tachigali denudata,Tachigali,denudata,SPECIES,ACCEPTED,NA,São Paulo,"1933","10","4",1933-10-04T00:00:00Z,2016-11-07T07:56:00Z,2021-03-30T13:06:42Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,NA,ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377,b2190553-4505-4fdd-8fff-065c8ca26f72,FALSE,Magnoliopsida,BR,none,none,Brazil,The New York Botanical Garden,87850e28-86ce-4ba0-9ad8-7c16de69abe1,s.n.,NA,NA,Vascular plants,"1929682747",en,NY,87850e28-86ce-4ba0-9ad8-7c16de69abe1,PhysicalObject,"1188086",F. C. Hoehne,NY,NA,H. H. van der Werff,Tachigali denudata (Vogel) Oliveira-Filho,-23.3038585279252,-47.1304400796322,NA,WGS84,NA,NA,NA,SOUTH_AMERICA,NA,sheet,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396803,04 Oct 1933,http://biocol.org/urn:lsid:biocol.org:col:15556,ICN,"27",Cabreúva,"27",NA,http://biocol.org/urn:lsid:biocol.org:col:15556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16877",NA,CRIA (Centro de Referência em Informação Ambiental),NA,NA,NA,Other source,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subset a sinonimos da FB2020,CABREÚVA,"3508405"
-46.618358,-23.646109,"1928757078",Tachigali denudata (Vogel) Oliveira-Filho,colmafu,d415c253-4d61-4459-9d25-4015b9084fb0,ae447c50-b8a8-11d8-92a4-b8a03c50a862,17017c2c-036b-45d9-b045-606d21b00771,US,DWC_ARCHIVE,2021-03-29T19:05:10Z,2021-03-30T13:06:28Z,"221",ae447c50-b8a8-11d8-92a4-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3969483","6","7707728","220","1370","5386","2945125","3969483","3969483",Tachigali denudata (Vogel) Oliveira-Filho,Plantae,Tracheophyta,Fabales,Fabaceae,Tachigali,Tachigali denudata,Tachigali,denudata,SPECIES,ACCEPTED,NA,São Paulo,"1931","10","14",1931-10-14T00:00:00Z,2016-11-07T07:56:00Z,2021-03-30T13:06:28Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,NA,ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377,b2190553-4505-4fdd-8fff-065c8ca26f72,FALSE,Magnoliopsida,BR,none,none,Brazil,The New York Botanical Garden,45f1c51d-5ac3-454b-b349-e4db61a96b2d,"20917",Jardim Botanico,NA,Vascular plants,"1928757078",en,NY,45f1c51d-5ac3-454b-b349-e4db61a96b2d,PhysicalObject,"1188214",F. C. Hoehne,NY,NA,H. H. van der Werff,Tachigali denudata (Vogel) Oliveira-Filho,-23.646109,-46.618358,NA,WGS84,NA,"Planta viva, no. 119.",NA,SOUTH_AMERICA,NA,sheet,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1397593,14 Oct 1931,http://biocol.org/urn:lsid:biocol.org:col:15556,ICN,"28",NA,"28",NA,http://biocol.org/urn:lsid:biocol.org:col:15556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1336.57",NA,"Google Maps (map data 2016), Manis Georef. Calculator",NA,NA,NA,"Georeferencing Quick Reference Guide, Version 2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-03-23,NA,NA,NA,NA,subset a sinonimos da FB2020,SÃO PAULO,"3550308"
-46.621883,-23.654505,"1928923829",Tachigali denudata (Vogel) Oliveira-Filho,colmafu,d415c253-4d61-4459-9d25-4015b9084fb0,ae447c50-b8a8-11d8-92a4-b8a03c50a862,17017c2c-036b-45d9-b045-606d21b00771,US,DWC_ARCHIVE,2021-03-29T19:05:10Z,2021-03-30T13:07:15Z,"221",ae447c50-b8a8-11d8-92a4-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,"3969483","6","7707728","220","1370","5386","2945125","3969483","3969483",Tachigali denudata (Vogel) Oliveira-Filho,Plantae,Tracheophyta,Fabales,Fabaceae,Tachigali,Tachigali denudata,Tachigali,denudata,SPECIES,ACCEPTED,2008-01-01T00:00:00Z,São Paulo,"1931","10","15",1931-10-15T00:00:00Z,2016-11-07T07:59:00Z,2021-03-30T13:07:15Z,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,NA,ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377,b2190553-4505-4fdd-8fff-065c8ca26f72,FALSE,Magnoliopsida,BR,none,none,Brazil,The New York Botanical Garden,51be4e3e-ee0b-4fd8-81c5-04da70baa090,s.n.,Nativa no Parque do Estado e Jardim Botânico,NA,Vascular plants,"1928923829",en,NY,51be4e3e-ee0b-4fd8-81c5-04da70baa090,PhysicalObject,"1279902",F. C. Hoehne,NY,NA,H. H. van der Werff,Tachigali denudata (Vogel) Oliveira-Filho,-23.654505,-46.621883,NA,WGS84,NA,NA,NA,SOUTH_AMERICA,NA,sheet,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1514515,15 Oct 1931,http://biocol.org/urn:lsid:biocol.org:col:15556,ICN,"28",Sao Paulo,"28",NA,http://biocol.org/urn:lsid:biocol.org:col:15556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2176.57",NA,"Google Maps (map data 2016), Manis Georef. Calculator",NA,NA,NA,"Georeferencing Quick Reference Guide, Version 2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-03-18,NA,NA,NA,NA,subset a sinonimos da FB2020,SÃO PAULO,"3550308"
