"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","recordNumber","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","eventTime","fieldNumber","individualCount"
"45","2020-11-04 11:14:41-03","ESALQ","ESA","36422","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Kuntz, J.","2011","Morellato, L.P.C.","1994","11","21","Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"ESA036422","ESA036422",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"837.0",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"46","2020-11-04 11:14:41-03","ESALQ","ESA","109396","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring",NA,NA,"Duarte, A.R.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109396","ESA109396",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"510.0",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"47","2020-11-04 11:14:41-03","ESALQ","ESA","36425","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Kuntz, J.","2011","Zipparro, V.B. ; Almeida-Scabia, R.J.","1995","08","12","Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"ESA036425","ESA036425",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"1536.0",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"48","2020-11-04 11:14:41-03","ESALQ","ESA","34115","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Kuntz, J.","2011","Almeida-Scabbia, R.J. et al.","1994","09","09","Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"ESA034115","ESA034115",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"707.0",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"49","2020-11-04 11:14:41-03","ESALQ","ESA","123936","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Souza, V.C.","2013","Souza, V.C. ; Flores, T.B.","2013","05","01","Brasil","São Paulo","Tapiraí","-47.5","-23.9599990844727",NA,NA,"ESA123936",NA,NA,NA,"Área da Cia. Votorantim. Trilha do Rio Dezembro.",NA,NA,"Árvore, ca. 6 m alt. Vegetativo.","Magnoliophyta",NA,"35037.0",NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA
"50","2020-11-04 10:56:24-03","ESALQ","ESA","85609","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Faria, J.E.Q.",NA,"Mazine, F.F. Lucas, E.; Souza, V.C.; Romão, G.O.; Souza, J. P .","2003","11","07","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"ESA085609","ESA085609",NA,NA,NA,NA,NA,NA,NA,NA,"994.0",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
"51","2020-11-04 11:14:41-03","ESALQ","ESA","36421","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Kuntz, J.","2011","Izar, P.","1996","09","18","Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"ESA036421","ESA036421",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"1558.0",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"52","2020-11-04 11:14:41-03","ESALQ","ESA","36419","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Kuntz, J.","2011","Zipparro, V.B.","1996","08","12","Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"ESA036419","ESA036419",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"1534.0",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"53","2020-11-04 11:14:41-03","ESALQ","ESA","36412","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Faria, J.E.Q.","2013","Galetti, M.","1995","10","17","Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"ESA036412","ESA036412","02","01",NA,NA,NA,NA,"Magnoliophyta",NA,"1474.0",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"54","2020-11-04 11:14:41-03","ESALQ","ESA","92952","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Kuntz, J.","2011","Lorza, R.F. Souza, D.","2004","10","28","Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"ESA092952","ESA092952",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"55","2020-11-04 11:14:41-03","ESALQ","ESA","52006","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Kuntz, J.","2011","Lima, R.A.F.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"ESA052006","ESA052006",NA,NA,"Parcela permanente - Parque Estadual de Carlos Botelho","400","400","em borda de clareira grande com bambu","Magnoliophyta",NA,"437.0",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"56","2020-11-04 10:56:24-03","ESALQ","ESA","140576","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","K.S. Valdemarin","2017","Gibau, A.; Silva-Filho, A.A. ; Brito, T.R.O. ; Santos, P.M.L.A.","2016","12","14","Brasil","Rio de Janeiro","Paraty","-44.7131004333496","-23.2178001403809",NA,NA,"ESA140576",NA,"12","07","Parque Nacional da Serra da Bocaina - Pedra da Macela - Floresta Ombrófila Densa Altomontana.",NA,NA,"Árvore ca. 8m. Frutos verdes",NA,NA,"211.0",NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA
"57","2020-11-04 11:14:41-03","ESALQ","ESA","84379","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraxillaris","Eugenia supraxillaris","Spring","Mazine, F.F.","2006","Pessoal do Horto","1927","07","13","Brasil","Rio de Janeiro","ItAguaí","-43.7752990722656","-22.8521995544434",NA,NA,"ESA084379","ESA084379",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"17747","auto",NA,NA,NA,NA,NA
"58","2016-02-02 14:38:41-02","BGBM","B","B 10 0248508","S","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand",NA,NA,"R. Reitz & R. M. Klein","1956","03","22","Brazil",NA,NA,NA,NA,NA,NA,"B100248508","B100248508",NA,NA,"Braço Joaquim, Luis Alves; Hab. mata.","400","400","Plantas de Santa Catarina <a href=http://herbarium.bgbm.org/object/B100248508 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"2.901/HBR 24.761","Middle and South America",NA,"paratype",NA,NA,NA,NA,NA,NA,NA
"59","2016-02-02 14:38:41-02","BGBM","B","B 10 0249418","S","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand",NA,NA,"R. M. Klein & R. Reitz","1958","01","28","Brazil",NA,NA,NA,NA,NA,NA,"B100249418","B100249418",NA,NA,"Sabiá; Vidal Ramos; mata.","750","750","Plantas de Santa Catarina <a href=http://herbarium.bgbm.org/object/B100249418 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"6323/HBR 24844","Middle and South America",NA,"paratype",NA,NA,NA,NA,NA,NA,NA
"60","2016-02-02 14:38:41-02","BGBM","B","B 10 0249419","S","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand",NA,NA,"R. M. Klein & R. Reitz","1960","01","29","Brazil",NA,NA,NA,NA,NA,NA,"B100249419","B100249419",NA,NA,"Garapuvu, Vista Alegre, Sombrio; mata.",NA,NA,"Plantas de Santa Catarina <a href=http://herbarium.bgbm.org/object/B100249419 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"4156/HBR 24850","Middle and South America",NA,"paratype",NA,NA,NA,NA,NA,NA,NA
"61","2016-02-02 14:38:41-02","BGBM","B","B 10 0249417","S","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand",NA,NA,"R. M. Klein & R. Reitz","1958","01","28","Brazil",NA,NA,NA,NA,NA,NA,"B100249417","B100249417",NA,NA,"Sabiá, Vidal ramos, mata.","750","750","Plantas de Santa Catarina <a href=http://herbarium.bgbm.org/object/B100249417 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"6332/HBR 24845","Middle and South America",NA,"paratype",NA,NA,NA,NA,NA,NA,NA
"62","2019-08-27 13:31:18-03","IAP","PACA-AGP","65247","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D. Legrand","C. D. Legrand","1960","Reitz & Klein","1960","01","29","Brasil","SC","Sombrio","-49.61669921875","-29.113899230957",NA,NA,"PACA065247","PACA065247",NA,NA,"Vista Alegre, Garapuvu","20","20","25m de altura e flores brancas. HBR 24850.&nf;Conforme C. diego Legrand - Myrtaceas del Estado de Santa Catarina (Brasil), p.307. Habitat: mata Hábito: árvore","Magnoliophyta","Myrtales","4156",NA,NA,"Paratipo","16515","auto","Magnoliatae",NA,NA,NA,NA
"63","2019-08-27 13:31:18-03","IAP","PACA-AGP","65264","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D. Legrand","C. D. Legrand","1960","Reitz & Klein","1956","03","22","Brasil","SC","Luís Alves",NA,NA,NA,NA,"PACA065264","PACA065264",NA,NA,"Braço Joaquim.","400","400","12m de altura e fruto maduro alaranjado. HBR 24761.&nf;Conforme C. Diego Legrand - Myrtaceas del Estado de Santa Catarina )Brasil), p.307. Habitat: mata Hábito: árvore","Magnoliophyta","Myrtales","2901",NA,NA,"Paratipo",NA,NA,"Magnoliatae",NA,NA,NA,NA
"64","2019-08-27 13:31:18-03","IAP","PACA-AGP","65248","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D. Legrand","C. D. Legrand","1960","Reitz & Klein","1958","01","28","Brasil","SC","Vidal Ramos","-49.3558006286621","-27.3918991088867",NA,NA,"PACA065248","PACA065248",NA,NA,"Sabiá.","750","750","15m de altura e flores brancas. HBR 24845.&nf;Conforme C. Diego Legrand - Myrtaceas del Estado de Santa Catarina (Brasil), p.307. Habitat: mata Hábito: árvore","Magnoliophyta","Myrtales","6332",NA,NA,"Paratipo","21797","auto","Magnoliatae",NA,NA,NA,NA
"65","2019-08-27 13:31:22-03","IAP","PACA-AGP","67509","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spreng.","J. E. Q. Faria","2015","R. M. Klein","1969","01","24","Brasil","SC","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"PACA067509",NA,"01",NA,"Saco Grande","250","250","15m de altura. Habitat: mata Hábito: árvore","Magnoliophyta","Myrtales","8129",NA,NA,NA,"27000","auto","Magnoliatae",NA,NA,NA,NA
"66","2019-08-27 13:31:22-03","IAP","PACA-AGP","67492","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spreng.","J. E. Q. Faria","2015","Bresolin, A.","1968","03","13","Brasil","SC","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"PACA067492",NA,"01",NA,"Saco Grande","300","300","30m de altura e flores brancas. Habitat: mata Hábito: árvore","Magnoliophyta","Myrtales","8",NA,NA,NA,"27000","auto","Magnoliatae",NA,NA,NA,NA
"67","2019-08-27 13:31:22-03","IAP","PACA-AGP","66740","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spreng.","J. E. Q. Faria","2015","Reitz & Klein","1967","03","09","Brasil","SC","Ilhota","-48.8272018432617","-26.8997001647949",NA,NA,"PACA066740",NA,"01",NA,"Parque Botânico do Morro do Baú","450","450","20m de altura e flores brancas. Habitat: mata Hábito: árvore","Magnoliophyta","Myrtales","18048",NA,NA,NA,"18275","auto","Magnoliatae",NA,NA,NA,NA
"68","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034146","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand","M. Sobral",NA,"G. Hatschbach; A. C. Cervi, Acra.","1987","4","24","Brazil","Parana",NA,"-49.27366","-24.79626",NA,NA,NA,NA,NA,NA,"Cab. Rib. do Tigre (Mun. Cerro Azul).","600",NA,"Arvore 10 m, tronco vermelho, liso. Flores alvas odoriferas. In 5 anthers seen, each had 0 glands.","Magnoliophyta","Myrtales","51225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057358","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spreng.",NA,NA,"D. S. Farias","1994","6","16","Brazil","Rio de Janeiro",NA,"-42.382433","-22.659514",NA,NA,NA,NA,NA,NA,"Silva Jardim, Reserva Biológica de Poço das Antas, Trilha direita após a Casa do Morcego.",NA,NA,"Arv. ca. 5 m de alt. Ritidoma pardo-acinz., áspero, desprendendo-se em placas. Casca viva creme. Folha discolor. Flores brancas dispostas em pequenas infloresc. axilares. Frutos imaturos verdes.","Magnoliophyta","Myrtales","268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-21 14:40:10-03","UFJF","CESJ","27594","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraxillaris","Eugenia supraxillaris","Spring","J.E.Q. Faria","2014","H.F. Leitão Filho","1968","01","30","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,"CESJ027594",NA,"06",NA,"rodovia Pilar do Sul, nativa na beira da estrada",NA,NA,"árvore, 5m, em janeiro - feverreiro, em plena frutificação, frutos saborosos e pouco ácidos","Angiosperma",NA,"355","América do Sul",NA,NA,"27904","auto",NA,NA,NA,NA,NA
"71","2021-03-01 16:36:23-03","UNICAMP","UEC","134574","S","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Faria Júnior, JEQ","2014","Mazine, FF; Lucas, E; Silva, JM; Capelo, FA","2003","11","07","Brazil","Paraná","Quatro Barras","-48.859444","-25.228333","-48.859444","-25.228333","UEC106103","UEC106103","05",NA,"Trilha para o Pico do Paraná","973","973","Árvore ca. 10m, flores brancas, frutos verdes.","Magnoliopsida",NA,"994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:36:23-03","UNICAMP","UEC","150853","S","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Faria Júnior, JEQ","2014","Arzolla, FARDP; Vilela, FESP; Baitello, JB; Souza, SCPM; Brasil, A","2008","02","19","Brazil","São Paulo","Mairiporã","-46.604167","-23.396667","-46.604167","-23.396667","UEC106102","UEC106102","05",NA,"Parque Estadual da Cantareira, Região do Pinheirinho, Floresta Ombrófila Dansa Montana.","1049","1049","Árvore, 18m, frutos maduros alaranjados.","Magnoliopsida",NA,"1293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:36:23-03","UNICAMP","UEC","178208","S","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring",NA,NA,"Ramos, E; Gomes, JAMA; Benedito, J; Santos, S","2008","04","20","Brazil","São Paulo","Ubatuba","-45.138683","-23.627106","-45.138683","-23.627106","UEC002730","UEC002730",NA,NA,"Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela H.","160","160","Árvore 16m alt., PAP 150,2 cm.&nf;; Floresta Ombrófila Densa Submontana.","Magnoliopsida",NA,"49857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-01 16:36:23-03","UNICAMP","UEC","178213","S","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Sobral, MEG","2008","Ramos, E; Gonçalves, HR; Benedetti, FJ; Santos, S","2007","09","13","Brazil","São Paulo","Ubatuba","-45.143664","-23.636219","-45.143664","-23.636219","UEC002723","UEC002723",NA,NA,"Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela F.","110","110","Árvore, 18,8m alt., PAP 97,3 cm.&nf;; Floresta Ombrófila Densa de Terras Baixas.","Magnoliopsida",NA,"49142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:36:23-03","UNICAMP","UEC","188999","S","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Mazine, FF","2015","Silva, BG; Castello, ACD; Kataoka, EY; Vidal Junior, JD","2015","02","10","Brazil","São Paulo","São Miguel Arcanjo","-47.995278","-24.067222","-47.995278","-24.067222","UEC119538","UEC119538",NA,NA,"Parque Estadual Carlos Botelho","800","800","Árvore, 26 m de altura e 31,8 cm de DAP; Floresta Ombrófila Densa","Magnoliopsida",NA,"255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:36:24-03","UNICAMP","UEC","199591","S","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring",NA,NA,"Ramos, E; Gonçalves, HR; Benedetti, FJ; Santos, S","2007","09","13","Brazil","São Paulo","Ubatuba","-45.143664","-23.636219","-45.143664","-23.636219","UEC159543","UEC159543",NA,NA,"Fazenda Capricónio, núcleo Picinguaba PESM","520","520","Árvore 18,8m alt. PAP 97,3 cm.; Floresta Ombrófilade Terras Baixas.","Magnoliopsida",NA,"353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:36:24-03","UNICAMP","UEC","64213","S","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Faria Júnior, JEQ","2014","Peron, M; et al.","1989","09","25","Brazil","Rio de Janeiro","Nova Friburgo","-42.05","-22","-42.05","-22","UEC106098","UEC106098","05",NA,"Reserva Ecológica Municipal de Macaé de Cima, Sítio Sophronites.","1100","1100","Árvore com 10-12m de altura, heliófila, casca cinza, fendendo-se em pequenas placas irregulares. Pedúnculo floral verde, corola e estames alvos.","Magnoliopsida",NA,"884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-01 16:36:24-03","UNICAMP","UEC","85946","S","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Mazine, FF","2013","Esteves, GL; Catharino, ELM; Shirasuna, RT; Rodrigues, EA","1994","09","29","Brazil","São Paulo","Bananal","-44.3199996948242","-22.6800003051758",NA,NA,"UEC072436","UEC072436","04","16","Serra da Bocaina.",NA,NA,"Arvoreta cerca de 4m ; pétalas alvas; folhas discolores, verrde-claras na face abaxial.; Alto vale do Rio Paca (Bracuí).","Magnoliopsida",NA,"2656",NA,NA,NA,"26795","auto",NA,NA,NA,NA,NA
"79","2021-03-01 16:36:24-03","UNICAMP","UEC","58125","S","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Faria Júnior, JEQ","2014","Rodrigues, TF","1992","02",NA,"Brazil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"UEC106100","UEC106100","05",NA,"Centro Espírita Nosso Lar Casas André Luis",NA,NA,"Planta herbácea, folhas canescentes na face abaxial com escapo floral, folhas rosuladas brácteas argenteas e flores radiais amarelas.","Magnoliopsida",NA,"26078",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"80","2021-03-01 16:36:24-03","UNICAMP","UEC","85705","S","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Faria Júnior, JEQ","2014","Almeida-Scabbia, RJ; et al.","1994","09","09","Brazil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"UEC106101","UEC106101","05",NA,"Faz. Intervales, Base Saibadela, trilha do rio.",NA,NA,"Árvore, 12m de altura, presença de muitas flores brancas. Flores em alcool.","Magnoliopsida",NA,"707",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"81","2019-11-19 14:08:31-03","UFRPE","PEUFR","19503","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","axillaris","Eugenia axillaris","Vell.","G.M. Barroso","1997","M.J.N. Rodal; A. Laurênio; K. Andrade; L. Figueiredo","1994","10","17","Brasil","Pernambuco","Buíque","-37.166667","-8.616667","37°10'W","08°37'S","PEUFR019503","PEUFR019503","05",NA,"Estrada Buíque-Catimbau","790","790","Arbusto com cerca de 1,5 m de altura; caule-marrom acinzentado; folhas verdes; fruto amarelo quando imaturo e vermelho quando maduro",NA,NA,"419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-19 14:08:31-03","UFRPE","PEUFR","22780","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","axillaris","Eugenia axillaris","Vell.","G.M. Barroso","1997","K. Andrade; L. Figueiredo; N. Cruz; E. Freire","1995","08","16","Brasil","Pernambuco","Buíque","-37.154167","-8.625","37º09'15W","08º37'30S","PEUFR022780",NA,"04",NA,"Catimbau","799","799","Subarbusto com cerca de 0,8m de altura; caule cinza; botão floral amarelo.",NA,NA,"133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-04-22 16:22:16-03","UFPB","JPB","43169","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D. Legrand","Costa, IR","2008","Lima-Verde, LW; Costa, IR","2000","10","09","Brasil","Estado Não Informado!",NA,NA,NA,NA,NA,"JPB0043169",NA,"06",NA,"Flona do Araripe",NA,NA,"; HABITAT: Floresta ombrófila.; DESC: Arbusto, 1 m.","Angiosperma","Dicotyledon","2279","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-04-22 16:22:16-03","UFPB","JPB","43160","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D. Legrand","Costa, IR","2008","Lima-Verde, LW; Araújo, FS; et al.","1999","11","03","Brasil","Ceará","Crato","-39.4094009399414","-7.23416996002197",NA,NA,"JPB0043160",NA,"06",NA,"Flona do Araripe",NA,NA,"; HABITAT: Floresta Ombrófila.; DESC: Arbusto, 1 m; fruto amarelo.","Angiosperma","Dicotyledon","1790","Southern America",NA,NA,"30071","auto",NA,NA,NA,NA,NA
"85","2020-04-22 16:22:16-03","UFPB","JPB","43159","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D. Legrand","Costa, IR","2008","Lima-Verde, LW; Araújo, FS; et al.","1999","11","03","Brasil","Ceará","Crato","-39.4094009399414","-7.23416996002197",NA,NA,"JPB0043159",NA,"06",NA,"Flona do Araripe",NA,NA,"; HABITAT: Floresta ombrófila.; DESC: Arbusto, 1 m; flores amareladas; fruto amarelo.","Angiosperma","Dicotyledon","1789","Southern America",NA,NA,"30071","auto",NA,NA,NA,NA,NA
"86","2020-12-04 13:19:27-03","UDESC","LUSC","5473","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand",NA,NA,"F.F.Mazine; F.A.Capelo, E.Lucas & J.M.Silva","2003","11","07","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"LUSC007100","LUSC007100",NA,NA,"Trilha para o pico do Paraná.","973","973",";flores brancas;;frutos verdes.",NA,NA,"994",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
"87","2020-12-04 13:19:27-03","UDESC","LUSC","7112","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand","O.T.Aguiar",NA,"N. M. Ivanauskas","1995","01","01","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,"LUSC007147","LUSC007147",NA,NA,"Propriedade de Antonio Povinski. Floresta Atlântica.",NA,NA,NA,NA,NA,"926",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"88","2020-12-04 13:19:28-03","UDESC","LUSC","7092","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring",NA,NA,"Duarte, A.R.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"LUSC007143","LUSC007143",NA,NA,"Parcela permanente - Parque Estadual de Carlos Botelho. Floresta Ombrófila Densa Submontana.",NA,NA,NA,NA,NA,"510",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"89","2020-10-14 10:03:26-03","FURB","FURB","37267","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Faria-Júnior, JEQ","2015","Dreveck, S.; Carneiro, F.E.","2009","05","29","Brasil","Santa Catarina","Santo Amaro da Imperatriz","-48.8669445","-27.81","-48.8669445","-27.8100000","FURB01305","FURB01305","01",NA,"Vargem do Braço.","744","744","Fito IFFSC 254 /O/10 Voucher estéril IFFSC 254 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea;",NA,NA,"2577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-03-16 17:53:53-03","UCS","HUCS","4121","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Faria, J.E.Q.","2014","Hatschbach, G.","1987","04","24","Brasil","Paraná","Cero Azul",NA,NA,NA,NA,NA,NA,"01",NA,"Cab. Rib. do Tigre","600","600","Árvore 10m, tronco vermelho, liso. Flores alvas odoríferas. Herbário MBM; Mata pluvial","Angiospermae","Myrtales","51225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-16 17:53:53-03","UCS","HUCS","1041","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Faria, J.E.Q.","2015","Klein, R.","1967","06","21","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"01",NA,"Saco Grande","300","300","árvore, flor branca.; Mata","Angiospermae","Myrtales","7474",NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"92","2014-10-14 15:56:58-03","BS","M","M-0137711","S","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand",NA,NA,"Reitz, R.","1956","03","21","Brasil",NA,NA,NA,NA,NA,NA,"M0137711",NA,NA,NA,"Santa Catarina, Braço Joaquim, Luis Alves",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,"PARATYPE",NA,NA,"Magnoliopsida",NA,"21:00",NA,NA
