"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","identifiedBy","relatedCatalogItem","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","individualCount","typeStatus","previousCatalogNumber"
"11","2021-01-14 15:26:37-03","MN","R","26647","PreservedSpecimen","Plantae",NA,NA,"Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","Brade, A.C.","10710","1931","04","12",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"R010071928,R010071929","R010071928 R010071929",NA,"Snelders, H.C.M. & Maas, P.J.M.",NA,NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA
"12","2021-01-14 15:26:37-03","MN","R","128886","PreservedSpecimen","Plantae",NA,NA,"Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","Emmerich, M. 2844; Dressler, R.",NA,"1966","02","23",NA,"Brasil","São Paulo","Angatuba",NA,"-48.4099998474121","-23.4899997711182",NA,NA,NA,NA,NA,NA,NA,"Snelders, H.C.M. & Maas, P.J.M.",NA,NA,NA,"1977","29114","auto",NA,NA,NA,NA,NA
"13","2019-08-27 13:26:30-03","IAP","PACA-AGP","2168","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","Hatschbach, G.",NA,"1951","04","08",NA,"Brasil","PR","Piraquara","Morro Anhangava","-49.0633010864258","-25.4416999816895","1100","1100",NA,"Habitat: In silva primaeva saprophytica. Fenofase: flor","PACA002168",NA,"Liliatae","Brade",NA,NA,NA,"1954","12577","auto","05","19",NA,NA,NA
"14","2020-12-21 16:19:38-03","MBM","MBM","16906","PreservedSpecimen","Plantae",NA,NA,"Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","Hatschbach, G.","24033","1970","03","17","Southern America","Brazil","Paraná","Morretes","Colônia Floresta","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM016906","MBM016906",NA,"Hatschbach, G.",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"15","2020-12-21 16:19:38-03","MBM","MBM","53158","PreservedSpecimen","Plantae",NA,NA,"Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","Hatschbach, G.","2168","1951","04","08","Southern America","Brazil","Paraná","Piraquara","Morro Anhangava","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM053158","MBM053158",NA,"Brade, A.C.",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"16","2020-12-21 16:19:38-03","MBM","MBM","23110","PreservedSpecimen","Plantae",NA,NA,"Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","Hatschbach, G.","9091","1962","04","01","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"MBM023110","MBM023110",NA,"Smith, L.B.",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"17","2020-12-21 16:19:38-03","MBM","MBM","53163","PreservedSpecimen","Plantae",NA,NA,"Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","Hatschbach, G.","2231","1951","05","01","Southern America","Brazil","Paraná","Paranaguá","Rio Cachoeirinha","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM053163","MBM053163",NA,"Brade, A.C.",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"18","2020-12-21 16:19:38-03","MBM","MBM","3113","PreservedSpecimen","Plantae",NA,NA,"Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","Hatschbach, G.","16094","1967","02","03","Southern America","Brazil","Paraná","Piraquara","Novo Tirol","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM003113","MBM003113",NA,"Hatschbach, G.",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"19","2019-06-13 04:36:00-03","MO","MOBOT","2659511","PreservedSpecimen","Plantae",NA,NA,"Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","T. Læssøe","Læssøe 59874","1985","7","21","South America","Ecuador","Napo",NA,"Cascadas de San Rafael, Coca Falls, large waterfall on Río Coca, between El Chaco and San Pedro de los Cofanes.","-77.4833333","-0.0166667","1250.00000000",NA,NA,NA,NA,NA,NA,"P. J. M. & H. Maas",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"20","2016-10-13 06:02:00-03","MO","MOBOT","100670379","PreservedSpecimen","Plantae",NA,NA,"Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","David A. Neill","Neill 17827","2014","1","30","South America","Ecuador","Tungurahua","Baños","Llanganates-Sangay Ecological Corridor, north of Río Pastaza, near Llanganates National Park. Headwaters of Rìo San Jacinto, an affluent of Río Topo. Dense cloud forest with abundant epiphytes, on steep slopes, and rocky river banks. Metamorphic rock substrate. With Juan Pablo Reyes and Karima López.","-78.1686111","-1.3366666","1940.00000000",NA,NA,NA,NA,NA,NA,"D. Neill (ECUAMZ)",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"21","2010-11-13 04:25:00-02","MO","MOBOT","2455348","PreservedSpecimen","Plantae",NA,NA,"Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","Roberto M. Klein","Klein 2408",NA,NA,NA,"South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2008-05-27 22:02:00-03","MO","MOBOT","631308","PreservedSpecimen","Plantae",NA,NA,"Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","J.E. Lawesson|et al.","Lawesson 59874","1985","7","21","South America","Ecuador","Napo",NA,NA,NA,NA,"1250.00000000",NA,NA,NA,NA,NA,NA,"P.J. M. & H. Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-01-10 20:52:03-03","INPA","INPA","190150","S","Plantae","Monocotyledon","Dioscoreales","Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","Vicentini, A","486","1994","04","08","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Trilha a esquerda no Km 0.35 estrada alojamento/torre. Solo argiloso.","-59.966667","-2.883333",NA,NA,NA,NA,"INPA0190150",NA,NA,"Maas, H",NA,"-59.966667","-2.883333","1995",NA,NA,"09",NA,NA,NA,NA
"24","2021-01-10 20:52:03-03","INPA","INPA","209102","S","Plantae","Monocotyledon","Dioscoreales","Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","Kinupp, VF","1818","2001","05","01","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Adolpho Ducke","-59.966667","-2.883333",NA,NA,NA,NA,"INPA0209102","INPA0209102 INPA0209102_e",NA,"Kinupp, VF",NA,"-59.966667","-2.883333","2001",NA,NA,"05",NA,NA,NA,NA
"25","2020-09-12 05:00:02-03","US","US","2340805","PreservedSpecimen","Plantae",NA,"Orchidales","Burmanniaceae","Gymnosiphon","refractus","Gymnosiphon refractus","(Miers) Benth. & Hook. f.","R. M. Klein","2408","1960","3","10","South America","Brazil","Santa Catarina","Blumenau","Mata da Companhia Hering, Bom Retiro","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"US00154389","US00154389_01","Monocotyledonae","Strong, Mark T., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,NA,"34291","auto",NA,NA,"1",NA,NA
"26","2020-09-12 05:00:02-03","US","US","2470258","PreservedSpecimen","Plantae",NA,"Orchidales","Burmanniaceae","Gymnosiphon","refractus","Gymnosiphon refractus","(Miers) Benth. & Hook. f.","G. Hatschbach","9091","1962","4","1","South America","Brazil","Paraná","Campina Grande do Sul","Serra do Capivary Grande","-49.0553016662598","-25.3055992126465","900","1000",NA,NA,"US00154390","US00154390_01","Monocotyledonae","Strong, Mark T., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,NA,"55154","auto",NA,NA,"1",NA,NA
"27","2020-09-12 05:00:02-03","US","US","1988412","PreservedSpecimen","Plantae",NA,"Orchidales","Burmanniaceae","Gymnosiphon","refractus","Gymnosiphon refractus","(Miers) Benth. & Hook. f.","R. E. Schultes","5506","1943","5","15","South America - Neotropics","Colombia","Vaupés",NA,"Macaya- Ajaju River confluence: Mount Chiribiquete. Quarzite base. Summit 800-1200 feet above forest floor",NA,NA,"518","640",NA,NA,"US00154386",NA,"Monocotyledonae","Strong, Mark T., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"28","2020-09-12 05:00:02-03","US","US","2142658","PreservedSpecimen","Plantae",NA,"Orchidales","Burmanniaceae","Gymnosiphon","refractus","Gymnosiphon refractus","(Miers) Benth. & Hook. f.","R. Reitz & R. M. Klein","1851","1954","5","14","South America","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385","50",NA,NA,NA,"US00154388","US00154388_01","Monocotyledonae","Strong, Mark T., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,NA,"27253","auto",NA,NA,"1",NA,NA
"29","2020-09-12 05:00:02-03","US","US","2143192","PreservedSpecimen","Plantae",NA,"Orchidales","Burmanniaceae","Gymnosiphon","refractus","Gymnosiphon refractus","(Miers) Benth. & Hook. f.","M. L. Grant","9988","1944","8","28","South America - Neotropics","Colombia","Meta",NA,"Rio Manzanares Valley, 12 km W of La Esperanza, 34 km W of Villa Vicencia",NA,NA,NA,NA,NA,NA,"US00154387",NA,"Monocotyledonae","Strong, Mark T., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"30","2019-12-09 17:29:37-03","UFPR","EFC","13968","PreservedSpecimen","Plantae",NA,NA,"Burmanniaceae","Gymnosiphon","refractus","Gymnosiphon refractus","(Miers) Benth. & Hook.f.","Blum, C.T.; Michelotti, J.","480","2009","03","17",NA,"Brasil","Paraná","Morretes","Serra da Prata","-48.6987","-25.614","480","480",NA,"Terrestre sem folhas, aos 480 m.s.n.m. Com flores brancas.","EFC013968",NA,NA,"Blum, C.T.",NA,"-48.6987","-25.6140","2009",NA,NA,"03","17",NA,NA,NA
"31","2016-08-23 09:45:07-03","NHMLondon","NHM-LONDON-BOT","BM000938098","S","Plantae",NA,NA,"Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","John Miers; b.1789; d.1879; Miers","s.n.","1838","03",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VanBenthem,J. & Maas,P.J.M.",NA,NA,NA,"1977",NA,NA,NA,NA,NA,"Type","NHMUK:ecatalogue:2476024"
"32","2016-08-23 09:45:07-03","NHMLondon","NHM-LONDON-BOT","BM000578814","S","Plantae",NA,NA,"Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","John Miers; b.1789; d.1879; Miers","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,"Holotype","NHMUK:ecatalogue:4980725"
"33","2019-11-01 15:13:24-03","UnB","UB","37813","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","Irwin, HS; Wasshausen, DC","19255A","1968","01","26","Southern America","Brasil","Goiás","Corumbá de Goiás","Corumbá de Goiás, 20km ao NW de Corumbá de Goiás","-48.8086","-15.9236",NA,NA,NA,NA,"UB0004765","UB0004765",NA,"Maas, H; Maas, PJM",NA,"-48.8086","-15.9236","1995",NA,NA,NA,NA,NA,NA,NA
"34","2020-08-20 20:38:32-03","UFSC","FLOR","37690","PreservedSpecimen","Plantae",NA,"Dioscoreales","Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","Siqueira, C.E.","94","2010","04","16",NA,"Brasil","Santa Catarina","Florianópolis","Trilha Maike, Unidade de Conservação Ambiental Desterro, UCAD, Saco Grande, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,"erva saprófita, flor branca e amarelabranco, translúcido, 0,1m altura","FLOR0037690",NA,NA,"Dettke, G.A.",NA,NA,NA,"2010","27000","auto",NA,NA,NA,NA,NA
"35","2020-08-20 20:38:32-03","UFSC","FLOR","37691","PreservedSpecimen","Plantae",NA,"Dioscoreales","Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","Siqueira, C.E.","39","2010","03","29",NA,"Brasil","Santa Catarina","Florianópolis","Trilha Maike, Unidade de Conservação Ambiental Desterro, UCAD, Saco Grande, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,"erva saprófita, flor branca e amarelabranco, translúcido","FLOR0037691",NA,NA,"Dettke, G.A.",NA,NA,NA,"2010","27000","auto",NA,NA,NA,NA,NA
"36","2017-09-11 16:27:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","Miers, J","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","IBB/Corcovado, Rio de Janeiro, RJ, Monte Corcovado","-43.13","-22.57",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.13","-22.57",NA,NA,NA,NA,NA,NA,NA,NA
"37","2017-09-11 17:09:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","Miers, J","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Monte Corcovado","-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"38","2021-02-08 12:50:49-03","UFRGS","ICN","066726","S","Plantae","Monocotyledon",NA,"Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","Waechter, JL","2173","1986","04","29","América do Sul","Brasil","RS","Torres","Faxinal","-49.7268981933594","-29.3353004455566",NA,NA,NA,"Saprófito, plantas brancas, flores brancas com base amarela.; Interior de mata turfosa, sempre junto à base de jerivás.",NA,NA,NA,"L Waechter, J",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA
"39","2019-11-21 10:02:58-03","IBt","SP","52184","S","Plantae",NA,NA,"Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","Kuhlmann, M","2339","1950","02","15",NA,"Brasil","São Paulo","Salesópolis","Boracéa","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"SP044953","SP044953",NA,"Maas, PJM; Snelders, HCM",NA,NA,NA,"1977","18032","auto",NA,NA,NA,NA,NA
"40","2014-09-23 10:56:58-03","G","G","G00098207","S","Plantae",NA,NA,"Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","Miers, J.","4653","1838",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=114094&base=img&lang=en","G00098207","G00098207",NA,"?",NA,"-42.9125","-22.48222222",NA,NA,NA,NA,NA,NA,"TYPUS of Cymbocarpa refracta Miers",NA
"41","2014-09-23 10:56:59-03","G","G","G00098208","S","Plantae",NA,NA,"Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","Miers, J.","4653","1838",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=114096&base=img&lang=en","G00098208","G00098208",NA,"?",NA,"-42.9125","-22.48222222",NA,NA,NA,NA,NA,NA,"TYPUS of Cymbocarpa refracta Miers",NA
"42","2014-09-23 10:56:59-03","G","G","G00098209","S","Plantae",NA,NA,"Burmanniaceae","Cymbocarpa","refracta","Cymbocarpa refracta","Miers","Miers, J.","4653","1838",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=114099&base=img&lang=en","G00098209","G00098209",NA,"?",NA,"-42.9125","-22.48222222",NA,NA,NA,NA,NA,NA,"TYPUS of Cymbocarpa refracta Miers",NA
