"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","class","dayIdentified","infraspecificEpithet","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"95","2020-10-01 14:22:35-03","JBB","HEPH","12633","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.","Oliveira, RC","Boaventura, M","467","1997","04","25","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.85","-15.866667","1102","1102",NA,NA,NA,NA,"-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-10-01 14:22:35-03","JBB","HEPH","15997","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.","Nóbrega, MGG","Nóbrega, MGG","1327","2000","10","22","Southern America","Brasil","Minas Gerais","Palmital","Estrada que da acesso a Palmital","-47.271944","-16.097222",NA,NA,NA,NA,NA,NA,"-47.271944","-16.097222","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-10-01 14:22:41-03","JBB","HEPH","32991","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.","Rosa, PO","Rosa, PO; Soares, ACA; Cardoso, PPM; Oliveira, JAS","1921","2017","08","15","Southern America","Brasil","Goiás","Pirenópolis","Cidade de Pedra","-48.890556","-15.714167","1293","1293",NA,NA,NA,NA,"-48.890556","-15.714167","2017",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"98","2020-10-01 14:22:41-03","JBB","HEPH","33715","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.","Proença, CEB","Laranja, REP; Eiten, G","1994s.n.24","1994",NA,NA,"Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667",NA,NA,NA,"Material testemunha da tese de doutoramento de Ruth Elias de Paula Laranja Análise de gradiente em campo de murunduns, Universidade Estadual Paulista Júlio de Mesquita Filho, UNESP, Brasil.",NA,NA,"-47.85","-15.866667","2018",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA
"99","2020-10-01 14:22:41-03","JBB","HEPH","4339","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.","Francener, A","Equipe do Jardim Botânico de Brasília","508","1985","07","24","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667","1025","1150",NA,NA,NA,NA,"-47.85","-15.866667","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-10-01 14:22:41-03","JBB","HEPH","7966","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.","Francener, A","Ramos, AE","472","1993","03","18","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667","1025","1150",NA,NA,NA,NA,"-47.85","-15.866667","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2017-08-14 11:33:12-03","JBB","HEPH","19484","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.","Milhomens, LC","Silva, R","882","2003","09","16","Southern America","Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,"2003","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"102","2017-08-14 11:33:12-03","JBB","HEPH","19578","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.","Milhomens, LC","Milhomens, LC","247","2003","09","18","Southern America","Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,"2003","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-10-01 14:22:35-03","JBB","HEPH","2394","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.","Francener, A","Heringer, EP","5703","1980","11","08","Southern America","Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,"2013","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-10-01 14:22:35-03","JBB","HEPH","2408","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.","Francener, A","Heringer, EP","5663","1980","11","06","Southern America","Brasil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,"2013","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-10-01 14:22:35-03","JBB","HEPH","2409","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.","Francener, A","Heringer, EP","5649","1980","11","06","Southern America","Brasil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,"2013","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-10-01 14:22:35-03","JBB","HEPH","2397","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.","Francener, A","Heringer, EP","5776","1980","11","24","Southern America","Brasil","Distrito Federal","Brasília","Córrego Quilombo. Margem da BR-251","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,"2013","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"107","2017-08-14 11:33:12-03","JBB","HEPH","19408","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.","Martins, RC","Nóbrega, MGG","1971","2003","08","27","Southern America","Brasil","Distrito Federal","Brasília","EEJBB","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,"2008","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-10-01 14:22:41-03","JBB","HEPH","32940","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.","Kuhlmann, MP","Kuhlmann, MP","250","2013","09","26","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Foto em www.frutosatrativosdocerrado.bio.br",NA,NA,NA,NA,"2013","70570","auto","09",NA,"26",NA,NA,NA,NA,NA
"109","2020-10-01 14:22:35-03","JBB","HEPH","1982","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.","Francener, A","Lordello, R","14","1972","03","04","Southern America","Brasil","Distrito Federal","Brasília","Ribeirão Cachoeirinha","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,"2013","70570","auto","11",NA,"12",NA,NA,NA,NA,NA
"110","2020-10-01 14:22:35-03","JBB","HEPH","14243","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.","Nóbrega, MGG","Régis, T","9","1998","06","28","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Fazenda Oreades","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,NA,NA,NA,NA,"1998","44724","auto",NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-10-01 14:22:35-03","JBB","HEPH","27961","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.","Oliveira, MS","Vidal, JRB; et al.","139","2011","07","01","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Fazenda Oréades- Sítio Arqueológico Pedra Escrita - Alto Paraíso/GO.","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,NA,NA,NA,NA,"2011","44724","auto",NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-10-01 14:22:35-03","JBB","HEPH","10545","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.","Martins, RC","Martins, RC","35","1994","09","18","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Loteamento Boa Vista","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,NA,NA,NA,NA,"1996","44724","auto",NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-12-11 11:37:31-03","UFMG","BHCB","39740","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-12-11 11:37:31-03","UFMG","BHCB","169483","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Lemos Filho, JP; Lovato, MB","s.n.","2014","03","07","Southern America","Brasil","São Paulo","Pedregulho","Parque Furnas de Bom Jesus","-47.460556","-20.253056","1000","1000",NA,"Solo silto-arenoso cascalhento.","BHCB013987",NA,"-47.460556","-20.253056","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-12-11 11:37:31-03","UFMG","BHCB","17072","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"I.L.G","s.n.","1989","10","28","Southern America","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-12-11 11:37:31-03","UFMG","BHCB","17358","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Braga, PIS; Belisário, AJM","s.n.","1990","04","01","Southern America","Brasil","Minas Gerais",NA,"Parque Nacional da Serra do Cipó. Serra do Palácio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-12-11 11:37:31-03","UFMG","BHCB","174560","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Lemos Filho, JP; Lovato, MB","s.n.","2014","12","01","Southern America","Brasil","Tocantins","Palmas","Serra do Lajeado","-48.108333","-10.233611","647","647",NA,"Solo cascalhento.","BHCB023505",NA,"-48.108333","-10.233611","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-12-11 11:37:31-03","UFMG","BHCB","174568","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Lemos Filho, JP; Lovato, MB","s.n.","2014","12","06","Southern America","Brasil","Tocantins","Chapada da Natividade","Serra Geral de Goiás","-47.840556","-11.499444","532","532",NA,"Solo distrófico com cascalho superficial","BHCB023498",NA,"-47.840556","-11.499444","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-12-11 11:37:31-03","UFMG","BHCB","17860","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Pena, CR","s.n.","1990","04","22","Southern America","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-12-11 11:37:31-03","UFMG","BHCB","67893","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Barreto, HLM; Brade, AC","1189",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Conceição",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-11 11:37:31-03","UFMG","BHCB","66728","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Barreto, HLM","7680",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-12-11 11:37:31-03","UFMG","BHCB","15104","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Stehmann, JR","1132","1988","06","28","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.4249992370605","-19.0372009277344",NA,NA,NA,NA,NA,NA,NA,NA,NA,"60318","auto",NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-12-11 11:37:31-03","UFMG","BHCB","67896","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Barreto, HLM","9326",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-11 11:37:31-03","UFMG","BHCB","17487","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Cunha, CG","s.n.","1990","04","22","Southern America","Brasil","Minas Gerais","Santana do Riacho","Alto Palácio","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-12-11 11:37:31-03","UFMG","BHCB","67904","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Barreto, HLM; Markgraf, F; Brade, AC","12007",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Francisco Sá","Brejo das Almas ou São Domingo","-43.4883003234863","-16.4757995605469",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45875","auto",NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-12-11 11:37:31-03","UFMG","BHCB","73271","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Barreto, HLM; Markgraf, F; Brade, AC","12007",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Francisco Sá","Brejo das Almas ou São Domingo","-43.4883003234863","-16.4757995605469",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45875","auto",NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-11 11:37:31-03","UFMG","BHCB","12788","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Fernandes, GWA","9","1982","10","12","Southern America","Brasil","Minas Gerais","Três Marias","CEMIG.","-45.24169921875","-18.2063999176025",NA,NA,NA,NA,NA,NA,NA,NA,NA,"54667","auto",NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-11 11:37:31-03","UFMG","BHCB","12695","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Fernandes, GWA","8","1982","10","12","Southern America","Brasil","Minas Gerais","Três Marias","CEMIG.","-45.24169921875","-18.2063999176025",NA,NA,NA,NA,NA,NA,NA,NA,NA,"54667","auto",NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-11 11:37:31-03","UFMG","BHCB","10103","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Andrade, IR; Horta, MB","s.n.","1987","07","11","Southern America","Brasil","Minas Gerais","Santana do Riacho","Fazenda Cachoeira das Capivaras.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-11 11:37:31-03","UFMG","BHCB","2599","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Andrade, PM de","s.n.","1981","01","29","Southern America","Brasil","Minas Gerais","Cruzília","Fazenda Recanto Alegre.","-44.8083000183105","-21.8386001586914",NA,NA,NA,":murici;arbusto;flores amarelas;",NA,NA,NA,NA,NA,"27964","auto",NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-11 11:37:31-03","UFMG","BHCB","3956","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Grandi, TSM; et al.","929","1982","03","31","Southern America","Brasil","Minas Gerais","Nova Lima","Morro do Chapéu","-43.8466987609863","-19.9855995178223","1270","1270",NA,"Campo;arbusto;flores amarelas;botões rosas;",NA,NA,NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-11 11:37:31-03","UFMG","BHCB","5530","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Martins, RP","s.n.","1980","10","10","Southern America","Brasil","Minas Gerais","Nova Lima","São Sebastião das Águas Claras.","-43.8466987609863","-19.9855995178223",NA,NA,NA,"Cerrado;arbusto;",NA,NA,NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-11 11:37:31-03","UFMG","BHCB","18939","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Stehmann, JR; et al.","s.n.","1990","10","20","Southern America","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-11 11:37:31-03","UFMG","BHCB","18182","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Inácia, A","s.n.","1990","05","19","Southern America","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-11 11:37:31-03","UFMG","BHCB","17992","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Rabelo, SG","s.n.","1990","05","12","Southern America","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó. Chapéu do Sol.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-11 11:37:31-03","UFMG","BHCB","8376","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Martins, RP","s.n.","1981","05","30","Southern America","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó. Palácio","-43.7449989318848","-19.513599395752",NA,NA,NA,"Campo rupestre;arbusto;",NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-11 11:37:31-03","UFMG","BHCB","10080","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Andrade, IR; Horta, MB","s.n.","1987","07","12","Southern America","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó. Serra da Salitreira.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-11 11:37:31-03","UFMG","BHCB","10083","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.",NA,"Andrade, IR; Horta, MB","s.n.","1987","07","12","Southern America","Brasil","Minas Gerais","Santana do Riacho","Serra do Zendaiá.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-24 17:17:57-03","UFMA","MAR","457","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.","W. R. Anderson","Ilse S. Gottsberger",NA,"1971","10","22",NA,"Brasil","São Paulo","Botucatu",NA,"-48.440278","-22.880556",NA,NA,NA,NA,NA,NA,"48º26'25W","22º52'50S","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-02-11 17:19:27-03","UFPR","UPCB","66585","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A.Juss.","Volpi, R.L.","Nakajima, J.A.","1753","1996","05","23",NA,"Brasil","Minas Gerais","Delfinópolis","Estrada para a fazenda do Antonio Lopes, berira do rio Santo Antonio, base da Serra Preta (Serra da Goela).","-46.8539009094238","-20.343900680542",NA,NA,NA,"Arbusto, ca.0,8m. Glândulas púrpuras. Cálice ferrugíneo. Corola amarelada a avermelhada. Estames e Estigmas amarelados..",NA,NA,NA,NA,"2006","41380","auto","03",NA,NA,NA,NA,NA,NA,NA
"141","2008-05-27 22:02:00-03","MO","MOBOT","2852131","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A. Juss.","W.R. Anderson","Ezechias P. Heringer","Heringer 6078","1981",NA,NA,"South America","Brazil","Distrito Federal",NA,"Bacia do Rio São Bartolomeu.","-47.5913889","-15.5905555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2015-05-27 08:37:00-03","MO","MOBOT","100818367","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A. Juss.","A. Francener","Howard S. Irwin|William R. Anderson|M.T. Stieber|E.Y.-T. Lee","Irwin 34033","1972","1","14","South America","Brazil","Goiás",NA,"Rocky slopes among sandstone boulders, Serra dos Pireneus, ca. 20 km E of Pirenópolis.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"143","2015-05-27 09:37:00-03","MO","MOBOT","100818388","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A. Juss.","A. Francener","Scott A. Mori|J. Mitchell|L.A. Mattos Silva","Mori 16666","1984","7","10","South America","Brazil","Distrito Federal",NA,"On road to Gama, DF16, 3-4 km from junction with BR040.","-48.0333333","-15.9666667","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"144","2008-05-27 22:02:00-03","MO","MOBOT","2849787","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A. Juss.","W.R. Anderson","Ezechias P. Heringer","Heringer 6159","1981",NA,NA,"South America","Brazil","Distrito Federal",NA,"Bacia do Rio São Bartolomeu, adjacência do Ribeirão Taboca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2008-05-27 22:02:00-03","MO","MOBOT","2849856","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A. Juss.","W.R. Anderson","Ezechias P. Heringer","Heringer 6160","1981",NA,NA,"South America","Brazil","Distrito Federal",NA,"Bacia do Rio São Bartolomeu, adjacências do Ribeirão Taboca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2008-05-27 22:02:00-03","MO","MOBOT","2849899","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A. Juss.","W.R. Anderson","Gert G. Hatschbach","Hatschbach 38990","1976","10","6","South America","Brazil","Goiás",NA,"Serra dos Cristaes (mun. Cristalina) Campo cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2010-10-07 15:27:00-03","MO","MOBOT","2851477","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A. Juss.","R.L. Liesner","Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 13482","1966","3","4","South America","Brazil","Goiás",NA,"Serra dos Cristais. Rocky hillside, ca. 3 km. E. of Cristalina.","-48.00033","-17.00077","1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2010-10-07 15:27:00-03","MO","MOBOT","2851549","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A. Juss.","R.L. Liesner","Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 13581","1966","3","5","South America","Brazil","Goiás",NA,"Serra dos Cristais, Cerrado, ca. 15 km. W of Cristalina on road to Catalão.","-48.0002667","-17.0003667","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2009-07-17 14:12:00-03","MO","MOBOT","2851653","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","guilleminiana","Byrsonima guilleminiana","A. Juss.","R.L. Liesner","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 9725","1965","11","1","South America","Brazil","Goiás",NA,"Serra dos Cristais, 5 km. S. of Cristalina, Mun. Cristalina. Low weedy vegetation among rocks.","-48.00018","-17.00081","1175.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
