"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","sex"
"11","2021-04-05 14:33:32-03","UNESC","CRI","469","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata","(DC.) Kuntze","V. C. Zanette","V. Citadini-Zanette; F. E. Marcomin","885","1990","01","18","Brasil","Santa Catarina","Tubarão","-49.007222","-28.467222","49º0'26''W","28º28'2''S","11","11",NA,"CRI003013","CRI003013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:33:32-03","UNESC","CRI","11750","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata","(DC.) Kuntze",NA,"Jean Gabriel Cemin; Marciel Fernandes e Kleber Emerick",NA,"2009","08","04","Brasil","Santa Catarina","Turvo","-49.681944","-28.928056","49º40'55''W","28º55'41''S","30","30",NA,"CRI002979","CRI002979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-23 10:40:47-03","E","E","207011","PreservedSpecimen","Plantae","Leguminosae","Mimosa","bimucronata","Mimosa bimucronata",NA,NA,"Simon, M.F.; Lima, J.C.M.; Eiten, G.; de Carvalho, A.M.","146","1999","02","10","BR",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00207011 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00207011",NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:217717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:40:47-03","E","E","207013","PreservedSpecimen","Plantae","Leguminosae","Mimosa","bimucronata","Mimosa bimucronata",NA,NA,"Simon, M.F.; Lima, J.C.M.; Eiten, G.; de Carvalho, A.M.","196","1999","11","13","BR",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00207013 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00207013",NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:217712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-29 12:13:00-03","NY","NYBG","419032","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata",NA,NA,"R. A. Wasum","8400","1992","03","10","Brazil","Rio Grande do Sul","Sao Vendelino","-51.3767","-29.3692",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390204' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419032",NA,NA,NA,NA,"Sao Vendelino","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00933149","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata","(DC.) Kuntze","R. C. Barneby","G. G. Hatschbach","59026","1993","02","13","Brazil","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008569' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933149","NY00933149_01",NA,NA,NA,"Rod. BR-262, 51 km O de Miranda","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-29 12:13:00-03","NY","NYBG","419005","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata",NA,"F. C. Hoehne","F. C. Hoehne","30228","1933","03","15","Brazil","São Paulo","Sao Paulo","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390167' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419005","NY00419005_01",NA,NA,NA,"Jardim Botanico","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","419029","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata","(DC.) Kuntze","A. E. Burkart","R. M. Klein","1380","1955","05","12","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"10","10","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390172' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419029",NA,NA,NA,NA,"Cunhas","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","419026","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata","(DC.) Kuntze","R. C. Barneby","G. G. Hatschbach","18405","1968","01","20","Brazil","Paraná","Guarapuava","-51.4581","-25.3956",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390156' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419026","NY00419026_01",NA,NA,NA,"Rio Campo Real","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","419023","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata","(DC.) Kuntze","R. C. Barneby","R. A. Wasum","3730","1988","02","27","Brazil","Rio Grande do Sul","Sao Leopoldo","-51.143791","-29.75136",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390157' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419023","NY00419023_01",NA,NA,NA,"Sao Leopoldo","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-11-01 12:56:00-02","NY","NYBG","418989","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata",NA,"R. C. Barneby","J. S. Blanchet","14","1831",NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390190' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418989","NY00418989_01",NA,NA,NA,"In Brasilia intratropica circa Bahia","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","419010","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata","(DC.) Kuntze",NA,"L. Riedel","111","1829","12",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390179' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419010",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-30 04:46:00-03","NY","NYBG","01345041","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata adenocarpa","Hassl.",NA,"K. A. G. Fiebrig","4770","1908",NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1598803' target='other'> <mi>dwc_moreinfo</mi></a>","NY01345041","NY01345041_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales","adenocarpa","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-11-01 12:56:00-02","NY","NYBG","419006","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata",NA,"R. C. Barneby","G. K. Gottsberger","3228267","1967","02","28","Brazil","São Paulo","Itirapina","-47.8167","-22.25",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390160' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419006","NY00419006_01",NA,NA,NA,"Near the village along the road","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","418994","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata","(DC.) Kuntze","R. C. Barneby","J. G. Jardim","137","1993","04","25","Brazil","Bahia","Ilhéus","-39.1247901","-14.5844349",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418994",NA,NA,NA,NA,"Distrito de Sambaituba N do municipio sede. Proximo da Cachoeira no Rio das Caldeiras","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","419017","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata","(DC.) Kuntze","R. C. Barneby","G. Eiten","7227","1966","04","25","Brazil","Rio de Janeiro","Duque de Caxias","-43.23","-22.6667",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390201' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419017","NY00419017_01",NA,NA,NA,"Fazenda Anhanga, near main house. About 2km east of village and RR station of Saracuruna (formerly Rosario). On east side of small hill. Along Rio Gongoxoco, a short tributary of the Rio Imbarie, 100-200m from its mouth","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","419012","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata","(DC.) Kuntze","R. C. Barneby","L. Riedel","148","1832","05",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390185' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419012","NY00419012_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-29 12:13:00-03","NY","NYBG","419036","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata",NA,NA,"G. S. Jenman","5254","1889","06",NA,"Guyana",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390206' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419036","NY00419036_01",NA,NA,NA,"Near Georgetown","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-29 12:13:00-03","NY","NYBG","419027","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata",NA,"S. M. Silva","R. M. Britez",NA,"1993","02","26","Brazil","Paraná","Três Barras do Paraná","-53.1806","-25.4192",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390166' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419027",NA,NA,NA,NA,"Margem do Rio Iguaçu","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-11-01 12:56:00-02","NY","NYBG","418987","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata",NA,"R. C. Barneby","R. P. Belém","3356","1967","03","01","Brazil","Bahia","Camamu","-39.1","-13.94",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390193' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418987","NY00418987_01",NA,NA,NA,"Camamu","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","419024","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata","(DC.) Kuntze","G. G. Hatschbach","G. G. Hatschbach","41978","1979","02","15","Brazil","Paraná","Antonina","-48.7117","-25.4286",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390169' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419024",NA,NA,NA,NA,"Rio Xaxim","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-11-01 12:47:00-02","NY","NYBG","443260","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata bimucronata","(DC.) Kuntze","V. F. Dutra","W. Hoehne",NA,"1949","05","20","Brazil","São Paulo","Sao Paulo","-46.63","-23.54",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413883' target='other'> <mi>dwc_moreinfo</mi></a>","NY00443260","NY00443260_01",NA,NA,NA,"Bairro do Jabaquara","South America","sheet",NA,"Magnoliophyta","Fabales","bimucronata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","419000","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata","(DC.) Kuntze","R. C. Barneby","G. Eiten","6010a","1965","02","10","Brazil","São Paulo","Paraguaçú Paulista","-50.58","-22.4",NA,NA,"500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390199' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419000","NY00419000_01",NA,NA,NA,"Along road (to Bora) ca. 1km N of city of Paraguaçu Paulista","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-29 12:13:00-03","NY","NYBG","419003","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata",NA,NA,"W. Hoehne",NA,"1944","03","15","Brazil","São Paulo","Sao Paulo","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390181' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419003",NA,NA,NA,NA,"Parque Estadual","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","419013","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata","(DC.) Kuntze","R. C. Barneby","L. Riedel","148","1832","05",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390186' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419013","NY00419013_01",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-11-07 12:02:00-02","NY","NYBG","01345044","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata",NA,"R. C. Barneby","T. S. Ibarrola","2571","1945","03","03","Argentina","Corrientes","Curuzú Cuatiá",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1598817' target='other'> <mi>dwc_moreinfo</mi></a>","NY01345044","NY01345044_01",NA,NA,NA,"Curuzú Cuatiá","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","418998","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata","(DC.) Kuntze","R. C. Barneby","G. Eiten","6203","1965","02","19","Brazil","São Paulo","Iguape","-47.57","-24.7",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390197' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418998","NY00418998_01",NA,NA,NA,"Northern outskirts of city of Iguape, 1/2km NNW from its center","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00933151","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata","(DC.) Kuntze","R. C. Barneby","G. G. Hatschbach","38165","1976","01","29","Brazil","Goiás","Pirenópolis","-48.9592","-15.8525",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008575' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933151","NY00933151_01",NA,NA,NA,"Rod. Belém-Brasilia","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-29 12:13:00-03","NY","NYBG","418990","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata",NA,NA,"L. A. Mattos Silva","2019","1986","04","14","Brazil","Bahia","Ilhéus","-39.0492","-14.7892",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390195' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418990",NA,NA,NA,NA,"Fazenda Theobroma, margem do Rio Santana. Ramal com entrada 2km antes da Vila do Rio do Engenho","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00933153","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata","(DC.) Kuntze","E. P. Killip","Y. E. J. Mexia","4649","1930","04","28","Brazil","Minas Gerais","Viçosa","-42.8817","-20.7542",NA,NA,"690","690","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008579' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933153","NY00933153_01",NA,NA,NA,"Viçosa.Just outside Agricultural College lands. Cha-Cha Valley streambank","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-29 12:13:00-03","NY","NYBG","418993","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata",NA,"R. C. Barneby","E. Santos","1604","1963","02","17","Brazil","Espírito Santo","Vila Velha","-40.2922","-20.3297",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390196' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418993","NY00418993_01",NA,NA,NA,"Praia da Costa","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-10-28 14:41:00-02","NY","NYBG","00933155","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata",NA,"R. C. Barneby","C. Lage","s.n.","1938","03","02","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008597' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933155","NY00933155_01",NA,NA,NA,"Horto Florestal- casa do Guarda","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-09-26 23:55:00-03","NY","NYBG","418986","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata",NA,NA,"R. P. Belém","3352","1967","03","01","Brazil","Bahia","Camamu","-39.1","-13.94",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390192' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418986",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","418996","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata","(DC.) Kuntze","R. C. Barneby","W. W. Thomas","10328","1994","02","06","Brazil","Bahia","Una","-39.07","-15.2",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390176' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418996","NY00418996_01",NA,NA,NA,"Reserva Biologica de Una; at bridge ca 0.5 km before entrance to reserve, ca 3.5 km from road from Ilhéus to Una.","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2016-11-01 12:56:00-02","NY","NYBG","418997","PreservedSpecimen","Plantae","Fabaceae","Mimosa","bimucronata","Mimosa bimucronata",NA,"J. F. de Toledo","O. Handro",NA,"1933","03","15","Brazil","São Paulo","Sao Paulo","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390168' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418997","NY00418997_01",NA,NA,NA,"Agua Funda, proximo do Jardim Botanico de Sao Paolo","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
