"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber","relatedCatalogItem"
"127","2021-04-07 11:48:04-03","UFMS","CGMS","38617","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","A. Salino",NA,NA,NA,"V.J. Pott; A. Pott","2002","11","11","Brasil","Mato Grosso do Sul","Bonito","Fazenda São Geraldo, Mata das Cachoeiras do Formoso, com monutain bike.","-56.5666667","-21.2452777",NA,"Duplicata BHCB. Habitat: Barranco em mina de calcário. Solo calcário. Relevo planície. Habito: Erva. Frequente.","CGMS1068007",NA,NA,NA,"5942",NA,NA,NA,"324","324","-56,5666667","-21,2452777",NA,NA,NA,NA
"128","2021-04-07 11:48:04-03","UFMS","CGMS","39424","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","V.J. Pott","2012","10","18","M.O. Córdova; J.A.Rotta; T.G. Freitas; V. Pott; F.A. Ferreira","2012","10","18","Brasil","Mato Grosso do Sul","Bonito","Parque Nacional da Serra da Bodoquena.","-56.7166667","-21.1202778",NA,"Pteridófita. Habitat: Sumidouro. Mata ciliar. Habito: Erva.","CGMS1068806",NA,NA,NA,"85",NA,NA,NA,"523","523","-56,7166667","-21,1202778",NA,NA,NA,NA
"129","2021-04-07 11:48:04-03","UFMS","CGMS","73214","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","V.J. Pott","2013","05","06","V.J. Pott; E. Scremin-Dias; A. Pott","2005","12","11","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda São Pascoal.","-57.8824996948242","-21.6989002227783","185577",NA,"CGMS1106021","auto",NA,NA,"8523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-07-09 10:04:59-03","UFS","ASE","41558","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Andrade, MFB","2020","01","15","Santana, JP","2016","07","05","Brasil","Sergipe","Nossa Senhora do Socorro","Floresta Nacional do Ibura","-37.134222","-10.8386",NA,"Epífita, com esporos marrons.; Mata Atlântica.","ASE0043072",NA,"Monilophyta","Polypodiales","747","Southern America",NA,NA,NA,NA,"-37.134222","-10.8386",NA,NA,NA,NA
"131","2021-01-20 12:21:48-03","UFS","ASE","41559","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Prado, J","2019","08","27","Andrade, MFB","2019","08","26","Brasil","Sergipe","São Cristóvão","Universidade Federal de Sergipe, Proximo ao Centro de Vivência.","-37.1223","-11.0053",NA,"Planta com 32 cm de altura. Soros marginais. Possuem tricomas esbranquiçados. Introduzida","ASE0043073",NA,"Monilophyta","Polypodiales","1","Southern America",NA,NA,NA,NA,"-37.1223","-11.0053",NA,NA,NA,NA
"132","2021-03-01 16:44:01-03","UNICAMP","UEC","17874","S","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Prado, J","2009","08",NA,"Davis, PH; Giulietti, AM; et al.","1976","09","03","Brazil","São Paulo","Paranapiacaba","Santos - Santo André road",NA,NA,NA,"Tufos.; Rain forest.","UEC067324",NA,"Pteridophyta",NA,"D60504",NA,NA,"UEC067324","800","800",NA,NA,NA,NA,NA,NA
"133","2021-03-01 16:44:01-03","UNICAMP","UEC","55820","S","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Prado, J","2009","08",NA,"Salino, A","1987","07","11","Brazil","São Paulo","Fernando Prestes","Serra do Itaimbe, Próximo a estação ferroviária.","-48.683333","-21.266667",NA,"Terrestre.","UEC067321",NA,"Pteridophyta",NA,"106",NA,NA,"UEC067321",NA,NA,"-48.683333","-21.266667",NA,NA,NA,NA
"134","2021-03-01 16:44:01-03","UNICAMP","UEC","42071","S","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Prado, J","2009","08",NA,"Heringer, EP","1982","01","26","Brazil","Distrito Federal","Brasília","Praça dos Tribunais, Em frente aos tribunais.","-47.9296989440918","-15.7797002792358","70570","Planta formando moitas nas frestas do muro.","UEC067323","auto","Pteridophyta",NA,"18274",NA,NA,"UEC067323",NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-01 16:44:01-03","UNICAMP","UEC","63332","S","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Prado, J","2009","08",NA,"Carvalho, IC","1987","03","14","Brazil","Minas Gerais","Itabirito","Serra do Itabirito","-43.801399230957","-20.2532997131348","20553","Campo rupestre.&nf;Terreno arenoso.&nf;herbáceo.","UEC067325","auto","Pteridophyta",NA,"s.n.",NA,NA,"UEC067325","1300","1300",NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:44:01-03","UNICAMP","UEC","63606","S","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Prado, J","2009","08",NA,"Grandi, TSM; Porto, LMP","1991","04","17","Brazil","Minas Gerais","Moeda","Serra da Moeda, Coletada na 3ª estação de coleta.","-44.0527992248535","-20.3330993652344","14750","Campo rupestre.&nf;Herbáceo.&nf;Barranco.","UEC067319","auto","Pteridophyta",NA,"24",NA,NA,"UEC067319","1200","1200",NA,NA,NA,NA,NA,NA
"137","2021-03-01 16:44:01-03","UNICAMP","UEC","21529","S","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Prado, J","2009","08",NA,"Hatschbach, G; Lourteig, A","1978","01","22","Brazil","Paraná","Adrianópolis","1 km acima da ponte do Rio Ribeira","-48.9911003112793","-24.6571998596191","49901","Nas rochas de encosta de morro.","UEC067322","auto","Pteridophyta",NA,"41044",NA,NA,"UEC067322",NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-01 16:44:01-03","UNICAMP","UEC","207642","S","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Vilarta, M",NA,NA,NA,"Vilarta, M; Mioti, A; Marinelli, A; Caron, C; Costa, M","2009","06","17","Brazil","São Paulo","Campinas","Brasil, São Paulo, Campinas.Campus da Unicamp, IFCH.","-47.060001373291","-22.8999996185303","23900","Próximo a um bueiro, úmido sombreado, concreto com terra.","UEC179470","auto","Pteridophyta",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-01 16:44:01-03","UNICAMP","UEC","78474","S","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Salino, A","1993",NA,NA,"Salino, A","1993","05","09","Brazil","São Paulo","Ubatuba","Parque Estadual Ilha Anchieta, Arredores do presídio.","-45.0699996948242","-23.4300003051758","34265","Floresta atlântica de encosta.&nf;Herbáceo.&nf;Crescendo nos muros e frestas de tijolo da construção do presídio.","UEC067320","auto","Pteridophyta",NA,"1749",NA,NA,"UEC067320",NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-11-19 14:09:04-03","UFRPE","PEUFR","1844","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","J. Prado","2014","11","27","I. Pontual","1966","05","26","Brasil","Pernambuco","Recife","Apipucos","-34.8810997009277","-8.05389022827148","18865","Planta com +/- 40cm de alt., fronde simplesmente pinada. Soros na margem das pinas","PEUFR001844","auto",NA,NA,"189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-19 14:09:04-03","UFRPE","PEUFR","1833","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","J. Prado","2014","11","27","C. Eugenio; E. Tenório","1966","09","05","Brasil","Pernambuco","Recife","Dois Irmãos","-34.8810997009277","-8.05389022827148","18865","Planta com 50cm de altura, vivendo presa ao muro","PEUFR001833","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-19 14:09:04-03","UFRPE","PEUFR","2223","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","J. Prado","2014","11","27","I. Pontual","1967","10","03","Brasil","Pernambuco","Recife","Jardim Zoobotânico","-34.8810997009277","-8.05389022827148","18865","Epífita, planta com +/- 30cm de altura","PEUFR002223","auto",NA,NA,"653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-19 14:09:04-03","UFRPE","PEUFR","413","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","J. Prado","2014","11","27","Vasconcelos Sobrinho","1965","10","23","Brasil","Pernambuco","Recife","Torre","-34.8810997009277","-8.05389022827148","18865",NA,"PEUFR000413","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-06-10 21:03:07-03","UFPB","JPB","64701","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.",NA,NA,NA,NA,"Gadelha Neto, PC","2017","11","22","Brasil","Paraíba","Areia","UFPB, Centro de Ciências Agrárias, Arboreto Jayme Coelho de Moraes","-35.715","-6.970833",NA,"; HABITAT: Floresta Ombrófila Aberta; DESC: Planta rupícula de caule rastejante. Frondes monomorfas, cespitosas. Lâmina oval-elíptica, cartácea, pinada. Soros abaxiais lineares.","JPB0064701",NA,"Ferns","Fern","4241","Southern America",NA,NA,"555","555","-35.715","-6.970833",NA,NA,NA,NA
"145","2020-12-21 17:47:15-03","UFPB","JPB","6438","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Santana, ES","1989",NA,NA,"Filho, LX","1979","11","24","Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358","70570","; HABITAT: Restos de cascalhos; DESC: Folíolos dispostos a maneira de folhas dispostas. Herbáceo","JPB0006438","auto","Ferns","Fern","JPB6438","Southern America",NA,"JPB0006438",NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-12-21 17:47:15-03","UFPB","JPB","5577","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Santana, ES","1989",NA,NA,"Filho, LX","1979","11","17","Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358","70570","; HABITAT: Solo em local sombrio","JPB0005577","auto","Ferns","Fern","JPB5577","Southern America",NA,"JPB0005577",NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-21 17:47:15-03","UFPB","JPB","5595","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Santana, ES","1989",NA,NA,"Filho, LX","1980","06","24","Brasil","Distrito Federal","Brasília","Mata galeria do corrego Guará","-47.9296989440918","-15.7797002792358","70570","; HABITAT: Terrestre","JPB0005595","auto","Ferns","Fern","JPB5595","Southern America",NA,"JPB0005595",NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-12-21 17:47:15-03","UFPB","JPB","5684","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Santana, ES","1989",NA,NA,"Filho, LX","1980","06","25","Brasil","Distrito Federal","Brasília","Próximo ao TELESTAR. Margens do lago Paranoá","-47.9296989440918","-15.7797002792358","70570",NA,"JPB0005684","auto","Ferns","Fern","JPB5684","Southern America",NA,"JPB0005684",NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-12-21 17:47:15-03","UFPB","JPB","5606","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Santana, ES","1989",NA,NA,"Filho, LX","1980","06","25","Brasil","Distrito Federal","Brasília","Próximo a telestar, margens do lago Paranoá","-47.9296989440918","-15.7797002792358","70570","; HABITAT: Solo alagado; DESC: Erva","JPB0005606","auto","Ferns","Fern","JPB5606","Southern America",NA,"JPB0005606",NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-12-21 17:47:15-03","UFPB","JPB","22148","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Sousa, MA","1996","02","06","Almeida, WO","1996","01","25","Brasil","Paraíba","João Pessoa","Centro Comercia","-34.8630981445312","-7.11499977111816","15975","; HABITAT: Em uma fresta de um muro antigo, nas próximidades do Pavilhão do Chá; DESC: Rupícola","JPB0022148","auto","Ferns","Fern","JPB22148","Southern America",NA,"JPB0022148",NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-12-21 17:47:15-03","UFPB","JPB","22147","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Sousa, MA","1996","02","06","Almeida, WO","1996","01","25","Brasil","Paraíba","João Pessoa","Centro Comercia","-34.8630981445312","-7.11499977111816","15975","; HABITAT: Encontrada crescendo espontaneamente em fresta de muro antigo nas próximidades do Pavilhão do Chá; DESC: Rupícola","JPB0022147","auto","Ferns","Fern","JPB22147","Southern America",NA,"JPB0022147",NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-04-22 16:27:23-03","UFPB","JPB","22145-1","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.",NA,NA,NA,NA,"Almeida, WO","1996","01","25","Brasil","Paraíba","João Pessoa","Cidade Baixa","-34.8630981445312","-7.11499977111816","15975",NA,NA,"auto","Ferns","Fern","JPB22145","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-12-21 17:47:15-03","UFPB","JPB","22146","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Sousa, MA","1996","02","06","Almeida, WO","1996","01","25","Brasil","Paraíba","João Pessoa","Cidade Baixa","-34.8630981445312","-7.11499977111816","15975","; HABITAT: Em um paredão de uma construção antiga próxima a estação ferroviária; DESC: Rupícola","JPB0022146","auto","Ferns","Fern","JPB22146","Southern America",NA,"JPB0022146",NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-12-21 17:47:13-03","UFPB","JPB","22144","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Sousa, MA","1996","02","06","Almeida, WO","1996","01","25","Brasil","Paraíba","João Pessoa","Cidade Baixa, Fabrica Sanhauá","-34.8630981445312","-7.11499977111816","15975","; DESC: Rupícola","JPB0022144","auto","Ferns","Fern","JPB22144","Southern America",NA,"JPB0022144",NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-12-21 17:47:15-03","UFPB","JPB","5196","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.",NA,NA,NA,NA,"Santana, ES","1982","02","25","Brasil","Pernambuco","Recife","Mata Dois Irmão","-34.8810997009277","-8.05389022827148","18865","; DESC: Erva","JPB0005196","auto","Ferns","Fern","4","Southern America",NA,"JPB0005196",NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-11-06 09:57:20-03","UFOP","OUPR","22449","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.",NA,NA,NA,NA,"Messias, M.C.T.B.","2002","11","20","Indisponível",NA,NA,NA,NA,NA,NA,"Erva. Campo rupestre",NA,NA,NA,NA,"758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-12-18 15:50:54-03","UFOP","OUPR","25291","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Scalon, V.R.","2011","03","02","Angelis, C.F.; Scalon, V.R. & Silva, J.L.","2011","03","02","Brasil","Minas Gerais","Ouro Preto","Chafariz Praça de Marília.","-43.499444","-20.387778",NA,"Herbácea. Na fenda, de 1-5 cm, crescimento interno, touceira, perene, prostado. Rupícula.",NA,NA,NA,NA,"01",NA,NA,NA,"1075","1075","-43.499444","-20.387778",NA,NA,NA,NA
"158","2019-12-18 15:50:54-03","UFOP","OUPR","25647","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Silva, J.L.","2011","10","28","Angelis, C.F.; Silva, J.L.","2011","10","28","Brasil","Minas Gerais","Ouro Preto","Chafariz das Águas Férras.","-43.480833","-20.385833",NA,"Herbácea. Na fenda, de 1-5 cm. Rupícula.",NA,NA,NA,NA,"05",NA,NA,NA,"1113","1113","-43.480833","-20.385833",NA,NA,NA,NA
"159","2019-11-06 09:57:20-03","UFOP","OUPR","19792","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.",NA,NA,NA,NA,"Corrêa, T.L.; Sousa, H.C.","2003","09","17","Brasil","Minas Gerais","Mariana","Bairro Prainha, Mata cavalo em Mariana, parte baixa. Campo - mata","-43.4160995483398","-20.377799987793","33524","Erva, fronde com 55cm",NA,"auto",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-11-06 09:57:20-03","UFOP","OUPR","19791","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.",NA,NA,NA,NA,"Corrêa, T.L.; Sousa, H.C.","2003","09","17","Brasil","Minas Gerais","Mariana","Bairro Prainha, Mata cavalo em Mariana, parte superior. Mata","-43.4160995483398","-20.377799987793","33524","Erva, frnde com 75cm",NA,"auto",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-11-06 09:57:20-03","UFOP","OUPR","11900","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.",NA,NA,NA,NA,"Godoy, J.B.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697","44599","Erva. Aderente aos paredões",NA,"auto",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2019-11-06 09:57:20-03","UFOP","OUPR","11899","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Badini, J.","1985","10","02","Badini, J.","1985","10","02","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697","44599","Erva. Paredões",NA,"auto",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2019-11-06 09:57:20-03","UFOP","OUPR","11898","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.",NA,NA,NA,NA,"Badini, J.","1932",NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697","44599","Erva. Terreno pedregoso, paredões",NA,"auto",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-01-17 11:27:36-02","PUCRS","MPUC","21614","S","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","F. Gonzatti","2014","01","01",NA,"1993","05","23","Brasil","Rio Grande do Sul","Sao Pedro Do Sul",".","-54.1789016723633","-29.6205997467041","32227","junto a pedras",NA,"auto",NA,"Polypodiales",NA,"South America",NA,NA,NA,NA,NA,NA,"Pteridopsida","1",NA,NA
"165","2020-10-14 10:05:46-03","FURB","FURB","15847","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Gasper, AL de","2012","06","21","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2009","10","27","Brasil","Santa Catarina","Presidente Nereu","Braço do Salão - Fazenda Sabiá.","-49.2313889","-27.1813889",NA,"Florística IFFSC e518a Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: erva terrícola;","FURB11472",NA,NA,NA,"391",NA,NA,"FURB11472","533","533","-49.2313889","-27.1813889",NA,NA,NA,NA
"166","2020-10-14 10:05:46-03","FURB","FURB","16353","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Gasper, AL de","2012","06","21","Cadorin, T.J.","2009","11","04","Brasil","Santa Catarina","Florianópolis","Rua General Bittencourt, 261.","-48.5461111","-27.5975",NA,"Coleta Extra IFFSC (Epífita)","FURB11471",NA,NA,NA,"449",NA,NA,"FURB11471","100","100","-48.5461111","-27.5975000",NA,NA,NA,NA
"167","2020-10-14 10:05:46-03","FURB","FURB","17846","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Gasper, AL de","2012","06","21","Korte, A.; Kniess, A.","2009","11","10","Brasil","Santa Catarina","Presidente Nereu","Rio Novo.","-49.2305556","-27.1802778",NA,"Florística IFFSC 518 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB11470",NA,NA,NA,"857",NA,NA,"FURB11470","617","617","-49.2305556","-27.1802778",NA,NA,NA,NA
"168","2020-10-14 10:05:46-03","FURB","FURB","23771","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Gasper, AL de","2012","06","21","Stival-Santos, A.; Silveira, S.","2010","04","02","Brasil","Santa Catarina","Benedito Novo","Salto Donner.","-49.4502778","-26.7605556",NA,"Coleta Extra IFFSC (Rupícola) Habitat: Floresta Ombrófila Densa; local aberto Habito: rupícola;","FURB11469",NA,NA,NA,"2310",NA,NA,"FURB11469","534","534","-49.4502778","-26.7605556",NA,NA,NA,NA
"169","2020-10-14 10:05:46-03","FURB","FURB","24316","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Gasper, AL de","2012","06","21","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","03","30","Brasil","Santa Catarina","Botuverá","Reserva Biológica Canela Preta.","-49.14","-27.27",NA,"Florística IFFSC 467 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; beira de estrada Habito: erva terrícola;","FURB11468",NA,NA,NA,"2198",NA,NA,"FURB11468","639","639","-49.1400000","-27.2700000",NA,NA,NA,NA
"170","2020-10-14 10:05:46-03","FURB","FURB","43968","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Bittencourt, F","2014","05","06","Bittencourt, F.","2014","04","26","Brasil","Paraná","Campina Grande do Sul","Base da Serra do Capivari.","-48.8202778","-25.1316667",NA,NA,"FURB11467",NA,NA,NA,"69",NA,NA,"FURB11467","1093","1093","-48.8202778","-25.1316667",NA,NA,NA,NA
"171","2020-12-09 14:47:25-03","FURB","FURB","66810","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Schwirkowski, P.","2020","09","08","Schwirkowski, P.","2020","09","08","Brasil","Santa Catarina","São Bento do Sul","Centro. Rua Ricardo Mallon.","-49.3825","-26.2566667",NA,"Área antrópica Habitat: Heliófita, em beira de calçada Habito: Herbácea","FURB66810",NA,NA,NA,"4183",NA,NA,"FURB66810","950","950","-49.3825000","-26.2566667",NA,NA,NA,NA
"172","2020-10-14 10:05:46-03","FURB","FURB","1751","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Smith, AR","2005",NA,NA,"Hatschbach, G.; Hatschbach, M. & Silva, J.M.","2002","11","08","Brasil","Mato Grosso do Sul","Bonito","Rodovia Bonito - Campo dos Índios, próximo do Córrego Três Morros.","-56.4818992614746","-21.1210994720459","71352",NA,"FURB11474","auto",NA,NA,"73911",NA,NA,"FURB11474",NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-10-14 10:05:46-03","FURB","FURB","1272","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Gasper, AL de","2008","09","22","Ceolin, L.M.","2005","10","14","Brasil","Paraná","Curitiba","Parque Tinguá.","-49.2731018066406","-25.4277992248535","25180",NA,"FURB11475","auto",NA,NA,NA,NA,NA,"FURB11475",NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-10-14 10:05:46-03","FURB","FURB","64477","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.",NA,NA,NA,NA,"Ponciano, J.","1990","01","23","Brasil","Paraná","Foz do Iguaçu","Área prioritária Itaipu.","-54.5881004333496","-25.5478000640869","39570",NA,"FURB64477","auto",NA,NA,"1226",NA,NA,"FURB64477",NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-11-08 08:55:44-03","FURB","FURB","1153","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Gasper, AL de","2008","09","22","Sevegnani, L.","1997","11","01","Brasil","Santa Catarina","Blumenau",NA,"-49.0661010742188","-26.9193992614746","34291",NA,"FURB11476","auto",NA,NA,NA,NA,NA,"FURB11476",NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-11-08 08:55:44-03","FURB","FURB","5482","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Gasper, AL de","2007","07","19","Gasper, A.L. de","2004","11","24","Brasil","Santa Catarina","Blumenau","Ponte do Tamarindo.","-49.0661010742188","-26.9193992614746","34291",NA,"FURB11473","auto",NA,NA,"144",NA,NA,"FURB11473",NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-11-08 08:55:44-03","FURB","FURB","11926","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Gasper, AL de","2009","05","12","Souza, N.L. de","2009","05","10","Brasil","Santa Catarina","Imbuia","Campo das Flores.","-49.423900604248","-27.4927997589111","16577",NA,"FURB00306","auto",NA,NA,"166",NA,NA,"FURB00306",NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-03-16 17:56:58-03","UCS","HUCS","45808","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Gonzatti, F.","2016","12",NA,"Caxambu, M.G.","2015","08","14","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, próximo às margens da BR-469","-54.476667","-25.620333",NA,"Erva ripária, soros castanhos nas margens das folhas. Na ponto sobre o rio São João. Relevo: suave-ondulado.; Floresta Estacional Semidecidual Aluvial; ciófila, rupícola","HUCS003811",NA,"Pteridophyta","Polypodiales","6762",NA,NA,"HUCS003811 HUCS003811_01","164","164","-54.476667","-25.620333",NA,NA,NA,NA
"179","2021-03-16 17:56:58-03","UCS","HUCS","46026","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Hatschbach, G.","2004","05","27","Caxambu, M.G.","2004","04","27","Brasil","Paraná","Campo Mourão",NA,"-52.3830986022949","-24.0456008911133","28572","Ereta, ramificada, com esporos nas margens das folhas (parte de baixo).&nf;&nf;&nf;Permuta HCF 1044; herbácea","HUCS002447","auto","Pteridophyta","Polypodiales","426",NA,NA,"HUCS002447 HUCS002447_01",NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-03-16 17:56:58-03","UCS","HUCS","9362","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Gonzatti, F.; Kriger, V.","2014","05",NA,"Lemos, M.P.","1993","05","23","Brasil","Rio Grande do Sul","São Pedro do Sul",NA,"-54.1789016723633","-29.6205997467041","32227","junto a pedras.","HUCS003787","auto","Pteridophyta","Polypodiales","s.n.",NA,NA,"HUCS003787",NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-03-16 17:56:58-03","UCS","HUCS","17626","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Salino, A.","1999",NA,NA,"Cruz, J.M.","1999","02","03","Brasil","Paraná","Palmeira","Colônia Witmarsum","-50.0064010620117","-25.4293994903564","35166","Campo. Nas fendas de velha ponte de pedra","HUCS003805","auto","Pteridophyta","Polypodiales","71",NA,NA,"HUCS003805",NA,NA,NA,NA,NA,NA,NA,NA
