"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","coordinatePrecision","imagecode","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount"
"15","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0020636","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano",NA,"PARATYPE","C. H. Soares e Silva","1110","2001","9","9",NA,"Brazil","Parana",NA,"Londrina, Parque Estadual. Mata dos Godoy.","-51.0833","-23.45","550",NA,NA,"Arvore. Fruto verde. Arv. 25 m alt, porcae N do Pq., suber o placs de ritidoma involutas, castannes, cortex mariim, frutos imaturos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-07 11:44:10-03","UFMS","CGMS","23258","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano",NA,"PARATYPUS","L.H. Soares Silva; F.C. Silva","192","1989","02","17",NA,"Brasil","Paraná","Londrina","Mata dos Godoy.","-51.1627998352051","-23.3103008270264",NA,NA,NA,"Papilionoideae. Flor amarela. Botão verde, escassa.","CGMS1052665","63728",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:30:34-03","UNICAMP","UEC","156655","S","Plantae","Magnoliopsida",NA,"Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","L.H.Soares-Silva & Mansano","Baitello, JB",NA,"Lima, CR; Pastore, JFB; Baitello, JB; Bueno, DF","60","2007","09","26",NA,"Brazil","São Paulo","Paranapanema","Estação Ecológica, Trilha C.","-48.732778","-23.525278","630","630",NA,"Árvore 12m altura, fruto imaturos verdes.","UEC008980",NA,"UEC008980",NA,NA,NA,"2007","09","26","-48.732778","-23.525278",NA
"18","2019-08-20 10:13:33-03","UNICAMP","UEC","145117","S","Plantae","Magnoliopsida",NA,"Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","L.H.Soares-Silva & Mansano",NA,"paratypus","Soares-Silva, LH; Chagas e Silva, F; Chagas e Silva, F","228","1989","08","30",NA,"Brazil","Paraná","Londrina","Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,"Árvore, 19,0 m. de altura; frutos imaturos verdes, escassa.","UEC042192","63728","UEC042192","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-08-20 10:13:33-03","UNICAMP","UEC","145116","S","Plantae","Magnoliopsida",NA,"Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","L.H.Soares-Silva & Mansano",NA,"paratypus","Soares-Silva, LH; Chagas e Silva, F; Chagas e Silva, F","192","1989","02","17",NA,"Brazil","Paraná","Londrina","Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,"Árvore 19,0 m. de altura; botões florais verdes; flores amarelas, escassa.","UEC055505","63728","UEC055505","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:30:34-03","UNICAMP","UEC","157557","S","Plantae","Magnoliopsida",NA,"Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","L.H.Soares-Silva & Mansano","Soares-Silva, LH","paratypus","Soares-Silva, LH; Chagas e Silva, F","260","1989","09","22",NA,"Brazil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,"Árvore, 1,90 m de alt., frutos imaturos verdes, raras","UEC012552","63728","UEC012552","auto",NA,NA,"2003",NA,NA,NA,NA,NA
"21","2019-08-16 08:39:24-03","UTFPR","HCF","16993","S","Plantae",NA,NA,"Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano",NA,"Parátipo","L.H. Soares e Silva","228","1989","08","30",NA,"Brasil","PR","Londrina","Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,"árvore, 19 m de alt., frutos imaturos verdes, escassa.",NA,"63728",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:26:31-03","MBM","MBM","347924","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano","Carneiro, J.",NA,"Carneiro, J.","1650","2007","06","30","Southern America","Brazil","Paraná","Jundiaí do Sul","Mata do Cruzeiro","-50.247501373291","-23.4367008209229",NA,NA,NA,"ÁRvore, 15m. Mata primária","MBM347924","17300","MBM347924","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:26:31-03","MBM","MBM","337522","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano","Vieira, A.O.S.",NA,"Andrade, S.F.; et al.; et al.","s.n.","1999","09","10","Southern America","Brazil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,"Árvore 20 m; frutos imaturos, verdes. Interior da mata e beira da trilha","MBM337522","63728","MBM337522","auto",NA,NA,"2007",NA,NA,NA,NA,NA
"24","2020-12-21 16:26:31-03","MBM","MBM","322582","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano",NA,"PARATYPE","Soares-Silva, L.H.; et al.; et al.","228","1989","08","30","Southern America","Brazil","Paraná","Londrina","Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,"Árvore, 19,0 m de alt., frutos imaturos verdes, escassa; Árvore, 19,0m de alt., frutos imaturos verdes.","MBM322582","63728","MBM322582","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:26:31-03","MBM","MBM","299259","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano",NA,"PARATYPE","Soares-Silva, L.H.","1110","2001","09","09","Southern America","Brazil","Paraná","Londrina","Parque Estadual Mata dos Godoy, Porção N do parque","-51.25","-23.45","550","550",NA,"Árvore. Fruto verde. 25m alt. Mata; Árvore 25m alt., súber com placas de ritidoma invollutas, castanhas, córtex marfim, frutos imaturos.","MBM299259",NA,"MBM299259",NA,NA,NA,NA,NA,NA,"-51.25","-23.45",NA
"26","2020-12-21 16:26:31-03","MBM","MBM","253270","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano",NA,"PARATYPE","Carneiro, J.","760","1999","10","20","Southern America","Brazil","Paraná","Conselheiro Mairinck","Fazenda Rancho Alegre","-50.1685981750488","-23.6296997070312",NA,NA,NA,"Árvore, 10m. Floresta; Árvore, 10m.; Floresta.","MBM253270","16040","MBM253270","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:26:31-03","MBM","MBM","285169","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano","Hatschbach, G.",NA,"Carneiro, J.","1470","2003","04","29","Southern America","Brazil","Paraná","Conselheiro Mairinck","Fazenda Rancho Alegre","-50.1685981750488","-23.6296997070312",NA,NA,NA,"Árvore 4-7, pétalas alvas, estames pardos. Floresta","MBM285169","16040","MBM285169","auto",NA,NA,"2005",NA,NA,NA,NA,NA
"28","2020-12-21 16:26:31-03","MBM","MBM","322581","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano",NA,"PARATYPE","Soares-Silva, L.H.; et al.; et al.","260","1989","09","22","Southern America","Brazil","Paraná","Londrina","Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,"Árvore, 19,0 m de alt.; frutos imaturos verdes, raras.; Árvore, 19,0m de alt., frutos imaturos verdes.","MBM322581","63728","MBM322581","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:26:31-03","MBM","MBM","322583","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano",NA,NA,"Soares-Silva, L.H.; et al.; et al.","208","1989","06","09","Southern America","Brazil","Paraná","Londrina","Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,"Árvore, 19,0m de alt., botões florais verdes, flores com pétalas brancas, escassa.","MBM322583","63728",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:26:31-03","MBM","MBM","299258","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano","Soares-Silva, L.H.","ISOTYPE","Soares-Silva, L.H.; et al.; et al.","208","1989","06","09","Southern America","Brazil","Paraná","Londrina","Parque Estadual Mata dos Godoy, Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,"Árvore 19,0m ade alt., botões florais verdes, flores com pétalas brancas; Árvore, 19,0m de alt., botões florais verdes, flores com pétalas brancas.","MBM299258","63728","MBM299258","auto",NA,NA,"2003",NA,NA,NA,NA,NA
"31","2021-03-24 17:17:14-03","UFMA","MAR","9554","S","Plantae",NA,NA,"Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano",NA,"Paratype","SOARES-SILVA, L. H. e CHAGAS E SILVA, F.","226","1989","08","04",NA,"Brasil","Paraná","Londrina","Mata dos Godoy","-51.162778","-23.310556",NA,NA,NA,"Árvore, 19m de alt., frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"51º09'46W","23º18'38S",NA
"32","2021-02-11 17:19:00-03","UFPR","UPCB","77024","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano",NA,"Paratype","Francisco, E.M. | Dias, M.C.","s.n.","2000","06","06",NA,"Brasil","Paraná","Londrina","Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,"Árvore 12m; botões róseos; flores com cálice rósea e pétalas clara. Interior da mata, na trilha do IAP..","UPCB0002276","63728","UPCB0002276","auto",NA,NA,"2000","06","06",NA,NA,NA
"33","2021-02-11 17:19:00-03","UFPR","UPCB","50855","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano","Soares-Silva, L.H.","Paratype","Soares e Silva, L.H.","1110","2001","09","09",NA,"Brasil","Paraná","Londrina","Parque Mata Estadual Mata dos Godoy, 23°27'0S 51°15'0W","-51.25","-23.45",NA,NA,NA,"Árvore, 25m, fruto verde, suber com placas de ritidoma involutas, castanhas, córtex marfim, frutos imaturos..","UPCB0002277",NA,"UPCB0002277",NA,NA,NA,"2003","01","01","-51.25","-23.45",NA
"34","2021-01-09 21:48:30-03","UNICENTRO","HUCO","3544","S","Plantae",NA,NA,"Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","Soares- Silva, .",NA,NA,"Soares- Silva","(208)","1989","06","09",NA,"Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,"FUEL 10724; Com flor.; Arbórea; HABITAT: Arbórea; DESC: Com flor.","HUCO003544","63728",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-01-09 21:48:30-03","UNICENTRO","HUCO","3545","S","Plantae",NA,NA,"Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","Soares- Silva, .",NA,NA,"Soares- Silva","(228)","1989","08","30",NA,"Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,"FUEL 10720; Com flor.; Arbórea; HABITAT: Arbórea; DESC: Com flor.","HUCO003545","63728",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-07-15 14:43:34-03","UNESP-RC","HRCB","55964","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano",NA,"Isótipo","Soares-Silva, L.H. &",NA,NA,NA,NA,NA,"Brasil","Paraná","Londrina","Mata do Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,"63728",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-25 10:12:04-03","CVRD","CVRD","14631","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano","A.O.S. Vieira",NA,"Francisco, E.M.","278","2009","05","29","América do Sul","BRASIL","PR","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,"<ll>dwc_commonname:</ll> Vargem do godoy","CVRD014631","63728","CVRD014631","auto","Magnoliopsida",NA,"2010","05","06",NA,NA,NA
"38","2021-03-01 11:54:10-03","UFPE","UFP","83277","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae-Papi.","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano",NA,"isotype","Soares-Silva, LH; Chagas-Silva, F","208","1989","06","09",NA,"Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,"Árvore, 19,0 m de alt, botões florais verdes, flores com pétalas brancas, escassa.","UFP083277","63728",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 11:54:10-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae-Papi.","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano",NA,NA,"Soares-Silva, LH; Chagas-Silva, F","208","1989","06","09",NA,"Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,"Árvore, 19,0 m de alt, botões florais verdes, flores com pétalas brancas, escassa.",NA,"63728",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-09-02 16:27:53-03","Cenargen","CEN","77003","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano","E. M. Francisco",NA,"E. F. S. Rossetto","113","2010","10","14",NA,"Brasil","PR","JUNDIAI DO SUL","Brasil - Paraná - Jundiaí do Sul - Mata do Ibiti","-50.262222","-23.420555",NA,NA,"Exsicatas","Àrvore, frutos maduros marons e carnosos, coletada no interior da mata. Doação da Universidade Estadual de Londrina - Departamento de Biologia Animal e Vegetal - Herbário FUEL Nº 48.143","CEN00077003",NA,"CEN00077003 CEN00077003_1",NA,NA,NA,"2010","10",NA,"-50.262222","-23.420555","1"
"41","2020-09-02 16:27:53-03","Cenargen","CEN","65584","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano",NA,NA,"E. M. Francisco - UEL",NA,"2000","06","06",NA,"Brasil","PR","LONDRINA","Interior da mata, na trilha do IAP.","-51.1627998352051","-23.3103008270264",NA,NA,"Exsicatas","Botões róseos; flores com cálice rósea e pétalas clara. Doação da Universidade Estadual de Londrina. Departamento de Biologia Animal e Vegetal. Herbário FUEL (30.916).","CEN00065584","63728","CEN00065584","auto",NA,NA,"2003",NA,NA,NA,NA,"1"
"42","2019-11-13 11:22:20-03","USP","SPF","182624","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano","Anônimo","paratype","Soares-Silva, LH","192","1989","02","17",NA,"Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"SPF00182624","63728",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-03-05 14:11:42-03","UNEMAT","HPAN","3876","PreservedSpecimen","Plantae","Magnoliidae","Fabales","Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano","Soares-Silva, LH","Paratipo","Soares-Silva, LH; Silva, FC","226","1989","08","04","América","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.24175","-23.441389",NA,NA,NA,"Amostra recebida do Herbário da Universidade Estadual de Londrina (FUEL nº 10722) como permuta conforme descrito na guia de remessa 61/2015 de 11 de dezembro de 2015.","HPAN000003876",NA,NA,NA,NA,NA,"2003","10",NA,"-51.24175","-23.441389",NA
"44","2020-12-02 09:07:12-03","UNITINS","HUTO","5941","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano",NA,NA,"Torezan, J.M.D.","s.n.","1992","09","22",NA,"Brasil","Paraná","Londrina","Mata do Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,"Árvore com 10 m de alturas. Frutos maduros amarelados comestíveis.","HUTO005941","63728",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-05-08 11:12:31-03","UEFS","HUEFS","119168","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano",NA,"Parátipo","Silva, L.H.S.","228","1989","08","30",NA,"Brasil","Paraná","Londrina","Mata dos Godoy.","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"HUEFS0119168","63728","HUEFS0119168","auto","Rosanae",NA,NA,NA,NA,NA,NA,NA
"46","2020-05-08 11:12:31-03","UEFS","HUEFS","254940","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano",NA,NA,"Campos, E.M.","RB418364","2005","09","20",NA,"Brasil","São Paulo","Capão Bonito","Conservação Empresa Casa da Floresta, Fazenda Santa Inês. Fragmento Deserto (propriedade da VPC-Votorantim Celulose e Papel).","-73.723889","-22.985",NA,NA,NA,"Floresta Estaconal Semidecidual em estágio médio de sucessão.","HUEFS0254940",NA,NA,NA,"Rosanae",NA,NA,NA,NA,"73W43'26''","22S59'6''",NA
"47","2020-05-08 11:12:31-03","UEFS","HUEFS","130659","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Exostyles","godoyensis","Exostyles godoyensis","Soares-Silva & Mansano",NA,NA,"Campos, E.M.","s/n","2005","09","20",NA,"Brasil","São Paulo","Capão Bonito","Conservação Empresa Casa da floresta. Fazenda santa lnês. Fragmento  Deserto (propriedade da V.C.P. - Votorantim Celulose e Papel).","-73.723889","-22.1",NA,NA,NA,NA,"HUEFS0130659",NA,NA,NA,"Rosanae",NA,NA,NA,NA,"73W43'26''","22S6'0''",NA
