"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","typeStatus","individualCount","class","previousCatalogNumber"
"11","2021-03-30 12:52:42-03","EAO","IAN","37998","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb.f. & Warm.","Pabst, GFJ","Black, GA","3540","1948","11","14","Southern America","Brasil","Pará",NA,"Caminho de Jubim para Condeixa. Ilha de Marajó.",NA,NA,NA,"Terrestre; flor amarela, mouled (com mosaico).","IAN037998","IAN037998 IAN037998_1 IAN037998_1e IAN037998_e IAN037998_e1",NA,NA,NA,NA,"1953","04",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:52:42-03","EAO","IAN","139152","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Cyrtopodium","poecilum","minor","Cyrtopodium poecilum minor","Rchb.f. & Warm.","Pabst, GFJ","Heringer, EP","10630","1965","10","09","Southern America","Brasil","Distrito Federal","Brasília","Setor Industrial.","-47.9296989440918","-15.7797002792358",NA,"Planta de brejo, vivem entre capim.","IAN139152",NA,NA,NA,"70570","auto","1975","10",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:52:42-03","EAO","IAN","139152","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Cyrtopodium","poecilum","minor","Cyrtopodium poecilum minor","Rchb.f. & Warm.","Pabst, GFJ","Heringer, EP","10630","1965","10","09","Southern America","Brasil","Distrito Federal","Brasília","Setor Industrial.","-47.9296989440918","-15.7797002792358",NA,"Planta de brejo, vivem entre capim.","IAN139152",NA,NA,NA,"70570","auto","1975","10",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 12:17:30-03","ESALQ","ESA","87682","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb.f. & Warm.","Batista, J.A.N.","Batista, J.A.N.","1253.0","2001","10","07",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,"ESA087682","ESA087682",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2014-09-25 12:32:45-03","FEMACT","MIRR","2499","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum",NA,NA,"Milliken, W.","817","1988","02","07",NA,"Brasil","Roraima","Alto Alegre","Ilha de Maracá, SEMA Estação., Boulders beside river, Furo de Maracá. fazenda união.","-61.333333","3.366667",NA,"Growing in large compact clump. Pseudobulbs to 1m, long 6,5cm diam., sticky when cut. Inflorescence to 1,5m. Corolla yellow, calyx greenish yellow. Bracts on peduncle purplish. Faint pleasant scent. Flowers in spirit.",NA,NA,NA,NA,NA,NA,NA,NA,"-61.333333","3.366667",NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:20:10-03","UNICAMP","UEC","127178","S","Plantae","Liliopsida",NA,"Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb.f. & Warm.","Bianchetti, LB; Batista, JAN","Batista, JAN","1253","2001","10","07",NA,"Brazil","Distrito Federal","Brasília","Plano Piloto, RA-I. Asa Norte, 713-714 N, área da UnB (arboreto) entre o Parque Olhos D'água e a estação de tratamento de esgoto da CAESB. Cerrado ralo. Solo argiloso, profundo, avermelhado (Latossolo vermelho escuro). Área anteriormente queimada, co","-47.9296989440918","-15.7797002792358",NA,"Erva terrestre. Relativamente comum, observado vários exemplares espalhados pelo local. Pseudobulbos completamente enterrados. De início para plena floração. Inflorescência desde esverdeada a arroxeada. Ovário e pedicelo desde esverdea","UEC064333","UEC064333",NA,NA,"70570","auto","2001","10",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:20:10-03","UNICAMP","UEC","133888","S","Plantae","Liliopsida",NA,"Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb.f. & Warm.","Bianchetti, LB; Batista, JAN","Batista, JAN; Bianchetti, LB; Pellizzaro, KF; Jacintho, TRS; Oliveira Neto, OB","1247","2001","09","19",NA,"Brazil","Distrito Federal","Brasília","Plano Piloto, RA-I. Setor de Mansões do Lago Norte. Encostas ao lado (esquerdo) da pista, final da MI-6, um pouco antes das encostas e da estação da CAESB (no sentido para o Paranoá). Campo sujo e campo limpo de baixada, próximo a margem do lago. Sol","-47.9296989440918","-15.7797002792358",NA,"Erva terrestre. Comum no local; observadas cerca de 30 plantas em floração concentradas na área mais baixa do campo. Em plena floração. Inflorescência arroxeada. Brácteas densamente cobertas por pintas e máculas marrom-vinosas sobre fu","UEC064324","UEC064324",NA,NA,"70570","auto","2001","09",NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-08-20 10:00:41-03","UNICAMP","UEC","102193","S","Plantae","Liliopsida",NA,"Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb.f. & Warm.","Singer, RB","Kinoshita, LS; Kozera, C; Filliettaz, AM","98/380","1998","10","07",NA,"Brazil","Minas Gerais","Carrancas","Vargem Grande","-44.6425018310547","-21.4874992370605",NA,"Terrestre, bulbos subterrâneos, labelo amarelo com bordo lilás, pétalas e sépalas esverdeadas com manchas marrons.","UEC064331","UEC064331",NA,NA,"21143","auto","2005","05",NA,NA,"14",NA,NA,NA,NA,NA
"19","2019-08-20 10:00:41-03","UNICAMP","UEC","102191","S","Plantae","Liliopsida",NA,"Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb.f. & Warm.","Singer, RB","Kinoshita, LS; Kozera, C; Filliettaz, AM","98/374","1998","10","07",NA,"Brazil","Minas Gerais","Carrancas","Vargem Grande","-44.6425018310547","-21.4874992370605",NA,"Terrestre, flores amarelas pintalgadas de marrom avermelhado, labelo com lobos laterais vermelhos, lobo mediano amarelo com margem avermelhada, coluna vermelha.","UEC064334","UEC064334",NA,NA,"21143","auto","2005","05",NA,NA,"14",NA,NA,NA,NA,NA
"20","2020-12-21 16:38:23-03","MBM","MBM","46081","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb. & Warm.",NA,"Hatschbach, G.","37816","1975","11","24","Southern America","Brazil","Goiás","Piracanjuba","Rod. BR-153","-49.0167007446289","-17.3027992248535",NA,NA,"MBM046081","MBM046081",NA,NA,"41044","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:38:23-03","MBM","MBM","34455","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb. & Warm.","Pabst, G.","Hatschbach, G.; et al.; et al.","36084","1975","02","12","Southern America","Brazil","Mato Grosso","Santo Antônio do Leverger","Santo Antônio do Leverger, arredores","-56.0766983032227","-15.8655996322632",NA,NA,"MBM034455","MBM034455",NA,NA,"183847","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2017-05-22 15:21:58-03","MNHN","RECOLNAT_MNHN_P","P00436975","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb.f. & Warm.","Batista","Weddell, H.A.",NA,"1844","9",NA,NA,"Brésil",NA,NA,"Brésil central : Sertao d'Amaroleité",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436975' target='other'> <mi>dwc_moreinfo</mi></a>","P00436975","P00436975_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2791",NA,NA,NA,NA
"23","2015-09-16 07:08:29-03","MNHN","RECOLNAT_MNHN_P","P00436979","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb.f. & Warm.","Batista","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Prov. Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436979' target='other'> <mi>dwc_moreinfo</mi></a>","P00436979","P00436979_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 2010",NA,NA,NA,NA
"24","2020-10-01 14:25:53-03","JBB","HEPH","18295","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb.f. & Warm.","Batista, JAN","Jesus, FPR de","189","2002","10",NA,"Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Margem do córrego Cabeça de veado","-47.85","-15.866667",NA,NA,NA,NA,"1025","1025",NA,NA,"2003","02","-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"25","2020-10-01 14:25:53-03","JBB","HEPH","18328","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb.f. & Warm.","Rodrigues-Silva, R","Rodrigues Silva, R; Jesus, FPR de; Wantuil","616","2002","10","01","Southern America","Brasil","Distrito Federal","Riacho Fundo","Santuário de vida silvestre",NA,NA,NA,"Pouco frequente",NA,NA,NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-10-01 14:25:53-03","JBB","HEPH","22119","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb.f. & Warm.","Salles, AEH","Salles, AEH; Jesus, FPR de","3810","2005","10","17","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Área do Cristo Redentor","-47.85","-15.866667",NA,NA,NA,NA,"1025","1025",NA,NA,"2005","10","-47.85","-15.866667","17",NA,NA,NA,NA,NA
"27","2020-10-01 14:25:53-03","JBB","HEPH","22975","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb.f. & Warm.","Salles, AEH","Salles, AEH","4270","2006","09","28","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667",NA,NA,NA,NA,"1025","1025",NA,NA,"2006","09","-47.85","-15.866667","28",NA,NA,NA,NA,NA
"28","2020-10-01 14:25:53-03","JBB","HEPH","27381","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb.f. & Warm.","Oliveira, MS","Carvalho, FJ de; Moreira, HJC; Zanatta, MRV","126","2010","10","08","Southern America","Brasil","Distrito Federal","Sobradinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","09",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-10-01 14:25:53-03","JBB","HEPH","20846","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb.f. & Warm.","Salles, AEH","Salles, AEH; et al.","3123","2004","09","26","Southern America","Brasil","Distrito Federal","Brasília","Asa Norte","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"70570","auto","2004","09",NA,NA,"26",NA,NA,NA,NA,NA
"30","2020-10-01 14:25:53-03","JBB","HEPH","20883","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb.f. & Warm.","Salles, AEH","Salles, AEH; et al.","3160","2004","09","30","Southern America","Brasil","Distrito Federal","Brasília","Asa Norte","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"70570","auto","2004","09",NA,NA,"30",NA,NA,NA,NA,NA
"31","2020-10-01 14:25:53-03","JBB","HEPH","20910","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb.f. & Warm.","Salles, AEH","Salles, AEH; et al.","3187A,B","2004","10","05","Southern America","Brasil","Distrito Federal","Brasília","Margem da DF 250","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"70570","auto","2004","10",NA,NA,"05",NA,NA,NA,NA,NA
"32","2020-10-01 14:25:53-03","JBB","HEPH","6840","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb.f. & Warm.","Batista, JAN","Salles, AEH","254","1985","10","12","Southern America","Brasil","Distrito Federal","Brasília","Paranoá, Estrada Plano Piloto - Paranoá","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"70570","auto","2003","02",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-11 11:44:27-03","UFMG","BHCB","97507","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb & Warm.",NA,"Batista, JAN; Bianchetti, LB","1305","2002","10","02","Southern America","Brasil","Minas Gerais",NA,"Serra do Baú. Na estrada entre Ituiutaba e Capinóp",NA,NA,NA,"Erva terrestre, em campo limpo e campo sujo seco, no topo da serra. Solo areno-argiloso. Exemplar observado em área de solo mais fofo e profundo a alguns metros das escarpas. Área não queimada. Pouco comum; observada uma única planta, do lado do morr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-11 11:44:27-03","UFMG","BHCB","70015","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","poecilum","roseum","Cyrtopodium poecilum roseum","Bianch. & J.A.N.Bat.",NA,"Batista, JAN; Bianchetti, LB; Salino, A; Mota, RC da; Viana, PL","1261","2001","10","24","Southern America","Brasil","Minas Gerais","Serra da Moeda","Nos morros no entrono de uma pequena matinha, alcançada a partir do ponto em que a pista cruza um córrego e forma-se uma pequena cachoeira.","-43.950667","-20.289028",NA,"Forma variante (predominante localmente) com a coloração do labelo rósea, padrão não encontrado na espécie no Distrito Federal. Flores com um odor mais adocicado do que para a formade ocorrência do DF. Em alguns exemplares o róseo d","BHCB000365","BHCB000365",NA,NA,NA,NA,NA,NA,"-43.950667","-20.289028",NA,NA,"Isotypus",NA,NA,NA
"35","2020-12-11 11:44:27-03","UFMG","BHCB","120275","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","poecilum","roseum","Cyrtopodium poecilum roseum","Bianch. & J.A.N.Bat.",NA,"Batista, JAN; Borba, EL; Oliveira, HO; Lau, BL","2594","2008","02","27","Southern America","Brasil","Minas Gerais","Moeda","Serra da Moeda. Entrada para Moeda, cerca de 33 km","-43.950417","-20.28625",NA,"Erva terrestre, em campo limpo seco em encosta associado com campo rupestre. Solo areno-argiloso, raso, seco, com cascalho e blocos de rocha sobre a superfície. Ocasional. Sem flores, em desenvolvimento vegetativo.",NA,NA,"1420","1420",NA,NA,NA,NA,"-43.950417","-20.28625",NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:44:27-03","UFMG","BHCB","180166","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","poecilum","roseum","Cyrtopodium poecilum roseum","Bianch. & J.A.N.Bat.",NA,"Batista, JAN; Damasceno, LPS","3307","2014","02","27","Southern America","Brasil","Minas Gerais","Moeda","Serra da Moeda, Cerca de 33 km S de Belo Horizonte a partir do entroncamento do anel rodoviário com a BR. Morros a esquerda da pista em direção a Moeda, cerca de 1 km após o entroncamento com a BR-041","-43.954453","-20.286692",NA,"Erva terrestre.Ocasional. Pseudobulbos completamente enterrados. Sem flores, em desenvolvimento vegetativo; coletada para documentar as folhas da espécie.; Em campo limpo seco.","BHCB032346",NA,"1284","1284",NA,NA,"2014","02","-43.954453","-20.286692","27",NA,NA,NA,NA,NA
"37","2020-12-11 11:44:26-03","UFMG","BHCB","134463","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb & Warm.",NA,"Batista, JAN","2907","2009","10","15","Southern America","Brasil","Minas Gerais","Lagoa Santa",NA,"-43.8897018432617","-19.6271991729736",NA,"Erva terrestre, em campo limpo seco em encosta. Solo areno-argiloso, seco. No topo da encosta com cascalho sobre a superfície. Área queimada durante a seca. Pseudobulbos enterrados, extremamente arroxeados. Comum no local, observado cerca de 40-50 pl",NA,NA,"856","856","12338","auto","2009","10",NA,NA,"15",NA,NA,NA,NA,NA
"38","2020-12-11 11:44:26-03","UFMG","BHCB","68288","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb & Warm.",NA,"Mota, RC da","1413","2001","10","21","Southern America","Brasil","Minas Gerais","Moeda","Estrada que liga a BR-040 à Moeda.","-44.0527992248535","-20.3330993652344",NA,"Erva terrestre, em campo limpo seco e campo sujo. Solo argilo-arenoso, superficialmente marrom, em alguns trechos com pedaços e blocos de rocha sobre a superfície. Área anteriormente queimada. Pseudobulbos completamente enterrados. Ocasinal no local.",NA,NA,NA,NA,"14750","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:44:26-03","UFMG","BHCB","155531","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb & Warm.",NA,"Mendes, MS",NA,"2010","09","17","Southern America","Brasil","Minas Gerais","Itabirito","Gerdau, Área da Mina da Varzea do Lopes.","-43.801399230957","-20.2532997131348",NA,"Coordenadas aproximadas.; Herbácea.; Campo sujo/ Cerrado.","BHCB048817",NA,"1363","1363","20553","auto","2018","10",NA,NA,"11",NA,NA,NA,NA,NA
"40","2020-12-11 11:44:26-03","UFMG","BHCB","97492","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb & Warm.",NA,"Batista, JAN","1117B","2001","01","02","Southern America","Brasil","Distrito Federal","Brasília","RA-I, Lago Norte. QI-16, terreno não ocupado próxi","-47.9296989440918","-15.7797002792358",NA,"Erva terrestre, em campo sujo e cerrado ralo seco, com alguns blocos de rocha sobre a superfície. Solo argiloso, profundo, superficialmente marrom-avermelhado. Raro no local, observado somente duas plantas. Pseudobulbos completamente enterrados, vino",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:44:26-03","UFMG","BHCB","70011","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb & Warm.",NA,"Batista, JAN; et al.","1247","2001","09","19","Southern America","Brasil","Distrito Federal","Brasília","RA-I, Plano Piloto. Setor de Mansões do Lago Norte","-47.9296989440918","-15.7797002792358",NA,"Erva terrestre, Comum no local; observadas cerca de 30 plantas em floração; em campo sujo e campo limpo de baixada, próximo a margem do lago. Solo escuro, areno-argiloso, muito fofo, com bastante sedimentos sobre a superfície. Área an","BHCB001279","BHCB001279",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:44:26-03","UFMG","BHCB","119816","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb & Warm.",NA,"Batista, JAN","2135","2007","10","03","Southern America","Brasil","Distrito Federal","Brasília","Região Administrativa I - Brasília, Lago Norte, QI-16, próximo ao Clube do Congresso","-47.9296989440918","-15.7797002792358",NA,"Erva terrestre, em campo sujo e cerrado ralo seco, com alguns blocos de rocha sobre a superfície. Solo argiloso, profundo, superficialmente marrom-avermelhado. Floração em cultivo na UFMG em Belo Horizonte a partir de material coletado no local em 2/",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:44:26-03","UFMG","BHCB","71766","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","poecilum",NA,"Cyrtopodium poecilum","Rchb & Warm.",NA,"Hatschbach, G; et al.","54545","1990","10","15","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Rod. GO-118, 10-15km S de Alto Paraíso","-47.5099983215332","-14.1324996948242",NA,"Flor marrom, máculas esverdeadas nas sépalas e pétalas. Campo rupestre, solo rochoso.",NA,NA,"1000","1000","44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
