"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","phylum","order","typeStatus","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"52","2021-02-11 17:20:57-03","UFPR","UPCB","3606","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne ex Schltr.","Batista, V.A.N.","2002","03","18","Hatschbach, G.","1962","06","03","Brasil","Paraná","Matinhos","Entre Matinhos e Caiobá","-48.5428009033203","-25.8174991607666",NA,NA,"Flor creme esverdeada, restinga..",NA,NA,"9139",NA,NA,NA,NA,NA,NA,NA,"15275","auto",NA,NA,NA,NA
"53","2019-01-22 17:18:00-02","MO","MOBOT","101095840","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.",NA,NA,NA,NA,"F.C. Hoehne","1919","3","14","Brazil","São Paulo",NA,"Alto da Serra",NA,NA,NA,NA,NA,NA,NA,"Hoehne s.n.",NA,NA,"Holotype","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"54","2019-01-22 17:25:00-02","MO","MOBOT","101095845","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","J.A.N. Batista et al.",NA,NA,NA,"Albino Hatschbach","1947","5",NA,"Brazil","Paraná","Paranaguá","Matinhos. Praia de Leste","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"Hatschbach Sobrinho 732",NA,NA,"Holotype","South America",NA,"3.00000000","5.00000000","24916","auto",NA,NA,NA,"1"
"55","2018-04-19 15:15:13-03","UNIOESTE","UNOP","2231","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Hoehne, F.C.; Paulo, S.",NA,NA,NA,"Hatschbach, G.","1947","05",NA,"Brasil","Paraná","Paranagua","Matinhos","-48.5092010498047","-25.5200004577637",NA,NA,"Flor verde-amarelada. ISOTYPUS.",NA,NA,"732",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"56","2020-08-31 09:19:37-03","INPA","INPA","136077","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.",NA,NA,NA,NA,"Rosa, NA","1980","04","23","Brasil","Pará",NA,"Joanes","-48.5","-0.666667","-48.5","-0.666667",NA,"INPA0136077","INPA0136077 INPA0136077_ex","3625","Monocotyledon","Asparagales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-09-12 05:00:02-03","US","US","814382","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla",NA,NA,NA,NA,NA,"E. Ute","1888","4",NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"877",NA,"Orchidales",NA,"South America",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"58","2020-09-02 16:35:13-03","Cenargen","CEN","35170","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","J. A. N. Batista","2000","03",NA,"Oswaldo Handro","1970","02","25","Brasil","SP","SAO PAULO","Paranapiacaba (via férrea São Paulo - Santos. Estação Biológica)","-46.6300010681152","-23.5400009155273",NA,NA,"No humus. Doação Instituto de Botânica - São Paulo.","CEN00035170","CEN00035170","2125",NA,NA,NA,NA,"Exsicatas",NA,NA,"53584","auto",NA,NA,NA,"1"
"59","2020-09-02 16:35:13-03","Cenargen","CEN","35097","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","J. A. N. Batista","2000","12",NA,"Luciano de Bem Bianchetti","1999","04","29","Brasil","SP","BARRA DO TURVO","Parque Estadual Carlos Botelho, estrada da macaca (estrada de terra que corta o Parque no sentido São Miguel Arcanjo - Sete Barras), a 16,1 km da sede do parque.","-48.5046997070312","-24.7563991546631",NA,NA,NA,"CEN00035097","CEN00035097","1522",NA,NA,NA,NA,"Exsicatas","800","800","38172","auto",NA,NA,NA,"1"
"60","2019-12-09 17:30:35-03","UFPR","EFC","14257","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Vieira, R.S.","2015","06","24","Blum, C.T.","2015","06","13","Brasil","Paraná","Paranaguá","Ilha do Mel - Praia de Encantadas","-48.5092010498047","-25.5200004577637",NA,NA,"Herbácea 60 cm, flores verdes, frutos imaturos verdes e frutos maduros marrons, em vegetação herbácea de Formação Pioneira com Influência Marinha, ambiente de pequenas dunas","EFC014257",NA,"2237",NA,NA,NA,NA,NA,"1","1","24916","auto",NA,NA,NA,NA
"61","2021-03-25 13:53:06-03","UNIVILLE","JOI","15130","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Mancinelli, W. S.","2010","04","01","Mancinelli, W.S.","2010","04","01","Brasil","Santa Catarina","Bombinhas","Morro do Cacaco.","-48.5169982910156","-27.1380004882812",NA,NA,"; HABITAT: capoeira; HABITO: erva","JOI015130",NA,"1201",NA,NA,NA,NA,NA,"100","100","11943","auto",NA,NA,NA,NA
"62","2019-11-13 16:04:59-03","UNISANTA","HUSC","8152","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr","Sampaio, P.S.P.","2014","05",NA,"Sampaio, P.S.P.","2014","04","03","Brasil","São Paulo","Guarujá","praia Iporanga trilha praia das conchas a praia são pedro","-46.250278","-23.990556","-46.250278","-23.990556","Erva com 40cm de altura com flores esverdeadas no subosque; Floresta ombrófila densa",NA,NA,"910","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-11-12 16:58:07-03","UEL","FUEL","9970","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Batista, JAN","1998","09",NA,"Britez, RM","1988","07","02","Brasil","Paraná","Paranaguá","Ilha do Mel, Morro da Gruta dos encantados","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"1956","Tracheophyta","Asparagales",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"64","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Batista, JAN","2000","03",NA,"Godoy, SAP; et al.","1995","02","13","Brasil","São Paulo","São Paulo","Parellheiros. Capivari. Fazenda da SABESP ao final da estrada do Capivara. Trilha à direita da Casa da Guarda","-46.680278","-23.935556","-46.680278","-23.935556","Arbusto 1m. Flores verdes, labelo tripartido com ginostêmio marrom avermelhado","UB0018651","UB0018651","353","Monocotyledonae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-08-20 20:37:53-03","UFSC","FLOR","39564","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Lenzi, M.","2010",NA,NA,"Lenzi, M.; Fraga, A.M.","2010","03","23","Brasil","Santa Catarina","Palhoça",NA,"-48.593333","-27.824444","48º35'36''W","27º49'28''S","erva terrícola, flor verde. Planta cultivada após a coleta até a floração, que se observou nos meses de agosto a outubro.","FLOR0039564",NA,"36",NA,"Asparagales",NA,NA,NA,"5","5",NA,NA,NA,NA,NA,NA
"66","2020-08-20 14:54:47-03","UFSC","FLOR","52501","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Mello, A.S.","2014","05","19","Nuernberg, A.; Mello, A.S. & Weber, P.","2014","05","19","Brasil","Santa Catarina","Blumenau","ARIE (Área de Relevante Interesse Ecológico) do Salto.","-49.103056","-26.886944","49º6'11''W","26º53'13''S","herbácea, flor verde","FLOR0052501",NA,"1363",NA,"Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-08-20 20:37:53-03","UFSC","FLOR","1539","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Pabst, G.","1968",NA,NA,"Reitz, R.","1965","05","13","Brasil","Santa Catarina","Brusque","Santa Luzia.","-48.9174995422363","-27.0981006622314",NA,NA,NA,"FLOR0001539",NA,"6759",NA,"Asparagales",NA,NA,NA,NA,NA,"19684","auto",NA,NA,NA,NA
"68","2020-08-20 14:54:47-03","UFSC","FLOR","52574","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Mello, A.S.","2014","04","24","Mello, A.S.","2014","04","24","Brasil","Santa Catarina","Florianópolis","Área de expansão da Pedrita, morro do Rio Tavares.","-48.5491981506348","-27.596700668335",NA,NA,"herbácea terrícola, flor branca, 0,6m altura","FLOR0052574",NA,"753",NA,"Asparagales",NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"69","2020-08-20 20:37:53-03","UFSC","FLOR","3888","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Pabst, G.","1976",NA,NA,"Klein, R.M.; Bresolin, A.","1965","04","29","Brasil","Santa Catarina","Florianópolis","Morro das Pedras, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"flor esverdeada","FLOR0003888",NA,"6002",NA,"Asparagales",NA,NA,NA,"2","2","27000","auto",NA,NA,NA,NA
"70","2020-08-20 20:37:53-03","UFSC","FLOR","4007","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Pabst, G.","1975",NA,NA,"Klein, R.M.","1967","05","16","Brasil","Santa Catarina","Florianópolis","Morro do Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"flor verde","FLOR0004007",NA,"7389",NA,"Asparagales",NA,NA,NA,"50","50","27000","auto",NA,NA,NA,NA
"71","2020-08-20 20:37:53-03","UFSC","FLOR","1722","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Pabst, G.","1968",NA,NA,"Klein, R.M.","1967","04","18","Brasil","Santa Catarina","Florianópolis","Morro do Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"flor esverdeada","FLOR0001722",NA,"7341",NA,"Asparagales",NA,NA,NA,"100","100","27000","auto",NA,NA,NA,NA
"72","2020-08-20 14:54:47-03","UFSC","FLOR","1468","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Pabst, G.","1968","01","08","Klein, R.M.","1967","05","16","Brasil","Santa Catarina","Florianópolis","Morro do Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"flor verde. Exemplar único.","FLOR0001468",NA,"7389",NA,"Asparagales",NA,NA,NA,"50","50","27000","auto",NA,NA,NA,NA
"73","2020-08-20 14:54:47-03","UFSC","FLOR","1471","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Pabst, G.","1968","01","07","Klein, R.M.; Bresolin, A.","1967","06","21","Brasil","Santa Catarina","Florianópolis","Saco Grande, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"Exemplar único.","FLOR0001471",NA,"7467",NA,"Asparagales",NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"74","2020-08-20 20:37:53-03","UFSC","FLOR","3881","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Pabst, G.","1976",NA,NA,"Bresolin, A.","1971","05","20","Brasil","Santa Catarina","Garopaba","Siriú.","-48.6133003234863","-28.0233001708984",NA,NA,"flor verde. Exemplar único. Forma da H. paranaguanensis Hoehne","FLOR0003881",NA,"112",NA,"Asparagales",NA,NA,NA,"2","2","11115","auto",NA,NA,NA,NA
"75","2020-08-20 14:54:47-03","UFSC","FLOR","4647","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Pabst, G.","1971","06","18","Klein, R.M.; Bresolin, A.","1971","05","19","Brasil","Santa Catarina","Governador Celso Ramos","Palmas.","-48.5592002868652","-27.3146991729736",NA,NA,"flor verde; perfumada","FLOR0004647",NA,"9471",NA,"Asparagales",NA,NA,NA,"250","250","13751","auto",NA,NA,NA,NA
"76","2020-08-20 20:37:53-03","UFSC","FLOR","2595","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Pabst, G.","1974",NA,NA,"Bresolin, A.","1973","05","10","Brasil","Santa Catarina","Imaruí","Alto Rio D#?#Una.","-48.8199996948242","-28.3414001464844",NA,NA,"terrícola, flor verde-creme. Exemplar único.","FLOR0002595",NA,"727",NA,"Asparagales",NA,NA,NA,"250","250","29971","auto",NA,NA,NA,NA
"77","2020-08-20 14:54:47-03","UFSC","FLOR","1469","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Pabst, G.","1968","01","08","Klein, R.M.","1967","05","14","Brasil","Santa Catarina","Itajaí","Morro da Cruz.","-48.6618995666504","-26.9078006744385",NA,NA,"flor esverdeada. Exemplar único.","FLOR0001469",NA,"7387",NA,"Asparagales",NA,NA,NA,"100","100","27253","auto",NA,NA,NA,NA
"78","2020-08-20 20:37:53-03","UFSC","FLOR","2594","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Pabst, G.","1974",NA,NA,"Bresolin, A.","1973","05","09","Brasil","Santa Catarina","Paulo Lopes","Bom Retiro.","-48.6836013793945","-27.9617004394531",NA,NA,"terrícola, flor verde-creme","FLOR0002594",NA,"721",NA,"Asparagales",NA,NA,NA,"250","250","23385","auto",NA,NA,NA,NA
"79","2020-08-20 14:54:47-03","UFSC","FLOR","3876","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Pabst, G.","1976","01","20","Klein, R.M.","1971","05","20","Brasil","Santa Catarina","Paulo Lopes","Costa do Morro de Paulo Lopes.","-48.6836013793945","-27.9617004394531",NA,NA,"flor esverdeada. Exemplar único.","FLOR0003876",NA,"9505",NA,"Asparagales",NA,NA,NA,"200","200","23385","auto",NA,NA,NA,NA
"80","2021-03-04 15:42:05-03","IF","SPSF","38351","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","T.B.Breier","2004","09","10","T.B.Breier & R.B.Singer","2003","05","08","Brasil","SP","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,"COLETA: Restinga Itacurussá.;",NA,NA,"1004","Magnoliophyta","Orchidales",NA,"América do Sul",NA,NA,NA,"37574","auto","Liliopsida",NA,NA,NA
"81","2021-03-04 15:42:05-03","IF","SPSF","27179","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","F. de Barros","2012","05","28","L.Custodio & A.Custodio Filho","1999","09","01","Brasil","SP","Mairiporã","Serra da Cantareira","-46.5800018310547","-23.3099994659424",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Sausalito&nf;;",NA,NA,"1031","Magnoliophyta","Orchidales",NA,"América do Sul",NA,NA,NA,"15840","auto","Liliopsida",NA,NA,NA
"82","2014-10-09 13:58:28-03","UHH","HBG","501223","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schlt.","Batista, J.A.N.","1989",NA,NA,"Hatschbach, G.","1985","05","22","Brazil",NA,NA,"Praia da Teresa (Mun. Laguna), Santa Catarina",NA,NA,NA,NA,NA,"HBG501223","HBG501223","49375",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-02-08 12:52:16-03","UFRGS","ICN","098840","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Batista, JAN","2016","03","04","Rossoni, MG","1990","04","22","Brasil","RS","Arroio do Sal","Balneário Rondinha Velha","-49.8889007568359","-29.551399230957",NA,NA,"Orquídea terrestre.","ICN00040170",NA,"438","Monocotyledon",NA,NA,"América do Sul",NA,NA,NA,"15157","auto",NA,NA,NA,NA
"84","2021-02-08 12:52:16-03","UFRGS","ICN","116132","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Batista, JAN","2016","03","04","Gonçalves, CN; Azevedo-Gonçalves, CF","1999","04","04","Brasil","RS","Terra de Areia","Olaria","-50.07080078125","-29.5853004455566",NA,NA,"Terrícola, em plantação de eucaliptos.","ICN00040169",NA,"134","Monocotyledon",NA,NA,"América do Sul",NA,NA,NA,"32697","auto",NA,NA,NA,NA
"85","2021-02-08 12:52:16-03","UFRGS","ICN","146200","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Waechter, JL",NA,NA,NA,"Waechter, JL","2005","03","14","Brasil","RS","Torres","Paraíso","-49.7268981933594","-29.3353004455566",NA,NA,"Flores verde-amareladas; Herbácea terrícola em fundo de valo e barranco úmido em beira de estrada de terra","ICN00040171",NA,"2712","Monocotyledon",NA,NA,"América do Sul",NA,NA,NA,"20837","auto",NA,NA,NA,NA
"86","2021-02-08 12:52:16-03","UFRGS","ICN","033300","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Batista, JAN","2016","03","04","Waechter, JL","1977","03","25","Brasil","RS","Torres","perto do Morro Azul","-49.7268981933594","-29.3353004455566",NA,NA,"Flores esverdeadas, aromáticas.; Um solo arenoso, não muito úmido, perto de mato de Eucalyptus.","ICN00040168",NA,"469","Monocotyledon",NA,NA,"América do Sul",NA,NA,NA,"20837","auto",NA,NA,NA,NA
"87","2021-02-08 12:52:16-03","UFRGS","ICN","201997","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Pabst, G","1975","10","20","Bresolin, A","1973","05","09","Brasil","SC","Paulo Lopes","Bom Retiro","-48.6836013793945","-27.9617004394531",NA,NA,"Doação FLOR 2594; Flor verde-creme.; Terrícola da mata.","ICN00044346",NA,"721","Monocotyledon",NA,NA,"América do Sul",NA,"250","250","23385","auto",NA,NA,NA,NA
"88","2019-11-21 10:13:27-03","IBt","SP","54717","S","Plantae","Orchidaceae","Habenaria","paranaguensis","Habenaria paranaguensis","Hoehne","Hoehne, FC","1950",NA,NA,"Hatschbach Sobrinho, A","1947","05",NA,"Brasil","Paraná","Paranaguá","Matinhos","-48.5092010498047","-25.5200004577637",NA,NA,"Flor verde amarelada. Halófila 3-5 m","SP002157","SP002157","732",NA,NA,"Holotype",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"89","2019-11-21 10:13:27-03","IBt","SP","204369","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Batista, JAN","1998","09",NA,"Custodio Filho, A","1984","05","11","Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333","-45.866667","-23.633333",NA,NA,NA,"2432",NA,NA,NA,NA,NA,"890","950",NA,NA,NA,NA,NA,NA
"90","2019-11-21 10:13:27-03","IBt","SP","291225","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Batista, JAN","2000","03",NA,"Godoy, SAP; et al.","1995","02","13","Brasil","São Paulo","São Paulo","Parelheiros. Capivari, Faz. da SABESP ao final da Estrada do Capivara. Trilha à direita da Casa Grande","-46.680278","-23.935556","-46.680278","-23.935556",NA,NA,NA,"353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-21 10:13:27-03","IBt","SP","406532","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Rodrigues, VT",NA,NA,NA,"Rodrigues, VT; Vinhos, F","2003","02","28","Brasil","São Paulo","Mogi das Cruzes","Serra do Itapeti, Parque Natural Municipal Afonso de Mello-Chiquinho Veríssimo","-46.196681","-23.488067","-46.196681","-23.488067",NA,NA,NA,"18",NA,NA,NA,NA,NA,"866","866",NA,NA,NA,NA,NA,NA
"92","2019-11-21 10:13:27-03","IBt","SP","406559","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Rodrigues, VT",NA,NA,NA,"Rodrigues, VT; Vinhos, F","2002","04","03","Brasil","São Paulo","Mogi das Cruzes","Serra do Itapeti, Parque Natural Municipal Afonso de Mello-Chiquinho Veríssimo","-46.196678","-23.488911","-46.196678","-23.488911",NA,NA,NA,"5",NA,NA,NA,NA,NA,"855","855",NA,NA,NA,NA,NA,NA
"93","2019-11-21 10:13:27-03","IBt","SP","406595","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Rodrigues, VT",NA,NA,NA,"Rodrigues, VT; Vinhos, F","2003","03","13","Brasil","São Paulo","Mogi das Cruzes",NA,"-46.198072","-23.489739","-46.198072","-23.489739",NA,NA,NA,"20",NA,NA,NA,NA,NA,"837","837",NA,NA,NA,NA,NA,NA
"94","2019-11-21 10:13:27-03","IBt","SP","364342","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Batista, JAN","2002",NA,NA,"Dombrowski, LT","1980","05","14","Brasil","Paraná","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"11375",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"95","2019-11-21 10:13:27-03","IBt","SP","201165","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Batista, JAN","1998","09",NA,"Kirizawa, M; Sousa, AVG","1985","03","10","Brasil","São Paulo","Biritiba-Mirim","Trilha Mogi-Bertioga","-46.0299987792969","-23.5699996948242",NA,NA,NA,NA,NA,"1393",NA,NA,NA,NA,NA,"800","800","19656","auto",NA,NA,NA,NA
"96","2019-11-21 10:13:27-03","IBt","SP","39469","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Batista, JAN","1998","09",NA,"Gehrt, A; Kuhlmann, M","1938","05","14","Brasil","São Paulo","Caraguatatuba",NA,"-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA
"97","2019-11-21 10:13:27-03","IBt","SP","244632","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Barros, F","1998","01","13","Catharino, ELM; et al.","1990","05","17","Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Proximidades do maciço da Juréia, morro á esquerda da bifurcação da trilha no alto da encosta, próxima ao alojamento do IBAMA","-47.5499992370605","-24.7000007629395",NA,NA,"Erva terrestre, flores creme esverdeadas",NA,NA,"1378",NA,NA,NA,NA,NA,"300","300","55628","auto",NA,NA,NA,NA
"98","2019-11-21 10:13:27-03","IBt","SP","58648","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Batista, JAN","1998","09",NA,"Kuhlmann, M","1958","03","18","Brasil","São Paulo","Salesópolis","Boracéia, cabeceiras do rio Guaratuba","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,"4353",NA,NA,NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA
"99","2019-11-21 10:13:27-03","IBt","SP","27430","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Barros, F","2002","09","09","Hoehne, FC","1931","04","10","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"100","2021-02-12 15:38:53-03","IBt","SP","2155","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Barros, F","2002","09","09","Hoehne, FC","1918","06","02","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,"Flores esverdeada",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"101","2019-11-21 10:13:27-03","IBt","SP","3071","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Hoehne, FC",NA,NA,NA,"Hoehne, FC","1919","03","14","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,"SP002160","SP002160","s.n.",NA,NA,"Isotype",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"102","2019-11-21 10:13:27-03","IBt","SP","4624","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Barros, F","2002","09","09","Brade, AC","1913","03","16","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,"6198",NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"103","2019-11-21 10:13:27-03","IBt","SP","8272","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Barros, F","2002","09","09","Gehrt, A","1922","05","16","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"104","2019-11-21 10:13:27-03","IBt","SP","65717","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Barros, F","2002","09","09","Handro, O","1985","06",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, Campo Grande (E.F.S.J.)","-46.5299987792969","-23.6599998474121",NA,NA,"Flores verde claras com labelo amarelado, flores aromáticas no período da manhã",NA,NA,"1062",NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
