"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","locality","recordNumber","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","relationshipType","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","496815","PreservedSpecimen","Plantae","Primulaceae","Myrsine","lorentziana","Myrsine lorentziana","(Mez) Arechav.",NA,"A. E. Burkart","1938","02","28","Argentina","Entre Ríos",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=477559' target='other'> <mi>dwc_moreinfo</mi></a>","NY00496815","NY00496815_01","Delta del Paraná, Brazo Largo inf. Isla La Chilena","8956",NA,NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","495750","PreservedSpecimen","Plantae","Primulaceae","Myrsine","lorentziana","Myrsine lorentziana","(Mez) Arechav.",NA,"B. Rambo","1950","04","05","Brazil","Rio Grande do Sul","Barra do Ribeiro","-51.3008","-30.2911",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=477560' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495750","NY00495750_01","Barra do Ribeiro","46658",NA,NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1280605","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvula","Myrsine parvula","(Mez) Otegui","T. T. Carrijo","G. Martinelli","1986","11","26","Brazil","Rio de Janeiro","Nova Friburgo","-42.05","-22",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1614555' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280605","NY01280605_01","Reserva Ecológica Municipal de Macaé de Cima, Nascente do Rio das Flores","11928",NA,NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","501083","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvula","Myrsine parvula","(Mez) Otegui","M. Freitas","M. de F. Freitas","1999","12","15","Brazil","Paraná","Tamarana","-51.0969","-23.7233",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550573' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501083","NY00501083_01","Fazenda Prata. Tamarana.","s.n.",NA,NA,NA,"Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:47:18-03","EAO","IAN","59252","PreservedSpecimen","Plantae","Primulaceae","Rapanea","lorentziana","Rapanea lorentziana","Mez",NA,"Rambo, B","1950","07","12","Brasil","Rio Grande do Sul","Caxias",NA,NA,NA,NA,NA,NA,NA,"IAN059252",NA,"Vila Nova","47253",NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:47:18-03","EAO","IAN","75832","PreservedSpecimen","Plantae","Primulaceae","Rapanea","lorentziana","Rapanea lorentziana","Mez",NA,"Rambo, B","1950","03","20","Brasil","Rio Grande do Sul","Gramado","-50.8739013671875","-29.3785991668701",NA,NA,NA,NA,NA,"IAN075832",NA,NA,"46435",NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,"13851","auto",NA,NA,NA,NA,NA,NA
"17","2020-10-27 11:22:06-03","PUCPR","HUCP","25368","S","Plantae","Primulaceae","Myrsine","parvula","Myrsine parvula","(Mez) Otegui.","Freitas, M.F.","E.L. Siqueira; et al.","2013","09","21","Brasil","Parana","Tibagi","-50.258","-24.5813","-50.258","-24.5813","1062","1062","Arbusto ca. 1,5m, heliófito. Frutos imaturos verdes. Relevo: ondulado. Vegetação: estepe ( Campos Gerais).","HUCP00025368",NA,"Guartelá- Sítio São Sebastião","735","2013","09","22","Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-10-27 11:22:06-03","PUCPR","HUCP","25414","S","Plantae","Primulaceae","Myrsine","parvula","Myrsine parvula","(Mez) Otegui.","Freitas, M.F.","E.L. Siqueira; et al.","2013","09","21","Brasil","Parana","Tibagi","-50.258","-24.5813","-50.258","-24.5813","735","735","Arbusto ca. 1,5 m, heliófito. Frutos imaturos verdes. Relevo: ondulado. Vegetação: Estepe ( Campos Gerais).","HUCP00025414","HUCP00025414","Guartelá- Sítio São Sebastião","735","2016","11","22","Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-12-04 15:25:42-03","PUCPR","HUCP","12168","S","Plantae","Primulaceae","Myrsine","parvula","Myrsine parvula","(Mez) Otegui.","Freitas, MF","Souza, LRM","1998","07","29","Brasil","Paraná","Ipiranga","-50.5842018127441","-25.0238990783691",NA,NA,NA,NA,NA,"HUCP00014855","HUCP00014855",NA,"s.n.",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"31827","auto",NA,NA,NA,NA,NA,NA
"20","2020-11-26 18:09:28-03","CPAN-UFMS","COR","7881","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvula","Myrsine parvula","(Mez) Otegui","M. F. Freitas","J. M. Silva e C. B. Poliquesi","1992","05","13","Brasil","Paraná","Lapa","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,"3 metros; Com Fruto: esverdeados",NA,NA,"Núcleo leiteiro da Lapa. Mata Araucária; ;.","1128",NA,NA,NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:23:13-03","UFBA","ALCB","10381","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvula","Myrsine parvula","(Mez) Otegui","Freitas, MF","Queiroz, LP de; Faria, LSS","1983","01","29","Brasil","Rio Grande do Sul",NA,"-50.866667","-29.366667","-50.866667","-29.366667",NA,NA,"De mais ou menos 8,0m de altura, com copa densa. Folhas membranáceo-carnosas, discolor, com base do pecíolo avermelhada. Frutos maduros cor de vinho.",NA,NA,NA,"480","2000",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:23:13-03","UFBA","ALCB","126241","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvula","Myrsine parvula","(Mez) Otegui","Guedes, ML","Guedes, ML; Araújo, FS de; et al.","2016","09","28","Brasil","Espírito Santo","Domingos Martins","-41.016667","-20.4","-41.016667","-20.4","1822","1822","Folhas cartáceas, dscolores. com indumento ferrugíneo. Frutos imaturos, verdes.","ALCB033506","ALCB033506","Parque Estadual da Pedra Azul.","25024","2017","01",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:23:13-03","UFBA","ALCB","60050","PreservedSpecimen","Plantae","Primulaceae","Myrsine","parvula","Myrsine parvula","(Mez) Otegui","Freitas, MF","Ribas, OS; Barbosa, E","1992","01","10","Brasil","Paraná",NA,"-49.183333","-25.916667","-49.183333","-25.916667",NA,NA,"2m, flor creme. Araucarieto.",NA,NA,"Ambrósios.","407","2001",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:03:40-03","NBC","NL-BOTANY","L.4162547","PreservedSpecimen","Plantae","Myrsinaceae","Myrsine","lorentziana","Myrsine lorentziana","(Mez) Arechav.",NA,"Spichiger R-E; Loizeau PA","1991","10","20","Paraguay",NA,NA,"-55.266667","-23.966667","-55.266667","-23.966667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4162547 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4162547","NL-L4162547","Canindeyú, Ruta Ype Ihú-Cordilleras de Mbaracayú, km 30.",NA,NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"25","2020-02-08 09:03:40-03","NBC","NL-BOTANY","U.1433688","PreservedSpecimen","Plantae","Myrsinaceae","Myrsine","parvula","Myrsine parvula","(Mez) Otegui",NA,"Pedersen TM","1949","07","11","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1433688 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1433688","NL-U1433688","Estancia 'Santa Teresa', Dep. Mburucuyá. Prov. Corrientes.",NA,NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"26","2020-02-08 09:03:40-03","NBC","NL-BOTANY","U.1433853","PreservedSpecimen","Plantae","Myrsinaceae","Myrsine","parvula","Myrsine parvula","(Mez) Otegui","Lindeman JC","Lindeman JC; Haas JH de","1967","02","02","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1433853 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1433853","NL-U1433853",NA,NA,NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0083353",NA,NA,NA,NA
"27","2020-02-08 09:03:40-03","NBC","NL-BOTANY","U.1433862","PreservedSpecimen","Plantae","Myrsinaceae","Myrsine","parvula","Myrsine parvula","(Mez) Otegui",NA,"Woolston AL","1957","09","11","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1433862 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1433862","NL-U1433862","Depto. San Pedro, Alto Paraguay: Primavera. Wood-edge, Rio Tapiracuai.",NA,NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-02-08 09:03:46-03","NBC","NL-BOTANY","L 0006827","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","lorentziana","Rapanea lorentziana","Mez","Mez CC","Lorentz PG","1878","01","01","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200006827 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0006827","NL-L0006827",NA,NA,NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae","900211489","isotype",NA,NA,NA
"29","2020-02-08 09:03:46-03","NBC","NL-BOTANY","L.2645446","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","lorentziana","Rapanea lorentziana","Mez",NA,"Schinini A; Tressens SG; Vanni RO","1979","09","11","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2645446 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2645446","NL-L2645446","Prov. Corrientes, Dep. Monte Caseros, Campo. Gral. Avalos, Paso de la Barca, sobre río Miriñay.",NA,NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-02-08 09:03:46-03","NBC","NL-BOTANY","L.2645447","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","lorentziana","Rapanea lorentziana","Mez",NA,"Schinini A; Cabral EL; Vanni RO","1979","02","20","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2645447 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2645447","NL-L2645447","Prov. Corrientes, Dep. Monte Caseros, Ruta 127 y Ayo, Curuzú Cuatiá.",NA,NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-02-08 09:03:46-03","NBC","NL-BOTANY","L.2645448","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","lorentziana","Rapanea lorentziana","Mez",NA,"Arenas P","1975","05","05","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2645448 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2645448","NL-L2645448","Dep. Central, Yaguaron, Cerro Curupayty.",NA,NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-02-08 09:03:46-03","NBC","NL-BOTANY","L.2645449","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","lorentziana","Rapanea lorentziana","Mez",NA,"Schinini A","1974","05","14","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2645449 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2645449","NL-L2645449","Dep. San Pedro, Ruta 3, 10 Km S de Río Aguaray-Guazú.",NA,NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-02-08 09:03:46-03","NBC","NL-BOTANY","L.2645450","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","lorentziana","Rapanea lorentziana","Mez",NA,"Pire SM; Schinini A; Tressens SG","1974","06","11","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2645450 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2645450","NL-L2645450","Prov. Corrientes, Dep. Bella Vista, Bella Vista, Inta.",NA,NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-02-08 09:03:46-03","NBC","NL-BOTANY","L.2645451","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","lorentziana","Rapanea lorentziana","Mez",NA,"Krapovickas A; et al.","1974","09","23","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2645451 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2645451","NL-L2645451","Prov. Corrientes, Dep. Santo Tomé, Ayo. Chimiray.",NA,NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-02-08 09:03:46-03","NBC","NL-BOTANY","L.2645452","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","lorentziana","Rapanea lorentziana","Mez",NA,"Quarín CL; Schinini A; González JM","1974","12","11","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2645452 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2645452","NL-L2645452","Prov. Corrientes, Dep. Ituzaingó, Desembocadura del Arroyo Garapé en el Río Paraná, 45 Km al E de Ituzaingó.",NA,NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"36","2020-02-08 09:03:46-03","NBC","NL-BOTANY","L.2645453","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","lorentziana","Rapanea lorentziana","Mez",NA,"Schinini A; González JM","1974","06","14","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2645453 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2645453","NL-L2645453","Prov. Corrientes, Dep. San Miguel, 12 Km NE de San Miguel, Estancia Curuzú Laurel.",NA,NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"37","2020-02-08 09:03:46-03","NBC","NL-BOTANY","L.2645454","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","lorentziana","Rapanea lorentziana","Mez",NA,"Schinini A; Ferraro L; González JM; Tressens SG","1975","04","24","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2645454 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2645454","NL-L2645454","Prov. Corrientes, Dep. Ituzaingó, Desembocadura del Ayo. Garapé en el Río Paraná, 45 Km al E de Ituzaingó.",NA,NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 09:03:46-03","NBC","NL-BOTANY","L.2645455","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","lorentziana","Rapanea lorentziana","Mez",NA,"Schinini A; Carnevali G","1974","11","14","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2645455 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2645455","NL-L2645455","Prov. Corrientes, Depto. Santo Tomé, Ruta 37,5 Km E de Gdor., Virasoro.",NA,NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"39","2020-02-08 09:03:46-03","NBC","NL-BOTANY","L.2645456","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","lorentziana","Rapanea lorentziana","Mez",NA,"Rambo B","1949","09","11","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2645456 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2645456","NL-L2645456","Rio C. do Sul, Kappesberg, prope Caxias.",NA,NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"40","2020-02-08 09:03:46-03","NBC","NL-BOTANY","L.2645457","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","lorentziana","Rapanea lorentziana","Mez",NA,"Hassler E","1913","01","01","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2645457 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2645457","NL-L2645457","Paraguaria Centralis: In regione lacus Ypacaray.",NA,NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"41","2020-02-08 09:03:46-03","NBC","NL-BOTANY","L.3931094","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","lorentziana","Rapanea lorentziana","Mez",NA,"Pedersen TM","1967","03","30","Argentina","Entre Rios",NA,"-58.266667","-32.833333","-58.266667","-32.833333",NA,NA,"Woodland in low ground by the river Uruguay.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3931094 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3931094","NL-L3931094","Estancia 'La Selmira'.",NA,NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-02-08 09:03:46-03","NBC","NL-BOTANY","WAG.1113903","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","lorentziana","Rapanea lorentziana","Mez",NA,"Pedersen TM","1967","03","30","Argentina","Entre Rios",NA,"-58.266667","-32.833333","-58.266667","-32.833333",NA,NA,"Woodland in low ground by the river Uruguay.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1113903 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1113903","NL-WAG1113903","Estancia 'La Selmira'.",NA,NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae","WAG0339871",NA,NA,NA,NA
"43","2020-02-08 09:03:46-03","NBC","NL-BOTANY","L.2645409","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","megapotamica","Rapanea megapotamica","Mez",NA,"Smith LB; Klein RM","1956","12","02","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2645409 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2645409","NL-L2645409","Santa Catarina, Mun. Lajes: Residual forest between the crest of the Serra Geral and Encruzilhada.",NA,NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"44","2020-02-08 09:03:46-03","NBC","NL-BOTANY","L.2645410","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","megapotamica","Rapanea megapotamica","Mez",NA,"Smith LB; Klein RM","1956","11","06","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2645410 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2645410","NL-L2645410","Santa Catarina, Mun. Campo Alegre: Campo and pinheiral, 4 km south of Campo Alegre on the road to Jaraguá do Sul.",NA,NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"45","2020-02-08 09:03:46-03","NBC","NL-BOTANY","L.2645411","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","megapotamica","Rapanea megapotamica","Mez",NA,"Smith LB; Reitz R","1956","12","19","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2645411 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2645411","NL-L2645411","Santa Catarina, Mun. Pôrto União: Clay pits by Rio Iguaçu, Pôrto União.",NA,NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
