"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","locality","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","stateProvince","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"1","2020-09-23 10:35:44-03","E","E","57716","PreservedSpecimen","Plantae","Alismataceae","Sagittaria","rhombifolia","Sagittaria rhombifolia","Dubs, B.","1927","1995","11","04","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:65993","<a href=http://data.rbge.org.uk/herb/E00057716 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00057716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-09-23 10:35:44-03","E","E","319719","PreservedSpecimen","Plantae","Alismataceae","Sagittaria","rhombifolia","Sagittaria rhombifolia","Sellow, Friedrich",NA,NA,NA,NA,"E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:323163","<a href=http://data.rbge.org.uk/herb/E00319719 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00319719","lectotype","Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-09-23 10:35:44-03","E","E","188355","PreservedSpecimen","Plantae","Alismataceae","Sagittaria","rhombifolia","Sagittaria rhombifolia","Hassler, E.","12490","1905","03","27","E. Tropical South America","PY","herbarium specimen of unspecif","BGBASE:193238","<a href=http://data.rbge.org.uk/herb/E00188355 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00188355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","311500","PreservedSpecimen","Plantae","Alismataceae","Sagittaria","pugioniformis","Sagittaria pugioniformis longipedicellata","C. E. O. Kuntze","s.n.","1892",NA,NA,"South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=312384' target='other'> <mi>dwc_moreinfo</mi></a>","NY00311500","holotype","Asunción","Magnoliophyta","Cornales","longipedicellata","Kuntze","R. R. Haynes; L. B. Holm-Nielsen","Asunción","NY00311500_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","00838079","PreservedSpecimen","Plantae","Alismataceae","Sagittaria","rhombifolia","Sagittaria rhombifolia","H. S. Irwin","5434","1964","08","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931645' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838079",NA,"Ca. 25 km E. of Brasília.","Magnoliophyta","Cornales",NA,"Cham.","R. R. Haynes; L. B. Holm-Nielsen","Distrito Federal","NY00838079_01","Brasília","-47.78","-15.63","700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","2283015","PreservedSpecimen","Plantae","Alismataceae","Sagittaria","rhombifolia","Sagittaria rhombifolia","R. M. Harley","10157","1968","09","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2458680' target='other'> <mi>dwc_moreinfo</mi></a>","NY02283015",NA,"R 10, c. 12 km SW of base camp. Expedition Base Camp.","Magnoliophyta","Cornales",NA,"Cham.",NA,"Mato Grosso","NY02283015_01",NA,"-51.77","-12.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","393832","PreservedSpecimen","Plantae","Alismataceae","Sagittaria","rhombifolia","Sagittaria rhombifolia","L. P. de Queiroz","2103","1987","11","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=27281' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393832",NA,"às margens do Rio do Cachorro. Floresta de galeria com buriti (Mauritia)","Magnoliophyta","Cornales",NA,"Cham.","R. R. Haynes","Bahia","NY00393832_01","Barreiras","-45.3453","-11.9819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","00838081","PreservedSpecimen","Plantae","Alismataceae","Sagittaria","rhombifolia","Sagittaria rhombifolia","G. G. Hatschbach","35036","1974","09","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931647' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838081",NA,"Corrego do Sapo.","Magnoliophyta","Cornales",NA,"Cham.","L. B. Holm-Nielsen","Mato Grosso","NY00838081_01","Alto do Araguaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2017-02-02 16:14:00-02","NY","NYBG","02482709","PreservedSpecimen","Plantae","Alismataceae","Sagittaria","rhombifolia","Sagittaria rhombifolia","G. H. H. Tate","9","1927","09","06","South America",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2793070' target='other'> <mi>dwc_moreinfo</mi></a>","NY02482709",NA,"British Guiana and Northern Brazil. Frechal.","Magnoliophyta","Cornales",NA,NA,NA,NA,"NY02482709_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","00838084","PreservedSpecimen","Plantae","Alismataceae","Sagittaria","rhombifolia","Sagittaria rhombifolia","E. Guimarães","54","1997","09","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931743' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838084",NA,"Pantanal do Miranda-Abrobral. Passo do Lontra. Rodovia MS 184, após a 12a ponte, passando a entrada da Fazenda da São Bento.","Magnoliophyta","Cornales",NA,"Cham.","E. Guimarães","Mato Grosso do Sul","NY00838084_01","Corumbá","-57.5","-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","00051994","PreservedSpecimen","Plantae","Alismataceae","Sagittaria","rhombifolia","Sagittaria rhombifolia","H. S. Irwin","15174","1966","04","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=939562' target='other'> <mi>dwc_moreinfo</mi></a>","NY00051994",NA,"Serra do Morcêgo, Côrrego Estrema, ca. 38 km N.E. of Formosa","Magnoliophyta","Cornales",NA,"Cham.","L. B. Holm-Nielsen","Goiás","NY00051994_01","Formosa","-47.08283","-15.29047","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","393833","PreservedSpecimen","Plantae","Alismataceae","Sagittaria","rhombifolia","Sagittaria rhombifolia","L. B. Smith","8137","1956","12","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=27287' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393833",NA,"8 km Rio caveiras. along the Estrada de Rodagem Federal, south of Lajes","Magnoliophyta","Cornales",NA,"Cham.","R. R. Haynes; L. B. Holm-Nielsen","Santa Catarina","NY00393833_01","Lages","-50.3258","-27.8161","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00051998","PreservedSpecimen","Plantae","Alismataceae","Sagittaria","rhombifolia","Sagittaria rhombifolia","B. Maguire","56410","1963","08","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=939626' target='other'> <mi>dwc_moreinfo</mi></a>","NY00051998",NA,"50 km west of Diamantino. Brasília-Acre Highway","Magnoliophyta","Cornales",NA,"Cham.","G. Agostini","Mato Grosso","NY00051998_01",NA,NA,NA,"700","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00838078","PreservedSpecimen","Plantae","Alismataceae","Sagittaria","rhombifolia","Sagittaria rhombifolia","L. B. Smith","6715","1952","05","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931644' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838078",NA,"Lagoa Santa","Magnoliophyta","Cornales",NA,"Cham.","L. B. Smith","Minas Gerais","NY00838078_01","Lagoa Santa","-43.92","-19.67","835","835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","393829","PreservedSpecimen","Plantae","Alismataceae","Sagittaria","rhombifolia","Sagittaria rhombifolia","T. M. Pedersen","12965","1980","11","15","South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=27284' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393829",NA,"Dep. Concepción","Magnoliophyta","Cornales",NA,"Cham.","R. R. Haynes; L. B. Holm-Nielsen","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01081480","PreservedSpecimen","Plantae","Alismataceae","Sagittaria","rhombifolia","Sagittaria rhombifolia","A. F. M. Glaziou","22291","1884","10","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1228945' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081480",NA,"Formoza, au Brejinho.","Magnoliophyta","Cornales",NA,"Cham.","K. Rataj","Goiás","NY01081480_01","Formosa","-47.3342","-15.5372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
