"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","eventTime","previousCatalogNumber"
"316","2020-01-17 04:34:00-03","MO","MOBOT","101099069","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","L. Valenzuela (HOXA)","Luis Valenzuela G.|Jaime Flores|Gerry Shareva M.","Valenzuela Gamarra 33722","2017","10","26","South America","Peru","Loreto","Ucayali","Distrito Pampa Hermosa. Parque Nacional Cordillera Azul.","-76.0086111","-6.9283334",NA,NA,NA,NA,"1116.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"246","4",NA,NA
"317","2008-05-27 22:02:00-03","MO","MOBOT","1722739","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","M.Toledo, 95","M. Toledo G.","Toledo G. 465","1998","11","18","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2008-05-27 22:02:00-03","MO","MOBOT","1869228","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"W. Steiner|et al.","Steiner 1011","1997","1","14","South America","Bolivia","La Paz","Larecaja","Alto Beni, Concesión de San Luis, río Chamaleo. Inventario Forestal. moderadamente inclinado, Monte alto","-67.56666","-15.4",NA,NA,NA,NA,"430.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2011-12-22 05:00:00-02","MO","MOBOT","207730","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Teodoro Rojas","Rojas 3958","1921","9",NA,"South America","Paraguay",NA,NA,"Río Amambay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"320","2011-12-10 06:15:00-02","MO","MOBOT","2431333","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Tressens, S. G., //","Sara G. Tressens|Victor Maruñak","Tressens 6308","1999","6","25","South America","Argentina","Formosa","Formosa","Estancia Guaycolec, Pilagá S.A","-58.21666","-25.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2011-04-22 14:21:00-03","MO","MOBOT","3320061","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Nilo T. Silva","Silva 895","1968","8","27","South America","Brazil",NA,NA,"Entre Serra de Almeirim e Serra Azul; mata de terra firme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"322","2008-05-27 22:02:00-03","MO","MOBOT","993668","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Percy Núñez V.|et al.","Núñez Vargas 16526","1994","10","13","South America","Peru","Madre de Dios","Manu","Plot at Collpa de Blanquillo, Río Madre de Dios, SE quebrada.","-70.68333","-12.45",NA,NA,NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"129","2",NA,NA
"323","2014-06-03 12:01:00-03","MO","MOBOT","1106059","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","G. Aymard","Gerardo Aymard|Comiskey|R. Graham","Aymard C. 11439","1996","7","31","South America","Bolivia","Beni","Yacuma","Estación Biológica del Beni. Aguas Negras Plot-2. Moist Forest. GPS unit used.","-66.45","-14.7",NA,NA,NA,NA,"220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","6",NA,NA
"324","2014-06-03 12:43:00-03","MO","MOBOT","1102349","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","G. Aymard","Gerardo Aymard|Comiskey|R. Graham","Aymard C. 11304","1996","7","26","South America","Bolivia","Beni","Yacuma","Río Curiraba. 16 km NE of El Porvenir (Estación Biológica del Beni). Plot-9. Moist Forest with a dominance of Swietenia macrophylla King. GPS unit used.","-66.3166667","-14.7166667",NA,NA,NA,NA,"220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","3",NA,NA
"325","2011-03-29 15:18:00-03","MO","MOBOT","2492590","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Pedro Jörgensen","Jörgensen 3934","1931",NA,NA,"South America","Paraguay","Guairá",NA,"Villa Rica","-56.45","-25.78333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"326","2008-05-27 22:02:00-03","MO","MOBOT","1196514","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana","M. Menacho (USZ)","M. Menacho|M. Temo","Menacho Viruez 938","1996","4","24","South America","Bolivia","Beni","Gral. Ballivian","El Porvenir centro de operaciones de la E.B.B. Sabana estacionalmente inundada, con islas de bosques y termiteros.Suelos limoso a franco limoso. Proy. Efecto del Pastoreo Sobre la Diversidad Biologica de la E.B.B.","-66.30833","-14.63333",NA,NA,NA,NA,"220.00000000","230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2011-06-08 17:15:00-03","MO","MOBOT","2744796","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana","fide Foster's cards","José Steinbach","Steinbach G. 6342",NA,NA,NA,"South America","Bolivia","Santa Cruz","Sara","Buenavista","-63.75","-17.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2013-02-13 05:33:00-02","MO","MOBOT","1366707","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana","E. Ramos (USZ)","Mario Saldias P.|E. Ramos","Saldias Paz 5346","1998","4","2","South America","Bolivia","Santa Cruz","Nuflo de Chavez","Asunción de Guarayos, 2,8 km al SW, zona San Agustín, colindando al área del parque botánico Guarayú. Bosque ribereño 8","-63.21666","-15.9",NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2008-05-27 22:02:00-03","MO","MOBOT","1575341","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana","L. Arroyo","Luzmila Arroyo P.|John Blake|Pablo Solíz|Carlos Vargas","Arroyo Padilla 1763","1999","7","23","South America","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff M. Serrania de Huanchaca, subiendo hacia Huanchaca II, Isla pequena frente al tope de la meseta. Parcela Permanente de Estudio. Con emergentes de 30 m y abundante Didymopanax.","-60.74472","-14.57277",NA,NA,NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2008-05-27 22:02:00-03","MO","MOBOT","1949341","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana","F. Mamani (USZ)","E. Alejo|E. Miranda","Alejo 1401","2004","11","10","South America","Bolivia","Santa Cruz","Ichilo","Río Ibabo. Reserva Forestal Choré; Bosque Experimental Elias Meneces. Bosque húmedo Tropical. Dosel con especies emergentes hasta 35 m. Sotobosque con helecho y patujú. Terreno plano. Suelo arcilloso.","-64.50722","-16.66555",NA,NA,NA,NA,"186.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2016-10-13 05:56:00-03","MO","MOBOT","201801","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana","R. Quevedo","David A. Neill|T. Ruiz de Centurión|R.C. Quevedo","Neill 9219","1990","8","5","South America","Bolivia","Santa Cruz",NA,"Provincia de Ichilo. Río Ibabo. Reserva Forestal Choré; Bosque Experimental Elias Meneces. Bosque húmedo Subtropical. Terreno plano, ocasionalmente inundado. Líneas 3 & 4 del inventario forestal.","-64.51666","-16.58333",NA,NA,NA,NA,"180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90-5","5",NA,NA
"332","2008-05-27 22:02:00-03","MO","MOBOT","205888","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana",NA,"M.N. Alexiades|et al.","Alexiades 125","1988","11","16","South America","Peru","Madre de Dios","Tambopata","003: Zona Reservada de Tambopata. Hermosa Chica, Comunidad Nativa de Infieno. Parcela 1. Bosque primario.","-69.28333","-12.83333",NA,NA,NA,NA,"260.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","9",NA,NA
"333","2009-07-17 06:52:00-03","MO","MOBOT","2188538","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana",NA,"Arturo E. Burkart","Burkart 15339","1945","2","13","South America","Argentina","Misiones","San Ignacio","Teyucuaré","-55.58333","-27.28333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2020-07-03 10:02:00-03","MO","MOBOT","2188558","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana","Troncoso, N. S.","Ana Biloni","Biloni 18-m","1948","9",NA,"South America","Argentina","Misiones","Iguazú","Parque Nacional Iguazú","-54.45","-25.68333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"335","2018-05-17 05:28:00-03","MO","MOBOT","2250771","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana","Biganzoli, F., 09/","María E. Múlgura|F. Biganzoli|Paola Peralta|M.A. Romero","Múlgura 2148","2000","9","20","South America","Argentina","Misiones","San Ignacio","Peñon del Teyucaré","-55.58333","-27.26666",NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2018-05-17 05:28:00-03","MO","MOBOT","2250783","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana",NA,"Rosa Guaglianone|María E. Múlgura","Guaglianone 2155","1988","12","10","South America","Argentina","Misiones","Iguazú","Parque Nacional Iguazú, Isla de los Carpinchos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2009-10-18 08:02:00-02","MO","MOBOT","2289223","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana",NA,"F. M. Rodríguez","Rodríguez 382","1910","8","26","South America","Argentina","Misiones","Iguazú","Salto Iguazú","-54.45","-25.68333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2018-08-26 04:35:00-03","MO","MOBOT","2408988","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana","Cialdella, A. M. & Múlgura de Romero, M. E., 2/06/","F. Biganzoli|Fernando O. Zuloaga|Paola Peralta|S. A. Catalano|A.M. Girscht|G. Irrazabal|G. Massaccesi|Y. Sasal","Biganzoli 594","1999","9","23","South America","Argentina","Misiones","San Ignacio","Parque Provincial Teyú Cuaré, picada a la casa del alemán",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2020-07-21 19:06:00-03","MO","MOBOT","3025766","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana","det. A. Araujo-M (LPB)","E. Ticona|Alejandro Araujo M.|Vania Torrez|C. Pérez|Guzmán Jove|A. Urbano","Ticona Plata 132X","2006","6","4","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, senda Azariamas-San Fermin sector Mutún. Bosque yungueño subandino superior pluviestacional humedo, con Fabaceae, Sapotaceae y Capparis coimbrana; ladera. PPM-2 (1 ha). Plantas secadas en campo.","-68.745","-14.1455555",NA,NA,NA,NA,"1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-02","4",NA,NA
"340","2009-06-28 10:40:00-03","MO","MOBOT","3103628","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana","Ronald Liesner","Sidney T. McDaniel","McDaniel 11792","1969","7","4","South America","Colombia","Amazonas",NA,"Lakes north of Leticia, low frequently innundated woods.","-69.957774","-4.188441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2011-02-10 08:56:00-02","MO","MOBOT","3411561","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana","Ronald Liesner","Ghillean T. Prance|Nilo T. Silva","Prance 59386","1964","10","11","South America","Brazil","Mato Grosso do Sul",NA,"46 kn. North of Chavantina, Rio Vau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2008-05-27 22:02:00-03","MO","MOBOT","936002","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana",NA,"M. Toledo G.|G. Montaño|M. Choré","Toledo G. 465","1994","11","17","South America","Bolivia","Santa Cruz","Nuflo de Chavez","Región de Lomerio. A 500 km al Norte de la plaza de la comunidad de Palmira.","-61.93472","-16.7525",NA,NA,NA,NA,"300.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2008-05-27 22:02:00-03","MO","MOBOT","994467","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana",NA,"Percy Núñez V.|O. L. Phillips","Núñez Vargas 15642","1994","8","17","South America","Peru","Madre de Dios","Tambopata","Cusco Amazonico Tourist Lodge. 15 km NE from Puerto Maldonado.",NA,NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"114","1",NA,NA
"344","2020-08-31 09:01:42-03","INPA","INPA","214984","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Bacelar-Lima, CG","37a","2004","07","28","Southern America","Brasil","Amazonas","Careiro","Careiro-Castanho","-60.3692016601562","-3.76805996894836",NA,NA,"INPA0214984","INPA0214984 INPA0214984_e",NA,NA,NA,NA,NA,NA,"91135","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2020-08-31 09:01:42-03","INPA","INPA","139100","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Berg, ME van den","Lino, AM","6","1972","02","02","Southern America","Brasil","Espírito Santo","Linhares","Reserva Florestal de Linhares, C. V. R. D. - Próxima Estrada X-1 Talhão 607","-40.0722007751465","-19.3910999298096",NA,NA,"INPA0139100","INPA0139100 INPA0139100_e",NA,NA,NA,NA,NA,NA,"48094","auto","1978",NA,NA,NA,NA,NA,NA,NA,NA
"346","2020-08-31 09:01:42-03","INPA","INPA","98907","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Teixeira, LOA","Teixeira, LOA","70","1981","07","09","Southern America","Brasil","Amazonas","Manaus","Rua Belém, Rua Belém canto com a rua Maceió","-60.0250015258789","-3.10193991661072",NA,NA,"INPA0098907","INPA0098907 INPA0098907_e",NA,NA,NA,NA,NA,NA,"138090","auto","1981",NA,NA,NA,NA,NA,NA,NA,NA
"347","2021-01-10 20:45:19-03","INPA","INPA","98872","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Amaral, MCE","Ramos, JF","738a","1980","11","26","Southern America","Brasil","Pará","Jacundá","PA-150, penetração à direita, vertente do igarapé Jaboti Grande","-49.1164016723633","-4.45082998275757",NA,NA,"INPA0098872","INPA0098872 INPA0098872_e INPA0098872_e1",NA,NA,NA,NA,NA,NA,"46473","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA
"348","2020-08-31 09:01:42-03","INPA","INPA","40899","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Berg, ME van den","Lisbôa, PLB","15","1973","08","19","Southern America","Brasil","Amazonas","Manaus","Rua de Manaus, Rua de Manaus.","-60.0250015258789","-3.10193991661072",NA,NA,"INPA0040899","INPA0040899 INPA0040899_e",NA,NA,NA,NA,NA,NA,"138090","auto","1977",NA,NA,NA,NA,NA,NA,NA,NA
"349","2021-01-10 20:45:19-03","INPA","INPA","105221","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Mouzinho, TM","Rylands, AB","79/1980","1980","12","12","Southern America","Brasil","Bahia","Una","Estação Experimental Lemos Maia. CEPLAC. Floresta ao lado W da estação","-39.0752983093262","-15.2932996749878",NA,NA,"INPA0105221","INPA0105221 INPA0105221_e",NA,NA,NA,NA,NA,NA,"36070","auto","2020","08","26",NA,NA,NA,NA,NA,NA
"350","2021-01-10 20:45:19-03","INPA","INPA","280783","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Kinupp, VF","Machado, CC","241","2017","03","22","Southern America","Brasil","Amazonas","Beruri","RDS Piagaçu-Purus, Comunidade Uixi","-62.557378","-4.238767",NA,NA,"INPA0280783",NA,"85","85",NA,NA,"-62.557378","-4.238767",NA,NA,"2017","09",NA,NA,NA,NA,NA,NA,NA
"351","2021-01-10 20:45:19-03","INPA","INPA","1120","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Almeida, JC de","INPA1120","1955","06","02","Southern America","Brasil","Amazonas","Manaus","BR 174, km 9, Km 9 da BR-17.","-60.03","-2.87",NA,NA,"INPA0001120","INPA0001120 INPA0001120_e",NA,NA,NA,NA,"-60.03","-2.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2020-08-31 09:01:42-03","INPA","INPA","117034","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Amaral, MCE","Daly, DC","1146","1981","11","01","Southern America","Brasil","Pará","Tucuruí","Approx. 18 Km Tucuruí; 16 Km S on old BR 422, then 2 Km W on overgrown logging road","-49.683333","-3.883333",NA,NA,"INPA0117034","INPA0117034 INPA0117034_e INPA0117034_e1",NA,NA,NA,NA,"-49.683333","-3.883333",NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA
"353","2020-08-31 09:01:42-03","INPA","INPA","11961","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Berg, ME van den","Lima, F","s.n.","1909","07","07","Southern America","Brasil","Maranhão",NA,"Rio Pedreiras, Pedreiras","-45.282778","-4.639444",NA,NA,"INPA0011961","INPA0011961 INPA0011961_e INPA0011961_e1",NA,NA,NA,NA,"-45.282778","-4.639444",NA,NA,"1980",NA,NA,NA,NA,NA,NA,NA,NA
"354","2020-08-31 09:01:42-03","INPA","INPA","124360","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Ramos, JF","Revilla, J","4549","1980","06","28","Southern America","Brasil","Pará",NA,"Ressaca de Icangue, Rio Tocantins, Ressaca de Icangue, Rio Tocantins.","-55.8","-1.7",NA,NA,"INPA0124360","INPA0124360 INPA0124360_e",NA,NA,NA,NA,"-55.8","-1.7",NA,NA,"2018","10",NA,NA,NA,NA,NA,NA,NA
"355","2020-08-31 09:01:42-03","INPA","INPA","135435","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Amaral, MCE","Silva, MG da","5477","1980","06","12","Southern America","Brasil","Pará","Tucuruí","Estrada para Breu Branco, Estrada para Breu Branco","-49.7","-3.9",NA,NA,"INPA0135435","INPA0135435 INPA0135435_e",NA,NA,NA,NA,"-49.7","-3.9",NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA
"356","2021-01-10 20:45:19-03","INPA","INPA","139101","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Gomes-Klein, VL","Gomes-Klein, VL","262","1985","03","05","Southern America","Brasil","Rio de Janeiro","Maracá","Restinga de Barra de Maicá",NA,NA,NA,NA,"INPA0139101","INPA0139101 INPA0139101_e",NA,NA,NA,NA,NA,NA,NA,NA,"1985",NA,NA,NA,NA,NA,NA,NA,NA
"357","2020-08-31 09:01:42-03","INPA","INPA","139112","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Berg, ME van den","Vieira, JN","JB60045","1947","05","03","Southern America","Brasil","Rio de Janeiro",NA,"Quinta da Boa Vista, Museu Nacional",NA,NA,NA,NA,"INPA0139112","INPA0139112 INPA0139112_e",NA,NA,NA,NA,NA,NA,NA,NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA
"358","2020-08-31 09:01:42-03","INPA","INPA","151096","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Berg, ME van den","Thomas, WW","4576","1985","10","25","Southern America","Brasil","Mato Grosso","Poconé","7-12 km SW of rio Cassangé on road to Porto Jofre., Pantanal 7-12 km SW of Rio Cassangé on road to Porto Jofre (MT 060).","-56.95","-16.95",NA,NA,"INPA0151096","INPA0151096 INPA0151096_e INPA0151096_nd",NA,NA,NA,NA,"-56.95","-16.95",NA,NA,"1989","03",NA,NA,NA,NA,NA,NA,NA
"359","2020-08-31 09:01:42-03","INPA","INPA","116847","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Cabral, FN","Daly, DC","896","1980","11","08","Southern America","Brasil","Pará","Acará","Acará: Fazenda Borba Gato, near Rio Acará, 30 km S of Tomé- Açu-Paragominas road. Leave road approx. 30 km S of Tomé-Açu.","-48.583333","-2.666667",NA,NA,"INPA0116847","INPA0116847 INPA0116847_e INPA0116847_nd",NA,NA,NA,NA,"-48.583333","-2.666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2020-08-31 09:01:42-03","INPA","INPA","155107","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Amaral, MCE","Santos, JL dos","1031","1988","09","30","Southern America","Brasil","Rondônia","Ouro Preto do Oeste","BR364, km 478, Reserva Ecológica do INPA., Reserva de Pesquisa Ecológica do INPA em Ouro Preto do Oeste, BR 364","-62.3","-10.7",NA,NA,"INPA0155107","INPA0155107 INPA0155107_e INPA0155107_e1",NA,NA,NA,NA,"-62.3","-10.7",NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA
"361","2020-08-31 09:01:42-03","INPA","INPA","169414","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Foster, RB","11958","1986","10","21","Southern America","Peru","Madre de Dios","Manu","Parque Nacional Manu. Rio Manu: Rio Cumerjali","-71.533333","-11.816667",NA,NA,"INPA0169414","INPA0169414 INPA0169414_e","300","400",NA,NA,"-71.533333","-11.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2020-08-31 09:01:42-03","INPA","INPA","18739","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Prance, GT","3190","1966","11","17","Southern America","Brasil","Amazonas","Manaus","Tarumã, Manaus and vicinity. Cachoeira baixa do Tarumã. Beside stream.","-60.096261","-2.874326",NA,NA,"INPA0018739","INPA0018739 INPA0018739_e",NA,NA,NA,NA,"-60.096261","-2.874326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2020-08-31 09:01:42-03","INPA","INPA","219338","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Ramos, JF","Souza, MAD de","1963A","2005","09","22","Southern America","Brasil","Amazonas","Jutaí","Reserva Extrativista do Rio Jutaí, Reserva Extrativista do Rio Jutaí, Igarapé do Recreio. Restinga de várzea alta. Crescendo em sub-bosque, em platô.","-67.436111","-3.322222",NA,NA,"INPA0219338","INPA0219338 INPA0219338_e",NA,NA,NA,NA,"-67.436111","-3.322222",NA,NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA
"364","2020-08-31 09:01:42-03","INPA","INPA","246249","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Ramos, JF; Siqueira, JAS","Guedes, VS","1","2012","05","11","Southern America","Brasil","Amazonas","Manaus","Manaus, Área privada. Av. E, quadra 63, no, 10, Cidade Nova 1.","-60.05","-3.05",NA,NA,"INPA0246249","INPA0246249 INPA0246249_1 INPA0246249_e INPA0246249_e1 INPA0246249_num INPA0246249_num1",NA,NA,NA,NA,"-60.05","-3.05",NA,NA,"2012","05","18",NA,NA,NA,NA,NA,NA
