"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","sex","class","relatedCatalogItem","relationshipType","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber"
"1400","2020-12-21 16:24:48-03","MBM","MBM","111732","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","aereum","Sapium aereum","Klotzsch ex Muell. Arg.","Foster, R.",NA,NA,NA,"Foster, R.","9785","1984","08","06","Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM111732","MBM111732","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401","2020-12-21 16:24:48-03","MBM","MBM","141779","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","aereum","Sapium aereum","Klotzsch ex Muell. Arg.","McDaniel, S.",NA,NA,NA,"Rimachi, M. .Y.","8972","1988","10","27","Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM141779","MBM141779","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1402","2020-12-21 16:24:48-03","MBM","MBM","65069","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","aubletianum","Sapium aubletianum","(Muell. Arg.) Huber","Berti, L.M.",NA,NA,NA,"Berti, L.M.","63","1964","02","12","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM065069","MBM065069","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403","2020-12-21 16:24:48-03","MBM","MBM","65066","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","aubletianum","Sapium aubletianum","(Muell. Arg.) Huber","Jablonski, E.",NA,NA,NA,"Berti, L.B.","128","1964","06","13","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM065066","MBM065066","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1404","2020-12-21 16:24:48-03","MBM","MBM","230291","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Fonseca, M.",NA,NA,NA,"Fonseca, M.","1052","1998","05","23","Brazil","Bahia","Seabra","Rio Coché","-41.7703018188477","-12.4186000823975",NA,NA,NA,NA,NA,"MBM230291","MBM230291","Southern America",NA,NA,NA,NA,NA,NA,"57155","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1405","2020-12-21 16:24:48-03","MBM","MBM","153172","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Cordeiro, I.",NA,NA,NA,"Carvalho, A.M. de; et al.; et al.","3668","1992","03","02","Brazil","Bahia","Tucano","Distrito de Caldas do Jorro","-38.7867012023926","-10.9631004333496",NA,NA,NA,NA,NA,"MBM153172","MBM153172","Southern America",NA,NA,NA,NA,NA,NA,"55392","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1406","2020-12-21 16:24:48-03","MBM","MBM","105445","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Cordeiro, I.",NA,NA,NA,"Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","50185","1985","11","26","Brazil","Minas Gerais","Berilo","Liliveldia","-42.4655990600586","-16.9517002105713",NA,NA,NA,NA,NA,"MBM105445","MBM105445","Southern America",NA,NA,NA,NA,NA,NA,"31142","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1407","2020-12-21 16:24:48-03","MBM","MBM","121260","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Cordeiro, I.",NA,NA,NA,"Cordeiro, I.; et al.; et al.","s.n.","1986","01","29","Brazil","Minas Gerais","Diamantina","Estrada Conselheiro Mata - Diamantina, Km 182","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,"MBM121260","MBM121260","Southern America",NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1408","2020-12-21 16:24:48-03","MBM","MBM","87604","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Cordeiro, I.",NA,NA,NA,"Hatschbach, G.; et al.; et al.","47245","1983","12","14","Paraguay",NA,NA,"Pedro Juan Caballero, arredores",NA,NA,NA,NA,NA,NA,NA,"MBM087604","MBM087604","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1409","2020-12-21 16:24:48-03","MBM","MBM","352899","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Queiroz, E.P.","2008","03",NA,"Queiroz, E.P.","2739","2008","05","02","Brazil","Bahia","Salvador","Bairro de São São Marcos. Jardim Botânico de Salvador, JBSSA","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"Árvore laticífera, 8m. Folhas papiráceas, glabras. Frutos verdes, vermelho-maculados. Remanescente da Mata Atlântica","MBM352899","MBM352899","Southern America",NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1410","2020-12-21 16:24:48-03","MBM","MBM","115008","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Cordeiro, I.",NA,NA,NA,"Pastore, U.; Klein, R.M.; Klein, R.M.","98","1986","10","21","Brazil","Mato Grosso do Sul","Naviraí","Porto Caiuá, 3 Km antes","-54.190601348877","-23.0650005340576",NA,NA,NA,NA,NA,"MBM115008","MBM115008","Southern America",NA,NA,NA,NA,NA,NA,"54855","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1411","2020-12-21 16:24:48-03","MBM","MBM","347310","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Cordeiro, J.","2008",NA,NA,"Silva, A.R.; et al.; et al.","524","2007","10","11","Brazil","Minas Gerais","Boa Esperança","Fazenda Caxambu (Estrada Boa esperança-Coqueiral, km 15)","-45.5657997131348","-21.0900001525879",NA,NA,"850","850","Arvoreta latecente, com latex alvo. Frutos imaturos verdes.","MBM347310","MBM347310","Southern America",NA,NA,NA,NA,NA,NA,"37175","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1412","2020-12-21 16:24:48-03","MBM","MBM","196050","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Motta, J.T.; Ribas, O.S.",NA,NA,NA,"Kuniyoshi, Y.S.","4554","1979","10","13","Brazil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"=196048","MBM196050",NA,"Southern America",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1413","2020-12-21 16:24:48-03","MBM","MBM","23722","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","29120","1972","02","06","Brazil","Paraná","Quatro Barras","Borda do Campo","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM023722","MBM023722","Southern America",NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1414","2020-12-21 16:24:48-03","MBM","MBM","105844","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Cordeiro, I.",NA,NA,NA,"Menezes, N.L.; et al.; et al.","s.n.","1980","07","21","Brazil","Minas Gerais","Santana do Riacho","Rodovia Belo Horizonte - Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,"MBM105844","MBM105844","Southern America",NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1415","2020-12-21 16:24:48-03","MBM","MBM","212766","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.",NA,NA,NA,"Ziller, S.R.","945","1995","11","17","Brazil","Paraná","Altônia","Rio Inhacanga","-53.9016990661621","-23.8743991851807",NA,NA,NA,NA,NA,"MBM212766","MBM212766","Southern America",NA,NA,NA,NA,NA,NA,"39628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1416","2020-12-21 16:24:48-03","MBM","MBM","196055","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Webster, G.L.",NA,NA,NA,"Kuniyoshi, Y.S.; et al.; et al.","1609","1966","10",NA,"Brazil","Paraná","Antonina","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM196055",NA,"Southern America",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1417","2020-12-21 16:24:48-03","MBM","MBM","7704","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","18279","1968","01","12","Brazil","Paraná","Antonina","Bairro Alto","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM007704","MBM007704","Southern America",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1418","2020-12-21 16:24:48-03","MBM","MBM","212767","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Ziller, S.R.",NA,NA,NA,"Maschio, W.; et al.; et al.","129","1995","12","13","Brazil","Paraná","Antonina","Estrada Antonina - Morretes","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM212767","MBM212767","Southern America",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1419","2020-12-21 16:24:48-03","MBM","MBM","59978","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","41826","1979","01","04","Brazil","Paraná","Antonina","Manduíra","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM059978","MBM059978","Southern America",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1420","2020-12-21 16:24:48-03","MBM","MBM","51907","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","39734","1977","01","25","Brazil","Paraná","Antonina","Rio do Nunes","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM051907","MBM051907","Southern America",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1421","2020-12-21 16:24:48-03","MBM","MBM","7703","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Koczicki, C.; Koczicki, C.","18483","1968","01","25","Brazil","Paraná","Campo do Tenente","Lajeado","-49.6828002929688","-25.978099822998",NA,NA,NA,NA,NA,"MBM007703","MBM007703","Southern America",NA,NA,NA,NA,NA,NA,"17005","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1422","2020-12-21 16:24:48-03","MBM","MBM","171","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Smith, S.F.; L.B.",NA,NA,NA,"Hatschbach, G.","12985","1965","10","14","Brazil","Paraná","Campo Mourão",NA,"-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,"MBM000171","MBM000171","Southern America",NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1423","2020-12-21 16:24:48-03","MBM","MBM","58084","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","40670","1977","12","19","Brazil","Paraná","Curitiba","Centro Cívico","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM058084","MBM058084","Southern America",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1424","2020-12-21 16:24:48-03","MBM","MBM","236376","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Cordeiro, J.",NA,NA,NA,"Pacheco, F.R.V.; et al.; et al.","12","1999","01","18","Brazil","Paraná","Curitiba","Jardim Botânico Municipal","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM236376","MBM236376","Southern America",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1425","2020-12-21 16:24:48-03","MBM","MBM","66503","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.",NA,NA,NA,"Buttura, E.","276","1979","10","17","Brazil","Paraná","Foz do Iguaçu","Estrada de Alvorada","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,NA,"MBM066503","MBM066503","Southern America",NA,NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1426","2020-12-21 16:24:48-03","MBM","MBM","14281","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","23324","1970","01","08","Brazil","Paraná","Guaraqueçaba","Serra Negra","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM014281","MBM014281","Southern America",NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1427","2020-12-21 16:24:48-03","MBM","MBM","25698","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.","1973",NA,NA,"Carvalho, P.","133","1972","12","01","Brazil","Paraná","Irati","Colégio Estadual Florestal","-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,NA,"MBM025698","MBM025698","Southern America",NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1428","2020-12-21 16:24:48-03","MBM","MBM","110211","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; et al.; et al.","50338","1986","01","23","Brazil","Paraná","Lapa","Rodovia para Porto Amazonas","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,"MBM110211","MBM110211","Southern America",NA,NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1429","2020-12-21 16:24:48-03","MBM","MBM","196051","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.","13549","1979","11",NA,"Brazil","Paraná","Morretes","Centro de Pesquisa Experimental (CPE)","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM196051",NA,"Southern America",NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1430","2020-12-21 16:24:48-03","MBM","MBM","10964","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","20227","1968","11","07","Brazil","Paraná","Morretes","Colônia Floresta","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM010964","MBM010964","Southern America",NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1431","2020-12-21 16:24:48-03","MBM","MBM","58085","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","41180","1978","03","03","Brazil","Paraná","Morretes","Porto Barreiras","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM058085","MBM058085","Southern America",NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1432","2020-12-21 16:24:48-03","MBM","MBM","343","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","13398","1966","01","04","Brazil","Paraná","Morretes","Porto de Cima","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM000343","MBM000343","Southern America",NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1433","2020-12-21 16:24:48-03","MBM","MBM","125288","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Silva, S.M.",NA,NA,NA,"Souza, W.S.","1257","1987","11","21","Brazil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM125288","MBM125288","Southern America",NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1434","2020-12-21 16:24:48-03","MBM","MBM","125289","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Silva, S.M.",NA,NA,NA,"Britez, R.M.","1795","1987","10","15","Brazil","Paraná","Paranaguá","Ilha do Mel, Morro do Farol","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM125289","MBM125289","Southern America",NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1435","2020-12-21 16:24:48-03","MBM","MBM","40885","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Handro, O.",NA,NA,NA,"Hatschbach, G.","822","1947","12","27","Brazil","Paraná","Paranaguá","Queimada, Morro Albino Souza","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM040885","MBM040885","Southern America",NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1436","2020-12-21 16:24:48-03","MBM","MBM","191629","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Ziller, S.R.; Ziller, S.R.","64507","1996","02","24","Brazil","Paraná","Pinhão","Rondinha","-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,NA,"MBM191629","MBM191629","Southern America",NA,NA,NA,NA,NA,NA,"37408","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1437","2020-12-21 16:24:48-03","MBM","MBM","196048","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Motta, J.T.; Ribas, O.S.",NA,NA,NA,"Kuniyoshi, Y.S.","4554","1979","10","13","Brazil","Paraná","Piraquara","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"=196050","MBM196048",NA,"Southern America",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1438","2020-12-21 16:24:48-03","MBM","MBM","18092","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","26842","1971","07","10","Brazil","Paraná","Piraquara","Santa Maria","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM018092","MBM018092","Southern America",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1439","2020-12-21 16:24:48-03","MBM","MBM","40886","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","7484","1960","11","17","Brazil","Paraná","Quatro Barras","Borda do Campo","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM040886","MBM040886","Southern America",NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1440","2020-12-21 16:24:48-03","MBM","MBM","62571","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","35697","1975","01","02","Brazil","Paraná","Rio Branco do Sul","Serra do Votuvoru","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,NA,"MBM062571","MBM062571","Southern America",NA,NA,NA,NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1441","2020-12-21 16:24:48-03","MBM","MBM","218808","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.",NA,NA,NA,"Silva, J.M.; Barboza, E.; Poliquesi, C.B.; Barboza, E.; Poliquesi, C.B.","2115","1997","10","24","Brazil","Paraná","São José dos Pinhais","Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM218808","MBM218808","Southern America",NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1442","2020-12-21 16:24:48-03","MBM","MBM","129411","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.",NA,NA,NA,"Silva, J.M.; Cordeiro, J.; Cordeiro, J.","608","1988","11","30","Brazil","Paraná","São José dos Pinhais","Mergulhão","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM129411","MBM129411","Southern America",NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1443","2020-12-21 16:24:48-03","MBM","MBM","3221","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","13810","1966","02","09","Brazil","Paraná","São Mateus do Sul","Rio Potinga","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,NA,"MBM003221","MBM003221","Southern America",NA,NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1444","2020-12-21 16:24:48-03","MBM","MBM","141121","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.",NA,NA,NA,"Poliquesi, C.B.; Silva, J.M.; Silva, J.M.","33","1990","11","27","Brazil","Paraná","Tijucas do Sul","Ambrósios","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,"MBM141121","MBM141121","Southern America",NA,NA,NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1445","2020-12-21 16:24:48-03","MBM","MBM","204012","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Smith, S.F.",NA,NA,NA,"Wasum, R.; et al.; et al.","11243","1995","12","27","Brazil","Rio Grande do Sul","Erechim","Erechim","-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,NA,"MBM204012","MBM204012","Southern America",NA,NA,NA,NA,NA,NA,"46790","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1446","2020-12-21 16:24:48-03","MBM","MBM","207032","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.","2466","1994","11","11","Brazil","Rio Grande do Sul","São Lourenço do Sul","Rod. BR-116","-51.9782981872559","-31.3652992248535",NA,NA,NA,NA,NA,"MBM207032","MBM207032","Southern America",NA,NA,NA,NA,NA,NA,"48842","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1447","2020-12-21 16:24:48-03","MBM","MBM","110029","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Smith, L.B.; Downs, R.J.",NA,NA,NA,"Klein, R.M.; Bresolin, A.; Bresolin, A.","10629","1972","12","15","Brazil","Santa Catarina","Anitápolis","Rio Branco","-49.1286010742188","-27.9018993377686",NA,NA,NA,NA,NA,"MBM110029","MBM110029","Southern America",NA,NA,NA,NA,NA,NA,"20462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1448","2020-12-21 16:24:48-03","MBM","MBM","40887","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Smith, L.B.",NA,NA,NA,"Klein, R.M.","278","1949","11","03","Brazil","Santa Catarina","Brusque","Mata do Hoffmann","-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,NA,"MBM040887","MBM040887","Southern America",NA,NA,NA,NA,NA,NA,"19684","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1449","2020-12-21 16:24:48-03","MBM","MBM","40888","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Smith, L.B.",NA,NA,NA,"Klein, R.M.","4636","1951","12","11","Brazil","Santa Catarina","Brusque","Mata São Pedro","-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,NA,"MBM040888","MBM040888","Southern America",NA,NA,NA,NA,NA,NA,"19684","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1450","2020-12-21 16:24:48-03","MBM","MBM","135941","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.",NA,NA,NA,"Lindeman, J.; et al.; et al.","3792","1966","12","30","Brazil","Santa Catarina","Imbituba",NA,"-48.6702995300293","-28.2399997711182",NA,NA,NA,NA,NA,"MBM135941","MBM135941","Southern America",NA,NA,NA,NA,NA,NA,"18719","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1451","2020-12-21 16:24:48-03","MBM","MBM","191632","PreservedSpecimen","Plantae","Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax","Hatschbach, G.",NA,NA,NA,"Ribas, O.S.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.","1190","1996","02","10","Brazil","Santa Catarina","Otacílio Costa","Fazenda do Cardoso","-50.121898651123","-27.4831008911133",NA,NA,NA,NA,NA,"MBM191632","MBM191632","Southern America",NA,NA,NA,NA,NA,NA,"48988","auto",NA,NA,NA,NA,NA,NA,NA,NA
