"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","sex"
"140","2020-12-20 21:19:13-03","UFV","VIC","11871","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Frangula","polymorpha",NA,"Frangula polymorpha","Reiss",NA,"Meira, Neto J A","s.n.",NA,"Brasil","Estado Ecológico de Santa Barbara",NA,"Arbusto de 1.3 m, flores viridescentes anteras roxas, frutos vinosos.; Cerrado.","VIC011871","VIC011871",NA,"1990","04","26","São Paulo",NA,NA,NA,NA,"Águas da Santa Bárbara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-10 14:35:16-03","UFSC","CTBS","304","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnus","sphaerosperma","var. pubescens","Rhamnus sphaerosperma var. pubescens","(Reissek) M.C.Johnst.",NA,"Santos, Vanderlei dos (Guga)","22",NA,"Brasil","Parcelas permanentes, UFSC, Campus Curitibanos.",NA,"Árvore 05 da parcela A3.",NA,NA,"Scipioni, M.C.","2012","11","29","Santa Catarina","-50.534378","-27.285942",NA,NA,"Curitibanos",NA,NA,NA,"50°32'3.76W","27°17'9.39S",NA,NA,NA,NA,NA,NA,NA
"142","2020-02-27 16:44:21-03","UFSC","CTBS","837","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnus","sphaerosperma","var. pubescens","Rhamnus sphaerosperma var. pubescens","(Reissek) M.C.Johnst.",NA,"França, Ana Rosa da Silva","10",NA,"Brasil","Sítio Família Barcelos, próximo a BR 116.",NA,"Árvore pequena de aprox. 3m de altura. Vegetação abundante, com plantações agrícolas e florestais, e variedade de plantas nativas no local.",NA,NA,"Santos, V. dos","2014","11","23","Santa Catarina","-50.467222","-27.177778",NA,NA,"Ponte Alta do Norte",NA,NA,NA,"50°28'02W","27°10'40S",NA,"2015","09","15",NA,NA,NA
"143","2021-03-10 14:35:16-03","UFSC","CTBS","546","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnus","sphaerosperma","var. pubescens","Rhamnus sphaerosperma var. pubescens","(Reissek) M.C.Johnst.",NA,"Santos, Vanderlei dos (Guga)","85",NA,"Brasil","Embrapa Florestas",NA,NA,NA,NA,"Scipioni, M.C.","2013","11","13","Santa Catarina","-51.049322","-26.776356",NA,NA,"Caçador",NA,NA,NA,"51° 2'57.56W","26°46'34.88S",NA,"2013","11","13",NA,NA,NA
"144","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0032715","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) MC Johnston",NA,"J. Carneiro","786",NA,"Brazil","Ponta Grossa, arredores.",NA,NA,NA,NA,"G. Hatschbach","1999","10","26","Parana","-50.15","-25.0833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0032717","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) MC Johnston",NA,"E. F. Paciornik","226",NA,"Brazil","Rio do Cerne (mun. Campo Largo).",NA,NA,NA,NA,"G. Hatschbach","1986","3","21","Parana","-49.5333","-25.4333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2015-08-10 16:15:53-03","ASU","ASU-PLANTS","ASU0083498","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) MC Johnston",NA,"H.A. Keller; E.R. Krauczuk & C.R. Rios","11442",NA,"Argentina","Puerto Valle",NA,"Arbol de 6 m alt., 20 cm diam., corteza externa negruzca, interna amarilla; leño amarillo con duramen rosado, frutos rojizos a morados, flores crema.",NA,NA,NA,"2013","6","8","Corrientes","-56.5135","-27.588611","86",NA,"Ituzaingo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0032716","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) MC Johnston",NA,"A. Schinini; M. Dematteis y G. Caballero Mármori","31417",NA,"Paraguay","Reserva Biológica Limoy, cerca del río Limoy y Embalse de la Represa Itaipú en el río Paraná.",NA,NA,NA,NA,"A. Schinini","1996","10","15","Alto Parana","-54.75","-24.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-01 16:38:42-03","UNICAMP","UEC","13295","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Frangula","polymorpha","tomentosa","Frangula polymorpha tomentosa","Reissek",NA,"Gianotti, E","9364",NA,"Brazil","Estação experimental de Itapetininga",NA,"Arbusto de 2m com flores brancas; Cerrado","UEC171761","UEC171761",NA,"1979","02","16","São Paulo","-48.0499992370605","-23.5900001525879",NA,NA,"Itapetininga","40712","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-01 16:38:42-03","UNICAMP","UEC","13295","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Frangula","polymorpha","tomentosa","Frangula polymorpha tomentosa","Reissek",NA,"Gianotti, E","9364",NA,"Brazil","Estação experimental de Itapetininga",NA,"Arbusto de 2m com flores brancas; Cerrado","UEC171761","UEC171761",NA,"1979","02","16","São Paulo","-48.0499992370605","-23.5900001525879",NA,NA,"Itapetininga","40712","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-01 16:38:46-03","UNICAMP","UEC","13308","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"Shepherd, GJ; Andrade, JB","6134",NA,"Brazil","Estrada entre Ponta Grossa e Itararé. Km203.",NA,"ÁRvore pequena de 4m. FLores esverdeadas.; Beira da mata.","UEC172008","UEC172008","Lima, R","1977","11","05","Paraná",NA,NA,"1100","1100",NA,NA,NA,NA,NA,NA,NA,"2004","03",NA,NA,NA,NA
"151","2021-03-01 16:38:46-03","UNICAMP","UEC","13309","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"Cruz, ND; Shepherd, GJ; et al.","6401",NA,"Brazil","Serra do Caraça, ca. 70km a sudeste de Belo Horizonte, em direção à Carapuça.",NA,"Arbusto de 2m; flores avermelhadas.","UEC171993","UEC171993","Lima, R","1978","11","18","Minas Gerais",NA,NA,"1500","1700",NA,NA,NA,NA,NA,NA,NA,"2003","04",NA,NA,NA,NA
"152","2021-03-01 16:38:46-03","UNICAMP","UEC","13312","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"Hatschbach, G","39973",NA,"Brazil","Porto Amazonas, arredores.",NA,"Arbusto 2m, frutos vinosos, orla de capão.","UEC171999","UEC171999","Lima, R","1977","06","07","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003","04",NA,NA,NA,NA
"153","2021-03-01 16:38:46-03","UNICAMP","UEC","20657","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"Gabrielli, AC; et al.","335",NA,"Brazil","Mata da Colina",NA,"Árvore 9m., flores esverdeadas.","UEC171988","UEC171988","Lima, R","1980","11","04","Minas Gerais","-46.564722","-21.838889",NA,NA,"Poços de Caldas",NA,NA,NA,"-46.564722","-21.838889",NA,"2003","04",NA,NA,NA,NA
"154","2021-03-01 16:38:46-03","UNICAMP","UEC","24023","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"Semir, J; et al.","933",NA,"Brazil","Mata da Colina",NA,"Árvore de 6m., com frutos vermelhos e frutos pretos, sementes colhidas.","UEC171996","UEC171996","Lima, R","1981","03","31","Minas Gerais","-46.564722","-21.838889",NA,NA,"Poços de Caldas",NA,NA,NA,"-46.564722","-21.838889",NA,"2003","04",NA,NA,NA,NA
"155","2021-03-01 16:38:46-03","UNICAMP","UEC","43142","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"Ratter, JA; Argent, GCG; Gibbs, PE; Shepherd, GJ; Rocha, DMS","4834",NA,"Brazil","Floresta Angatuba, Instituto Florestal de SP.",NA,"Slender shrub, 1m tall. Outside of sepals brownish cream; petals cream. Fruits reddish purple.; In dense, low cerrado.","UEC171987","UEC171987","Lima, R","1983","11","12","São Paulo","-48.5","-23.35",NA,NA,"Angatuba",NA,NA,NA,"-48.5","-23.35",NA,"2003","04",NA,NA,NA,NA
"156","2021-03-01 16:38:46-03","UNICAMP","UEC","53623","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"Silva, AF","1594",NA,"Brazil","Flora da Reserva Florestal da Boa Vista",NA,"Árvore de 8m, casca amarelo-gema, rajada em 2 camadas com leivos pêssegos; 2ª camada amarelo-canário, lenho amarelo-canário, fortemente aromática, flores verdolengas com lascínios amarelados, frutos coletados em 29.01.1988","UEC172004","UEC172004","Lima, R","1987","12","14","São Paulo","-45.9375","-23.075",NA,NA,"São José dos Campos",NA,NA,NA,"-45.9375","-23.075",NA,"2004","03",NA,NA,NA,NA
"157","2021-03-01 16:38:46-03","UNICAMP","UEC","60348","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"Mendonça, RC; Walter, BMT; Dias, BJ; Pereira Neto, M","1253",NA,"Brazil","MG 230 (Patrocínio - Ibiá).",NA,"Árvore, 6 metros de altura; frutos imaturos de cor verde e quando maduros de cor preta. Folhas membranáceas.; cerrado situado a 5 km de Patrocínio.","UEC171994","UEC171994","Lima, R","1989","03","01","Minas Gerais","-46.904722","-18.970556",NA,NA,"Patrocínio",NA,NA,NA,"-46.904722","-18.970556",NA,"2003","04",NA,NA,NA,NA
"158","2021-03-01 16:38:46-03","UNICAMP","UEC","76085","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"Souza, VC; Miyagi, PH; Souza, JP; Nakagomi, MY","7043",NA,"Brazil","Estação Ecológica de Itapeva",NA,"Arbusto, ca. 2m alt.; frutos imaturos verdes, maduros vinho-escuros.","UEC172001","UEC172001","Lima, R","1994","11","12","São Paulo","-49.0525","-24.073611",NA,NA,"Itapeva",NA,NA,NA,"-49.0525","-24.073611",NA,"2004","03",NA,NA,NA,NA
"159","2021-03-01 16:38:46-03","UNICAMP","UEC","21593","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"Leitão Filho, HF; Barros, RC","10678",NA,"Brazil","Mata nas proximidades de Monte Verde.",NA,"Arvoreta até 4m, flores creme.","UEC171995","UEC171995","Lima, R","1979","11","19","Minas Gerais","-46.1446990966797","-22.7553005218506",NA,NA,"Camanducaia","22140","auto",NA,NA,NA,NA,"2003","04",NA,NA,NA,NA
"160","2021-03-01 16:38:46-03","UNICAMP","UEC","30717","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"Leitão Filho, HF; Shepherd, GJ; Yamamoto, K; Joly, CA","1713",NA,"Brazil","Campo do Saco",NA,"Arbusto 1,5m, flores de cor creme.","UEC171998","UEC171998","Lima, R","1982","11","30","Minas Gerais","-46.5614013671875","-21.7877998352051",NA,NA,"Poços de Caldas","23696","auto",NA,NA,NA,NA,"2003","04",NA,NA,NA,NA
"161","2021-03-01 16:38:46-03","UNICAMP","UEC","13317","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"Hatschbach, G","39163",NA,"Brazil","Rodeiozinho",NA,"Arbusto 2m, flor verde pálido. Orla da mata de galeria.","UEC172002","UEC172002","Lima, R","1976","11","08","Paraná","-49.6356010437012","-25.5839004516602",NA,NA,"Balsa Nova","27346","auto",NA,NA,NA,NA,"2004","03",NA,NA,NA,NA
"162","2021-03-01 16:38:46-03","UNICAMP","UEC","13316","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"Hatschbach, G","40719",NA,"Brazil","Retiro Grande",NA,"Arbusto 2m, frutos vinoso, de capoeira.",NA,NA,"Hatschbach, G","1978","01","03","Paraná","-49.5283012390137","-25.4585990905762",NA,NA,"Campo Largo","53742","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-03-01 16:38:46-03","UNICAMP","UEC","109171","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"Paiva, MRC; Francisco, EM; Alves, J","85",NA,"Brazil","Estrada para o Municipio de Reserva",NA,"Árvore 2,5m alt; frutos imaturos avermelhados e maduros arroxeado.","UEC171991","UEC171991","Vieira, AOS","1996","12","13","Paraná","-50.760799407959","-24.4449996948242",NA,NA,"Imbaú","16142","auto",NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA
"164","2021-03-01 16:38:46-03","UNICAMP","UEC","75562","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"Carrião, DJS; Uhlmann, A","08",NA,"Brazil","Parque Estadual do Cerrado",NA,"Arbusto de aproximadamente 2m de altura; frutos jovens.","UEC172003","UEC172003","Silva, SM","1994","01","15","Paraná","-49.7057991027832","-24.2511005401611",NA,NA,"Jaguariaíva","44368","auto",NA,NA,NA,NA,"1995","03","28",NA,NA,NA
"165","2021-03-01 16:38:46-03","UNICAMP","UEC","13318","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"Hatschbach, G","39199",NA,"Brazil","Joaquim Murtinho",NA,"Arbusto 2m, flor creme. Orla de capão.","UEC172005","UEC172005","Lima, R","1976","11","18","Paraná","-49.948600769043","-24.5261001586914",NA,NA,"Piraí do Sul","37171","auto",NA,NA,NA,NA,"2003","04",NA,NA,NA,NA
"166","2021-03-01 16:38:46-03","UNICAMP","UEC","70908","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"Cordeiro, J; Sobral, M","992",NA,"Brazil","Morro Sete",NA,"Arbusto 1,7m, frutos imaturos. Matinha nebular.","UEC172007","UEC172007","Lima, R","1993","01","14","Paraná","-49.0769004821777","-25.3656005859375",NA,NA,"Quatro Barras","17116","auto",NA,NA,NA,NA,"2003","04",NA,NA,NA,NA
"167","2021-03-01 16:38:46-03","UNICAMP","UEC","139389","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"Sá, KLVR; et al.","369",NA,"Brazil","Reserva Indígena São Jerônimo, Trilha da mata que vai para a cachoeira -no sol entre samambaias secas.",NA,"Arvoreta; frutos imaturos verdes","UEC172009","UEC172009","Sá, KLVR","2002","10","24","Paraná","-50.7411003112793","-23.7275009155273",NA,NA,"São Jerônimo da Serra","30511","auto",NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA
"168","2021-03-01 16:38:46-03","UNICAMP","UEC","130913","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"Francisco, EM; et al.","26214",NA,"Brazil","Fazenda São João",NA,"Arbusto 2m; flores brancas.","UEC171992","UEC171992",NA,"1998","05","15","Paraná","-51.0971984863281","-23.7233009338379",NA,NA,"Tamarana","23681","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-03-01 16:38:46-03","UNICAMP","UEC","103745","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"Souza, LRM; Francisco, EM; Chagas e Silva, F","21",NA,"Brazil","Área de estudo",NA,"Árvore 7m alt.; frutos imaturos verde-amarronzados/ frequente.","UEC172006","UEC172006","Vieira, AOS","1996","12","04","Paraná","-50.4606018066406","-25.3682994842529",NA,NA,"Teixeira Soares","31767","auto",NA,NA,NA,NA,"1998","11","16",NA,NA,NA
"170","2021-03-01 16:38:46-03","UNICAMP","UEC","36039","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"Sobral, M; Stehmann, JR","2790",NA,"Brazil","Faxinal",NA,"Arbusto 3m alt., em beira de mata; flores brancas.","UEC171997","UEC171997","Lima, R","1983","12",NA,"Rio Grande do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"Cambará do Sul","30776","auto",NA,NA,NA,NA,"2003","04",NA,NA,NA,NA
"171","2021-03-01 16:38:46-03","UNICAMP","UEC","55647","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"Meira Neto, JAA","558",NA,"Brazil","Estação Ecológica de Santa Bárbara",NA,"Arbusto com 1,3 metros, flores viridescentes anteras roxas, frutos vinosos.; Cerrado.","UEC171986","UEC171986","Lima, R","1990","04","26","São Paulo","-49.238899230957","-22.8805999755859",NA,NA,"Águas de Santa Bárbara","18363","auto",NA,NA,NA,NA,"2003","04",NA,NA,NA,NA
"172","2021-03-01 16:38:46-03","UNICAMP","UEC","23899","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"Voz, AF","334",NA,"Brazil","Parque Estadual de Campos de Jordão, Árvore nº 6",NA,"Arvoreta de +- 5m de altura, folhas nítidas verdes, mais escura na parte ventral, flores pardacentas.; Mata de araucária e Podocarpus","UEC172000","UEC172000","Lima, R","1979","11","23","São Paulo","-45.5900001525879","-22.7299995422363",NA,NA,"Campos do Jordão","21048","auto",NA,NA,NA,NA,"2003","04",NA,NA,NA,NA
"173","2020-10-14 10:05:51-03","FURB","FURB","48988","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Frangula","polymorpha",NA,"Frangula polymorpha","Reissek",NA,"Cotarelli, V.M.; Francisco, E.M.; Dall#?#Agnol, R.F. & Assumpção, M.Z.","358",NA,"Brasil","Mata do Pinhão.",NA,"Habito: Árvore com 4 metros de altura, frutos verdes e flores claras, lat 23°53#?#40.4#?##?#S e long 51°10#?#02.9#?##?#W.","FURB48988","FURB48988","Giulietti, A.M.","2008","10","01","Paraná","-51.2294006347656","-23.9013996124268",NA,NA,"Mauá da Serra","16036","auto",NA,NA,NA,NA,"2020","02",NA,NA,NA,NA
"174","2020-10-14 10:05:51-03","FURB","FURB","40302","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(reissek) m.c.johnst.",NA,"Silveira, M.; et al.","58",NA,"Brasil","Estrada para a Fazenda Alto Ribas.",NA,NA,"FURB41346","FURB41346","Vieira, AOS","1988","12","04","Paraná","-49.7057991027832","-24.2511005401611","900","900","Jaguariaíva","44368","auto",NA,NA,NA,NA,"1990",NA,NA,NA,NA,NA
"175","2021-03-16 17:54:48-03","UCS","HUCS","14576","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C. Johnst.",NA,"Wasum, R.A.","350",NA,"Brasil","RS 235",NA,"beira da estrada",NA,NA,"Smith, S.F.","1999","12","11","Rio Grande do Sul","-50.659444","-29.36","850","850","São Francisco de Paula",NA,NA,NA,"-50.659444","-29.36",NA,"2000","02",NA,NA,NA,NA
"176","2021-03-16 17:54:48-03","UCS","HUCS","14777","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C. Johnst.",NA,"Wasum, R.A.","360",NA,"Brasil","Barra do Arroio dos Novilhos",NA,"interior da mata",NA,NA,"Smith, S.F.","1999","12","17","Rio Grande do Sul","-50.66","-28.758333","800","800","Jaquirana",NA,NA,NA,"-50.66","-28.758333",NA,"2000","05",NA,NA,NA,NA
"177","2021-03-16 17:54:48-03","UCS","HUCS","18406","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C. Johnst.",NA,"Wasum, R.A.","1212",NA,"Brasil","RS 235",NA,"interior da mata",NA,NA,"Smith, S.F.","2001","11","04","Rio Grande do Sul","-50.709722","-29.326944","830","830","São Francisco de Paula",NA,NA,NA,"-50.709722","-29.326944",NA,"2002","09",NA,NA,NA,NA
"178","2021-03-16 17:54:50-03","UCS","HUCS","24504","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C. Johnst.",NA,"Wasum, R.A.","2219a",NA,"Brasil","Usina da Toca",NA,"orla da mata-junto ao caminho da Usina",NA,NA,"Smith, S.F.","2004","11","20","Rio Grande do Sul","-50.740556","-29.290278","750","750","São Francisco de Paula",NA,NA,NA,"-50.740556","-29.290278",NA,"2005","03",NA,NA,NA,NA
"179","2021-03-16 17:54:50-03","UCS","HUCS","7944","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C. Johnst.",NA,"Silva, J.M.","995",NA,"Brasil","Cidade Industrial",NA,"Arbusto 3, 50m. , frutos pretos.&nf;Doação Herbário MBM; Interior do capão",NA,NA,"Hatschbach, G.","1991","02","17","Paraná",NA,NA,NA,NA,"Curitba",NA,NA,NA,NA,NA,NA,"1991",NA,NA,NA,NA,NA
"180","2021-03-16 17:54:48-03","UCS","HUCS","14718","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C. Johnst.",NA,"Kegler, A.","356",NA,"Brasil",NA,NA,"orla de capoeirão",NA,NA,"Smith, S.F.","1999","11","09","Rio Grande do Sul","-51.0680999755859","-28.9710998535156","800","800","São Marcos","15120","auto",NA,NA,NA,NA,"2000","05",NA,NA,NA,NA
"181","2021-03-16 17:54:48-03","UCS","HUCS","20255","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C. Johnst.",NA,"Kegler, A.","1454",NA,"Brasil","Ana Rech",NA,"interior de mata secundária",NA,NA,"Smith, S.F.","2003","02","04","Rio Grande do Sul","-51.1794013977051","-29.1681003570557","780","780","Caxias do Sul","49662","auto",NA,NA,NA,NA,"2003","03",NA,NA,NA,NA
"182","2021-03-16 17:54:50-03","UCS","HUCS","20260","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C. Johnst.",NA,"Kegler, A.","1446",NA,"Brasil","Criúva- São Francisco",NA,"mata primária",NA,NA,"Smith, S.F.","2003","02","01","Rio Grande do Sul","-51.1794013977051","-29.1681003570557","780","780","Caxias do Sul","49662","auto",NA,NA,NA,NA,"2003","03",NA,NA,NA,NA
"183","2021-03-16 17:54:48-03","UCS","HUCS","18683","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C. Johnst.",NA,"Wasum, R.A.","1295",NA,"Brasil","Estrada para Taquara",NA,"beira da mata",NA,NA,"Smith, S.F.","2001","12","23","Rio Grande do Sul","-50.5835990905762","-29.4480991363525","830","830","São Francisco de Paula","76715","auto",NA,NA,NA,NA,"2002","04",NA,NA,NA,NA
"184","2021-03-16 17:54:48-03","UCS","HUCS","13234","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C. Johnst.",NA,"Rossato, M.","95",NA,"Brasil","Fazenda do Tijuco",NA,"beira do caminho -interior da mata",NA,NA,"Smith, S.F.","1999","03","20","Rio Grande do Sul","-50.4166984558105","-28.6678009033203","890","890","Bom Jesus","55856","auto",NA,NA,NA,NA,"1999","06",NA,NA,NA,NA
"185","2021-03-16 17:54:50-03","UCS","HUCS","28171","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C. Johnst.",NA,"Wasum, R.A.","3434",NA,"Brasil","Gruta do Monge",NA,"orla da mata",NA,NA,"Smith, S.F.","2006","01","18","Paraná","-49.7158012390137","-25.7696990966797","900","900","Lapa","49965","auto",NA,NA,NA,NA,"2006","07",NA,NA,NA,NA
"186","2021-03-16 17:54:50-03","UCS","HUCS","2111","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C. Johnst.",NA,"Wasum, R.A.","s.n.",NA,"Brasil","Jaquirana",NA,"arbusto na beira da mata",NA,NA,"Smith, S.F.","1986","10","26","Rio Grande do Sul","-50.5835990905762","-29.4480991363525",NA,NA,"São Francisco de Paula","76715","auto",NA,NA,NA,NA,"1996","11",NA,NA,NA,NA
