"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","typeStatus","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","individualCount"
"18","2020-12-21 16:39:55-03","MBM","MBM","25858","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng., Arr. & Izag.","Rúgolo, Z.",NA,NA,NA,"Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.",NA,NA,NA,"Brazil","Paraná","General Carneiro","Cabeceiras do Rio Iratim","-51.315601348877","-26.4274997711182",NA,NA,"MBM025858","MBM025858","13723","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"33284","auto",NA,NA
"19","2020-12-21 16:39:55-03","MBM","MBM","9503","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng., Arr. & Izag.","Longhi-Wagner, H.M.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Morretes","Estrada da Graciosa, Grota Funda","-48.834400177002","-25.476900100708",NA,NA,"MBM009503","MBM009503","20702","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA
"20","2020-12-21 16:39:55-03","MBM","MBM","25857","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng., Arr. & Izag.","Rúgolo, Z.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Piraquara","Estrada da Graciosa, Alto da Serra","-49.0633010864258","-25.4416999816895",NA,NA,"MBM025857","MBM025857","2936","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA
"21","2020-12-21 16:39:55-03","MBM","MBM","25856","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng., Arr. & Izag.","Rúgolo, Z.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Piraquara","Pinhais","-49.0633010864258","-25.4416999816895",NA,NA,"MBM025856","MBM025856","2937","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA
"22","2020-12-21 16:39:55-03","MBM","MBM","25509","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng., Arr. & Izag.","Longhi-Wagner, H.","2008","10",NA,"Hatschbach, G.","1957","11","28","Brazil","Paraná","Tijucas do Sul","Várzea.","-49.1988983154297","-25.9281005859375",NA,NA,"MBM025509","MBM025509","4322","Southern America",NA,NA,"Do brejo (borda)",NA,NA,NA,NA,NA,"25228","auto",NA,NA
"23","2019-11-01 15:28:33-03","PUC-RIO","FCAB","1333","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng. et al.",NA,"1997","04","23","P. Capell S.J.","1951","12","15","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"001333",NA,"s.n.",NA,NA,NA,"Nome do determinador não legível.",NA,"Angiospermae",NA,NA,NA,"21048","auto",NA,NA
"24","2020-12-11 11:44:56-03","UFMG","BHCB","149877","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng. et al.",NA,NA,NA,NA,"Almeida, TE; Mota, NFO; Ramalho, AJ; Lau, BL; Viana, PL","2011","03","19","Brasil","Minas Gerais","Delfim Moreira","Fazenda Boa Esperança; trilha dos Romeiros, Floresta Ombrófila Mista em regeneração","-45.308722","-22.592417","-45.308722","-22.592417",NA,NA,"2930","Southern America",NA,NA,"Erva terrestre a beira de estrada","Monocotyledon",NA,NA,"1598","1598",NA,NA,NA,NA
"25","2011-06-08 17:15:00-03","MO","MOBOT","1452418","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng., B.R. Arrill. & Izag.",NA,NA,NA,NA,"José Steinbach",NA,NA,NA,"Bolivia","Cochabamba","Chapare","Aduana",NA,NA,NA,NA,NA,NA,"Steinbach G. 9695","South America",NA,NA,NA,NA,NA,NA,"2850.00000000",NA,NA,NA,NA,NA
"26","2008-05-27 22:02:00-03","MO","MOBOT","2222188","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng., B.R. Arrill. & Izag.",NA,NA,NA,NA,"R. Baar","1989","4","26","Bolivia","Cochabamba",NA,NA,NA,NA,NA,NA,NA,NA,"Baar 360","South America",NA,NA,NA,NA,NA,NA,"3045.00000000",NA,NA,NA,NA,NA
"27","2010-06-19 20:20:00-03","MO","MOBOT","2232575","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng., B.R. Arrill. & Izag.",NA,NA,NA,NA,"Roberto Kiesling","1976","12","13","Argentina","Tucumán","Chicligasta","Cuesta del Clavillo",NA,NA,NA,NA,NA,NA,"Kiesling 1230","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-09-12 05:00:02-03","US","US","3720312","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng.","Barbera, P.",NA,NA,NA,"P. M. Peterson, R. J. Soreng & K. Romashchenko","2007","3","6","Peru","Huánuco","Pachitea","ENE of Huanuco ca. 21 air km, 13 km ESE of Puerto Rancho jct. (Hwy 3, near S side of bridge over Rio Huallaga ) on rd to Panao","-76.0486","-9.86475",NA,NA,NA,NA,"20351","South America - Neotropics",NA,NA,NA,NA,"Cyperales",NA,"2498",NA,NA,NA,"Monocotyledonae","1"
"29","2020-09-02 16:35:59-03","Cenargen","CEN","10277","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng., B.R.Arrill. & Izag.","J. F. M. Valls","2015","01",NA,"Luciano de Bem Bianchetti","1986","04","06","Brasil","RJ","NOVA FRIBURGO","Subindo o Morro da Caledônia a 7 km do Camping Club do Brasil (RJ-2). Beira da estrada.","-42.5311012268066","-22.2819004058838","-4253333.0","-2228333.0","CEN00010277","CEN00010277","390",NA,"Exsicatas",NA,NA,NA,NA,NA,"1935","1935","33190","auto",NA,"1"
"30","2020-09-02 16:35:59-03","Cenargen","CEN","3621","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng., B.R.Arrill. & Izag.","J. F. M. Valls","2015","01",NA,"José Francisco Montenegro Valls","1970","12","30","Brasil","RS","BOM JESUS","Serra da Rocinha, campo alto da Beira dos Aparados.","-50.4166984558105","-28.6678009033203",NA,NA,"CEN00003621","CEN00003621","1414",NA,"Exsicatas",NA,"Abundante no campo úmido da beira das turfeiras e na borda dos peraus, formando touceiras densas com cerca de 40cm de altura. Panículas semi-inclusas na ocasião da coleta. ICN Nº 10170.",NA,NA,NA,NA,NA,"55856","auto",NA,"1"
"31","2020-09-02 16:35:59-03","Cenargen","CEN","3614","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng., B.R.Arrill. & Izag.","A. N. Kämpf","1974","09",NA,"José Francisco Montenegro Valls","1974","01","07","Brasil","RS","PASSO FUNDO","Estrada P.Fundo_Erechi, 29 km ao sul do entroncamento com a estr. Getúlio Vargas_Sananduva.","-52.4067001342773","-28.2628002166748","0.0","0.0","CEN00003614","CEN00003614","3076",NA,"Exsicatas",NA,"Em banhado semi-aterrado pela construção da estrada. Doação do Herbário Depto. Bot. da U.F.R.G.S.- Porto Alegre.",NA,NA,NA,NA,NA,"25060","auto",NA,"1"
"32","2020-09-02 16:35:59-03","Cenargen","CEN","3583","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng., B.R.Arrill. & Izag.","A. N. Kämpf","1974","09",NA,"José Francisco Montenegro Valls","1974","01","09","Brasil","SC","CAMPOS NOVOS","12 km E da cidade na estr. Campos Novos - Curitibanos.","-51.2249984741211","-27.4016990661621",NA,NA,"CEN00003583","CEN00003583","3111",NA,"Exsicatas",NA,"Doação do Herbário do Depto. Bot. da U.F.R.G.S. - Porto Alegre.",NA,NA,NA,NA,NA,"43319","auto",NA,"1"
"33","2020-08-20 20:41:15-03","UFSC","FLOR","34467","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng. et al.","Longhi-Wagner, H.M.","2006",NA,NA,"Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","2006","03","08","Brasil","Santa Catarina","Urubici","Campo dos Padres, em direção ao Morro Boa Vista.","-49.3375","-27.9475","49º20'15''W","27º56'51''S","FLOR0034467","FLOR0034467","853",NA,NA,NA,NA,NA,"Poales",NA,"1508","1508",NA,NA,NA,NA
"34","2020-08-20 20:41:15-03","UFSC","FLOR","34482","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng. et al.","Longhi-Wagner, H.M.","2006",NA,NA,"Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","2006","03","08","Brasil","Santa Catarina","Urubici","Campo dos Padres, em direção ao Morro Boa Vista.","-49.3375","-27.9475","49º20'15''W","27º56'51''S","FLOR0034482","FLOR0034482","868",NA,NA,NA,NA,NA,"Poales",NA,"1508","1508",NA,NA,NA,NA
"35","2020-08-20 20:41:15-03","UFSC","FLOR","37640","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng. et al.","Dalmolim, E.","2013",NA,NA,"Guimarães, F.B.","2010","01","09","Brasil","Santa Catarina","Urubici","Morro da Igreja, Parque Nacional de São Joaquim.","-49.480833","-28.1275","49º28'51''W","28º7'39''S","FLOR0037640",NA,"1160",NA,NA,NA,NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA
"36","2020-08-20 14:59:24-03","UFSC","FLOR","48040","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng. et al.",NA,NA,NA,NA,"Santos, E.D.","2012","11","27","Brasil","Santa Catarina","Rancho Queimado",NA,"-47.148333","-27.683611","47º8'54''W","27º41'1''S","FLOR0048040",NA,"19",NA,NA,NA,NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA
"37","2020-08-20 14:59:24-03","UFSC","FLOR","50562","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng. et al.","Campestrini, S.","2013","06","12","Campestrini, S.; Trevisan, R.; Weber, P. & Venturi, S.","2013","01","24","Brasil","Santa Catarina","Água Doce","Próximo à BR 280 e as usinas eólicas.","-51.606111","-26.597222","51º36'22''W","26º35'50''S","FLOR0050562",NA,"424",NA,NA,NA,"Banhado turfoso em campo natural. Erva.",NA,"Poales",NA,"1283","1283",NA,NA,NA,NA
"38","2020-08-20 20:41:15-03","UFSC","FLOR","34885","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng. et al.","Longhi-Wagner, H.M.","2007",NA,NA,"Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","2006","04","27","Brasil","Santa Catarina","Urubici","Fazenda da Sra. Sônia Munareto, parte oeste dos campos do Rio Espraiado, Campo dos Padres.","-49.3325","-27.999167","49º19'57''W","27º59'57''S","FLOR0034885","FLOR0034885","1093",NA,NA,NA,"Raro.",NA,"Poales",NA,"1427","1427",NA,NA,NA,NA
"39","2020-08-20 20:41:15-03","UFSC","FLOR","4254","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng. et al.","Smith, L.B.","1978",NA,NA,"Klein, R.M.; Bresolin, A","1976","01","28","Brasil","Santa Catarina","Imbuia",NA,"-49.423900604248","-27.4927997589111",NA,NA,"FLOR0004254",NA,"11659",NA,NA,NA,"Rara Habitat: pastagem",NA,"Poales",NA,"700","700","16577","auto",NA,NA
"40","2020-08-20 20:41:15-03","UFSC","FLOR","4255","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng. et al.","Smith, L.B.","1978",NA,NA,"Klein, R.M.; Bresolin, A.","1976","01","28","Brasil","Santa Catarina","Ituporanga","Ilha Grande.","-49.6025009155273","-27.414400100708",NA,NA,"FLOR0004255",NA,"11644",NA,NA,NA,"Habitat: Pastagem de Várgea",NA,"Poales",NA,NA,NA,"24812","auto",NA,NA
"41","2020-08-20 20:41:15-03","UFSC","FLOR","36287","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng. et al.","Dalmolim, E.","2013",NA,NA,"Zanin, A.; Santos, B.H.","2007","12","27","Brasil","Santa Catarina","Urubici","Morro da Igreja.","-49.5917015075684","-28.0149993896484",NA,NA,"FLOR0036287",NA,"1459",NA,NA,NA,"Habitat: campo",NA,"Poales",NA,NA,NA,"30102","auto",NA,NA
"42","2020-08-20 20:41:15-03","UFSC","FLOR","42230","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng. et al.","Dalmolim, E.","2013",NA,NA,"Prompt, A.; Zanin, A.","2009","02","10","Brasil","Santa Catarina","Urubici","Morro da Igreja, Parque Nacional de São Joaquim.","-49.5917015075684","-28.0149993896484",NA,NA,"FLOR0042230","FLOR0042230","35",NA,NA,NA,"erva. Foto em detalhe da espigueta. Habitat: campo",NA,"Poales",NA,NA,NA,"30102","auto",NA,NA
"43","2020-08-20 20:41:15-03","UFSC","FLOR","42276","PreservedSpecimen","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng. et al.","Dalmolim, E.","2013",NA,NA,"Prompt, A.; Zanin, A.","2009","02","10","Brasil","Santa Catarina","Urubici","Morro da Igreja, Parque Nacional de São Joaquim.","-49.5917015075684","-28.0149993896484",NA,NA,"FLOR0042276",NA,"34",NA,NA,NA,"erva Habitat: campo úmido",NA,"Poales",NA,NA,NA,"30102","auto",NA,NA
"44","2021-02-08 12:52:25-03","UFRGS","ICN","137734","S","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng., B.R. Arrill. & Izag.","Lerina, R",NA,NA,NA,"Moura, R",NA,NA,NA,"Brasil","RJ","Itatiaia","Parque Nacional do Itatiaia Abrigo Rebouças","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"361","América do Sul",NA,NA,"Espécie ameaçada de extinção (Vulnerável).","Monocotyledon",NA,NA,"2800","2800","19648","auto",NA,NA
"45","2021-02-08 12:52:25-03","UFRGS","ICN","019333","S","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng., B.R. Arrill. & Izag.",NA,NA,NA,NA,"?",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-08 12:52:25-03","UFRGS","ICN","034648","S","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng., B.R. Arrill. & Izag.","Bosak",NA,NA,NA,"Winge","1976","12","19","Brasil","RJ","Agulhas Negras",NA,NA,NA,NA,NA,NA,NA,"903","América do Sul",NA,NA,"Espécie ameaçada de extinção (Vulnerável).","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-02-08 12:52:25-03","UFRGS","ICN","034649","S","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng., B.R. Arrill. & Izag.","Bosak",NA,NA,NA,"Winge","1976","12","19","Brasil","RJ","Agulhas Negras",NA,NA,NA,NA,NA,NA,NA,"929","América do Sul",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Perto da cascata.","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-02-08 12:52:25-03","UFRGS","ICN","150511","S","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng., B.R. Arrill. & Izag.","Longhi-Wagner, HM",NA,NA,NA,"Zanin, A; et al.","2006","04","27","Brasil","SC","Urubici","Campo dos Padres Fazenda da Sra. Sônia Munaretto parte oeste dos campos do Rio Espraiado 27°59'57 S 49°19'57 W","-49.3325","-27.999167","-49.3325","-27.999167",NA,NA,"1093","América do Sul",NA,NA,"Doação Herbário FLOR.; Raro.","Monocotyledon",NA,NA,"1427","1427",NA,NA,NA,NA
"49","2021-02-08 12:52:25-03","UFRGS","ICN","041720","S","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng., B.R. Arrill. & Izag.","Valls, JFM",NA,NA,NA,"Rambo, B","1950","01","18","Brasil","RS","Rocinha","Aparados da Rocinha para Bom Jesus",NA,NA,NA,NA,NA,NA,"45410","América do Sul",NA,NA,"Espécie ameaçada de extinção (Vulnerável).","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-02-08 12:52:25-03","UFRGS","ICN","082720","S","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng., B.R. Arrill. & Izag.","Longhi-Wagner, HM","1992",NA,NA,"Valls, JFM","1984","11",NA,"Brasil","SC",NA,NA,NA,NA,NA,NA,NA,NA,"8110","América do Sul",NA,NA,"Espécie ameaçada de extinção (Vulnerável).","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-02-08 12:52:25-03","UFRGS","ICN","101111","S","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng., B.R. Arrill. & Izag.",NA,NA,NA,NA,"Rúgolo, Z; et al.","1992","12","10","Brasil","PR",NA,"Camino de Palmas a Ubaldino Taques, a 19 Km de Palmas",NA,NA,NA,NA,NA,NA,"1633","América do Sul",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; En borde de selva. Solo húmedo.","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-02-08 12:52:25-03","UFRGS","ICN","150412","S","Plantae","Poaceae","Agrostis","lenis","Agrostis lenis","Roseng., B.R. Arrill. & Izag.",NA,NA,NA,NA,"Zanin, A; et al.","2006","03","08","Brasil","SC","Urubici","Campo dos Padres em direção ao Morro Boa Vista","-49.3375","-27.9475","-49.3375","-27.9475",NA,NA,"853","América do Sul",NA,NA,"Doação Herbário FLOR.; Campo com gado.","Monocotyledon",NA,NA,"1508","1508",NA,NA,NA,NA
