"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount"
"11","2020-06-29 11:29:49-03","UFRJ","RFA","31257","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G.Don","C.M. Vieira","M.A. Louzada; J.C. Gomes",NA,"2002",NA,NA,NA,"Brasil","Rio de Janeiro","Matas de encosta. Coletas da amostragrem fitossociológica. Parcela: P2; Ind.: 162",NA,NA,"RFA41000",NA,"Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-08 17:37:58-03","EAO","IAN","22226","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia","Peyr.",NA,"Riedel, L","659",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"IAN022226","IAN022226_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 08:58:00-03","NBC","NL-BOTANY","L.3812663","PreservedSpecimen","Plantae",NA,"Celastrales","Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G.Don",NA,"Guedes R; et al.",NA,"1991","09","19","Southern America","Brazil",NA,"Brasil, Rio de Janeiro (RJ), Guapimirim. Estação Ecológica Estadual de Paraíso.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3812663 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3812663","NL-L3812663",NA,"-42.883333","-22.483333",NA,NA,NA,NA,"Magnoliopsidae","-42.883333","-22.483333",NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:58:00-03","NBC","NL-BOTANY","U.1196951","PreservedSpecimen","Plantae",NA,"Celastrales","Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G.Don","Mennega AMW","Ellenberg H",NA,"1957","09","17","Southern America","Peru","Loreto","Junin n. Iquitos",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1196951 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1196951","NL-U1196951",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0121963",NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:04:44-03","ESALQ","ESA","114808","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia",NA,"Lombardi, J.A.","Campos, M.C.R.","656.0","2006","05","09",NA,"Brasil","São Paulo",NA,NA,NA,"ESA114808","ESA114808","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"34265","auto",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA
"16","2020-11-04 11:04:44-03","ESALQ","ESA","125363","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia",NA,"Lombardi, J.A.","Cabral, F.N.","931.0","2013","03","31",NA,"Brasil","São Paulo","Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa",NA,"Arvoreta de 2m. Ritidoma lenticelado, casca viva creme/amarelado, alburno creme. Com flor pistilada e botões.","ESA125363",NA,"Miracatu","-47.34483","-24.03332",NA,NA,NA,NA,NA,"-47.34483","-24.03332",NA,"2013","04","18",NA,NA,NA
"17","2020-11-04 11:04:44-03","ESALQ","ESA","124829","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia",NA,"Potascheff, C.M.; Liboni, A.P.; Fagundes, I.C.; Cabral, F.N.","Cabral, F.N.",NA,"2013","03","31",NA,"Brasil","São Paulo","UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (approx. 2km). Floresta Ombrófila Densa",NA,"Arvoreta de 2m (mesma planta que FC 931). Com flor estaminada","ESA124829",NA,"Tapiraí","-47.34417","-24.03141",NA,NA,NA,NA,NA,"-47.34417","-24.03141",NA,"2013","03","31",NA,NA,NA
"18","2020-11-04 11:04:44-03","ESALQ","ESA","124075","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia",NA,"Lombardi, J.A.","Cabral, F.N. ; Potascheff, C.M.","931.0","2013","03","31",NA,"Brasil","São Paulo","Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa",NA,"Arvoreta de 2m. Ritidoma lenticelado, casca viva creme/amarelado, alburno creme. Com flor pistilada e botões.","ESA124075",NA,"Tapiraí","-47.34483","-24.03332",NA,NA,NA,NA,NA,"-47.34483","-24.03332",NA,"2013","04","18",NA,NA,NA
"19","2021-01-14 15:26:56-03","MN","R","8198","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G. Don","Lombardi, J.A.","Glaziou, A.F.M.","17485","1888","06","28",NA,"Brasil","Rio de Janeiro",NA,NA,"Plantas do Brasil Central","R000008198","R000008198_001","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,"1999","10",NA,NA,NA,NA
"20","2021-03-13 02:21:33-03","UFPI","TEPB","30639","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia",NA,NA,"G. MARTINELLI",NA,NA,NA,NA,NA,"Brasil","Piauí",NA,NA,"Ambiente: Cerrado",NA,NA,"Caracol","-43.3300018310547","-9.27861022949219",NA,NA,"21070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:31:46-03","UNICAMP","UEC","121655","S","Plantae","Magnoliopsida",NA,"Hippocrateaceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G.Don","Lombardi, JA","Souza, FM; Duarte, AR; Sampaio, D; Bernhardt, R; Rodrigues, RR; Souza, VC","157","2001","04","16",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar",NA,"Árvora, ca. 3m alt; flores creme.; Floresta ombrófila densa baixomontana no entorno do vale.","UEC068904","UEC068904","Itanhaém","-46.81825","-24.0475",NA,NA,NA,NA,NA,"-46.81825","-24.0475",NA,"2009","06",NA,NA,NA,NA
"22","2021-03-01 16:31:46-03","UNICAMP","UEC","166867","S","Plantae","Magnoliopsida",NA,"Hippocrateaceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G.Don","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, JC","107","2010","06","01",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar.",NA,"Árvore com 4 m.; Mata Atlântica.","UEC005713","UEC005713","Caraguatatuba","-45.505","-23.636111","50","90",NA,NA,NA,"-45.505","-23.636111",NA,"2010","12",NA,NA,NA,NA
"23","2021-03-01 16:31:46-03","UNICAMP","UEC","174061","S","Plantae","Magnoliopsida",NA,"Hippocrateaceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G.Don","Sanchez, M","Pedroni, F; Belinello, R; Sanchez, M; Laps, RR","1455","1997","01","10",NA,"Brazil","São Paulo","Picinguaba. Próximo à trilha do corisco.",NA,"Árvore 987 com 7 m de altura, vegetativo.; Mata Atlântica de Encosta.","UEC080107","UEC080107","Ubatuba","-44.835","-23.336667","120","120",NA,NA,NA,"-44.835","-23.336667",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:31:46-03","UNICAMP","UEC","174066","S","Plantae","Magnoliopsida",NA,"Hippocrateaceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G.Don","Sanchez, M","Pedroni, F; Sanchez, M","1852","1998","01","24",NA,"Brazil","São Paulo","Picinguaba",NA,"Árvore 987 com 7 m de altura, vegetativo.; Mata Atlântica de Encosta, próximo à trilha do corisco.","UEC089244","UEC089244","Ubatuba","-44.835","-23.336667","120","120",NA,NA,NA,"-44.835","-23.336667",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:31:46-03","UNICAMP","UEC","147736","S","Plantae","Magnoliopsida",NA,"Hippocrateaceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G.Don",NA,"Campos, MCR; Belinello, R; Assis, MA; Guaraldo, A; Belinello, R","579","2006","05","09",NA,"Brazil","São Paulo","Trilha da Casa da Farinha",NA,"Altura 4m.","UEC068903","UEC068903","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2014-10-14 15:56:29-03","BS","M","M-0111160","S","Plantae","Magnoliophyta","Celastrales","Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart. ex Schult.) G.Don",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"M0111160",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA
"27","2014-10-14 15:56:29-03","BS","M","M-0111161","S","Plantae","Magnoliophyta","Celastrales","Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart. ex Schult.) G.Don",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"Brasilia Provinc. Rio de Janeiro.",NA,NA,"M0111161",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA
"28","2014-10-14 15:56:29-03","BS","M","M-0111162","S","Plantae","Magnoliophyta","Celastrales","Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart. ex Schult.) G.Don",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"Habitat in sylvis ad Sebastianopolin; Provinciae Rio de Jo.",NA,NA,"M0111162",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA
"29","2014-10-14 15:56:29-03","BS","M","M-0111163","S","Plantae","Magnoliophyta","Celastrales","Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart. ex Schult.) G.Don",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"Brasilia Provinc. Rio de Janeiro.",NA,NA,"M0111163",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA
"30","2014-10-14 15:56:29-03","BS","M","M-0111164","S","Plantae","Magnoliophyta","Celastrales","Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart. ex Schult.) G.Don",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"Habitat in sepibus sylvisque caeduis ad M. Corcovado. Provinciae Rio de Jano.",NA,NA,"M0111164",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA
"31","2020-06-29 09:30:01-03","UFRRJ","RBR","22436","S","Plantae",NA,NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G.Don",NA,"I.M. Silva","458","1995","11","15",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Barrelão. Reserva Biológica do Tinguá",NA,NA,"RBR00022436","RBR00022436","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 09:30:01-03","UFRRJ","RBR","25956","S","Plantae",NA,NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G.Don",NA,"H.C. Rodrigues","s.n.","1994","03","30",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Estrada do Ouro, Linha 1. Reserva Biológica do Tinguá",NA,NA,"RBR00025956","RBR00025956","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 09:30:01-03","UFRRJ","RBR","39083","S","Plantae",NA,NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G.Don","T.A. Amorim","B.L. Tiellet","09","2016","09","28",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Projeto PPBIO, Parcela 1 , Duto ORBEL 2, Entrada da trilha pela estrada da Boa Esperança, passando pela estrada da CEDAE. Reserva Biológica do Tinguá",NA,NA,"RBR00039083","RBR00039083","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,"25743","auto",NA,NA,NA,NA,"2016","10","11",NA,NA,NA
"34","2020-06-29 09:30:01-03","UFRRJ","RBR","4735","S","Plantae",NA,NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G.Don",NA,"M.B. Loureiro","10","2001","02","20",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá Reserva Biológica do Tinguá",NA,NA,"RBR00004735","RBR00004735","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 09:30:01-03","UFRRJ","RBR","25957","S","Plantae",NA,NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G.Don",NA,"H.C. Rodrigues","s.n.","1994","03","30",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Estrada do Ouro, Linha 1. Reserva Biológica do Tinguá",NA,NA,"RBR00025957","RBR00025957","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 09:30:01-03","UFRRJ","RBR","22437","S","Plantae",NA,NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G.Don",NA,"P.R.C. Farag","15","1994","09","24",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá Reserva Biológica do Tinguá",NA,NA,"RBR00022437","RBR00022437","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:20:35-03","MBM","MBM","29481","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G. Don","Rizzini, C.T.","Brade, A.C.; et al.; et al.","18409",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Jatiboca",NA,NA,"MBM029481","MBM029481","Itaguaçu","-40.855598449707","-19.8019008636475",NA,NA,"26990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:20:35-03","MBM","MBM","146764","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G. Don",NA,"Santos, T.S. dos","3947",NA,NA,NA,"Southern America","Brazil","Bahia","Área do CEPEC",NA,NA,"MBM146764","MBM146764","Ilhéus","-39.0494003295898","-14.7889003753662",NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:20:35-03","MBM","MBM","90038","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G. Don","Lombardi, J.A.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","46878",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Muniz Freire, arredores",NA,NA,"MBM090038","MBM090038","Muniz Freire","-41.4131011962891","-20.4641990661621",NA,NA,"30072","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:20:35-03","MBM","MBM","352548","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G. Don","Lima, M.P.M. de","Pessoa, S.V.A.; et al.; et al.","588","1991","08","29","Southern America","Brazil","Rio de Janeiro","Estação Ecológica Estadual de Praíso. Picada para a Serra dos Brejos.",NA,"Árvore, folhas discolores verdes, botões florais verde-azulados. Altura 6m.","MBM352548","MBM352548","Guapimirim","-42.9818992614746","-22.5372009277344","100","230","21463","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:20:35-03","MBM","MBM","29480","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G. Don","Rizzini, C.T.","Kuhlmann, J.G.","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Botafogo",NA,NA,"MBM029480","MBM029480 MBM029480_1","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-01 15:33:05-03","PUC-RIO","FCAB","7823","PreservedSpecimen","Plantae",NA,"Angiospermae","Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart. ex Schult.) G.Don","J.M.A Braga","J.M. Freire; R.R. Oliveira; B.L. Rosendo","658","2010","06","10",NA,"Brasil","Rio de Janeiro","Maciço da Pedra Branca 10.10",NA,"Árvore com 7 m de altura, com 25 cm de CAP.","FCAB007823",NA,"Camorim","-75.021889","-66.3025","470","470",NA,NA,NA,"-75.021889","-66.3025",NA,NA,NA,NA,NA,NA,NA
"43","2015-09-17 11:05:07-03","MNHN","RECOLNAT_MNHN_P","P00130534","PreservedSpecimen",NA,NA,NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G.Don","Lombardi","Glaziou, A.",NA,"1882","4","4",NA,"Brésil",NA,"Rio de Janeiro : Nova Friburgo","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00130534' target='other'> <mi>dwc_moreinfo</mi></a>","P00130534","P00130534_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13582",NA
"44","2015-09-04 12:42:36-03","MNHN","RECOLNAT_MNHN_P","P00130552","PreservedSpecimen",NA,NA,NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G.Don","Lombardi","Glaziou, A.",NA,"1888","6","28",NA,"Brésil",NA,"Rio de Janeiro : Floresta da Tejuca, jour de ma première visite comme administrateur de cette forêt","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00130552' target='other'> <mi>dwc_moreinfo</mi></a>","P00130552","P00130552_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2015-09-05 09:30:57-03","MNHN","RECOLNAT_MNHN_P","P00130560","PreservedSpecimen",NA,NA,NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G.Don","Lombardi","Nadeaud, J.",NA,"1862","8",NA,NA,"Brésil",NA,"Bois sombres de Copa-Caboma et du Corcovado","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00130560' target='other'> <mi>dwc_moreinfo</mi></a>","P00130560","P00130560_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:34:32-03","UFMG","BHCB","34488","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart. ex Schult.) G.Don",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:34:32-03","UFMG","BHCB","34494","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart. ex Schult.) G.Don",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:34:32-03","UFMG","BHCB","34494","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart. ex Schult.) G.Don",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:34:32-03","UFMG","BHCB","34488","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart. ex Schult.) G.Don",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
