"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","02679543","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","O. Thier","OT1414","2009","02","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3180994' target='other'> <mi>dwc_moreinfo</mi></a>","NY02679543",NA,"Magnoliophyta","Magnoliales","Schltdl.","Rio de Janeiro","Cachoeiras de Macacu","Street between Funchal and Guapiaçu. near Persona água mineral companhia.","-42.7625","-22.4744445",NA,NA,"NY02679543_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00836896","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","R. C. Forzza","324","1997","10","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=923800' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836896",NA,"Magnoliophyta","Magnoliales","Schltdl.","Minas Gerais","Santana do Riacho","Serra do Cipó. Córrego Grande-Bandeirinha","-43.7142","-19.1692",NA,NA,"NY00836896_01","R. de Mello-Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00836701","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","J. A. Ratter","R3656","1976","09","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922786' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836701",NA,"Magnoliophyta","Magnoliales","Schltdl.","Distrito Federal","Brasília","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km. SSW of Brasília TV tower.","-47.9294","-15.7797",NA,NA,"NY00836701_01","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00836865","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","H. S. Irwin","22553","1969","01","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=923777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836865",NA,"Magnoliophyta","Magnoliales","Schltdl.","Minas Gerais",NA,"Vicinity of Datas. Serra do Espinhaço.","-43.68","-18.43","1300","1300","NY00836865_01","P. J. M. Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00836871","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","R. de Mello-Silva","1385","1997","05","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=923801' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836871",NA,"Magnoliophyta","Magnoliales","Schltdl.","Minas Gerais","Caeté","Serra da Piedade","-43.6741667","-19.8175","1620","1620","NY00836871_01","R. de Mello-Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","395670","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","G. G. Hatschbach","51190","1994","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=717340' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395670",NA,"Magnoliophyta","Magnoliales","Schltdl.","Espírito Santo","Domingos Martins","Rod. BR-262, Rio Jucu Braço Sul, próximo a Vitor Hugo","-40.879922","-20.414572",NA,NA,"NY00395670_01","R. de Mello-Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00836868","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","J. A. Ratter","R3422","1976","08","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=923787' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836868",NA,"Magnoliophyta","Magnoliales","Schltdl.","Distrito Federal","Brasília","Close to the Escola Fazendária, c. 11km SE of the Brasília TV Tower.","-47.9294","-15.7797",NA,NA,"NY00836868_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1145099","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","A. Pontes","580","2003","03","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305780' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145099",NA,"Magnoliophyta","Magnoliales","Schltdl.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra. Estrada São Roque de Minas-Sacramento, rio do Peixe.","-46.59289","-20.19197","1289","1289","NY01145099_01","A. Pontes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1145098","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","A. Pontes","541","2002","11","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305778' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145098",NA,"Magnoliophyta","Magnoliales","Schltdl.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra. Trilha na escarpa da cachoeira Casca d'Anta","-46.522778","-20.301513",NA,NA,"NY01145098_01","A. Pontes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1018435","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","R. M. Harley","1678","1999","09","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1259472' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018435",NA,"Magnoliophyta","Magnoliales","Schltdl.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra. Trilha para a parte inferior da cachoeira Casca d'Anta, partindo do alto da serra.","-46.523696","-20.309647","900","1200","NY01018435_01","R. de Mello-Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00836893","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","J. A. Ratter","R3795","1976","10","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=923784' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836893",NA,"Magnoliophyta","Magnoliales","Schltdl.","Distrito Federal","Brasília","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km SSW of Brasília TV tower. Cabeceira do Córrego Capitinga","-47.9294","-15.7797",NA,NA,"NY00836893_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01293095","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","D. M. Cavalcanti Ferreira","147","2010","03","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1551417' target='other'> <mi>dwc_moreinfo</mi></a>","NY01293095",NA,"Magnoliophyta","Magnoliales","Schltdl.","Pernambuco","Goiana","RPPN Fazenda Tabatinga. Borda do fragmento.","-34.8206","-7.6061",NA,NA,"NY01293095_01","P. J. M. Maas; L. Y. T. Westra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00836635","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","W. R. Anderson","35158","1972","02","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922439' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836635",NA,"Magnoliophyta","Magnoliales","Schltdl.","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 7 km W of Diamantina, km 299 on MG-259","-43.60083333","-18.24015","1350","1350","NY00836635_01","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","395657","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","E. Simonis","22","1983","01","27","South America","Brazil","sheet",NA,"collector: J. E. Simonis <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=232399' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395657",NA,"Magnoliophyta","Magnoliales","Schltdl.","Rio de Janeiro","Petrópolis","Serra dos Orgaos, Petropolis, Morro do Cuca","-43.1783","-22.505","1100","1100","NY00395657_01","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00836935","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","W. W. Thomas","12623","2001","10","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166696' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836935",NA,"Magnoliophyta","Magnoliales","Schltdl.","Bahia","Boa Nova","Fazenda Sao José entrance 8.8 km E of Boa Nova on road to Dario Meira","-40.145367","-14.39383","860","900","NY00836935_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02698980","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","P. J. M. Maas","9842","2009","05","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2982037' target='other'> <mi>dwc_moreinfo</mi></a>","NY02698980",NA,"Magnoliophyta","Magnoliales","Schltdl.","Espírito Santo","Linhares","Reserva do Vale de Rio Doce, Estrada Aceiro Catela Joao Pedro.","-40.0526923","-19.0986603","20","20","NY02698980_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01096185","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","S. J. da Silva Neto","1697","2002","01","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1234056' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096185",NA,"Magnoliophyta","Magnoliales","Schltdl.","Rio de Janeiro","Nova Iguaçú","Estrada para Serra Velha.","-43.4244","-22.5836","800","800","NY01096185_01","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01015561","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","C. de Paula","853","2005","09","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107716' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015561",NA,"Magnoliophyta","Magnoliales","Schltdl.","Rio de Janeiro","Teresópolis","Venda Nova, fragmento da propriedade do Sr. Waldemar.","-42.8733","-22.2889","850","850","NY01015561_01","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","395669","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","R. M. Harley","H50621","1992","01","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=717339' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395669",NA,"Magnoliophyta","Magnoliales","Schltdl.","Bahia","Abaíra","Mata do Barbado","-41.9","-13.3","1600","1700","NY00395669_01","R. de Mello-Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","395671","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","R. M. Harley","26194","1988","11","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=717338' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395671",NA,"Magnoliophyta","Magnoliales","Schltdl.","Bahia","Rio de Contas","Pico das Almas. Vertente leste. Ao noroeste do Campo do Queiroz","-41.97","-13.52","1550","1550",NA,"B. L. Stannard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1144341","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","F. Nascimento","207","1999","05","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1289473' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144341",NA,"Magnoliophyta","Magnoliales","Schltdl.","Bahia","Rio de Contas","Mata do Itobira, beira da mata.","-41.8114","-13.5792","1700","1700","NY01144341_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","915521","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","M. Henrique","CFSC5787","1979","12","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1199423' target='other'> <mi>dwc_moreinfo</mi></a>","NY00915521",NA,"Magnoliophyta","Magnoliales","Schltdl.","Minas Gerais",NA,"Jaboticatubas, km 132 ao longo da rodovia Belo Horizonte-Conceição do Mato Dentro",NA,NA,NA,NA,"NY00915521_01","R. de Mello-Silva; J. R. Pirani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00836869","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","A. P. Duarte","2092","1949","12","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=923795' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836869",NA,"Magnoliophyta","Magnoliales","Schltdl.","Minas Gerais",NA,"Serra do Cipó, Km. 132, Palácio",NA,NA,"1150","1150","NY00836869_01","A. P. Duarte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00836864","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","H. S. Irwin","18309","1966","07","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=923775' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836864",NA,"Magnoliophyta","Magnoliales","Schltdl.","Goiás","Planaltina","Near São Gabriel, ca. 50 km N. of Planaltina, on road to Veadeiros.","-47.55","-15.23",NA,NA,"NY00836864_01","P. J. M. Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00836866","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","W. R. Anderson","36014","1972","02","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=923779' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836866",NA,"Magnoliophyta","Magnoliales","Schltdl.","Minas Gerais",NA,"Serra do Espinhaço, ca. 5 km SSE of Pico do Itambé","-43.3919444","-18.43185","1140","1140",NA,"P. J. M. Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00836867","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","Y. E. J. Mexia","5245","1930","11","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=923782' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836867",NA,"Magnoliophyta","Magnoliales","Schltdl.","Minas Gerais","Viçosa","Viçosa. Fazenda do Deserto; slope behind house","-42.8817","-20.7542","710","710","NY00836867_01","D. M. Johnson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00980628","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","A. Pontes","581","2003","03","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094035' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980628",NA,"Magnoliophyta","Magnoliales","Schltdl.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra. Estrada São Roque de Minas-Sacramento, parte alta da cachoeira Casca d'Anta, córrego das Lavras","-46.3657989501953","-20.2453002929688",NA,NA,"NY00980628_01","A. Pontes","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1018811","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","J. M. A. Braga","1974","1995","02","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262507' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018811",NA,"Magnoliophyta","Magnoliales","Schltdl.","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia., Lago Azul próximo da estrada.","-44.65833","-22.35833","650","700","NY01018811_01","A. Lobão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1759022","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","W. W. Thomas","4757","1985","11","02","South America","Brazil",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2013045' target='other'> <mi>dwc_moreinfo</mi></a>","NY01759022",NA,"Magnoliophyta","Magnoliales","Schltdl.","Mato Grosso","Vila Bela da Santíssima Trindade","58 km S. of Rondônia state line on BR364 from Vilhena to Cáceras.","-59.93","-13.37",NA,NA,"NY01759022_01","P. J. M. Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1015562","PreservedSpecimen","Plantae","Annonaceae","Guatteria","sellowiana","Guatteria sellowiana","A. Q. Lobão","1280","2005","07","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107720' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015562",NA,"Magnoliophyta","Magnoliales","Schltdl.","Espírito Santo","Linhares","Reserva Natural da CVRD.","-40.0719","-19.3911",NA,NA,"NY01015562_01","A. Q. Lobão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
