"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","year","month","day","locality","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","sex","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"284","2021-03-02 16:28:55-03","CPAN-UFMS","COR","14694","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Silva, R. R.","Silva, R. R.; Calisto","Brasil","Mato Grosso do Sul","Corumbá","-57.607222","-19.191389","57º36'26''W","19º11'29''S","714","714",NA,NA,"123","2003","01","13","Planalto residual do Urucum; serra São Domingos; acesso pelo areão do Sr. Wilson","Árvore com 5 m de altura; frutos imaturos verde-amarelados Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2020-11-26 18:08:18-03","CPAN-UFMS","COR","10129","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.",NA,"Bortolotto, I. M.; Damasceno Júnior, G. A.; Ishii, I. H.; Assis, E. M.; Rosso, C. & Magalhães, V.","Brasil","Mato Grosso do Sul","Corumbá","-57.492778","-18.053333","57º29'34''W","18º3'12''S",NA,NA,NA,NA,"1506","2004","11","02","Mata ciliar do rio Paraguai. Próximo à comunidade do Amolar. mata ciliar; ; plano.","Com Flor: creme Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2021-03-02 16:28:55-03","CPAN-UFMS","COR","5295","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Garcia, F.","Bortolotto, I. M.; Santos, D. A.","Brasil","Mato Grosso do Sul","Corumbá","-57.450278","-19.021111","57º27'1''W","19º1'16''S","80","80",NA,NA,"644","1994","11","25","Fazenda Rabicho; mata ciliar do rio Paraguai","Árvore; flor creme; fitossociologia 636 Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2021-03-02 16:28:55-03","CPAN-UFMS","COR","4861","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Garcia, F.C.P.","Damasceno - Junior, G.A.","Brasil","Mato Grosso do Sul","Corumbá","-57.448889","-19.074444","57º26'56''W","19º4'28''S","80","80",NA,NA,"263","1994","11","25","Rio Paraguai.","Habito: Árvore","1996","07","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2021-03-02 16:28:55-03","CPAN-UFMS","COR","14912","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Silva, R. R.","Silva, R. R.; Velásquez, J. S.","Brasil","Mato Grosso do Sul","Corumbá","-57.575556","-19.282222","57º34'32''W","19º16'56''S","248","248",NA,NA,"1179","2004","10","19","Planalto residual do Urucum; serra de Santa Cruz; acesso pela estrada do Lago Azul","Árvore com 12 m de altura; botões florais e flores verdes Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2020-11-26 18:08:18-03","CPAN-UFMS","COR","4866","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"Damasceno - Junior, G.A.","Brasil","Mato Grosso do Sul","Corumbá","-57.448889","-19.074444","57º26'56''W","19º4'28''S",NA,NA,NA,NA,"634","1994","11","25","Rio Paraguai.","Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2021-03-02 16:28:55-03","CPAN-UFMS","COR","5810","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Silva, R. R.","Pott, V. J.; Foster, R.; Damasceno-Júnior, G. A.; Resende, U. & Nakajima, J.","Brasil","Mato Grosso do Sul","Rio Negro","-54.983056","-19.390278","54º58'59''W","19º23'25''S",NA,NA,NA,NA,"3489","1998","08","26","Rio do Peixe","Árvore com 8 m de altura; flor branca Habito: Árvore","2005","08","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2020-11-26 18:08:18-03","CPAN-UFMS","COR","4868","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"Bortolotto, I.M.","Brasil","Mato Grosso do Sul","Corumbá","-57.448889","-19.074444","57º26'56''W","19º4'28''S",NA,NA,NA,NA,"335","1994","11","01","Rio Paraguai.","Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2020-11-26 18:08:18-03","CPAN-UFMS","COR","14085","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.",NA,"Damasceno - Junior, G.A.; Melo,W.F.","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"313","1992","05","08","Base de Pesquisa da UFMS - Passo do Lontra. Rio MIranda.","Com Flor: branca Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"293","2020-11-26 18:08:18-03","CPAN-UFMS","COR","10759","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"Takahasi, A.; Campos, V. C.","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"200","200",NA,NA,"414","2003","12","02","Estrada Parque Pantanal","Árvore com 7 m; flor branca Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"294","2020-11-26 18:08:18-03","CPAN-UFMS","COR","10578","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"Takahasi, A.; Campos, V. C.","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"429","2003","12","03","Estrada Parque Pantanal","Árvore com 5 m de altura; flor branca Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"295","2020-11-26 18:08:18-03","CPAN-UFMS","COR","10580","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"Takahasi, A.; Campos, V. C.","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"640","2004","10","26","Fazenda Bela Vista","Árvore com 8 m de altura; flor creme com estames brancos e anteras amarelas claras Habito: Árvore","2020",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"296","2020-11-26 18:08:18-03","CPAN-UFMS","COR","14052","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.",NA,"Damasceno - Junior, G.A.; Bezerra, M.A.O.; Bortolotto, I.M.","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"516","1993","05","25","Fazenda Santa Helena.","Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"297","2020-11-26 18:08:18-03","CPAN-UFMS","COR","14051","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.",NA,"Damasceno - Junior, G.A.; Bezerra, M.A.O; Bortolotto, I.M.","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"515","1993","05","25","Fazenda Santa Helena.","Habito: Arvore",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"298","2020-11-26 18:08:18-03","CPAN-UFMS","COR","14053","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.",NA,"Damasceno - Junior, G.A.; Bezerra,M.A.O.;Bortolotto,I.M.","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"517","1993","10","05","Fazenda Santa Helena.","Habito: Arvore",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"299","2020-11-26 18:08:18-03","CPAN-UFMS","COR","5251","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Damasceno-Júnior, G. A.","Ishii, I. H.","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,"Mata ciliar do rio Miranda","Árvore; madeira CORw Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"300","2020-11-26 18:08:18-03","CPAN-UFMS","COR","5252","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Damasceno-Júnior, G. A.","Ishii, I. H.","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"249",NA,NA,NA,"Mata ciliar do rio Paraguai","Árvore; madeira, CORw Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"301","2021-03-02 16:28:55-03","CPAN-UFMS","COR","3195","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Silva, R.R.","Ramires, J.; Ferreira, E.","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,"1993","07","03","Morro do Urucum","Habito: Arbóreo","1996","08","02",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"302","2020-11-26 18:08:18-03","CPAN-UFMS","COR","5243","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"Ishii, I. H.","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"20","1996","01","01","Passo da Lontra; mata ciliar do rio Miranda","Árvore; madeira Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"303","2020-11-26 18:08:18-03","CPAN-UFMS","COR","5054","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Damasceno-Júnior, G. A.","Baracat, L. C. H.; Vaz-Filho, V.","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,"1997","10","30","Passo do Lontra; base de pesquisa da UFMS","Árvore com 14 m de altura; flor amarela parda; árvore com folhas e flores Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"304","2021-03-02 16:28:55-03","CPAN-UFMS","COR","7053","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Mansinho, L. H.","Silva, S. Y. B.; Mansinho, L. H.; Souza, S.C. & Fernandes, J. R.","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"12","2000","11","18","Passo do Lontra; BEP - Base de Estudos do Pantanal (UFMS); Baía da Medalha.","Flor creme esverdeada; presença de nectários, gl. extra florais; ráquis alado Habito: Árvore","2000","11","28",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"305","2021-03-02 16:28:55-03","CPAN-UFMS","COR","14678","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Silva, R. R.","Silva, R. R.; Calisto","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"296","2003","10","06","Planalto residual do Urucum; serra Urucum; acesso pela Urucum Mineração; ao lado da antiga portaria","Árvore com 7 m de altura; botões florais e flores verdes Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"306","2020-11-26 18:08:18-03","CPAN-UFMS","COR","4985","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.",NA,"Damasceno - Junior, G.A.","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"991","1993","06","13","Rio Paraguai, próximo ao Polder.","Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"307","2021-03-02 16:28:55-03","CPAN-UFMS","COR","14665","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Silva, R.R.","Silva, R.R.; Vaz Filho,V","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"320","2003","10","09","Serra do Urucum, Planalto Residual do Urucum. Estrada para mineradora Minerasul.","Com Fruto: Frutos imaturos verde-claros. Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"308","2020-11-26 18:08:18-03","CPAN-UFMS","COR","16622","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","G.A. Damasceno Junior","Resende, U.M.; Nakajima, J.; Damasceno Júnior, G.A. e equipe do Aquarap cabeceiras","Brasil","Mato Grosso do Sul","Costa Rica","-53.1291999816895","-18.5438995361328",NA,NA,NA,NA,NA,NA,"1547","1998","08","31","Fazenda Morro Alto. Mata ciliar.","5 m de altura",NA,NA,NA,NA,NA,NA,NA,NA,"76958","auto",NA,NA,NA,NA,NA,NA
"309","2020-11-26 18:08:18-03","CPAN-UFMS","COR","5272","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Damasceno - Junior, G.A.","Damasceno - Junior, G.A.; Bortolotto,I.M.","Brasil","Mato Grosso do Sul","Ladário","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,NA,"1439","1995","09","14","Codrasa.","Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA
"310","2020-11-26 18:08:18-03","CPAN-UFMS","COR","14576","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"Silva, R. R.; Da Silva, M. V.","Brasil","Mato Grosso do Sul","Ladário","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,NA,"350","2003","10","17","Fazenda Rabicho; Marinha do Brasil; Bico do Papagaio","Árvore com 6 m de altura; flores cremes, filetes alvos Habito: Árvore","2020",NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA
"311","2020-11-26 18:08:18-03","CPAN-UFMS","COR","3702","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"Silva, R. R.; Filho, H. L.; Semir, J. & Damasceno-Júnior, G. A.","Brasil","Mato Grosso do Sul","Ladário","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,NA,"16","1995","04","29","Mata ciliar do rio Paraguai","Árvore com 12 m de altura; fruto verde-limão; fruto é mais comprimido, podendo ser de outra espécie Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA
"312","2021-03-02 16:28:55-03","CPAN-UFMS","COR","3708","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Silva, R. R.","Silva, R. R.; Bortolotto, I. M.","Brasil","Mato Grosso do Sul","Ladário","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,NA,"5","1995","03","27","Mata ciliar do rio Paraguai","Árvore com 10 m de altura; flor alva; fruto verde-limão; presença de pelos no caule e nas folhas Habito: Árvore","1995","03","27",NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA
"313","2021-03-02 16:28:55-03","CPAN-UFMS","COR","13514","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Damasceno-Júnior, G. A.","Damasceno-Júnior , G. A.; Velasques, J. S.","Brasil","Mato Grosso do Sul","Ladário","-57.6016998291016","-19.0046997070312",NA,NA,"800","800",NA,NA,"3264","2002","11","25","Morro Santa Cruz; Vale do Paraiso; fazenda Paraiso; próximo à nascente do córrego Bandalta","Árvore com 4,5 m de altura; flor creme; fitossociologia 493 Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA
"314","2021-03-02 16:28:55-03","CPAN-UFMS","COR","14674","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Silva, R. R.","Silva, R. R.; Velásquez, J. S.","Brasil","Mato Grosso do Sul","Ladário","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,NA,"551","2003","11","13","Planalto residual do Urucum; serra do Rabichão; acesso pela fazenda Uruba; próximo do córrego","Árvore armada com 8 m de altura; botóes e flores verdes, flores aromatizadas Habito: Árvore armada",NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA
"315","2019-10-09 11:16:21-03","UFBA","ALCB","111158","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Guedes, ML","Guedes, ML; Gomes, FS; Alunos de Botânica Econômica","Brasil","Bahia","Juazeiro","-40.5","-9.4","-40.5","-9.4",NA,NA,"ALCB023368","ALCB023368","20916","2013","03","05","Baixo Médio de São Francisco, Ilha do Rodeadouro.","de ca 8 m de altura. Folhas com folíolos cartáceos, discolores, face abaxial pubescente. Frutos vilosos.","2013","11",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2019-10-09 11:16:21-03","UFBA","ALCB","107791","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Guedes, ML","Guedes, ML; Alunos de Botânica Econômica","Brasil","Bahia","Juazeiro","-40.566667","-9.45","-40.566667","-9.45",NA,NA,NA,NA,"20482a","2013","03","23","Ilha do Rodeadouro.","de ca 6 m de alt.; folhas com folíolos discolores, face abaxial vilosa. Inflorescência axilar, flores com cálice e corola vilosos, estames longos alvos.","2013","10",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2019-10-09 11:16:21-03","UFBA","ALCB","115372","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Ramos, G","Guedes, ML; Roque, N; Campos, L; Gandara, A","Brasil","Bahia","Licínio de Almeida","-42.5525","-14.710833","-42.5525","-14.710833","870","870","ALCB023388","ALCB023388","22108","2014","08","05","Serra Geral, Saco da Onça.","de ca 8 m de altura. Folhas cartáceas, discolores. Inflorescência com pétalas e estames alvas.","2014","11","10","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2019-10-09 11:16:21-03","UFBA","ALCB","121255a","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Gomes, FS","Gomes, FS","Brasil","Bahia","Una","-39.184722","-15.340278","-39.184722","-15.340278",NA,NA,"ALCB049607","ALCB049607","1474","2013","03","27",NA,"Folhas compostas pinadas. 33.1 parcela 05.","2013","11",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2019-10-09 11:16:21-03","UFBA","ALCB","124923","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Guedes, ML","Guedes, ML; Casaes, M","Brasil","Bahia","Santa Teresinha","-39.516667","-12.766667","-39.516667","-12.766667",NA,NA,"ALCB017141","ALCB017141","24587","2016","05","07","Recôncavo Sul, Margem do Rio Paraguaçu.","com ramos cilíndricos, inermes, pubescentes a velutinos. Folhas paripinadas, pecíolo cilíndrico, pubescente a tomentoso, nectários extraflorais sésseis. Inflorescênciaespigas ou racemos compactos, flores com cálice, corola e estames c","2016","07",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2019-10-09 11:16:21-03","UFBA","ALCB","128790","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.",NA,"Silva, IA","Brasil","Bahia","Ilhéus","-39.086111","-14.945833","-39.086111","-14.945833","60","60","ALCB046214","ALCB046214","2","2015","08","29","Estrada sentido Una, Km 14.","Cerca de 9 m de altura. Flores brancas. Folhas compostas.; Floresta higrófila.",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2019-10-09 11:16:21-03","UFBA","ALCB","78541","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Guedes, ML","Guedes, ML; Valadão, RM; Prates, ARS; Gomes, FS","Brasil","Bahia","Carinhanha","-43.784444","-14.336389","-43.784444","-14.336389",NA,NA,"ALCB023362","ALCB023362","13453","2007","05","26","Médio São Francisco, Margem próximo a Foz","de ca 8 m de altura. Folhas com folíolos cartáceos, discolores, face abaxial com nervação impressa. Inflorescência com botões esverdeados.","2007","05",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2019-10-09 11:16:21-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Garcia, FCP","Lima, JCA de; Messias Santos, M","Brasil","Bahia","Alcobaça","-39.65","-17.516667","-39.65","-17.516667","40","40",NA,NA,"124","1984","07","28","Extremo Sul, Estrada Teixeira de Freitas/Prado","8m de altura. Diâmetro da copa 6m. Fanerófita. Folha com ráqui alado. Flor com estames desenvolvidos, de cor branca. Frequência média.; Areno-argiloso. Tabular.","1997","07",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2019-10-09 11:16:21-03","UFBA","ALCB","92397","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Guedes, ML","Guedes, ML; Alunos de Botânica Econômica","Brasil","Bahia","Juazeiro","-40.5","-9.4","-40.5","-9.4",NA,NA,"ALCB023363","ALCB023363","16271","2009","06","13","Baixo Médio São Francisco, Caminho para a cidade de Juazeiro","de ca 5 m de altura. Folhas paripinadas, pubescentes, nectários extra florais sésseis. Fruto imaturo viloso.","2009","12",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2019-10-09 11:16:21-03","UFBA","ALCB","93233","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Gomes, FS","Guedes, ML; Gomes, FS; Melo, E; et al.","Brasil","Bahia","Licínio de Almeida","-42.525","-14.451389","-42.525","-14.451389","878","878","ALCB023367","ALCB023367","16749","2009","12","10","Serra Geral, fazenda São Domingos. Jurema. P04","ca. 4 m alt. Folhas com folíolos cartáceos, discolores, com pêos ferrugíneos. Flores passadas. Frutos jovens.","2010","02",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2019-10-09 11:16:21-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Garcia, FCP","s.col.","Brasil","Bahia","Dias D'Ávila","-38.283333","-12.6","-38.283333","-12.6",NA,NA,NA,NA,"s/n","1972","01","03","Região Metropolitana Salvador",NA,"1997","07",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2019-10-09 11:16:21-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Garcia, FCP","Pastore, U; Klein, RM","Brasil","São Paulo","Teodoro Sampaio","-52.3","-22.6","-52.3","-22.6",NA,NA,NA,NA,"64","1986","03","24","Sul da Reserva Florestal - Angelim","9m de altura. Diâmetro à altura do peito 20cm. Diâmetro da copa 5. Fanerófito. Frequência baixa.; Arenoso médio. Suave ondulado.","1997","07",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2019-10-09 11:16:21-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Garcia, FCP","Grupo Pedra do Cavalo","Brasil","Bahia","Cachoeira","-39.083333","-12.533333","-39.083333","-12.533333","120","120",NA,NA,"246","1980","06",NA,"Recôncavo Sul, Vale dos Rios Jacuípe e Paraguaçu. Porto Castro Alves","ca. 3m de altura. Folhas com pecíolos dilatados. Flores alvas.","1997","07",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2019-10-09 11:16:21-03","UFBA","ALCB","048149","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"Amaral Júnior, A; Amaral Júnior, A; Mendonça, JO; Barbosa, SB; Campos, CJ","Brasil","São Paulo","Panorama-Caiuá","-51.951667","-21.53","-51.951667","-21.53",NA,NA,"ALCB023386","ALCB023386","390","1999","04","11","Margem esquerda do Rio Paran . Rio do Peixe. Ilha de vegetação inundada no meio do rio","10,0 m. Com frutos.",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2019-10-09 11:16:21-03","UFBA","ALCB","017543","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Garcia, FC","Pastore, U; Klein, RM","Brasil","São Paulo","Teodoro Sampaio","-52.3",NA,"-52.3",NA,NA,NA,"ALCB023380","ALCB023380","64","1986","03","24","ao sul da Reserva Florestal Angelim","9,0 m, DAP 0,20 m, diâmetro da copa 5,0 m. Pouco frequente.; solo arenoso-médio. Relevo suave-ondulado.","1997","08",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2019-10-09 11:16:21-03","UFBA","ALCB","021842","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Garcia, FC","Lima, JCA de; Santos, MM dos","Brasil","Bahia","Alcobaça","-39.65",NA,"-39.65",NA,"40","40","ALCB023381","ALCB023381","124","1984","07","28","Extremo Sul, estrada Teixeira de Freitas - Prado","8,0 m, diâmetro da copa 6,0 m. Folha com ráqui alado. Flor com estames desenvolvidos, brancos. Frequência mediana.; solo areno-argiloso. Relevo Tabular.","1997","07",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
