"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"47","2020-11-04 10:58:34-03","ESALQ","ESA","14052","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Souza, V.C. et al.","5668.0","1994","04","14",NA,"Brasil",NA,NA,NA,"ESA014052","Magnoliophyta",NA,"Pohl ex Nees","Kameyama, C.","São Paulo","Matão",NA,"-48.3600006103516","-21.6000003814697",NA,NA,"ESA014052",NA,"26922","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 10:58:34-03","ESALQ","ESA","15672","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Souza, V.C. et al.","5739.0","1994","04","15",NA,"Brasil",NA,NA,NA,"ESA015672","Magnoliophyta",NA,"Pohl ex Nees","Kameyama, C.","São Paulo","Pindorama",NA,"-48.9000015258789","-21.1800003051758",NA,NA,"ESA015672",NA,"14884","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-04 10:54:31-03","ESALQ","ESA","134329","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","C.P. Caliari et al.","2339.0","2009","04","20",NA,"Brasil",NA,NA,"Erva, ca. , corola roxa, guias de néctar branco com manchas escuras roxas","ESA134329",NA,NA,NA,NA,"Paraná","Telêmaco Borba","Parque Ecológico da Klabin. Floresta Estacional Semidecidua. Área perturbada.","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-01-14 15:18:46-03","MN","R","11258","PreservedSpecimen","Plantae","Acanthaceae","Heinzelia","ovalis","Heinzelia ovalis","Glaziou, A.F.M.","8204 a","1876","11","20",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000011258",NA,NA,"T. Nees",NA,"Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,"R000011258_001",NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2015-07-02 14:00:02-03","JBP","HPL","129","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","H. Lorenzi","3288","2002","04","23",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Pohl, ex Nees","H. Lorenzi","SP","Monte Alegre do Sul","Coletado em beira de mata dentro da estação do Instituto Agronômico de Campinas (IAC).","-46.68","-22.68",NA,NA,NA,NA,"11114","auto","2002","04","23",NA,NA,NA,NA,NA,NA
"52","2015-07-02 14:55:12-03","JBP","HPL","128","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","H. Lorenzi","3269","2002","04","06",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Pohl, ex Nees","D. Wasshausen","SP","Angatuba","Na estrada para Itatinga a cerca de 32 km de Angatuba em mata ciliar próximo de um rio em várzea alagável.","-48.523967","-23.335933","600","600",NA,NA,NA,NA,"2002","04","06","48° 31' 438 W","23° 20' 156 S",NA,NA,NA,NA
"53","2019-08-27 13:32:57-03","IAP","PACA-AGP","53602","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Rambo, B.",NA,"1953","01","11",NA,"Brasil",NA,NA,"Habitat: in dumetosis ad flumen Fenofase: flor e fruto","PACA053602","Magnoliophyta","Scrophulariales","(Nees) V. A. W. Graham","V. Silva, M. F. Parode & M. S. Marchioretto","PR","Salto Iguaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","03",NA,NA,NA,"Magnoliatae",NA,NA,NA
"54","2019-08-27 13:32:57-03","IAP","PACA-AGP","47156","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Rambo, B.",NA,"1950","06","21",NA,"Brasil",NA,NA,"Habitat: in silva primaeva Fenofase: flor","PACA047156","Magnoliophyta","Scrophulariales","(Nees) V. A. W. Graham","V. Silva, M. F. Parode & M. S. Marchioretto","RS","Caxias do Sul","ad flumen Piaí","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"49662","auto","2015","03",NA,NA,NA,"Magnoliatae",NA,NA,NA
"55","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0001632","PreservedSpecimen","Plantae","Acanthaceae","Chaetothylax","lythroides","Chaetothylax lythroides","G. Hatschbach; J. Saldanha","55260","1991","3","14",NA,"Brazil",NA,NA,"Erva de flor lilas, mata ao longo do rio Alt.",NA,"Magnoliophyta","Lamiales","Benth. & Hook.f.","D. C. Wasshausen","Parana",NA,"Barra do Rio Caputera (Mun. Pinhao).","-51.6333","-25.7167","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0001369","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","G. Hatschbach; A. Schinini, E. Barbosa","70531","2000","3","16",NA,"Brazil",NA,NA,"1369; Erva ereta, apice lilas.",NA,"Magnoliophyta","Lamiales","Pohl ex Nees","D.C. Wasshausen","Parana",NA,"Sebui (Mun. Guaraquecaba) Parana","-48.3258","-25.2983","250","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-21 14:29:50-03","UFJF","CESJ","33142","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","G. Hatschbach; A. Schinini; E. Barbosa","70531","2000","03","16","América do Sul","Brasil",NA,NA,"Erva ereta, ápice lilás. Na base da Cachoeira, sobre rochas.","CESJ033142","Angiosperma",NA,"(Nees) V.A.W. Graham","D.C. Wasshausen","Paraná","Guaraqueçaba","Sebuí, Elevação entre 250 a 300m","-48.3288993835449","-25.3066997528076",NA,NA,"CESJ033142",NA,"37295","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-21 14:29:50-03","UFJF","CESJ","44733","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","H. Keller; F. Robledo","1662","2002","02","15","América do Sul","Argentina",NA,NA,"Hierba, flores lilas.","CESJ044733","Angiosperma",NA,"(Nees) V.A.W. Graham","C. Peichoto","Misiones","Dep. Guaraní","Predio Guaraní. Arryo Soberbio. Borde de arroyo.","-54","-26",NA,NA,"CESJ044733",NA,NA,NA,"2002","03",NA,"-54","-26",NA,NA,NA,NA
"59","2021-04-07 11:40:23-03","UFMS","CGMS","63823","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","J. Bueno; E.L. Siqueira","112","2009","03","26",NA,"Brasil",NA,NA,"Flor roxa. Habitat: Ripária. Relevo suave ondulado. Habito: Erva semi-ciófila.","CGMS1096791",NA,NA,"(Nees) V.A.W.Graham","M.G. Caxambu","Paraná","Campo Mourão","RPPN Ana Tramujas - Propriedade do Sr. Artur César Vigilato.","-52.4088889","-24.2591667","658","658",NA,NA,NA,NA,"2009","04","08","-52,4088889","-24,2591667",NA,NA,NA,NA
"60","2021-04-07 11:40:23-03","UFMS","CGMS","36200","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","V.J. Pott; A. Pott; A.L.B. Sartori; L.C.P. Lima; S. Aragaki; M. Moraes","4489","2001","04","04",NA,"Brasil",NA,NA,NA,"CGMS1065604",NA,NA,"(Nees) V.A.W.Graham","V.J. Pott","Mato Grosso do Sul","Bela Vista","Fazenda Margarida, 70 Km de Jardim, BR 267.","-56.75","-21.6797223",NA,NA,NA,NA,NA,NA,"2018","05","25","-56,75","-21,6797223",NA,NA,NA,NA
"61","2019-08-20 10:02:05-03","UNICAMP","UEC","151524","S","Plantae","Acanthaceae","Chaetothylax","lythroides","Chaetothylax lythroides","Costa, ACM","99","2009","02","14",NA,"Brazil",NA,NA,"Arbusto ca 0,5m, flores lilás. Borda da trilha.","UEC004147","Magnoliopsida",NA,"(Nees) Benth.","Costa, ACM","São Paulo","Valinhos","Clube de Campo Valinhos, mata ciliar","-46.931944","-22.956667","955","955","UEC004147",NA,NA,NA,"2010","01",NA,"-46.931944","-22.956667",NA,NA,NA,NA
"62","2019-08-20 10:02:05-03","UNICAMP","UEC","151538","S","Plantae","Acanthaceae","Chaetothylax","lythroides","Chaetothylax lythroides","Costa, ACM","113","2009","03","08",NA,"Brazil",NA,NA,"Herbácea, flor verde-claro. Próximo ao curso de água.","UEC004146","Magnoliopsida",NA,"(Nees) Benth.","Costa, ACM","São Paulo","Valinhos","Clube de Campo Valinhos, mata ciliar","-46.931944","-22.956667","955","955","UEC004146",NA,NA,NA,"2010","01",NA,"-46.931944","-22.956667",NA,NA,NA,NA
"63","2019-08-20 10:02:05-03","UNICAMP","UEC","151574","S","Plantae","Acanthaceae","Chaetothylax","lythroides","Chaetothylax lythroides","Costa, ACM","150","2009","06","07",NA,"Brazil",NA,NA,"Arbusto ca 0,5m, flores violeta. Borda da trilha.","UEC004149","Magnoliopsida",NA,"(Nees) Benth.","Costa, ACM","São Paulo","Valinhos","Clube de Campo Valinhos, mata ciliar","-46.931944","-22.956667","955","955","UEC004149",NA,NA,NA,"2010","01",NA,"-46.931944","-22.956667",NA,NA,NA,NA
"64","2021-03-01 16:21:03-03","UNICAMP","UEC","43842","S","Plantae","Acanthaceae","Chaetothylax","lythroides","Chaetothylax lythroides","Rodas, LAC; et al.","s.n.","1984","04","11",NA,"Brazil",NA,NA,"Subarbusto, 0,3m, flores lilazes, beira da estrada.","UEC004148","Magnoliopsida",NA,"(Nees) Benth.","Yamamoto, CE","Paraná","Londrina","Mata do Godoy","-51.1627998352051","-23.3103008270264",NA,NA,"UEC004148",NA,"63728","auto","1986",NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:21:03-03","UNICAMP","UEC","66328","S","Plantae","Acanthaceae","Chaetothylax","lythroides","Chaetothylax lythroides","Viégas, AP; Kiehl, J","s.n.","1939","04","17",NA,"Brazil",NA,NA,"Herbáceo.; Sertão.","UEC004145","Magnoliopsida",NA,"(Nees) Benth.","Lima, AS","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,"UEC004145",NA,"38855","auto","1940","11","21",NA,NA,NA,NA,NA,NA
"66","2021-03-01 16:21:04-03","UNICAMP","UEC","132140","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Scatigna, AV; Correa, LS; Cota, MMT; Gissi, DS; Silva, DM; Souza, VC","ESA133171","2015","02","07",NA,"Brazil",NA,NA,"Erva terrestre. Flores rosa.; Área degradada em borda de Floresta Estacional Semidecidual, próximo a casa abandonada.","UEC118434","Magnoliopsida",NA,"Pohl ex Nees","Gissi, DS","São Paulo","Piracicaba","Estação ecológica Ibicatu.","-48.381636","-23.307447","500","500","UEC118434",NA,NA,NA,"2015","06","07","-48.381636","-23.307447",NA,NA,NA,NA
"67","2021-03-01 16:21:04-03","UNICAMP","UEC","168874","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Vieira, LT","32","2005","06","10",NA,"Brazil",NA,NA,"Herbácea, flor roxa.; Floresta Estacional Semidecídua.","UEC053256","Magnoliopsida",NA,"Pohl ex Nees","Vieira, LT","São Paulo","Campinas","Sousas, Mata Ribeirão Cachoeira.","-46.916667","-22.833333","700","700","UEC053256",NA,NA,NA,NA,NA,NA,"-46.916667","-22.833333",NA,NA,NA,NA
"68","2021-03-01 16:21:04-03","UNICAMP","UEC","67774","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Martins, AB; et al.","31403","1994","03","21",NA,"Brazil",NA,NA,"Erva ca. 40 cm. Flores rosa-arroxeadas.","UEC022130","Magnoliopsida",NA,"Pohl ex Nees","Kameyama, C","São Paulo","Águas da Prata","Reserva Estadual de Águas da Prata","-47.333333","-21.866667","1120","1120","UEC022130",NA,NA,NA,"1999",NA,NA,"-47.333333","-21.866667",NA,NA,NA,NA
"69","2021-03-01 16:21:04-03","UNICAMP","UEC","70537","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Tamashiro, JY; Belinello, R; Fernandes, GD; Ivanauskas, NM; Miyagi, PH; Souza, J de P","797","1995","04","11",NA,"Brazil",NA,NA,"Herbácea, flores lilazes.","UEC022145","Magnoliopsida",NA,"Pohl ex Nees","Kameyama, C","São Paulo","Joanópolis","estrada para bairro Azevedo","-46.189722","-22.895833","1280","1280","UEC022145",NA,NA,NA,"1999",NA,NA,"-46.189722","-22.895833",NA,NA,NA,NA
"70","2021-03-01 16:21:04-03","UNICAMP","UEC","84874","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Souza, VC; Sakuragui, CM; Rodrigues, RR; Moraes, PLR","5668","1994","04","14",NA,"Brazil",NA,NA,"Erva, ca. 80 cm alt.; flores róseas.","UEC022136","Magnoliopsida",NA,"Pohl ex Nees","Kameyama, C","São Paulo","Matão","Fazenda Cambuhy, Mata mesófila semidecídua. Beira de mata.","-48.558056","-21.620833","600","600","UEC022136",NA,NA,NA,"1999",NA,NA,"-48.558056","-21.620833",NA,NA,NA,NA
"71","2021-03-01 16:21:04-03","UNICAMP","UEC","85487","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Souza, VC; Vitti, FX; Moraes, PLR","5739","1994","04","15",NA,"Brazil",NA,NA,"Erva até 40 cm alt.; corola rósea.","UEC022147","Magnoliopsida",NA,"Pohl ex Nees","Kameyama, C","São Paulo","Pindorama","Estação do IAC, Mata mesófila semidecídua, secundária.","-48.924444","-21.223611",NA,NA,"UEC022147",NA,NA,NA,"1999",NA,NA,"-48.924444","-21.223611",NA,NA,NA,NA
"72","2021-03-01 16:21:04-03","UNICAMP","UEC","88899","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Souza, VC; Souza, JP","11347","1996","06","07",NA,"Brazil",NA,NA,"Erva, até 30 cm alt.; flores róseas.","UEC022144","Magnoliopsida",NA,"Pohl ex Nees","Kameyama, C","São Paulo","Ibitinga","Fazenda Santo Antonio/Ruy Barbosa, 17 Km de Ibitinga em direção a Iacanga (SP 321).Mata mesófila semidecídua com abundância de Cariniana, Cedrela e Hymenaca.","-48.966667","-21.719167","460","460","UEC022144",NA,NA,NA,"1999","06",NA,"-48.966667","-21.719167",NA,NA,NA,NA
"73","2021-03-01 16:21:04-03","UNICAMP","UEC","45778","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Weyland Vieira, MC","432","1982","03","20",NA,"Brazil",NA,NA,"Herbácea. Florezinhas lilás e branca. Mato olaria.","UEC022141","Magnoliopsida",NA,"Pohl ex Nees","Kameyama, C","Minas Gerais","Monte Belo","Fazenda Lagoa","-46.3675003051758","-21.3264007568359",NA,NA,"UEC022141",NA,"16667","auto","1999","06",NA,NA,NA,NA,NA,NA,NA
"74","2021-03-01 16:21:04-03","UNICAMP","UEC","62459","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Bernacci, LC","23969","1989","06","07",NA,"Brazil",NA,NA,"Erva ca. 0,3 m de alt., flores lilás variegadas. Planta do interior da mata, pouco abundante.","UEC022126","Magnoliopsida",NA,"Pohl ex Nees","Kameyama, C","São Paulo","Campinas","Fazenda São Vicente, Mata mesófila semidecídua.","-47.060001373291","-22.8999996185303",NA,NA,"UEC022126",NA,"23900","auto","1999","06",NA,NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:21:04-03","UNICAMP","UEC","69075","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Andrade, SCS","26167","1992","04","09",NA,"Brazil",NA,NA,"Altura aproximada 0,60 m, flor lilás, borda.","UEC022138","Magnoliopsida",NA,"Pohl ex Nees","Kameyama, C","São Paulo","Campinas","Mata de Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,"UEC022138",NA,"23900","auto","1999","06",NA,NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:21:04-03","UNICAMP","UEC","69441","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Thomann, P","26108","1992","04","09",NA,"Brazil",NA,NA,"Erva coletada em beira de mata com flores pequenas e amarelas e com ca. de 50 cm de altura na máximo.","UEC022134","Magnoliopsida",NA,"Pohl ex Nees","Kameyama, C","São Paulo","Campinas","Mata de Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,"UEC022134",NA,"23900","auto","1999","06",NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:21:04-03","UNICAMP","UEC","31118","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Gouvêa, LSK; et al.","13598","1982","05","29",NA,"Brazil",NA,NA,"Subarbusto até 1 m de altura, flores azuis, beira de mata.","UEC022128","Magnoliopsida",NA,"Pohl ex Nees","Kameyama, C","São Paulo","Campinas","Reserva Mun. de Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,"UEC022128",NA,"23900","auto","1999","06",NA,NA,NA,NA,NA,NA,NA
"78","2021-03-01 16:21:04-03","UNICAMP","UEC","72168","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Kiyama, CY; Simão-Bianchini, R; Proença, SL; Wanderley, MDGL; Magenta, MAG","84","1995","04","18",NA,"Brazil",NA,NA,"Subarbusto. Flores lilás-claro, na orla da mata.","UEC022143","Magnoliopsida",NA,"Pohl ex Nees","Kameyama, C","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,"UEC022143",NA,"17840","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-01 16:21:04-03","UNICAMP","UEC","108904","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Pansarin, ER","N97/54","1997","05","20",NA,"Brazil",NA,NA,"Erva 40 cm, flores lilases.","UEC097040","Magnoliopsida",NA,"Pohl ex Nees","Kameyama, C","São Paulo","Jundiaí","Serra do Japi, Bairro Eloy Chaves, proximo á represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,"UEC097040",NA,"17840","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-01 16:21:04-03","UNICAMP","UEC","74259","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Bernacci, LC; Belinello, R; Andrade, PRP; Camargo, O","1245","1995","03","15",NA,"Brazil",NA,NA,"Subarbusto ca. 20 cm alt., flores lilás com estrias brancas.","UEC022139","Magnoliopsida",NA,"Pohl ex Nees","Kameyama, C","São Paulo","Monte Alegre do Sul","Estação Experimental do IAC., Região montanhosa, mata.","-46.6800003051758","-22.6800003051758",NA,NA,"UEC022139",NA,"11114","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-01 16:21:04-03","UNICAMP","UEC","66334","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Viégas, AP; Kiehl, J; Costa, AS","s.n.","1939","03","29",NA,"Brazil",NA,NA,"Herbáceo.","UEC022132","Magnoliopsida",NA,"Pohl ex Nees","Kameyama, C","São Paulo","Monte Mor","3 Km de Monte Mór.","-47.310001373291","-22.9400005340576",NA,NA,"UEC022132",NA,"12206","auto","1999","06",NA,NA,NA,NA,NA,NA,NA
"82","2021-03-01 16:21:04-03","UNICAMP","UEC","70966","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Tamashiro, JY; Belinello, R; Rodrigues, RR; Ivanauskas, NM","954","1995","05","08",NA,"Brazil",NA,NA,"Flores com lábio inferior lilás com centro branco.","UEC022137","Magnoliopsida",NA,"Pohl ex Nees","Kameyama, C","São Paulo","Pedra Bela","Bairro do Lima","-46.439998626709","-22.7900009155273",NA,NA,"UEC022137",NA,"10848","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-01 16:21:04-03","UNICAMP","UEC","36549","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Gibbs, PE; Semir, J; Kinoshita, LS","1940","1976","04","27",NA,"Brazil",NA,NA,"Herbaceo, flores lilás.","UEC022140","Magnoliopsida",NA,"Pohl ex Nees","Kameyama, C","São Paulo","São João da Boa Vista","Poços de Caldas (km 12)","-46.7900009155273","-21.9599990844727",NA,NA,"UEC022140",NA,"17205","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-01 16:21:04-03","UNICAMP","UEC","70975","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Tamashiro, JY; Belinello, R; Rodrigues, RR; Ivanauskas, NM","1002","1995","05","09",NA,"Brazil",NA,NA,"Herbáceo com 0,60 m, flor lilás com centro branco.","UEC022146","Magnoliopsida",NA,"Pohl ex Nees","Kameyama, C","São Paulo","Socorro","Monte Sião, Estrada de terra, Saltinho.","-46.5200004577637","-22.5900001525879",NA,NA,"UEC022146",NA,"17674","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-01 16:21:04-03","UNICAMP","UEC","30327","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Vasconcellos-Neto, J","2575","1976","04","20",NA,"Brazil",NA,NA,"Subarbusto até 60cm. Flores lilases.; Nativo no Horto Florestal.","UEC022148","Magnoliopsida",NA,"Pohl ex Nees","Kameyama, C","São Paulo","Sumaré",NA,"-47.2599983215332","-22.8199996948242",NA,NA,"UEC022148",NA,"11359","auto","1999","06",NA,NA,NA,NA,NA,NA,NA
"86","2021-03-01 16:21:04-03","UNICAMP","UEC","36544","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Ramos, MEM; et al.","4791","1977","05","10",NA,"Brazil",NA,NA,"Arbusto, até 50 cm., flores lilás.","UEC022142","Magnoliopsida",NA,"Pohl ex Nees","Kameyama, C","São Paulo","Sumaré","Horto Florestal","-47.2599983215332","-22.8199996948242",NA,NA,"UEC022142",NA,"11359","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-05 16:30:53-03","UFOP","OUPR","24","PreservedSpecimen","Plantae","Acanthaceae","Chaetothylax","lythroides","Chaetothylax lythroides","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Nees) Benth. ex B.D.Jacks.",NA,"Minas Gerais","Lagoa Santa",NA,"-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,"12338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-10-14 09:57:55-03","FURB","FURB","27593","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Korte, A.; Kniess, A.","1628","2010","02","03",NA,"Brasil",NA,NA,"Florística IFFSC 899 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto; flor lilás","FURB00393",NA,NA,"(Nees) V.A.W.Graham","Profice, SR","Santa Catarina","Itaiópolis","Arroio das Pombas.","-49.9475","-26.5497222","747","747","FURB00393",NA,NA,NA,"2011","03",NA,"-49.9475000","-26.5497222",NA,NA,NA,NA
"89","2021-03-16 17:52:40-03","UCS","HUCS","44533a","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Grings, M.","1881","2015","02","12",NA,"Brasil",NA,NA,"arbusto de 40 cm de altura; flores brancas com linhas púrpuras.; em floresta, bera de trilha para a cascata das três Quedas","HUCS005532","Angiospermae","Lamiales","(Ness) V.A.W Grahm","Grings, M.","Rio Grande do Sul","Riozinho","Cascata Três Quedas","-50.4524993896484","-29.6410999298096",NA,NA,NA,NA,"18583","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-03-30 17:43:00-03","UTFPR","HCF","4374","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","M.G. Caxambu","1194","2006","07","30",NA,"Brasil",NA,NA,"arbusto semi-ciófilo, ca. 0,6 m, em subosque de cerradão. Com flores diminutas de cor amarelada.",NA,NA,NA,"(Nees.) V.A.W. Graham","J. Cordeiro & F. Marinero","MG","Boa Esperança","Fazenda Rancharia, BR 265, Km 2","-45.638467","-21.16625","887","887",NA,NA,NA,NA,"2006","12",NA,"45°38'18,48 W","21°09'58,50 S",NA,NA,NA,NA
"91","2021-03-30 17:43:00-03","UTFPR","HCF","22982","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","E.L. Siqueira","2178","2017","05","25",NA,"Brasil",NA,NA,"erva ca. 0,30 m, heliófita, ripária. Flores com cálice verde e corola roxa.",NA,NA,NA,"(Nees.) V.A.W. Graham","M.G. Caxambu","PR","Nova Tebas","Estação Ecológica Municipal Dr. Orlando","-51.9","-24.356472","403","403",NA,NA,NA,NA,"2017","06","20","51°54'00 W","24°21'23,3 S",NA,NA,NA,NA
"92","2021-03-30 17:43:00-03","UTFPR","HCF","23136","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","M.G. Caxambu","7863","2017","07","27",NA,"Brasil",NA,NA,"erva semi-ciófila, ca. 0,40 m. Flores alvas com estrias róseas no interior da flor.",NA,NA,NA,"(Nees.) V.A.W. Graham","E. Barboza","PR","Foz do Iguaçu","Parque Nacional do Iguaçu, trilha do","-54.447","-25.621639","190","190",NA,NA,NA,NA,"2018",NA,NA,"54°26'49,2 W","25°37'17,9 S",NA,NA,NA,NA
"93","2021-03-30 17:43:00-03","UTFPR","HCF","19195","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","E.L. Siqueira","1921","2016","03","02",NA,"Brasil",NA,NA,"erva ca. 0,60 m, semi-ciófila. Flores roxas.",NA,NA,NA,"(Nees.) V.A.W. Graham","M.G. Caxambu","PR","Mato Rico","Estação Ecológica Municipal Cantú","-52.133056","-24.771722","605","605",NA,NA,NA,NA,"2016","03","16","52°07'59 W","24°46'18,2 S",NA,NA,NA,NA
"94","2021-03-30 17:43:00-03","UTFPR","HCF","7712","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","E.L. Siqueira","171","2009","03","06",NA,"Brasil",NA,NA,"subarbusto ca. 2 m, semi-ciófilo. Flores lilás.",NA,NA,NA,"(Nees.) V.A.W. Graham","M.G. Caxambu","PR","Luiziana","RPPN Depositozinho - Propriedade da","-52.322944","-24.2","613","613",NA,NA,NA,NA,"2009","03","17","52°19'22,6 W","24°12'00 S",NA,NA,NA,NA
"95","2021-03-30 17:43:00-03","UTFPR","HCF","4923","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","A.R. Silva","274","2007","03","03",NA,"Brasil",NA,NA,"erva ereta, heliófita, ca. 0,50 m de altura. Flores de cor rosa. Próxima a sede do Parque.",NA,NA,NA,"(Nees.) V.A.W. Graham","J. Cordeiro & E. Barboza","PR","Campo Mourão","Parque Estadual Lago Azul (PELA)","-52.324583","-24.104889","574","574",NA,NA,NA,NA,"2007",NA,NA,"52°19'28,5 W","24°06'17,6 S",NA,NA,NA,NA
"96","2021-03-30 17:43:00-03","UTFPR","HCF","16692","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","E.L. Siqueira","1451","2015","04","10",NA,"Brasil",NA,NA,"erva ca. 0,40 m, semi-ciófila, ereta. Botões florais verdes. Flores lilases.",NA,NA,NA,"(Nees.) V.A.W. Graham","M.G. Caxambu","PR","Juranda","Chácara São Jorge - Propriedade do Sr.","-52.844194","-24.427528","517","517",NA,NA,NA,NA,"2015","05","16","52°50'39,1 W","24°25'39,1 S",NA,NA,NA,NA
