"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","class","typeStatus","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1921617","PreservedSpecimen","Plantae","Solanaceae","Aureliana","darcyi","Aureliana darcyi","Carvalho & Bovini",NA,NA,NA,NA,"L. L. Giacomin","1696","2012","01","26","Brazil","São Paulo","Ubatuba","Imediaçes do Parque Estadual da Serra do Mar, Núcleo Picinguaba, Trilha saindo da Base Cambucá para a sede da fazenda (Base de Pesquisa)","-44.94","-23.3256",NA,NA,"5",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2289650' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921617","NY01921617_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01805845","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata","(Vell.) Sendtn.","M. H. Nee",NA,NA,NA,"J. G. Jardim","4682","2005","07","21","Brazil","Bahia","Arataca","RPPN Caminho das Pedras. Serra do Peito-de-Moça, entrada a 9,5 km no Assent. Santo Antônio, mais 8,9 km até a sede da RPPN. Coletas na trilha para o topo, 2-4 km da sede.","-39.3394","-15.1742",NA,NA,"450","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2123314' target='other'> <mi>dwc_moreinfo</mi></a>","NY01805845","NY01805845_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-30 14:37:00-03","NY","NYBG","1921612","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata",NA,NA,NA,NA,NA,"J. R. Stehmann","5101","2008","09","27","Brazil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras.","-40.0461","-16.4097",NA,NA,"764",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2289641' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921612","NY01921612_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-30 03:24:00-03","NY","NYBG","1039408","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata",NA,NA,NA,NA,NA,"F. N. Costa","340","2002","01","24","Brazil","São Paulo","Iporanga","Ramo vicinal à esquerda da estada Iporanga - Barra do Turvo. Trilha para posto da Telefônica.","-48.5825","-24.6211",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1486190' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039408","NY01039408_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1184704","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata","(Vell.) Sendtn.","I. M. C. Rodrigues",NA,NA,NA,"P. von Luetzelburg","158","1913",NA,NA,"Brazil","Bahia",NA,"Sao Bento dao Lages.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1475542' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184704",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01806027","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata","(Vell.) Sendtn.","M. H. Nee",NA,NA,NA,"J. L. Paixão","933","2006","03","31","Brazil","Bahia","Arataca","Serra das Lontras. Ca. de 7 km no ramal que liga o distrito de Itatinguí à Serra.","-39.4081","-15.2028",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2127939' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806027","NY01806027_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-30 00:36:00-03","NY","NYBG","01096348","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata fasciculata","(Vell.) Sendtn.","G. E. Barboza",NA,NA,NA,"A. C. Cervi","7172","1994","10","24","Brazil","Alagoas","Quebrangulo","Reserva Biológica de Pedra Talhada. Agreste, Area de transição Florestas Estacional Semidecidual/Decidual Contrafortes de Borborema,.","-36.42","-9.25",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1236473' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096348","NY01096348_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales","fasciculata",NA,NA,NA,NA,NA,NA,NA
"18","2016-09-30 03:12:00-03","NY","NYBG","1184681","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata",NA,"I. M. C. Rodrigues",NA,NA,NA,"S. L. Jung-Mendaçolli","180","1977","10","09","Brazil","São Paulo","Campo Limpo Paulista","Estância Figueira Branca, Rua das Palmeiras.","-46.78","-23.2",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474621' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184681",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1280813","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata fasciculata","(Vell.) Sendtn.",NA,NA,NA,NA,"Y. E. J. Mexia","4427","1930","03","05","Brazil","Minas Gerais","Viçosa","Agricultural College lands. Hill northwest of main buildings.","-42.868031","-20.7613428",NA,NA,"670","670","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1621376' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280813","NY01280813_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales","fasciculata",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00853227","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata","(Vell.) Sendtn.","M. H. Nee",NA,NA,NA,"J. L. Paixão","437","2005","06","05","Brazil","Bahia","Camacan","Camacã: RPPN Serra Bonita. 9.7 km W de Camacã na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e Torre da Embratel.","-39.5653","-15.3917",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995458' target='other'> <mi>dwc_moreinfo</mi></a>","NY00853227","NY00853227_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1184686","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata","(Vell.) Sendtn.","I. M. C. Rodrigues",NA,NA,NA,"L. R. Landrum","4300","1982","02","07","Brazil","Paraná","Curitiba","Parque Barreirinha","-49.25","-25.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1475097' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184686",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","298158","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata","(Vell.) Sendtn.","M. H. Nee",NA,NA,NA,"W. W. Thomas","11433","1997","04","04","Brazil","Bahia","Almadina","5.3 km. from Almadina on road to Ibatupã, then left 7.9 km. on road to Serra dos Sete Paus.","-39.6992","-14.7364",NA,NA,"500","650","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=389732' target='other'> <mi>dwc_moreinfo</mi></a>","NY00298158","NY00298158_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-30 03:12:00-03","NY","NYBG","1184685","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata",NA,"I. M. C. Rodrigues",NA,NA,NA,"M. Kuhlmann","2660","1951","03","22","Brazil","Rio de Janeiro","Angra dos Reis","Angra dos Reis, Fazenda Japuhyba","-44.3181","-23.0069",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474630' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184685",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 22:56:00-03","NY","NYBG","00853869","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata",NA,"I. M. C. Rodrigues",NA,NA,NA,"M. de J. Robim","346","1985","11","21","Brazil","São Paulo","Campos do Jordão","P. E. Campos do Jordão, Instituto Florestal.","-45.454379","-22.673246",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093143' target='other'> <mi>dwc_moreinfo</mi></a>","NY00853869",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1184703","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata","(Vell.) Sendtn.","I. M. C. Rodrigues",NA,NA,NA,"P. von Luetzelburg","158","1913",NA,NA,"Brazil","Bahia",NA,"Sao Bento dao Lages.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1475540' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184703",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02098371","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata","(Vell.) Sendtn.","S. D. Knapp",NA,NA,NA,"W. W. Thomas","13399","2003","03","16","Brazil","Bahia","Jussari","Fazenda Serra do Teimoso, Reserva Serra do Teimoso. Lower forest, Northern portion of reserve","-39.5306","-15.1533",NA,NA,"275","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=566360' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098371","NY02098371_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01806118","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata","(Vell.) Sendtn.","M. H. Nee",NA,NA,NA,"D. A. do Araújo","1884","2011","11","22","Brazil","Pernambuco",NA,"Lagoa dos Gatos. RPPN Pedr Danta. Mata da Igreja, ao lada da casa sede.","-35.8561","-8.6992",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2130034' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806118","NY01806118_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01806264","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata","(Vell.) Sendtn.","M. H. Nee",NA,NA,NA,"A. M. Amorim","4402","2004","06","12","Brazil","Bahia","Porto Seguro","Estação Ecologica do Pau-Brasil. (ESPAB)","-39.2022","-16.4192",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2156441' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806264","NY01806264_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-29 22:13:00-03","NY","NYBG","886454","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata",NA,"I. M. C. Rodrigues",NA,NA,NA,"J. C. Lindeman","4952","1967","03","17","Brazil","Paraná",NA,"Fazenda Reserva, ca. 85 km SW of Guarapuava. In forest on hill near Barbaquá.",NA,NA,NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024529' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886454",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-11-04 12:23:00-02","NY","NYBG","01806782","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata",NA,"L. L. Giacomin",NA,NA,NA,"P. Fiaschi","1971","2004","02","14","Brazil","Bahia","Jussari","Estrada de Jussari para Palmira, entrada à esq. ca. 7.5 km após Jussari. Fazenda Teimoso. RPPN Serra do Teimoso.","-39.5361","-15.1603",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2219295' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806782","NY01806782_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1184650","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata","(Vell.) Sendtn.","I. M. C. Rodrigues",NA,NA,NA,"P. K. H. Dusén","17578","1916","01","28","Brazil","Paraná","Três Barras do Paraná","Tres Barras","-53.1806","-25.4192",NA,NA,"760","760","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474423' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184650",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1184732","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata","(Vell.) Sendtn.","M. H. Nee",NA,NA,NA,"R. Reitz","874","1953","08","07","Brazil","Santa Catarina","Brusque","Azambuja","-48.910147","-27.126635",NA,NA,"70",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1478137' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184732","NY01184732_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","886453","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata","(Vell.) Sendtn.","I. M. C. Rodrigues",NA,NA,NA,"J. C. Lindeman","4736","1967","03","09","Brazil","Paraná",NA,"Fazenda Reserva, ca. 85 km SW of Guarapuava.","-52.0758963","-25.9309469",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024508' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886453",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1801838","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata","(Vell.) Sendtn.","G. E. Barboza",NA,NA,NA,"L. L. Giacomin","1716","2012","02","11","Brazil","Santa Catarina","Doutour Pedrinho","Estrada vicinal não pavimentada que leva a Alto Benedito.","-49.5147","-26.6411",NA,NA,"706",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2040308' target='other'> <mi>dwc_moreinfo</mi></a>","NY01801838","NY01801838_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1184637","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata","(Vell.) Sendtn.","M. H. Nee",NA,NA,NA,"L. Bianchetti","769","1989","05","24","Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD. Próximo ao entroncamento da est. de Flamengo e est. da Gavea.","-40.0722","-19.3911",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474190' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184637","NY01184637_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1184671","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata","(Vell.) Sendtn.","M. H. Nee",NA,NA,NA,"G. G. Hatschbach","13663","1966","02","08","Brazil","Paraná","Lapa","Rod. do Xisto, Agua Amarela.","-49.7158","-25.7697",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474568' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184671","NY01184671_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1184718","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata","(Vell.) Sendtn.","I. M. C. Rodrigues",NA,NA,NA,"S. A. Mori","9593","1978","03","17","Brazil","Bahia","Alcobaça","Rod. BA 001, a 5km ao Sul de Alcobaça. Folha SE-24 (18-39a)","-39.19","-17.5194",NA,NA,"10","20","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1475753' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184718","NY01184718_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","2447050","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata","(Vell.) Sendtn.","S. D. Knapp",NA,NA,NA,"M. J. N. Rodal","1355","2002","09","15","Brazil","Alagoas","Murici","E. E. de Murici (Mata próxima a antena de TV desativada)","-35.9431","-9.3069",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2326094' target='other'> <mi>dwc_moreinfo</mi></a>","NY02447050","NY02447050_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","482522","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata","(Vell.) Sendtn.","M. H. Nee",NA,NA,NA,"L. A. de Lima","221","1991","12","05","Brazil","Acre","Brasiléia","Reserva Extrativista Chico Mendes, Seringal Porongaba, transecto 1.","-72.7","-9.12",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=389734' target='other'> <mi>dwc_moreinfo</mi></a>","NY00482522","NY00482522_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1184700","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata","(Vell.) Sendtn.","I. M. C. Rodrigues",NA,NA,NA,"E. Lleras","2008","1985","04","26","Brazil","Santa Catarina","Presidente Nereu","23km da bifurcaçao da estrada Lontra-Presidente Nereu com a BR-470.","-49.52","-27.23",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1475534' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184700",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1280818","PreservedSpecimen","Plantae","Solanaceae","Aureliana","fasciculata","Aureliana fasciculata","(Vell.) Sendtn.",NA,NA,NA,NA,"J. E. B. Warming","s.n.",NA,NA,NA,"Brazil","Distrito Federal","Brasília","Ad Lagoa Santa.","-47.9297","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1621405' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280818","NY01280818_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
