"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"11","2021-04-05 14:33:35-03","UNESC","CRI","1498","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","R. R. Negrelle",NA,NA,NA,"R. R. B. Negrelle","286","1992","07","31","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha.","-48.616389","-26.1175","48º36'59''W","26º7'3''S","9","9","Habito: árvore","CRI003569","CRI003569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:33:35-03","UNESC","CRI","9649","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","M. Verdi","2010","05","27","M. Verdi; N.L. de Souza, G. Klemz & D.H. Klettenberg","4576","2010","04","30","Brasil","Santa Catarina","Paulo Lopes","Laranjal.","-48.78","-28.08","48º46'48''W","28º4'48''S","126","126","Floresta Ombrófila Densa Habitat: interior do fragmento Habito: arbórea","CRI003570","CRI003570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:33:35-03","UNESC","CRI","1500","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","R. Negrelle",NA,NA,NA,"R. R. B. Negrelle","159","1992","03","12","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha.","-48.616389","-26.1175","48º36'59''W","26º7'3''S","9","9","Habito: árvore","CRI003567","CRI003567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:33:35-03","UNESC","CRI","10467","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.",NA,NA,NA,NA,"Valdemar Boff",NA,"1999","04","14","Brasil","Santa Catarina","Araranguá","Morro dos Conventos.","-49.486111","-28.935278","49º29'10''W","28º56'7''S","4","4","Habitat: sobre dunas","CRI003579","CRI003579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:33:35-03","UNESC","CRI","9643","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","A. Korte","2010","04","05","A. Korte; A. Kniess","2305","2010","03","19","Brasil","Santa Catarina","Apiúna","Jundiá.","-49.32","-27.09","49º19'12''W","27º5'24''S","358","358","Floresta Ombrófila Densa Habitat: interior do fragmento Habito: arbórea","CRI003572","CRI003572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:33:35-03","UNESC","CRI","4594","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","Z. P. Topanotti",NA,NA,NA,"Zenaide P. Topanotti",NA,"1995","12","03","Brasil","São Paulo","Ubatuba",NA,"-45.070278","-23.430556","45º4'13''W","23º25'50''S","8","8","Habito: árvore","CRI003565","CRI003565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:33:35-03","UNESC","CRI","9648","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","M. Verdi","2010","04","06","M. Verdi; N.L. de Souza, G. Klemz & D.H. Klettenberg","4164","2010","04","06","Brasil","Santa Catarina","Armazém","Areião.","-49.049167","-28.259444","49º2'57''W","28º15'34''S","187","187","Floresta Ombrófila Densa","CRI003626","CRI003626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:33:35-03","UNESC","CRI","9424","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","M. Verdi","2010","04","28","M. Verdi; N. L. de Souza e G. Klemz & D.H.Klettenberg","4347","2010","04","10","Brasil","Santa Catarina","São Martinho","estrada Geral são Luiz/ SC - 407.","-49.025","-28.11","49º1'30''W","28º6'36''S","89","89","Floresta Ombrófila Densa Habito: arbórea","CRI003581","CRI003581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:33:35-03","UNESC","CRI","9421","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","M. Verdi","2010","05","24","M. Verdi; N.L. de Souza, G. Klemz & D.H. Klettenberg","4678","2010","05","05","Brasil",NA,"Brasil","Nova Fátima.","-49.136944","-28.080556","49º8'13''W","28º4'50''S","276","276","Floresta Ombrófila Densa Habitat: interior do fragmento Habito: arbórea","CRI003574","CRI003574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:33:35-03","UNESC","CRI","4789","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","Daniel B. Falkenberg",NA,NA,NA,"V. Citadini-Zanette; Adão Zanette","2060","1996","04","30","Brasil","Santa Catarina","Araranguá",NA,"-49.486111","-28.935278","49º29'10''W","28º56'7''S","4","4","Habitat: encosta do morro","CRI003563","CRI003563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:33:35-03","UNESC","CRI","8510","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","N. L. de Souza","2009","05","02","N. L. de Souza; V. Bachmann","185","2009","05","02","Brasil","Santa Catarina","Blumenau",NA,"-49.066111","-26.918611","49º3'58''W","26º55'7''S",NA,NA,NA,"CRI003578","CRI003578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:33:35-03","UNESC","CRI","3320","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.",NA,NA,NA,NA,"Vanilde Citadini-Zanette; Robson dos Santos","1925","1993","02","18","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI003568","CRI003568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:33:35-03","UNESC","CRI","8442","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,"CRI003576","CRI003576","20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 14:33:35-03","UNESC","CRI","12298","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","Alexandre Medeiros","2017","04","22","Alexandre Medeiros",NA,"2017","04","22","Brasil","Santa Catarina","Balneário Camboriú","Praia do Estaleiro.","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"Coleta 186 (10h25)","CRI010482",NA,"8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-05 14:33:35-03","UNESC","CRI","12297","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","Aline Votri Guislon","2017","05","19","Alexandre Medeiros",NA,"2017","04","22","Brasil","Santa Catarina","Balneário Camboriú","Praia do Estaleiro.","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"Coleta 186","CRI010481",NA,"8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-05 14:33:35-03","UNESC","CRI","12299","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","Alexandre Medeiros","2017","04","22","Alexandre Medeiros",NA,"2017","04","22","Brasil","Santa Catarina","Balneário Camboriú","Praia do Estaleiro.","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"Coleta 186b","CRI010483",NA,"8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-09-23 10:40:18-03","E","E","259447","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia",NA,NA,NA,NA,NA,"Gardner, George","5157",NA,NA,NA,"BR","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00259447 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00259447",NA,NA,NA,"unspecified kind of","E. Tropical South America","herbarium specimen of unspecif","BGBASE:270871",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-09-23 10:40:18-03","E","E","259308","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia",NA,NA,NA,NA,NA,"Sellow, Friedrich",NA,NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00259308 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00259308",NA,NA,NA,"syntype","E. Tropical South America","herbarium specimen of unspecif","BGBASE:269812",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1104813","PreservedSpecimen","Plantae","Lauraceae","Nectandra","labouriaviana","Nectandra labouriaviana","Machado",NA,NA,NA,NA,"O. X. B. Machado","s.n.","1946","03","21","Brazil","Rio de Janeiro",NA,"Restinga de Tijuca","-43.36594","-23.011012",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1296235' target='other'> <mi>dwc_moreinfo</mi></a>","NY01104813","NY01104813_01",NA,NA,"isotype","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","469197","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","J. G. Rohwer",NA,NA,NA,"A. F. M. Glaziou","9672",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=590272' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469197","NY00469197_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","469208","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","J. G. Rohwer",NA,NA,NA,"R. Reitz","6611","1958","03","26","Brazil","Santa Catarina","Garuva","Tres Barras, Garuva","-48.8547","-26.0269",NA,NA,"30","30","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=590251' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469208","NY00469208_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","469204","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","J. G. Rohwer",NA,NA,NA,"L. Riedel",NA,NA,NA,NA,"Brazil","Rio de Janeiro","Magé","Mandiocca","-43.0406","-22.6531",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=590229' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469204","NY00469204_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00918265","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","J. G. Rohwer",NA,NA,NA,"G. Schüch","276",NA,NA,NA,"Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986288' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918265","NY00918265_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","887020","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","J. G. Rohwer",NA,NA,NA,"A. F. C. P. Saint-Hilaire","338","1816",NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069749' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887020","NY00887020_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","469186","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","J. G. Rohwer",NA,NA,NA,"G. G. Hatschbach","43683","1981","03","27","Brazil","Paraná","Cerro Azul","Rio Turvo","-49.2608","-24.8236",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=590249' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469186","NY00469186_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","469207","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","J. G. Rohwer",NA,NA,NA,"K. Kubitzki","8147","1981","02","21","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.992538","-25.197304",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=590238' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469207","NY00469207_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00918271","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","J. G. Rohwer",NA,NA,NA,"J. G. Kuhlmann","78298","1950",NA,NA,"Brazil",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986295' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918271","NY00918271_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","469206","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","S. A. Nicolau",NA,NA,NA,"A. C. Filho","1315","1983","04","26","Brazil","São Paulo","Salesópolis","Biritiba Mirim, Estaçao Biologica de Boraceia","-45.875","-23.642",NA,NA,"890","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=590231' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469206","NY00469206_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","469220","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","H. H. van der Werff",NA,NA,NA,"I. G. Vargas Caballero","3170","1994","04","18","Bolivia","Santa Cruz","Florida","Parque Nacional Amboro; tramo entre Los Quemados y Rio San Rafael; 10km al NE de Mairana, pasando la comunida de La Yunga","-63.8717","-18.0383",NA,NA,"2000","2000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=590235' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469220",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00918275","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","J. G. Rohwer",NA,NA,NA,"E. Pereira","3129","1957","04","24","Brazil","Minas Gerais","São João del Rei","São João del Rei.","-44.2617","-21.1358",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986299' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918275","NY00918275_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","469184","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","J. G. Rohwer",NA,NA,NA,"J. E. B. Warming",NA,"1869",NA,NA,"Brazil","Minas Gerais","Lagoa Santa","Circa Lagoa Santa","-43.8894","-19.6272",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=590259' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469184","NY00469184_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","469209","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","J. G. Rohwer",NA,NA,NA,"R. M. Klein","1241","1955","03","31","Brazil","Santa Catarina","Itajaí","Morro da Ressacada, Itajaí","-48.6617","-26.9081",NA,NA,"150","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=590261' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469209","NY00469209_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","469196","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","J. G. Rohwer",NA,NA,NA,"F. R. Martins","11200","1980","05","05","Brazil","São Paulo","Campinas","Campinas-Vila Costa e Silva-mata do Instituto Agronomico","-47.06","-22.9",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=590250' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469196","NY00469196_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","1015048","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.",NA,NA,NA,NA,"C. Luchiari","635","1995","03","30","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, Est. Juturnaiba, direita - Km 3.","-42.3917","-22.6508",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098889' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015048",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","00918262","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","J. G. Rohwer",NA,NA,NA,"P. Clausen","s.n.","1838",NA,NA,"Brazil","Minas Gerais",NA,"Brésil (Minas Geraes)",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986283' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918262","NY00918262_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","469192","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","F. C. Hoehne",NA,NA,NA,"F. C. Hoehne",NA,"1932","04","05","Brazil","São Paulo","Sao Paulo","Sao Paulo, nativa no Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=590241' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469192","NY00469192_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","00918264","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.","J. G. Rohwer",NA,NA,NA,"A. F. M. Glaziou","19780","1892","04","21","Brazil","Minas Gerais",NA,"Brésil, Minas. Congouha da Serra.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986287' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918264","NY00918264_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA
