"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","stateProvince","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","locality","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","class","relatedCatalogItem","fieldNumber","individualCount"
"181","2020-02-08 10:33:04-03","NBC","NL-BOTANY","U 0293055","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria inaequalis","Krukoff BA","1933","07","15","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200293055 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0293055",NA,"Acre",NA,"Sapindales","inaequalis","(DC.) Radlk.",NA,"Basin of Rio Jurua",NA,NA,"-70","-8.5",NA,NA,NA,NA,NA,NA,NA,"-70.0","-8.5",NA,"Magnoliopsidae","Uw19821",NA,NA
"182","2020-02-08 10:33:04-03","NBC","NL-BOTANY","U 0292070","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria inaequalis","Krukoff BA","1933","08","21","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200292070 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0292070",NA,"Acre",NA,"Sapindales","inaequalis","(DC.) Radlk.",NA,"Basin of Rio Purus",NA,NA,"-69","-9.333333",NA,NA,NA,NA,NA,NA,NA,"-69.0","-9.333333",NA,"Magnoliopsidae","Uw20043",NA,NA
"183","2020-02-08 10:33:04-03","NBC","NL-BOTANY","U 0292992","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria inaequalis","Lanjouw J; Lindeman JC","1953","12","01","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200292992 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0292992",NA,NA,NA,"Sapindales","inaequalis","(DC.) Radlk.",NA,"Coronie lijn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw1469",NA,NA
"184","2020-02-08 10:33:04-03","NBC","NL-BOTANY","U 0293054","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria inaequalis","Geyskes DG","1957","01","01","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200293054 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0293054",NA,NA,NA,"Sapindales","inaequalis","(DC.) Radlk.",NA,"Hertenrits near Wageningen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw5481",NA,NA
"185","2020-02-08 10:33:04-03","NBC","NL-BOTANY","U.1598769","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria inaequalis","Lindeman JC; Haas JH de","1967","07","04","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1598769 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1598769",NA,NA,NA,"Sapindales","inaequalis","(DC.) Radlk.",NA,"Brasiliae Australis, Est. S.Paulo near gas station at Via Dutra ca. 10 km Sw od Guaratinguetá.","NL-U1598769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"186","2020-02-08 10:33:04-03","NBC","NL-BOTANY","U.1598772","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria inaequalis","Lanjouw J; Lindeman JC","1948","12","14","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1598772 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1598772",NA,NA,NA,"Sapindales","inaequalis","(DC.) Radlk.",NA,"Inter Coppename fluv. ostium et Coronie oppidum. In bos bij km 0,6 eerste lijn.","NL-U1598772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0231982",NA,NA
"187","2020-11-04 12:16:09-03","ESALQ","ESA","142555","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Monteiro, R.S.","1991","09","27",NA,"Brasil",NA,NA,NA,"ESA142555","243.0","Maranhão",NA,NA,NA,NA,"Monteiro, R.S.",NA,NA,"Açailândia","-47.5046997070312","-4.9466700553894",NA,NA,"95172","auto","1991","10","25",NA,NA,NA,NA,NA,NA,NA
"188","2020-11-04 11:19:29-03","ESALQ","ESA","51006","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Okazaki, L.","2005","08","22",NA,"Brasil",NA,NA,NA,"ESA051006",NA,"São Paulo","Magnoliophyta",NA,NA,NA,NA,NA,"ESA051006","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-11-04 11:19:29-03","ESALQ","ESA","1578","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Minami, K.","1965","01","01",NA,"Brasil",NA,NA,NA,"ESA001578",NA,"São Paulo","Magnoliophyta",NA,NA,"L.","Ivanauskas, N.M.",NA,"ESA001578","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto","1993","04","28",NA,NA,NA,NA,NA,NA,NA
"190","2020-11-04 11:19:29-03","ESALQ","ESA","51901","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Maria, V.R.B.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"ESA051901",NA,"Mato Grosso do Sul","Magnoliophyta",NA,NA,NA,"Maria, V.R.B.",NA,NA,"Bonito","-56.4818992614746","-21.1210994720459",NA,NA,"71352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-11-04 11:19:29-03","ESALQ","ESA","1840","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Santos, P.M.O.","1930","06","05",NA,"Brasil",NA,NA,NA,"ESA001840","183.0","São Paulo","Magnoliophyta",NA,NA,NA,NA,NA,"ESA001840","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-11-04 11:19:29-03","ESALQ","ESA","4237","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Catharino, E.L.M.","1984","05","01",NA,"Brasil",NA,NA,NA,"ESA004237",NA,"São Paulo","Magnoliophyta",NA,NA,NA,"Acevedo, P.","Parque da Esalq","ESA004237","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-11-04 12:16:09-03","ESALQ","ESA","142550","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Rosa, N. A.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"ESA142550","483.0","Maranhão",NA,NA,NA,NA,"Rosa, N.A.",NA,NA,"Santa Luzia","-45.6582984924316","-3.96333003044128",NA,NA,"96308","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-11-04 11:19:29-03","ESALQ","ESA","125987","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Quinet, A.","1905","06","24",NA,"Brasil",NA,NA,NA,"ESA125987","712.0","Rio de Janeiro","Magnoliophyta",NA,NA,NA,"Quinet, A.",NA,"ESA125987","Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-11-04 11:19:29-03","ESALQ","ESA","5928","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Ivanauskas, N.M.","1990","09","12",NA,"Brasil",NA,NA,NA,"ESA005928",NA,"São Paulo","Magnoliophyta",NA,NA,NA,NA,NA,"ESA005928_1 ESA005928_2","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-11-04 11:19:29-03","ESALQ","ESA","3440","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Catharino, E.L.M.","1984","05","01",NA,"Brasil",NA,NA,NA,"ESA003440","55.0","São Paulo","Magnoliophyta",NA,NA,NA,NA,NA,"ESA003440_1 ESA003440_2","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-11-04 11:19:29-03","ESALQ","ESA","10123","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Barreto, K.D.","1993","02","09",NA,"Brasil",NA,NA,NA,"ESA010123",NA,"São Paulo","Magnoliophyta",NA,NA,NA,"Acevedo, P.","ESALQ","ESA010123","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-11-04 11:19:29-03","ESALQ","ESA","47345","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Árbocz, G.F.","1997","04","24",NA,"Brasil",NA,NA,"Árvore de 7m. Tronco claro e liso. Flores brancas.","ESA047345","3812.0","Mato Grosso","Magnoliophyta",NA,NA,NA,NA,"Estrada vicinal em direção norte, para o rio Guaporé. Transição Floresta Estacional Semi-decidual / Floresta Estacional Aluvial (mata ciliar). Relevo suave ondulado. Solo tipo areia quartzosa. 83.25.480UTM; 2.89.670UTM","ESA047345","Jauru","-58.8664016723633","-15.3418998718262",NA,NA,"40234","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-11-04 11:19:29-03","ESALQ","ESA","5527","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Kampf, E.","1989","03","17",NA,"Brasil",NA,NA,"FL.","ESA005527","15.0","São Paulo","Magnoliophyta",NA,NA,NA,"Acevedo, P.","Parque da Esalq","ESA005527","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-11-04 11:19:29-03","ESALQ","ESA","60901","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Jarenkow, J.A.","1997","05","12",NA,"Brasil",NA,NA,NA,"ESA060901","3493.0","Rio Grande do Sul","Magnoliophyta",NA,NA,NA,NA,NA,"ESA060901","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-11-04 11:19:29-03","ESALQ","ESA","1839","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Santoro, J.","1945","02","07",NA,"Brasil",NA,NA,NA,"ESA001839",NA,"São Paulo","Magnoliophyta",NA,NA,NA,NA,NA,"ESA001839","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-11-04 11:19:29-03","ESALQ","ESA","13242","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Barreto, K.D. et al.","1993","07","12",NA,"Brasil",NA,NA,NA,"ESA013242","873.0","São Paulo","Magnoliophyta",NA,NA,NA,NA,NA,"ESA013242","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-11-04 11:19:29-03","ESALQ","ESA","105787","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Hoehne, F.","1947","04","01",NA,"Brasil",NA,NA,NA,"ESA105787",NA,"São Paulo","Magnoliophyta",NA,NA,NA,NA,NA,"ESA105787","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-11-04 11:19:29-03","ESALQ","ESA","47344","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Ivanauskas, N.M.; Árbocz, G.F.; Silva, M.M.R.; Zanella, J.","1997","07","31",NA,"Brasil",NA,NA,"Árvore de 9m. Botões florais verdes.","ESA047344","2120.0","Mato Grosso","Magnoliophyta",NA,NA,NA,NA,"Estrada vicinal à esquerda na BR174, trecho Vilhena-Comodoro. Savana Arbórea Densa. Relevo suave ondulado. Solo tipo Areia Quartzosa.","ESA047344","Comodoro","-59.7858009338379","-13.6631002426147",NA,NA,"187708","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-11-04 11:19:29-03","ESALQ","ESA","134511","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","2015","07","07",NA,"Brasil",NA,NA,"Árvore.","ESA134511","221.0","São Paulo","Magnoliophyta",NA,NA,"L.","Coelho, R.","Mata do Pinheirinho. Usina Rosana",NA,"Mombuca","-47.560001373291","-22.9200000762939","561","561","13659","auto","2015","07","23","-47,657,290","-2,292,987",NA,NA,NA,NA,NA
"206","2020-11-04 11:19:29-03","ESALQ","ESA","111221","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Caliari, C.P.","2007","07","01",NA,"Brasil",NA,NA,NA,"ESA111221","376.0","Mato Grosso","Magnoliophyta",NA,NA,NA,"Kuntz, J.",NA,"ESA111221","Barão de Melgaço","-55.9674987792969","-16.1944007873535",NA,NA,"145819","auto","2007","11","25",NA,NA,NA,NA,NA,NA,NA
"207","2020-11-04 11:19:29-03","ESALQ","ESA","114725","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Caliari, C.P.","2006","09","01",NA,"Brasil",NA,NA,NA,"ESA114725","376.0","Mato Grosso","Magnoliophyta",NA,NA,NA,"Caliari, C.P.",NA,"ESA114725","Barão de Melgaço","-55.9674987792969","-16.1944007873535",NA,NA,"145819","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-11-04 11:19:29-03","ESALQ","ESA","103226","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Urdampilleta, J.D.","2003","06","16",NA,"Brasil",NA,NA,NA,"ESA103226","191.0","Paraná","Magnoliophyta",NA,NA,NA,"Urdampilleta, J.D.",NA,"ESA103226","Sertanópolis","-51.0363998413086","-23.0585994720459",NA,NA,"19992","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-11-04 11:19:29-03","ESALQ","ESA","3441","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Catharino, E.L.M.","1984","05","01",NA,"Brasil",NA,NA,NA,"ESA003441","55.0","São Paulo","Magnoliophyta",NA,NA,NA,NA,NA,"ESA003441","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-11-04 11:19:29-03","ESALQ","ESA","10617","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Barreto, K.D. et al.","1993","05","10",NA,"Brasil",NA,NA,NA,"ESA010617","446.0","São Paulo","Magnoliophyta",NA,NA,NA,NA,NA,"ESA010617","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2020-11-04 11:19:29-03","ESALQ","ESA","5711","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Ivanauskas, N.M.","1990","04","20",NA,"Brasil",NA,NA,"Fl.","ESA005711","1.0","São Paulo","Magnoliophyta",NA,NA,NA,"Acevedo, P.","Parque da Esalq","ESA005711","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-11-04 11:19:29-03","ESALQ","ESA","15251","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Barreto, K.D. et al.","1993","09","22",NA,"Brasil",NA,NA,NA,"ESA015251","1239.0","São Paulo","Magnoliophyta",NA,NA,NA,NA,NA,"ESA015251","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-11-04 11:19:29-03","ESALQ","ESA","5320","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Catharino, E.L.M.","1984","05","10",NA,"Brasil",NA,NA,NA,"ESA005320","110.0","São Paulo","Magnoliophyta",NA,NA,NA,NA,NA,"ESA005320","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-11-04 11:19:29-03","ESALQ","ESA","6869","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Essoe, B.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"ESA006869","125.0","São Paulo","Magnoliophyta",NA,NA,NA,NA,NA,"ESA006869","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-11-04 11:19:29-03","ESALQ","ESA","22311","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Barreto, K.D. et al.","1994","08","09",NA,"Brasil",NA,NA,NA,"ESA022311","2838.0","São Paulo","Magnoliophyta",NA,NA,NA,NA,NA,"ESA022311_1 ESA022311_2","Santa Maria da Serra","-48.1599998474121","-22.5599994659424",NA,NA,"12628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2021-01-14 15:33:33-03","MN","R","101580","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Freire Allemão, F. 247; Cysneiros, M.",NA,NA,NA,NA,"Brasil",NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R010053358",NA,"Ceará",NA,NA,NA,"L.",NA,NA,"R010053358_001 R010053358_002 R010053358_003 R010053358_004 R010053358_005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-01-14 15:33:33-03","MN","R","8336","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Glaziou, A.F.M.","1887","05","19",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000008336","15872","Rio de Janeiro",NA,NA,NA,"L.",NA,"Cosme Velho","R000008336_001","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2021-04-02 11:40:59-03","UFPI","TEPB","31501","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Amorim, J.C.","2017","05","21",NA,"Brasil",NA,NA,"árvores, frequente, com flores em botão, sem frutos. Ambiente: Cerrado <ll>dwc_commonname:</ll> sabonete",NA,"55","Piauí",NA,NA,NA,"L.","Amorim, J. C.","Poço do Amarelo",NA,"Castelo do Piauí","-41.5125","-5.038611","251","251",NA,NA,"2017","11","17","41°30'45W","5°2'19S",NA,NA,NA,NA,NA
"219","2021-03-22 17:46:40-03","UFPI","TEPB","3882","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","F. ALCOFORADO.; F. G. TEIXEIRA, G. A.","1985","02","28",NA,"Brasil",NA,NA,"Ambiente: Caatinga <ll>dwc_commonname:</ll> Sabão de soldado da folha miúda",NA,NA,"Piauí",NA,NA,NA,"L.",NA,"Caldeirão",NA,"Jaicós","-41.1377983093262","-7.35916996002197",NA,NA,"32830","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-11-19 10:25:24-03","CPAP","CPAP","11194","PreserverdSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Mauro, R. A.","1993","04","22",NA,"Brasil",NA,NA,"Árvore 7-8m de altura. FLOR: não vista. FRUTO: ainda verde. INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Mata. SUBSTRATO: solo calcário. RELEVO: plano. <ll>dwc_commonname:</ll> Saboneteir",NA,"97","MS",NA,NA,NA,"L.",NA,"Estrada para Jacadigo",NA,"Corumbá","-57.783333","-19.1","120","120",NA,NA,NA,NA,NA,"57°47' W","19°06' S",NA,NA,NA,NA,NA
"221","2020-11-19 10:25:24-03","CPAP","CPAP","20264","PreserverdSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Christianini, A.V.","2002","11","05",NA,"Brasil",NA,NA,"Árvore. Planta de folhas compostas, pinada, alternada e espiralada. FLOR: . FRUTO: amarelo-alaranjado. Frutos tipo baga com semente solta no interior. INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: . <ll>dwc_commonname:</ll> Saboneteira",NA,"259","MS",NA,NA,NA,"L.","S. M. Salis","Fazenda Rio Negro",NA,"Aquidauana","-55.7872009277344","-20.4710998535156",NA,NA,"212961","auto","2004","05",NA,NA,NA,NA,NA,NA,NA,NA
"222","2020-11-19 10:25:24-03","CPAP","CPAP","22710","PreserverdSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Pott, A.","2001","03","23",NA,"Brasil",NA,NA,"Árvore 6-15m de altura. flores e frutos ausentes, óleo inseticida, . Abundante. Floresta semidecídual em aterro de índio,. Solo: siltoso-alcalino,. Relevo: plano convexo. <ll>dwc_commonname:</ll> Saboneteira",NA,"8691","MS",NA,NA,NA,"L.","A. Pott","Margem esquerda do Rio Cuiabá, defronte o parque Nacional do Pantanal",NA,"Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"295160","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2020-11-19 10:25:24-03","CPAP","CPAP","17799","PreserverdSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Damasceno Jr., G. A.","1995","02","20",NA,"Brasil",NA,NA,"Árvore. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Em morro calcário próximo ao rio. SUBSTRATO: . RELEVO: .",NA,"465","MS",NA,NA,NA,"L.",NA,"Logradouro - morro Rabicho; próximo a margem do corixo do Arroz",NA,"Ladário","-57.6016998291016","-19.0046997070312",NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-11-19 10:25:24-03","CPAP","CPAP","1306","PreserverdSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Pott, A.","1985","06","24",NA,"Brasil",NA,NA,"Árvore 10m de altura. FLOR: branca. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: . AMBIENTE: Capão (ilha de mata), não alagável, em campo alagável. SUBSTRATO: solo calcimórfico - petrocálcico. RELEVO: plano.",NA,"1933","MS",NA,NA,NA,"L.",NA,"Estrada MS-184, próximo rio Abobral, Pantanal",NA,"Corumbá","-57","-19.666667","90","90",NA,NA,NA,NA,NA,"57°00' W","19°40' S",NA,NA,NA,NA,NA
"225","2020-11-19 10:25:24-03","CPAP","CPAP","13394","PreserverdSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Pott, A.","1995","03","17",NA,"Brasil",NA,NA,"Árvore. FLOR: cinzenta. FRUTO: não visto. INTERESSE: Florestal. FREQUÊNCIA: Frequente. AMBIENTE: Cerradão mesotrófico. SUBSTRATO: solo argiloso calcimórfico com esterco. RELEVO: planalto. <ll>dwc_commonname:</ll> Saboneteir",NA,"7019","MS",NA,NA,NA,"L.",NA,"Reserva da Tercola, Secção Morada Nova, fazenda Bodoquena S.A., Serra da Bodoquena",NA,"Miranda","-57.016667","-19.9","350","350",NA,NA,NA,NA,NA,"57°01' W","19°54' S",NA,NA,NA,NA,NA
"226","2020-11-19 10:25:24-03","CPAP","CPAP","1375","PreserverdSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Pott, A.","1985","07","17",NA,"Brasil",NA,NA,"Árvore mais ou menos 10m de altura. FLOR: branca. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: . AMBIENTE: Capão, mata semidecídua, não alagável. SUBSTRATO: solo calcimrfico-petrocálcico. RELEVO: plano.",NA,"2003","MS",NA,NA,NA,"L.","V. J. Pott","Sub-região do Abobral; Pantanal",NA,"Corumbá","-57","-19.5","90","90",NA,NA,NA,NA,NA,"57°00' W","19°30' S",NA,NA,NA,NA,NA
"227","2020-11-19 10:25:24-03","CPAP","CPAP","13820","PreserverdSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Hatschbach, G.","1994","06","12",NA,"Bolívia",NA,NA,"Árvore 5m de altura. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Mata degradada. SUBSTRATO: . RELEVO: .",NA,"60955",NA,NA,NA,NA,"L.","G. Hastchbach","Porto Suarez, rodovia para Corumbá, Bolívia",NA,"Porto Suarez",NA,NA,NA,NA,NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-11-19 10:25:24-03","CPAP","CPAP","15389","PreserverdSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Pott, A.","1996","06","12",NA,"Brasil",NA,NA,"Árvore 3-7m de altura. FLOR: não vista. FRUTO: amarelado. INTERESSE: Levantamento florístico. FREQUÊNCIA: Abundante. AMBIENTE: Vegetação secundária de mata decídua. SUBSTRATO: solo argiloso calcimórfico. RELEVO: quase plano.",NA,"7773","MS",NA,NA,NA,"L.","M. S. Ferrucci","1Km Sul do Posto Esdras na estrada do Tamarineiro, junto a divisa Brasil-Bolívia",NA,"Corumbá","-57.709167","-19.034167","100","100",NA,NA,"1996","06","12","57°42'33'' W","19°02'03'' S",NA,NA,NA,NA,NA
"229","2020-11-19 10:25:24-03","CPAP","CPAP","17665","PreserverdSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Assis, T. C.","2006","03","22",NA,"Brasil",NA,NA,"Árvore. FLOR: branca. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Esparsa. AMBIENTE: Beira da estrada. SUBSTRATO: solo argiloso. RELEVO: levemente ondulado. <ll>dwc_commonname:</ll> Saboneteira",NA,"40","MS",NA,NA,NA,"L.","S. M. Salis; E. M. Jesus","Fazenda Banda Alta - trilha 1",NA,"Ladário","-57.586667","-19.143056","132","132",NA,NA,NA,NA,NA,"57°35'12'' W","19°08'35'' S",NA,NA,NA,NA,NA
