"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","verbatimLongitude","verbatimLatitude","class","previousCatalogNumber","monthIdentified","dayIdentified","relationshipType","relatedCatalogItem","fieldNumber","individualCount"
"44","2021-03-01 16:41:30-03","UNICAMP","UEC","26076","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"Pereira, SC; et al.","1528","1981",NA,"Brazil","Sta. Rosália.",NA,"Cálice verde, corola roxa, esatames roxos.","UEC085616","UEC085616","12","02","Minas Gerais","Poços de Caldas","-46.5614013671875","-21.7877998352051",NA,NA,"23696","auto","Stehmann, JR","1994",NA,NA,NA,NA,"12","13",NA,NA,NA,NA
"45","2021-03-01 16:41:30-03","UNICAMP","UEC","14742","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"Shepherd, GJ; Andrade, JB","3131","1977",NA,"Brazil","Estrada entre Ponta Grossa e Londrina, km 180.",NA,"Subarbusto de 1,5m de altura. Flores creme-esverdeadas.; Beira de estrada.","UEC033549","UEC033549","11","04","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto","Aranha, C","1980",NA,NA,NA,NA,"03","17",NA,NA,NA,NA
"46","2021-03-01 16:41:30-03","UNICAMP","UEC","38380","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"Sazima, M","16954","1985",NA,"Brazil","Reserva Municipal de Santa Genébra.",NA,"Erva. Flores roxas quando novas; amarelas quando velhas. Nas flores velhas, Euglossa masculino retira as substâncias odoríferas.","UEC085609","UEC085609","02","17","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"23900","auto","Stehmann, JR","1994",NA,NA,NA,NA,"12","13",NA,NA,NA,NA
"47","2021-03-01 16:41:30-03","UNICAMP","UEC","68689","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"Silva, SM; Sousa, WS","25399","1987",NA,"Brazil","Área de Proteção Ambiental.",NA,"Arbusto, 1,6m de altura; flores creme e botões roxos.; Encosta alterada de mata ciliar.","UEC033551","UEC033551","01","09","São Paulo","Itu","-47.2900009155273","-23.2600002288818",NA,NA,"22309","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-01 16:41:30-03","UNICAMP","UEC","64362","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"Vasconcellos-Neto, J","28911","1993",NA,"Brazil","Serra do Japí. Estrada da Torre da TV Cultura",NA,"Arbusto, ca. de 1,5m de altura. Flores roxas.","UEC085607","UEC085607","10","18","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758","1000","1000","17840","auto","Stehmann, JR","1994",NA,NA,NA,NA,"12","13",NA,NA,NA,NA
"49","2021-03-01 16:41:30-03","UNICAMP","UEC","43701","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"Taroda, N; Yamamoto, K","18310","1986",NA,"Brazil","Observatório Capricórnio.",NA,"Arvoreta até 2m, flores azuis, com frutos rajados de verde claro e escuro.","UEC085612","UEC085612","01","29","São Paulo","Morungaba","-46.7900009155273","-22.8799991607666",NA,NA,"11897","auto","Stehmann, JR","1994",NA,NA,NA,NA,"12","13",NA,NA,NA,NA
"50","2021-03-01 16:41:30-03","UNICAMP","UEC","34198","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"Brown Jr, KS","14660","1983",NA,"Brazil","Mata ao longo do riacho, 2km ao sul da cidade.",NA,"Subarbusto, pubescente-glanduloso. Usado por Mechantis lysimnia e Thynidia psidii.","UEC085611","UEC085611","04","23","São Paulo","Serra Negra","-46.7000007629395","-22.6100006103516",NA,NA,"12188","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:41:53-03","UNICAMP","UEC","182859","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Torres, RB; Franceschinelli, EV","809","1999",NA,"Brazil","Mata dos Mota.",NA,"Arbusto ca. 2m alt, flores com cálice verde, corola roxa, estames roxos. Flores creme, estigma verde.; Mata de altitude, beira de estrada.","UEC103725","UEC103725","10","14","Minas Gerais","Camanducaia","-46.1446990966797","-22.7553005218506",NA,NA,"22140","auto","Stehmann, JR","2001",NA,NA,NA,NA,"09",NA,NA,NA,NA,NA
"52","2021-03-01 16:41:53-03","UNICAMP","UEC","118535","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Alves, J","s.n.","1998",NA,"Brazil","Madereira floresta.",NA,"Arbusto 1,5m; flores roxas; frutos verdes.","UEC065683","UEC065683","12","15","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"63728","auto","Stehmann, JR","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:41:53-03","UNICAMP","UEC","139328","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Sá, KLVR","389","2002",NA,"Brazil","Reserva Indígena São Jerônimo.",NA,"Erva 1m; flores lilases.","UEC078426","UEC078426","10","24","Paraná","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,NA,"30511","auto","Sá, KLVR","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:41:53-03","UNICAMP","UEC","188573","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Mesquita, AT","23","2014",NA,"Brazil","Serra do Japí.",NA,"Arbusto, flores amarelas, frutos maduros.","UEC118633","UEC118633","04","22","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"17840","auto","Vasconcellos-Neto, J","2014",NA,NA,NA,NA,"04",NA,NA,NA,NA,NA
"55","2020-03-12 10:29:34-03","UFOP","OUPR","31882","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Pedrosa, L.G.","756","2018",NA,"Brasil","Barraginha",NA,"Arbusto, ca. 2,5m. Flores não observadas. Mata de Galeria.",NA,NA,"09","12","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto","Pedrosa, L.G.","2020",NA,NA,NA,NA,"03","10",NA,NA,NA,NA
"56","2020-03-12 10:29:34-03","UFOP","OUPR","34379","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Pedrosa, L.G.","1855","2019",NA,"Brasil","Monjolo",NA,"Arbusto. Flores azuladas. Mata ciliar.",NA,NA,"08","23","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto","Pedrosa, L.G.","2019",NA,NA,NA,NA,"08","23",NA,NA,NA,NA
"57","2019-11-06 09:57:46-03","UFOP","OUPR","33082","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Pedrosa, L.G.","1327","2019",NA,"Brasil","Região de Rodrigo Silva.",NA,"Arbusto, 2m. Flores não observadas. Frutos verdes. Mata de galeria.",NA,NA,"02","22","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto","Schwirkowski, P.","2019",NA,NA,NA,NA,"02","24",NA,NA,NA,NA
"58","2020-03-12 10:29:34-03","UFOP","OUPR","34581","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Pedrosa, L.G.","2050","2019",NA,"Brasil","Rodrigo Silva, Monjolo",NA,"Arbusto, ca. 2m. Mata ciliar",NA,NA,"10","11","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto","Pedrosa, L.G.","2019",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA
"59","2020-10-14 10:06:46-03","FURB","FURB","46407","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Schwirkowski, P.","95","2013",NA,"Brasil","Serra Alta, próximo à ponte do Rio Banhados.",NA,NA,"FURB44582","FURB44582","12","02","Santa Catarina","São Bento do Sul","-49.3897222","-26.2755556",NA,NA,NA,NA,"Cordeiro, J","2014","-49.3897222","-26.2755556",NA,NA,"08","20",NA,NA,NA,NA
"60","2020-10-14 10:06:46-03","FURB","FURB","52003","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Schwirkowski, P.","1897","2016",NA,"Brasil","Serra Alta. Propriedade do Sr. Ivo Drechsler, ao lado da Estrada Saraiva.",NA,"Arbusto, flores roxas","FURB52003","FURB52003","10","02","Santa Catarina","São Bento do Sul","-49.3636111","-26.28","800","800",NA,NA,"Schwirkowski, P.","2016","-49.3636111","-26.2800000",NA,NA,"10","02",NA,NA,NA,NA
"61","2020-10-14 10:06:46-03","FURB","FURB","55755","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Schwirkowski, P.","2479","2017",NA,"Brasil","Rio Vermelho. Minas de Caulin. Beira de estrada, após as minas de caulim.",NA,"Flores roxas Habitat: Ciófita Habito: Arbusto","FURB55755","FURB55755","10","12","Santa Catarina","São Bento do Sul","-49.2163889","-26.3011111","950","950",NA,NA,"Schwirkowski, P.","2017","-49.2163889","-26.3011111",NA,NA,"10","12",NA,NA,NA,NA
"62","2019-08-16 08:41:17-03","UTFPR","HCF","25792","S","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"M.G. Caxambu","8396","2018",NA,"Brasil","Estação Ecológica Municipal Felipe",NA,"erva ca. 0,50 m, heliófita, pilosa. Flores com cálice verde e corola roxa.",NA,NA,"05","25","PR","Turvo","-51.603472","-25.067333","1142","1142",NA,NA,"J. Cordeiro","2018","51°36'12,5 W","25°04'02,4 S",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-10-17 08:05:49-03","UTFPR","HCF","25455","S","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"M.G. Caxambu","8257","2018",NA,"Brasil","Estação Ecológica Municipal Francisco",NA,"arbusto heliófito, piloso, ca. 0,60 m. Frutos imaturos verdes.",NA,NA,"04","26","PR","Reserva do Iguaçu","-51.839139","-25.948722","824","824",NA,NA,"J. Cordeiro","2018","51°50'20,9 W","25°56'55,4 S",NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-08-16 08:41:17-03","UTFPR","HCF","6425","S","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"E.L. Siqueira","4","2007",NA,"Brasil","Campus da UTFPR",NA,"erva semi-ciófila, pilosa. Folhas cordiformes. Flores rosas.",NA,NA,"11","09","PR","Dois Vizinhos","-53.100528","-25.697","507","507",NA,NA,"J. Cordeiro & E. Barboza","2008","53°06'01,9 W","25°41'49,2 S",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-08-16 08:41:17-03","UTFPR","HCF","24111","S","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"J.M. Silva","8855","2015",NA,"Brasil","Rio Marrecas, PCH do Tigre",NA,"arbusto ca. 1 m. Flor lilás, anteras amarelas. Floresta Ombrófila Mista, na mata ciliar.",NA,NA,"04","08","PR","Mangueirinha","-52.178056","-26.0475","890","890",NA,NA,"T.G. Rau","2017","52°10'41 W","26°02'51 S",NA,NA,"05","22",NA,NA,NA,NA
"66","2021-03-31 15:02:18-03","UTFPR","HCF","25665","S","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"D.A. Estevan","2273","2017",NA,"Brasil","RPPN Salto Chopim",NA,"arvoreta, 5 m, com flores roxas. Floresta Estacional Semidecidual.",NA,NA,"08","30","PR","São Jorge d'Oeste","-53.079167","-25.603056",NA,NA,NA,NA,"F.A. Antonelo","2017","53°04'45 W","25°36'11 S",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:45:57-03","MBM","MBM","270351","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Stehmann, J.R.; et al.; et al.","2997",NA,"Southern America","Brazil","Estrada para São Mateus",NA,NA,"MBM270351","MBM270351",NA,NA,"Minas Gerais","Camanducaia","-46.1446990966797","-22.7553005218506",NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:45:57-03","MBM","MBM","391906","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Schwirkowski, P.","95","2013","Southern America","Brazil","Serra Alta, próximo à ponte do Rio Banhados",NA,"Borda de mata.","MBM391906","MBM391906","12","02","Santa Catarina","São Bento do Sul","-49.3786010742188","-26.2502994537354",NA,NA,"23090","auto","Cordeiro, J.","2014",NA,NA,NA,NA,"08","20",NA,NA,NA,NA
"69","2020-12-21 16:45:57-03","MBM","MBM","312030","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Ferrari Tomé, M.V.","625","1995","Southern America","Brazil","Santa Amélia",NA,"Aarbusto, flor lilá-pálida. Borda da floresta","MBM312030","MBM312030","11","28","Paraná",NA,NA,NA,NA,NA,NA,NA,"Stehmann, J.R.","2009",NA,NA,NA,NA,"07","15",NA,NA,NA,NA
"70","2020-12-21 16:45:57-03","MBM","MBM","401064","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Brotto, M.L.; Barboza, E.; Barboza, E.","2132","2015","Southern America","Brazil","Mato Limpo, Berneck",NA,"Arbusto com 1m de altura; flor de pétalas roxas e bancas.; Floresta Ombrófila Densa Montana, beira de estrada.","MBM401064","MBM401064","10","29","Paraná","Adrianópolis","-48.723611","-24.8525","910","910",NA,NA,"Barboza, E.","2015","-48.723611","-24.8525",NA,NA,"12","03",NA,NA,NA,NA
"71","2020-12-21 16:45:57-03","MBM","MBM","408956","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Silva, J.M.; Müller, A.C.; Müller, A.C.","8855","2015","Southern America","Brazil","PCH Tigre, Rio Marreca",NA,"Arbusto ca. 1 m. Flor lilás, anteras amarelas.; Floresta Ombrófila Mista, na mata ciliar.","MBM408956",NA,"04","08","Paraná","Mangueirinha","-52.178056","-26.0475","890","890",NA,NA,"Rau, T.G.","2017","-52.178056","-26.0475",NA,NA,"05","22",NA,NA,NA,NA
"72","2020-12-21 16:45:57-03","MBM","MBM","418408","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Meyer, F.S.; Zampier, M.A.; Zampier, M.A.","2458","2018","Southern America","Brazil","FSC - Fazenda Santa Cecília",NA,"Arbusto ca. 1 m altura. Flores com pétalas roxas, encurvadas; estames roxos (aparentemente amarelos quando jovens).; Floresta Ombrófila Mista Aluvial, estágio inicial de regeneração.","MBM418408",NA,"11",NA,"Santa Catarina","Santa Cecília","-50.370978","-26.880533",NA,NA,NA,NA,"Meyer, F.S.","2018","-50.370978","-26.880533",NA,NA,"11",NA,NA,NA,NA,NA
"73","2020-12-21 16:45:57-03","MBM","MBM","423643","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Schwirkowski, P.","2479","2017","Southern America","Brazil","Rio Vermelho, Beira de estrada, após as Minas de Caulin",NA,"Ciófita, arbusto, flores roxas.","MBM423643",NA,"10","12","Santa Catarina","São Bento do Sul","-49.216389","-26.301111","950","1000",NA,NA,"Schwirkowski, P.",NA,"-49.216389","-26.301111",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:45:57-03","MBM","MBM","68510","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Leitão Filho, H.F.","11815",NA,"Southern America","Brazil","Lavras",NA,NA,"MBM068510","MBM068510",NA,NA,"Minas Gerais","Lavras","-44.999698638916","-21.2453002929688",NA,NA,"20044","auto","Bohs, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:45:57-03","MBM","MBM","304556","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Silva, J.M.; Abe, L.M.; Abe, L.M.","4213","2004","Southern America","Brazil","Fazenda Mato Limpo, Bernech",NA,"Arbusto, 1m, flor creme mácula vinosa. Floresta Atlântica","MBM304556","MBM304556","11","23","Paraná","Adrianópolis","-48.9911003112793","-24.6571998596191",NA,NA,"49901","auto","Stehmann, J.R.","2009",NA,NA,NA,NA,"07","15",NA,NA,NA,NA
"76","2020-12-21 16:45:57-03","MBM","MBM","256023","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Isernhagen, I.; et al.; et al.","235",NA,"Southern America","Brazil","Parque Estadual das Lauráceas",NA,NA,"MBM256023","MBM256023",NA,NA,"Paraná","Adrianópolis","-48.9911003112793","-24.6571998596191",NA,NA,"49901","auto","Dittrich, VA de O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:45:57-03","MBM","MBM","57965","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Hatschbach, G.","40309",NA,"Southern America","Brazil","Centro Cívico",NA,NA,"MBM057965","MBM057965",NA,NA,"Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto","Bohs, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:45:57-03","MBM","MBM","205958","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Kozera, C.; et al.; et al.","468",NA,"Southern America","Brazil","Parque Barigui",NA,NA,"MBM205958","MBM205958",NA,NA,"Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto","Kozera, C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:45:57-03","MBM","MBM","203854","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Kozera, C.; et al.; et al.","358",NA,"Southern America","Brazil","Parque Barigui",NA,NA,"MBM203854","MBM203854",NA,NA,"Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto","Dittrich, VA de O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:45:57-03","MBM","MBM","129582","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Kummrow, R.; Soares, A.A.; Soares, A.A.","3141",NA,"Southern America","Brazil","Parque Barigui",NA,NA,"MBM129582","MBM129582",NA,NA,"Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto","Bohs, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:45:57-03","MBM","MBM","125616","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Kummrow, R.; Soares, A.A.; Soares, A.A.","3117",NA,"Southern America","Brazil","Parque Iguaçu",NA,NA,"MBM125616","MBM125616",NA,NA,"Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto","Bohs, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:45:57-03","MBM","MBM","118832","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Silva, J.M.; Soares, A.A.; Soares, A.A.","433",NA,"Southern America","Brazil","Parque Iguaçu",NA,NA,"MBM118832","MBM118832",NA,NA,"Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto","Bohs, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:45:57-03","MBM","MBM","14966","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Hatschbach, G.","23256",NA,"Southern America","Brazil","Vargem Grande",NA,NA,"MBM014966","MBM014966",NA,NA,"Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,"31353","auto","Bohs, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:45:57-03","MBM","MBM","12856","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","20494",NA,"Southern America","Brazil","Rod. BR-277, Rio das Mortes",NA,NA,"MBM012856","MBM012856",NA,NA,"Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"53832","auto","Bohs, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:45:57-03","MBM","MBM","57957","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Hatschbach, G.","40568",NA,"Southern America","Brazil","Bom Jesus",NA,NA,"MBM057957","MBM057957",NA,NA,"Paraná","Marechal Cândido Rondon","-54.0567016601562","-24.5561008453369",NA,NA,"27823","auto","Bohs, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:45:57-03","MBM","MBM","245183","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Silva, J.M.; Abe, L.M.; Abe, L.M.","3134","1999","Southern America","Brazil","Parque Estadual das Lauráceas",NA,"Arbusto, 1m, flor lilás. Floresta Atlântica","MBM245183","MBM245183","12","14","Paraná","Tunas do Paraná","-49.0858001708984","-24.9743995666504",NA,NA,"41885","auto","Stehmann, J.R.","2009",NA,NA,NA,NA,"07","15",NA,NA,NA,NA
"87","2015-09-20 01:21:33-03","MNHN","RECOLNAT_MNHN_P","P00386340","PreservedSpecimen",NA,NA,NA,"Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"Regnell, A.F.",NA,"1846",NA,"Brésil","Prov. Minas Geraes","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00386340' target='other'> <mi>dwc_moreinfo</mi></a>","P00386340","P00386340_01","2","23",NA,NA,NA,NA,NA,NA,NA,NA,"Bohs",NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 992",NA
"88","2015-09-04 12:00:23-03","MNHN","RECOLNAT_MNHN_P","P00386342","PreservedSpecimen",NA,NA,NA,"Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"Capriglioni, T.",NA,"1966",NA,"Brésil","Parana : Bairro Sao Nicolau, Curitiba","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00386342' target='other'> <mi>dwc_moreinfo</mi></a>","P00386342","P00386342_01","11","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1657",NA
"89","2015-09-04 12:00:23-03","MNHN","RECOLNAT_MNHN_P","P00386343","PreservedSpecimen",NA,NA,NA,"Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"Regnell, A.F.",NA,"1846",NA,"Brésil","Prov. Minas Geraes","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00386343' target='other'> <mi>dwc_moreinfo</mi></a>","P00386343","P00386343_01","2","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 992",NA
"90","2015-09-04 12:00:23-03","MNHN","RECOLNAT_MNHN_P","P00386344","PreservedSpecimen",NA,NA,NA,"Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"Regnell, A.F.",NA,"1846",NA,"Brésil","Prov. Minas Geraes","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00386344' target='other'> <mi>dwc_moreinfo</mi></a>","P00386344","P00386344_01","2","23",NA,NA,NA,NA,NA,NA,NA,NA,"Bohs",NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 992",NA
"91","2015-09-04 12:00:23-03","MNHN","RECOLNAT_MNHN_P","P00386345","PreservedSpecimen",NA,NA,NA,"Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"Glaziou, A.",NA,"1879",NA,"Brésil","Serra do Bocaine (. S. Paulo)","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00386345' target='other'> <mi>dwc_moreinfo</mi></a>","P00386345","P00386345_01","9","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11387 a",NA
