"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","continentOcean","preparationType","barcode","imagecode","fieldNumber","individualCount","previousCatalogNumber"
"51","2019-08-20 10:00:46-03","UNICAMP","UEC","35306","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Sazima, M","13369","1971","12","10","Brazil","Minas Gerais","Jaboticatubas","Km 115 da Rod. Lagoa Sta a Conceição do Mato Dentro.","-43.7449989318848","-19.513599395752",NA,NA,"31264",NA,NA,NA,"auto",NA,NA,"UEC017510","UEC017510",NA,NA,NA
"52","2019-08-20 10:00:46-03","UNICAMP","UEC","34848","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Sazima, M","13360","1971","12","09","Brazil","Minas Gerais","Jaboticatubas","Km 126 da rodovia Lagoa Santa, A Conceição do Mato Dentro.","-43.7449989318848","-19.513599395752",NA,NA,"31264",NA,NA,NA,"auto",NA,NA,"UEC017509","UEC017509",NA,NA,NA
"53","2019-08-20 10:00:46-03","UNICAMP","UEC","35075","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Sazima, M","13401","1972","02","08","Brazil","Minas Gerais","Jaboticatubas","Km 132 ao longo da Rod. Lagoa Santa, A Conceição do Mato Dentro.","-43.7449989318848","-19.513599395752",NA,NA,"31264",NA,NA,NA,"auto",NA,NA,"UEC017508","UEC017508",NA,NA,NA
"54","2019-08-20 10:00:46-03","UNICAMP","UEC","35209","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Sazima, M","13374","1971","12","11","Brazil","Minas Gerais","Jaboticatubas","Km 132 ao longo da rodovia Lagoa Santa -, A Conceição do Mato Dentro.","-43.7449989318848","-19.513599395752",NA,NA,"31264",NA,NA,NA,"auto",NA,NA,"UEC017514","UEC017514",NA,NA,NA
"55","2021-03-01 16:20:10-03","UNICAMP","UEC","164955","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Meireles, LD; Nunes, JA","2613","2006","11","23","Brazil","Minas Gerais","Passa Quatro","Serra Fina, Campo do Muro.","-44.9667015075684","-22.3903007507324",NA,NA,"17293",NA,NA,"Erva com labelo floral marelos e sépalas rajadas, com verrugas proeminentes do labelo.; Campo de altitude.","auto",NA,NA,"UEC028165",NA,NA,NA,NA
"56","2021-03-01 16:20:10-03","UNICAMP","UEC","161259","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Leitão Filho, HF; Shepherd, GJ; Stubblebine, WH; et al.","9602","1978","12","12","Brazil","Minas Gerais","Santa Bárbara","Serra do Caraça, Em campo rupestre e matas de altitude. Crescendo entre pedras.","-43.4152984619141","-19.959400177002",NA,NA,"33136",NA,NA,"Flores amarelas. Escopo com 80 cm.","auto",NA,NA,"UEC017583","UEC017583",NA,NA,NA
"57","2019-08-20 10:00:46-03","UNICAMP","UEC","125019","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Kinoshita, LS; Matsumoto, K","00/541","2000","11","22","Brazil","Minas Gerais","Santana do Riacho","Estrada entre Faz. Palácio e estátua do Juca","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,NA,"auto",NA,NA,"UEC027376","UEC027376",NA,NA,NA
"58","2021-03-01 16:20:10-03","UNICAMP","UEC","160522","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Romero, R; Nakajima, JN; Furlan, A; Garcia, FCP","1280","1994","10","16","Brazil","Minas Gerais","São Roque de Minas","PARNA da Serra da Canastra, Nascente do rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,NA,"57119",NA,NA,"Terrestre, ca. 0,2m. Escapo floral com 0,4m. Cálice e corola marrom, internamente amarelado. Labelo e coluna amarelados.; Campo hidromórfico, beira da mata.","auto",NA,NA,"UEC017206","UEC017206",NA,NA,NA
"59","2021-03-01 16:20:10-03","UNICAMP","UEC","160521","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Nakajima, JN; Romero, R","692","1994","12","07","Brazil","Minas Gerais","São Roque de Minas","PARNA da Serra da Canastra, Vale da nascente do rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,NA,"57119",NA,NA,"Terrestre, ca. 0,4m. Cálice vinho. Corola amarelada. Coluna creme.; Campo úmido, 2 meses após a queimada.","auto",NA,NA,"UEC017203","UEC017203",NA,NA,NA
"60","2019-08-20 10:00:46-03","UNICAMP","UEC","103777","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Freitas, L","282","1998","02","20","Brazil","São Paulo","São José do Barreiro","Campo de altitude, Na fazenda Pinheirinho.","-44.5699996948242","-22.6399993896484",NA,NA,"30784",NA,NA,"Erva/ 35 cm. Flores amarelas.","auto",NA,NA,"UEC027373","UEC027373",NA,NA,NA
"61","2019-08-20 10:00:46-03","UNICAMP","UEC","103385","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Freitas, L; Ravetta, AL","466","1998","11","07","Brazil","São Paulo","São José do Barreiro","Floresta Mista Aluvial.","-44.5699996948242","-22.6399993896484",NA,NA,"30784",NA,NA,"Erva/ 30 cm. Flores: labelo amarelo vivo, pétalas varlegadas amarelo vivo e marrom violáceo.","auto",NA,NA,"UEC027374","UEC027374",NA,NA,NA
"62","2021-03-01 16:20:15-03","UNICAMP","UEC","107111","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Oncidium","barbaceniae","Oncidium barbaceniae","Lindl.","Meneguzzo, TEC","2015",NA,NA,"Freitas, L","611","1999","03","16","Brazil","Minas Gerais","São Roque de Minas","São José do Barreiro, Campo de altitude. Morro defronte entrada para Cach. Sto. Isidro.","-46.3657989501953","-20.2453002929688",NA,NA,"57119",NA,NA,"Erva ca. 40 cm. Flores: pétalas amarelo e marrom, labelo todo amarelo.","auto",NA,NA,"UEC076222","UEC076222",NA,NA,NA
"63","2020-10-14 10:04:09-03","FURB","FURB","62633","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Kassner-Filho, A.","2019","02","09","Kassner-Filho, A.","4714","2019","02","09","Brasil","Santa Catarina","Bom Jardim da Serra","Fazenda ao do Rio Pelotas. Fazenda ao do Rio Pelotas.","-49.5705556","-28.1808334","-49.5705556","-28.1808334",NA,"1414","1414","Erva; flor amarela e castanho Habitat: Interior de Unidade Amostral. Floresta Ombrófila Mista; Estágio Inicial a Médio. Habito: Erva",NA,NA,NA,"FURB62633","FURB62633",NA,NA,NA
"64","2021-03-16 17:50:18-03","UCS","HUCS","33134a","PreservedSpecimen","Plantae","Angiospermae",NA,"Asparagales","Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W. Chase & N.H.Williams","Castro, J.B.","2017","05","29","Cordeir, J.","1702","1999","10","28","Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,"37493","1500","1500","Flor amarela, sépalas e pétalas com máculas marrons.; campo de altitude, solo turfoso","auto",NA,NA,NA,NA,NA,NA,NA
"65","2021-03-16 17:50:18-03","UCS","HUCS","31816","PreservedSpecimen","Plantae","Angiospermae",NA,"Asparagales","Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W. Chase & N.H.Williams","Castro, J.B.","2017","05","29","Cordeiro, J.","1702","1999","12","28","Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,"37493","1500","1500","Flor amarela, sépalas e pétalas com máculas marrons.; Campo de altitude, solo turfoso","auto",NA,NA,NA,NA,NA,NA,NA
"66","2020-04-27 16:10:58-03","UFES","VIES","35525","S","Plantae",NA,NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","H.L. Silva","2019","05",NA,"Manhães, V.C.; Tuler, A.C.; Garbin, M.L.; Paula, L. & Carrijo, T.T.","399","2013","08","30","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó.","-41.8683013916016","-20.4333000183105",NA,NA,"21645",NA,NA,NA,"auto",NA,NA,"VIES035525","VIES035525",NA,NA,NA
"67","2019-06-27 10:26:05-03","UFES","VIES","41829","S","Plantae",NA,NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams",NA,NA,NA,NA,"Silva, H.L.; Lieven, L.J.","229","2019","01","18","Brasil","Espírito Santo","Espírito Santo","Parque Nacional do Caparaó. Entre o Acampamento Macieira e o Pico da Bandeira.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIES041829","VIES041829",NA,NA,NA
"68","2021-02-12 18:12:25-03","UFES","VIES","33039","S","Plantae",NA,NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","H.L. Silva","2019","09","30","Zorzanelli, J.P.F.","852a","2013","11","04","Brasil","Minas Gerais","Alto Caparaó","Serra do Caparaó.","-41.8683013916016","-20.4333000183105",NA,NA,"21645","1950","1950",NA,"auto",NA,NA,"VIES033039","VIES033039",NA,NA,NA
"69","2019-08-16 08:40:23-03","UTFPR","HCF","8332","S","Plantae",NA,NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","M.G. Caxambu","2009","11","25","M.G. Caxambu","2802","2009","01","17","Brasil","PR","Ponta Grossa","margens da rodovia PR-090, próximo ao","-49.953139","-25.147361","49°57'11,3 W","25°08'50,5 S",NA,"1026","1026","erva heliófita, com peseudo-bulbos. Flores castanhas com labelo alvo. Beira de estrada.",NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-08-16 08:40:23-03","UTFPR","HCF","1600","S","Plantae",NA,NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","T.E.C. Meneguzzo","2017",NA,NA,"M.G. Caxambu","664","2004","11","07","Brasil","PR","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"35166",NA,NA,"Herbácea, rupícola, com folhas longas, verde-claras, sobre pseudo-bulbos. Flores amarelas e brancas com marrom.","auto",NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:38:28-03","MBM","MBM","428339","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, T.E.C.","2017",NA,NA,"Lozano, E.D.; Silva, J.M.; Reis-Silva, G.A.; Silva, J.M.; Reis-Silva, G.A.","4027","2017","11","23","Brazil","Paraná","Porto Amazonas","Recanto dos Papagaios, no entorno","-49.773917","-25.469917","-49.773917","-25.469917",NA,NA,NA,"Terrícola, 40 cm, flores com labelo amarelo, pétalas e sépalas pardas com faixas vermelhas, em campo úmido.; Campos Gerais.",NA,"Southern America",NA,"MBM428339",NA,NA,NA,NA
"72","2020-12-21 16:38:28-03","MBM","MBM","429294","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Lozano, E.D.","2019",NA,NA,"Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","4331","2019","01","24","Brazil","São Paulo","Campos do Jordão","Morro do Elefante","-45.566056","-22.714139","-45.566056","-22.714139",NA,NA,NA,"Terrícola, 50 cm, flores amarelas, campo limpo, logo abaixo do teleférico. Prensada com álcool.; Campo de Altitude.",NA,"Southern America",NA,"MBM429294",NA,NA,NA,NA
"73","2020-12-21 16:38:39-03","MBM","MBM","48904","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","barbaceniae","Oncidium barbaceniae","Lindl.","Hoehne, F.C.",NA,NA,NA,"Hatschbach, G.","1642","1949","12","04","Brazil","Paraná","Campo Largo","Rio Papagaios","-49.5283012390137","-25.4585990905762",NA,NA,"53742",NA,NA,NA,"auto","Southern America",NA,"MBM048904","MBM048904",NA,NA,NA
"74","2020-12-21 16:38:40-03","MBM","MBM","48943","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","fuscans","Oncidium fuscans","Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","9569","1962","12","06","Brazil","Paraná","Balsa Nova","Campina da Cascavel","-49.6356010437012","-25.5839004516602",NA,NA,"27346",NA,NA,NA,"auto","Southern America",NA,"MBM048943","MBM048943",NA,NA,NA
"75","2020-12-21 16:38:40-03","MBM","MBM","7759","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","fuscans","Oncidium fuscans","Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","17799","1967","11","08","Brazil","Paraná","Palmeira","Rio Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"35166",NA,NA,NA,"auto","Southern America",NA,"MBM007759","MBM007759",NA,NA,NA
"76","2020-12-21 16:38:40-03","MBM","MBM","6220","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","fuscans","Oncidium fuscans","Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","17369","1967","10","10","Brazil","Paraná","Ponta Grossa","Passo do Pupo","-50.1618995666504","-25.0949993133545",NA,NA,"46557",NA,NA,NA,"auto","Southern America",NA,"MBM006220","MBM006220",NA,NA,NA
"77","2020-12-21 16:38:40-03","MBM","MBM","48942","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","fuscans","Oncidium fuscans","Rchb.",NA,NA,NA,NA,"Hatschbach, G.","9553","1962","12","06","Brazil","Paraná","Balsa Nova","Campina da Cascavel","-49.6356010437012","-25.5839004516602",NA,NA,"27346",NA,NA,NA,"auto","Southern America",NA,"MBM048942","MBM048942",NA,NA,NA
"78","2020-12-21 16:38:40-03","MBM","MBM","158587","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","fuscans","Oncidium fuscans","Rchb.","Hatschbach, G.",NA,NA,NA,"Silva, J.M.; Santos, E.P.; Santos, E.P.","1220","1993","01","17","Brazil","Paraná","Palmeira","Recando dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"35166",NA,NA,NA,"auto","Southern America",NA,"MBM158587","MBM158587",NA,NA,NA
"79","2020-12-21 16:38:40-03","MBM","MBM","51074","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","fuscans","Oncidium fuscans","Rchb.","Pabst, G.",NA,NA,NA,"Klein, R.M.","4491","1963","11","01","Brazil","Santa Catarina","Lages","Morro do Pinheiro Seco","-50.326099395752","-27.8160991668701",NA,NA,"70701",NA,NA,NA,"auto","Southern America",NA,"MBM051074","MBM051074",NA,NA,NA
"80","2020-12-21 16:38:42-03","MBM","MBM","48885","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","montanum","Oncidium montanum","Rodr.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1117","1948","11","28","Brazil","Paraná","Lapa","Engenheiro Bley","-49.7158012390137","-25.7696990966797",NA,NA,"49965",NA,NA,NA,"auto","Southern America",NA,"MBM048885","MBM048885",NA,NA,NA
"81","2019-11-01 15:28:32-03","PUC-RIO","FCAB","2094","PreservedSpecimen","Plantae",NA,NA,"Angiospermae","Orchidaceae","Oncidium","montanum","Oncidium montanum","Barb.Rodr.","F.C. Hoehne",NA,NA,NA,"P.E. Leite S.J.","s.n.","1945","12",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"21048",NA,NA,"Basiônimo de Coppensia montana (Barb.Rodr.) Campacci.&nf;&nf;Terrestre.","auto",NA,NA,"002094",NA,NA,NA,NA
"82","2015-09-04 13:00:32-03","MNHN","RECOLNAT_MNHN_P","P00437029","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","barbaceniae","Oncidium barbaceniae","Lindl.","Westra",NA,NA,NA,"Langsdorff, G.H. von",NA,"1821",NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437029' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00437029","P00437029_01",NA,NA,NA
"83","2015-09-03 19:49:25-03","MNHN","RECOLNAT_MNHN_P","P00430210","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","fuscans","Oncidium fuscans","Rchb.f.",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,"Brésil",NA,NA,"Prov. de Minas Geraes",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00430210' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00430210","P00430210_01","B1 450",NA,NA
"84","2016-02-22 14:53:16-03","MNHN","RECOLNAT_MNHN_P","P00437257","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","fuscans","Oncidium fuscans","Rchb.f.",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,"Brésil",NA,NA,"Prov. de Minas Geraes",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437257' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00437257","P00437257_01","B1 450",NA,NA
"85","2016-02-19 10:47:40-02","MNHN","RECOLNAT_MNHN_P","P00437761","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","uliginosum","Oncidium uliginosum","Barb.Rodr.","Cogniaux",NA,NA,NA,"Regnell, A.F.",NA,NA,NA,NA,"Brésil",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437761' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00437761","P00437761_01","III 1820",NA,NA
"86","2015-09-03 19:29:47-03","MNHN","RECOLNAT_MNHN_P","P00437762","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","uliginosum","Oncidium uliginosum","Barb.Rodr.","Cogniaux",NA,NA,NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,"Brésil",NA,NA,"Brésil : prov. de Minas Geraes",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437762' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00437762","P00437762_01","D 251",NA,NA
"87","2015-09-03 19:29:47-03","MNHN","RECOLNAT_MNHN_P","P00437763","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","uliginosum","Oncidium uliginosum","Barb.Rodr.","Cogniaux",NA,NA,NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,"Brésil",NA,NA,"Brésil : prov. de Minas Geraes",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437763' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00437763","P00437763_01","B2 2163",NA,NA
"88","2015-09-24 17:59:30-03","MNHN","RECOLNAT_MNHN_P","P00437764","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","uliginosum","Oncidium uliginosum","Barb.Rodr.","Cogniaux",NA,NA,NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,"Brésil",NA,NA,"Brésil : prov. de Minas Geraes",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437764' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00437764","P00437764_01","B2 2163",NA,NA
"89","2020-10-01 14:26:00-03","JBB","HEPH","21025","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2014",NA,NA,"Salles, AEH","3226","2004","11","12","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do cipó","-44.338194","-19.228056","-44.338194","-19.228056",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"90","2020-10-01 14:26:00-03","JBB","HEPH","21197","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2014",NA,NA,"Salles, AEH","3398","2004","11","15","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do cipó","-44.338194","-19.228056","-44.338194","-19.228056",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"91","2020-10-01 14:26:00-03","JBB","HEPH","30398","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2004","11","12","Salles, AEH; Oliveira, MS","3228A","2004","11","12","Brasil","Minas Gerais","Conceição do Mato Dentro","Serrado Cipó","-44.338194","-19.228306","-44.338194","-19.228306",NA,"921","921",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"92","2020-12-11 11:44:24-03","UFMG","BHCB","92454","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Coppensia","barbaceniae","Coppensia barbaceniae","(Lindl.) Campacci",NA,NA,NA,NA,"Mota, RC da; et al.","2575","2002","12","24","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,NA,"Planta coletada em campo limpo arenoso; erva terrestre; labelo amarelo e demais partes florais acastanhadas com manchas amarelas.","auto","Southern America",NA,NA,NA,NA,NA,NA
"93","2020-12-11 11:44:24-03","UFMG","BHCB","52822","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Coppensia","fuscans","Coppensia fuscans","(Rchb) Campacci",NA,NA,NA,NA,"Vasconcelos, MF de","s.n.","2000","01","07","Brasil","Minas Gerais","Catas Altas",NA,"-43.4075012207031","-20.0746994018555",NA,NA,"11966",NA,NA,"Epífita a 2m de altura em Mata Ciliar. Pétalas amarelas com manchas marrons.","auto","Southern America",NA,NA,NA,NA,NA,NA
"94","2020-12-11 11:44:24-03","UFMG","BHCB","92250","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Coppensia","fuscans","Coppensia fuscans","(Rchb) Campacci",NA,NA,NA,NA,"Mota, RC da","2371","2005","01","05","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,"11966",NA,NA,"planta coletada em campo de altitude, terrestre; labelo e coluna amarelos, pétalas e sépalas acastanhadas.","auto","Southern America",NA,NA,NA,NA,NA,NA
"95","2020-12-11 11:44:24-03","UFMG","BHCB","52815","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Coppensia","fuscans","Coppensia fuscans","(Rchb) Campacci",NA,NA,NA,NA,"Vasconcelos, MF de","s.n.","2000","02","16","Brasil","Minas Gerais","Catas Altas","Serra do Caraça; Pico do Inficionado.","-43.4075012207031","-20.0746994018555",NA,NA,"11966","2030","2030","Campo de altitude. Labelo amarelo.","auto","Southern America",NA,NA,NA,NA,NA,NA
"96","2020-12-11 11:44:24-03","UFMG","BHCB","52827","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Coppensia","fuscans","Coppensia fuscans","(Rchb) Campacci",NA,NA,NA,NA,"Vasconcelos, MF de","s.n.","1999","12","16","Brasil","Minas Gerais","Catas Altas","Serra do Caraça; Pico do Inficionado.","-43.4075012207031","-20.0746994018555",NA,NA,"11966","2000","2000","rupícula. Campo rupestre.","auto","Southern America",NA,NA,NA,NA,NA,NA
"97","2020-12-11 11:44:32-03","UFMG","BHCB","115606","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) Chase",NA,NA,NA,NA,"Viana, PL; Mota, NFO; Andrade, LE","3254","2007","11","10","Brasil","Minas Gerais","Alagoa","PE do Papagaio, subida para a pedra do Garrafão, d","-44.76","-22.210556","-44.76","-22.210556",NA,"1989","1989","terretre com pseudobulbos semi-subterraneos. Flores com labelo amarelo(inclusive o talo) e demais peças florais castanhas.",NA,"Southern America",NA,NA,NA,NA,NA,NA
"98","2021-03-19 17:59:23-03","UFMG","BHCB","195237","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) Chase",NA,"2017","12","16","Batista, JAN; Lustre, GMC; Leite Junior, JL","3464","2017","12","16","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Campos em frente ao entroncamento para Morro do Pilar na MG - 010","-43.522222","-19.241111","-43.522222","-19.241111",NA,"1354","1354","Coodernadas aproximadas, inferidas a partir do Google Earth.; Erva terrestre. Pouco comum, observados alguns poucos indivíduos isolados. Em plena floração. Sépalas e pétalas com fundo esverdeado quase completamente coberto de marrom;",NA,"Southern America",NA,"BHCB195237",NA,NA,NA,NA
"99","2020-12-11 11:44:33-03","UFMG","BHCB","198061","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) Chase",NA,"2019","07","25","Carmo, FF","5412","2011","01","30","Brasil","Minas Gerais","Moeda","Marinho da Serra","-43.94","-20.324444","-43.94","-20.324444",NA,"1450","1450","Afloramento de quartzito.",NA,"Southern America",NA,"BHCB198061",NA,NA,NA,NA
