"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"126","2021-03-01 16:40:43-03","UNICAMP","UEC","95411","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Nogueira-Borges, HB","35441","1996","08","15",NA,"Brazil","Mato Grosso","Santo Antônio do Leverger","Fazenda experimental UFMT.","-56.0766983032227","-15.8655996322632",NA,"Árvore +/- 3,5m, botões e flores. Cálice, corola e orgões reprodutivos esverdeados, odor imperceptível.; Cerrado.","UEC160063","UEC160063",NA,NA,"183847","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-01 16:40:43-03","UNICAMP","UEC","35387","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Bernacci, LC","Gibbs, PE; Shepherd, GJ; Andrade, JB; Bufarah, GBG","5421","1977","09","23",NA,"Brazil","Mato Grosso do Sul","Bodoquena","Serra da Bodoquena, Ca. 150km W de Aquidauana.","-56.7150001525879","-20.5386009216309",NA,"Arbusto 3m.; Fissura de rochas calcáreas. Mata derrubada para pasto.","UEC160059","UEC160059",NA,NA,"47684","auto",NA,NA,"1993","06",NA,NA,NA,NA,NA,NA,NA
"128","2021-03-01 16:40:43-03","UNICAMP","UEC","59760","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Araújo, GM","606","1989","10","14",NA,"Brazil","Minas Gerais","Uberlandia","Estação ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,"Árvore, 9m; Mata mesófila semidecídua.","UEC160062","UEC160062",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-01 16:40:43-03","UNICAMP","UEC","78838","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Bernacci, LC","Bernacci, LC; Sciamarelli, A; Moreira, JLA; Andrade, PRP; Belinello, R; et al.","1715","1995","05","17",NA,"Brazil","São Paulo","Magda","Fazenda CFM (Ingleses).","-50.2200012207031","-20.6399993896484",NA,"Árvore ca. 15m alt., casca lisa acinzentada, botões verde-amarelados, flores visitadas por abelhas.; Floresta mesófila.","UEC160057","UEC160057",NA,NA,"20042","auto",NA,NA,"1995","05","17",NA,NA,NA,NA,NA,NA
"130","2021-03-01 16:40:43-03","UNICAMP","UEC","61032","S","Plantae","Magnoliopsida",NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Somner, GV","Bertoni, JEA","23526","1990","10","25",NA,"Brazil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria, Na beira do Rio Grande.","-49.3800010681152","-20.0300006866455",NA,"Árvore alta, +/-15 metros, com frutos.","UEC160061","UEC160061",NA,NA,"29574","auto",NA,NA,"1996","12","19",NA,NA,NA,NA,NA,NA
"131","2020-04-22 16:24:56-03","UFPB","JPB","54178","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Fonseca, ML","Fonseca, ML; Oliveira, FCA; Cardoso, E; Oliveira, NR","2292","2000","06","14","Southern America","Brasil","Goiás","Monte Alegre","Fazenda Nica, Proprietário Sr. Cordeirinho. Solo: argiloso/predegoso. Revelo ondulado.","-46.663333","-13.153333",NA,"; HABITAT: Vegetação: Mata mesofítica.; DESC: Árvore heliófita ca. 8,0 m alt. 0,25 m DAP. Casca cor cinza, escamosa caducifólia; botões e flores de cor verde claro. Comum.","JPB0054178",NA,NA,NA,NA,NA,"-46.663333","-13.153333","2000",NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-16 17:55:03-03","UCS","HUCS","21879","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Hatschbach, G.","Hatschbach, G.","73856","2002","11","08",NA,"Brasil","Mato Grosso do Sul","Bonito","Rodovia Bonito - Campo dos Indios, Córrego Seco","-56.4818992614746","-21.1210994720459",NA,"Herbário MBM.; Mata rala, encosta rochosa do morro",NA,NA,NA,NA,"71352","auto",NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-02-22 16:42:05-03","UNEMAT","HERBAM","0737","S","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Soares, CRA; Pedroga, JA; Melo, JAM","Melo, J.A.M.; Rodrigues, L. & Pedroga, J.A.","1","2007","05","19",NA,"Brasil","Mato Grosso","Alta Floresta","Fazenda Modelo","-56.0861015319824","-9.87555980682373",NA,NA,"HERBAM000737",NA,NA,NA,"109392","auto",NA,NA,"2007","05","19",NA,NA,NA,NA,NA,NA
"134","2020-06-29 09:32:14-03","UFRRJ","RBR","29924","S","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","G.V. Somner","M.L. Fonseca","2292","2000","06","14",NA,"Brasil","Goiás","Monte Alegre de Goiás","Fazenda Nica, Proprietário Sr. Cordeirinho. Coord: 13°09#?#12#?#S 46°39#?#48' W. Altitude: 540m","-46.9006004333496","-13.2564001083374",NA,NA,"RBR00029924",NA,NA,NA,"53634","auto",NA,NA,"2007","12","06",NA,NA,NA,NA,NA,NA
"135","2020-06-29 09:32:14-03","UFRRJ","RBR","36113","S","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","G.V. Somner","C. Farney","4758","2007","07","05",NA,"Brasil","Espírito Santo","Conceição da Barra","Fazenda Rancho Tropical II, Mata de Restinga","-39.7322006225586","-18.5932998657227",NA,NA,"RBR00036113",NA,NA,NA,"41644","auto",NA,NA,"2012","10","25",NA,NA,NA,NA,NA,NA
"136","2020-06-29 09:32:14-03","UFRRJ","RBR","29921","S","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","G.V. Somner","B.A.S. Pereira","3518","2005","08","31",NA,"Brasil","Goiás","Goianápolis","Parque Estadual Altamiro de Moura Pacheco- PEAMP, floresta estacional decidual em solo podzólico, relevo suave ondulado. Altitude: 832m. Coordenadas: 16°32#?#43.2' S & 49°08#?#06' WGr.","-49.0238990783691","-16.5105991363525",NA,NA,"RBR00029921",NA,NA,NA,"17348","auto",NA,NA,"2005","09",NA,NA,NA,NA,NA,NA,NA
"137","2020-06-29 09:32:14-03","UFRRJ","RBR","29922","S","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","G.V. Somner","F.C.A. Oliveira","1110","2000","06","16",NA,"Brasil","Goiás","São Domingos","Cerrado ca. 5km da cidade. Relevo: ondulado; altitude: 690m. Coordenadas: 13°23#?#14' S & 46°20#?#05'W.","-46.3182983398438","-13.3983001708984",NA,NA,"RBR00029922",NA,NA,NA,"73215","auto",NA,NA,"2007","12","06",NA,NA,NA,NA,NA,NA
"138","2020-06-29 09:32:14-03","UFRRJ","RBR","29923","S","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","G.V. Somner","F.C.A. Oliveira","1090","2000","06","14",NA,"Brasil","Goiás","Monte Alegre de Goiás","Fazenda Nica, Sr. Cordeirinho. Altitude: 540m, Coordenadas: 13°09#?#12'S & 46°396#?#48'W.","-46.9006004333496","-13.2564001083374",NA,NA,"RBR00029923",NA,NA,NA,"53634","auto",NA,NA,"2007","12","06",NA,NA,NA,NA,NA,NA
"139","2013-04-01 09:16:42-03","IPT","BCTW","10310","S","Plantae","Magnoliophyta",NA,NA,"Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"140","2020-12-21 16:44:28-03","MBM","MBM","192016","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Hatschbach, G.","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","64616",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Pirapora","Estrada para a Torre da TELEMIG, próximo ao trevo com a Rod. BR-496","-44.9418983459473","-17.3449993133545",NA,NA,"MBM192016","MBM192016",NA,NA,"25004","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:44:28-03","MBM","MBM","63733","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Pirani, J.R.","Hatschbach, G.; et al.; et al.","42489",NA,NA,NA,"Southern America","Brazil","Bahia","Barreiras","Rio das Ondas","-44.9900016784668","-12.1527996063232",NA,NA,"MBM063733","MBM063733",NA,NA,"152720","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:44:28-03","MBM","MBM","189979","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Ferrucci, M.S.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","63413",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Aquidauana","Estrada Ecológica, Serra de Maracaju","-55.7872009277344","-20.4710998535156",NA,NA,"MBM189979","MBM189979",NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:44:28-03","MBM","MBM","50839","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Toledo, J.F.","Macedo, A.","402",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Ituiutaba","Ituiutaba","-49.4650001525879","-18.968900680542",NA,NA,"MBM050839","MBM050839 MBM050839_1",NA,NA,"50022","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:44:28-03","MBM","MBM","129774","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Smith, S.F.","Hatschbach, G.; Cervi, A.C.; Cervi, A.C.","52467",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Miranda","Rod. BR-262, próximo ao Rio Miranda","-56.3782997131348","-20.2406005859375",NA,NA,"MBM129774","MBM129774",NA,NA,"92112","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-12-21 16:44:28-03","MBM","MBM","258228","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Hatschbach, G.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","72159",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Buenópolis","Ligação da Rod. BR-135 ao Projeto Curimataí","-44.1800003051758","-17.8733005523682",NA,NA,"MBM258228","MBM258228",NA,NA,"42854","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-12-21 16:44:28-03","MBM","MBM","137487","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Pirani, J.R.","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","54248",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Cristália","Rio Santa Clara","-42.8622016906738","-16.8003005981445",NA,NA,"MBM137487","MBM137487",NA,NA,"30029","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-21 16:44:28-03","MBM","MBM","253863","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Hatschbach, G.","Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.","70808",NA,NA,NA,"Southern America","Brazil","Tocantins","Novo Alegre","Rod. TO-110, 6km N de Novo Alegre","-46.573600769043","-12.9310998916626",NA,NA,"MBM253863","MBM253863",NA,NA,"14172","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2015-09-04 11:00:41-03","MNHN","RECOLNAT_MNHN_P","P04457692","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil",NA,NA,"Brésil. Province de Goyaz.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04457692' target='other'> <mi>dwc_moreinfo</mi></a>","P04457692","P04457692_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 883",NA,NA,NA
"149","2015-09-04 11:00:41-03","MNHN","RECOLNAT_MNHN_P","P04457693","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil",NA,NA,"Brésil, Province de Goyaz.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04457693' target='other'> <mi>dwc_moreinfo</mi></a>","P04457693","P04457693_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 883 bis",NA,NA,NA
"150","2015-09-04 11:00:42-03","MNHN","RECOLNAT_MNHN_P","P04457732","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,"Brésil. Province de Minas Geraes.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04457732' target='other'> <mi>dwc_moreinfo</mi></a>","P04457732","P04457732_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1587",NA,NA,NA
"151","2015-09-04 11:00:42-03","MNHN","RECOLNAT_MNHN_P","P04457733","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,"Brésil. Province de Minas Geraes.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04457733' target='other'> <mi>dwc_moreinfo</mi></a>","P04457733","P04457733_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1587",NA,NA,NA
"152","2015-09-05 06:43:05-03","MNHN","RECOLNAT_MNHN_P","P04706437","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Hassler, E.",NA,"1901","9","1",NA,"Paraguai",NA,NA,"Prope Concepcion.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04706437' target='other'> <mi>dwc_moreinfo</mi></a>","P04706437","P04706437_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7393",NA,NA,NA
"153","2015-09-05 06:43:05-03","MNHN","RECOLNAT_MNHN_P","P04706438","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Hassler, E.",NA,"1901","1","1",NA,"Paraguai",NA,NA,"Iter ad Paraguariam Septentrionalem.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04706438' target='other'> <mi>dwc_moreinfo</mi></a>","P04706438","P04706438_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7393",NA,NA,NA
"154","2015-09-04 19:43:28-03","MNHN","RECOLNAT_MNHN_P","P06671308","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06671308' target='other'> <mi>dwc_moreinfo</mi></a>","P06671308","P06671308_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1586",NA,NA,NA
"155","2015-09-04 19:43:28-03","MNHN","RECOLNAT_MNHN_P","P06671310","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Glaziou, A.",NA,"1892","4","30",NA,"Brasil","Rio de Janeiro",NA,"Matto Grande à la Fazewnda do Cipó.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06671310' target='other'> <mi>dwc_moreinfo</mi></a>","P06671310","P06671310_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18956",NA,NA,NA
"156","2015-09-04 19:43:28-03","MNHN","RECOLNAT_MNHN_P","P06671312","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Glaziou, A.",NA,"1892","4","30",NA,"Brasil","Rio de Janeiro",NA,"Matto Grande a la Fazenda do Cipó.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06671312' target='other'> <mi>dwc_moreinfo</mi></a>","P06671312","P06671312_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18956",NA,NA,NA
"157","2015-09-04 19:43:28-03","MNHN","RECOLNAT_MNHN_P","P06671315","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Hassler, E.",NA,"1901","9","1",NA,"Paraguai",NA,NA,"Prope Concepcion.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06671315' target='other'> <mi>dwc_moreinfo</mi></a>","P06671315","P06671315_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7393",NA,NA,NA
"158","2015-09-04 19:43:28-03","MNHN","RECOLNAT_MNHN_P","P06671317","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Ratter, J.A.|Castro, R.A.|Santos, R.R.|Souza, R.|Adrelinho",NA,"1968","6","21",NA,"Brasil","Mato Grosso",NA,"8 km E of the base camp of the expedition. (base camp 12° 54´S 51° 52´W, c. 270 km N of Xavantina on the Xavantina - São Felix road).",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06671317' target='other'> <mi>dwc_moreinfo</mi></a>","P06671317","P06671317_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1874",NA,NA,NA
"159","2015-09-04 19:43:28-03","MNHN","RECOLNAT_MNHN_P","P06671318","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Ue, E.",NA,"1892","6","1",NA,"Brasil","Minas Gerais",NA,"Nos capãos perto de Uberaba.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06671318' target='other'> <mi>dwc_moreinfo</mi></a>","P06671318","P06671318_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"182",NA,NA,NA
"160","2015-09-04 19:43:28-03","MNHN","RECOLNAT_MNHN_P","P06671319","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Prance, G.T.",NA,"1964","7","20",NA,"Brasil",NA,NA,"Chapada dos Veadeiros. Goiás. 15 km. north of Vadeiros; Valley of Rio Parana.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06671319' target='other'> <mi>dwc_moreinfo</mi></a>","P06671319","P06671319_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58264",NA,NA,NA
"161","2015-09-04 19:43:28-03","MNHN","RECOLNAT_MNHN_P","P06671313","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Glaziou, A.",NA,"1895","9","25",NA,"Brasil","Minas Gerais","Paracatu",NA,"-46.874698638916","-17.2222003936768","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06671313' target='other'> <mi>dwc_moreinfo</mi></a>","P06671313","P06671313_01",NA,NA,"72344","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2015-09-04 19:43:28-03","MNHN","RECOLNAT_MNHN_P","P06671309","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Glaziou, A.",NA,"1895","9","25",NA,"Brasil","Minas Gerais","Paracatu",NA,"-46.874698638916","-17.2222003936768","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06671309' target='other'> <mi>dwc_moreinfo</mi></a>","P06671309","P06671309_01",NA,NA,"72344","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2015-09-04 19:43:28-03","MNHN","RECOLNAT_MNHN_P","P06671314","PreservedSpecimen",NA,NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Madeira|Silva, N.T.|Pires, J.M.|Souza, R.",NA,"1963","4","27",NA,"Brasil","Distrito Federal","Brasília","Zona do Calcáreo, Córrego Maranhão.","-47.9296989440918","-15.7797002792358","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06671314' target='other'> <mi>dwc_moreinfo</mi></a>","P06671314","P06671314_01",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,"9472",NA,NA,NA
"164","2020-10-01 14:25:00-03","JBB","HEPH","24297","S","Plantae","Dicotyledon","Sapindales","Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Paiva, VF","Martins, RC; Martins, RC; Jesus, FPR de; Reis, GC; Oliveira, MS","941","2008","08","21","Southern America","Brasil","Distrito Federal","Sobradinho","Região da FERCAL","-47.916667","-15.666667",NA,NA,NA,NA,"910","910",NA,NA,"-47.916667","-15.666667","2008","08",NA,NA,NA,NA,NA,NA,NA
"165","2020-10-01 14:25:00-03","JBB","HEPH","13453","S","Plantae","Dicotyledon","Sapindales","Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Walter, BMT","Walter, BMT; Rocha, DMS; Clodovil, SP","2037","1992","10","07","Southern America","Brasil","Goiás","Niquelândia","Colina Entre Uruaçu e Niquelândia, area de influencia da UHE Serra da Mesa","-48.85","-14.1",NA,NA,NA,NA,NA,NA,NA,NA,"-48.85","-14.1","1995","10",NA,NA,NA,NA,NA,NA,NA
"166","2020-10-01 14:25:00-03","JBB","HEPH","16371","S","Plantae","Dicotyledon","Sapindales","Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Ramos, AE","Ramos, AE","1608","2001","08","31","Southern America","Brasil","Minas Gerais","Palmital","Área de encontro do Ribeirão Jabuticabas com o Rio Preto","-46.455556","-15.955556",NA,NA,NA,NA,"650","650",NA,NA,"-46.455556","-15.955556","2001","08","31",NA,NA,NA,NA,NA,NA
"167","2020-10-01 14:25:00-03","JBB","HEPH","16040","S","Plantae","Dicotyledon","Sapindales","Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Ramos, AE","Nóbrega, MGG; Ramos, AE","1370","2000","10","26","Southern America","Brasil","Minas Gerais","Palmital","Fazenda Mata Velha",NA,NA,NA,NA,NA,NA,"762","762",NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-10-01 14:25:00-03","JBB","HEPH","16394","S","Plantae","Dicotyledon","Sapindales","Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Nóbrega, MGG","Ramos, AE","1631","2001","09","01","Southern America","Brasil","Minas Gerais","Unaí","Bacia do Rio Preto área do futuro reservatório Mata Velha","-46.9375","-16.3125",NA,NA,NA,NA,NA,NA,NA,NA,"-46.9375","-16.3125","2001",NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-10-01 14:25:00-03","JBB","HEPH","5433","S","Plantae","Dicotyledon","Sapindales","Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Pirani, JR","Bean, MF","130","1984","05","31","Southern America","Brasil","Goiás","Paraíso do Norte","5km a Sudeste da Cidade",NA,NA,NA,"Oleo das frutas e bom para os cabelos",NA,NA,NA,NA,NA,NA,NA,NA,"1985",NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-10-01 14:25:00-03","JBB","HEPH","6547","S","Plantae","Dicotyledon","Sapindales","Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Ramos, AE","Salles, AEH; Ivete; Múcio","1218A,B","1989","09","09","Southern America","Brasil","Minas Gerais","Ribeiros","Reserva número 1, em entre Ribeiros, a 80km de Paracatú- MG",NA,NA,NA,"O fruto quando partido espele seiva pegajosa",NA,NA,NA,NA,NA,NA,NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-10-01 14:25:00-03","JBB","HEPH","27017","S","Plantae","Dicotyledon","Sapindales","Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Ramos, AE","Ramos, AE; Soares, ACA; Silva, MR da; Oliveira, MS; Rosário, RF do","2252","2010","09","01","Southern America","Brasil","Distrito Federal","Planaltina","Núcleo Rural Fazenda Larga. (Mais ou menos próximo a casa do Sr. Jair.) &nf;Coordenadas em UTM 236899/8280800","-47.5625","-15.4375",NA,"Planta totalmente caduca",NA,NA,"994","994",NA,NA,"-47.5625","-15.4375","2010","09",NA,NA,NA,NA,NA,NA,NA
"172","2020-10-01 14:25:00-03","JBB","HEPH","16428","S","Plantae","Dicotyledon","Sapindales","Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Oliveira, MS","Jesus, FPR de; Ribeiro, RC","59","2001","09","13","Southern America","Brasil","Distrito Federal","Sobradinho","Fercal","-47.838056","-15.877222",NA,"Folhas aveludadas",NA,NA,NA,NA,NA,NA,"-47.838056","-15.877222","2004","03",NA,NA,NA,NA,NA,NA,NA
"173","2020-10-01 14:25:00-03","JBB","HEPH","25406","S","Plantae","Dicotyledon","Sapindales","Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Paiva, VF; Oliveira, MS","Jesus, FPR de; Miranda, DL de","330","2009","06","01","Southern America","Brasil","Distrito Federal","Sobradinho","Fercal","-47.838056","-15.877222",NA,NA,NA,NA,NA,NA,NA,NA,"-47.838056","-15.877222","2009","06",NA,NA,NA,NA,NA,NA,NA
