"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","previousCatalogNumber","sex"
"526","2021-04-02 11:39:42-03","UFPI","TEPB","554","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Souza-Silva, R. F.","2008","10","01","Alunos de Taxonomia da FUFPI",NA,"1979","11","04","Brasil","Piauí","Teresina",NA,"-42.8018989562988","-5.08916997909546",NA,NA,NA,NA,NA,NA,"Arbusto, flor branca",NA,NA,NA,NA,NA,"56344","auto",NA,NA,NA,NA,NA,NA,NA,NA
"527","2021-04-02 11:39:42-03","UFPI","TEPB","1331","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Souza-Silva, R. F.","2008","10","01","Alunos de Sistemática Vegetal",NA,"1980","08","25","Brasil","Piauí","Teresina","Campus da Socopo","-42.8018989562988","-5.08916997909546",NA,NA,NA,NA,NA,NA,"Arbusto, flor branca Ambiente: Mata em capoeira",NA,NA,NA,NA,NA,"56344","auto",NA,NA,NA,NA,NA,NA,NA,NA
"528","2021-04-02 11:39:42-03","UFPI","TEPB","1912","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.","Souza-Silva, R. F.","2008","10","01","Alunos de Sistemática Vegetal",NA,"1981","08","19","Brasil","Piauí","Teresina","Campus da Socopo","-42.8018989562988","-5.08916997909546",NA,NA,NA,NA,NA,NA,"Arbusto, flor brancacenta Ambiente: Capoeira",NA,NA,NA,NA,NA,"56344","auto",NA,NA,NA,NA,NA,NA,NA,NA
"529","2021-04-02 11:39:42-03","UFPI","TEPB","2130","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.","Souza-Silva, R. F.","2008","10","01","Matos, F.J.A",NA,"1981","10","21","Brasil","Piauí","Teresina","Distrito Industrial","-42.8018989562988","-5.08916997909546",NA,NA,NA,NA,NA,NA,"Arbusto, flor brancacenta Ambiente: Capoeira <ll>dwc_commonname:</ll> Grão de Bode",NA,NA,NA,NA,NA,"56344","auto",NA,NA,NA,NA,NA,NA,NA,NA
"530","2021-04-02 11:39:42-03","UFPI","TEPB","4229","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.","Souza-Silva","2008","10","01","A.B. Sousa",NA,"1985","10","11","Brasil","Piauí","Teresina","Parque da Cidade","-42.8018989562988","-5.08916997909546",NA,NA,NA,NA,NA,NA,"Árvore de +/- 6m, flor branca, planta com látex Ambiente: Mata capoeira <ll>dwc_commonname:</ll> Cunhão de Bode",NA,NA,NA,NA,NA,"56344","auto",NA,NA,NA,NA,NA,NA,NA,NA
"531","2021-04-02 11:39:42-03","UFPI","TEPB","8113","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.","Souza-Silva, R. F.","2008","10","01","FREIRE, F. M. T.",NA,"1994","09","26","Brasil","Piauí","Teresina","Parque Zoobotânico","-42.8018989562988","-5.08916997909546",NA,NA,NA,NA,NA,NA,"Arbusto 3m de altura, flores brancas Ambiente: Mata",NA,NA,NA,NA,NA,"56344","auto",NA,NA,NA,NA,NA,NA,NA,NA
"532","2021-04-02 11:39:42-03","UFPI","TEPB","8474","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.","Souza-Silva, R. F.","2008","10","01","Jesus",NA,"1996","09","14","Brasil","Piauí","Teresina","Parque Zoobotânico","-42.8018989562988","-5.08916997909546",NA,NA,NA,NA,NA,NA,"Árvore +/- 5m, flores alvas (em forma de catavento) <ll>dwc_commonname:</ll> Arranca Toco",NA,NA,NA,NA,NA,"56344","auto",NA,NA,NA,NA,NA,NA,NA,NA
"533","2021-04-02 11:39:42-03","UFPI","TEPB","669","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.","Souza-Silva, R.F.","2008","10","01","Alunos de Taxonomia da FUFPI",NA,"1979","11","07","Brasil","Piauí","Teresina","Zona Urbana, Bairro Itararé","-42.8018989562988","-5.08916997909546",NA,NA,NA,NA,NA,NA,"Arbusto, flor branca Ambiente: Capoeira",NA,NA,NA,NA,NA,"56344","auto",NA,NA,NA,NA,NA,NA,NA,NA
"534","2020-11-19 10:22:40-03","CPAP","CPAP","23981","PreserverdSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.",NA,NA,NA,NA,"Pott, A.","11899","2004","10","12","Brasil","MS","Dourados","Entroncamento das rodovias BR-376 Km 270 e BR-163, Vila São Pedro.","-54.8055992126465","-22.2210998535156",NA,NA,NA,NA,NA,NA,"Árvore 7-8m de altura, ou Arbusto 1-2m de altura. . Frequente. Flor branca. Fruto vermelho. Vegetação secundária de floresta. Solo: latos.Solo: areno-argiloso.. Relevo: topo de ondulado suave. Semente preta, endocarpo vermelho. Invasora de pastagem.",NA,NA,NA,NA,NA,"74744","auto",NA,NA,NA,NA,NA,NA,NA,NA
"535","2020-11-19 10:22:40-03","CPAP","CPAP","15020","PreserverdSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.","G. Hastchbach","1995",NA,NA,"Hatschbach, G.","62106","1995","05","01","Brasil","MS","Navirai","Rodovia BR-163, 5-10Km Oeste de Navirai","-54.190601348877","-23.0650005340576",NA,NA,NA,NA,NA,NA,"Arvoreta 4m de altura, látex alvos. FLOR: arilo vermelho. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado degradado. SUBSTRATO: . RELEVO: .",NA,NA,NA,NA,NA,"54855","auto",NA,NA,NA,NA,NA,NA,NA,NA
"536","2020-11-19 10:22:40-03","CPAP","CPAP","23167","PreserverdSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.","A. Pott","2002",NA,NA,"Pott, A.","9711","2002","04","21","Brasil","MS","Bataiporã","Porto Primavera, Rio Paraná","-53.2710990905762","-22.2952995300293",NA,NA,NA,NA,NA,NA,"Árvore 3-6m de altura. flores ausentes e fruto de cor laranja. Semente avermelhada. Interesse invasora de pastagem, . Frequente. Floresta ripária secundária,. Solo: siltoso,. Relevo: planície fluvial.",NA,NA,NA,NA,NA,"52218","auto",NA,NA,NA,NA,NA,NA,NA,NA
"537","2015-07-02 14:41:56-03","JBP","HPL","463","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.","V.C. Souza","2013","10","28","H. Lorenzi","2977","2001","11","28","Brasil","PR","Guaraqueçaba","em mata.","-48.3289","-25.3067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"538","2015-07-02 14:41:56-03","JBP","HPL","6647","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.","V.C. Souza","2013","10","28","A. Amaral Jr. & J. O. Mendonça et al.","631","1999","04","13","Brasil","MS","Bataguassu","Coletado na margem direita do Rio Paraná (Rio Quiteroizinho), em área de cerrado a ser inundada. S 22° 09' 01,2: W 52° 27' 02,7.","-52.4222","-21.7142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65610","auto",NA,NA,NA,NA,NA,NA,NA,NA
"539","2015-07-02 14:41:56-03","JBP","HPL","10877","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis",NA,"H. Lorenzi","2008","11","25","H. Lorenzi","6547","2008","11","25","Brasil","RS","Morro Reuter","Coletado nas proximidades da cidade em área de Mata Atlântica.","-51.0808","-29.5381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12924","auto",NA,NA,NA,NA,NA,NA,NA,NA
"540","2015-07-02 14:41:56-03","JBP","HPL","475","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.","V.C.Souza","2013","10","28","H. Lorenzi","2617","2001","03","20","Brasil","RS","São Francisco de Assis","Coletado nas proximidades do município de São Francisco de Assis; em campo de terreno seco.","-55.1311","-29.5503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48310","auto",NA,NA,NA,NA,NA,NA,NA,NA
"541","2019-12-19 08:15:06-03","FPS","FPS","3343","MachineObservation","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.","Schwirkowski, P.","2018","06","09","Schwirkowski, P.","2769","2018","06","09","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Linha férrea, próximo à estação de trem","-49.289089","-26.359512","-49.289089","-26.359512",NA,NA,"FPS03343,FURB59243","FPS03343_v01 FPS03343_v02 FPS03343_v03 FPS03343_v04 FPS03343_v05 FPS03343_v06 FURB59243","<ll>dwc_commonname:</ll> Catavento, jasmim, jasmim-catavento, sapirangui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 59243","voucher",NA,NA,NA,NA
"542","2019-12-19 08:15:06-03","FPS","FPS","2600","MachineObservation","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.","Schwirkowski, P.","2016","11","05","Schwirkowski, P.","2028","2014","11","05","Brasil","Santa Catarina","São Bento do Sul","Rio Natal, entrada de ferro, próximo à Estação abandonada","-49.285673","-26.354516","-49.285673","-26.354516",NA,NA,"FPS02600,FURB52132","FPS02600_v01 FPS02600_v02 FPS02600_v03 FPS02600_v04 FPS02600_v05 FPS02600_v06 FPS02600_v07 FPS02600_v08 FPS02600_v09 FPS02600_v10 FPS02600_v11 FPS02600_v12 FPS02600_v13 FPS02600_v14 FURB52132","<ll>dwc_commonname:</ll> Catavento, jasmim, jasmim-catavento, sapirangui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 52132","voucher",NA,NA,NA,NA
"543","2014-09-09 15:09:04-03","UNICAP","HUCPE","1308","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.",NA,NA,NA,NA,"Oliveira, M.; A. A. Grillo; A. A. Grillo","1307","2003","03","12","Brasil","Alagoas","Ibateguara","Usina Serra Grande - Coimbra, grota do varjão.","-35.937693","-8.979501","-35.937693","-8.979501",NA,NA,NA,NA,"Arbusto com mais ou menos 2,0m de altura; frutos maturos verdes, sementes pretas, arilo laranja. Látex branco. Frequente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","2014-09-19 11:56:41-03","UNICAP","HUCPE","1388","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.",NA,NA,NA,NA,"Oliveira, M.; Urbano; Urbano","1455","2003","10","27","Brasil","Alagoas","Ibateguara","Coimbra - Grota do Cavalo Morto.","-35.937693","-8.979501","-35.937693","-8.979501",NA,NA,NA,NA,"Árvore com mais ou menos 12m de altura; flores creme, perfumadas; presença de látex leitoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","2014-10-10 18:26:35-03","UNICAP","HUCPE","1519","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.",NA,NA,NA,NA,"Oliveira, M.; A. A. Grillo; A. A. Grillo","1204","2003","01","25","Brasil","Alagoas","Ibateguara","Coimbra - Grota da Burra.","-35.937693","-8.979501","-35.937693","-8.979501",NA,NA,NA,NA,"Árvore com cerca de 10m de altura; presença de látex branco abundante.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","2014-09-04 12:55:50-03","UNICAP","HUCPE","799","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","E. Tavares","1976","06","26","Paiva, F.","59","1976","04","10","Brasil","Maranhão","Tuntum","Fazenda Baixão dos Magros.","-44.638611","-5.219473","-44.638611","-5.219473",NA,NA,NA,NA,"Árvore com mais ou menos 4m de altura por 6cm de largura. Flores amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","2014-09-04 12:55:50-03","UNICAP","HUCPE","893","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","M. Haluli","1978","02","17","Paiva, F.","92","1976","08","19","Brasil","Maranhão",NA,"Estrada que vai para Naru. Fazenda Farinha.",NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto com mais ou menos 2m de altura, flores amareladas, sem perfume, látex branco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","2014-09-04 12:55:50-03","UNICAP","HUCPE","948","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","M. Haluli","1978","04","06","Silva, A. .E. da","11","1976","10","06","Brasil","Maranhão","Tuntum","Fazenda Cigana.","-44.638611","-5.219473","-44.638611","-5.219473",NA,NA,NA,NA,"Árvore com mais ou menos 6m de altura por 5cm de largura. Casca pouco rugosa, soltando escamas. Látex branco em quantidade. Flores amarelo claro pouco perfumandas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","2014-09-04 12:55:50-03","UNICAP","HUCPE","296","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","E. Tavares","1975","08","05","Soares, A. .J.","34","1975","06","16","Brasil","Maranhão","Fortuna","Fazenda Morada Nova.","-43.595278","-5.548139","-43.595278","-5.548139",NA,NA,NA,NA,"Árvore com mais ou menos 5m de altura, látex abundante na casaca. Flores alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","2019-02-15 11:33:12-02","IPA","IPA","68510","S","Plantae","Apocynaceae","Tabernaemontana","affinis","Tabernaemontana affinis","Müll. Arg.",NA,NA,NA,NA,"Oliveira, M.; Urbano; Urbano","1455","2003","10","27","Brasil","Alagoas","Ibateguara","Usina Serra Grande, Coimbra, grota do cavalo morto.","-35.9393997192383","-8.97249984741211",NA,NA,NA,NA,"IPA0068510",NA,"Árvore ca. 12m de altura; flores cremes perfumadas, presença de látex leitoso.; Vegetação arbórea densa. Solo humoso.","Plantae",NA,NA,"Southern America",NA,"16798","auto",NA,NA,NA,NA,NA,NA,NA,NA
"551","2019-02-15 11:33:12-02","IPA","IPA","86449","S","Plantae","Apocynaceae","Tabernaemontana","affinis","Tabernaemontana affinis","Müll. Arg.",NA,NA,NA,NA,"Pessoa, L.M.; Pinheiro, T.S.; Chagas, M.A.; Pinheiro, T.S.; Chagas, M.A.","848","2009","10","16","Brasil","Pernambuco","Paulista","Estação Ecológica de Caetés","-34.122222","-7.970833","-34.122222","-7.970833",NA,NA,"IPA0086449",NA,"Árvore 333; botões e em plena floração; látex leitoso e abundante.; Vegetação Arbórea-arbustiva, Mata Atlântica. Interior da área; freqüente.","Plantae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","2019-02-15 11:33:12-02","IPA","IPA","75380","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC","Simões, A.O.","2012","11","06","Lima, D.P.","12653","1969","11","11","Brasil","Bahia","Una","Mata da Fazenda Ribeirão do Caetano","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"IPA0075380",NA,"árvore com 6 metros de altuyra de diametro Flores amarelas com perfume agradável. Látex branco.","Plantae",NA,NA,"Southern America",NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA
"553","2019-02-15 11:33:12-02","IPA","IPA","75318","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC","Simões, A.O.","2012","11","06","Soares, J.A.","34","1975","06","06","Brasil","Maranhão","Fortuna","Fazenda Morada Nova","-44.1582984924316","-5.73332977294922",NA,NA,NA,NA,"IPA0075318",NA,"Árvore ca. 5m de altura, látex abundante na csca; flores alvas sem perfume.","Plantae",NA,NA,"Southern America",NA,"42332","auto",NA,NA,NA,NA,NA,NA,NA,NA
"554","2019-02-15 11:33:12-02","IPA","IPA","60115","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC","Simões, A.O.","2012","11","06","Rodal, M.J.N.; Silva, A.G. da; Silva, A.G. da","799","2000","02","10","Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica de Tapacurá, trilha da mata.","-34.950278","-8.012778","-34.950278","-8.012778",NA,NA,"IPA0060115",NA,"Arvoreta com 3,5m. Cálice verde, pétalas cremes estames amarelados.; Solo areno-argiloso.","Plantae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","2019-02-15 11:33:12-02","IPA","IPA","10052","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC","Simões, A.O.","2012","11","06","Pickel, B.","5543","1941","12","07","Brasil","São Paulo",NA,"Helvétia, no campo alto.",NA,NA,NA,NA,NA,NA,"IPA0010052",NA,"Árvore com flor branca aromática. Laticífera.","Plantae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","2019-02-15 11:33:12-02","IPA","IPA","76820","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC","Tavares, E.","1975","08","05","Soares, A.J.","34","1975","06","16","Brasil","Maranhão","Fortuna","Fazenda Morada Nova","-44.1582984924316","-5.73332977294922",NA,NA,NA,NA,"IPA0076820",NA,"Árvore ca. 5m de altura, látex abundante na casca. Flores alvas.","Plantae",NA,NA,"Southern America",NA,"42332","auto",NA,NA,NA,NA,NA,NA,NA,NA
"557","2019-02-15 11:33:12-02","IPA","IPA","55130","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC",NA,NA,NA,NA,"Xavier, L.P.","1077","1942","10","28","Brasil","Paraíba","Guarabira","Engenho do Espinho, Rio do Espinho.","-35.4900016784668","-6.85472011566162",NA,NA,NA,NA,"IPA0055130",NA,"Arbustivo. Flores aromáticas. O leite produz um formigamento ao contato com a língua.","Plantae",NA,NA,"Southern America",NA,"13473","auto",NA,NA,NA,NA,NA,NA,NA,NA
"558","2019-02-15 11:33:12-02","IPA","IPA","88607","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC","Koch, I.","2010","10","10","Silva Castro, A.J. da","1","1997","10","25","Brasil","Paraná","Bandeirantes","Mata das proximidades da cidade.","-50.3675003051758","-23.1100006103516",NA,NA,NA,NA,"IPA0088607",NA,"Planta de porte arbustiva, com flor branca ca. 1,5m de altura.","Plantae",NA,NA,"Southern America",NA,"19645","auto",NA,NA,NA,NA,NA,NA,NA,NA
"559","2019-02-15 11:33:12-02","IPA","IPA","88567","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC","Koch, I.","2010","10","10","Demarchi, L.F.; et al.; et al.","1","1997","09","25","Brasil","Paraná","Santo Antônio do Paraíso","Sítio Yoshida","-50.6455993652344","-23.4936008453369",NA,NA,NA,NA,"IPA0088567",NA,"Arbóreo ca. 10m de altura; flor branca; folha simples.","Plantae",NA,NA,"Southern America",NA,"24994","auto",NA,NA,NA,NA,NA,NA,NA,NA
"560","2019-02-15 11:33:12-02","IPA","IPA","60117","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC","Simões, A.O.","2012","11","06","Rodal, M.J.N.; Silva, T.M.C. da; Silva, T.M.C. da","767","2000","01","24","Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica de Tapacurá","-34.950278","-8.012778","-34.950278","-8.012778",NA,NA,"IPA0060117",NA,"Árvore ca. 6m. Flores amarelas.; Solo areno-argiloso.","Plantae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","2019-02-15 11:33:12-02","IPA","IPA","18165","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC","Simões, A.O.","2012","11","06","Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","13525","1967","09","26","Paraguay",NA,NA,"Cordillera, Caacupé.",NA,NA,NA,NA,NA,NA,"IPA0018165",NA,"Flor blanca.","Plantae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","2019-02-15 11:33:12-02","IPA","IPA","85366","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC","Simões, A.O.","2012","11","06","Santos, C.A.","s.n.","2010","10","26","Brasil","Pernambuco","Cortês","Sítio Boa Esperança","-35.535278","-8.368611","-35.535278","-8.368611",NA,NA,"IPA0085366",NA,"Árvore. Material em estudo no Deptº de Engenharia Florestal da UFRPE, Prof. Marcos Passos.","Plantae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","2019-02-15 11:33:12-02","IPA","IPA","64180","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC","Hatschbach, G.","1999",NA,NA,"Carneiro, J.","789","1999","10","27","Brasil","Paraná","Jundiaí do Sul","Fazenda Monte Verde","-50.247501373291","-23.4367008209229",NA,NA,NA,NA,"IPA0064180",NA,"Arvoreta, 3m; látex e flores alvos.; Mata degradada.","Plantae",NA,NA,"Southern America",NA,"17300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"564","2019-02-15 11:33:12-02","IPA","IPA","74067","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC","Simões, A.O.","2012","11","06","Teixeira, G.","2557","1964","11","24","Brasil","Pernambuco","Vicência","Capoeirão a margem damata de Sambaquim, rumo do Teitanduda","-35.3266983032227","-7.65693998336792",NA,NA,NA,NA,"IPA0074067",NA,"Arvoreta de flores alvas levementeperfumadas, cálice esverdeado. Caule com látex esbranquiçado e abundante","Plantae",NA,NA,"Southern America",NA,"21084","auto",NA,NA,NA,NA,NA,NA,NA,NA
"565","2019-02-15 11:33:12-02","IPA","IPA","10053","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC",NA,NA,NA,NA,"Koscinski, M.; Pickel, B.; Pickel, B.","4962","1936","11",NA,"Brasil","São Paulo","São Paulo","Horto Florestal","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"IPA0010053",NA,"Herb. Mus.Flor.191","Plantae",NA,NA,"Southern America",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"566","2019-02-15 11:33:12-02","IPA","IPA","4618","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC","Simões, A.O.","2012","11","06","Pickel, B.","2885","1932","01","09","Brasil","Pernambuco","São Lourenço da Mata","Tapera, São Bento, capoeira do cercado.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"IPA0004618",NA,"Árvore; flores brancas; látex branco. Fruto duplo.","Plantae",NA,NA,"Southern America",NA,"21764","auto",NA,NA,NA,NA,NA,NA,NA,NA
"567","2019-02-15 11:33:12-02","IPA","IPA","74045","S","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC","Simões, A.O.","2012","11","06","Stranghetti, V.; Guimarães, P.J.F.; Barbosa, A.R.; Martins, A.L.; Guimarães, P.J.F.; Barbosa, A.R.; Martins, A.L.","23570","1990","10","24","Brasil","São Paulo","Campinas","Bosque dos Alemães, dentro do bosque, junto a cerca, esquina da rua Rocha Camargo.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"IPA0074045",NA,"Árvore ca. 4m. Flores brancas, perfumadas, latex .","Plantae",NA,NA,"Southern America",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"568","2019-08-27 13:29:54-03","IAP","PACA-AGP","34541","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","australis","Tabernaemontana australis","Müll. Arg.","Emrich-Rambo","1954","05","05","Hatschbach, G.","567","1946","12","25","Brasil","PR","Piraquara","Florestal","-49.0633010864258","-25.4416999816895",NA,NA,"930","930","PACA034541",NA,"6 m, flor branca, em mato Habitat: in silva Fenofase: flor Hábito: árvore","Magnoliophyta","Gentianales",NA,NA,NA,"12577","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"569","2019-08-27 13:29:54-03","IAP","PACA-AGP","34459","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","australis","Tabernaemontana australis","Müll. Arg.","Emrich-Rambo","1954","05","05","Emrich, K.",NA,"1946","09","20","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA034459",NA,"SEM MATERIAL Habitat: culta Fenofase: flor","Magnoliophyta","Gentianales",NA,NA,NA,"29946","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"570","2019-08-27 13:29:54-03","IAP","PACA-AGP","48106","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","australis","Tabernaemontana australis","Müll. Arg.","Emrich-Rambo","1954","05","05","A. Spies",NA,"1950","02",NA,"Brasil","RS","Santa Rosa","Campinas","-54.4813995361328","-27.8708000183105",NA,NA,NA,NA,"PACA048106",NA,"Habitat: in silvula Fenofase: flor e fruto novo","Magnoliophyta","Gentianales",NA,NA,NA,"19818","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"571","2019-08-27 13:29:54-03","IAP","PACA-AGP","69974","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","australis","Tabernaemontana australis","Müll. Arg.","A. Sehnem",NA,NA,NA,"Sehnem, A.","8491","1965","10","15","Brasil","SC",NA,"prope Araranguá",NA,NA,NA,NA,NA,NA,"PACA069974",NA,"flore albi Habitat: in dumetosis Hábito: arbusto","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"572","2019-08-27 13:29:54-03","IAP","PACA-AGP","47439","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","australis","Tabernaemontana australis","Müll. Arg.","Emrich-Rambo","1954","05","05","M. Henze",NA,"1950","01",NA,"Brasil","RS","Iraí","ad fl. Uruguai","-53.2505989074707","-27.1935997009277",NA,NA,NA,NA,"PACA047439",NA,"Habitat: ad silvam primaevam Fenofase: fruto maturo","Magnoliophyta","Gentianales",NA,NA,NA,"18820","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
