"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","continentOcean","minimumElevationInMeters","maximumElevationInMeters","individualCount","verbatimLongitude","verbatimLatitude","class","order","typeStatus"
"1","2021-03-01 16:26:12-03","UNICAMP","UEC","1989","S","Plantae","Magnoliopsida","Asteraceae","Vittetia","bishopii","Vittetia bishopii","R.M.King & H.Rob.","Esteves, RL","2002","05","10","Semir, J; Sazima, M; Menezes, N; Giulietti, AM","4110","1973","04","29","Brazil","Minas Gerais","Jaboticatubas","Km 115 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752","31264","Capítulos claros.","UEC130264","UEC130264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-01 16:26:12-03","UNICAMP","UEC","1961","S","Plantae","Magnoliopsida","Asteraceae","Vittetia","bishopii","Vittetia bishopii","R.M.King & H.Rob.","Esteves, RL","2002","07","11","Semir, J; Sazima, M","4759","1973","12","10","Brazil","Minas Gerais","Jaboticatubas","Km 132 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752","31264","25 a 30 cm. Flores alvas.","UEC130265","UEC130265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-12-21 16:17:49-03","MBM","MBM","20776","PreservedSpecimen","Plantae",NA,"Asteraceae","Vittetia","bishopii","Vittetia bishopii","R.M. King & H. Rob.","Robinson, H.",NA,NA,NA,"Hatschbach, G.; et al.; et al.","28808","1972","01","25","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó, 25km ao norte","-43.7449989318848","-19.513599395752","31264",NA,"MBM020776","MBM020776","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"4","2013-06-11 13:51:00-03","MO","MOBOT","3274258","PreservedSpecimen","Plantae",NA,"Asteraceae","Vittetia","bishopii","Vittetia bishopii","R.M. King & H. Rob.",NA,NA,NA,NA,"Robert M. King|Luther E. Bishop","King 8493","1981","1","16","Brazil","Minas Gerais",NA,"Serra do Cipo, 16 Km E of Chapeu de Sol.",NA,NA,NA,NA,NA,NA,NA,"South America","1066.80000000","1219.20000000","1",NA,NA,NA,NA,NA
"5","2019-06-10 10:10:22-03","FZB-BH","BHZB","10050","S","Plantae",NA,"Asteraceae","Vittetia","bishopii","Vittetia bishopii",NA,"J, Nakajima","2018","11","27","Fernandes, F.M. et al","310","2012","11","29","Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerais, Brumas","-43.717222","-19.033056",NA,"Ponto 103 : 635004 7895005 1355 m Próx. a drenagem.Duplicata doada para Herbário HUFU. Com duplicata. Anteriormente Eupatorium sp.",NA,NA,NA,NA,"1355","1355",NA,"43W 43' 02","19S 01' 59",NA,NA,NA
"6","2020-09-12 05:00:02-03","US","US","2962250","PreservedSpecimen","Plantae",NA,"Asteraceae","Vittetia","bishopii","Vittetia bishopii","R.M. King & H. Rob.",NA,NA,NA,NA,"G. Hatschbach, L. Smith & E. S. Ayensu","28808","1972","1","25","Brazil","Minas Gerais",NA,"Serra do Cipó, 25 Km ao Norte (mun. Jaboticatuba) Minas Gerais",NA,NA,NA,NA,"US01643575","US01643575_01",NA,"South America - Neotropics",NA,NA,"1",NA,NA,"Dicotyledonae","Asterales",NA
"7","2020-09-12 05:00:02-03","US","US","2922447","PreservedSpecimen","Plantae",NA,"Asteraceae","Vittetia","bishopii","Vittetia bishopii","R.M. King & H. Rob.",NA,NA,NA,NA,"R. M. King","8493","1981","1","16","Brazil","Minas Gerais",NA,"Serra do Cipo; alt. 3500-4000 ft.",NA,NA,NA,NA,"US00145815","US00145815_01",NA,"South America - Neotropics","1067","1219","1",NA,NA,"Dicotyledonae","Asterales","Isotype"
"8","2019-10-07 09:12:09-03","UEFS","HUEFS","139811","PreservedSpecimen","Plantae","Angiospermae","Asteraceae","Vittetia","bishopii","Vittetia bishopii","R.M.King & H.Rob.","S.C.Ferreira","2009","12",NA,"Rapini, A.","1583","2008","01","27","Brasil","Minas Gerais","Santana do Riacho","MG-010, Km 129.","-43.505833","-19.236111",NA,"Campo rupestre.","HUEFS0139811","HUEFS0139811",NA,NA,"1345","1345",NA,"43W30'21''","19S14'10''","Asteranae","Asterales",NA
"9","2019-11-01 14:54:53-03","UnB","UB","122659","PreservedSpecimen","Plantae","Dicotyledoneae","Asteraceae","Vittetia","bishopii","Vittetia bishopii","R.M.King & H.Rob.","Alves, GKJ",NA,NA,NA,"King, LRM; Bishop, LE","8493","1981","01","16","Brasil","Minas Gerais",NA,"Serra do Cipó, 16km E of Chapéu de Sol",NA,NA,NA,"Flowers white.; Small shrub.; Growing in wet stream bank","UB0036894","UB0036894",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"holotype"
