"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","individualCount","class","sex"
"51","2020-12-14 16:14:27-03","UFC","EAC","1240","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Maciel, J.R.","Ducke, A.; Bezerra, P.; et al.","181","1955","06","18","Southern America","Brasil","Ceará","Fortaleza","Sítio Taperoaba, Parangaba","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"EAC0001240","EAC0001240","2013","19924","auto",NA,NA,"04","25",NA,NA,NA
"52","2020-12-14 16:14:27-03","UFC","EAC","37275","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Maciel, J.R.","Nakakura, H.C.; Lima, G.F.","363","2003","04","27","Southern America","Brasil","Ceará","Jijoca de Jericoacoara","PARNA de Jericoacoara, No SO do PARNA, próx. à Lagoa de Jijoca, em campo de dunas, slacks c/ lagoas temporárias, substrato arenoso","-40.4491996765137","-2.89499998092651",NA,NA,NA,"Erva, flor verde; Litorâneo","EAC0037275","EAC0037275","2013","16085","auto",NA,NA,"04","25",NA,NA,NA
"53","2020-12-14 16:14:27-03","UFC","EAC","1400","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Maciel, J.R.","Ducke, A.; Black, G.A.","231","1955","07","02",NA,"Brasil","Ceará","Maranguape","Sítio Montenegro, Siqueira, na rodagem","-38.6856002807617","-3.89083003997803",NA,NA,NA,NA,"EAC0001400","EAC0001400","2013","40608","auto",NA,NA,"04","25",NA,NA,NA
"54","2014-02-28 21:02:00-03","MO","MOBOT","1006913","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Valls","M. Schessl","Schessl 138","1992","9","27","South America","Brazil","Mato Grosso",NA,"Municipality of Poconé, about 111 km south of Poconé (UTM = 81.04/05.06). Slightly inundated margin of a Capäo within a seasonally flooded area, build up by a mosiac of wet depressions (vazantes), moist and dry grasslands and higher elevated hills (capões).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2015-05-20 10:36:23-03","UFERSA","MOSS","10303","S","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Silva, A.S.; Ribeiro, A.R.O.","Oliveira, R.C.","2194","2008","05","31","América do Sul","Brasil","Rio Grande do Norte","Luís Gomes","estrada para a Cachoeira do Rela.","-38.381111","-6.3975","514","514",NA,"erva decumbente; coletada em mata ciliar serrana, na margem da estrada; relevo acidentado; substrato argiloso com afloramento de arenito; frequente.",NA,NA,"2013",NA,NA,"38W22'52","6S23'51","07","18",NA,NA,NA
"56","2020-08-31 09:21:08-03","INPA","INPA","163655","S","Plantae","Monocotyledon","Poales","Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca",NA,"Sanaiotti, TM","85","1989","10","02","Southern America","Brasil","Pará","Santarém","Alter do Chão, Penísula em frente de Alter-do-Chão.","-54.95","-2.483333",NA,NA,NA,NA,"INPA0163655","INPA0163655 INPA0163655_e",NA,NA,NA,"-54.95","-2.483333",NA,NA,NA,NA,NA
"57","2020-08-31 09:21:08-03","INPA","INPA","255746","S","Plantae","Monocotyledon","Poales","Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca",NA,"Maciel, JR","1796","2013","09","21","Southern America","Brasil","Roraima","Caracaraí","Parque Nacional do Viruá. Estrada Perdida, Campinas e savanas.","-60.98","1.439444","60","60",NA,NA,"INPA0255746",NA,NA,NA,NA,"-60.98","1.439444",NA,NA,NA,NA,NA
"58","2020-08-31 09:21:08-03","INPA","INPA","122805","S","Plantae","Monocotyledon","Poales","Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca",NA,"Plowman, T","9312","1980","02","29","Southern America","Brasil","Maranhão","Imperatriz","Bananal 15 Km south of Imperatriz along Belém-Brasília highway &nf;(BR 010). Área of cerrado vegetation with deep, sandy red soil; on roadside in low secondary forest.","-47.433333","-5.666667","290","290",NA,NA,"INPA0122805",NA,NA,NA,NA,"-47.433333","-5.666667",NA,NA,NA,NA,NA
"59","2021-01-04 11:29:59-03","UEMA","SLUI","1412","PreservedSpecimen","Plantae","Angiospermae",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca",NA,"M. Nascimento; S. Renvoize",NA,"1998","05",NA,NA,"Brasil","Piauí","Jurumenha","Fazenda Realiza",NA,NA,NA,NA,NA,"Doação","SLUI001412","SLUI001412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-04 11:06:08-03","UFRB","HURB","16949","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees ex Trin) Dedecca","V.F.Sousa","Sousa, V.F.","260","2016","04","28",NA,"Brasil","Rio Grande do Norte","Nisia Floresta","Lagoa da Juventude;","-35.155556","-6.003611","43","43",NA,"UFRN 21859.","HURB000016949","HURB000016949","2016",NA,NA,"35º09'20W","6º00'13S","04","28",NA,NA,NA
"61","2021-03-04 11:06:08-03","UFRB","HURB","9502","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","C.Silva","Duarte, E.F.; Modesto, F.J.N.","s/n","2015","07","03",NA,"Brasil","Bahia","Rio Real","Fazenda Primavera;","-37.9328002929688","-11.4847002029419",NA,NA,NA,"Lat -11,463682 e Long -37,942420.","HURB000009502","HURB000009502","2017","31037","auto",NA,NA,"04","12",NA,NA,NA
"62","2021-03-01 11:50:41-03","UFPE","UFP","52452","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees ex Trin.) Dedecca","Gallindo, F","Sobral- Leite, M; Wanderley, AM","741","2008","04","12",NA,"Brasil","Pernambuco","Cabo de Santo Agostinho",NA,"-35.0349998474121","-8.28666973114014","112","112",NA,"Erva das ilhas de solo no afloramento. Estruturas reprodutivas verde-amareladas de aspectos delicado,sem odor.; Afloramento rochosos.","UFP052452",NA,"2016","25282","auto",NA,NA,"02","15",NA,NA,NA
"63","2020-09-02 16:36:14-03","Cenargen","CEN","5893","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","cf. complanatus","Axonopus cf. complanatus","(Nees) Dedecca","L. Coradin","Lídio Coradin","2628","1980","05","28",NA,"Brasil","MA","TIMON","BR-316, Timon - Caxias, Km 40.","-42.8367004394531","-5.09417009353638","80","80","Exsicatas",NA,"CEN00005893","CEN00005893","1980","44730","auto",NA,NA,"05",NA,"2",NA,NA
"64","2020-09-02 16:36:14-03","Cenargen","CEN","107349","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","J. F. M. Valls","José Francisco Montenegro Valls","8906","1985","05","29",NA,"Brasil","MT","GLORIA D'OESTE","Junto ao hotel Soteco, no local denominado Tabuleta, cerca de 7 km a leste do córrego das Pitas, na BR - 174.","-58.336666","-15.810833","190","190","Exsicatas","Alastradora.","CEN00107349","CEN00107349","2018",NA,NA,"-58.336666","-15.810833","05",NA,"13",NA,NA
"65","2020-09-02 16:36:14-03","Cenargen","CEN","4292","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","J. F. M. Valls","Antônio Costa Allem","2487","1979","10","03",NA,"Brasil","MT","BARAO DE MELGACO","Fazenda Santa Lúcia.",NA,NA,"100","100","Exsicatas","Boa forrageira perene, estolonífera. Ambiente umbrófilo.","CEN00004292","CEN00004292","2015",NA,NA,NA,NA,"07",NA,"1",NA,NA
"66","2020-09-02 16:36:14-03","Cenargen","CEN","67688","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","J. F. M. Valls","Glocimar Pereira-Silva","11453","2007","03","23",NA,"Brasil","TO","PARANA","Margem direita do Rio Tocantins.","-48.200833","-12.858333","260","260","Exsicatas","Área de influência direta (lago).","CEN00067688","CEN00067688","2010",NA,NA,"-48.200833","-12.858333","05",NA,"2",NA,NA
"67","2020-09-02 16:36:14-03","Cenargen","CEN","70340","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca",NA,"José Francisco Montenegro Valls","9239","1985","10","18",NA,"Brasil","MS","CORUMBA","Sede da fazenda Guanandí.","-56.266666","-18.866666","110","110","Exsicatas","Lâminas com bordas onduladas. Inflorescências axilares frequentes em vários nós dos colmos floríferos.","CEN00070340","CEN00070340",NA,NA,NA,"-56.266666","-18.866666",NA,NA,"4",NA,NA
"68","2020-09-02 16:36:14-03","Cenargen","CEN","4655","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","J. F. M. Valls","Lídio Coradin","3040","1980","07","17",NA,"Brasil","BA","ENTRE RIOS","BR-101, Entre Rios - Esplanada, km 56.","-38.084400177002","-11.9419002532959",NA,NA,"Exsicatas",NA,"CEN00004655","CEN00004655","1981","52418","auto",NA,NA,"05",NA,"1",NA,NA
"69","2020-09-02 16:36:14-03","Cenargen","CEN","2575","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","J. F. M. Valls","Antônio Costa Allem","2372","1978","11","04",NA,"Brasil","MT","CACERES","faz. Descalvados.","-57.6789016723633","-16.0706005096436",NA,NA,"Exsicatas","Estolonífera. Com estolhos arraigados ao solo, frequente no campo úmido com solo arenoso e frequentemente alagado.","CEN00002575","CEN00002575","2015","172193","auto",NA,NA,"07",NA,"1",NA,NA
"70","2020-09-02 16:36:14-03","Cenargen","CEN","2645","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","J. F. M. Valls","Antônio Costa Allem","2442","1978","11","06",NA,"Brasil","MT","CACERES","Fazenda Descalvados","-57.6789016723633","-16.0706005096436",NA,NA,"Exsicatas","Vegetação sob arbustos formando gramada pouco denso, folhas margens ondulados, estigmas brancos-acinzentados.","CEN00002645","CEN00002645","2015","172193","auto",NA,NA,"07",NA,"1",NA,NA
"71","2020-09-02 16:36:14-03","Cenargen","CEN","50785","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca",NA,"Arnildo Pott",NA,"1970","01","13",NA,"Brasil","MT","CUIABA","Pátio do Centro de Treinamento Profess. Secret. Educação. Bairro Coxipó da Ponte.","-56.0966987609863","-15.5960998535156",NA,NA,"Unicata","Frequente nas pequenas depressões. BLA 7482.","CEN00050785","CEN00050785",NA,"74875","auto",NA,NA,NA,NA,"1",NA,NA
"72","2020-09-02 16:36:14-03","Cenargen","CEN","52370","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","L. Arzivenco","Lúcio Arzivenco",NA,"1969","07","22",NA,"Brasil","RJ","RIO DE JANEIRO","Praia Vermelha.","-43.2075004577637","-22.9027996063232",NA,NA,"Unicata","Pouco radiante. Estolho vermelho.","CEN00052370","CEN00052370","1969","57442","auto",NA,NA,"07",NA,"1",NA,NA
"73","2019-10-07 09:21:42-03","UEFS","HUEFS","181489","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca",NA,"Silva, C.","356","2011","07","12",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, início da trilha para o pico, floresta ombrófila aberta, margem da trilha.","-43.983333","-23.05",NA,NA,NA,NA,"HUEFS0181489","HUEFS0181489",NA,NA,NA,"43W59'","23S3'",NA,NA,NA,"Lilianae",NA
"74","2019-10-07 09:21:42-03","UEFS","HUEFS","181969","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca",NA,"Silva, C.","794","2012","01","25",NA,"Brasil","Maranhão","Sucupira do Riachão","BR-230 sentido Balsas. Cerrado. 240m alt.","-43.4","-6.608056",NA,NA,NA,NA,"HUEFS0181969","HUEFS0181969",NA,NA,NA,"43W24'","6S36'29''",NA,NA,NA,"Lilianae",NA
"75","2019-10-07 09:21:42-03","UEFS","HUEFS","181999","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca",NA,"Silva, C.","824","2012","01","30",NA,"Brasil","Tocantins","Aguiarnópolis","Floresta às margens da TO-126. 218m alt.","-47.466667","-6.483333",NA,NA,NA,NA,"HUEFS0181999","HUEFS0181999",NA,NA,NA,"47W28'","6S29'",NA,NA,NA,"Lilianae",NA
"76","2019-10-07 09:21:42-03","UEFS","HUEFS","25316","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","R.P.Oliveira","Harley, R.M.","28462","1996","08","19",NA,"Brasil","Bahia","Feira de Santana","Campus da UEFS.","-38.966667","-12.25",NA,NA,NA,NA,"HUEFS0025316","HUEFS0025316","1997",NA,NA,"38W58'","12S15'","08",NA,NA,"Lilianae",NA
"77","2019-10-07 09:21:42-03","UEFS","HUEFS","5222","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca",NA,"Noblick, L.R.","4251","1985","08","14",NA,"Brasil","Bahia","Ipecaetá",NA,"-39.283333","-12.333333",NA,NA,NA,NA,"HUEFS0005222","HUEFS0005222",NA,NA,NA,"39W17'","12S20'",NA,NA,NA,"Lilianae",NA
"78","2019-10-07 09:21:42-03","UEFS","HUEFS","36386","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","R.P.Oliveira","Oliveira, R.P.","178","1999","03","23",NA,"Brasil","Bahia","Abaíra","Catolés de cima.","-41.6636009216309","-13.2496995925903",NA,NA,NA,"Campo rupestre.","HUEFS0036386","HUEFS0036386","1999","26531","auto",NA,NA,"08",NA,NA,"Lilianae",NA
"79","2019-01-25 15:35:55-02","IAC","IAC","17885","S","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees ex Trin.) Dedecca","J.F.M. Valls","D.M. Dedecca","512","1955","07","15",NA,"Brasil","São Paulo","Jaguariúna",NA,"-46.9858","-22.7056",NA,NA,NA,NA,NA,NA,"1998",NA,NA,"-46.9858","-22.7056","06","15",NA,NA,NA
"80","2019-11-01 15:15:56-03","UnB","UB","179713","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees ex Trin.) Dedecca","Oliveira, RC","Proença, CEB; Harris, SA; Caires, CS; Mendes, VC","4126","2012","03","27","Southern America","Brasil","Goiás","Edéia","Usina Tropical, entre os Municípios de Edéia e Porteirão. Reserva legal da Fazenda Canadá","-50.099167","-17.785556","471","471",NA,"Convênio UnB/Oxford; Erva 60cm; Clareira próxima ao rio","UB0030802","UB0030802",NA,NA,NA,"-50.099167","-17.785556",NA,NA,NA,NA,NA
"81","2019-11-01 15:15:56-03","UnB","UB","179952","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees ex Trin.) Dedecca","Valls, JFM","Martins, CR","1131","2009","04","05","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília, borda de estrada de acesso a residência do funcionário Ivan.","-47.925","-15.738889",NA,NA,NA,"Solo compacto, vegetação do entorno Mata ciliar.","UB0029711","UB0029711",NA,NA,NA,"-47.925","-15.738889",NA,NA,NA,NA,NA
"82","2019-11-01 15:15:56-03","UnB","UB","38215","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees ex Trin.) Dedecca","Filgueiras, TS","Martins, CR","860","2006","02","03","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília, Parque Nacional de Brasília, margem da estrada próximo a Mata do córrego Bananal, próximo ao antigo viveiro do Parque","-47.915556","-15.731111",NA,NA,NA,".","UB0025488","UB0025488",NA,NA,NA,"-47.915556","-15.731111",NA,NA,NA,NA,NA
"83","2019-11-01 15:15:56-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees ex Trin.) Dedecca","Valls, JFM","Martins, CR","1131","2009","04","05","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília, borda de estrada de acesso a residência do funcionário Ivan.","-47.925","-15.738889",NA,NA,NA,"Solo compacto, vegetação do entorno Mata ciliar.","UB0025486","UB0025486",NA,NA,NA,"-47.925","-15.738889",NA,NA,NA,NA,NA
"84","2019-11-01 15:15:56-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees ex Trin.) Dedecca","Oliveira, RC","Oliveira, RC; Araújo, JE; Silva, AS; Ribeiro, ARO; Araujo, AMS","2194","2008","05","31","Southern America","Brasil","Rio Grande do Norte","Luís Gomes","Estrada para a cachoeira do Rela","-38.381111","-6.3975",NA,NA,NA,"Erva decumbente; Mata ciliar serrana; relevo acidentado; substrato argiloso com afloramento de arenito; frequente na margem da estrada",NA,NA,"2012",NA,NA,"-38.381111","-6.3975","04",NA,NA,NA,NA
"85","2019-11-01 15:15:56-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees ex Trin.) Dedecca","Oliveira, RC","Oliveira, RC; Oliveira, OF; Araújo, JE; Silva, ML","1762","2006","07","16","Southern America","Brasil","Rio Grande do Norte","Ceará-Mirim","Riachão, RN-064, trecho Ceará-Mirim - Panaú, ca. de 20.0 km de Panaú","-35.4255981445312","-5.63443994522095",NA,NA,NA,"Erva cespitosa; Cerrado, solo arenoso, plano",NA,NA,"2012","22896","auto",NA,NA,"04",NA,NA,NA,NA
"86","2020-05-19 17:19:44-03","UFMT","UFMT","35384","S","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees.) Dedecca",NA,"SchessI, M.","27919921381","1992","09","27",NA,"Brasil","Mato Grosso","Poconé","Municipality of Poconé, about 111 Km south of Poconé","-56.6227989196777","-16.2567005157471",NA,NA,NA,"Pantanal Ecology Project; Slightly inundated margin of a Capão within a seasonally flooded area, build up by a mosaic of wet depressions (vazantes), moist and dry grasslands and higher elevated hills (capões)","UFMT00035384",NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"87","2020-05-19 17:19:44-03","UFMT","UFMT","20215","S","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees.) Dedecca","Valls, F.M.","SchessI, M.","27919921381","1992","09","27",NA,"Brasil","Mato Grosso","Poconé","Municipality of Poconé, about 111 Km south of Poconé","-56.6227989196777","-16.2567005157471",NA,NA,NA,"Pantanal Ecology Project; Slightly inundated margin of a Capão within a seasonally flooded area, build up by a mosaic of wet depressions (vazantes), moist and dry grasslands and higher elevated hills (capões)","UFMT00020215",NA,"1992","200792","auto",NA,NA,"12",NA,NA,NA,NA
"88","2021-02-08 12:52:42-03","UFRGS","ICN","162870","S","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees ex Trin.) Dedecca","Silva, C","Silva, C","34","2008","11","08","América do Sul","Brasil","RJ","Mangaratiba","Ilha da Marambaia trilha da Senzala","-44.040599822998","-22.9596996307373",NA,NA,NA,"Doação do Herbário RBR; planta estolonífera, alt ca. 20 cm, inflorescência panícula ramos unil. espicif. alternos, estolão arroxeado, desart. ab. glumas.; área parcialmente sombreada",NA,NA,"2009","17272","auto",NA,NA,"08","14",NA,NA,NA
"89","2020-11-10 11:06:33-03","FEPAGRO","BLA","6069","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","J. R. Swallen","J. R. Swallen","3912","1934","03","18",NA,"Brasil","Maranhão","Carolina",NA,"-47.4693984985352","-7.33277988433838",NA,NA,NA,"Ex Kew.Habitat: Caranhãotivara","BLA006069",NA,NA,"99438","auto",NA,NA,NA,NA,NA,NA,NA
"90","2021-04-05 12:36:56-03","UNIVASF","HVASF","4033","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","J.R. Maciel","J.R. Maciel","998","2009","04","27","América do Sul","Brasil","Ceará","Brejo Santo","Lagoa do Mato. Margem da BR116. Caatinga arbustiva árborea. Área alterada, solo areno-argiloso.","-39.02075","-7.57075","437","437",NA,"Erva ereta, cespitosa. Base da planta avermelhada. Frequente.","HVASF004033",NA,"2009",NA,NA,"-39.020750","-7.570750","11","11",NA,NA,"U"
"91","2021-04-05 12:36:56-03","UNIVASF","HVASF","4117","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","J.R. Maciel","J.R. Maciel","1081","2009","04","29","América do Sul","Brasil","Ceará","Mauriti","Localidade de Santo Antônio. Caatinga arbustiva-arbórea densa. Solo areno argiloso pedregoso.","-38.686666","-7.258888","654","654",NA,"Erva ereta a prostrada.","HVASF004117",NA,"2009",NA,NA,"-38.686666","-7.258888","11","11",NA,NA,"U"
"92","2021-04-05 12:36:56-03","UNIVASF","HVASF","4073","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","J.R. Maciel","J.R. Maciel","1039","2009","04","28","América do Sul","Brasil","Ceará","Barbalha","Riacho do Meio. Borda de mata úmida alterada. Solo argiloso profundo.","-39.329722","-7.362777","720","720",NA,"erva prostrada a ereta. Base da planta avermelhada.","HVASF004073",NA,"2009",NA,NA,"-39.329722","-7.362777","11","11",NA,NA,"U"
"93","2019-11-21 10:14:52-03","IBt","SP","35831","S","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Dedecca, DM","Swallen, JR","4624","1934","05","16",NA,"Brasil","Ceará",NA,"Camocim to Granja.",NA,NA,NA,NA,NA,NA,"SP041128","SP041128","1953",NA,NA,NA,NA,"12",NA,NA,NA,NA
"94","2019-11-21 10:14:52-03","IBt","SP","77277","S","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Swallen, JR","Eiten, G; Eiten, LT","3593","1962","03","13",NA,"Brasil","Maranhão","Balsas","Northern edge of city of BALSAS.","-46.333333","-7.533333","245","245",NA,NA,"SP041127","SP041127","1964",NA,NA,"-46.333333","-7.533333",NA,NA,NA,NA,NA
"95","2019-11-21 10:14:52-03","IBt","SP","77959","S","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Swallen, JR","Eiten, G; Eiten, LT","3578","1962","03","11",NA,"Brasil","Maranhão","Carolina","At airport of city of CAROLINA.","-47.466667","-7.3","170","170",NA,NA,"SP041129","SP041129","1964",NA,NA,"-47.466667","-7.3",NA,NA,NA,NA,NA
"96","2019-11-21 10:14:52-03","IBt","SP","85689","S","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Swallen, JR","Eiten, G; Eiten, LT","3621","1962","03","15",NA,"Brasil","Maranhão","Balsas","Village of Taquara, about 5 km NW of Balsas","-46.05","-7.483333","250","250",NA,NA,NA,NA,"1962",NA,NA,"-46.05","-7.483333",NA,NA,NA,NA,NA
"97","2019-11-21 10:14:52-03","IBt","SP","319758","S","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca",NA,"Coradin, L; Porzecanski, I; Ataide, M","2628","1980","05","28",NA,"Brasil","Maranhão","Timon","BR-316 Timom - Caxias, km 40","-42.8367004394531","-5.09417009353638","80","80",NA,NA,NA,NA,NA,"44730","auto",NA,NA,NA,NA,NA,NA,NA
