"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","class","minimumElevationInMeters","maximumElevationInMeters","individualCount","relatedCatalogItem","sex"
"11","2019-10-09 11:12:22-03","UFBA","ALCB","54683","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Brighton & Rose",NA,"Alves, L. de J.; Guedes, ML; Santana, DL; Loureiro, DM","219","2001","08","05","Southern America","Brasil","Bahia","Piemonte da Diamantina, Assentamento Engano",NA,"Cladodios cilíndricos verde-vináceo, com gloquídios pequenos. Botões esverdeados. Ocasional.; arbustiva.",NA,NA,"Guedes, ML","2001","11","Caém","-40.140556","-11.116944","-40.140556","-11.116944",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:12:22-03","UFBA","ALCB","54319","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Brighton & Rose",NA,"Paraguassú, LA; Pereira, A","16","2001","10","03","Southern America","Brasil","Bahia","Caatinga parque.",NA,"Cacto de caule avermelhado, espinhos pilosos. Flores de cálice esverdeado com espinhos pequenos e pilosos. Pétalas amarelas.",NA,NA,"Machado, M","2003","05",NA,"-40.5","-9.4","-40.5","-9.4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-08 21:31:57-03","UFBA","ALCB","02916","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Brighton & Rose",NA,"Pinto, GCP","s/n","1972","09",NA,"Southern America","Brasil","Bahia",NA,NA,NA,NA,NA,"Pinto, GCP","1972","09",NA,"-39.1","-12.666667","-39.1","-12.666667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:12:22-03","UFBA","ALCB","02917","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Brighton & Rose",NA,"Costa, AL","284","1972","09","07","Southern America","Brasil","Bahia","Joazeiro. Caatinga próximo a cidade.",NA,NA,NA,NA,"Zappi, D; Taylor, NL","1992","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2015-07-02 14:01:20-03","JBP","HPL","13710","S","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"N.P. Martinez","4","2014","07","14",NA,"Brasil","SP","Coletado no Jardim Botânico Plantarum, no jardim de Cactaceae Brasileiras, cultivada, origem Mucuge - BA.",NA,NA,NA,NA,NA,NA,NA,"Nova Odessa","-47.29","-22.77",NA,NA,"8440","auto",NA,NA,NA,NA,NA,NA,NA
"16","2019-02-15 11:35:54-02","IPA","IPA","8144","S","Plantae","Plantae",NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Andrade-Lima","55-2116","1955","07","04","Southern America","Brasil","Pernambuco","estrada entre Boa Vista e a Central de Petrolina.",NA,"Semi-arbusto escandente na caatinga baixa, densa com muito caroá. Caule vermelho. Flor verde-claro, com estames amarelos; gloquídeos muito irritantes.; Solo de areia fina, amarela.","IPA0008144",NA,"Andrade-Lima","1964","08",NA,NA,NA,NA,NA,NA,NA,"29",NA,NA,NA,NA,NA,NA
"17","2019-02-15 11:35:54-02","IPA","IPA","46024","S","Plantae","Plantae",NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Andrade-Lima","80-8969","1980","10","25","Southern America","Brasil","Pernambuco","Flamengo-BA.",NA,NA,"IPA0046024",NA,"Rocha, E.A.","1999","03","Petrolina","-40.5008010864258","-9.39861011505127",NA,NA,"90462","auto","12",NA,NA,NA,NA,NA,NA
"18","2019-02-15 11:35:54-02","IPA","IPA","19078","S","Plantae","Plantae",NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Academia Brasileira de Ciências","212","1971","04","20","Southern America","Brasil","Pernambuco","arredores de Afrânio.",NA,"Altura 1,20m, diâmetro do caule 2m.","IPA0019078",NA,"Andrade-Lima","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:27:18-03","UNICAMP","UEC","114516","S","Plantae","Magnoliopsida",NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Aona, LYS; Belinello, R","727","2000","08","19",NA,"Brazil","Bahia","9 Km em direção a Brumado, mais 2 Km de estrada de terra, afloramento.",NA,"Escandente, 3m, epiderme verde vinácea, tépalas verdes, estames amarelos, flor 9,5 cm de comprimento.","UEC090783","UEC090783","Zappi, DC",NA,NA,"Caetité","-42.4749984741211","-14.0693998336792",NA,NA,"53684","auto",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-21 19:33:27-03","UFC","EAC","53738","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Menezes, M.O.T.","313","2013","03","24","Southern America","Brasil","Bahia",NA,NA,"Arbusto.; Savana estépica","EAC0053738","EAC0053738","Machado, M.C.","2013","03","Contendas do Sincorá","-41.115833","-13.970833","-41.115833","-13.970833",NA,NA,"24",NA,NA,NA,NA,NA,NA
"21","2019-08-15 09:03:25-03","UESC","UESC","4456","S","Plantae","Angiospermae","Florideophycidae","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"E.A. Rocha","622","2000","04","06",NA,"Brasil","Pernambuco",NA,NA,NA,"UESC0004456",NA,"E.A.Rocha","2000","04","Petrolina","-40.733333","-8.916667","40W44'0''","8S55'0''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"22","2021-03-04 11:04:47-03","UFRB","HURB","9738","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Aona, L.Y.S.; Machado, M; Mendes, D. B.","4344","2015","09","18",NA,"Brasil","Bahia","Fazenda Serra Escura;",NA,NA,"HURB000009738","HURB000009738",NA,NA,NA,"Sussuarana","-41.104333","-14.220083","41°06'15.6W","14°13'12.3S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-04 11:04:47-03","UFRB","HURB","10749","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Aona, L.Y.S.; Costa, G.; Marinho, L.C.","3867","2015","02","06",NA,"Brasil","Bahia","Leito do Rio Combuca sem água, com areia;",NA,NA,"HURB000010749","HURB000010749",NA,NA,NA,"Contendas do Sincorá","-41.114722","-13.918056","41º06'53W","13º55'05S",NA,NA,NA,NA,"377","377",NA,NA,NA
"24","2021-03-04 11:04:47-03","UFRB","HURB","13640","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Mendes, D. B.; Machado, M.","32","2015","11","07",NA,"Brasil","Bahia","Ca. 8km ao sul de Cordeiros na BA-148 (ca. 1 km após o povoado de Alvorada) dobrar a esquerda (leste) no ponto 15º05'44,9S, 41º57'49,4W em estrada de chão seguindo em direção à serra, no ponto 15º05'47S, 41º56'46,6W dobrar a direita.; seguir com o car",NA,"No mesmo local havia também: Coleophalocereus goebelianus, Melocactus concinus, Pereskia bahiensis, Pilosocereus pachycladus, Stephanocereus leucostele, Tacinga inamoena.","HURB000013640","HURB000013640",NA,NA,NA,"Cordeiros","-41.943333","-15.107972","41º56'36W","15º06'28,7S",NA,NA,NA,NA,"1032","1032",NA,NA,NA
"25","2021-03-04 11:04:47-03","UFRB","HURB","15708","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Costa, G.; Correia, F.R.; Vitório, C.D.P.","2697","2017","08","05",NA,"Brasil","Bahia","FLONA;",NA,NA,"HURB000015708","HURB000015708","C.D.P.Vitório",NA,NA,"Contendas do Sincorá","-41.095","-13.927222","41º05'42W","13º55'38S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-04 11:04:47-03","UFRB","HURB","23147","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Martins, J.S.; Souza, E.H.: Silva, K.R. & Cavalcante, B.P.","02","2019","05","18",NA,"Brasil","Bahia","Buraco do Possidônio;",NA,"arbustivo, aprox. 80cm alt., cladódios alongados, frutos presentes.","HURB000023147","HURB000023147","L.Y.S.Aona","2019","10","Morro do Chapéu","-41.269722","-11.646667","41º16'11W","11º38'48S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-04 11:04:47-03","UFRB","HURB","6526","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Zappi, D.C.; Jardim, J.G.","3470","2013","08","13",NA,"Brasil","Bahia","Parque Nacional de Boa Nova; Setor leste do Parque e área de refúgio",NA,NA,"HURB000006526",NA,NA,NA,NA,"Boa Nova","-40.278056","-14.346389","40°16'41 W","14°20'47S",NA,NA,NA,NA,"550","550",NA,NA,NA
"28","2021-03-04 11:04:47-03","UFRB","HURB","6530","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Aona, L.Y.S.; Moreira, D.M.; Pereira, C.D.V.; Zappi-Taylor, B.","2999","2013","08","14",NA,"Brasil","Bahia","Parque Nacional de Boa Nova; Setor leste, Faz. Cotermaia, Região da Lagoa Danta.",NA,NA,"HURB000006530",NA,NA,NA,NA,"Boa Nova","-40.261111","-14.358611","40°15'40 W","14°21'31S",NA,NA,NA,NA,"584","584",NA,NA,NA
"29","2021-03-04 11:04:47-03","UFRB","HURB","7309","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Medeiros, B.M.; Aona, L.Y.S.; Peixoto, M.R.; Lima, V.V.F.; Gomes, V.F.; Sr. Valdemar","604","2014","04","04",NA,"Brasil","Bahia","Floresta Nacional Contendas do Sincorá;",NA,NA,"HURB000007309","HURB000007309","C.D.P.Vitório",NA,NA,"Contendas do Sincorá","-41.114444","-13.918889","41º06'52W","13º55'08S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-04 11:04:47-03","UFRB","HURB","7990","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Costa, G.; A. Jardim & A.A. Conceição","1120","2009","01","20",NA,"Brasil","Bahia","Área da mineradora de amianto;",NA,NA,"HURB000007990",NA,NA,NA,NA,"Bom Jesus da Serra","-40.505298614502","-14.3736000061035",NA,NA,"26521","auto",NA,NA,NA,NA,NA,NA,NA
"31","2021-02-04 10:26:55-03","UFRPE","HST","11316","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"L.P. de Queiroz; C.Correia, J.Costa & J.G.Nascimento","7318","2002","08","16",NA,"Brasil","Bahia","Fazenda Carrapato",NA,"Cacto escandente com cladódio cilíndrico e acastanhado. Folhas caducas verdes.","HST011316",NA,NA,NA,NA,"Itiuba","-40.028333","-10.731111","40W01'42''","10S43'52''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-04 10:26:55-03","UFRPE","HST","14942","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"A.M.Miranda; J.Ferraz","5489","2007","08","08",NA,"Brasil","Pernambuco",NA,NA,"Arbusto delgado com ramos escandentes; caule verde-rosado a rosado; flores em botões esverdeados. Ocasional.","HST014942",NA,"A.M.Miranda","2007","08","Petrolina","-40.5008010864258","-9.39861011505127",NA,NA,"90462","auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-09-12 05:00:02-03","US","US","3052657","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"J. N. Rose & G. Rose","19792","1915","6","7","South America - Neotropics","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"34","2020-09-12 05:00:02-03","US","US","603272","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"L. Zehntner","306","1912","8",NA,"South America - Neotropics","Brazil","Bahia",NA,NA,NA,"US00181127","US00181127_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"35","2020-09-12 05:00:02-03","US","US","762251","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"J. N. Rose & G. Rose","19919","1915","6","19","South America - Neotropics","Brazil","Bahia",NA,NA,NA,"US00181131","US00181131_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"36","2020-09-12 05:00:02-03","US","US","762152","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"J. N. Rose & G. Rose","19792","1915","6","7","South America - Neotropics","Brazil","Bahia",NA,NA,NA,"US00181132","US00181132_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"37","2020-09-12 05:00:02-03","US","US","762097","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Collector unknown","(19734 Rose)","1915","6","2","South America - Neotropics","Brazil","Bahia",NA,NA,NA,"US00181130","US00181130_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"38","2020-09-12 05:00:02-03","US","US","762087","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose","Type","J. N. Rose & P. G. Russell","19723","1915","6","2","South America - Neotropics","Brazil","Bahia",NA,NA,NA,"US00117128","US00117128_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"39","2020-09-12 05:00:02-03","US","US","762153","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"J. N. Rose & G. Rose","19792","1915","6","7","South America - Neotropics","Brazil","Bahia",NA,NA,NA,"US00181133","US00181133_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"40","2020-09-12 05:00:02-03","US","US","2981828","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"L. Zehntner","--","1917","9",NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,"US00181126","US00181126_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"41","2020-09-12 05:00:02-03","US","US","762151","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"J. N. Rose & G. Rose","19792","1915","6","7","South America - Neotropics","Brazil","Bahia",NA,NA,NA,"US00181129","US00181129_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"42","2020-09-12 05:00:02-03","US","US","762086","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"J. N. Rose & G. Rose","19723","1915","6","2","South America - Neotropics","Brazil","Bahia",NA,NA,NA,"US00181128","US00181128_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"43","2019-11-13 11:17:25-03","USP","SPF","169996","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Arruda, ECP","26","2004","04","23",NA,"Brasil","Bahia",NA,NA,NA,"SPF00169996",NA,"Arruda, ECP","2005","04","Abaíra","-41.525889","-13.237278","-41.525889","-13.237278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-13 11:17:25-03","USP","SPF","80891","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Harley, RM","25545","1988","11","23",NA,"Brasil","Bahia","Livramento do Brumado",NA,NA,"SPF00080891",NA,"Zappi, DC; Taylor, NP","1989",NA,NA,"-41.816667","-13.75","-41.816667","-13.75",NA,NA,NA,NA,"450","450",NA,NA,NA
"45","2019-11-13 11:17:25-03","USP","SPF","87050","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Ganev, W","1167","1992","09","22",NA,"Brasil","Bahia",NA,NA,NA,"SPF00087050",NA,"Zappi, DC","1997",NA,"Abaíra","-41.7","-13.283333","-41.7","-13.283333",NA,NA,NA,NA,"900","900",NA,NA,NA
"46","2019-10-07 09:18:46-03","UEFS","HUEFS","50104","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Rocha, E.A.","622","2000","05","06",NA,"Brasil","Pernambuco","A 17 Km ao sul de Rajada.",NA,"Caatinga, crescendo por entre uma Mimosa sp. Rara no local. Material vegetativo.","HUEFS0050104",NA,NA,NA,NA,"Petrolina","-40.733333","-8.916667","40W44'","8S55'",NA,NA,NA,"Caryophyllanae",NA,NA,NA,NA,NA
"47","2019-10-07 09:18:46-03","UEFS","HUEFS","114816","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Melo, E.","4480","2006","10","12",NA,"Brasil","Bahia","Parque Estadual de Morro do Chapéu - PEMC. Estrada nova do Prefeito.",NA,"Vegetação de cerrado.","HUEFS0114816","HUEFS0114816","M.Machado","2008","10","Morro do Chapéu","-41.233056","-11.388056","41W13'59''","11S23'17''",NA,NA,NA,"Caryophyllanae","1084","1084",NA,NA,NA
"48","2019-10-07 09:18:46-03","UEFS","HUEFS","114890","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Melo, E.","4554","2006","10","14",NA,"Brasil","Bahia","Estrada Nova do Parque Estadual do Morro do Chapéu.",NA,NA,"HUEFS0114890","HUEFS0114890","M.Machado","2008","05","Morro do Chapéu","-41.263333","-11.242222","41W15'48''","11S14'32''",NA,NA,NA,"Caryophyllanae","1028","1028",NA,NA,NA
"49","2019-10-07 09:18:46-03","UEFS","HUEFS","120687","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Rocha, D.","230","2006","11","02",NA,"Brasil","Bahia","Parque Estadual de Morro do Chapéu: Estrada do Prefeito.",NA,"Caatinga arbustiva.","HUEFS0120687","HUEFS0120687",NA,NA,NA,"Morro do Chapéu","-41.233889","-11.385278","41W14'2''","11S23'7''",NA,NA,NA,"Caryophyllanae","1098","1098",NA,NA,NA
"50","2019-10-07 09:18:46-03","UEFS","HUEFS","12231","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Ganev, W.","1167","1992","09","22",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0012231","HUEFS0012231","D.Zappi","1999","11","Abaíra","-41.7","-13.283333","41W42'","13S17'",NA,NA,NA,"Caryophyllanae","900","900",NA,NA,NA
"51","2019-10-07 09:18:46-03","UEFS","HUEFS","137251","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Melo, E.","5515","2008","04","17",NA,"Brasil","Bahia","Buraco do Posidônio.",NA,"Caatinga. Afloramento de calcário. Depressão em forma de dolina.","HUEFS0137251","HUEFS0137251",NA,NA,NA,"Morro do Chapéu","-41.269722","-11.646389","41W16'11''","11S38'47''",NA,NA,NA,"Caryophyllanae","960","960",NA,NA,NA
"52","2019-10-07 09:18:46-03","UEFS","HUEFS","137638","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Melo, E.","5766","2008","05","24",NA,"Brasil","Bahia","Distrito de Delfino. Fazenda Boa Esperança.",NA,"Caatinga, encosta e vale do rio dos Morins, afluente do rio Salitre.","HUEFS0137638","HUEFS0137638",NA,NA,NA,"Umburanas","-41.330833","-10.505278","41W19'51''","10S30'19''",NA,NA,NA,"Caryophyllanae","750","750",NA,NA,NA
