"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","county","coordinatePrecision","geoFlag","class","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","infraspecificEpithet","typeStatus","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"98","2015-03-07 09:00:17-03","F","FMNH-SEEDPLANTS","V0106393F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","coriacea","Myrcia coriacea",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0106393F","V0106393F_01","-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2015-03-07 09:00:17-03","F","FMNH-SEEDPLANTS","V0106394F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","coriacea","Myrcia coriacea",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0106394F","V0106394F_01","-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-09-04 19:42:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","lateriflora","Myrcia lateriflora",NA,NA,"A. Glaziou","3979",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA
"101","2019-09-04 19:42:40-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora",NA,NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA
"102","2019-01-23 11:01:09-02","F","FMNH-SEEDPLANTS","V0065516F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora",NA,NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0065516F","V0065516F_01","-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA
"103","2015-03-07 09:00:41-03","F","FMNH-SEEDPLANTS","V0107053F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0107053F","V0107053F_01","-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2015-03-07 09:00:41-03","F","FMNH-SEEDPLANTS","V0107054F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0107054F","V0107054F_01","-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2015-03-07 09:00:41-03","F","FMNH-SEEDPLANTS","V0107055F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0107055F","V0107055F_01","-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2015-03-07 09:00:41-03","F","FMNH-SEEDPLANTS","V0107056F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0107056F","V0107056F_01","-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2015-03-07 09:00:41-03","F","FMNH-SEEDPLANTS","V0107057F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0107057F","V0107057F_01","-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-09-04 18:48:10-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrcia","paniculata","Myrcia paniculata",NA,NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA
"109","2020-07-23 12:16:13-03","CEPLAC","CEPEC","125842","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora",NA,"M. Sobral","A. M. Amorim","7103","2008","02","15",NA,"Brasil","Espírito Santo","Reserva Biológica Duas Bocas, Localidade de Alegre, trilha do Pau Oco.",NA,NA,NA,NA,"-40.519444","-20.291389","cariacica",NA,NA,NA,NA,NA,NA,NA,"40W31'10","20S17'29",NA,NA,NA,NA,NA,"30/12/2010",NA
"110","2020-07-23 12:16:13-03","CEPLAC","CEPEC","125076","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora",NA,"M. Sobral","R. Goldenberg","1119","2006","06","08",NA,"Brasil","Espírito Santo","Reserva Biológica Duas Bocas. São Paulo de Viana, beira da estrada.",NA,NA,NA,NA,"-40.546667","-20.300833","cariacica",NA,NA,NA,NA,NA,NA,NA,"40W32'48","20S18'3",NA,NA,NA,NA,NA,"30/12/2010",NA
"111","2020-07-23 12:16:13-03","CEPLAC","CEPEC","145376","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora",NA,"M. C. Souza","J. M. A. Braga","3781","1996","01","13",NA,"Brasil","Rio de Janeiro",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"-44.5633010864258","-22.4960994720459","ITATIAIA","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-07-23 12:16:16-03","CEPLAC","CEPEC","116931","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","paniculata","Myrcia paniculata",NA,"M. Sobral","Lopes, M. M. M.","1247","2007","04","19",NA,"Brasil","Bahia","Serra do Corcovado. 9,8Km ao SW de Coarací na estrada para Almadina, daí N até a Fazenda São José. Proprietário Senhor Francisco. Parte alta da encosta.",NA,"UNICATA.",NA,NA,"-39.603333","-14.705833","ALMADINA",NA,NA,NA,NA,"800","800",NA,"39W36'12","14S42'21",NA,NA,NA,NA,NA,NA,NA
"113","2019-12-20 18:46:45-03","UFSJ","HUFSJ","8897","S","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Sobral, M","Pereira, MA","40","1992","12","16",NA,"Brasil","Espírito Santo","Coqueiral: Área limpa.",NA,"Arbusto, 6m.","HUFSJ008897",NA,"-40.2733001708984","-19.8202991485596","Aracruz","37987","auto",NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-02-27 14:03:10-03","UFSJ","HUFSJ","2516","S","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Sobral, M","Leoni, LS","6717","2006","12","10",NA,"Brasil","Minas Gerais","Fazenda Santa Rita. Área de floresta, na picada ente a trilha pincipal e o piscinão.",NA,"Subarbusto, ca. 1,5 a 1,8m de altura, corola sem as pétalas.","HUFSJ002516",NA,"-42.0297012329102","-20.8083000183105","Faria Lemos","14353","auto",NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-02-27 14:03:10-03","UFSJ","HUFSJ","4719","S","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Sobral, M","Occhioni, P","6190","1974","09",NA,NA,"Brasil","Rio de Janeiro","Serra dos Órgãos, Dedo de Deus",NA,NA,"HUFSJ004719",NA,"-42.9655990600586","-22.4122009277344","Teresópolis","38539","auto",NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-02-27 14:03:10-03","UFSJ","HUFSJ","2502","S","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Sobral, M","Goldenberg, R; Fraga, CN","1119","2008","05","06",NA,"Brasil","Espírito Santo","Reserva Biológica Duas Bocas, São Paulo de Viana, beira de estrada. Floresta Ombrófila Densa Montana.",NA,"Árvore 3m. Frutos imaturos verde pálidos.","HUFSJ002502",NA,"-40.546667","-20.308333","Cariacica",NA,NA,NA,"2011",NA,NA,NA,"-40.546667","-20.308333",NA,NA,NA,NA,NA,NA,NA
"117","2016-08-23 10:59:57-03","NHMLondon","NHM-LONDON-BOT","BM000953627","S","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Duane Fernandes Lima; Universidade Estadual de Campinas; Departamento de Biologia Vegetal","Friedrich Sellow; b.1789; d.1831; Sellow","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/95c8880dbbca8fc269a131d5b57cd8f61d30b61a/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,"1987",NA,NA,NA,"-53.08982","-10.773109",NA,NA,"Type",NA,NA,NA,"NHMUK:ecatalogue:464411"
"118","2019-11-01 15:06:06-03","UnB","UB","2336","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","coriacea","Myrcia coriacea","DC.","Incógnito","Grisebach","148",NA,NA,NA,NA,"Unknown",NA,"Dominica",NA,"Tipo. Fotografia do tipo.; .",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA
"119","2019-11-01 15:06:06-03","UnB","UB","2335","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","coriacea","Myrcia coriacea","DC.","Incógnito","Grisebach","143",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Tipo. Fotografia do tipo.; .",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA
"120","2021-03-23 08:08:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Gonçalves, LF","Gonçalves, LF","371","2017","01","15","Southern America","Brasil","Rio de Janeiro","Parque Nacional da Serra do Órgãos. Trilha Mozart Catão",NA,"Arvoreta aprox. 4m, D.A.P. 2cm, flores brancas abertas e em botão. Folhas e ramos terminais glabros",NA,NA,"-42.988889","-22.451389","Teresópolis",NA,NA,NA,NA,"1196","1196",NA,"-42.988889","-22.451389",NA,NA,NA,NA,NA,NA,NA
"121","2021-03-23 08:08:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Gonçalves, LF","Gonçalves, LF","377","2017","01","20",NA,"Brazil","Rio de Janeiro","Parque Nacional da Serra do Órgãos. Trilha do Dedo de Deus",NA,"Árvore aprox. 7,5m D.A.P. 4cm, frutos roxos quando maduros e com coloração avermelhada em estágios anteriores. Folhas glabras",NA,NA,"-43.003611","-22.47","Guapimirim",NA,NA,NA,NA,"979","979",NA,"-43.003611","-22.47",NA,NA,NA,NA,NA,NA,NA
"122","2019-11-01 15:06:43-03","UnB","UB","2333","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrtus","coriacea","Myrtus coriacea","Vahl","Incógnito","Forsyth","s.n.","1835",NA,NA,NA,"Unknown",NA,"St. Vincent",NA,"Tipo. Fotografia do tipo.; .",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA
"123","2019-10-03 10:04:18-03","UFSCar","SORO","4189","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.",NA,NA,"155","1985","07","13",NA,"Brasil","São Paulo","Sítio Irapuã Br 116 Km 343,5",NA,"Árvore ca. 4m alt., frutos vermelhos com polpa branca e semente marrom.",NA,NA,"-47.4599990844727","-24.2800006866455","Miracatú","43974","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-10-03 10:04:18-03","UFSCar","SORO","7655","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","E.H.P.Barreto","Barretto, E.H.P.; Arbex, Y.R.","445","2015","01","15",NA,"Brasil","São Paulo","Sopé da Serra do Mar. Sub-bosque. Mata Primária.",NA,"Árvore, 4m alt., flores e botões.",NA,NA,"-46.776667","-24.097778","Itanhaém",NA,NA,NA,"2015",NA,NA,"02","46°46'36''W","24°05'52''S",NA,NA,NA,NA,NA,NA,NA
"125","2017-09-11 17:11:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","laxiflora","Aulomyrcia laxiflora angustifolia","O.Berg",NA,"Saint-Hilaire, AFCP","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in silvis ad ripas fluminis Paranyba",NA,"Original herbarium: Camb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia",NA,NA,NA,NA,NA
"126","2016-04-07 09:43:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","laxiflora","Aulomyrcia laxiflora angustifolia","O.Berg",NA,"Saint-Hilaire, AFCP","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in silvis ad ripas fluminis Paranyba",NA,"Original herbarium: Camb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia",NA,NA,NA,NA,NA
"127","2016-04-07 09:43:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","laxiflora","Aulomyrcia laxiflora latifolia","O.Berg",NA,"Saint-Hilaire, AFCP","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","prope villam Mugi das Cruzes",NA,"Original herbarium: Camb.",NA,NA,"-46.1883","-23.5228","Moji das Cruzes","28666","auto",NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA,NA,NA
"128","2017-09-11 17:11:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","laxiflora","Aulomyrcia laxiflora latifolia","O.Berg",NA,"Saint-Hilaire, AFCP","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","prope villam Mugi das Cruzes",NA,"Original herbarium: Camb.",NA,NA,"-46.1883","-23.5228","Moji das Cruzes","28666","auto",NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA,NA,NA
"129","2017-09-11 17:11:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","laxiflora","Aulomyrcia laxiflora angustifolia","O.Berg",NA,"Saint-Hilaire, AFCP","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in silvis ad ripas fluminis Paranyba",NA,"Original herbarium: Camb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia",NA,NA,NA,NA,NA
"130","2016-04-07 09:43:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Aulomyrcia","laxiflora","Aulomyrcia laxiflora angustifolia","O.Berg",NA,"Saint-Hilaire, AFCP","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in silvis ad ripas fluminis Paranyba",NA,"Original herbarium: Camb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia",NA,NA,NA,NA,NA
"131","2017-09-11 17:11:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Calyptromyrcia","costata","Calyptromyrcia costata","O.Berg",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Praesidio S. Joao Batista in montibus Serra do Mar",NA,NA,NA,"P14P1N0002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2017-09-11 17:11:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Calyptromyrcia","cymosa","Calyptromyrcia cymosa","O.Berg",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,NA,"Oreas; HABITAT: Oreas",NA,"P14P1N0018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2017-09-11 17:11:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Calyptromyrcia","cymosa","Calyptromyrcia cymosa","O.Berg",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,NA,"Oreas; HABITAT: Oreas",NA,"P14P1N0018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2017-09-11 17:11:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Calyptromyrcia","paniculata","Calyptromyrcia paniculata","O.Berg",NA,"Beyrich, HC","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in silvis prope Mandiocca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2017-09-11 17:11:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Calyptromyrcia","paniculata","Calyptromyrcia paniculata","O.Berg",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Prope urbem Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2017-09-11 17:11:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Calyptromyrcia","paniculata","Calyptromyrcia paniculata","O.Berg",NA,"Riedel, L; Langsdorff, GH (Baron)","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in silvis prope Mandiocca praedium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-11-21 10:12:12-03","IBt","SP","313630","S","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Faria Jr, JEQ","Pedroni, F; Sanchez, M","178","1995","12","15",NA,"Brasil","São Paulo","Planicie do núcleo Picinguaba, próximo ao centro de visitantes, mata de planície",NA,"Árvore 4,5m alt., com botões, ind. 1456","SP032941","SP032941","-44.8","-23.366667","Ubatuba",NA,NA,NA,"2012",NA,NA,"10","-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA
"138","2019-11-21 10:12:12-03","IBt","SP","315625","S","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.",NA,"Guedes, R; Gonzaga, LP; et al.","165","1986","01",NA,NA,"Brasil","Rio de Janeiro","Ca. 3km ESE de Santo Aleixo.",NA,"Arbusto laxo, frequente, em maata secundária de baixada, caule e ramos finos, castanho-acinzentados, infloresc. terminais e axilares, flores esverdeadas.","SP032945","SP032945","-43.033333","-22.583333","Magé",NA,NA,NA,NA,NA,NA,NA,"-43.033333","-22.583333",NA,NA,NA,NA,NA,NA,NA
"139","2019-11-21 10:12:12-03","IBt","SP","454694","S","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Kondrat, H","Kondrat, H","153","2013","07","11",NA,"Brasil","São Paulo","Parque Estadual das Fontes do Ipiranga, Instituto de Botânica, área sudeste, próxima à trilha interna paralela à Av. do Cursino, parcela 3, espécime nº 1068",NA,NA,NA,NA,"-46.614167","-23.641944","São Paulo",NA,NA,NA,NA,"832","832",NA,"-46.614167","-23.641944",NA,NA,NA,NA,NA,NA,NA
"140","2019-11-21 10:12:12-03","IBt","SP","338057","S","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.",NA,"Hatschbach, G; Hatschbach, M; Silva, JM","69089","1999","05","16",NA,"Brasil","Espírito Santo","Estrada São Bento de Urãnia a Alfredo Chaves.",NA,"Arbusto 3m alt., floresta atlãntica.","SP032942","SP032942","-40.749698638916","-20.6350002288818","Alfredo Chaves","32447","auto",NA,NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-21 10:12:12-03","IBt","SP","338777","S","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.",NA,"Toledo, CB; et al.","61",NA,NA,NA,NA,"Brasil","São Paulo","Estação Biológica de Boracéia, Guaratuba",NA,"Flores brancas, estames brancos, botão branco-esverdeado, ca. 4m alt.","SP032944","SP032944","-46.0299987792969","-23.5699996948242","Biritiba-Mirim","19656","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-21 10:12:12-03","IBt","SP","205874","S","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.",NA,"Martuscelli, P","155","1985","07","13",NA,"Brasil","São Paulo","Sítio Irapuã, BR 116, km 343,5",NA,"Árvore ca. 4m alt., frutos vermelhos com polpa branca e semente marrom",NA,NA,"-47.4599990844727","-24.2800006866455","Miracatu","43974","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-21 10:12:12-03","IBt","SP","306982","S","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Sobral, M","Shirasuna, RT; Simão Bianchini, R; Rossi, L; Kiyama, CY","37","1994","09","05",NA,"Brasil","São Paulo","Estação Biológica de Boracéia, Estrada para a barragem da SABESP no rio Guaratuba",NA,"Árvore 4m alt., frutos imaturos verdes bem claros",NA,NA,"-45.8400001525879","-23.5300006866455","Salesópolis","18032","auto",NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-11-21 10:12:12-03","IBt","SP","30802","S","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Kawasaki, ML","Kuhlmann, M","s.n.","1946","01","03",NA,"Brasil","São Paulo","Nativa no Jardim Botânico.",NA,"Árvore pequena e delagada da mata, flores alvas.",NA,NA,"-46.6300010681152","-23.5400009155273","São Paulo","53584","auto",NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-11-21 10:12:12-03","IBt","SP","54664","S","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Kawasaki, ML","Kuhlmann, M","s.n.","1944","10","30",NA,"Brasil","São Paulo","Nativa no Jardim Botânico.",NA,"Árvore pequena do subosque de 3-4m alt.",NA,NA,"-46.6300010681152","-23.5400009155273","São Paulo","53584","auto",NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-11-21 10:12:12-03","IBt","SP","28120","S","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Kawasaki, ML","Hoehne, FC","s.n.","1931","08","06",NA,"Brasil","São Paulo","Nativa no Parque do Estado e Jardim Botânico.",NA,"Árvore da mata, frutos vermelhos.",NA,NA,"-46.6300010681152","-23.5400009155273","São Paulo","53584","auto",NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-11-21 10:12:12-03","IBt","SP","146771","S","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Kawasaki, ML","Jung, SL; et al.","200","1977","11","14",NA,"Brasil","São Paulo","Parque Estadual das Fontes do Ipiranga.",NA,"Ca. 4,5m alt., flores com corola branca, cálice verde e estames brancos. Mata.",NA,NA,"-46.6300010681152","-23.5400009155273","São Paulo","53584","auto",NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-11-21 10:12:12-03","IBt","SP","151223","S","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Kawasaki, ML","Makino, H","112","1977","12","26",NA,"Brasil","São Paulo","Reserva Biológica do Parque Estadual das Fontes do Ipiranga.",NA,"Arbusto ca. 5m alt., flores brancas.",NA,NA,"-46.6300010681152","-23.5400009155273","São Paulo","53584","auto",NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-11-21 10:12:12-03","IBt","SP","180369","S","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Kawasaki, ML","Melo, MMRF","149","1979","10","10",NA,"Brasil","São Paulo","Reserva Biológica do Parque Estadual das Fontes do Ipiranga, entre Vila Facchini e CAmapnário.",NA,"Até 3m alt., com frutos verdes e pretos.",NA,NA,"-46.6300010681152","-23.5400009155273","São Paulo","53584","auto",NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-11-21 10:12:12-03","IBt","SP","334077","S","Plantae",NA,NA,"Myrtaceae","Myrcia","laxiflora","Myrcia laxiflora","Cambess.","Lima, DF","Sugiyama, M; Mariano Neto, E","1393","1996","01","30",NA,"Brasil","São Paulo","-rea da Cia Suzano de Papel e Celulose",NA,"Árvore 2m alt., botões verdes, capoeira","SP032943","SP032943","-46.310001373291","-23.5400009155273","Suzano","22625","auto",NA,"2016",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA,NA,NA
