"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","stateProvince","phylum","order","scientificNameAuthorship","imagecode","infraspecificEpithet","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"45","2020-12-11 11:44:10-03","UFMG","BHCB","134053","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Carmo, FF","4976","Southern America","Brasil","Serra de Capanema., C2",NA,NA,"coletado paredão de canga",NA,"2009","03","18","Minas Gerais","Monocotyledon",NA,"(Körn.) Ruhland",NA,NA,NA,"Itabirito","-43.581167","-20.218806","1807","1807",NA,NA,"-43.581167","-20.218806",NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:44:10-03","UFMG","BHCB","115039","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Teles, AM; Viana, PL","503","Southern America","Brasil","Serra do Cabral, Após portaria da SCAI, cachoeira Boqueirão do Inferno.",NA,NA,"Plantas do Brasil.; Herbáceo ereto, ca. 0,25m. Flores brancas.; Campo arenoso em margem de cachoeira.",NA,"2007","11","15","Minas Gerais","Monocotyledon",NA,"(Körn.) Ruhland",NA,NA,NA,"Joaquim Felício","-44.365306","-17.734361",NA,NA,NA,NA,"-44.365306","-17.734361",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:44:10-03","UFMG","BHCB","153711","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Paula, PC de","s.n.","Southern America","Brasil",NA,NA,NA,"Área brejosa. Zona 23 K.",NA,"2009","08","04","Minas Gerais","Monocotyledon",NA,"(Körn.) Ruhland",NA,NA,NA,"Joaquim Felício","-44.261111","-17.697778",NA,NA,NA,NA,"-44.261111","-17.697778",NA,NA,NA,NA,NA,NA,NA
"48","2014-09-17 05:30:00-03","MO","MOBOT","100453966","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"André M. Amorim|André M. de Carvalho|Talmon S. dos Santos|Sérgio C. de Sant'Ana|Jomar G. Jardim","Amorim 571","South America","Brazil","Estrada para Brasilia, BR 242. Entrada no KM 70 a partir da sede do municipio, ca. 23 Km em direcao a Cooperativa de Cotia; Cachoeira do Acaba Vida no Rio de Janeiro. Mata De Galeria.",NA,NA,NA,NA,"1992","6","12","Bahia",NA,NA,"(Körn.) Ruhland",NA,NA,"N. Hendsold","Barreiras","-44.9900016784668","-12.1527996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,"152720","auto",NA,"1"
"49","2011-03-06 12:57:00-03","MO","MOBOT","1787428","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus","Type","Johan F. Widgren","Widgren s.n.","South America","Brazil",NA,NA,NA,NA,NA,"1842",NA,NA,"Minas Gerais",NA,NA,"(Körn.) Ruhland",NA,NA,"H.N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"50","2011-03-02 10:37:00-03","MO","MOBOT","3048193","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Johan F. Widgren","Widgren S.N.","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Körn.) Ruhland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2015-08-10 05:49:00-03","MO","MOBOT","3048303","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Amaro Macedo","Macedo 2751","South America","Brazil","Localidade: Lavras Novas. Mun: O.Preto. Campestre do brejo.",NA,NA,NA,NA,"1958",NA,NA,"Minas Gerais",NA,NA,"(Körn.) Ruhland",NA,NA,"H.N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2009-06-29 10:57:00-03","MO","MOBOT","3048437","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Louis O. Williams|Vicente Assis","Williams 7248","South America","Brazil","Vargem de Ouro Podre, Serra da Mutuca, Municipio of Nova Lima. In wet meadow.",NA,NA,NA,NA,"1945","6","3","Minas Gerais",NA,NA,"(Körn.) Ruhland",NA,NA,NA,NA,NA,NA,"1200.00000000","1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-08-31 09:21:02-03","INPA","INPA","233416","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Meneguzzo, TEC","120","Southern America","Brasil","Planaltina. Estação Ecológica de Águas Emendadas. Vereda Grande.",NA,NA,NA,"INPA0233416","2009","02","20","Distrito Federal","Monocotyledon","Poales","(Korn.) Ruhland","INPA0233416 INPA0233416_e INPA0233416_nd",NA,"Watanabe, M",NA,"-47.608056","-15.575556","1033","1033","2011","12","-47.608056","-15.575556",NA,NA,NA,NA,NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US","936263","PreservedSpecimen","Plantae","Eriocaulaceae","Paepalanthus","widgrenianus","Paepalanthus widgrenianus","Isosyntype","J. Widgren","822","South America - Neotropics","Brazil","Minarum.",NA,NA,NA,"US00088416","1845",NA,NA,NA,NA,"Eriocaulales","Körn. in Mart.","US00088416_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"55","2020-09-12 05:00:02-03","US","US","937208","PreservedSpecimen","Plantae","Eriocaulaceae","Paepalanthus","widgrenianus","Paepalanthus widgrenianus","Syntype","-- Gardner","2957","South America - Neotropics","Brazil","Ex Herbario William Mitten.",NA,NA,NA,"US01094956",NA,NA,NA,NA,NA,"Eriocaulales","Körn. in Mart.","US01094956_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"56","2020-09-12 05:00:02-03","US","US","1932951","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"L. O. Williams & V. Assis","7248","South America - Neotropics","Brazil","Vargem de Ouro Podre, Serra dautuca",NA,NA,NA,"US01934768","1945","6","3","Minas Gerais",NA,"Eriocaulales","(Körn.) Ruhland","US01934768_01",NA,NA,"Nova Lima","-43.8466987609863","-19.9855995178223","1200","1400",NA,NA,NA,NA,NA,"Monocotyledonae",NA,"29211","auto",NA,"1"
"57","2019-06-05 10:33:26-03","UFG","HJ","8294","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Souza, L.F.; Pereira, F.C.","4830",NA,"Brasil","Fazenda Boa Vista",NA,NA,"Campo úmido com inundação na estação chuvosa. Solos hidromórficos do tipo gleissolo","HJ00008294","2011","06","11","Goiás",NA,NA,"(Körn.) Ruhland",NA,NA,"Maurício Takashi Coutinho Watanabe","Jataí","-52.078889","-17.263889","873","873","2015","10","52º4'44''W","17º15'50''S","29",NA,NA,NA,NA,NA,NA
"58","2021-03-15 18:26:47-03","USP","SPF","220589","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Watanabe, MTC","395",NA,"Brasil","31 km em direção a Brasília. Rio de Ondas, na beira do córrego.",NA,NA,"Erva até 30 cm alt. Capítulo creme.","SPF00220589","2012","07","28","Bahia",NA,NA,"(Körn.) Ruhland",NA,NA,"Watanabe, MTC","Luís Eduardo Magalhães","-45.865278","-12.377222",NA,NA,"2013","05","-45.865278","-12.377222","23",NA,NA,NA,NA,NA,NA
"59","2021-03-15 18:26:47-03","USP","SPF","220637","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Watanabe, MTC","288",NA,"Brasil","Serra do Cabral, Estrada Joaquim Felício - Francisco Dumont, bifurcação à 18,2 km do início da estrada; 900 m no ramal à esquerda (rumo à Várzea da Palma), margem esquerda.",NA,NA,"Erva até 40 cm alt. Brácteas involucrais mais externas creme-dourado, as mais internas alvas. Flores em diferentes fases de maturação.; Vereda onde o rio corta a estrada.","SPF00220637","2012","04","28","Minas Gerais",NA,NA,"(Körn.) Ruhland",NA,NA,"Watanabe, MTC","Francisco Dumont","-44.332806","-17.566472","1015","1015","2013","05","-44.332806","-17.566472","22",NA,NA,NA,NA,NA,NA
"60","2021-03-15 18:26:47-03","USP","SPF","222935","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Watanabe, MTC","369",NA,"Brasil","Desvio para Velha da Galinha, a 91 km de Correntina sentido Brasília, entrada próxima ao Posto Nova Itália; população perto da ponte que desvia para a casa da Velha da Galinha.",NA,NA,"Erva até 40 cm alt. Capítulos alvos.; Beira de córrego.","SPF00222935","2012","07","17","Bahia",NA,NA,"(Körn.) Ruhland",NA,NA,"Watanabe, MTC","Correntina","-45.386889","-13.520444",NA,NA,"2013","05","-45.386889","-13.520444","23",NA,NA,NA,NA,NA,NA
"61","2019-10-07 09:21:30-03","UEFS","HUEFS","158765","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Gardner, G.","2957",NA,"Brasil","Rio Preto.",NA,NA,NA,"HUEFS0158765","1839","09",NA,"Bahia","Angiospermae","Poales","(Körn.) Ruhland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"62","2019-10-07 09:21:30-03","UEFS","HUEFS","158766","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Gardner, G.","2957",NA,"Brasil","Rio Preto.",NA,NA,NA,"HUEFS0158766","1839","09",NA,"Bahia","Angiospermae","Poales","(Körn.) Ruhland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"63","2019-10-07 09:21:30-03","UEFS","HUEFS","26783","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Harley, R.M.","28547",NA,"Brasil","6 km da cidade na estrada para Duzin, antiga estrada para Alvorada, próximo rio da Prata.",NA,NA,NA,"HUEFS0026783","1997","03","30","Goiás","Angiospermae","Poales","(Körn.) Ruhland","HUEFS0026783",NA,"M.Watanabe","Posse","-46.348611","-14.143333","752","752","2013","01","46W20'55''","14S8'36''",NA,"Lilianae",NA,NA,NA,NA,NA
"64","2019-10-07 09:21:30-03","UEFS","HUEFS","85456","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Guarçoni, E.","750",NA,"Brasil","Serra do Cabral, Caminho do rio Preto.",NA,NA,NA,"HUEFS0085456","2004","06","11","Minas Gerais","Angiospermae","Poales","(Körn.) Ruhland","HUEFS0085456",NA,"A.M.Giulietti","Francisco Dumont","-44.2341995239258","-17.3150005340576",NA,NA,"2005","05",NA,NA,NA,"Lilianae",NA,"45152","auto",NA,NA
"65","2019-09-04 18:18:19-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Eriocaulaceae","Paepalanthus","widgrenianus","Paepalanthus widgrenianus","Syntype","J. F. Widgren",NA,"South America","Brazil",NA,NA,NA,NA,NA,"1845",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA
"66","2019-09-04 18:32:37-03","F","FMNH-SEEDPLANTS","V0045826F","PreservedSpecimen","Plantae","Eriocaulaceae","Paepalanthus","widgrenianus","Paepalanthus widgrenianus","Syntype","G. Gardner","2957","South America","Brazil",NA,NA,NA,NA,"V0045826F",NA,NA,NA,NA,"Spermatophyta",NA,NA,"V0045826F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA
"67","2018-04-04 16:36:35-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"L. O. Williams","7248","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais","Spermatophyta",NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,"7248",NA
"68","2020-02-17 11:30:40-03","UEG","HUEG","1915","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Ramos, P.C.M.; Ramos, M.V.V.","s.n.","Southern America","Brasil",NA,NA,NA,"Veredas","HUEG001915",NA,NA,NA,"Minas Gerais","Monocotyledonae",NA,"(Korn.) Ruhland",NA,NA,"Ravenna, P.F.","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA
"69","2016-08-23 09:45:15-03","NHMLondon","NHM-LONDON-BOT","BM000938311","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus","Type","George Gardner; b.1812; d.1849; Gardner","5274",NA,"Brasil",NA,NA,"NHMUK:ecatalogue:605206",NA,NA,"1839","07",NA,NA,NA,NA,"(Körn.) Ruhland",NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA
"70","2015-02-26 09:29:15-03","NHMLondon","NHM-LONDON-BOT","BM000938312","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus","Type","George Gardner; b.1812; d.1849; Gardner","2957",NA,"Brasil",NA,NA,"NHMUK:ecatalogue:605207",NA,NA,"1839","10",NA,NA,NA,NA,"(Körn.) Ruhland",NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA
"71","2019-11-01 15:14:58-03","UnB","UB","205574","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Mello, TRB; Munhoz, CBR; Eugênio, CUO; Emmert, P","48","Southern America","Brasil","Acesso por São João da Chapada, Vila Macacos. Parque Nacional das Sempre Vivas",NA,NA,"Campo úmido","UB0013773","2010","03","31","Minas Gerais","Monocotyledonae",NA,"(Körn.) Ruhland","UB0013773",NA,NA,NA,"-43.792256","-17.915036",NA,NA,NA,NA,"-43.792256","-17.915036",NA,NA,NA,NA,NA,NA,NA
"72","2019-11-01 15:14:58-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Ramos, MVV","s.n.","Southern America","Brasil","Região do Triângulo Mineiro",NA,NA,"Vereda","UB0013774","2003",NA,NA,"Minas Gerais","Monocotyledonae",NA,"(Körn.) Ruhland","UB0013774",NA,NA,NA,"-48.141667","-19.088611",NA,NA,NA,NA,"-48.141667","-19.088611",NA,NA,NA,NA,NA,NA,NA
"73","2019-05-06 11:55:32-03","UFU","HUFU","68574","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Echternacht, L.; Bastos, T.V.; Freitas, M.S. & Werlang, A.P.L.","2407",NA,"Brasil","Parque Estadual da Serra Nova, Alto da serra, pasando pela estrada até Gerais Santana.",NA,NA,"População toda com inflorescências vermelhas.; Em brejo.","HUFU00030137","2014","04","19","Minas Gerais",NA,NA,"(Körn.) Ruhland","HUFU00030137",NA,"Echternacht, L.","Rio Pardo de Minas","-42.815833","-15.671111",NA,NA,NA,NA,"-42.815833","-15.671111",NA,NA,NA,NA,NA,NA,NA
"74","2019-05-06 11:55:32-03","UFU","HUFU","68981","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Echternacht, L.; Sano, P.T.; Cota, M.M.T.; Roque, N.; Trovó, M.; Machado, F.A.; Costa, F.N.; Andr","2535",NA,"Brasil","Parque Nacional das Sempre-vivas, Fazenda dos Álamos, cabeceira do córrego dos Confins.",NA,NA,"Rosetas submersas, escapos emergentes, capítulos velhos.; Erva em brejo em campo rupestre.","HUFU00030136","2014","11","26","Minas Gerais",NA,NA,"(Körn.) Ruhland","HUFU00030136",NA,"Echternacht, L.","Olhos d'Água","-43.783611","-17.589722","1194","1194","2014","11","-43.783611","-17.589722","26",NA,NA,NA,NA,NA,NA
"75","2019-05-06 11:55:32-03","UFU","HUFU","45325","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Oliveira, G.C.","2275",NA,"Brasil","Fazenda Pinsplan, A 6 km da BR 050, na altura do km 25.",NA,NA,"Herbácea, ca. 0,5 m. Branca.; Vereda.","HUFU00030153","2003","01","21","Minas Gerais",NA,NA,"(Körn.) Ruhland","HUFU00030153",NA,NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA
"76","2019-05-06 11:55:32-03","UFU","HUFU","45324","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Oliveira, G.C.","1215",NA,"Brasil","Fazenda Pinusplan, A 6 km da BR 050, na altura do km 25.",NA,NA,"Vereda.","HUFU00030152","2002","06","30","Minas Gerais",NA,NA,"(Körn.) Ruhland","HUFU00030152",NA,NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA
"77","2019-05-06 11:55:32-03","UFU","HUFU","45322","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Oliveira, G.C.","1370",NA,"Brasil","Fazenda Pinusplan, A 6 km da BR 050, na altura do km 25.",NA,NA,"Herbácea ca. de 0,40 m. Branca.; Vereda.","HUFU00030149","2002","10","28","Minas Gerais",NA,NA,"(Körn.) Ruhland","HUFU00030149",NA,NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA
"78","2019-05-06 11:55:32-03","UFU","HUFU","45320","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Oliveira, G.C.","1825",NA,"Brasil","Fazenda Pinusplan, A 6 km da BR 050, na altura do km 25.",NA,NA,"Herbácea ca. de 0,35 m.; Vereda.","HUFU00030147","2002","12","23","Minas Gerais",NA,NA,"(Körn.) Ruhland","HUFU00030147",NA,NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA
"79","2019-05-06 11:55:32-03","UFU","HUFU","45316","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Oliveira, G.C.","1346",NA,"Brasil","Reserva do Clube Caça e Pesca Itororó, A 300 metros da estrada vicinal RM 479, na altura do km 1,3.",NA,NA,"Herbácea ca. de 0,45 m; Vereda.","HUFU00030143","2002","10","22","Minas Gerais",NA,NA,"(Körn.) Ruhland","HUFU00030143",NA,NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA
"80","2019-05-06 11:55:32-03","UFU","HUFU","45315","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Oliveira, G.C.","1697",NA,"Brasil","Reserva do Clube Caça e Pesca Itororó, A 300 metros da estrada vicinal RM 479, na altura do km 1,3.",NA,NA,"Herbácea ca. de 0,35. Branca.; Vereda.","HUFU00030142","2002","11","26","Minas Gerais",NA,NA,"(Körn.) Ruhland","HUFU00030142",NA,NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA
"81","2019-05-06 11:55:32-03","UFU","HUFU","45314","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Oliveira, G.C.","2047",NA,"Brasil","Reserva do Clube Caça e Pesca Itororó, A 300 metros da estrada vicinal RM 479, na altura do km 1,3.",NA,NA,"Herbácea ca. de 0,40 m. Claras.; Vereda.","HUFU00030141","2002","12","26","Minas Gerais",NA,NA,"(Körn.) Ruhland","HUFU00030141",NA,NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA
"82","2019-05-06 11:55:32-03","UFU","HUFU","41827","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Oliveira, G.C.","2276",NA,"Brasil","Fazenda Pinsplan, A 6 km da BR 050, na altura do km 25.",NA,NA,"Herbácea, ca. 0,35 m. Branca.; Vereda.","HUFU00030139","2003","01","21","Minas Gerais",NA,NA,"(Körn.) Ruhland","HUFU00030139",NA,NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA
"83","2019-05-06 11:55:32-03","UFU","HUFU","45323","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Oliveira, G.C.","864",NA,"Brasil","Fazenda Pinusplan, A 6 km da BR 050, na altura do km 25.",NA,NA,"Herbácea ca. de 0,30 m. Branca.; Vereda.","HUFU00030151","2002","06","30","Minas Gerais",NA,NA,"(Körn.) Ruhland","HUFU00030151",NA,NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA
"84","2019-05-06 11:55:32-03","UFU","HUFU","45321","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Oliveira, G.C.","1527",NA,"Brasil","Fazenda Pinusplan, A 6 km da BR 050, na altura do km 25.",NA,NA,"Herbácea ca. de 0,35 m. Branca.; Vereda.","HUFU00030148","2002","11","25","Minas Gerais",NA,NA,"(Körn.) Ruhland","HUFU00030148",NA,NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA
"85","2019-05-06 11:55:32-03","UFU","HUFU","45319","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Oliveira, G.C.","439",NA,"Brasil","Fazenda Pinusplan, A 6 km da BR 050, na altura do km 25.",NA,NA,"Herbácea, ca. 0,2 m. Branca.; Vereda.","HUFU00030146","2002","03","24","Minas Gerais",NA,NA,"(Körn.) Ruhland","HUFU00030146",NA,NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA
"86","2019-05-06 11:55:32-03","UFU","HUFU","41828","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Oliveira, G.C.","679",NA,"Brasil","Fazenda Pinusplan, A 6 km da BR 050, na altura do km 25.",NA,NA,"Herbácea ca. de 0,40 m.; Vereda.","HUFU00030140","2002","05","30","Minas Gerais",NA,NA,"(Körn.) Ruhland","HUFU00030140",NA,NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA
"87","2019-05-06 11:55:32-03","UFU","HUFU","16720","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Araújo, G.M.","1543",NA,"Brasil","Reserva do Clube Caça e Pesca Itororó",NA,NA,"Vereda.","HUFU00030155","1997","11","07","Minas Gerais",NA,NA,"(Körn.) Ruhland","HUFU00030155",NA,"Echternacht, L.","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"2013","04",NA,NA,"11",NA,NA,"58223","auto",NA,NA
"88","2019-05-06 11:55:32-03","UFU","HUFU","45318","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Oliveira, G.C.","2415",NA,"Brasil","Reserva do Clube Caça e Pesca Itororó, a 300 metros da estrada vicinal RM 479, na altura do km 1,3.",NA,NA,"Herbácea, ca. 0,35 m. Branca.; Vereda.","HUFU00030145","2003","01","22","Minas Gerais",NA,NA,"(Körn.) Ruhland","HUFU00030145",NA,NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA
"89","2019-05-06 11:55:32-03","UFU","HUFU","45317","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Oliveira, G.C.","1201",NA,"Brasil","Reserva do Clube Caça e Pesca Itororó, A 300 metros da estrada vicinal RM 479, na altura do km 1,3.",NA,NA,"Herbácea ca. de 0,10 m. Branca.; Vereda.","HUFU00030144","2002","09","30","Minas Gerais",NA,NA,"(Körn.) Ruhland","HUFU00030144",NA,NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA
"90","2019-05-06 11:55:32-03","UFU","HUFU","37005","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Oliveira, G.C.","812",NA,"Brasil","Reserva do Clube Caça e Pesca Itororó, A 300 metros da estrada vicinal RM 479, na altura do km 1,3.",NA,NA,"Herbácea, ca. 0,3 m. Branca.; Vereda.","HUFU00030150","2002","06","22","Minas Gerais",NA,NA,"(Körn.) Ruhland","HUFU00030150",NA,"Sano, P.T.","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"2005","02",NA,NA,NA,NA,NA,"58223","auto",NA,NA
"91","2019-05-06 11:55:32-03","UFU","HUFU","21055","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Barbosa, A.A.A.","2271",NA,"Brasil","Reserva do Clube Caça e Pesca Itororó, Fundo esquerdo da vereda 1",NA,NA,"Erva com flor creme.; Fundo esquerdo da vereda 1.","HUFU00030154","1999","08","13","Minas Gerais",NA,NA,"(Körn.) Ruhland","HUFU00030154",NA,"Hensold","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"2001","04",NA,NA,NA,NA,NA,"58223","auto",NA,NA
"92","2019-05-06 11:55:32-03","UFU","HUFU","21831","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Barbosa, A.A.A.; Amaral, A.F.","3042",NA,"Brasil","Reserva do Clube Caça e Pesca Itororó, Meio direito da vereda 1.",NA,NA,"Erva com flor.; Verede.","HUFU00030156","1999","12","03","Minas Gerais",NA,NA,"(Körn.) Ruhland","HUFU00030156",NA,"Echternacht, L.","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"2013","04",NA,NA,"11",NA,NA,"58223","auto",NA,NA
