"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","recordNumber","continentOcean","coordinatePrecision","geoFlag","class","order","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","preparationType","typeStatus","individualCount","sex"
"1","2021-04-05 14:33:50-03","UNESC","CRI","12942","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","densiflorum","Campylocentrum densiflorum","Cogn.","Alexandre Medeiros","2018","01","13","Alexandre Medeiros","2018","01","13","Brasil","Santa Catarina","Balneário Camboriú","Pinhonat.","-48.637778","-27.001389","48º38'16''W","27º0'5''S","Coleta 833. Árvore tombada com diversos exemplares. Flores brancas. Habito: Epífita","CRI011550","CRI011550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-10-09 11:28:31-03","UFBA","ALCB","9673","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","densiflorum","Campylocentrum densiflorum","Cogn.","Queiroz, LP de","1983","04",NA,"Queiroz, LP de; Guedes, ML","1982","06","24","Brasil","Bahia","Paulo Afonso","Nordeste, Reserva Ecológica do Raso da Catarina. Mata das Pororocas","-38.2146987915039","-9.40610980987549",NA,NA,"Monopodial de folhas suculentas concolor. Flores singelas, amarelo-esverdeadas.",NA,NA,"Monocotyledon","327-445","Southern America","44772","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-10-09 11:28:31-03","UFBA","ALCB","86008","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","densiflorum","Campylocentrum densiflorum","Cogn.","Pessoa, E","2017","01","18","Hatschbach, G","1982","03","02","Brasil","Paraná","Contenda","rodovia do Xisto","-49.533333","-25.666667","-49.533333","-25.666667","flor alva.","ALCB037902","ALCB037902","Monocotyledon","44623","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-11-04 12:17:23-03","ESALQ","ESA","60474","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","densiflorum","Campylocentrum densiflorum","Cogn.","Pessoa, E.","2017","01","26","Jarenkow, J.A. ; Garcia, E.N.","1998","05","04","Brasil","Rio Grande do Sul","Capão Leão",NA,NA,NA,NA,NA,NA,"ESA060474",NA,"Magnoliophyta","3667.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2020-11-04 12:17:23-03","ESALQ","ESA","37692","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","densiflorum","Campylocentrum densiflorum","Cogn.","Pessoa, E.","2017","01","26","Torezan, J.M.; Arima, L.I.A.; Pimenta, J.A.; Resende, J.C.F.; Sifuentes, D.V.O.","1997","12","18","Brasil","Paraná","Sengés",NA,"-49.4636001586914","-24.1128005981445",NA,NA,NA,"ESA037692",NA,"Magnoliophyta","758.0",NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2020-11-04 12:17:23-03","ESALQ","ESA","101898","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","densiflorum","Campylocentrum densiflorum","Cogn.","Pessoa, E.","2017","01","26","Destefani, A.C.C.","2005","03","24","Brasil","São Paulo","Barra do Turvo",NA,"-48.5046997070312","-24.7563991546631",NA,NA,NA,"ESA101898",NA,"Magnoliophyta","116.0",NA,"38172","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2020-11-04 12:17:23-03","ESALQ","ESA","37614","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","densiflorum","Campylocentrum densiflorum","Cogn.","Pessoa, E.","2017","01","26","Torezan, J.M.; Arima, L.I.A.; Pimenta, J.A.; Resende, J.C.F.; Sifuentes, D.V.O.","1997","12","18","Brasil","Paraná","Sengés","BLOQUEADO","-49.4636001586914","-24.1128005981445",NA,NA,"Erva epifita, flores brancas","ESA037614",NA,"Magnoliophyta","758.0",NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-31 13:40:42-03","MN","R","218046","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","densiflorum","Campylocentrum densiflorum","Cogn.","Braga, H. do N.","2002","06",NA,"Santos, R.H. dos","1999","05","01","Brasil","Rio de Janeiro","Rio das Ostra",NA,NA,NA,NA,NA,NA,NA,NA,NA,"122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-12-19 08:08:17-03","FPS","FPS","517","MachineObservation","Plantae","Orchidaceae","Campylocentrum","densiflorum","Campylocentrum densiflorum","Cogn.","Pessoa. E.","2015","11","22","Schwirkowski, P.","2014","12","26","Brasil","Santa Catarina","São Bento do Sul","Sertãozinho - Propriedade de Leonardo Pilz","-49.371093","-26.31941","-49.371093","-26.31941",NA,"FPS00517","FPS00517_v01 FPS00517_v02 FPS00517_v03 FPS00517_v04",NA,"757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2019-08-27 13:26:31-03","IAP","PACA-AGP","82075","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","densiflorum","Campylocentrum densiflorum","Cogn.","A. Sehnem",NA,NA,NA,"Sehnem, A.","1945","10","10","Brasil","RS","Pareci Novo",NA,"-51.3974990844727","-29.6382999420166",NA,NA,"Habitat: No mato epífito","PACA082075",NA,"Magnoliophyta",NA,NA,"9951","auto","Liliatae","Orchidales",NA,NA,NA,NA,NA,NA,NA
"11","2019-08-27 13:26:31-03","IAP","PACA-AGP","41828","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","densiflorum","Campylocentrum densiflorum","Cogn.","Emrich-Rambo","1949","06","03","Rambo, B.","1949","06","03","Brasil","RS","Porto Alegre","Canoas","-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: In silva camprestri Fenofase: fruto semievoluto Hábito: epífito","PACA041828",NA,"Magnoliophyta",NA,NA,"29946","auto","Liliatae","Orchidales",NA,NA,NA,NA,NA,NA,NA
"12","2019-08-27 13:26:31-03","IAP","PACA-AGP","7477","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","densiflorum","Campylocentrum densiflorum","Cogn.","Emrich-Rambo, Pabst","1954","09","03","F. Theissen SJ","1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,"HA 7477 Habitat: In silva campestri Fenofase: flor","PACA007477",NA,"Magnoliophyta",NA,NA,"10287","auto","Liliatae","Orchidales",NA,NA,NA,NA,NA,NA,NA
"13","2019-08-27 13:26:31-03","IAP","PACA-AGP","33231","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","densiflorum","Campylocentrum densiflorum","Cogn.","Emrich-Rambo-Pabst","1954","09","03","Rambo, B.",NA,NA,NA,"Brasil","RS",NA,NA,NA,NA,NA,NA,"Fenofase: flor","PACA033231",NA,"Magnoliophyta",NA,NA,NA,NA,"Liliatae","Orchidales",NA,NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:26:31-03","IAP","PACA-AGP","32798","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","densiflorum","Campylocentrum densiflorum","Cogn.","Rambo, SJ, Emrich-Pabst","1954","08","03","Rambo, B.","1945","12","12","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: In silva campestri Hábito: pendente","PACA032798",NA,"Magnoliophyta",NA,NA,"29946","auto","Liliatae","Orchidales",NA,NA,NA,NA,NA,NA,NA
"15","2019-08-27 13:26:31-03","IAP","PACA-AGP","30102","PreservedSpecimen","Plantae","Orchidaceae","Campylocentrum","densiflorum","Campylocentrum densiflorum","Cogn.","Emrich-Rambo-Pabst","1954","09","03","Emrich, K.",NA,NA,NA,"Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,"HA 30102 Habitat: In silva campestri Fenofase: fruto submaturo Hábito: epífito","PACA030102",NA,"Magnoliophyta",NA,NA,"29946","auto","Liliatae","Orchidales",NA,NA,NA,NA,NA,NA,NA
