"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"42","2021-03-01 16:27:48-03","UNICAMP","UEC","62135","S","Plantae","Magnoliopsida",NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","Biral","Pessoal do Horto Florestal","s.n.","1927","02","28",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro.","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Árvore de 5-6 m, mata fl. amarelas. Listada no Projeto flora do Estado do Rio de Janeiro.; Floresta Ombrófila Densa de porte baixo sobre quartzito.","UEC043715","UEC043715",NA,NA,NA,"2013","11",NA,"57442","auto",NA,NA,NA,NA,NA
"43","2021-03-01 16:27:52-03","UNICAMP","UEC","62137","S","Plantae","Magnoliopsida",NA,"Celastraceae","Maytenus","ligustrina","Maytenus ligustrina","Reissek","Carvalho-Okano, RM","Sucre, D","9506","1972","08","15",NA,"Brazil","Rio de Janeiro","Alto da Boa Vista","Vale Encantado",NA,NA,"430","430",NA,"Arbusto umbrófilo com 2m. de alt. crescendo na mata. Fruto maduro castanho. Material p/ análise de esteróides. Listada no Projeto Flora do Estado do Rio de Janeiro.; Mata em Grotão.","UEC061957","UEC061957",NA,NA,NA,"1992","04","27",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:27:52-03","UNICAMP","UEC","62133","S","Plantae","Magnoliopsida",NA,"Celastraceae","Maytenus","ligustrina","Maytenus ligustrina","Reissek","Carvalho-Okano, RM","Sucre, D","8177","1972","01","04",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Morro Taquara da Tijuca.","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Pequena árvore umbrófilacom até 4,5 metros de altura,crescendo em mata. Flores verde amarelado.","UEC061962","UEC061962",NA,NA,NA,"1992","04","27","57442","auto",NA,NA,NA,NA,NA
"45","2021-03-01 16:27:52-03","UNICAMP","UEC","62136","S","Plantae","Magnoliopsida",NA,"Celastraceae","Maytenus","ligustrina","Maytenus ligustrina","Reissek","Carvalho-Okano, RM","Pessoal do Horto Florestal","158","1927","01","21",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Horto Florestal","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Árvore.","UEC061959","UEC061959",NA,NA,NA,"1992","09","01","57442","auto",NA,NA,NA,NA,NA
"46","2021-03-01 16:27:52-03","UNICAMP","UEC","16164","S","Plantae","Magnoliopsida",NA,"Celastraceae","Maytenus","ligustrina","Maytenus ligustrina","Reissek","Santos, LB","Franco, GADC; Arzolla, FARDP","1417","1996","05","15",NA,"Brazil","São Paulo","Iporanga","P.E. Turístico do Alto do Ribeira., Núcleo Santana, trilha do Betari.","-48.5900001525879","-24.5799999237061",NA,NA,NA,"Árvore multirramosa, 8m de altura, frutos maduros vinosos.; Mata ciliar.","UEC061958","UEC061958",NA,NA,NA,"2009","06",NA,"38740","auto",NA,NA,NA,NA,NA
"47","2020-07-13 13:39:30-03","UNICAMP","UEC","50817","S","Plantae","Magnoliopsida",NA,"Celastraceae","Monteverdia","brasiliensis","Monteverdia brasiliensis","(Mart.) Biral","Guedes","Santos, TS; Judziewicz, EJ; Brito, TH","4011","1986","02","25",NA,"Brazil","Bahia","Una","Serra Javi, Ramal com entrada no km. 11 da Rodovia São José/Una, lado Sul; colectas a 6 km do S da entrada (7 km por ar SSE São José) Mata higrófila.","-38.330556","-15.147222","300","550",NA,"Arvorezinha, 2-3 m.",NA,NA,NA,"-38.330556","-15.147222","2020","07",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-07-13 13:39:30-03","UNICAMP","UEC","50837","S","Plantae","Magnoliopsida",NA,"Celastraceae","Monteverdia","brasiliensis","Monteverdia brasiliensis","(Mart.) Biral","Guedes","Mori, SA; Silva, LAM; Euponino, A","12707","1979","08","14",NA,"Brazil","Bahia","Santa Cruz Cabrália","7 Km ao NE da Estação. Ca. 12 km ao NW de Porto Seguro.Região de mata Higrófila Sul Baiana.","-40.333333","-16.383333","80","100",NA,"Arvorezinha, 7 m. x 5 cm.",NA,NA,NA,"-40.333333","-16.383333","2020","06",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-04-27 16:09:13-03","UFES","VIES","21899","S","Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","Zorzanelli, J.P.F.","Zorzanelli, J.P.F.; Silva, A.E.","431","2011","12",NA,NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,"VIES021899","VIES021899",NA,NA,NA,"2012","03",NA,"32198","auto",NA,NA,NA,NA,NA
"50","2020-04-27 16:09:13-03","UFES","VIES","35998","S","Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","Biral, L.","Kuhlmann, J.G.","6454","1943","11","15",NA,"Brasil","Espírito Santo","Linhares","Floresta Nacional de Goytacazes.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"VIES035998","VIES035998",NA,NA,NA,"2014","05",NA,"48094","auto",NA,NA,NA,NA,NA
"51","2020-04-27 16:09:13-03","UFES","VIES","15625","S","Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral","Dan, M.L.","27","2004","08","26",NA,"Brasil","Espírito Santo","Vitória","Parque Municipal da Fonte Grande.","-40.3377990722656","-20.3194007873535",NA,NA,NA,NA,"VIES015625","VIES015625",NA,NA,NA,"2012",NA,NA,"15291","auto",NA,NA,NA,NA,NA
"52","2019-06-27 10:24:30-03","UFES","VIES","30741","S","Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.",NA,"Lage, C.; Zorzanelli, R.F. & Fialho, A.C.","47","2012","07",NA,NA,"Brasil","Espírito Santo","Guaçuí","Floresta do Rosal.","-41.6794013977051","-20.7756004333496","650","650",NA,NA,"VIES030741","VIES030741",NA,NA,NA,NA,NA,NA,"17884","auto",NA,NA,NA,NA,NA
"53","2020-04-27 16:09:13-03","UFES","VIES","14622","S","Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral","Thomaz, L.D.","1794","1993","10","20",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"VIES014622","VIES014622",NA,NA,NA,"2012",NA,NA,"23813","auto",NA,NA,NA,NA,NA
"54","2020-04-27 16:09:13-03","UFES","VIES","14623","S","Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","Biral, L.","Thomaz, L.D.","1784","1993","09","15",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"VIES014623",NA,NA,NA,NA,"2012","01",NA,"23813","auto",NA,NA,NA,NA,NA
"55","2020-04-27 16:09:13-03","UFES","VIES","14624","S","Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral","Thomaz, L.D.","1789","1993","09","16",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"VIES014624",NA,NA,NA,NA,"2012",NA,NA,"23813","auto",NA,NA,NA,NA,NA
"56","2020-04-27 16:09:13-03","UFES","VIES","14625","S","Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral","Thomaz, L.D.","1836","1993","06","02",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"VIES014625",NA,NA,NA,NA,"2012",NA,NA,"23813","auto",NA,NA,NA,NA,NA
"57","2020-04-27 16:09:13-03","UFES","VIES","14627","S","Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral","Thomaz, L.D.","1833","1993","05","18",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"VIES014627",NA,NA,NA,NA,"2012",NA,NA,"23813","auto",NA,NA,NA,NA,NA
"58","2020-12-21 16:20:29-03","MBM","MBM","352601","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","ligustrina","Maytenus ligustrina","Reissek",NA,"Lima, H.C. de; et al.; et al.","2173","1984","10","14","Southern America","Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso, área do Centro Primatologia.","-42.9818992614746","-22.5372009277344",NA,NA,NA,"Árvore. Flores amarelo esverdeadas. Ocasional na margem da floresta. Altura 2m.","MBM352601","MBM352601",NA,NA,NA,NA,NA,NA,"21463","auto",NA,NA,NA,NA,NA
"59","2020-12-21 16:20:29-03","MBM","MBM","291836","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","brasiliensis","Monteverdia brasiliensis","(Mart.) Biral","Biral, L.","Amorim, A.M.; et al.; et al.","2255","1998","02","21","Southern America","Brazil","Bahia","Jussari","RPPN Serra do Teimoso, Fazenda Teimoso. Rodovia Jussari/Palmira. Entrada ca. 7,5km de Jussari","-39.528611","-15.158056",NA,NA,NA,"Árvore com folhas verdes algo discolores. Frutos imaturos verdes. DAP 16,4cm; Mata Higrófila Sul Baiana.","MBM291836","MBM291836",NA,"-39.528611","-15.158056","2019","02",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:20:29-03","MBM","MBM","291842","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","brasiliensis","Monteverdia brasiliensis","(Mart.) Biral","Biral, L.","Carvalho, A.M. de; et al.; et al.","3583","1994","08","19","Southern America","Brazil","Bahia","Santa Luzia","Ca. 7,5km na estrada da BR-101 para Santa Luzia","-39.397222","-15.414167",NA,NA,NA,"Arvorezinha com ca. 7m de altura. Folhas leve discolores. Frutos imaturos castâneo-avermelhados.; Mata Higrófila Sul Baiana. Cacaual com trecho de mata natural contígua.","MBM291842","MBM291842",NA,"-39.397222","-15.414167","2019","02",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:20:29-03","MBM","MBM","321116","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","brasiliensis","Monteverdia brasiliensis","(Mart.) Biral","Biral, L.","Lopes, M.M.M.; Amorim, A.; Paixão, J.L.; Gomes, L.; Goldenberg, R.; Amorim, A.; Paixão, J.L.; Gomes, L.; Goldenberg, R.","592","2006","04","09","Southern America","Brazil","Bahia","Camacan","RPPN Serra Bonita, 9,7km W de Camacã na estrada para Jacarecí, daí 6km SW na estrada para a RPPN e Torre da Embratel","-39.565278","-15.391667","850","850",NA,"Árvore ca. 6m alt. Folhas cartáceas, levemente discolores. Frutos imaturos verdes.; Floresta Ombrófila Densa Montana.","MBM321116","MBM321116",NA,"-39.565278","-15.391667","2019","02",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:20:29-03","MBM","MBM","392526","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","brasiliensis","Monteverdia brasiliensis","(Mart.) Biral","Biral, L.","Amorim, A.M.A.; Forzza, R.C.; Fraga, C.N.; Kollmann, L.; Labiak, P.H.; Paixão, J; Forzza, R.C.; Fraga, C.N.; Kollmann, L.; Labiak, P.H.; Paixão, J.L.","7117","2008","02","15","Southern America","Brazil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas, Localidade de Alegre, trilha do Pau Oco","-40.519444","-20.291389","600","600",NA,"Arvoreta ca 4m alt. Botões verdes, flores alvas.; Floresta Ombrófila Densa Montana.","MBM392526","MBM392526",NA,"-40.519444","-20.291389","2019","02",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:20:29-03","MBM","MBM","392527","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","brasiliensis","Monteverdia brasiliensis","(Mart.) Biral","Biral, L.","Forzza, R.C.; Labiak, P.H.; Fraga, C.N.; Goldenberg, R.; Amorim, A.M.A.; Paixão,; Labiak, P.H.; Fraga, C.N.; Goldenberg, R.; Amorim, A.M.A.; Paixão, J.L.","5289","2008","07","22","Southern America","Brazil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas, Localidade de Alegre, trilha do Pau Oco","-40.525","-20.267778","525","525",NA,"Arvoreta ca 4m alt. Frutos verdes.; Floresta Ombrófila Densa Montana.","MBM392527","MBM392527",NA,"-40.525","-20.267778","2019","02",NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:20:29-03","MBM","MBM","408167","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","brasiliensis","Monteverdia brasiliensis","(Mart.) Biral","Biral, L.","Biral, L.; Lombardi, J.A.; Saka, M.N.; Araújo, D.; Lombardi, J.A.; Saka, M.N.; Araújo, D.","805","2012","12","08","Southern America","Brazil","Espírito Santo","Santa Teresa","Estação Biológica Santa Lúcia, Na borda do fragmento, próximo ao portão de entrada da estação.","-40.539444","-19.982222","630","630",NA,"Árvore, 8 m de altura, folhas cartáceas, flores verdes.; Floresta Ombrófila Densa, vegetação secundária.","MBM408167","MBM408167",NA,"-40.539444","-19.982222","2019","02",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:20:29-03","MBM","MBM","291843","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","brasiliensis","Monteverdia brasiliensis","(Mart.) Biral","Biral, L.","Amorim, A.M.; Carvalho, A.M.; Sant'Ana, S.C.; Carvalho, A.M.; Sant'Ana, S.C.","1693","1995","08","14","Southern America","Brazil","Bahia","Una","Estrada para São José. km 8. Ramal a direita a partir de São José","-39.0752983093262","-15.2932996749878",NA,NA,NA,"Arvoreta ca. 4m alt. com ramos escandentes. Folhas verdes levemente discolores. Frutos maduros alaranjados, sementes com arilo branco, vistosas.; Mata Higrófila Sul Baiana.","MBM291843","MBM291843",NA,NA,NA,"2019","02",NA,"36070","auto",NA,NA,NA,NA,NA
"66","2019-11-01 15:33:05-03","PUC-RIO","FCAB","7806","PreservedSpecimen","Plantae",NA,"Angiospermae","Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","J.M.A Braga","J.M. Freire; R.R. Oliveira; B.L. Rosendo","134","2008","08","27",NA,"Brasil","Rio de Janeiro","Camorim","Maciço da Pedra Branca 3.10","-75.02425","-66.291389","450","450",NA,"Árvore com 4 m de altura, com 25 cm de CAP. Bifurcada.","FCAB007806",NA,NA,"-75.02425","-66.291389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2013-12-11 17:55:57-02","MNHN","RECOLNAT_MNHN_P","P02273984","PreservedSpecimen",NA,NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.",NA,"Martius, C.F.P.",NA,NA,NA,NA,NA,"Brasil",NA,NA,"s.loc.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02273984' target='other'> <mi>dwc_moreinfo</mi></a>","P02273984","P02273984_01","isolectotype",NA,NA,NA,NA,NA,NA,NA,NA,"627",NA,NA,NA
"68","2015-09-05 10:56:25-03","MNHN","RECOLNAT_MNHN_P","P05523441","PreservedSpecimen",NA,NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.",NA,"Vauthier",NA,"1836","1","1",NA,"Brasil","Rio de Janeiro",NA,"Brésil. Prov. de R. de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05523441' target='other'> <mi>dwc_moreinfo</mi></a>","P05523441","P05523441_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49",NA,NA,NA
"69","2015-09-05 10:56:25-03","MNHN","RECOLNAT_MNHN_P","P05523442","PreservedSpecimen",NA,NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.",NA,"Vauthier",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05523442' target='other'> <mi>dwc_moreinfo</mi></a>","P05523442","P05523442_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49",NA,NA,NA
"70","2015-09-05 10:56:25-03","MNHN","RECOLNAT_MNHN_P","P05523443","PreservedSpecimen",NA,NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.",NA,"Vauthier",NA,"1836","1","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05523443' target='other'> <mi>dwc_moreinfo</mi></a>","P05523443","P05523443_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2015-09-05 10:42:23-03","MNHN","RECOLNAT_MNHN_P","P05585757","PreservedSpecimen",NA,NA,NA,"Celastraceae","Maytenus","ligustrina","Maytenus ligustrina","Reissek",NA,"Glaziou",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","Reçu le 21 Mai 1881 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05585757' target='other'> <mi>dwc_moreinfo</mi></a>","P05585757","P05585757_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2511",NA,NA,NA
"72","2015-09-05 10:42:23-03","MNHN","RECOLNAT_MNHN_P","P05585751","PreservedSpecimen",NA,NA,NA,"Celastraceae","Maytenus","ligustrina","Maytenus ligustrina","Reissek",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05585751' target='other'> <mi>dwc_moreinfo</mi></a>","P05585751","P05585751_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2015-09-05 10:42:23-03","MNHN","RECOLNAT_MNHN_P","P05585750","PreservedSpecimen",NA,NA,NA,"Celastraceae","Maytenus","ligustrina","Maytenus ligustrina","Reissek",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","Reçu le 16 Avril 1880 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05585750' target='other'> <mi>dwc_moreinfo</mi></a>","P05585750","P05585750_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2015-09-05 10:42:23-03","MNHN","RECOLNAT_MNHN_P","P05585756","PreservedSpecimen",NA,NA,NA,"Celastraceae","Maytenus","ligustrina","Maytenus ligustrina","Reissek",NA,"Glaziou, A.",NA,"1865","5","2",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Brésil (R.J.) Corcovado.","-43.2075004577637","-22.9027996063232",NA,NA,"hb","Herbier de A. Glaziou donné par Mme. Simard, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05585756' target='other'> <mi>dwc_moreinfo</mi></a>","P05585756","P05585756_01",NA,NA,NA,NA,NA,NA,"57442","auto",NA,"739",NA,NA,NA
"75","2015-09-05 10:42:23-03","MNHN","RECOLNAT_MNHN_P","P05585754","PreservedSpecimen",NA,NA,NA,"Celastraceae","Maytenus","ligustrina","Maytenus ligustrina","Reissek",NA,"Glaziou, A.",NA,"1868","1","28",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,"hb","donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05585754' target='other'> <mi>dwc_moreinfo</mi></a>","P05585754","P05585754_01",NA,NA,NA,NA,NA,NA,"57442","auto",NA,"2511",NA,NA,NA
"76","2015-09-05 10:42:23-03","MNHN","RECOLNAT_MNHN_P","P05585755","PreservedSpecimen",NA,NA,NA,"Celastraceae","Maytenus","ligustrina","Maytenus ligustrina","Reissek",NA,"Glaziou, A.",NA,"1865","5","2",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05585755' target='other'> <mi>dwc_moreinfo</mi></a>","P05585755","P05585755_01",NA,NA,NA,NA,NA,NA,"57442","auto",NA,"739",NA,NA,NA
"77","2015-09-05 10:42:23-03","MNHN","RECOLNAT_MNHN_P","P05585752","PreservedSpecimen",NA,NA,NA,"Celastraceae","Maytenus","ligustrina","Maytenus ligustrina","Reissek",NA,"Glaziou",NA,"1868","9","9",NA,"Brasil","Rio de Janeiro","Teresópolis","Theresópolis","-42.9655990600586","-22.4122009277344",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05585752' target='other'> <mi>dwc_moreinfo</mi></a>","P05585752","P05585752_01",NA,NA,NA,NA,NA,NA,"38539","auto",NA,"2876",NA,NA,NA
"78","2020-12-11 11:34:27-03","UFMG","BHCB","138169","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.",NA,"Rezende, SG; et al.","3450","2009","09","20","Southern America","Brasil","Minas Gerais","Joanésia",NA,"-42.788889","-19.160833","380","450",NA,"Arbóreo; Floresta Estacional Semidecidual em Estágio Médio de Regeneração","BHCB034640",NA,NA,"-42.788889","-19.160833","2015","09",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-11 11:34:27-03","UFMG","BHCB","43534","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.",NA,"Oliveira, PP de","43.534","1997","09","04","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União","-41.933333","-22.516667",NA,NA,NA,NA,"BHCB034641",NA,NA,"-41.933333","-22.516667","2015","09",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-11 11:34:27-03","UFMG","BHCB","94118","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.",NA,"Stehmann, JR","4151","2005","09","04","Southern America","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.539444","-19.982222","630","630",NA,"Material preservado em álcool antes da scagem.; Árvore com 5 metros de altura; frutos maduros amarelados, semente com arilo branco.; Floresta Ombrófila Densa","BHCB034645",NA,NA,"-40.539444","-19.982222","2013","01",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-11 11:34:27-03","UFMG","BHCB","43531","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.",NA,"Oliveira, RP","2567","1997","08","18","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica da União","-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,"BHCB034657",NA,NA,NA,NA,"2015","09",NA,"17620","auto",NA,NA,NA,NA,NA
"82","2020-12-11 11:34:27-03","UFMG","BHCB","43506","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.",NA,"Oliveira, RP","2891","1997","09","13","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica da União","-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,"BHCB034656",NA,NA,NA,NA,"2015","09",NA,"17620","auto",NA,NA,NA,NA,NA
"83","2021-02-11 17:18:29-03","UFPR","UPCB","56278","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","Biral, L.","Lopes, M.M.M.","592","2006","04","09",NA,"Brasil","Bahia","Camacã","RPPN Serra Bonita, 9,7km de Camacã na estrada para Jacarecí, daí 6km SW na estrada para RPPN e Torre da Embratel","-39.565278","-15.391667","850","850",NA,"Árvore ca. 6m, folhas cartáceas, levemente discolores, frutos imaturos verdes. Floresta ombrófila densa montana..",NA,NA,NA,"-39.565278","-15.391667","2016","03",NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-02-11 17:18:29-03","UFPR","UPCB","71055","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","Biral, L.","Amorim, A.M.","7117","2008","02","15",NA,"Brasil","Espírito Santo","Cariacica","BLOQUEADO",NA,NA,"600","600",NA,"Arbusto ca. 4m alt. Botões verdes, flores alvas. Material prensado em álcool..",NA,NA,NA,"9999","9999","2016","03",NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-02-19 04:30:00-03","MO","MOBOT","1879932","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","P.S.C. Kane","C.F.P. Martius","Martius 627","1817",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"86","2013-12-20 16:06:00-02","MO","MOBOT","100661381","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","ligustrina","Maytenus ligustrina","Reissek",NA,"Ludwig Riedel","Riedel s.n.","1822","1","12","South America","Brazil","Rio de Janeiro",NA,"In silvaticis ad Mandiocca.",NA,NA,NA,NA,NA,NA,NA,NA,"Lectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"87","2020-08-03 09:50:00-03","MO","MOBOT","100810367","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","brasiliensis","Monteverdia brasiliensis","(Mart.) Biral","R.Liesner (MO)","André M. Amorim|José F.A. Baumgratz|F.S. Juchum|Sérgio C. de Sant'Ana|J. Lima da Paixão","Amorim 2425","1998","5","10","South America","Brazil","Bahia","Santaluz","Entrada a 11.3 km a E da Sede do município Serra da Onça, ca. 4.5 km da estrada Mata Higrófila Sul Baiana.","-39.374698638916","-11.2558002471924","510.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52459","auto",NA,NA,"1",NA,NA
"88","2020-08-03 09:48:00-03","MO","MOBOT","100438578","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","brasiliensis","Monteverdia brasiliensis","(Mart.) Biral","R.Liesner (MO)","André M. Amorim|A.M. de Carvalho|Sérgio C. de Sant'Ana","Amorim 1693","1995","8","14","South America","Brazil","Bahia","Una","Estrada São José. Una. km 8. Ramal a direita a partir de São José. Mata higrófila sul baiana.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,"1",NA,NA
