"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","dayIdentified"
"11","2020-09-12 05:00:02-03","US","US","3466842","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Svitramia","minor","Svitramia minor","R. Romero & A.B. Martins",NA,"R. Romero, J. Nakajjima & D. Simao","1764","1995","1","12","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Garagem das Pedras, Estrada para Sacramento, PARNA Serra da Canastra",NA,NA,NA,NA,"US01894041","US01894041_01 US01894041_02",NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"12","2020-09-12 05:00:02-03","US","US","3466840","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Svitramia","minor","Svitramia minor","R. Romero & A.B. Martins","Isotype","J. N. Nakajima & R. Romero","2130","1996","11","21","South America - Neotropics","Brazil","Minas Gerais",NA,"Morro após o córrego dos Passageiros, Parque Nacional da Serra da Canastra, São Roque de Minas, Minas Gerais, Brasil.",NA,NA,NA,"Holotype at HUFU.","US00810592","US00810592_01","Romero, R.",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"13","2018-04-04 16:32:21-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Svitramia","minor","Svitramia minor",NA,NA,"R. Romero","4947",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,"4947",NA,"Dicotyledoneae",NA
"14","2015-03-07 08:55:43-03","F","FMNH-SEEDPLANTS","V0137579F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Svitramia","minor","Svitramia minor",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0137579F","V0137579F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"15","2021-02-05 11:38:48-03","UFU","HUFU","73476","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.",NA,"Romero, R.; Nakajima, J.N.; Ressel, K. & Guimarães, F.A.G.","1904","1996","07","09",NA,"Brasil","Minas Gerais","São Roque de Minas","Chapadão Diamante, Após a antena","-46.3657989501953","-20.2453002929688",NA,"Arbusto, ca. 0,6m (exemplar fixado). cálice púrpura. Corola arroxeada. Filetes róseos. Anteras creme.; Campo rupestre.","HUFU00070366",NA,"Romero, R.","2003","01","57119","auto",NA,NA,NA,NA
"16","2021-02-05 11:38:48-03","UFU","HUFU","10711","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.","Paratype","Romero, R.; Nakajima, J.N.; Chautems, A. & Peixoto, M.","3243","1996","01","11",NA,"Brasil","Minas Gerais","São Roque de Minas","Garagem de Pedra","-46.3657989501953","-20.2453002929688",NA,"Paratype.; Arbusto ca. de 1.5 m. Corola arroxeada. Estames cremes.; Campo rupestre.","HUFU00070342",NA,"Romero, R.","2003","01","57119","auto",NA,NA,NA,NA
"17","2021-02-05 11:38:48-03","UFU","HUFU","73481","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.",NA,"Romero, R.; Nakajima, J.N.","3620","1996","09","22",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Naciomal da Serra da Canastra, Chapadão do Diamante","-46.3657989501953","-20.2453002929688",NA,"Arbusto, ca. 1m. Corola arroxeada. Estames creme.; Campo rupestre.","HUFU00070371",NA,"Romero, R.","2003","01","57119","auto",NA,NA,NA,NA
"18","2021-02-05 11:38:48-03","UFU","HUFU","73479","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.",NA,"Romero, R.; Nakajima, J.N. & Farinaccio, M.A.","4903","1998","01","10",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Naciomal da Serra da Canastra, Garagem de pedras","-46.3657989501953","-20.2453002929688",NA,"V1,5m. Corola púrpura. Anteras creme. Filetes róseos.; Campo rupestre.","HUFU00070369",NA,"Romero, R.","2003","01","57119","auto",NA,NA,NA,NA
"19","2021-02-05 11:38:48-03","UFU","HUFU","73477","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.",NA,"Nakajima, J.N.; Romero, R.; Furlan, A. & Farinaccio, M.A.","2217","1997","02","22",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Naciomal da Serra da Canastra, Garagem de pedras","-46.3657989501953","-20.2453002929688",NA,"Subarbusto ca. 1,6m. Corola arroxeada. estames amarelados.; Campo rupestre.","HUFU00070367",NA,"Romero, R.","2003","01","57119","auto",NA,NA,NA,NA
"20","2021-02-05 11:38:48-03","UFU","HUFU","47726","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.",NA,"Rodrigues, C.M.","22","2007","03",NA,NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,"Arbusto.; Cerrado.","HUFU00037056",NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA
"21","2021-02-05 11:38:48-03","UFU","HUFU","14089","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.","Paratype","Romero, R.; Nakajima, J.N.; Farinaccio, M.A. & Miranda, V.F.O.","4173","1997","04","19",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Córrego dos Passageiros.","-46.3657989501953","-20.2453002929688",NA,"Paratype.; Subarbusto ca. de 0.4m. Corola púrpura. Anteras creme. Filetes e estiletes róseos , brácteas marrons, glutinosas.; Campo rupestre.","HUFU00070337",NA,"Romero, R.","2003","01","57119","auto",NA,NA,NA,NA
"22","2021-02-05 11:38:48-03","UFU","HUFU","48249","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.",NA,"Santo, A.P.M.; Rodrigues, C.M. & Romero, R.","406","2007","06","28",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Garagem de Pedras.","-46.3657989501953","-20.2453002929688",NA,"Arbusto, ca. 1,8 m. Flores púrpuras, frutos marrons.; Campo rupestre.","HUFU00037055",NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA
"23","2021-02-05 11:38:48-03","UFU","HUFU","30140","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.",NA,"Romero, R.; Araújo, F.; Resende, M. & Farias, Y.","6603","2002","11","20",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Garagem de Pedras.","-46.3657989501953","-20.2453002929688",NA,"Arbusto, ca. 1,0 m. Corola lilás, cálice verde vinho.; Campo rupestre.","HUFU00066947","HUFU00066947","Romero, R.","2003","10","57119","auto",NA,NA,NA,"31"
"24","2021-02-05 11:38:48-03","UFU","HUFU","30137","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.",NA,"Romero, R.; Araújo, F.; Resende, M. & Farias, Y.","6607","2002","11","20",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Garagem de Pedras.","-46.3657989501953","-20.2453002929688",NA,"Erva, ca. 20 cm. Corola rosa, cálice marrom vinho escuro.; Campo rupestre.","HUFU00066948","HUFU00066948","Resende, M.","2003","10","57119","auto",NA,NA,NA,"03"
"25","2021-02-05 11:38:48-03","UFU","HUFU","73475","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.",NA,"Romero, R.; Nakajima, J.N.","3463","1996","05","25",NA,"Brasil","Minas Gerais","São Roque de Minas","Serra Brava","-46.3657989501953","-20.2453002929688",NA,"Arbusto, ca. 1m. Corola lilás. Anteras creme. Filetes róseos.; Campo rupestre.","HUFU00070365",NA,"Romero, R.","2003","01","57119","auto",NA,NA,NA,NA
"26","2021-02-05 11:38:48-03","UFU","HUFU","10656","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.","Paratype","Nakajima, J.N.; Romero, R.; Zanini, E. & Simão, D.G.","1580","1995","11","24",NA,"Brasil","Minas Gerais","São Roque de Minas","Estrada para Serra Brava","-46.3657989501953","-20.2453002929688",NA,"Paratype.; Arbusto, ca. de 1.5 m. Corola púrpura, anteras creme, filetes róseos.; Campo rupestre.","HUFU00070335",NA,"Romero, R.","2003","01","57119","auto",NA,NA,NA,NA
"27","2021-02-05 11:38:48-03","UFU","HUFU","10651","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.","Paratype","Romero, R.; Nakajima, J.N.; Zanini, E. & Simão, D.G.","3234","1995","11","24",NA,"Brasil","Minas Gerais","São Roque de Minas","Garagem de Pedras","-46.3657989501953","-20.2453002929688",NA,"Paratype.; Arbusto, ca. de 1.2m. Corola purpura, anteras creme, filetes roseos.; Campo rupestre.","HUFU00070340",NA,"Romero, R.","2003","01","57119","auto",NA,NA,NA,NA
"28","2021-02-05 11:38:48-03","UFU","HUFU","19111","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.","Holotype","Nakajima, J.N.; Romero, R.","2130","1996","11","21",NA,"Brasil","Minas Gerais","São Roque de Minas","PARNA Serra da Canastra, Morro após o córrego dos Passageiros.","-46.3657989501953","-20.2453002929688",NA,"Subarbusto ca. de 0,5 m. Corola arroxeada, anteras creme, filetes arroxeados, frequente no local.; Campo rupestre.","HUFU00070333",NA,"Romero, R.","2003","01","57119","auto",NA,NA,NA,NA
"29","2021-02-05 11:38:48-03","UFU","HUFU","73480","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.",NA,"Romero, R.; Nakajima, J.N.; Farinaccio, M.A.; Furlan, A. & Prado, P.M.M.","4494","1997","08","21",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Naciomal da Serra da Canastra, Chapadão do Diamante","-46.3657989501953","-20.2453002929688",NA,"Arbusto ca. 1,5. Espécime testemunho para estudos de sementes. Frutos maduros avermelhados.; Campo rupestre.","HUFU00070370",NA,"Romero, R.","2003","01","57119","auto",NA,NA,NA,NA
"30","2021-02-05 11:38:48-03","UFU","HUFU","73478","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.",NA,"Romero, R.; Nakajima, J.N.","3517","1996","05","27",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Naciomal da Serra da Canastra, Garagem de pedras","-46.3657989501953","-20.2453002929688",NA,"Arbusto, ca. 1 m. Frutos maduros marrons (exemplar fixado e foto); Campo rupestre.","HUFU00070368",NA,"Romero, R.","2003","01","57119","auto",NA,NA,NA,NA
"31","2021-02-05 11:38:48-03","UFU","HUFU","73474","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.",NA,"Romero, R.; Nakajima, J.N. & Farinaccio, M.A.","4972","1998","01","10",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Naciomal da Serra da Canastra, Morro antes do córrego dos Passageiros","-46.3657989501953","-20.2453002929688",NA,"Subarbusto, ca. 1,5m. Corola arroxeada. Filetes róseos. Anteras cremes.; Campo rupestre.","HUFU00070364",NA,"Romero, R.","2003","01","57119","auto",NA,NA,NA,NA
"32","2021-02-05 11:38:48-03","UFU","HUFU","10537","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.","Paratype","Romero, R.; Nakajima, J.N.; Zanini, E. & Simão, D.G.","3185","1995","11","20",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Chapadão do Diamante","-46.3657989501953","-20.2453002929688",NA,"Paratype.; Arbusto ca. de 1m. Corola arroxeado-clara. Anteras creme. Filetes róseos.&nf;&nf;&nf;; Campo rupestre.","HUFU00070343",NA,"Romero, R.","2003","01","57119","auto",NA,NA,NA,NA
"33","2021-02-05 11:38:48-03","UFU","HUFU","15982","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.","Paratype","Nakajima, J.N.; Romero, R.; Farinaccio, M.A. & Roque, N.","2964","1997","10","17",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Chapadão do Diamante.","-46.3657989501953","-20.2453002929688",NA,"Paratype.; Arbusto ca. de 1,5 metro. Corola arroxeada. anteras creme. (material testemunho para estudos citogenéticos); Campo rupestre.","HUFU00070344",NA,"Romero, R.","2003","01","57119","auto",NA,NA,NA,NA
"34","2021-02-05 11:38:48-03","UFU","HUFU","15976","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.","Paratype","Nakajima, J.N.; Romero, R.; Farinaccio, M.A. & Roque, N.","2846","1997","10","15",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Chapadão do Diamante, fial da estrada.","-46.3657989501953","-20.2453002929688",NA,"Paratype.; Arbusto ca. de 1,5 metro. Corola arroxeada. anteras creme, filetes róseos.; Campo rupestre.","HUFU00070334",NA,"Romero, R.","2003","01","57119","auto",NA,NA,NA,NA
"35","2021-02-05 11:38:48-03","UFU","HUFU","8363","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.","Paratype","Romero, R.; Nakajima, J.N.; Zanini, E. & Cesar, R.","2000","1995","03","18",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para Sacramento, após a entrada para cachoeira da Casca D'Anta.","-46.3657989501953","-20.2453002929688",NA,"Paratype.; Subarbusto, ca. de 0,8 m. Corola rósea. Estames creme.; Afloramento rochoso em campo limpo.","HUFU00070339",NA,"Romero, R.","2003","01","57119","auto",NA,NA,NA,NA
"36","2021-02-05 11:38:48-03","UFU","HUFU","8428","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.","Paratype","Nakajima, J.N.; Nakajima, J.N.; Zanini, E. & Cesar, R.","901","1995","03","20",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Garagem de Pedras","-46.3657989501953","-20.2453002929688",NA,"Paratype.; Subarbusto, ca. de 0,8 m. Corola roxa. Estames creme.; Afloramento rochoso.","HUFU00070336",NA,"Romero, R.","2003","01","57119","auto",NA,NA,NA,NA
"37","2021-02-05 11:38:48-03","UFU","HUFU","7456","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.","Paratype","Romero, R.; et al.","1764","1995","01","12",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Garagem de Pedras.","-46.3657989501953","-20.2453002929688",NA,"Paratype.; Arbusto, ca. de 0,80 m. Corola lilás; anteras amarelas e filetes róseos.; Campo rupestre.","HUFU00070341",NA,"Romero, R.","2003","01","57119","auto",NA,NA,NA,NA
"38","2021-02-05 11:38:48-03","UFU","HUFU","73473","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.",NA,"Romero, R.; Nakajima, J.N.","3396","1996","03","22",NA,"Brasil","Minas Gerais","São Roque de Minas","Serra Brava","-46.3657989501953","-20.2453002929688",NA,"Subarbusto, ca. 1m. Corola arroxeada. anteras creme. Filetes róseos.; campo rupestre.","HUFU00070363",NA,"Romero, R.","2003","01","57119","auto",NA,NA,NA,NA
"39","2021-02-05 11:38:48-03","UFU","HUFU","10000","S","Plantae",NA,NA,"Melastomataceae","Pleroma","minus","Pleroma minus","(R.Romero & A.B.Martins) P.J.F. Guim. & Michelang.","Isotype","Romero, R.; Nakajima, J.N.; Klein, V.L.G. & Alcantara, M.B.","3000","1995","09","28",NA,"Brasil","Minas Gerais","São Roque de Minas","Serra Brava, Próximo ao Mirante.","-46.3657989501953","-20.2453002929688",NA,"Paratype.; Arbusto ca. de 1m. Hipanto verde, corola rósea, filetes róseos, anteras cremes. Frutos maduros amarronzados.; Campo rupestre.","HUFU00070338",NA,"Romero, R.","2003","01","57119","auto",NA,NA,NA,NA
"40","2021-02-23 13:22:50-03","MN","R-TIPOS","212035","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Svitramia","minor","Svitramia minor","R. Romero & A.B. Martins","Isotypus","Nakajima, J.N. ; Romero, R.","2130","1996","11","21",NA,"Brasil","Minas Gerais","São Roque de Minas",NA,"-46.3657989501953","-20.2453002929688",NA,NA,"R000212035","R000212035_001","Romero, R.","2003","01","57119","auto",NA,NA,NA,NA
"41","2017-11-30 11:00:29-02","CAS","CAS-BOT","573134","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Svitramia","minor","Svitramia minor","R. Romero",NA,"Romero, R.; Nakajima, J. N.; Zanini, E.; Simão, D. G.","3185","1995","11",NA,"South America","Brazil","Minas Gerais",NA,"Chapadão do Diamante, São Roque de Minas",NA,NA,NA,"Arbusto, ca. 1m. Corola arroxeado-clara. Anteras creme. Filetes róseos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"42","2017-11-30 11:13:13-02","CAS","CAS-BOT","573136","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Svitramia","minor","Svitramia minor","R. Romero",NA,"Romero, R.; Nakajima, J. N.; Farinaccio, M. A.; Roque, N.","2846","1997","10",NA,"South America","Brazil","Minas Gerais",NA,"Chapadão do Diamante, final da estrada, Parque Nacional da Serra da Canastra, São Roque de Minas",NA,NA,NA,"Arbusto ca.1, 5m. Corolla arroxeada. Anteras cremes, Filetes róseos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"43","2017-11-30 11:03:13-02","CAS","CAS-BOT","573135","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Svitramia","minor","Svitramia minor","R. Romero",NA,"Romero, R.; Nakajima, J. N.; Zanini, E.; Simão, D. G.","3185","1995","11",NA,"South America","Brazil","Minas Gerais",NA,"Chapadão do Diamante, São Roque de Minas",NA,NA,NA,"Arbusto, ca. 1m. Corola arroxeado-clara. Anteras creme. Filetes róseos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"44","2019-11-21 10:10:32-03","IBt","SP","366825","S","Plantae",NA,NA,"Melastomataceae","Svitramia","minor","Svitramia minor","R.Romero & A.B.Martins","Paratype","Romero, R; Nakajima, JN; Chautems, A; Peixoto, M","3243","1996","01","11",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Garagem de Pedras. Campo rupestre","-46.3657989501953","-20.2453002929688",NA,"Arbusto ca. 1,5 m. Corola arroxeada. Estames creme","SP001224","SP001224","Martins, AB; Romero, R","2003","01","57119","auto",NA,NA,NA,NA
"45","2019-11-21 10:10:32-03","IBt","SP","366824","S","Plantae",NA,NA,"Melastomataceae","Svitramia","minor","Svitramia minor","R.Romero & A.B.Martins","Isotype","Nakajima, JN; Romero, R","2130","1996","11","21",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro após o córrego dos Passageiroa. Campo rupestre","-46.3657989501953","-20.2453002929688",NA,"Subarbusto ca. 0,5 m. Corola arroxeada. Anteras creme. Filetes arroxeados. Frequente no local","SP001223","SP001223","Romero, R","2003","01","57119","auto",NA,NA,NA,NA
