"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","locality","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem"
"48","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1242481","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Centrosema","bracteosum","Centrosema bracteosum","Benth.",NA,"Hatschbach GG; Pereira E",NA,"1963","11","23","Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1242481 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1242481","NL-U1242481",NA,"Est. Parana (Brasil). Mun Ponta Grossa. Loc Vila Velha (Parque).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"49","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1242482","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Centrosema","bracteosum","Centrosema bracteosum","Benth.",NA,"Oldenburger FHF; Mecenas VV",NA,"1975","11","20","Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1242482 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1242482","NL-U1242482",NA,"D.F. Along road DF 6 to Planaltina, 1 km E of crossing with DF 15.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"50","2020-11-04 11:08:39-03","ESALQ","ESA","30721","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Queiroz, L.P.","Souza, V.C. ; Souza, J.P.","10951.0","1996","02","14",NA,"Brasil","São Paulo","Rancharia","-50.8899993896484","-22.2199993133545",NA,NA,"ESA030721",NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,"50606","auto",NA,NA,NA,NA
"51","2020-11-04 11:08:39-03","ESALQ","ESA","5832","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.",NA,"Dias, M.C. et al.",NA,"1989","12","11",NA,"Brasil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"ESA005832","ESA005832",NA,NA,NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA
"52","2020-11-04 11:08:39-03","ESALQ","ESA","22545","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Queiroz, L.P.","Souza, V.C. et al.","7098.0","1994","11","12",NA,"Brasil","São Paulo","Itapeva","-48.8699989318848","-23.9799995422363",NA,NA,"ESA022545","ESA022545",NA,NA,NA,NA,NA,NA,NA,NA,NA,"42926","auto",NA,NA,NA,NA
"53","2020-11-04 11:08:39-03","ESALQ","ESA","17475","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum",NA,NA,"Souza, V.C. et al.","7199.0","1994","11","13",NA,"Brasil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"ESA017475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA
"54","2020-11-04 11:08:39-03","ESALQ","ESA","94923","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.",NA,"Scaramuzza, C.A.M. et al.","719.0","1993","04","22",NA,"Brasil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"ESA094923","ESA094923",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA
"55","2021-01-14 15:28:55-03","MN","R","66919","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Pegazzo, B.V.","Dusén, P.K.H.",NA,"1904","03","03",NA,"Brasil","Paraná","Capão Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975","02","02",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-01-14 15:28:55-03","MN","R","66922","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Pegazzo, B.V.","Dusén, P.K.H.","4033","1904","03","12",NA,"Brasil","Paraná","Vila Velha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975","02","02",NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-01-14 15:28:55-03","MN","R","66923","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Pegazzo, B.V.","Dusén, P.K.H.","2878","1903","12","22",NA,"Brasil","Pará","Capão Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975","02","02",NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-01-14 15:28:55-03","MN","R","126862","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Pegazzo, B.V.","Trinta, E.F. 356; Santos, E.A.A. 356; Flaster, B. 388; Pabst, G. 5943 & Pereira, E. 6116",NA,"1961","10","18",NA,"Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,NA,"1975","02","02",NA,NA,"46557","auto",NA,NA,NA,NA
"59","2021-01-14 15:28:55-03","MN","R","126860","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Pegazzo, B.V.","Vidal, J.",NA,"1958","01",NA,NA,"Brasil","São Paulo","Itapeva","-48.8699989318848","-23.9799995422363",NA,NA,NA,NA,NA,NA,NA,NA,"1975","02","02",NA,NA,"42926","auto",NA,NA,NA,NA
"60","2021-04-04 23:42:48-03","UFPI","TEPB","22068","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum",NA,"R. C. Barneby","Gilberto Pedrallii",NA,NA,NA,NA,NA,"Brasil","Parana","Jaguariaiaiva",NA,NA,NA,"só ocorre na area de cerrado Ambiente: cerrado/mata galeria/mata de araucaria",NA,NA,NA,"solo arenoso, frequência abundante, ondulado",NA,NA,"1999","04","01",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-04-02 11:40:20-03","UFPI","TEPB","20273","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Glocimar Pereira da Silva","G. P. Silva","2311","1994","09","12",NA,"Brasil","Distrito Federal","Brasília","-47.833333","-15.683333",NA,"Erva rastejante; Ocasional Ambiente: Cerrado",NA,NA,NA,"Chapada da Contagem, entre o posto Colorado e a estação de cartografia do CCAEX","1200","1200","1994","03","01","47°50'00W","15°41'00S",NA,NA,NA,NA,NA,NA
"62","2021-04-06 14:38:34-03","UFPI","TEPB","1646","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.",NA,"DEL' ARCO, M. R.",NA,"1981","04","17",NA,"Brasil","Piauí","Ribeiro Gonçalves","-45.2421989440918","-7.55833005905151",NA,"erva, flor lilás Ambiente: Cerrado <ll>dwc_commonname:</ll> Chapada",NA,NA,NA,"Estação Ecológica de Uruçuí-Una",NA,NA,NA,NA,NA,NA,NA,"121004","auto",NA,NA,NA,NA
"63","2019-07-26 11:40:26-03","IPA","IPA","46971","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Fernández, A.; Bezerra, P.","Fernández, A.","46971","1980","08","23","Southern America","Brasil","São Paulo","São José do Rio Preto","-49.3699989318848","-20.8199996948242",NA,"Prostrada. Flores roxeadas","IPA0046971",NA,NA,NA,NA,NA,"1980","09","01",NA,NA,"20305","auto",NA,NA,NA,NA
"64","2019-02-22 11:46:18-03","IPA","IPA","52628","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Barneby, R.","Oldenburger, F.; Mecenas, V.V.; Mecenas, V.V.","1830","1975","11","20","Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,"Flowers dirty white to purple","IPA0052628",NA,NA,"Along road DF-6 to Planaltina, 1km E of crossing with DF-15. Cerrado with shrubs and low trees",NA,NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-02-22 11:46:18-03","IPA","IPA","52632","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Barneby, R.","Oldenburger, F.; Mecenas, V.V.; Mecenas, V.V.","1760","1975","11","13","Southern America","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,"Flowers white blue","IPA0052632",NA,NA,NA,NA,NA,"1991",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA
"66","2020-12-20 21:17:12-03","UFV","VIC","011837","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.",NA,"Meira, Neto J A","483","1989","12","07",NA,"Brasil","São Paulo","Águas de Santa Bárbara","-49.238899230957","-22.8805999755859",NA,"Planta reptante de frutos imaturos e flores lilases roxas.","VIC011837","VIC011837",NA,"Estado Ecologico de Santa Barbara, Em Cerrado.",NA,NA,NA,NA,NA,NA,NA,"18363","auto",NA,NA,NA,NA
"67","2020-12-20 21:17:12-03","UFV","VIC","11837","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Queiroz, L.P. de","Meira Neto, J.A.A.","483","1989","12","07",NA,"Brasil","São Paulo","Águas de Santa Bárbara","-49.238899230957","-22.8805999755859",NA,"Planta reptante com frutos imaturos e flores lilases-roxas.","VIC011837","VIC011837",NA,"Estado Ecológico de Santa Bárbara, Cerrado.",NA,NA,"1990",NA,NA,NA,NA,"18363","auto",NA,NA,NA,NA
"68","2019-11-21 14:36:10-03","UFJF","CESJ","7660","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","V.P. Barbosa","L. Krieger","CESJ7660","1969","12","22","América do Sul","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,"Cipó rasteiro, no campo. Flores com labelo lilás e o resto branco esverdeado.","CESJ007660",NA,NA,"Parque Estadual de Vila Velha",NA,NA,"1976","12","09",NA,NA,"46557","auto",NA,NA,NA,NA
"69","2021-04-07 11:43:53-03","UFMS","CGMS","3973","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","S.E.A. Chaves","U.M. Resende; J.M.S.J.","406","1991","03","27",NA,"Brasil","Mato Grosso do Sul","Miranda","-56.3783334","-20.2405555",NA,"Papilionoideae. Flor azul, vistosa. Habitat: Solo arenoso. Habito: Liana.","CGMS1018307",NA,NA,"Após o Abobral (primeira baía à esquerda). Solo arenoso.","125","125",NA,NA,NA,"-56,3783334","-20,2405555",NA,NA,NA,NA,NA,NA
"70","2021-04-07 11:43:53-03","UFMS","CGMS","33006","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","S.E.A. Chaves","F.R. Dário; A.G. Nave; R.F. Lopes; D.F. Bertani","1303","1997","06","10",NA,"Brasil","Mato Grosso","Vila Rica","-51.2","-9.9144444",NA,"Papilionoideae. Flor rosa. Fruto imaturo verde. Coordenadas originais 09°54#?#52,00'S 51°12#?#84,00'W Habitat: Floresta estacional semidecidual. Beira de estrada, borda de floresta. Habito: Liana. 3,00m de altura.","CGMS1062396",NA,NA,"Fazenda Ipê.",NA,NA,"2011","07","06","-51,2","-9,9144444",NA,NA,NA,NA,NA,NA
"71","2021-04-07 11:43:53-03","UFMS","CGMS","2713","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","S.E.A. Chaves","U.M. Resende; Eleno","97","1990","04","30",NA,"Brasil","Mato Grosso do Sul","Campo Grande","-54.6","-20.5",NA,"Papilionoideae. Flor roxa. Folhas compostas. Presença de gavinhas. Foolhas e caule com pêlos ásperos.","CGMS1018308",NA,NA,"Câmpus UFMS. Reserva Biológica.",NA,NA,NA,NA,NA,"-54,6","-20,5",NA,NA,NA,NA,NA,NA
"72","2021-04-07 11:43:53-03","UFMS","CGMS","2551","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","S.E.A. Chaves","E.S. Arruda",NA,"1989","11","14",NA,"Brasil","Mato Grosso do Sul","Campo Grande","-54.6","-20.5",NA,"Papilionoideae. Flor branca e lilás.","CGMS1018309",NA,NA,"Câmpus UFMS. Gramado do câmpus.",NA,NA,NA,NA,NA,"-54,6","-20,5",NA,NA,NA,NA,NA,NA
"73","2021-04-07 11:43:53-03","UFMS","CGMS","33000","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","S.E.A. Chaves","G.F. Árbocz; N.M. Ivanauskas; J.Y. Tamashiro; M.M.R. Silva","3869","1997","05","30",NA,"Brasil","Mato Grosso","Nova Bandeirantes","-57.8","-9.8383333",NA,"Papilionoideae. Flores brancas. Frutos verdes. Coordenadas originais 09°50#?#18,00' S 57°48#?#97,00'W Habitat: Flroesta ombrófila aberta. Solo tipo podzólico. Relevo suave ondulado. Habito: Liana herbácea.","CGMS1062390",NA,NA,"Estrada para Rolândia.",NA,NA,"2011","12","10","-57,8","-9,8383333",NA,NA,NA,NA,NA,NA
"74","2021-04-07 11:43:53-03","UFMS","CGMS","29519","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","S.E.A. Chaves","E.B. Santos; et al.","2","1998","08","28",NA,"Brasil","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,"Flor roxa. Habitat: Terrestre. Habito: Trepadeira","CGMS1058903",NA,NA,"Cerrado da UFMS. Próximo ao bioterio sobre uma cerca que faz divisão das áreas da UFMS. Encontrava-se sobre a planta várias abelhas e pocas lepidopteras.",NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA
"75","2019-11-27 13:48:37-03","UFS","ASE","24524","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Matos, GMA","Silva, TC; Ferreira, ES","1","2012","03","26","Southern America","Brasil","Sergipe","Aracaju","-38.135583","-10.923047",NA,"Herbacea. Cercade20cm. Flor roxa. Frequente.; Herbacea. Cercade20cm. Flor roxa. Frequente.; Restinga","ASE0030048","ASE0030048 ASE0030048_1 ASE0030048_2",NA,"Praia da Aruana, Próximo a AABB.",NA,NA,"2014","07","23","-38.135583","-10.923047",NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:30:07-03","UNICAMP","UEC","116731","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Fonseca, ML","Alvarenga, D","1279","1999","12","14",NA,"Brazil","Distrito Federal",NA,"-47.8975","-15.931944",NA,"Erva heliófita ca. 0,80m comp, decumbente. Casca lisa, folhas de cor verde, cartáceas, frutos imaturos de cor verde escuro. Raiz de uso mecinal para má digestão.; Cerrado atrás do antigo laboratório. Relevo plano. Latossolo vermelho.","UEC153848","UEC153848",NA,"Reserva Ecológica do IBGE.",NA,NA,"1999","12",NA,"-47.8975","-15.931944",NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:30:07-03","UNICAMP","UEC","167968","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Silva, GP","Silva, GP","2311","1994","09","12",NA,"Brazil","Distrito Federal","Brasília","-47.833333","-15.683333",NA,"Duplicatas: 5.&nf;Mat. Coletado: exsicata.&nf;Uso: taxonômico.&nf;Frequência: ocasional.&nf;Flor: &nf;Frutos: &nf;Hábito: erva rastejante.","UEC091701","UEC091701",NA,"Local: Chapada da Contagem, entre o Posto Colorado e a estação de cartografia do CCAEX.&nf;Ambiente: cerrado.&nf;Substrato: latossolo vermelho-amarelo, pouco estruturado.","1200","1200",NA,NA,NA,"-47.833333","-15.683333",NA,NA,NA,NA,NA,NA
"78","2021-03-01 16:30:07-03","UNICAMP","UEC","44786","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Queiroz, LP","Bicudo, LRH; Campos, CJ","284","1986","01","15",NA,"Brazil","São Paulo","Botucatu","-48.738611","-22.9",NA,"Planta rastreira. Flor lilás com centro esbranquiçado, sendo também a porção exterior da corola esbranquiçada.; Campo cerrado","UEC159004","UEC159004",NA,"A margem da Rodovia João Melão, que liga São Manuel a Avaré, no km 296.",NA,NA,"1998","09",NA,"-48.738611","-22.9",NA,NA,NA,NA,NA,NA
"79","2021-03-01 16:30:07-03","UNICAMP","UEC","7606","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Andrade, JB","Shepherd, GJ; Kinoshita, LS; Andrade, JB; Tamashiro, JY","3704","1976","11","28",NA,"Brazil","Goiás",NA,NA,NA,NA,"Herbácea, flores lilás.","UEC153845","UEC153845",NA,"Estrada Alto Paraiso/Campo Belo, km 8.",NA,NA,"1977","08","26",NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-01 16:30:07-03","UNICAMP","UEC","7718","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Graziela","Shepherd, GJ; Kinoshita, LS; Andrade, JB; Tamashiro, JY","3878","1976","12","01",NA,"Brazil","Minas Gerais",NA,NA,NA,NA,"Herbácea, prostrada, folhas largas e curtas, flores lilases, mancha branca no estandarte, estandarte com nervuras impressas.","UEC153847","UEC153847",NA,"Estrada Diamantina/Corinto, km 10.",NA,NA,"1981","01","13",NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-01 16:30:07-03","UNICAMP","UEC","7719","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.",NA,"Shepherd, GJ; Kinoshita, LS; Andrade, JB; Tamashiro, JY","3877","1976","12","01",NA,"Brazil","Minas Gerais",NA,NA,NA,NA,"Herbácea, prostrada, folhas estreitas, flores lilás, mancha branca no estandarte.","UEC153846","UEC153846",NA,"Estrada Diamantina/Corinto, km 10.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-01 16:30:07-03","UNICAMP","UEC","7604","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.",NA,"Semir, J; Shepherd, GJ; Salgado, PR; Andrade, JB","7270","1978","02","22",NA,"Brazil","Minas Gerais","Uberaba","-47.9319000244141","-19.7483005523682",NA,"Erva prostrada, flores roxas.; Cerrado.","UEC153849","UEC153849",NA,"40km de Uberada.","650","650",NA,NA,NA,NA,NA,"73879","auto",NA,NA,NA,NA
"83","2019-08-20 10:12:32-03","UNICAMP","UEC","139422","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Sá, KLVR","Sá, KLVR","361","2002","10","15",NA,"Brazil","Paraná","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,"Cipó; flores lilases.","UEC153844","UEC153844",NA,"Reserva Indígena São Jerônimo, Cerrado perturbado.",NA,NA,"2003",NA,NA,NA,NA,"30511","auto",NA,NA,NA,NA
"84","2021-03-01 16:30:07-03","UNICAMP","UEC","53505","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Mantovani, W","Dias, MC; et al.","s.n.","1989","12","11",NA,"Brazil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,"Caule volúvel, rasteira em campo. Flor azulada. Frequente.","UEC069997","UEC069997",NA,"Fazenda Charlote, Margens do Rio Iapó","750","750","1990",NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA
"85","2021-03-01 16:30:07-03","UNICAMP","UEC","55309","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Queiroz, LP","Meira Neto, JAA","483","1989","12","07",NA,"Brazil","São Paulo","Águas de Santa Bárbara","-49.238899230957","-22.8805999755859",NA,"Planta reptante com frutos imaturos e flores liláses-roxas.; Cerrado.","UEC154438","UEC154438",NA,"Estado Ecológico de Santa Barbára",NA,NA,"1991","07",NA,NA,NA,"18363","auto",NA,NA,NA,NA
"86","2021-03-01 16:30:07-03","UNICAMP","UEC","48210","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Queiroz, LP","Leitão Filho, HF; Rodrigues, RR; Martins, FR","20120","1988","02","18",NA,"Brazil","São Paulo","Assis","-50.4099998474121","-22.6599998474121",NA,"Trepadeita pu prostrado, flores rosa-creme.; Cerrado/cerradão","UEC154452","UEC154452",NA,"Estação Experimental do Instituto florestal",NA,NA,"1998","09",NA,NA,NA,"23972","auto",NA,NA,NA,NA
"87","2021-03-01 16:30:07-03","UNICAMP","UEC","62496","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Queiroz, LP","Bernacci, LC; Grombone-Guaratini, MT; Meira Neto, JAA","21459","1988","04","18",NA,"Brazil","São Paulo","Atibaia","-46.5499992370605","-23.1100006103516",NA,"Trepadeira, flores roxas, na trilha.; Trepadeira, flores roxas, na trilha.","UEC152540","UEC152540",NA,"Fazenda Grota Funda.",NA,NA,"1998","09",NA,NA,NA,"21675","auto",NA,NA,NA,NA
"88","2021-03-01 16:30:07-03","UNICAMP","UEC","7607","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Queiroz, LP","Gibbs, PE; Leitão Filho, HF; Semir, J; Shepherd, GJ","4226","1977","01","08",NA,"Brazil","São Paulo","Conchal","-47.1699981689453","-22.3299999237061",NA,"Corola lilás pálida com veias mais escuras. Rastejante; Cerrado.","UEC154436","UEC154436",NA,"Fazenda Campininha.",NA,NA,"2002","12",NA,NA,NA,"16903","auto",NA,NA,NA,NA
"89","2021-03-01 16:30:07-03","UNICAMP","UEC","77839","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Queiroz, L","Souza, VC; Miyagi, PH; Souza, JP","7199","1994","11","13",NA,"Brazil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,"escandente, corola róseo-arroxeada. Área de plantação de eucalipto recém cortada; Campo na beira do Rio Verde","UEC158766","UEC158766",NA,"Estrada Itararé-Bonsucesso.Fazenda Ibiti (Ripasa).",NA,NA,"1998","09",NA,NA,NA,"27729","auto",NA,NA,NA,NA
"90","2021-03-01 16:30:07-03","UNICAMP","UEC","36433","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Silveira, RG","Leitão Filho, HF; Martins, AB; Mantovani, W; Marcondes-Ferreira, W","15965","1984","02","12",NA,"Brazil","São Paulo","Itirapina","-47.8199996948242","-22.25",NA,"Prostrada, lenhosa, flores brancacentas.; Cerrado.","UEC154443","UEC154443",NA,"Estação Experimental do Instituto Florestal e arredores.",NA,NA,"1985","11","28",NA,NA,"22843","auto",NA,NA,NA,NA
"91","2021-03-01 16:30:07-03","UNICAMP","UEC","7608","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Queiroz, LP","Semir, J; Shepherd, GJ; Salgado, PR; Andrade, JB","7314","1978","02","23",NA,"Brazil","São Paulo","Itirapina","-47.8199996948242","-22.25",NA,"Subarbusto, prostrado, flores claras.; Cerrado.","UEC154439","UEC154439",NA,"Próximo à Rodovia W. Luiz.",NA,NA,"2002","12",NA,NA,NA,"22843","auto",NA,NA,NA,NA
"92","2021-03-01 16:30:07-03","UNICAMP","UEC","23681","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Queiroz, LP","Chiea, SAC; et al.","42","1980","02","11",NA,"Brazil","São Paulo","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,"Trepadeira. Vagens verdes.","UEC142149","UEC142149",NA,"Estação experimental de Mogi-Guaçú. Fazenda Campininha.",NA,NA,"1998","10",NA,NA,NA,"39309","auto",NA,NA,NA,NA
"93","2021-03-01 16:30:07-03","UNICAMP","UEC","7609","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Queiroz, LP","Tamashiro, JY; et al.","6529","1977","10","02",NA,"Brazil","São Paulo","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,"Herbácea até 50 cm, flores rocas.","UEC154441","UEC154441",NA,"Fazenda Campininha.",NA,NA,"2002","12",NA,NA,NA,"39309","auto",NA,NA,NA,NA
"94","2021-03-01 16:30:07-03","UNICAMP","UEC","7605","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Queiroz, LP","Leitão Filho, HF; Gibbs, PE","4046","1976","12","04",NA,"Brazil","São Paulo","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,"Prostrado. Flores rosadas.","UEC154437","UEC154437",NA,"Fazenda Campininha.",NA,NA,"1977","08","26",NA,NA,"39309","auto",NA,NA,NA,NA
"95","2021-03-01 16:30:07-03","UNICAMP","UEC","25156","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Queiroz, LP","Carvalho, RM; Ramos, J","11580","1980","10","16",NA,"Brazil","São Paulo","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,"Herbáceo, prostado, flor creme.","UEC154451","UEC154451",NA,"Fazenda Campininha.",NA,NA,"1998","09",NA,NA,NA,"39309","auto",NA,NA,NA,NA
"96","2020-06-29 09:30:19-03","UFRRJ","RBR","17500","S","Plantae",NA,NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","A. Frazão","A. Frazão","s.n.","1924","03","04",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"RBR00017500",NA,NA,"Avenida Maracanã",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"97","2021-03-21 19:34:52-03","UFC","EAC","8906","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Fernandes, A.; Bezerra, P.","Fernandes, A.","EAC8906","1980","08","23","Southern America","Brasil","São Paulo","São José do Rio Preto","-49.3699989318848","-20.8199996948242",NA,"Prostrada.. Flor Roxeada.","EAC0008906","EAC0008906",NA,".",NA,NA,"1980","09","01",NA,NA,"20305","auto",NA,NA,NA,NA
