"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"257","2021-03-15 16:37:00-03","NY","NYBG","4138548","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"H. Pittier","11873","1925","08","01","Venezuela","Aragua",NA,"Forest of the Ocumare valley",NA,NA,NA,NA,"500",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467932' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138548",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2021-03-15 16:37:00-03","NY","NYBG","01467535","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.","J. M. Pires","H. S. Irwin","48702","1960","10","14","Brazil","Amapá",NA,"Rio Oiapoque. Middle slopes of Mt. Tipac.","-51.32","3.6",NA,NA,"100","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1712181' target='other'> <mi>dwc_moreinfo</mi></a>","NY01467535","NY01467535_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2021-03-15 16:37:00-03","NY","NYBG","4138483","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"J. M. Schunke-Vigo","2291","1967","11","01","Peru","Huánuco","Pachitea","A orilla de la quebrada en bosque bajo en la quebrada de Shahuinto. Dtto. Honoria. En bosque alto en la quebrada de Shahuinto. Bosque Nacional de Iparia: Region de bosque seco tropical (sensu Tosi, 1960) a lo largo del Río Pachitea cerca del campamento Miel de Abeja (1 km arriba del pueblo de Tournavista o unos 20 km arriba de la confluencia con el Río Ucayali)",NA,NA,NA,NA,"300","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467867' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138483",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2021-03-15 16:37:00-03","NY","NYBG","556671","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.","R. Callejas Posada","L. Riedel","286",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=203432' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556671","NY00556671_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2021-03-15 16:37:00-03","NY","NYBG","251365","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"E. P. Killip","5552","1922","05","14","Colombia","Valle del Cauca",NA,"Cordillera Occidental; Clearing above La Cumbre",NA,NA,NA,NA,"1800","2100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=203444' target='other'> <mi>dwc_moreinfo</mi></a>","NY00251365","NY00251365_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2021-03-15 16:37:00-03","NY","NYBG","4138558","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"G. S. Bunting","12075","1982","11","10","Venezuela","Zulia","Mara","alrededores del Puesto El Bosque de la Guardia Nacional","-72.67","10.7931",NA,NA,"1450","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467942' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138558",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2021-03-15 16:37:00-03","NY","NYBG","4138469","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"E. P. Killip","29312","1929","09","18","Peru","Loreto",NA,"San Antonio, on Rio Itaya",NA,NA,NA,NA,"110",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467853' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138469",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2021-03-15 16:37:00-03","NY","NYBG","02691960","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"D. Cárdenas-López","15717","2004","10","04","Colombia","Meta","La Macarena","río Guayabero, terraza con potreros de pasto naturale razante","-73.78719444","2.209416667",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2351864' target='other'> <mi>dwc_moreinfo</mi></a>","NY02691960","NY02691960_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2021-03-15 16:37:00-03","NY","NYBG","01467519","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.","R. Callejas Posada","G. Eiten","5280","1963","02","01","Brazil","Amazonas","Manaus","In the forest reserve, Reserva Ducke, about 30 km from Manaus on the Manaus-Itacoatiara road. Near main house.","-59.9281883","-2.9548699",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1712001' target='other'> <mi>dwc_moreinfo</mi></a>","NY01467519","NY01467519_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2021-03-15 16:37:00-03","NY","NYBG","4138355","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"L. B. Holm-Nielsen","25956","1980","09","04","Ecuador","Esmeraldas",NA,"Río Santiago at Concepción","-79.82","1.05",NA,NA,"30",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467702' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138355","NY04138355_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2021-03-15 16:37:00-03","NY","NYBG","01467326","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.","R. Callejas Posada","I. L. do Amaral","1287","1983","05","18","Brazil","Pará","Itaituba","Estrada Santarém-Cuiabá, BR 163, km 1208, Serra Mazi, sul do Pará","-55.666667","-5.916667",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1713570' target='other'> <mi>dwc_moreinfo</mi></a>","NY01467326","NY01467326_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2021-03-15 16:37:00-03","NY","NYBG","4138557","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"G. S. Bunting","11213","1982","04","01","Venezuela","Zulia","Lagunillas","cuenca del Embalse Burro Negro (Pueblo Viejo): laderas occidentales de la Srranía de Zuruma o El Empalado, a lo largo del río Grande, unos 13 km al norte del Embalse, en bosque siempreverde original","-70.82","10.42",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467941' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138557",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2021-03-15 16:37:00-03","NY","NYBG","01467542","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.","R. Callejas Posada","S. R. Hill","13015","1983","07","08","Brazil","Amazonas",NA,"E bank of Rio Abacaxis, black water, across from Axinim, fazenda of Francisco Ceará.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1712229' target='other'> <mi>dwc_moreinfo</mi></a>","NY01467542","NY01467542_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2021-03-15 16:37:00-03","NY","NYBG","4138577","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"G. Davidse","18645","1980","06","26","Venezuela","Zulia","Colón","forested slopes at the settlement of Río de Oro along the Río de Oro, along the Venezuelan-Colombian border","-72.48","9.3",NA,NA,"30","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467961' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138577",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2021-03-15 16:37:00-03","NY","NYBG","4138347","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"G. W. Harling","3279","1958","11","15","Ecuador",NA,NA,"Prov. Napo-Pastaza: Canelos",NA,NA,NA,NA,"500",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467693' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138347",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2021-03-15 16:37:00-03","NY","NYBG","4138341","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"W. H. Camp","E11","1944","06","28","Ecuador",NA,NA,"Santiago-Zamora: Oriente: Valley of the río Zamora, east of Loja. Near Zamora",NA,NA,NA,NA,"900",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467687' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138341","NY04138341_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2021-03-15 16:37:00-03","NY","NYBG","330847","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.","R. Callejas Posada","C. Ehringhaus","307","1995","11","29","Brazil","Acre","Tarauacá","Rio Tarauacá, Area Indígena Praia do Carapaná, Colocaçao Remanso dos Botos (house of Joaquim Mana Paulo), right bank, ca. 1 km into the forest.","-71.3731","-8.4606",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=203381' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330847","NY00330847_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2021-03-15 16:37:00-03","NY","NYBG","4138510","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"T. R. van Andel","4295","2003","11","18","Suriname",NA,NA,"Brokopondo, Brownsberg, Bank of Witi Creek, at 3.4 km.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467894' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138510",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2021-03-15 16:37:00-03","NY","NYBG","00957465","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.","R. Callejas Posada","G. G. Hatschbach","25194","1970","10","25","Brazil","Mato Grosso do Sul","Rio Brilhante","Rio Santa Luzia.","-54.5464","-21.8019",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096870' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957465","NY00957465_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2021-03-15 16:37:00-03","NY","NYBG","4138249","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"M. H. Nee","39795","1990","11","08","Bolivia","Santa Cruz","Ichilo","vic. El Cairo, 5 km SW of Buena Vista","-63.7","-17.47",NA,NA,"325",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467595' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138249",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2021-03-15 16:37:00-03","NY","NYBG","4138261","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"S. G. Beck","538","1979","03","12","Bolivia","La Paz","Nor Yungas","Caranavi 28 kms hacia Coroico",NA,NA,NA,NA,"930",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467607' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138261",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2021-03-15 16:37:00-03","NY","NYBG","4138511","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"T. R. van Andel","4462","2003","11","22","Suriname",NA,NA,"Brokopondo, Brownsberg, Trail to Brownsbergtop.","-55.12","4.53",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467895' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138511",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2021-03-15 16:37:00-03","NY","NYBG","00957467","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.","R. Callejas Posada","G. T. Prance","59591","1964","10","23","Brazil","Goiás","Caiapônia","Serra do Caiapó. 50 km south of Caiaponia.","-51.8103","-16.9569",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096880' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957467","NY00957467_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2021-03-15 16:37:00-03","NY","NYBG","01467545","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"A. B. Anderson","1062","1984","10","08","Brazil","Pará","Barcarena","Ilha das Onças, property of Dona Alice Dumalakis.","-48.45","-1.42",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1712244' target='other'> <mi>dwc_moreinfo</mi></a>","NY01467545","NY01467545_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2021-03-15 16:37:00-03","NY","NYBG","556659","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.","T. G. Yuncker","R. L. Pérez-Moreau","s.n.","1942","07",NA,"Argentina","Misiones",NA,"Santa Ana",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=203400' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556659","NY00556659_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2021-03-15 16:37:00-03","NY","NYBG","4138340","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"B. Sparre","17977","1967","08","04","Ecuador","Los Ríos",NA,"Hacienda Clementina, between Babahoyo and Montalve",NA,NA,NA,NA,"20",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467686' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138340",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2021-03-15 16:37:00-03","NY","NYBG","4138477","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"S. F. Smith","116","1984","09","19","Peru","Madre de Dios",NA,"Secondary Floodplain Plot # 4, along Sunset Point Trail, Explorer's Inn, near the confluence of Rio Tambopata and Rio La Torre, 39 km SW of Puerto Maldonado","-69.33","-12.83",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467861' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138477",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2021-03-15 16:37:00-03","NY","NYBG","4138468","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"E. P. Killip","27037","1929","08","03","Peru","Loreto","Maynas",NA,NA,NA,NA,NA,"100",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467852' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138468",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2021-03-15 16:37:00-03","NY","NYBG","4138353","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"B. Øllgaard","35187","1980","07","24","Ecuador","Pastaza",NA,"Río Pastaza, between Destacamento Chiriboga and Apachi Entza","-76.92","-2.33",NA,NA,"285",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467700' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138353","NY04138353_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2021-03-15 16:37:00-03","NY","NYBG","01467518","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"J. A. Ratter","R5830","1987","03","24","Brazil","Roraima",NA,"SEMA: Ecological Station Ilha de Maracá. Rio Uraricoera, Furo de Marac''a near the eastern end of the island. Forest along the edge of the river (never flooded)","-61.416667","3.366667",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1711999' target='other'> <mi>dwc_moreinfo</mi></a>","NY01467518","NY01467518_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2021-03-15 16:37:00-03","NY","NYBG","1280760","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.","R. Callejas Posada","R. M. Harley","20190","1977","03","30","Brazil","Bahia","Barra do Choça","Serra da Conquista. Ca. 12 km SE of Barra do Choca on the road to Itapetinga","-40.52","-14.95",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1620321' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280760","NY01280760_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2021-03-15 16:37:00-03","NY","NYBG","330820","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.","R. Callejas Posada","C. Ehringhaus","208","1995","11","16","Brazil","Acre","Tarauacá","Rio Tarauacá, left bank, near Morada Nova","-71.1997","-8.3453",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=203379' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330820","NY00330820_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2021-03-15 16:37:00-03","NY","NYBG","4138230","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"M. H. Nee","39569","1990","10","29","Bolivia","Santa Cruz","Ichilo","Parque Nacional Amboro, W side of Rio Surutu, 2 km NE of El Carmen on trail to river crossing","-63.68","-17.52",NA,NA,"320",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467576' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138230",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2021-03-15 16:37:00-03","NY","NYBG","556656","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"L. P. Kvist","40273","1982","06","11","Ecuador","Pichincha",NA,"Km. 37 on the road from Santa Domingo to Quevedo","-79.42","-0.53",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=203449' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556656","NY00556656_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2021-03-15 16:37:00-03","NY","NYBG","4138570","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"E. Sanoja","2414","1989","01",NA,"Venezuela","Bolívar","Sucre","Pica desde Santa María de Erebato, 5 km al oeste del poblado","-64.82","4.98",NA,NA,"430",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467954' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138570",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2021-03-15 16:37:00-03","NY","NYBG","01467529","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.","R. Callejas Posada","E. Lleras","P17084","1973","08","02","Brazil","Amazonas",NA,"Rio Javari, north of Palmeiras airstrip","-72.8098297","-5.1177881",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1712104' target='other'> <mi>dwc_moreinfo</mi></a>","NY01467529","NY01467529_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2021-03-15 16:37:00-03","NY","NYBG","556653","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.","R. Callejas Posada","R. Vásquez Martínez","1831","1981","05","29","Peru","Loreto","Maynas","Pto. Alianza (Qda. Tamishiyacu)","-72.92","-4.13",NA,NA,"160","160","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=203388' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556653","NY00556653_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2021-03-15 16:37:00-03","NY","NYBG","4138357","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"M. Rios","71","1984","08","16","Ecuador","Pichincha",NA,"Carretera Quito-Puerto Quito, 10 km al N de la carretera principal, Km 113. Reserva Forestal ENDESA","-79.03","0.08",NA,NA,"650","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467704' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138357","NY04138357_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2021-03-15 16:37:00-03","NY","NYBG","556673","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.","T. G. Yuncker","G. G. Hatschbach","10091","1963","06","03","Brazil","Paraná","Fênix","Irapoa. Margens do Rio Ivai","-51.9792","-23.9161",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=203403' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556673","NY00556673_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2021-03-15 16:37:00-03","NY","NYBG","4138345","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"G. W. Harling","3509","1958","12","04","Ecuador",NA,NA,"Prov. Napo-Pastaza: Rio Napo, Puerto Napo",NA,NA,NA,NA,"700",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467691' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138345",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2021-03-15 16:37:00-03","NY","NYBG","02691881","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.","Z. Cordero P.","D. Cárdenas-López","22812","2009","06","03","Colombia","Vaupés","Mitú","Comunidad indígena Acaricuara, (camino La Floresta aTamacuari).","-70.23972222","0.676833333",NA,NA,"200",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2352157' target='other'> <mi>dwc_moreinfo</mi></a>","NY02691881","NY02691881_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2021-03-15 16:37:00-03","NY","NYBG","4138528","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"T. G. Yuncker","18767","1958","05","15","Trinidad and Tobago",NA,NA,"along Blancheusse road",NA,NA,NA,NA,"305","457","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467912' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138528",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2021-03-15 16:37:00-03","NY","NYBG","4138329","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"H. Balslev","2282","1982","04","10","Ecuador","Napo",NA,"Carretera Lago Agrio-Coco al 'Proyecto', salida al Shushufindi","-76.83","-6.25",NA,NA,"300",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467675' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138329","NY04138329_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2021-03-15 16:37:00-03","NY","NYBG","4138359","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"T. B. Croat","58594","1984","04","27","Ecuador","Napo",NA,"Along road between Baeza and Puerto El Carmen de Putomayo (on Río Putomayo at Colombian frontier), 43.7 km SE of Lago Agrio, 16.9 km SE of Dureno, 2.1 km W of Guarumo","-76.65","0.12",NA,NA,"240",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467706' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138359","NY04138359_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
