"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","777883","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides maurioides","T. M. C. da Silva","2001","01","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=722002' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777883","Magnoliophyta","Sapindales","maurioides","(Mart.) Kaastra","J. A. Kallunki","30","Pernambuco",NA,"São Laurenço da Mata. Estação Ecológica do Tapacurá","-34.9503","-8.0128","NY00777883_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01141695","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides pilocarpoides","M. G. da Silva","1978","05","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1503809' target='other'> <mi>dwc_moreinfo</mi></a>","NY01141695","Magnoliophyta","Sapindales","pilocarpoides","Kunth","J. A. Kallunki","3553","Pará",NA,"Rio Tocantins, Tucuruí, Vila do Repartimento.",NA,NA,"NY01141695_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1144885","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides","D. B. O. S. Cardoso","2008","01","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1299909' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144885","Magnoliophyta","Sapindales",NA,"Kunth",NA,"2296","Bahia","Itaberaba","ARIE Serra do Orobó, Fazenda Leão dos Brejos.","-40.5211","-12.4172","NY01144885_01","340","340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01141688","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides","A. S. L. da Silva","1977","10","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1503802' target='other'> <mi>dwc_moreinfo</mi></a>","NY01141688","Magnoliophyta","Sapindales",NA,"Kunth","J. A. Kallunki","61","Pará",NA,"13 Km from AMZA headquarters, road to sawmill, Serra dos Carajás","-50.1587141","-6.0719944","NY01141688_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","632070","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides maurioides","K. Almeida","2001","04","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721999' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632070","Magnoliophyta","Sapindales","maurioides","(Mart.) Kaastra","J. A. Kallunki","119","Pernambuco","Sao Lourenço da Mata","Estaçao Ecológica do Tapacurá","-34.95027778","-8.0127778","NY00632070_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","929102","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides pilocarpoides","R. Vilhena","1983","03","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995467' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929102","Magnoliophyta","Sapindales","pilocarpoides","Kunth","J. A. Kallunki","981","Maranhão",NA,"Estrada à direita entre Grajaú e Arame.",NA,NA,"NY00929102_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01141701","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides pilocarpoides","J. J. Strudwick","1981","07","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1503815' target='other'> <mi>dwc_moreinfo</mi></a>","NY01141701","Magnoliophyta","Sapindales","pilocarpoides","Kunth","J. A. Kallunki","3651","Pará",NA,"Ca. 23 km upstream from Lageira airstrip on Rio Maicuru, west bank, north side of Mutum stream","-54.43","-0.92",NA,"244","244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","929104","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides maurioides","M. dos R. Cordeiro","1976","11","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995469' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929104","Magnoliophyta","Sapindales","maurioides","(Mart.) Kaastra","J. A. Kallunki","1075","Mato Grosso","Matupá","Fazenda Cachimbo, sub. Base Projeto RADAM.","-54.9328","-10.0575","NY00929104_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01141706","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides pilocarpoides","C. A. Cid Ferreira","1984","06","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1504281' target='other'> <mi>dwc_moreinfo</mi></a>","NY01141706","Magnoliophyta","Sapindales","pilocarpoides","Kunth","J. A. Kallunki","4723","Rondônia","Cacoal","BR 364, rodovia Cuiabá-Porto velho, km 234, ao Norte da cidade, morro da Torre da EMBRATEL","-62.03","-11.2","NY01141706_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","929099","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides pilocarpoides","C. C. Berg","1973","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995464' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929099","Magnoliophyta","Sapindales","pilocarpoides","Kunth","J. A. Kallunki","P18392","Mato Grosso",NA,"Along road to new airstrip of Humboldt Center","-59.35","-10.2","NY00929099_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","929109","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides","C. C. Berg","1973","10","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995474' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929109","Magnoliophyta","Sapindales",NA,"Kunth","R. C. Kaastra","P18590","Mato Grosso",NA,"On road from Humboldt Centre to port on Rio Aripuanã","-59.35","-10.2","NY00929109_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","2422797","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides maurioides","M. M. Pignal","2009","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2673801' target='other'> <mi>dwc_moreinfo</mi></a>","NY02422797","Magnoliophyta","Sapindales","maurioides","(Mart.) Kaastra","J. A. Kallunki","3646","Bahia","Itapetinga",NA,"-40.4175","-15.2697","NY02422797_01","378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1758915","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides","W. W. Thomas","2012","02","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2013783' target='other'> <mi>dwc_moreinfo</mi></a>","NY01758915","Magnoliophyta","Sapindales",NA,"Kunth","J. A. Kallunki","15615","Paraíba","Sapé","RPPN Fazenda Pacatuba: Of the Usina Japungu.","-35.2806","-7.0833","NY01758915_01","50","75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01141702","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides","M. H. Nee","1987","03","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=45702' target='other'> <mi>dwc_moreinfo</mi></a>","NY01141702","Magnoliophyta","Sapindales",NA,"Kunth","J. A. Kallunki","34346","Rondônia","Aríquemes","15 km. N of Ariquemes on hwy. BR 364 and 1 km. E on Linea 75","-63.08","-9.78","NY01141702_01","175","175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01141689","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides","G. T. Prance","1977","11","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1503803' target='other'> <mi>dwc_moreinfo</mi></a>","NY01141689","Magnoliophyta","Sapindales",NA,"Kunth","J. A. Kallunki","25161","Pará",NA,"BR 163, km 885.5, Cuiabá-Santarém Highway","-54.975307","-8.725527","NY01141689_01","240","240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01141704","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides","M. H. Nee","1987","04","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=45703' target='other'> <mi>dwc_moreinfo</mi></a>","NY01141704","Magnoliophyta","Sapindales",NA,"Kunth","J. A. Kallunki","35029","Rondônia","Porto Velho","15.5 km. E of Campo Novo on road to Ariquemes","-63.5","-10.58","NY01141704_01","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","632087","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides","K. Almeida","2000","05","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=45700' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632087","Magnoliophyta","Sapindales",NA,"Kunth","J. A. Kallunki","58","Pernambuco","Sao Lourenço da Mata","Estaçao Ecológica de Tapacurá","-34.9503","-8.0128","NY00632087_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01141687","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides","W. W. Thomas","1986","06","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1503801' target='other'> <mi>dwc_moreinfo</mi></a>","NY01141687","Magnoliophyta","Sapindales",NA,"Kunth","J. A. Kallunki","5213","Rondônia","Porto Velho","Represa samuel: outcrop and surrounding forest near S end of E dike road","-63.25","-9.066667","NY01141687_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","632088","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides","E. L. Sette Silva","2000","10","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=45701' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632088","Magnoliophyta","Sapindales",NA,"Kunth","J. A. Kallunki","28","Pernambuco","Sao Lourenço da Mata","Estaçao Ecológica do Tapacurá","-34.95027778","-8.0127778","NY00632088_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","632085","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides","E. L. Sette Silva","2000","11","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=45698' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632085","Magnoliophyta","Sapindales",NA,"Kunth","J. A. Kallunki","36","Pernambuco","Sao Lourenço da Mata","Estaçao Ecológica do Tapacurá","-34.95027778","-8.0127778","NY00632085_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","632086","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides","T. M. C. da Silva","2000","07","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=45699' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632086","Magnoliophyta","Sapindales",NA,"Kunth","J. A. Kallunki","11","Pernambuco","Sao Lourenço da Mata","Estaçao Ecológica do Tapacurá","-34.95027778","-8.0127778","NY00632086_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","929107","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides maurioides","R. de Lemos Fróes","1937","12","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995472' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929107","Magnoliophyta","Sapindales","maurioides","(Mart.) Kaastra","J. A. Kallunki","11666","Maranhão",NA,"Rio Pindaré, Rapoza-Monção.",NA,NA,"NY00929107_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","777881","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides maurioides","K. Almeida","2000","05","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=722001' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777881","Magnoliophyta","Sapindales","maurioides","(Mart.) Kaastra","J. A. Kallunki","58","Pernambuco",NA,"São Laurenço da Mata. Estação Ecológica do Tapacurá","-34.9503","-8.0128","NY00777881_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","777880","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides maurioides","E. L. Sette Silva","2000","10","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=722000' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777880","Magnoliophyta","Sapindales","maurioides","(Mart.) Kaastra","J. A. Kallunki","28","Pernambuco",NA,"São Laurenço da Mata. Estação Ecológica do Tapacurá","-34.9503","-8.0128","NY00777880_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","929100","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides pilocarpoides","G. T. Prance","1973","10","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995465' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929100","Magnoliophyta","Sapindales","pilocarpoides","Kunth","J. A. Kallunki","18202","Mato Grosso","Aripuanã","Road from Humboldt Centre to new airport","-59.35","-10.2","NY00929100_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01141703","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides pilocarpoides","C. A. Cid Ferreira","1987","04","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1504278' target='other'> <mi>dwc_moreinfo</mi></a>","NY01141703","Magnoliophyta","Sapindales","pilocarpoides","Kunth","J. A. Kallunki","8945","Rondônia","Alvorada d'Oeste","BR-429 entre o Rio Machado e a cidade de Alvorada do Oeste a 22 Km da cidade.","-62.333333","-11.25","NY01141703_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01141696","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides pilocarpoides","D. C. Daly","1981","12","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1503810' target='other'> <mi>dwc_moreinfo</mi></a>","NY01141696","Magnoliophyta","Sapindales","pilocarpoides","Kunth","J. A. Kallunki","1662","Pará",NA,"Near Rio Itacaiunas: Approx. 80 km from Marabá; 37 km S on PA 150 and 50km WNW on service road.",NA,NA,"NY01141696_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01141699","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides pilocarpoides","J. J. Strudwick","1981","08","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1503813' target='other'> <mi>dwc_moreinfo</mi></a>","NY01141699","Magnoliophyta","Sapindales","pilocarpoides","Kunth","J. A. Kallunki","4267","Pará",NA,"Sete Varas airstrip on Rio Curua.","-55.1657197","-0.2209974","NY01141699_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","02591534","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides pilocarpoides","I. M. C. Rodrigues","2012","12","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2894640' target='other'> <mi>dwc_moreinfo</mi></a>","NY02591534","Magnoliophyta","Sapindales","pilocarpoides","Kunth","J. A. Kallunki","576","Pará","Canaã dos Carajás","Borda do Primeiro Aceiro da Pilha de Esteril S11D; beira de estrada.","-50.3287414","-6.4598394","NY02591534_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01141692","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides pilocarpoides","C. R. Sperling","1982","06","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1503806' target='other'> <mi>dwc_moreinfo</mi></a>","NY01141692","Magnoliophyta","Sapindales","pilocarpoides","Kunth","J. A. Kallunki","5979","Pará",NA,"Serra Norte, AMZA camp 3-Alfa","-50.55","-5.8","NY01141692_01","300","475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01141691","PreservedSpecimen","Plantae","Rutaceae","Esenbeckia","pilocarpoides","Esenbeckia pilocarpoides pilocarpoides","J. F. Ramos","1983","11","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1503805' target='other'> <mi>dwc_moreinfo</mi></a>","NY01141691","Magnoliophyta","Sapindales","pilocarpoides","Kunth","J. A. Kallunki","983","Pará","Tucuruí","BR-422, km 25, rio Caraipé","-49.7234774","-3.9700079","NY01141691_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
