"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","recordNumber","phylum","order","locality","infraspecificEpithet","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"1","2021-04-05 14:33:54-03","UNESC","CRI","8801","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.","Ronaldo dos Santos Júnior","2010","11","02","Ronaldo dos Santos Júnior","2010","11","02","Brasil","Santa Catarina","Bom Jardim da Serra","-49.626111","-28.340278","49º37'34''W","28º20'25''S","CRI006102","CRI006102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-05 14:33:54-03","UNESC","CRI","12027","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.","Guilherme Lodetti",NA,NA,NA,"Guilherme Alves Elias; Guilherme Lodetti; Robson dos Santos & Peterson Teodoro Padilha","2016","07","28","Brasil","Santa Catarina","Grão Pará","-49.392222","-28.156389","49º23'32''W","28º9'23''S","CRI010205","CRI010205","450","450","Habito: Arbustivo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-04-05 14:33:54-03","UNESC","CRI","8236","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.","Vanilde Citadini-Zanette","2003",NA,NA,"Ronaldo Remor","2003","01","08","Brasil","Santa Catarina","Siderópolis","-49.431667","-28.595833","49º25'54''W","28º35'45''S","CRI006112","CRI006112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-04-05 14:33:54-03","UNESC","CRI","11875","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.","Jean Gabriel Cemim, Marciel Fernandes & Kleber Emerick","2009","08","04","Jean Gabriel Cemin; Marciel Fernandes e Kleber Emerick","2009","08","04","Brasil","Santa Catarina","Turvo","-49.685","-28.915556","49º41'6''W","28º54'56''S","CRI006099","CRI006099","30","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-04-05 14:33:54-03","UNESC","CRI","7870","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.","Vanilde Citadini-Zanette","2008","04","20","Jean Gabriel Cemin","2007","12","21","Brasil","Santa Catarina","Turvo","-49.681944","-28.927778","49º40'55''W","28º55'40''S","CRI006101","CRI006101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-04-05 14:33:54-03","UNESC","CRI","11896","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.","Jean Gabriel Cemim, Marciel Fernandes & Kleber Emerick","2009","08","04","Jean Gabriel Cemin; Marciel Fernandes e Kleber Emerick","2009","08","04","Brasil","Santa Catarina","Turvo","-49.685","-28.915556","49º41'6''W","28º54'56''S","CRI006098","CRI006098","30","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2020-09-23 10:42:25-03","E","E","100764","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum",NA,NA,NA,NA,NA,"Bridgewater, S., Ratter, J.A., Filho, J.F. & Dias, T.","1999","08","12","BR",NA,NA,NA,NA,NA,NA,"E00100764",NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00100764 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:109906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2020-09-23 10:42:25-03","E","E","287409","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum",NA,NA,NA,NA,NA,"Howorth, R.; Colonnello, G.","1999","06","03","VE",NA,NA,NA,NA,NA,NA,"E00287409",NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00287409 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","W. Tropical South America","herbarium specimen of unspecif","BGBASE:298702","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2020-09-23 10:42:25-03","E","E","202853","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum",NA,NA,NA,NA,NA,"Lima, J.C.M.; Simon, M.F.","1999","02","04","BR",NA,NA,NA,NA,NA,NA,"E00202853",NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00202853 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:217299","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2020-09-23 10:42:25-03","E","E","206998","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum",NA,NA,NA,NA,NA,"Farias, R.; De Carvalho, A.M.; De Carvalho, J.A.; De Carvalho, V.M.; Milhomens Fonseca, L.C.; Proença, C.; Potzernheim, M.L.; Rosa Cardosa, O.G.","1998","09","06","BR",NA,NA,NA,NA,NA,NA,"E00206998",NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00206998 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:217737","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2020-09-23 10:42:25-03","E","E","198795","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum",NA,NA,NA,NA,NA,"Pennington, T.D.; Reynel, C.; Daza, A.","2001","08","30","PE",NA,NA,NA,NA,NA,NA,"E00198795",NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00198795 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","W. Tropical South America","herbarium specimen of unspecif","BGBASE:208417","17299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:42:25-03","E","E","177767","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum",NA,NA,NA,NA,NA,"Vlastimil, Z. & Jaramillo, J.","1987","11","20","EC","Pichincha",NA,NA,NA,NA,NA,"E00177767",NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00177767 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","W. Tropical South America","herbarium specimen of unspecif","BGBASE:193235","2985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","555606","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.","R. Callejas Posada",NA,NA,NA,"Buttura","1979","02","21","Brazil","Paraná","Foz do Iguaçu","-54.5881","-25.5481",NA,NA,"NY00555606","NY00555606_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=676017' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"459","Magnoliophyta","Piperales","Porto Alvorada",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","4134566","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.",NA,NA,NA,NA,"V. Zak","1988","04","17","Ecuador","Pichincha",NA,"-78.5","-0.42",NA,NA,"NY04134566","NY04134566_01","1300","1550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4456649' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"3464","Magnoliophyta","Piperales","Carretera Quito-Aloag-Santo Domingo, 15 km al sur de la carretera. Pampas Argentinas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","4134707","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.",NA,NA,NA,NA,"B. Maguire","1944","04","08","Suriname",NA,NA,NA,NA,NA,NA,"NY04134707",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4456838' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"22784","Magnoliophyta","Piperales","bordered on both sides by swamps and marshes, 3 km n. of Paramaribo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01421149","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.",NA,NA,NA,NA,"S. G. da Fonsêca","1967","01","20","Brazil","Pará","Belém","-48.5044","-1.45583",NA,NA,"NY01421149","NY01421149_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1665969' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"171","Magnoliophyta","Piperales","Maguaré.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","4134605","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.",NA,NA,NA,NA,"D. A. Neill","1985","02","17","Ecuador","Pastaza",NA,"-78.1","-1.45",NA,NA,"NY04134605","NY04134605_01","1100",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4456688' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"5972","Magnoliophyta","Piperales","Hacienda San Antonio de Baron con Humboldt, 2 km al NE de Mera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","4134769","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum aduncum","L.",NA,NA,NA,NA,"J. Saunders","1980","01","20","Venezuela","Sucre",NA,NA,NA,NA,NA,"NY04134769",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4456902' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"109","Magnoliophyta","Piperales","highway from Cumaná to Caripe","aduncum",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","4134591","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.",NA,NA,NA,NA,"J. A. Hart","1978","06","14","Ecuador","Zamora-Chinchipe",NA,NA,NA,NA,NA,"NY04134591","NY04134591_01","860",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4456674' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"1558","Magnoliophyta","Piperales","Near Pangui",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4134603","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.",NA,NA,NA,NA,"W. H. Camp","1944","06","28","Ecuador",NA,NA,NA,NA,NA,NA,"NY04134603","NY04134603_01","900",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4456686' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"E12","Magnoliophyta","Piperales","Santiago-Zamora: (Oriente): Valley of the río Zamora, east of Loja. Near Zamora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","555613","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.",NA,NA,NA,NA,"R. M. Harley","1980","05","18","Brazil","Bahia","Maraú","-38.92","-14.02",NA,NA,"NY00555613","NY00555613_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=676075' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"22223","Magnoliophyta","Piperales","Coastal Zone. Ca. 11 km North from turning to Maraú along road to Campinho. G9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","555587","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.","L. J. Dorr",NA,NA,NA,"L. J. Dorr","1995","07","06","Venezuela","Trujillo","Boconó","-70.2","9.22",NA,NA,"NY00555587","NY00555587_01","2100","2500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=676005' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"7995","Magnoliophyta","Piperales","Parque Nacional Guaramacal, road from Boconó to Guaramacal, SE of Boconó. N slope of mountain",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01421139","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.",NA,NA,NA,NA,"G. A. Black","1950","10","05","Brazil","Pará","Belém","-48.4447503","-1.4380977",NA,NA,"NY01421139","NY01421139_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1665924' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"50-10222","Magnoliophyta","Piperales","Capoeira 157 L; I. A. N.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","679950","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.","M. Carvalho-Silva",NA,NA,NA,"J. F. Ramos","1966","07","11","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00679950","NY00679950_01","900","1150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=854695' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"6601","Magnoliophyta","Piperales","Barragem Paranoá, E across the lake from Brasília.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","4134766","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum aduncum","L.",NA,NA,NA,NA,"T. B. Croat","1973","02","12","Venezuela","Miranda",NA,NA,NA,NA,NA,"NY04134766",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4456899' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"21653","Magnoliophyta","Piperales","Parque National Guatopo: 10 km east of entrance near santa Teresa","aduncum",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","4134590","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.",NA,NA,NA,NA,"C. E. Cerón Martínez","1987","09","25","Ecuador","Pichincha","Quito","-78.5","0.08",NA,NA,"NY04134590","NY04134590_01","1800","3356","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4456673' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"2243","Magnoliophyta","Piperales","Parroquia Calacali. Reserva Gobotánica Pululahua. Alrededores del Pailón",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","4134819","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum cuatrecasasii","(Trel.) Yunck.",NA,NA,NA,NA,"J. A. Steyermark","1945","05","18","Venezuela","Sucre",NA,NA,NA,NA,NA,"NY04134819",NA,"230","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4456961' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"62806","Magnoliophyta","Piperales","along Río Guagua, tributary to Río Manzanares, above valley of Cumanacoa, above Cuchivano","cuatrecasasii",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00957071","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.","E. F. Guimarães",NA,NA,NA,"W. R. Anderson","1973","03","23","Brazil","Goiás","São João d'Aliança","-47.5","-14.73",NA,NA,"NY00957071","NY00957071_01","1040","1040","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086012' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"7836","Magnoliophyta","Piperales","3 km by road S of São João da Aliança. Serra Geral do Paraná.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","194136","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.","R. Callejas Posada",NA,NA,NA,"A. J. Kayuk N.","1986","04","10","Ecuador","Morona-Santiago",NA,"-78.63","-3.45",NA,NA,"NY00194136","NY00194136_01","1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=676032' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"11","Magnoliophyta","Piperales","El Centro Shuar Kayamas; Rio Cuyes; 10k al sureoste del Gualaquiza",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00957099","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.","T. G. Yuncker",NA,NA,NA,"P. Clausen","1838",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NY00957099","NY00957099_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086242' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"265","Magnoliophyta","Piperales","Brésil (Minas Geraes)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","4134494","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.",NA,NA,NA,NA,"M. H. Nee","1988","12","21","Bolivia","Santa Cruz","Ichilo","-63.72","-17.63",NA,NA,"NY04134494",NA,"375",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4456577' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"37337","Magnoliophyta","Piperales","Parque Nacional Amboro, along Rio Saguayo, 1.5 - 3 km NE of entrance into first Andean foothills",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","4134786","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum brachyarthrum","(Trel.) Yunck.",NA,NA,NA,NA,"J. A. Steyermark","1966","09","05","Venezuela","Trujillo",NA,NA,NA,NA,NA,"NY04134786",NA,"1800",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4456925' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"97364","Magnoliophyta","Piperales","selva nublada, alrededores de un pantano grande entre Boconó y El Batatal","brachyarthrum",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01421140","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.",NA,NA,NA,NA,"J. M. Poole","1979","06","29","Brazil","Amazonas",NA,NA,NA,NA,NA,"NY01421140","NY01421140_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1665940' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"1734","Magnoliophyta","Piperales","Tapereira (cemetery and old fort) and São Tomé and vinicity.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","4134602","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.",NA,NA,NA,NA,"W. H. Camp","1944","11","12","Ecuador",NA,NA,NA,NA,NA,NA,"NY04134602","NY04134602_01","533","762","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4456685' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"E950","Magnoliophyta","Piperales","Santiago-Zamora: (Oriente): Near Mendez. Upland between the ríos Paute and Upano",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","555591","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.","R. Callejas Posada",NA,NA,NA,"J. C. Betancur","1989","08","14","Colombia","Meta",NA,"-74.2767","3.1817",NA,NA,"NY00555591","NY00555591_01","510","510","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=676030' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"1399","Magnoliophyta","Piperales","Mun. Mesetas: Inspección de Polícia  La Uribe; Vereda El Mirador",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","555616","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.","R. Callejas Posada",NA,NA,NA,"G. G. Hatschbach","1971","08","12","Brazil","Paraná","Chopinzinho","-52.5231","-25.8558",NA,NA,"NY00555616","NY00555616_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=676020' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"26911","Magnoliophyta","Piperales","Reserva Indigena",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","02852786","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.","R. Callejas Posada",NA,NA,NA,"A. R. S. de Oliveira","1994","06","21","Brazil","Acre","Porto Acre","-67.63","-9.75",NA,NA,"NY02852786","NY02852786_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=676013' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"269","Magnoliophyta","Piperales","Reserva Florestal do Humaitá-UFAC.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","196149","PreservedSpecimen","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.","R. Callejas Posada",NA,NA,NA,"J. Salick","1988","07","14","Peru","Pasco","Oxapampa","-75.2","-10.15",NA,NA,"NY00196149","NY00196149_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=676038' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"7676","Magnoliophyta","Piperales","Central Selva, Palcazu Valley, Iscozacin above PEPP project camp",NA,NA,NA,NA,NA,NA,NA,NA,NA
