"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","eventTime","individualCount","sex"
"11","2021-03-01 16:25:57-03","UNICAMP","UEC","111321","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","leucodendron","Vernonia leucodendron","(Mattf.) MacLeish","Moraes, MD; Aona, LYS","521","2000","03","26",NA,"Brazil","Bahia","Rio de Contas","trilha para Pico Itobira.","-41.8114013671875","-13.5789003372192",NA,"arbusto em forma de candelabro, 1m, flores róseas.; campo rupestre.","UEC138045","UEC138045","Aona, LYS",NA,NA,NA,NA,NA,"1330","1330","49773","auto",NA,NA,NA,NA,NA,NA
"12","2014-10-14 15:56:23-03","BS","M","M-0029447","S","Plantae","Magnoliophyta","Asterales","Asteraceae","Eremanthus","leucodendron","Eremanthus leucodendron","Mattf.","Luetzelburg, P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Rio de Contas, Staat Bahia, Almas, Carrasco.",NA,NA,NA,NA,"M0029447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"HOLOTYPE",NA,NA,NA
"13","2014-10-14 15:56:26-03","BS","M","M-0029446","S","Plantae","Magnoliophyta","Asterales","Asteraceae","Vernonia","leucodendron","Vernonia leucodendron","(Mattf.) MacLeish","Luetzelburg, P. von",NA,"1913","07","31",NA,"Brasil",NA,NA,"Brasilia: Bahia. Serra das Almas.",NA,NA,NA,NA,"M0029446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"NOTATYPE","21:00",NA,NA
"14","2020-12-11 11:32:53-03","UFMG","BHCB","180269","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","leucodendron","Eremanthus leucodendron","Mattf.","Fernandes, AC; Viana, PL; Mota, NFO; Paula, LFA; Jorge, TB","222","2010","10","13","Southern America","Brasil","Bahia","Rio de Contas","Pico das Almas, Trilha subida para o pico.","-41.935556","-13.54975",NA,"Flores roxas.; Campo rupestre.","BHCB032638",NA,NA,"2016",NA,NA,"-41.935556","-13.54975","1519","1519",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-11 11:33:12-03","UFMG","BHCB","165257","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophorella","leucodendron","Lychnophorella leucodendron",NA,"Freitas, FS; Machado, TM","122","2013","07","24","Southern America","Brasil","Bahia","Rio de Contas","Parque Nacional da Chapada Diamantina, Trilha para Cachoeira do Camburu","-41.8114013671875","-13.5789003372192",NA,"Arbusto, ca 1,0m. Invólucro verde, flores lilás. Início da trilha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA
"16","2016-01-19 05:29:00-02","MO","MOBOT","3326827","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","leucodendron","Eremanthus leucodendron","Mattf.","R.M. Harley|Ana M. Giulietti|B.L. Stannard|David J.N. Hind","Harley 26351","1988",NA,NA,"South America","Brazil","Bahia",NA,"Rio de Contas. Pico das Almas. Vertente leste. Subida do pico do campo norte do Queiroz.","-41.96666","-13.53333",NA,NA,NA,NA,"D. J. N. Hind",NA,NA,NA,NA,NA,"1650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-03 15:39:00-03","MO","MOBOT","101249190","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophorella","leucodendron","Lychnophorella leucodendron","(Mattf.) Loeuille, Semir & Pirani","Ph. von Lützelburg","Lützelburg 242","1913","8",NA,"South America","Brazil","Bahia","Rio de Contas","Serra das Almas, Carrasco","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"fide Loeuille et al.",NA,NA,NA,NA,NA,"1600.00000000",NA,"49773","auto",NA,NA,"Lectotype",NA,"1",NA
"18","2020-09-12 05:00:02-03","US","US","3254203","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Eremanthus","leucodendron","Eremanthus leucodendron","Mattf.","W. Ganev","727","1992","7","25","South America - Neotropics","Brazil","Bahia",NA,"Catolés. município de Abaíra: Campos da Serra do Bicota","-41.85","-13.32",NA,NA,"US01636009","US01636009_01",NA,NA,NA,NA,NA,NA,"1600",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"19","2020-09-12 05:00:02-03","US","US","3254001","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Eremanthus","leucodendron","Eremanthus leucodendron","Mattf.","R. M. Harley","26351","1988","11","10","South America - Neotropics","Brazil","Bahia",NA,"Mun.: Rio de Contas. Pico das Almas. Vertente leste. Subida do pico do campo norte do Qeuiroz","-41.97","-13.53",NA,NA,"US01636012","US01636012_01",NA,NA,NA,NA,NA,NA,"1650",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"20","2020-09-12 05:00:02-03","US","US","3319384","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Eremanthus","leucodendron","Eremanthus leucodendron","Mattf.","W. Ganev","2449",NA,NA,NA,"South America","Brazil",NA,NA,"Bahia, Município de Rio de Contas: Mato Grosso, próximo à lavra avelha final da estrada","-41.83","-13.45",NA,NA,"US01636010","US01636010_01",NA,NA,NA,NA,NA,NA,"1500",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"21","2020-09-12 05:00:02-03","US","US","3254221","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Eremanthus","leucodendron","Eremanthus leucodendron","Mattf.","W. Ganev","370","1992","5","25","South America - Neotropics","Brazil","Bahia",NA,"Município de Abaíra: Veio de Cristais","-41.88","-13.33",NA,NA,"US01636011","US01636011_01",NA,NA,NA,NA,NA,NA,"1800",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"22","2019-11-13 11:16:27-03","USP","SPF","215023","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophorella","leucodendron","Lychnophorella leucodendron","(Mattf.) Loeuille, Semir & Pirani","Loeuille, B","670","2012","05","26",NA,"Brasil","Bahia","Rio de Contas","Chapada Diamantina, Pico das Almas.","-41.961083","-13.524722",NA,NA,"SPF00215023",NA,"Loeuille, B","2012",NA,NA,"-41.961083","-13.524722","1691","1691",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-10-07 09:11:26-03","UEFS","HUEFS","251868","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Eremanthus","leucodendron","Eremanthus leucodendron","Mattf.","Harley, R.M.","58378","2019","05","27",NA,"Brasil","Bahia","Rio de Contas","Distrito Mato Grosso. Proximidades do Betancourt. Trilha para o Pico de Itobira.","-41.8475","-13.431111",NA,"Área aberta e plana, campo rupestre com afloramentos rochosos, sobre areia e cascalho de quartzito.","HUEFS0251868",NA,NA,NA,NA,NA,"41W50'51''","13S25'52''","1402","1402",NA,NA,"Asteranae",NA,NA,NA,NA,NA
"24","2019-10-07 09:11:26-03","UEFS","HUEFS","251923","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Eremanthus","leucodendron","Eremanthus leucodendron","Mattf.","Harley, R.M.","58434","2019","06","18",NA,"Brasil","Bahia","Rio de Contas","Distrito de Mato Grosso. Acima de Betancourt, próximo ao Rio da Samambaia.","-41.833611","-13.437222",NA,"Campo rupestre com afloramentos rochosos.","HUEFS0251923",NA,NA,NA,NA,NA,"41W50'1''","13S26'14''","1436","1436",NA,NA,"Asteranae",NA,NA,NA,NA,NA
"25","2019-10-07 09:11:39-03","UEFS","HUEFS","11170","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","leucodendron","Lychnophorella leucodendron","(Mattf.) Loeuille, Semir & Pirani","Ganev, W.","727","1992","07","25",NA,"Brasil","Bahia","Abaíra",NA,"-41.85","-13.316667",NA,NA,"HUEFS0011170","HUEFS0011170 HUEFS0011170_e1","J.B.Cândido","2018","10",NA,"41W51'","13S19'","1600","1600",NA,NA,"Asteranae",NA,NA,NA,NA,NA
"26","2019-10-07 09:11:39-03","UEFS","HUEFS","10813","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","leucodendron","Lychnophorella leucodendron","(Mattf.) Loeuille, Semir & Pirani","Ganev, W.","370","1992","05","25",NA,"Brasil","Bahia","Abaíra",NA,"-41.883333","-13.333333",NA,NA,"HUEFS0010813","HUEFS0010813 HUEFS0010813_e1","J.B.Cândido","2018","10",NA,"41W53'","13S20'","1800","1800",NA,NA,"Asteranae",NA,NA,NA,NA,NA
"27","2019-10-07 09:11:39-03","UEFS","HUEFS","15988","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","leucodendron","Lychnophorella leucodendron","(Mattf.) Loeuille, Semir & Pirani","Ganev, W.","2449","1993","10","07",NA,"Brasil","Bahia","Rio de Contas",NA,"-41.833333","-13.45",NA,NA,"HUEFS0015988","HUEFS0015988 HUEFS0015988_e1","J.B.Cândido","2018","10",NA,"41W50'","13S27'","1500","1500",NA,NA,"Asteranae",NA,NA,NA,NA,NA
"28","2019-10-07 09:11:39-03","UEFS","HUEFS","28796","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","leucodendron","Lychnophorella leucodendron","(Mattf.) Loeuille, Semir & Pirani","Harley, R.M.","PCD4469","1996","11","18",NA,"Brasil","Bahia","Rio de Contas","Serra da Marsalina (Serra da antena de TV)","-41.831944","-13.592778",NA,"solo arenoso e litólico","HUEFS0028796","HUEFS0028796 HUEFS0028796_e1","J.B.Cândido","2018","10",NA,"41W49'55''","13S35'34''","1020","1020",NA,NA,"Asteranae",NA,NA,NA,NA,NA
"29","2019-10-07 09:11:39-03","UEFS","HUEFS","63532","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","leucodendron","Lychnophorella leucodendron","(Mattf.) Loeuille, Semir & Pirani","Harley, R.M.","PCD4277","1996","11","15",NA,"Brasil","Bahia","Rio de Contas","Sopé do Pico do Itabira.","-41.888333","-13.3675",NA,"Campo rupestre.","HUEFS0063532","HUEFS0063532 HUEFS0063532_e1","J.B.Cândido","2018","10",NA,"41W53'18''","13S22'3''","1540","1540",NA,NA,"Asteranae",NA,NA,NA,NA,NA
"30","2019-10-07 09:11:39-03","UEFS","HUEFS","74138","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","leucodendron","Lychnophorella leucodendron","(Mattf.) Loeuille, Semir & Pirani","Andrade, M.J.G.","353","2003","05","31",NA,"Brasil","Bahia","Abaíra","Catolés, no Morro do Vira-saia, Chapada Diamantina.","-41.85","-13.316667",NA,"Campo Rupestre.","HUEFS0074138","HUEFS0074138 HUEFS0074138_e1","J.B.Cândido","2018","11",NA,"41W51'","13S19'",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"31","2019-10-07 09:11:39-03","UEFS","HUEFS","74689","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","leucodendron","Lychnophorella leucodendron","(Mattf.) Loeuille, Semir & Pirani","Giulietti, A.M.","2253","2003","04","16",NA,"Brasil","Bahia","Rio de Contas","Arapiranga. Próximo ao Rio da Galinha. Serra do Porco Gordo.","-41.752778","-13.441944",NA,"Campo rupestre, sobre as pedras.","HUEFS0074689",NA,"B.Loeuille","2011","11",NA,"41W45'10''","13S26'31''","1240","1240",NA,NA,"Asteranae",NA,NA,NA,NA,NA
"32","2019-10-07 09:11:39-03","UEFS","HUEFS","14644","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","leucodendron","Lychnophorella leucodendron","(Mattf.) Loeuille, Semir & Pirani","Ganev, W.","2057","1993","08","09",NA,"Brasil","Bahia","Rio de Contas",NA,"-42.4","-13.816667",NA,NA,"HUEFS0014644",NA,"B.Loeuille","2011","11",NA,"42W24'","13S49'","1400","1400",NA,NA,"Asteranae",NA,NA,NA,NA,NA
"33","2019-10-07 09:11:39-03","UEFS","HUEFS","203460","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","leucodendron","Lychnophorella leucodendron","(Mattf.) Loeuille, Semir & Pirani","Loeuille, B.","347","2007","09","19",NA,"Brasil","Bahia","Catolés","Campo da Bicota.","-41.85",NA,NA,"Campo rupestre.","HUEFS0203460","HUEFS0203460 HUEFS0203460_e1","J.B.Cândido","2018","10",NA,"41W51'0''","13S19'82''","1491","1491",NA,NA,"Asteranae",NA,NA,NA,NA,NA
"34","2020-07-23 11:59:06-03","CEPLAC","CEPEC","48871","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","leucodendron","Eremanthus leucodendron",NA,"R. M. Harley","26351","1988","11","10",NA,"Brasil","Bahia","RIO DE CONTAS","Pico das Almas. Vertente leste. Subida do pico do campo norte do Queiroz.","-41.966667","-13.533333",NA,NA,NA,NA,"SpeciesLink/lacunas",NA,NA,NA,"41W58'","13S32'",NA,NA,NA,NA,NA,"16/12/1991",NA,NA,NA,NA
"35","2020-07-23 11:59:06-03","CEPLAC","CEPEC","75631","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","leucodendron","Eremanthus leucodendron",NA,"R. M. Harley","4277","1996","11","15",NA,"Brasil","Bahia","RIO DE CONTAS","Sopé do Pico do Itobira.","-41.888333","-13.366667",NA,NA,NA,NA,"SpeciesLink/lacunas",NA,NA,NA,"41W53'18","13S22'",NA,NA,NA,NA,NA,"30/11/1996",NA,NA,NA,NA
"36","2020-07-23 11:59:06-03","CEPLAC","CEPEC","79122","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","leucodendron","Eremanthus leucodendron",NA,"R. M. Harley","4469","1996","11","18",NA,"Brasil","Bahia","RIO DE CONTAS","Serra Marsalina (Serra da antena de TV).","-41.831944","-13.592778",NA,NA,NA,NA,"SpeciesLink/lacunas",NA,NA,NA,"41W49'55","13S35'34",NA,NA,NA,NA,NA,"30/11/1996",NA,NA,NA,NA
"37","2020-07-23 11:59:06-03","CEPLAC","CEPEC","80444","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","leucodendron","Eremanthus leucodendron",NA,"A. M. de Carvalho","6638","1998","08","29",NA,"Brasil","Bahia","RIO DE CONTAS","Ca. 31Km ao SW da cidade, caminho para o povoado de Mato Grosso. Pico do Itobira.","-41.896944","-13.388889",NA,NA,NA,NA,"SpeciesLink/lacunas",NA,NA,NA,"41W53'49","13S23'20",NA,NA,NA,NA,NA,"24/09/1999",NA,NA,NA,NA
"38","2019-10-03 10:03:25-03","UFSCar","SORO","1469","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","leucodendron","Eremanthus leucodendron","Mattf.",NA,"299","1995","09","13",NA,"Brasil","Bahia",NA,"Beira Cachoeira - Ponte Coronel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 10:00:35-03","IBt","SP","356819","S","Plantae",NA,NA,"Asteraceae","Eremanthus","leucodendron","Eremanthus leucodendron","Mattf.","Ganev, W","727","1992","07","25",NA,"Brasil","Bahia","Abaíra","Campos da Serra do Bicota","-41.85","-13.316667",NA,NA,NA,NA,"Roque, N","2003","11",NA,"-41.85","-13.316667","1600","1600",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 10:00:35-03","IBt","SP","180222","S","Plantae",NA,NA,"Asteraceae","Eremanthus","leucodendron","Eremanthus leucodendron","Mattf.","Menezes, NL; Semir, J; Sajo, MG; Pirani, JR; Amaral, MC; Altikes, R; Henrique, MC","CFSC5899","1979","12","19",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 114 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"Simão Bianchini, R","2016","01","15",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"41","2010-08-16 16:37:14-03","GH","HU-HERB","GH 00006591","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","leucodendron","Eremanthus leucodendron","Mattfeld","P. von Lützelburg",NA,"1913","8",NA,"South America","Brazil","Bahia",NA,"Serra das Almas Carrasco",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600",NA,NA,NA,NA,NA,"Isotype",NA,NA,"undetermined"
