"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","stateProvince","locality","imagecode","infraspecificEpithet","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber","class","relatedCatalogItem","sex"
"92","2020-12-11 11:36:17-03","UFMG","BHCB","114408","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri carajarum","Mota, NFO; Viana, PL; Silva, LVC; Garcia, LC; Maciel, GM; Silva, DF","1140","2007","12","09","Southern America","Brasil",NA,NA,"Ambiente úmido.","BHCB027870","Dicotyledon",NA,"Barneby",NA,"Pará","Floresta Nacional de Carajás, S11C.",NA,"carajarum",NA,"Canaã dos Carajás","-50.389722","-6.393889","666","666",NA,"-50.389722","-6.393889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-11 11:36:17-03","UFMG","BHCB","130657","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri carajarum","Viana, PL; Versieux, LM; Garcia, LC; Giorni, VT; Silva, LVC; Silva, DF","4056","2009","03","14","Southern America","Brasil",NA,NA,NA,"BHCB027871","Dicotyledon",NA,"Barneby",NA,"Pará","Floresta Nacional de Carajás, Serra do Tarzan.",NA,"carajarum",NA,"Canaã dos Carajás","-50.166667","-6.3375","699","699",NA,"-50.166667","-6.3375",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-11 11:36:17-03","UFMG","BHCB","130785","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri carajarum","Giorni, VT; Viana, PL; Silva, LVC; Silva, DF","76","2009","03","11","Southern America","Brasil",NA,NA,NA,"BHCB027873","Dicotyledon",NA,"Barneby",NA,"Pará","Floresta Nacional de Carajás, N1.",NA,"carajarum",NA,"Parauapebas","-50.273889","-6.035556","750","750",NA,"-50.273889","-6.035556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-11 11:36:17-03","UFMG","BHCB","130952","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri carajarum","Silva, LVC; Sobral, M; Troncoso, C; Garcia, L; Maciel, GM","511","2008","10","10","Southern America","Brasil",NA,NA,"Ambiente úmido.","BHCB027872","Dicotyledon",NA,"Barneby",NA,"Pará","Floresta Nacional de Carajás, S11D.",NA,"carajarum",NA,"Canaã dos Carajás","-50.339722","-6.399167","753","753",NA,"-50.339722","-6.399167",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-11 11:36:17-03","UFMG","BHCB","139256","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri carajarum","Silva, LVC; Souza, DT; Arruda, AJ; Dayrell, F; Costa, F; Almeida, TE; Pivari, MOD","777","2010","02","16","Southern America","Brasil",NA,NA,"Vegetação rupestre.","BHCB027874","Dicotyledon",NA,"Barneby",NA,"Pará","Floresta Nacional de Carajás, S11B.",NA,"carajarum",NA,"Canaã dos Carajás","-50.410556","-6.344167","600","600",NA,"-50.410556","-6.344167",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-11 11:36:17-03","UFMG","BHCB","157683","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri carajarum","Arruda, AJ; Viana, PL; Marino, F; Meyer, PB; Jorge, TB; Arruda, LJ","743","2012","03","21","Southern America","Brasil",NA,NA,"Campo graminoso parcialmente alagada sobre canga.","BHCB027878","Dicotyledon",NA,"Barneby",NA,"Pará","Floresta Nacional de Carajás, S11A.",NA,"carajarum",NA,"Canaã dos Carajás","-50.445556","-6.330556","735","735",NA,"-50.445556","-6.330556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-11 11:36:17-03","UFMG","BHCB","159038","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri carajarum","Meyer, PB; Arruda, AJ; Viana, PL; Marino, F; Jorge, TB; Arruda, LJ","1230","2012","03","26","Southern America","Brasil",NA,NA,"Campo graminoso alagado, sobre canga couraçada.","BHCB027879","Dicotyledon",NA,"Barneby",NA,"Pará","Floresta Nacional de Carajás, N1.",NA,"carajarum",NA,"Parauapebas","-50.290278","-6.031111","688","688",NA,"-50.290278","-6.031111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-12-11 11:36:17-03","UFMG","BHCB","192461","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri carajarum","Mattos, CMJ; Lima, HC de; Silva, DF; Moraes, EC","47","2015","04","29","Southern America","Brasil",NA,NA,"Flores passadas róseo pálidas, fruto castanho esverdeado. Altura 0,2cm. Erva, muito abundante; vegetação de canga alterada","BHCB192461","Dicotyledon",NA,"Barneby",NA,"Pará","Floresta Nacional de Carajás, Serra Sul. S11-D. Alojamento TKL Barbosa. Entrada do alojamento, beira da estrada",NA,"carajarum",NA,"Canaã dos Carajás","-50.313333","-6.4575","322","322","2015","-50.313333","-6.4575","04",NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-12-11 11:36:17-03","UFMG","BHCB","199706","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri carajarum","Harley, RM; Giulietti, AM; Meirelles, J; Rocha, KCJ; Nascimento, FH","57464","2016","03","24","Southern America","Brasil",NA,NA,"ITV 768.; Erva. Folhas verde-glaucescente, com margens avermelhadas. Inflorescências globosa, cálice e pétalas vináceos, estames com filete roseado, antera branca.; Beira d'água, numa área brejosa.","BHCB199706","Dicotyledon",NA,"Barneby",NA,"Pará","Serra dos Carajás, Serra Norte, N1.","BHCB199706","carajarum",NA,"Parauapebas","-50.283056","-6.032778","720","720","2016","-50.283056","-6.032778","04",NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-12-11 11:36:17-03","UFMG","BHCB","199709","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri carajarum","Harley, RM; Giulietti, AM; Meirelles, J; Rocha, KCJ; Nascimento, FH","57505","2016","03","26","Southern America","Brasil",NA,NA,"Erva meio-prostrada, com caules vermelhos. Flores cor de rosa.; Área brejosa.","BHCB199709","Dicotyledon",NA,"Barneby",NA,"Pará","Serra dos Carajás, Serra Norte, N4 WSul.","BHCB199709","carajarum",NA,"Parauapebas","-50.187222","-6.101944","719","719","2017","-50.187222","-6.101944","04",NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-12-11 11:36:17-03","UFMG","BHCB","175566","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Cordeiro, J; Barboza, GE; Brotto, ML; Vaz, J","4988","2013","04","22","Southern America","Brasil",NA,NA,"Erva prostrada; flores rosas e frutos verdes.; Margem de estrada","BHCB020129","Dicotyledon",NA,"(Benth.) Barneby",NA,"Goiás","Rodovia GO - 110",NA,"desmodioides",NA,"São Domingos","-46.567778","-13.688611","525","525","2015","-46.567778","-13.688611","04",NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-12-11 11:36:17-03","UFMG","BHCB","32473","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"(Benth.) Barneby",NA,NA,NA,NA,"desmodioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-12-11 11:36:17-03","UFMG","BHCB","59636","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Hatschbach, G","69976",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Benth.) Barneby",NA,"Goiás",NA,NA,"desmodioides",NA,"Vianópolis","-48.5163993835449","-16.7418994903564",NA,NA,NA,NA,NA,NA,NA,"43219","auto",NA,NA,NA,NA,NA
"105","2021-03-24 17:17:17-03","UFMA","MAR","7438","S","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Marinho, G.","54","2011","04","02",NA,"Brasil",NA,NA,"Erva, planta pilosa. Inflorescência globular com flores rosa.",NA,NA,NA,"(Benth.) Barneby",NA,"Maranhão","Base Geraldina",NA,"desmodioides",NA,"Mirador","-44.925556","-6.4725",NA,NA,"2015","44º55'32W","06º28'21S","03","13",NA,NA,NA,NA,NA,NA,NA
"106","2020-05-26 21:05:00-03","MO","MOBOT","101195323","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri carajarum","M.G. Silva|R.P. Bahia","Silva 3031","1977","4","3","South America","Brazil",NA,NA,NA,NA,NA,NA,"Barneby","Holotype","Pará","Serra dos Carajás, caminho para o azul.",NA,"carajarum",NA,"Marabá","-49.1178016662598","-5.36860990524292",NA,NA,NA,NA,NA,NA,NA,"262883","auto","1",NA,NA,NA,NA
"107","2009-07-31 07:05:00-03","MO","MOBOT","2919955","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","George Eiten|Liene T. Eiten","Eiten 10053","1969","12","27","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Benth.) Barneby",NA,"Goiás","Município de Paraíso do Norte de Goiás: 28.6 km south of city of Paraíso DO Norte De Goiás on Belém-Brasília highway. (1.4 km N of center of village of Monte Alegre (formerly Cacete Armado). Basr of granite rock ledge on west flank of Serra do Serrote. In open sun along brook.",NA,"desmodioides","R.C. Barneby",NA,"-49","-10.4","280.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2012-10-03 11:55:00-03","MO","MOBOT","100529791","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri","J.R.I. Wood","Wood 13469",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"Benth.",NA,"Santa Cruz",NA,NA,NA,NA,NA,NA,NA,"400.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"109","2009-07-31 07:05:00-03","MO","MOBOT","2920336","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri","George Eiten|Liene T. Eiten","Eiten 3570","1962","3","11","South America","Brazil",NA,NA,NA,NA,NA,NA,"Benth.",NA,"Goiás","Município de Porto Nacional: at airport of city of Porto Nacional on the Rio Tocantins. In low ground vegetation invading previously disturbed soil at side of dirt runway. Dark reddish-brown clay loam.",NA,NA,"R. Barnbey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2014-01-23 05:32:00-02","MO","MOBOT","2920199","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri carajarum","Ricardo S. Secco|Calvin R. Sperling|M. Condon|A.L. Mesquita|B.G. Ribeiro|Lucival R. Marinho","Secco 216","1982","5","17","South America","Brazil",NA,NA,NA,NA,NA,NA,"Barneby",NA,"Pará","Arredores estrada p/n 1. Transição campo natural/veg. canga.",NA,"carajarum","R. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"111","2020-05-26 16:46:00-03","MO","MOBOT","101195306","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","W.J. Burchell","Burchell 8687",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(Benth.) Barneby","Holotype","Goiás","Porto Real",NA,"desmodioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"112","2014-01-23 05:32:00-02","MO","MOBOT","2916764","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Calvin R. Sperling|Ricardo S. Secco|M. Condon|A.L. Mesquita|B.G. Ribeiro|Lucival R. Marinho","Sperling 5642","1982","5","13","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Benth.) Barneby",NA,"Pará","2 km. west of AMIZA camp N-5. Scrubby vegetation on ferric rock outcrops.",NA,"desmodioides","Juliana Santos Silva (UEC)",NA,"-50.1333333","-6.1333333","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"113","2009-12-04 16:26:00-02","MO","MOBOT","3001066","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Gert G. Hatschbach|Maria M. Hatschbach|O.S. Ribas","Hatschbach 70334","2000",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(Benth.) Barneby",NA,"Goiás","Rodovia Colinas do Sul a Niquelândia, entre km 10-15 (Mun. Colinas do Sul) Goiás.",NA,"desmodioides","O.S. Ribas & J. Cordeiro",NA,NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2010-10-25 11:53:00-02","MO","MOBOT","2670689","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","Timothy C. Plowman|Gerrit Davidse|Nelson A. Rosa|Carlos S. Rosário|M.R. dos Santos","Plowman 8127","1980","1","31","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Benth.) Barneby",NA,"Goiás","Municipio Presidente Kennedy. Road from BR153 to Itaporã, 12 km W of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho. [as BR010 in original field book]",NA,"desmodioides","Juliana Santos Silva (UEC)","Mairipotaba","-49.51","-14.568","400.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,"11","5",NA,NA,NA
"115","2020-05-26 21:00:00-03","MO","MOBOT","101195322","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri minima","A.A. Dorrien Smith","Dorrien Smith 205","1927","5",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(Burkart) Barneby","Holotype","Mato Grosso",NA,NA,"minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"116","2020-05-26 21:00:00-03","MO","MOBOT","101195322","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri minima","A.A. Dorrien Smith","Dorrien Smith 205","1927","5",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(Burkart) Barneby","Holotype","Mato Grosso",NA,NA,"minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"117","2020-08-31 09:15:02-03","INPA","INPA","220127","S","Plantae","Leguminosae-Mim","Mimosa","skinneri","Mimosa skinneri","Sasaki, D","1353","2007","01","21","Southern America","Brasil",NA,NA,NA,"INPA0220127","Dicotyledon Rosids","Fabales","Benth.",NA,"Mato Grosso","Propriedade particular de preservação ambiental delimitada pelo Parque Estadual do Cristalino e pelos rios Teles Pires e Cristalino. Próximo à Trilha da Serra. Afloramento rochoso circundado por mata decidual.","INPA0220127 INPA0220127_e",NA,"Ramos, JF","Alta Floresta","-55","-9","306","306","2007","-55","-9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-08-31 09:15:02-03","INPA","INPA","139309","S","Plantae","Leguminosae-Mim","Mimosa","skinneri","Mimosa skinneri carajarum","Silva, ASL da","1847","1984","03","17","Southern America","Brasil",NA,NA,NA,"INPA0139309","Dicotyledon Rosids","Fabales","Barneby",NA,"Pará","Serra dos Carajás, Serra dos Carajás N-4, mina pilôto para exploração de ferro.","INPA0139309 INPA0139309_e INPA0139309_e1","carajarum",NA,"Marabá","-50.173616","-6.055124",NA,NA,NA,"-50.173616","-6.055124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-08-31 09:15:02-03","INPA","INPA","131178","S","Plantae","Leguminosae-Mim","Mimosa","skinneri","Mimosa skinneri carajarum","Rosa, NA","4483","1983","01","23","Southern America","Brasil",NA,NA,NA,"INPA0131178","Dicotyledon Rosids","Fabales","Barneby",NA,"Pará","FLONA de Carajás, Serra Norte, Serra Norte, (Serra dos Carajás), arredores do alojamento N1.","INPA0131178_e INPA0131178_nd INPA0131178_num","carajarum","Simon, MF","Marabá","-50.292149","-6.025341","700","700","2012","-50.292149","-6.025341","05",NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-08-31 09:15:02-03","INPA","INPA","127779","S","Plantae","Leguminosae-Mim","Mimosa","skinneri","Mimosa skinneri desmodioides","Daly, DC","1726","1981","12","05","Southern America","Brasil",NA,NA,NA,"INPA0127779","Dicotyledon Rosids","Fabales","(Benth.) Barneby",NA,"Pará","Serra dos Carajás, 25-30km NW of Serra Norte mining camp.","INPA0127779 INPA0127779_e INPA0127779_nd","desmodioides","Simon, MF","Serra dos Carajás","-50.433333","-5.916667",NA,NA,"2015","-50.433333","-5.916667","07",NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-08-31 09:15:02-03","INPA","INPA","77937","S","Plantae","Leguminosae-Mim","Mimosa","skinneri","Mimosa skinneri","Semir, J","7401","1978","04","18","Southern America","Brasil",NA,NA,NA,"INPA0077937","Dicotyledon Rosids","Fabales","Benth.",NA,"Minas Gerais","Km 103 da Rod. Prata/Itumbiara.","INPA0077937_e INPA0077937_nd INPA0077937_num",NA,"Simon, MF","Prata","-48.9241981506348","-19.3071994781494",NA,NA,"2012",NA,NA,"05",NA,"56565","auto",NA,NA,NA,NA,NA
"122","2020-08-31 09:15:02-03","INPA","INPA","233186","S","Plantae","Leguminosae-Mim","Mimosa","skinneri","Mimosa skinneri carajarum","Faria, SM de","2579","2009","03","25","Southern America","Brasil",NA,NA,NA,"INPA0233186","Dicotyledon Rosids","Fabales","Barneby",NA,"Pará","FLONA de Carajás, Floresta Nacional de Carajás. Canga N1.","INPA0233186 INPA0233186_e","carajarum","Lima, HC de; Ribeiro, RD","Parauapepas","-50.286944","-6.041944",NA,NA,"2009","-50.286944","-6.041944","03",NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-08-31 09:15:02-03","INPA","INPA","233230","S","Plantae","Leguminosae-Mim","Mimosa","skinneri","Mimosa skinneri carajarum","Ribeiro, RD","1130","2009","06","23","Southern America","Brasil",NA,NA,NA,"INPA0233230","Dicotyledon Rosids","Fabales","Barneby",NA,"Pará","Flona de Carajás, Canga N5 Sul (morro 2). Vegetação de Canga.","INPA0233230 INPA0233230_e","carajarum",NA,"Parauapebas","-50.136389","-6.124444","650","650",NA,"-50.136389","-6.124444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-08-31 09:15:02-03","INPA","INPA","273919","S","Plantae","Leguminosae-Mim","Mimosa","skinneri","Mimosa skinneri carajarum","Lima, HC de","7023","2008","12","17","Southern America","Brasil",NA,NA,NA,"INPA0273919","Dicotyledon Rosids","Fabales","Barneby",NA,"Pará","FLONA Carajás, .Estrada de acesso ao Projeto Salobo, Canga N1.",NA,"carajarum","Lima, HC de","Parauapebas","-50.277778","-6.039722","750","750","2009","-50.277778","-6.039722","01","19",NA,NA,NA,NA,NA,NA,NA
"125","2020-08-31 09:15:02-03","INPA","INPA","233180","S","Plantae","Leguminosae-Mim","Mimosa","skinneri","Mimosa skinneri carajarum","Faria, SM de","2573","2009","03","24","Southern America","Brasil",NA,NA,NA,"INPA0233180","Dicotyledon Rosids","Fabales","Barneby",NA,"Pará","FLONA de Carajás, Floresta Nacional de Carajás. Estrada de acesso à N8.","INPA0233180 INPA0233180_e","carajarum","Lima, HC de; Ribeiro, RD","Parauapepas","-50.185278","-6.067778",NA,NA,"2009","-50.185278","-6.067778","06",NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-08-31 09:15:02-03","INPA","INPA","285981","S","Plantae","Leguminosae-Mim","Mimosa","skinneri","Mimosa skinneri carajarum","Mattos, CMJ","47","2015","04","29","Southern America","Brasil",NA,NA,NA,"INPA0285981","Dicotyledon Rosids","Fabales","Barneby",NA,"Pará","FLONA de Carajás, Serra Sul. S11-D. Alojamento TKL Barbosa. Entrada do alojamento, beira da estrada.",NA,"carajarum","Mattos, CMJ","Canaã dos Carajás","-50.313333","-6.4575","322","322","2015","-50.313333","-6.4575","04","29",NA,NA,NA,NA,NA,NA,NA
"127","2020-08-31 09:15:02-03","INPA","INPA","139288","S","Plantae","Leguminosae-Mim","Mimosa","skinneri","Mimosa skinneri carajarum","Silva, ASL da","1825","1984","03","15","Southern America","Brasil",NA,NA,NA,"INPA0139288","Dicotyledon Rosids","Fabales","Barneby",NA,"Pará","Serra dos Carajás, Serra dos Carajás N-4, mina pilôto para exploração de ferro.","INPA0139288 INPA0139288_e INPA0139288_e1","carajarum",NA,"Marabá","-50.173616","-6.055124","700","700",NA,"-50.173616","-6.055124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-08-31 09:15:02-03","INPA","INPA","119752","S","Plantae","Leguminosae-Mim","Mimosa","skinneri","Mimosa skinneri desmodioides","Plowman, T","8127","1980","01","31","Southern America","Brasil",NA,NA,NA,"INPA0119752","Dicotyledon Rosids","Fabales","(Benth.) Barneby",NA,"Goiás","Road from highway BR-153 to Itaporã, 12 km west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho.","INPA0119752 INPA0119752_e INPA0119752_nd","desmodioides","Simon, MF","Presidente Kennedy","-48.616667","-3.416667","400","400","2015","-48.616667","-3.416667","07",NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-08-31 09:15:02-03","INPA","INPA","205597","S","Plantae","Leguminosae-Mim","Mimosa","skinneri","Mimosa skinneri desmodioides","Hatschbach, GG","69976","2000","02","11","Southern America","Brasil",NA,NA,NA,"INPA0205597","Dicotyledon Rosids","Fabales","(Benth.) Barneby",NA,"Goiás","Rod. GO-139, Santa Maria do Passa Quatro","INPA0205597 INPA0205597_e","desmodioides","Ribas, OS; Cordeiro, J","Vianópolis","-48.5163993835449","-16.7418994903564","800","800","2000",NA,NA,NA,NA,"43219","auto",NA,NA,NA,NA,NA
"130","2020-06-15 15:30:44-03","UNESP-RC","HRCB","49829","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri","Lombardi","4772","2002","05","16",NA,"Brasil",NA,NA,"Erva prostrada, sensitiva, filetes lilases, anteras brancas, frutos imaturos verdes. Prensado em álcool.",NA,NA,NA,"Benth.",NA,"Minas Gerais","Distrito de Tejuco",NA,NA,"Simon, M.","Januária","-44.632833","-15.666528",NA,NA,"2015","44º37'58.2W","15º39'59.5S","11","04",NA,NA,NA,NA,NA,NA,NA
"131","2019-06-10 10:10:51-03","FZB-BH","BHZB","11776","S","Plantae","Fabaceae/Mim","Mimosa","skinneri","Mimosa skinneri","Maielo, L.",NA,"2016","03","27",NA,"Brasil",NA,NA,". CR;Doação de duplicata para Herbário MG -Museu Paraense Emílio Goeldi em Março 2017",NA,NA,NA,NA,NA,"PA","Lagoa do cromossomo(CR2)",NA,NA,NA,"Canaã dos Carajás","-50.450833","-6.350556","707","707",NA,"50º 27' 03W","6º 21' 02S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-01-26 14:12:36-03","CPACT","ECT","1316","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri carajarum","S.M.Faria; J.Souza","2573","2009","03","24",NA,"Brasil",NA,NA,NA,"ECT0001316","Embryophyta",NA,"Barneby",NA,"Pará","Floresta Nacional de Carajás. Estrada de acesso à N8. Nome comum: maria-dormideira. Altitude obtida a partir dos dados de coordenadas geográficas.","ECT0001316","carajarum","R.S.C.Magalhães","Parauapebas","-50.185278","-6.067778","754","754","2016","50º11'7''W","6º4'4''S","09","29",NA,NA,NA,NA,NA,NA,NA
"133","2021-01-26 14:12:36-03","CPACT","ECT","1317","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri carajarum","S.M.Faria; J.Souza | A.F.Silva","2579","2009","03","25",NA,"Brasil",NA,NA,NA,"ECT0001317","Embryophyta",NA,"Barneby",NA,"Pará","Floresta Nacional de Carajás. Canga N1. Altitude obtida a partir das coordenadas geográficas.","ECT0001317","carajarum","R.S.C.Magalhães","Parauapebas","-50.286944","-6.041944","684","684","2016","50º17'13''W","6º2'31''S","09","29",NA,NA,NA,NA,NA,NA,NA
"134","2021-01-26 14:12:36-03","CPACT","ECT","1315","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri carajarum","R.D.Ribeiro; T.M.Rodrigues | J.Souza","1130","2009","06","23",NA,"Brasil",NA,NA,NA,"ECT0001315","Embryophyta",NA,"Barneby",NA,"Pará","Flona de Carajás, Canga N5 Sul (morro 2). Vegetação de Canga.","ECT0001315","carajarum",NA,"Parauapebas","-50.136389","-6.124444","650","650",NA,"50º8'11''W","6º7'28''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-02-04 10:28:41-03","UFRPE","HST","19173","PreservedSpecimen","Plantae","Leguminosae Mimosoideae","Mimosa","skinneri","Mimosa skinneri","L.P. de Queiroz; J.A.Costa, M.N.Stapf & E.B.Souza","10522","2005","04","21",NA,"Brasil",NA,NA,"Erva decumbente a prostrado; folhas de fechamento rápido com folíolos membranáceos; flores com filetes rosa-choque; frutos imaturos verdes. DNA.","HST019173",NA,NA,"Benth.",NA,"Mato Grosso","Chapada dos Parecis",NA,NA,"M.Simon","Diamantino","-56.9525","-14.155","513","513","2006","56W57'9''","14S9'18''","03",NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-09-12 05:00:02-03","US","US","3032368","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","H. S. Irwin, H. Maxwell & D. C. Wasshausen","21728","1968","3","24","South America - Neotropics","Brazil",NA,NA,NA,"US02207499",NA,"Rosales","(Benth.) Barneby",NA,"Goiás","Planalto do Brasil, Northern Goias, outcrops, and rocky slopes, ca. 24 km S. of Paraiso.","US02207499_01","desmodioides",NA,NA,NA,NA,"600",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"137","2020-09-12 05:00:02-03","US","US","1592165","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","J. R. Swallen","3747","1934","3","1","South America - Neotropics","Brazil",NA,NA,NA,"US02207504",NA,"Rosales","(Benth.) Barneby",NA,"Maranhão","Barra do Corda to Grajahu.","US02207504_01","desmodioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"138","2020-09-12 05:00:02-03","US","US","3094566","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri carajarum","C. R. Sperling, R. S. Secco, M. A. Condon, A. L. Mesquita & et al.","5642","1982","5","13","South America - Neotropics","Brazil",NA,NA,NA,"US02207506",NA,"Rosales","Barneby",NA,"Pará","Serra dos Carajas, 2 km. west of AMZA camp.","US02207506_01","carajarum",NA,NA,"-50.13","-6.07","700",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
