"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","identifiedBy","maximumElevationInMeters","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"19","2021-03-15 16:37:00-03","NY","NYBG","1477496","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Warrea","warreana","Warrea warreana","(Lodd. ex Lindl.) C.Schweinf.","E. Jara P.","D. E. Bennett No.4061","1988","02","02","South America","Peru","Huánuco","Near Cueva de las Pavas","950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1810213' target='other'> <mi>dwc_moreinfo</mi></a>","NY01477496","NY01477496_02","Leoncio Prado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-18 09:30:23-03","UNESP-IBB","BOTU","30901","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Warrea","tricolor","Warrea tricolor","Lindl.","Amaral Jr., A.","1682","1974","02","01",NA,"Brasil","São Paulo","Paranapiacaba",NA,NA,NA,"BOTU030901",NA,"Santo André",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-18 09:30:23-03","UNESP-IBB","BOTU","9648","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Warrea","warreana","Warrea warreana","(Lodd. ex Lindl.) C.Schweinf.","Amaral Jr., A.","1682","1974","02","01",NA,"Brasil","São Paulo","Divisa com Botucatu, próximo ao rio Araquá , na estrada S. Manuel - Sta. Maria da Serra",NA,NA,NA,"BOTU009648",NA,"São Manuel",NA,NA,"Pabst, G.",NA,NA,"9999","9999","1974","04","09",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:52:39-03","EAO","IAN","114237","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Acacallis","cyanea","Acacallis cyanea","Lindl.","Pires, JM; Silva, NT da","7915","1962","06","05","Southern America","Brasil","Amazonas","Alto Rio Negro.",NA,NA,"Epífita escandente, subindo desde o chão; flor algo azulada.","IAN114237",NA,"Taracauá",NA,NA,"Pabst, GFJ",NA,NA,NA,NA,"1967","02","18",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:52:39-03","EAO","IAN","125029","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Aganisia","cyanea","Aganisia cyanea","(Schltr.) Rchb.f.","Oliveira, E","4558","1968","09","09","Southern America","Brasil","Pará","Rio Jarí, Planalto de Monte Dourado; mata alta, terra firme.",NA,NA,"Planta epífita; flor lilás-claro.","IAN125029",NA,NA,NA,NA,"Meneguzzo, TEC",NA,NA,NA,NA,"2013","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:52:39-03","EAO","IAN","148476","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Aganisia","cyanea","Aganisia cyanea","(Schltr.) Rchb.f.","Silva, NT da","3884","1975","05","27","Southern America","Brasil","Amazonas","Rio Xié; mata de igapó; margem do rio. Q. NA-19-ZB.",NA,NA,"Planta epífita. Corola branca-arroxeada, ligula roxa.","IAN148476",NA,NA,"-67.166667","-1.316667","Meneguzzo, TEC",NA,NA,"-67.166667","-1.316667","2013","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:52:39-03","EAO","IAN","16767","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Aganisia","cyanea","Aganisia cyanea","(Schltr.) Rchb.f.","Fróes, RL","21300","1945","10","31","Southern America","Brasil","Amazonas","Vaupés; margem do rio; mata caatingada.",NA,NA,NA,"IAN016767","IAN016767",NA,NA,NA,"Meneguzzo, TEC",NA,NA,NA,NA,"2013","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:52:39-03","EAO","IAN","33401","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Aganisia","cyanea","Aganisia cyanea","(Schltr.) Rchb.f.","Black, GA","2666","1948","05","13","Southern America","Brasil","Amazonas","Rio Negro, entre Porto do Içana e Tunuí.",NA,NA,"Epífita; flor violacea, bolbo achatado.","IAN033401",NA,NA,NA,NA,"Meneguzzo, TEC",NA,NA,NA,NA,"2013","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:52:39-03","EAO","IAN","33507","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Aganisia","cyanea","Aganisia cyanea","(Schltr.) Rchb.f.","Black, GA","2773","1948","05","18","Southern America","Brasil","Amazonas","Rio Negro, Morcego, à beira d'água.",NA,NA,"Flores vistosas, róseas-violáceas, labelo avermelhado; rara.","IAN033507",NA,NA,NA,NA,"Meneguzzo, TEC",NA,NA,NA,NA,"2013","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:52:39-03","EAO","IAN","97925","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Aganisia","cyanea","Aganisia cyanea","(Schltr.) Rchb.f.","Oliveira, E","36","1957","05","24","Southern America","Brasil","Amazonas","Beira do Rio Apara, região de Maués.",NA,NA,"Epífita.","IAN097925",NA,NA,NA,NA,"Meneguzzo, TEC",NA,NA,NA,NA,"2013","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:52:39-03","EAO","IAN","32711","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Aganisia","cyanea","Aganisia cyanea alba","(Roeth & Gruss) Meneguzzo","Fróes, RL","22906 C","1947","11","20","Southern America","Brasil","Amazonas","Rio Negro.",NA,NA,"Herb, 2ft, white flowers secondary forest.","IAN032711","IAN032711","Padauary",NA,NA,"Meneguzzo, TEC",NA,"alba",NA,NA,"2013","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:52:39-03","EAO","IAN","50807","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Aganisia","cyanea","Aganisia cyanea","(Schltr.) Rchb.f.","Fróes, RL","24963","1949","08","10","Southern America","Brasil","Amazonas","Rio Tarumã.",NA,NA,NA,"IAN050807",NA,"Manaus","-60.0250015258789","-3.10193991661072","Meneguzzo, TEC",NA,NA,NA,NA,"2013","07",NA,"138090","auto",NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:52:39-03","EAO","IAN","33599","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Aganisia","cyanea","Aganisia cyanea","(Schltr.) Rchb.f.","Black, GA","2841","1948","05","21","Southern America","Brasil","Amazonas","Rio Negro. Capoeira.",NA,NA,"Epífita; flores em cacho, violáceas.","IAN033599",NA,"São Gabriel da Cachoeira","-67.0892028808594","-0.130278006196022","Meneguzzo, TEC",NA,NA,NA,NA,"2013","07",NA,"377621","auto",NA,NA,NA,NA,NA,NA
"32","2020-02-08 08:47:01-03","NBC","NL-BOTANY","U.1468945","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Warrea","warreana","Warrea warreana","(Lodd. ex Lindl.) Schweinf.","Lindeman JC; Haas JH de",NA,"1967","01","24","Southern America","Brazil","Paraná","Est. Paranß, near Guaira, in low wood behind canal to Usina hidroeletrica, high bank of Rio Paranß.",NA,NA,"Bedrock diabase.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1468945 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1468945","NL-U1468945",NA,"-54.25","-24.066667","Pabst GFJ",NA,NA,"-54.25","-24.066667",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0123863",NA,NA,NA,NA
"33","2020-02-08 08:47:01-03","NBC","NL-BOTANY","U.1468944","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Warrea","warreana","Warrea warreana","(Lodd. ex Lindl.) Schweinf.","Lindeman JC; Haas JH de",NA,"1967","01","24","Southern America","Brazil","Paraná","Est. Paranß, near Guaira, in low wood behind canal to Usina hidroeletrica, high bank of Rio Paranß.",NA,NA,"Bedrock diabase.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1468944 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1468944","NL-U1468944",NA,"-54.25","-24.066667","Pabst GFJ",NA,NA,"-54.25","-24.066667",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0123864",NA,NA,NA,NA
"34","2020-11-04 12:17:23-03","ESALQ","ESA","44757","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Aganisia","cyanea","Aganisia cyanea","(Schltr.) Rchb.f.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.","17507.0","1997","06","09",NA,"Brasil","Mato Grosso","BLOQUEADO",NA,NA,"Epífita; flores roxas com labelo um pouco mais escuro.","ESA044757",NA,"Tapurah","-56.5416984558105","-12.7849998474121","Hall, C.F.",NA,NA,NA,NA,NA,NA,NA,"190293","auto",NA,NA,NA,NA,NA,NA
"35","2021-03-31 13:40:42-03","MN","R","219438","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acacallis","cyanea","Acacallis cyanea","(Schltr.) Rchb. f.","Luetzelburg, P. von","22008","1928","08","14",NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,"Manaus","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA
"36","2021-03-31 13:41:19-03","MN","R","35727","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Warrea","tricolor","Warrea tricolor","Lindl.","Brade, A.C.","11323","1932","01","24",NA,"Brasil","Rio de Janeiro","Tijuca",NA,NA,NA,NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232","Brade, A.C.",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"37","2021-03-31 13:41:19-03","MN","R","107361","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Warrea","warreana","Warrea warreana","(Lodd. ex Lindl.) C.Schweinf.","Vidal, J.","II - 275","1952","01",NA,NA,"Brasil","Rio de Janeiro",NA,"900",NA,NA,NA,NA,"Teresópolis","-42.9655990600586","-22.4122009277344","Pabst, G.F.J.","900",NA,NA,NA,"1962","04","15","38539","auto",NA,NA,NA,NA,NA,NA
"38","2016-07-05 11:14:21-03","FFCLRP","LBMBP","1205","S","Plantae",NA,NA,"Orchidaceae","Warrea","warreana","Warrea warreana","(Lodd. ex Lindl.) C.Schweinf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 14:41:12-03","UFJF","CESJ","60761","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Warrea","warreana","Warrea warreana","(Lodd. ex Lindl.) C. Schweinf.","D.E.F. Barbosa; L. Menini Neto; G. Alves","120","2012","08","20","América do Sul","Brasil","Minas Gerais","Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água","750",NA,"Interior de floresta, próximo ao curso d'água. Terrestre, fruto imaturo verde.","CESJ060761",NA,"Chácara","-43.182222","-21.655833",NA,"800",NA,"-43.182222","-21.655833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 14:41:12-03","UFJF","CESJ","56067","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Warrea","warreana","Warrea warreana","(Lodd. ex Lindl.) C. Schweinf.","F.S. Souza; J.H.C. Ribeiro; C.O.Rezende","920","2010","04","09","América do Sul","Brasil","Minas Gerais","Serra do Relógio, RPPN Alto da Boa Vista",NA,NA,"Rupícola no interior de mata, próximo a curso d'água. Frutos imaturos verdes.","CESJ056067",NA,"Descoberto","-42.9674987792969","-21.4596996307373","L. Menini Neto",NA,NA,NA,NA,"2010","05",NA,"11991","auto",NA,NA,NA,NA,NA,NA
"41","2019-11-21 14:41:12-03","UFJF","CESJ","48906","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Warrea","warreana","Warrea warreana","(Lodd. ex Lindl.) C. Schweinf.","L. Menini Neto; C.N. Matozinhos; E.A. Feliciano; E.T. Amorim","390","2007","04","28","América do Sul","Brasil","Minas Gerais","Serra Negra, Estrada perpendicular à estrada de acesso ao Vilarejo do Funil. 22º00'12,4 S, 43º52'42,4 W.",NA,NA,"Erva terrestre, na borda da mata, transição com área degradada, entre touceira de gramínea, ambiente úmido, brejoso. Pseudobulbo semi-enterrado, verde-claro, folhas verdes, ca. 1m alt., pedúnculo e frutos verdes.","CESJ048906",NA,"Rio Preto","-43.8278007507324","-22.0891990661621","L. Menini Neto",NA,NA,NA,NA,"2007","04","28","20815","auto",NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:20:19-03","UNICAMP","UEC","185101","S","Plantae","Liliopsida",NA,"Orchidaceae","Warrea","warreana","Warrea warreana","(Lodd. ex Lindl.) C.Schweinf.","Nunes, CEP","6","2013","01","12",NA,"Brazil","São Paulo","Trilha do Pau de Bala, Núcleo Santa Virgínia, PESM.","800",NA,"Planta terrestre que ocorre dentro da floresta ombrófila densa de encosta, submontana e montana em microclimas com elevada umidade relativa do ar. Flores com pétalas e sépalas brancas a creme e labelo inversamente com interior vináceo","UEC105615","UEC105615","São Luiz do Paraitinga","-45.133333","-23.316667","Nunes, CEP","1000",NA,"-45.133333","-23.316667","2013","01","12",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:20:19-03","UNICAMP","UEC","208502","S","Plantae","Liliopsida",NA,"Orchidaceae","Warrea","warreana","Warrea warreana","(Lodd. ex Lindl.) C.Schweinf.","Mayer, JLS","30","2018","12","10",NA,"Brazil","São Paulo","Situada dentro do Parque Estadual da Serra do Mar - Núcleo de Picinguaba",NA,NA,"Terrícola, rizoma curto com pseudobulbos.; Encontrada próximo à touceiras de bambu, local sombreado","UEC040258","UEC040258","Ubatuba","-44.8","-23",NA,NA,NA,"-44.8","-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-10-14 10:04:26-03","FURB","FURB","62767","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Warrea","warreana","Warrea warreana","(Lodd. ex Lindl.) C.Schweinf.","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","4521","2018","10","19",NA,"Brasil","Santa Catarina","Três Irmãos.","467",NA,"Coletada 19/10/18 floração 4/1/19 - Flor branca, labelo vináceo Habitat: Interior de unidade amostral Habito: Erva","FURB62767","FURB62767","Barra Bonita","-53.4102778","-26.7288889","Kassner-Filho, A.","467",NA,"-53.4102778","-26.7288889","2019","01","04",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-08-16 08:40:26-03","UTFPR","HCF","24383","S","Plantae",NA,NA,"Orchidaceae","Warrea","warreana","Warrea warreana","(Lodd. ex Lindl.) C.Schweinf.","M.G. Caxambu","7973","2017","12","11",NA,"Brasil","PR","Parque Nacional do Iguaçu, Nascentes","699",NA,"erva terrícola, semi-ciófila, ca. 0,50 m. Flores alvas com labelo vermelho-escuro. Ocasional.",NA,NA,"Céu Azul","-53.669083","-25.081556","M.G. Caxambu","699",NA,"53°40'08,7 W","25°04'53,6 S","2017","12","15",NA,NA,NA,NA,NA,NA,NA,NA
