"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","imagecode","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","individualCount","fieldNumber"
"44","2021-04-07 11:44:08-03","UFMS","CGMS","28892","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","Z.V. Pereira; S. F. Luft; R. B. Caboco e C. Gomes.","1391","2005","07","13",NA,"Brasil","Mato Grosso do Sul","Entre Taquarussu, Jateí e Naviraí","Parque Estadual das Várzeas do Rio Ivinhema.",NA,NA,NA,NA,"Papilionoideae. Flores roxas. Frutos secos torcidos. Habitat: Borda da Mata Pindaíba. Habito: Liana.","CGMS1058351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-04-07 11:44:08-03","UFMS","CGMS","54020","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","A.L.S. Fachardo; P.I. Martins; G.M. Shiroma; V.J. Pott","14","2015","06","11",NA,"Brasil","Mato Grosso do Sul","Jateí","Parque Estadual das Varzéas do Rio Ivinhema Rio Ivinhema.","-53.6508333","-22.9186111","235",NA,"Papilionoideae. Flor roxa. Habitat: Margem de rio e mata ciliar. Habito: Erva.","CGMS1083987","A. Pott & V.J. Pott",NA,"-53,6508333","-22,9186111","235","2016","06","14",NA,NA,NA,NA,NA,NA
"46","2021-04-07 11:44:09-03","UFMS","CGMS","639","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","A. Oliveira",NA,"1989","09","29",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Câmpus UFMS.","-54.6","-20.5",NA,NA,"Papilionoideae.","CGMS1017149","A. Sartori",NA,"-54,6","-20,5",NA,"2018","06","06",NA,NA,NA,NA,NA,NA
"47","2021-04-07 11:44:08-03","UFMS","CGMS","28920","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","R.B. Caboco; A. Sciamarelli","43","2009","04","19",NA,"Brasil","Mato Grosso do Sul","Entre Taquarussu, Jateí e Naviraí","Parque Estadual das Várzeas do Rio Ivinhema.","-53.7472222","-22.9291667",NA,NA,"Papilionoideae. Flores roxas. Habitat: Beira da mata. Habito: Liana.","CGMS1058379",NA,NA,"-53,7472222","-22,9291667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-04-07 11:44:08-03","UFMS","CGMS","32992","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","V.C. Souza; C.P. Caliari; P.B. Garcia","32321","2006","07","13",NA,"Brasil","Mato Grosso","Poconé","Área do SESC Pantanal. Beira do Corixo do Muquém.","-56.6227989196777","-16.2567005157471","120",NA,"Papilionoideae. Flor roxa.","CGMS1062382","V.C. Souza",NA,NA,NA,"120","2006","07","14",NA,NA,"200792","auto",NA,NA
"49","2021-04-07 11:44:08-03","UFMS","CGMS","56487","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","A. Pott; V.J. Pott; L.C.P. Lima; C.N. da Cunha; E.A. Silveira","9388","2001","09","14",NA,"Brasil","Mato Grosso","Poconé","Baía do Caracará, Parque Nacional do Pantanal, Pantanal.","-56.6227989196777","-16.2567005157471",NA,NA,"Papilionoideae. Flor ausente. Habitat: Borda muito alagável (1,7m) de lagoa. Solo vértico. Relevo plano. Frequente. Habito: Trepadeira.","CGMS1086445","R.R. Silva",NA,NA,NA,NA,"2006","04","10",NA,NA,"200792","auto",NA,NA
"50","2021-04-07 11:44:08-03","UFMS","CGMS","32772","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","I.G.C. Bieski; Sr. Libério Amorim Neto, Aline Bispo Santos Januário","273","2011","04","05",NA,"Brasil","Mato Grosso","Poconé","Distrito do Chumbo.","-56.6227989196777","-16.2567005157471",NA,NA,"Papilionoideae. Flor arroxeada. Folhas e caules tomentosos. Habitat: Quintal. Solo remexido. Habito: Trepadeira, desprovida de gavinha.","CGMS1062212","V.J. Pott",NA,NA,NA,NA,"2011",NA,NA,NA,NA,"200792","auto",NA,NA
"51","2021-04-07 11:44:06-03","UFMS","CGMS","19916","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","A.G. Boaretto; C.B. Leite; G. Atique; W.J. Martins","260","2007","08","04",NA,"Brasil","Mato Grosso do Sul","Corumbá","Estrada Parque. Porto da Manga.","-57.6533012390137","-19.0091991424561",NA,NA,"Papilionoideae. Flor roxa. Fruto enegrecido. Habitat: Beira de estrada. Antropizada. Solo arenoso. Planície. Habito: Liana.","CGMS1049220","L.P. Queiroz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA
"52","2021-03-01 16:30:30-03","UNICAMP","UEC","128006","S","Plantae","Magnoliopsida",NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","Maxwell","Damasceno Junior, GA","871","1994","05","31",NA,"Brazil","Mato Grosso do Sul","Corumbá","Fazenda Rabicho","-57.450278","-19.021111","80",NA,"Trepadeira. Flor lilás.; Mata Ciliar do Rio Paraguai.",NA,NA,NA,"-57.450278","-19.021111","80",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-01-29 12:47:06-03","UNICAMP","UEC","143378","S","Plantae","Magnoliopsida",NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","Maxwell","Silva, RR; Silva, MV","379","2003","10","20",NA,"Brazil","Mato Grosso do Sul","Ladário","Interior de Mata Ciliar.","-57.473667","-19.0425",NA,NA,"Trepadeira. Frutos imaturos castanho-amarelados; frutos maduros castanhoverdeados. Solo argiloso.",NA,"Silva, RR",NA,"-57.473667","-19.0425",NA,"2003","10","20",NA,NA,NA,NA,NA,NA
"54","2019-08-20 10:13:22-03","UNICAMP","UEC","8235","S","Plantae","Magnoliopsida",NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","Maxwell","Shepherd, GJ; Tamashiro, JY; Salgado, PR; Andrade, JB","7515","1978","04","21",NA,"Brazil","Mato Grosso","Barra do Garças","Estrada Barra do Garça / Xavantina, a 51","-52.2566986083984","-15.8900003433228",NA,NA,"flor, Trepadeira, flores roxas.",NA,"Queiróz, LP",NA,NA,NA,NA,"1991","08",NA,NA,NA,"123012","auto",NA,NA
"55","2021-03-01 16:30:30-03","UNICAMP","UEC","156737","S","Plantae","Magnoliopsida",NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","Maxwell","Souza, VC; Caliari, CP; Garcia, PB","32321","2006","07","13",NA,"Brazil","Mato Grosso","Poconé","Área do Sesc Pantanal, Beira do Corixo do Muquém.","-56.6227989196777","-16.2567005157471","120",NA,"Trepadeira; flores roxas.","UEC008720","Souza, VC","UEC008720",NA,NA,"120","2006","07","14",NA,NA,"200792","auto",NA,NA
"56","2019-08-20 10:13:22-03","UNICAMP","UEC","8241","S","Plantae","Magnoliopsida",NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","Maxwell","Hatschbach, G","40610","1977","12","14",NA,"Brazil","Mato Grosso do Sul","Iguatemi","Porto Frangeli.","-54.5611000061035","-23.6802997589111",NA,NA,"flor, Trepadeira, flores violeta, margens do rio Paraná. Novo para Mato Grosso.",NA,"Queiróz, LP",NA,NA,NA,NA,"1991","08",NA,NA,NA,"71460","auto",NA,NA
"57","2020-12-21 16:26:23-03","MBM","MBM","150198","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","Cervi, A.C.; et al.; et al.","3288",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Corumbá","Estrada da Manga, próximo ao Rio Negro","-57.6533012390137","-19.0091991424561",NA,NA,NA,"MBM150198","Queiróz, L.P. de","MBM150198",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA
"58","2020-12-21 16:26:23-03","MBM","MBM","1750","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","Hatschbach, G.","25852",NA,NA,NA,"Southern America","Brazil","Paraná","Xambrê","Porto Byington","-53.4900016784668","-23.7360992431641",NA,NA,NA,"MBM001750",NA,"MBM001750",NA,NA,NA,NA,NA,NA,NA,NA,"25930","auto",NA,NA
"59","2020-12-21 16:26:23-03","MBM","MBM","293939","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","Kozera, C.","1778","2003","01","22","Southern America","Brazil","Mato Grosso do Sul","Naviraí","Lagoa do Ivinhema","-54.190601348877","-23.0650005340576",NA,NA,NA,"MBM293939","Hatschbach, G.","MBM293939",NA,NA,NA,NA,NA,NA,NA,NA,"54855","auto",NA,NA
"60","2020-12-21 16:26:23-03","MBM","MBM","293938","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","Kozera, C.","1737","2003","01","20","Southern America","Brazil","Paraná","Altônia","Canal para a Lagoa dos Padres","-53.9016990661621","-23.8743991851807",NA,NA,NA,"MBM293938",NA,"MBM293938",NA,NA,NA,NA,NA,NA,NA,NA,"39628","auto",NA,NA
"61","2020-12-21 16:26:23-03","MBM","MBM","96086","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","Pedersen, T.M.","6942",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM096086","Queiróz, L.P. de","MBM096086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:26:23-03","MBM","MBM","413244","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","Snak, C.; Barbosa, A.R.; Smiderle, C.R.; Snak, D.R.; Barbosa, A.R.; Smiderle, C.R.; Snak, D.R.","826","2012","04","07","Southern America","Brazil","Paraná","Guaíra","Parque Nacional da Ilha Grande, Ilha do Rio Paraná.","-54.210556","-24.056111",NA,NA,"Liana. Lâmina cartácea. Fruto imaturo, verde, piloso.","MBM413244","Queiroz, L.P.","MBM413244","-54.210556","-24.056111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:26:23-03","MBM","MBM","57752","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","Hatschbach, G.","40610",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Iguatemi","Porto Frangeli",NA,NA,NA,NA,NA,"MBM057752","Hatschbach, G.","MBM057752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:26:23-03","MBM","MBM","83062","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","Pedersen, T.M.","12773",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM083062","Queiróz, L.P. de","MBM083062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:26:23-03","MBM","MBM","174342","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","Hatschbach, G.; Pott, A.; Silva, J.M.; Pott, A.; Silva, J.M.","62737",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Barra do Bugres","Rod. BR-246, Rio do Bugres","-57.1810989379883","-15.0725002288818",NA,NA,NA,"MBM174342","Queiróz, L.P. de","MBM174342",NA,NA,NA,NA,NA,NA,NA,NA,"173387","auto",NA,NA
"66","2020-12-21 16:26:23-03","MBM","MBM","3466","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","Lindeman, J.; Haas, H.; Haas, H.","2784","1966","06","26","Southern America","Brazil","Paraná","Xambrê","Porto Byngton","-53.4900016784668","-23.7360992431641",NA,NA,NA,"MBM003466","Petean, M.P.","MBM003466",NA,NA,NA,NA,NA,NA,NA,NA,"25930","auto",NA,NA
"67","2014-04-29 05:39:00-03","MO","MOBOT","2432140","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","Renée H. Fortunato|J.A. Greppi|Silvana Sede|S. Soto","Fortunato 7950","2003","2","1","South America","Argentina","Chaco","Bermejo","11,2 km al N del ingreso a la ruta en direcc. a la Isla del Cerrito.","-58.81666","-29.4","230.00000000",NA,NA,NA,"Fortunato, R. H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-10-12 04:36:00-03","MO","MOBOT","101136342","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","Pedro Acevedo-Rodríguez|M. R. Pace|G.M. Antar|José Maria Antunes","Acevedo-Rodríguez 16723","2017","9","5","South America","Brazil","Mato Grosso do Sul","Corumbá","Along Paraguay River north of Corumbá.","-57.6775","-18.9622222","96.00000000",NA,NA,NA,"M. T. Strong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"69","2019-06-17 10:56:00-03","MO","MOBOT","101136422","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","Pedro Acevedo-Rodríguez|José Maria Antunes|M. V. S. Urquiza","Acevedo-Rodríguez 16738","2017","9","6","South America","Brazil","Mato Grosso do Sul","Corumbá","Along Paraguay River north of Corumbá.","-57.6738889","-18.8891666","90.00000000",NA,NA,NA,"M. T. Strong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"70","2010-11-28 09:59:00-02","MO","MOBOT","2339536","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","Guillermo Covas|Arturo E. Ragonese","Covas 4488","1941","1","25","South America","Argentina","Santa Fé","General Obligado","Puerto Ocampo",NA,NA,NA,NA,NA,NA,"Maxwell, R. H. & Wasshausen, D. C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2009-07-09 17:05:00-03","MO","MOBOT","2452093","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","Gert G. Hatschbach","Hatschbach 15852","1967","1","23","South America","Brazil","Paraná",NA,"Porto Ryington, Xambre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","3190696","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","Nur Ritter","Ritter 4528","1998","7","14","South America","Bolivia","Santa Cruz","Angel Sandoval","Bahia Preseverancia: a cove at the southern end of Laguna La Gaiba. Along the Bolivian-Brazilian border. Center of the collecting area: Habitat: floating mats dominated by Echinichloa polystachya, Hymenachne sp. and Paspalum repens, with Eichhornia crassipes common along the outer edge.","-57.7","-17.81666","90.00000000",NA,NA,NA,"N. Ritter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2018-01-27 05:29:00-02","MO","MOBOT","3191648","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","Nur Ritter|Garrett E. Crow|Marisol Garvizu|Charlyn W. Crow","Ritter 4620","1998","7","19","South America","Bolivia","Santa Cruz",NA,"Province of Herman Busch. Laguna Cáceres. The northern edge of the system. Habitat: dominated by mixture of shrubs and small trees, with a narrow band covered with Eichhornia crassipes and other floating macrophytes. Depth of inundation ca. 2.0 meters.","-57.72416","-18.975","90.00000000",NA,NA,NA,"N. Ritter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2008-05-27 22:02:00-03","MO","MOBOT","3191827","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","Nur Ritter","Ritter 4473","1998","11","7","South America","Bolivia","Santa Cruz","Angel Sandoval","Laguna Uberaba, on the Bolivian-Brazilian border. Habitat: a large backswamp, separated from the lake basin by floating mat and a sediment bar. Water level ca. 1.0 meters.","-57.77833","-17.56416","85.00000000",NA,NA,NA,"N. Ritter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2016-11-15 05:15:00-02","MO","MOBOT","3191921","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","Antonio C. Krapovickas","Krapovickas 23610","1973",NA,NA,"South America","Argentina","Corrientes","San Cosme","Paso de la Patria.",NA,NA,NA,NA,NA,NA,"R.H. Maxwell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","3192135","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","Gert G. Hatschbach","Hatschbach 40610","1977","12","14","South America","Brazil",NA,NA,"Porto Frangeli (mun. Iguatemi) Mato Grosso. Margens rio Paraná. Novo para Mato Grosso.",NA,NA,NA,NA,NA,NA,"G. Hatschbach 78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2010-10-28 08:51:00-02","MO","MOBOT","3330082","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","J. Balcázar|Juan Carlos Montero Castro|M. Poné","Balcázar S. 1126","1997","5","2","South America","Bolivia","Santa Cruz","Angel Sandoval","San Fernando: a 2 km al norte de la comunidad. Pampa arbolada con presencia de Astronium sp, Tabebuia aurea, Curatella americana y gramineas.","-58.6372222","-17.2594444","160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"78","2020-06-15 15:30:40-03","UNESP-RC","HRCB","44170","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","Bortolotto, I.M.","1489","2004","11","02",NA,"Brasil","Mato Grosso do Sul","Corumbá","Margem do Rio Paraguai próximo a comunidade do Amolar","-57.493722","-18.049361",NA,NA,"Flor rasa em botão, fruto.",NA,NA,NA,"57º29'37.4W","18º2'57,7S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-09-12 05:00:02-03","US","US","2839338","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","G. Hatschbach","40610","1977","12","14","South America - Neotropics","Brazil","Mato Grosso",NA,"Porto FRangeli (mun Iguatemi)",NA,NA,NA,NA,NA,"US02343099",NA,"US02343099_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"80","2020-09-12 05:00:02-03","US","US","3677333","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","N. Ritter, G. Crow, M. Garvizu & C. Crow","4473",NA,NA,NA,"South America - Neotropics","Bolivia","Santa Cruz",NA,"Department of Santa Cruz. Province of Angel Sandoval. Laguna Uberaba, on the Bolivian-Brazilian border","-57.7783","-17.5642","85",NA,NA,"US02355203","Mansano, V. F.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"81","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","P. Acevedo-Rodriguez, M. R. Pace, G. M. Antar & J. M. Antunes","16723","2017","9","5","South America - Neotropics","Brazil","Mato Grosso do Sul",NA,"Corumbá, along Paraguay River north of Corumbá","-57.6775","-18.9621","96",NA,"US, NY, MO",NA,"Strong, Mark T., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"82","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","P. Acevedo-Rodriguez, J. M. Antunes & M. V. S. Urquiza","16738","2017","9","6","South America - Neotropics","Brazil","Mato Grosso do Sul",NA,"Corumbá, along Paraguay River north of Corumbá","-57.6738","-18.8892","90",NA,"US, NY, MO, K",NA,"Strong, Mark T., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"83","2020-09-12 05:00:02-03","US","US","1043710","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H. Maxwell","S. Venturi","86","1903","11","8","South America","Argentina","Santa Fe",NA,"Chaco Santafecino, Mocovi.",NA,NA,NA,NA,NA,"US02343100",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"84","2020-03-05 14:11:42-03","UNEMAT","HPAN","378","PreservedSpecimen","Plantae","Magnoliidae","Fabales","Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","Carniello, MA; Campos, MJ; Alexandre, RF; Silva, DR; Cruz, WJA; Pedroga, JA","3622","2010","06","06","América","Brasil","Mato Grosso","Cáceres","Baía do Malheiros, Fragmento vegetal e área antropizada no entorno (margem esquerda do rio Paraguai)","-57.685722","-16.057722",NA,NA,"Aula de campo de Introdução à Sistemática e Taxonomia Vegetal 2010/1","HPAN000000378","Carniello, MA",NA,"-57.685722","-16.057722",NA,"2010","06","06",NA,NA,NA,NA,NA,NA
"85","2020-03-05 14:11:42-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Magnoliidae","Fabales","Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","Carniello, MA; Campos, MJ; Alexandre, RF; Silva, DR; Cruz, WJA; Pedroga, JA","3622","2010","06","06","América","Brasil","Mato Grosso","Cáceres","Baía do Malheiros, Fragmento vegetal e área antropizada no entorno (margem esquerda do rio Paraguai)","-57.685722","-16.057722",NA,NA,"Aula de campo de Introdução à Sistemática e Taxonomia Vegetal 2010/1",NA,"Carniello, MA",NA,"-57.685722","-16.057722",NA,"2010","06","06",NA,NA,NA,NA,NA,NA
"86","2020-03-05 14:11:42-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Magnoliidae","Fabales","Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","Carniello, MA; Campos, MJ; Alexandre, RF; Silva, DR; Cruz, WJA; Pedroga, JA","3622","2010","06","06","América","Brasil","Mato Grosso","Cáceres","Baía do Malheiros, Fragmento vegetal e área antropizada no entorno (margem esquerda do rio Paraguai)","-57.685722","-16.057722",NA,NA,"Aula de campo de Introdução à Sistemática e Taxonomia Vegetal 2010/1",NA,"Carniello, MA",NA,"-57.685722","-16.057722",NA,"2010","06","06",NA,NA,NA,NA,NA,NA
"87","2020-03-05 14:11:42-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Magnoliidae","Fabales","Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","Carniello, MA; Campos, MJ; Alexandre, RF; Silva, DR; Cruz, WJA; Pedroga, JA","3622","2010","06","06","América","Brasil","Mato Grosso","Cáceres","Baía do Malheiros, Fragmento vegetal e área antropizada no entorno (margem esquerda do rio Paraguai)","-57.685722","-16.057722",NA,NA,"Aula de campo de Introdução à Sistemática e Taxonomia Vegetal 2010/1",NA,"Carniello, MA",NA,"-57.685722","-16.057722",NA,"2010","06","06",NA,NA,NA,NA,NA,NA
"88","2020-03-05 14:11:42-03","UNEMAT","HPAN","2213","PreservedSpecimen","Plantae","Magnoliidae","Fabales","Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","Schessl, M","5967","2002","05","11","América","Brasil","Mato Grosso","Cáceres",NA,"-57","-16.083333",NA,NA,"Projeto Diversidade florística e variedade fitossociológica de comunidades vegetacionais na região de Cáceres-MT (CNPq processo 3000060/98).","HPAN000002213","Schessl, M",NA,"-57","-16.083333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-03-05 14:11:42-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Magnoliidae","Fabales","Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","Carniello, MA; Campos, MJ; Alexandre, RF; Silva, DR; Cruz, WJA; Pedroga, JA","3622","2010","06","06","América","Brasil","Mato Grosso","Cáceres","Baía do Malheiros, Fragmento vegetal e área antropizada no entorno (margem esquerda do rio Paraguai)","-57.685722","-16.057722",NA,NA,"Aula de campo de Introdução à Sistemática e Taxonomia Vegetal 2010/1",NA,"Carniello, MA",NA,"-57.685722","-16.057722",NA,"2010","06","06",NA,NA,NA,NA,NA,NA
"90","2020-03-05 14:11:42-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Magnoliidae","Fabales","Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","Carniello, MA; Campos, MJ; Alexandre, RF; Silva, DR; Cruz, WJA; Pedroga, JA","3622","2010","06","06","América","Brasil","Mato Grosso","Cáceres","Baía do Malheiros, Fragmento vegetal e área antropizada no entorno (margem esquerda do rio Paraguai)","-57.685722","-16.057722",NA,NA,"Aula de campo de Introdução à Sistemática e Taxonomia Vegetal 2010/1",NA,"Carniello, MA",NA,"-57.685722","-16.057722",NA,"2010","06","06",NA,NA,NA,NA,NA,NA
"91","2020-03-05 14:11:42-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Magnoliidae","Fabales","Fabaceae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","Carniello, MA; Campos, MJ; Alexandre, RF; Silva, DR; Cruz, WJA; Pedroga, JA","3622","2010","06","06","América","Brasil","Mato Grosso","Cáceres","Baía do Malheiros, Fragmento vegetal e área antropizada no entorno (margem esquerda do rio Paraguai)","-57.685722","-16.057722",NA,NA,"Aula de campo de Introdução à Sistemática e Taxonomia Vegetal 2010/1",NA,"Carniello, MA",NA,"-57.685722","-16.057722",NA,"2010","06","06",NA,NA,NA,NA,NA,NA
"92","2020-05-08 11:12:21-03","UEFS","HUEFS","205942","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Dioclea","burkartii","Dioclea burkartii","R.H.Maxwell","Snak, C.","826","2012","04","07",NA,"Brasil","Paraná","Guaíra","Parque Nacional de Ilha Grande. Ilha do Rio Paraná.","-54.210556","-24.056111",NA,NA,NA,"HUEFS0205942",NA,NA,"54W12'38''","24S3'22''",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
