"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","375010","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.","T. D. Pennington","A. M. V. de Carvalho","4657","1994","09","17","South America","Brazil","Bahia","Ilhéus","Mata da Esperança. Entrada a 2 km a partir da antiga ponte do Rio Fundao. Arvore no. 55. Parcela no. 2","-39.06916667","-14.7819444",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=303667' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375010","NY00375010_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01176636","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.","T. D. Pennington","W. A. Ducke","1426","1943","11","02","South America","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1409382' target='other'> <mi>dwc_moreinfo</mi></a>","NY01176636","NY01176636_01 NY01176636_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2862043","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.","A. Alves-Araújo","W. W. Thomas","8060",NA,NA,NA,"South America","Brazil","Bahia","Uruçuca","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Southern Bahian moist forest.","-39.0617","-14.4231",NA,NA,"sheet","Site: SG <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=303704' target='other'> <mi>dwc_moreinfo</mi></a>","NY02862043","NY02862043_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01405721","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.",NA,"C. A. Cid Ferreira","9662","1987","11","23","South America","Brazil","Pará","Oriximiná","Area do Futuro reservatorio da usina hidreletrica de Cachoeira Porteira, proximo a Cachoeira Viramundo","-57.0592493","-1.0505624",NA,NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2946455' target='other'> <mi>dwc_moreinfo</mi></a>","NY01405721","NY01405721_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00859671","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.",NA,"R. de Lemos Fróes","20259","1944","06",NA,"South America","Brazil","Maranhão","Monção","Rio Pindaré, Monção.","-45.2508","-3.4919",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=960635' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859671","NY00859671_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","419340","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.","A. Alves-Araújo","A. M. Amorim","2521","1998","09","13","South America","Brazil","Bahia","Porto Seguro","Parque Nacional de Monte Pascoal. Area limite entre o PARNA e a Reserva Indigena Barra Velha, da tribo Pataxo","-39.2033815","-16.8700182",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=303680' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419340","NY00419340_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","720021","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.",NA,"E. F. Poeppig","2572","1831","09",NA,"South America","Brazil","Amazonas",NA,"Ega [Tefé].",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2527985' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720021","NY00720021_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","229943","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.","T. D. Pennington","D. C. Daly","8288","1994","09","20","South America","Brazil","Acre","Tarauacá","Rio Tarauacá, river at low water. Seringal Universo, Colocaçao Praia do Carapaná, proposed Kaxinawá Indian reserve.","-71.3533","-8.4417",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=303689' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229943","NY00229943_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01176563","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.",NA,"S. A. Mori","15862","1983","09","06","South America","Brazil","Amapá",NA,"Camaipi. EMBRAPA reserve and vicinity","-51.62","0.17",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1408967' target='other'> <mi>dwc_moreinfo</mi></a>","NY01176563","NY01176563_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01176632","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.","T. D. Pennington","B. Maguire","60094","1965","11","04","South America","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1409371' target='other'> <mi>dwc_moreinfo</mi></a>","NY01176632","NY01176632_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01176628","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.","T. D. Pennington","R. de Lemos Fróes","28347","1952","04","28","South America","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1409354' target='other'> <mi>dwc_moreinfo</mi></a>","NY01176628","NY01176628_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","375016","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.","J. M. Pires","S. A. Mori","13891","1981","05","01","South America","Brazil","Bahia","Una","Maruim, border of the Fazendas Maruim and Dois de Julho, 33 km SW of Olivença on the road from Olivença to Burearema. Point 70-C","-39.1202492","-15.1148921","100","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=303682' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375016","NY00375016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01176618","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.",NA,"W. A. Rodrigues","4109","1962","01","23","South America","Brazil","Amazonas",NA,"Manaus. Estrada do Taruma","-60.0576478","-3.0215419",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1328984' target='other'> <mi>dwc_moreinfo</mi></a>","NY01176618","NY01176618_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","375009","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.","A. Alves-Araújo","J. G. Jardim","18","1993","01","07","South America","Brazil","Bahia","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Regiao da Mata Higrófila Sul Baiana","-39.08","-15.15",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=303665' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375009","NY00375009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01176634","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.","T. D. Pennington","B. A. Krukoff","12117/112","1941","04","05","South America","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1409377' target='other'> <mi>dwc_moreinfo</mi></a>","NY01176634","NY01176634_01 NY01176634_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","375006","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.","A. Alves-Araújo","A. M. V. de Carvalho","6088","1995","08","30","South America","Brazil","Bahia","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Regiao da Mata Higrófila Sul Baiana. Coletas próximas a Picada do Principe","-39.08","-15.15",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=303672' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375006","NY00375006_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01252173","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.",NA,"C. A. Cid Ferreira","9662","1987","11","23","South America","Brazil","Pará","Oriximiná","Area do Futuro reservatorio da usina hidreletrica de Cachoeira Porteira, proximo a Cachoeira Viramundo","-57.0592493","-1.0505624",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1330918' target='other'> <mi>dwc_moreinfo</mi></a>","NY01252173","NY01252173_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","375027","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.","T. D. Pennington","H. S. Irwin","47696","1960","08","22","South America","Brazil","Amapá",NA,"Rio Oiapoque; Forest. First cachoeira on Rio Iaue, 0.5 k east of confluence with Rio Oiapoque","-52.37","2.88",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=303663' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375027","NY00375027_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","375007","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.","T. D. Pennington","R. de Lemos Fróes","1088","1943","03","15","South America","Brazil","Bahia","Ilhéus","Basin River St. Ana","-39.04","-14.78",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=303685' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375007","NY00375007_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","375017","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.","J. M. Pires","S. A. Mori","13768","1981","04","27","South America","Brazil","Bahia","Una","Maruim, border of the Fazendas Maruim and Dois de Julho, 33 km SW of Olivença on the road from Olivença to Burearema. Point 15-C","-39.1202492","-15.1148921","100","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=303683' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375017","NY00375017_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01176635","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.","T. D. Pennington","W. A. Ducke","1073","1942","11","02","South America","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1409380' target='other'> <mi>dwc_moreinfo</mi></a>","NY01176635","NY01176635_01 NY01176635_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","867590","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.","T. D. Pennington","D. C. Daly","7217","1991","11","08","South America","Brazil","Acre","Xapuri","Rio Acre @ 3 hours by boat downstream from Xapuri and 1 hr walking inland from left bank","-68.33","-10.75",NA,NA,"sheet","Inv. no. 45 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=303686' target='other'> <mi>dwc_moreinfo</mi></a>","NY00867590","NY00867590_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","720023","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.",NA,"C. W. Mosén","3862","1875","04",NA,"South America","Brazil","São Paulo","Santos",NA,"-46.3300018310547","-23.9599990844727",NA,NA,"sheet","Label data from U.S. National Herbarium det. C. Gilly, 1948 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2527992' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720023","NY00720023_01","26836","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","375012","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.","T. D. Pennington","R. de Lemos Fróes","20044","1942","11",NA,"South America","Brazil","Bahia",NA,"Entre S. José dos Macucos e Itabuna, cabeceira do rio Una.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=303656' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375012","NY00375012_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01176633","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.","T. D. Pennington","B. A. Krukoff","12116/111","1941","04","05","South America","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1409374' target='other'> <mi>dwc_moreinfo</mi></a>","NY01176633","NY01176633_01 NY01176633_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01176622","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.","T. D. Pennington","M. G. da Silva","2419","1969","08","28","South America","Brazil","Pará",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1409249' target='other'> <mi>dwc_moreinfo</mi></a>","NY01176622","NY01176622_01 NY01176622_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","375028","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.","A. Alves-Araújo","A. F. M. Glaziou","18352","1892","11","10","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=303688' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375028","NY00375028_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01176621","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.",NA,"J. M. Pires","4382","1952","11","18","South America","Brazil","Pará",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1409248' target='other'> <mi>dwc_moreinfo</mi></a>","NY01176621","NY01176621_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","375019","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.","T. D. Pennington","H. W. Schott",NA,NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=303657' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375019","NY00375019_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","375011","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.",NA,"R. de Lemos Fróes","1070","1942","12","02","South America","Brazil","Bahia","Itabuna","Basin of Rio Una, near Bela Vista. San José","-39.2803","-14.7858",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=303694' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375011","NY00375011_01 NY00375011_02 NY00375011_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01176626","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.","T. D. Pennington","I. L. do Amaral","716","1982","12","12","South America","Brazil","Amazonas","Tefé","Rio Solimões, margem direita, lago de Tefé.","-64.8792887","-3.4491668",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1330721' target='other'> <mi>dwc_moreinfo</mi></a>","NY01176626","NY01176626_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","720022","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.",NA,"L. Riedel","s.n.","1822",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2527990' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720022","NY00720022_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
