"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified"
"1","2021-03-15 16:37:00-03","NY","NYBG","345533","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Celastraceae","Maytenus","rupestris","Maytenus rupestris","Pirani & R.M.Carvalho-Okano","isotype","A. Furlan","7506","1981","10","05","South America","Brazil","Minas Gerais","Santana do Riacho","Cachoeira de S. Nicolau. Rio Indequicé. Alto do Morro. Perto da Estrada da Usina.","-43.7142","-19.1692","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=645761' target='other'> <mi>dwc_moreinfo</mi></a>","NY00345533","NY00345533_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","1031046","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Celastraceae","Maytenus","rupestris","Maytenus rupestris","Pirani & R.M.Carvalho-Okano",NA,"J. R. Pirani","4201","1998","03","04","South America","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, Rodovia MG-010, Vale da Mãe D'Água.","-43.6008","-19.3031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142171' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031046","NY01031046_01","J. R. Pirani","1113","1113",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-02-08 08:57:41-03","NBC","NL-BOTANY","U.1206093","PreservedSpecimen","Plantae",NA,"Celastrales","Celastraceae","Maytenus","rupestris","Maytenus rupestris","Pirani & Carv.-Okano","paratype","Pirani JR",NA,"1989","05","20","Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1206093 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1206093","NL-U1206093",NA,NA,NA,"Magnoliopsidae","U 0088898",NA,NA,NA,NA,NA,NA,NA
"4","2020-11-04 11:04:43-03","ESALQ","ESA","73509","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Celastraceae","Maytenus","rupestris","Maytenus rupestris","Pirani & Carvalho-Okano",NA,"Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.","25258.0","2001","07","06",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó. Base da Cachoeira da Farofa.","-43.7144012451172","-19.1688995361328",NA,"Arvoreta, ca. 2 m alt.; flores creme; frutos alaranjados. Caule avermelhado. Mata ciliar.","ESA073509","ESA073509","Biral, L.","1010","1010",NA,NA,"-43,576,944","-19,380,278","26557","auto",NA,NA,NA
"5","2020-11-04 11:04:43-03","ESALQ","ESA","97721","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Celastraceae","Maytenus","rupestris","Maytenus rupestris","Pirani & Carvalho-Okano",NA,"Souza, V.C.; Zappi, D.C.; Hind, D.J.N.; Paula-Souza, J.; Jennings, L.; Romão, G.O.; Rando, J.G.; Ferreira, M.A.P.; Miranda, E.","32619.0","2007","02","18",NA,"Brasil","Minas Gerais","Santana do Pirapama.","Serra do Cipó (Serra da Lapa). Distrito de São José da Cachoeira. Trilha para a Cachoeira Bonita. Beira de córrego pedregoso em área de cerrado. 680 m.s.m.",NA,NA,NA,"Arbusto com ramos prostrados, ca. 1,5 m alt.; frutos laranja, com arilo branco. No leito do rio.","ESA097721","ESA097721","Groppo Jr., M.","680","680",NA,NA,"-43,776,389","-18,977,778",NA,NA,"2007","01","01"
"6","2020-11-04 11:04:43-03","ESALQ","ESA","82944","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Celastraceae","Maytenus","rupestris","Maytenus rupestris","Pirani & Carvalho-Okano",NA,"Araújo, A.O.; Romão, G.O.; Vieira, S.",NA,"2003","01","08",NA,"Brasil","Minas Gerais","Diamantina","ca. 8 km de Diamantina na estrada para Mendanha; 1230 m alt.","-433.236","-181.048",NA,"arbusto 80 cm; corola branca, estames amarelos","ESA082944","ESA082944","Biral, L.",NA,NA,NA,NA,"-433,236","-181,048",NA,NA,NA,NA,NA
"7","2020-12-20 21:16:38-03","UFV","VIC","16301","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","rupestris","Monteverdia rupestris","(Pirani & Carvalho-Okano) Biral","Parátipo","Joly, A.B.","s.n.","1972","11","04",NA,"Brasil","Minas Gerais","Jaboticatubas","Km 128 - Rod. Lagoa Santa-Conceição do Mato Dentro, Margem do riacho.","-43.7449989318848","-19.513599395752",NA,"Arbusto, c.a. de 2,0 - 3,0 metros de altura. Flores brancas-esverdeadas. PARÁTIPO.","VIC016301","VIC016301","Carvalho-Okano, R.M. de",NA,NA,NA,NA,NA,NA,"31264","auto","1990","01","23"
"8","2020-12-20 21:16:38-03","UFV","VIC","16304","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","rupestris","Monteverdia rupestris","(Pirani & Carvalho-Okano) Biral","Parátipo","Pirani, J.R.","s.n.","1989","05","20",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 111 da Rodovia Belo Horizonte (BH) - Conceição do Mato Dentro. Vale do Córrego Vitalino.","-43.7144012451172","-19.1688995361328",NA,"Arvoreta entre rochas, à margem do Córrego Vitalino, heliófila. Caule levemente alaranjado, ramos escandentes com folhagem verde-escura lustrosa na face superior, verde-clara opaca na face inferior. Frutos amarelos a alaranjados, algun","VIC016304","VIC016304","Carvalho-Okano, R.M. de",NA,NA,NA,NA,NA,NA,"26557","auto","1990","01","23"
"9","2020-12-20 21:16:38-03","UFV","VIC","16302","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","rupestris","Monteverdia rupestris","(Pirani & Carvalho-Okano) Biral","Isótipo","Furlan, A.; et al.","s.n.","1981","10","05",NA,"Brasil","Minas Gerais","Santana do Riacho","Ao longo da Rod. BH - Conceição do Mato Dentro, Cachoeira de São Nicolau. Rio Indequicé. Alto do Morro. Perto da Estrada da Usina.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto, c.a. de 1,0 metro de altura; flores creme-esverdeadas. ISÓTIPO.","VIC016302","VIC016302","Carvalho-Okano, R.M. de",NA,NA,NA,NA,NA,NA,"26557","auto","1990","01","23"
"10","2020-12-20 21:16:38-03","UFV","VIC","16303","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","rupestris","Monteverdia rupestris","(Pirani & Carvalho-Okano) Biral","Parátipo","Pirani, J.R.; Rossi, L.","s.n.","1983","11","14",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó - Estrada da Usina, No Ribeirão Indequicé, próximo da cachoeira.","-43.7144012451172","-19.1688995361328",NA,"Arbusto entre pedras. Flores alvas; frutos imaturos. PARÁTIPO.","VIC016303","VIC016303","Carvalho-Okano, R.M. de",NA,NA,NA,NA,NA,NA,"26557","auto","1990","01","23"
"11","2019-11-21 14:33:19-03","UFJF","CESJ","61490","PreservedSpecimen","Plantae","Angiosperma",NA,"Celastraceae","Maytenus","rupestris","Maytenus rupestris","Pirani & Carv.-Okano",NA,"V.C. Souza; J. Paula-Souza, GORomão, A","25258","2001","07","06","América do Sul","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Base da Cachoeira da Farofa. Lat.: 19º22'49S; Lon.: 43º34'37W; Alt.: 1010 m.s.m.","-43.7144012451172","-19.1688995361328",NA,"Arvoreta, ca. 2m alt.; flores creme; frutos alaranjados. Caule avermelhado. Mata ciliar. (Prensado em álcool 70º).","CESJ061490",NA,"C.Birol",NA,NA,NA,NA,NA,NA,"26557","auto","2011","11",NA
"12","2020-12-21 16:20:29-03","MBM","MBM","59085","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","rupestris","Maytenus rupestris","Pirani & R.M. Carvalho-Okano",NA,"Semir, J.; et al.; et al.","H381","1973","09","04","Southern America","Brazil","Minas Gerais","Jaboticatubas","Km 117 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina","-43.7449989318848","-19.513599395752",NA,NA,"MBM059085","MBM059085",NA,NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA
