"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","recordNumber","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","barcode","imagecode","fieldNumber","infraspecificEpithet","previousCatalogNumber","typeStatus"
"46","2020-12-21 16:38:30-03","MBM","MBM","415668","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb. Rodr.) M.W. Chase & N.H. Williams","Engels, M.E.","2019","01","08","Brotto, M.L.; Cordeiro, J.; Vaz, J.; Cordeiro, J.; Vaz, J.","2018","11","04","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.598333","-19.265556","997","997","Erva terrícola; flor amarela.; Campo rupestre, solo orgânico, úmido.","2824","-43.598333","-19.265556",NA,NA,NA,"Southern America",NA,"MBM415668",NA,NA,NA,NA,NA
"47","2015-09-03 19:49:26-03","MNHN","RECOLNAT_MNHN_P","P00430198","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.","Chiron",NA,NA,NA,"Regnell, A.F.","1871","11","13","Brésil",NA,NA,"Brésil",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00430198' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P00430198","P00430198_01","III 1820",NA,NA,NA
"48","2015-09-16 02:21:45-03","MNHN","RECOLNAT_MNHN_P","P00430207","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.",NA,NA,NA,NA,"Glaziou, A.","1894","11","4","Brésil",NA,NA,"Rio do Garna, marécages",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00430207' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P00430207","P00430207_01","22174",NA,NA,NA
"49","2015-09-04 12:21:04-03","MNHN","RECOLNAT_MNHN_P","P00430211","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.",NA,NA,NA,NA,"Saint-Hilaire, A. de","1816",NA,NA,"Brésil",NA,NA,"Prov. de Saint-Paul",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00430211' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P00430211","P00430211_01","C2 1343",NA,NA,NA
"50","2015-09-03 19:33:03-03","MNHN","RECOLNAT_MNHN_P","P00437290","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.",NA,NA,NA,NA,"Jansson, G.","1914","10","22","Brésil",NA,NA,"Parana : Capao Grande, Turma 23",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437290' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P00437290","P00437290_01","1322 a",NA,NA,NA
"51","2013-04-30 10:36:33-03","MNHN","RECOLNAT_MNHN_P","P00437291","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.",NA,NA,NA,NA,"Dusén, P.","1911","2","17","Brésil",NA,NA,"Parana : Dosvio Ribas, in paludosis",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437291' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P00437291","P00437291_01","11544",NA,NA,NA
"52","2015-09-04 12:43:16-03","MNHN","RECOLNAT_MNHN_P","P00437292","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.",NA,NA,NA,NA,"Dusén, P.","1908","12","8","Brésil",NA,NA,"Parana : Serrinha, in paludosis",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437292' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P00437292","P00437292_01","7317",NA,NA,NA
"53","2015-09-03 19:33:03-03","MNHN","RECOLNAT_MNHN_P","P00437293","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.",NA,NA,NA,NA,"Glaziou, A.","1894","11","4","Brésil",NA,NA,"Rio do Garna, marécages",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437293' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P00437293","P00437293_01","22174",NA,NA,NA
"54","2015-09-04 12:53:27-03","MNHN","RECOLNAT_MNHN_P","P00437294","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.",NA,NA,NA,NA,"Glaziou, A.","1894","11","4","Brésil",NA,NA,"Rio do Garna, marécages",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437294' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P00437294","P00437294_01","22174",NA,NA,NA
"55","2015-09-03 19:33:04-03","MNHN","RECOLNAT_MNHN_P","P00437295","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.",NA,NA,NA,NA,"Regnell, A.F.","1854","11","3","Brésil",NA,NA,"Brésil",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437295' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P00437295","P00437295_01","III 1165",NA,NA,NA
"56","2013-04-30 10:36:33-03","MNHN","RECOLNAT_MNHN_P","P00437296","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.",NA,NA,NA,NA,"Regnell, A.F.","1854","11","3","Brésil",NA,NA,"Brésil",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437296' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P00437296","P00437296_01","III 1165",NA,NA,NA
"57","2015-09-03 19:33:04-03","MNHN","RECOLNAT_MNHN_P","P00437297","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.",NA,NA,NA,NA,"Saint-Hilaire, A. de","1816",NA,NA,"Brésil",NA,NA,"Prov. de Saint-Paul",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437297' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P00437297","P00437297_01","C2 1343",NA,NA,NA
"58","2015-09-04 12:53:27-03","MNHN","RECOLNAT_MNHN_P","P00437298","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.",NA,NA,NA,NA,"Saint-Hilaire, A. de","1816",NA,NA,"Brésil",NA,NA,"Prov. de Saint-Paul",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437298' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P00437298","P00437298_01","C2 1343",NA,NA,NA
"59","2015-09-03 19:33:04-03","MNHN","RECOLNAT_MNHN_P","P00437299","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.",NA,NA,NA,NA,"Weddell, H.A.","1843","11",NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437299' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P00437299","P00437299_01","268",NA,NA,NA
"60","2015-09-03 19:33:04-03","MNHN","RECOLNAT_MNHN_P","P00437300","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.","Cogniaux",NA,NA,NA,"Balansa, B.","1874","11","15","Paraguay",NA,NA,"marais à l'est de Caaguazu",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437300' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P00437300","P00437300_01","635",NA,NA,NA
"61","2015-09-03 19:33:04-03","MNHN","RECOLNAT_MNHN_P","P00437301","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.","Cogniaux",NA,NA,NA,"Balansa, B.","1874","11","15","Paraguay",NA,NA,"marais à l'est de Caaguazu",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437301' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P00437301","P00437301_01","635",NA,NA,NA
"62","2015-09-03 19:33:04-03","MNHN","RECOLNAT_MNHN_P","P00437302","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.","Cogniaux",NA,NA,NA,"Balansa, B.","1874","11","15","Paraguay",NA,NA,"marais à l'est de Caaguazu",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437302' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P00437302","P00437302_01","635",NA,NA,NA
"63","2015-09-03 17:56:20-03","MNHN","RECOLNAT_MNHN_P","P00437303","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.","Cogniaux",NA,NA,NA,"Balansa, B.","1874","11","15","Paraguay",NA,NA,"marais à l'est de Caaguazu",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437303' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"hb","P00437303","P00437303_01","635",NA,NA,NA
"64","2020-10-01 14:26:00-03","JBB","HEPH","20373","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2014",NA,NA,"Salles, AEH; Jesus, FPR de","2004","02","19","Brasil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros","-47.504722","-14.057222","1447","1447","Abundante, Uso ornamental","3001B","-47.504722","-14.057222",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"65","2020-10-01 14:26:00-03","JBB","HEPH","7176","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2014",NA,NA,"Salles, AEH","1990","09","26","Brasil","Distrito Federal","Riacho Fundo","Santuário de Vida Silvestre",NA,NA,NA,NA,NA,"1730",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"66","2020-10-01 14:26:00-03","JBB","HEPH","7846","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2014",NA,NA,"Castro, NM","1981","03",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"67","2020-12-11 11:44:24-03","UFMG","BHCB","159872","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Coppensia","hydrophila","Coppensia hydrophila","(Barb.Rodr.) Campacci",NA,NA,NA,NA,"Vidal, CV; Paula-Souza, J","2012","02","17","Brasil","Minas Gerais","Nova Lima","Serra da Moeda","-43.989608","-20.102775",NA,NA,"Campo rupestre com predominância de velózia, herbáceo","927","-43.989608","-20.102775",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"68","2020-12-11 11:44:24-03","UFMG","BHCB","92436","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Coppensia","hydrophila","Coppensia hydrophila","(Barb.Rodr.) Campacci",NA,NA,NA,NA,"Mota, RC da","2002","11","08","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo",NA,NA,NA,NA,"erva terrestre, em campo limpo arenoso. Labelo amarelo com calosidades amarelo-acastanhadas, tépalas acastanhadas.","2557","-43.4249992370605","-19.0372009277344","60318",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"69","2020-12-11 11:44:33-03","UFMG","BHCB","120068","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) Chase",NA,NA,NA,NA,"Batista, JAN","2008","01","04","Brasil","Goiás","Teresina de Goiás","Chapada dos Veadeiros. GO-118, cerca de 36,8 km N","-47.381528","-13.903444","1258","1258","Erva terrestre, em campo limpo permanentemente úmido, cirdundando mata de galeria. Solo hidromórfico, escuro, com água sobre a superfície. Local anteriormente queimado. Flores amarelas.","2387","-47.381528","-13.903444",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"70","2020-12-11 11:44:33-03","UFMG","BHCB","120018","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) Chase",NA,NA,NA,NA,"Batista, JAN; Carvalho, BM de","2007","12","12","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.662444","-20.180389","1343","1343","Erva terrestre, campo limpo permanentemente úmido. Área anteriormente queimada. Sépalas e pétalas amarelas com máculas avermelhadas, labelo amarelo.","2337","-46.662444","-20.180389",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"71","2020-12-11 11:44:33-03","UFMG","BHCB","161223","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) Chase",NA,NA,NA,NA,"Batista, JAN; Bianchetti, LB","2011","11","13","Brasil","Distrito Federal","Brasília","Região Administrativa I","-47.903803","-15.884056","1024","1024","Erva terrestre. Em plena floração, sépalas e pétalas amarelos com pintas castanhas, labelo amarelo, calo marrom-amarelado, pouco comum; Campo limpo inundável (permanentemente úmido). Solo argiloso, profundo, escuro, úmido. Área quei","3177","-47.903803","-15.884056",NA,NA,NA,"Southern America",NA,"BHCB029051",NA,NA,NA,NA,NA
"72","2020-12-11 11:44:33-03","UFMG","BHCB","97495","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) Chase",NA,NA,NA,NA,"Batista, JAN; Miranda, ZJG","2004","03","21","Brasil","Distrito Federal","Taguatinga","área de proteção de manancial",NA,NA,NA,NA,"erva terrestre, em campo limpo permanentemente úmido.","1515",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"73","2020-12-11 11:44:47-03","UFMG","BHCB","22991","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.",NA,"2008","05","07","Lombardi, JA; Toledo, FRN","1993","10","25","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Acima Alto Palácio.",NA,NA,NA,NA,"Herbáceo. Erva terrestre, labelo amarelo, calosidade creme, tépalas mosqueadas amarronzadas.; Campo rupestre.","480","-43.7144012451172","-19.1688995361328","26557",NA,"auto","Southern America",NA,"BHCB014533",NA,NA,NA,NA,NA
"74","2021-02-11 17:20:56-03","UFPR","UPCB","58994","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb. Rodr.) M.W. Chase & N.H. Williams","Meneguzzo, T.E.C.","2017",NA,NA,"Hatschbach, G.","1990","02","13","Brasil","Goiás","Alto Paraíso","Rod. GO 118, 15-20km O de Alto Paraíso",NA,NA,"1400","1500","Ereta, flor amarela. Solo brejoso do campo rupestre da Chapada dos Veadeiros..","53934",NA,NA,NA,NA,NA,NA,NA,"UPCB0032979","UPCB0032979",NA,NA,NA,NA
"75","2021-02-11 17:20:59-03","UFPR","UPCB","3567","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Rodr.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1961","12","10","Brasil","Paraná","Palmeira","Fazenda Padre Inácio",NA,NA,NA,NA,"Flor com labelo amarelo, sépalas e pétalas castanhas, no brejo..","8712","-50.0064010620117","-25.4293994903564","35166",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-02-11 17:20:59-03","UFPR","UPCB","8210","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Rodr.","Pabst, G.","1970","01","01","Hatschbach, G.","1968","12","06","Brasil","Paraná","Guarapuava","Rio Campo Real",NA,NA,NA,NA,"Brejo, inflorescência ereta com flores amarelas, sépalas e pétalas salpicadas de castanho..","20506","-51.4580993652344","-25.395299911499","53832",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"77","2009-12-04 16:52:00-02","MO","MOBOT","2482361","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb. Rodr.",NA,NA,NA,NA,"Gert G. Hatschbach|O. V. Guimarães",NA,NA,NA,"Brazil","Paraná",NA,"Jaguariaiva",NA,NA,NA,NA,NA,"Hatschbach 25440",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"78","2009-05-15 13:24:00-03","MO","MOBOT","2834357","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb. Rodr.","E. Hassler",NA,NA,NA,"Pedro Jörgensen",NA,NA,NA,"Paraguay",NA,NA,"Swamp.",NA,NA,NA,NA,NA,"Jörgensen 4768",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"79","2008-05-27 22:02:00-03","MO","MOBOT","2834406","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb. Rodr.","G. Pabst, 25 Apr",NA,NA,NA,"Per Dusén","1911","2","17","Brazil","Paraná",NA,"Desuio ribas, in paludosis.",NA,NA,NA,NA,NA,"Dusén 11544",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"80","2008-05-27 22:02:00-03","MO","MOBOT","2834487","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb. Rodr.","G. Pabst, 25 Apr",NA,NA,NA,"* FANSSAN","1914","10","22","Brazil","Paraná",NA,"Capao Grande Parma 23 loeis paludosis.",NA,NA,NA,NA,NA,"FANSSAN 1322A",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"81","2008-05-27 22:02:00-03","MO","MOBOT","2834547","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb. Rodr.","G. Pabst, 25 Apr",NA,NA,NA,"Per Dusén","1914","2","3","Brazil","Paraná",NA,"Pinkaes louis paludois.",NA,NA,"885.00000000",NA,NA,"Dusén 15817",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"82","2009-12-04 16:52:00-02","MO","MOBOT","2834587","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb. Rodr.","G. Pabst",NA,NA,NA,"Gert G. Hatschbach|O. V. Guimarães","1968","12","6","Brazil","Paraná",NA,"Mun. Guarapuava. Rio Campo Real.",NA,NA,NA,NA,NA,"Hatschbach 20506",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"83","2009-07-17 14:12:00-03","MO","MOBOT","2834634","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb. Rodr.","G.F.J. Pabst",NA,NA,NA,"Howard S. Irwin|R. Souza|R. Reis dos Santos","1965","11","23","Brazil","Distrito Federal",NA,"Marshy campo, adjacent to gallery forest, immediately west of Setor Industrial.",NA,NA,"1100.00000000",NA,NA,"Irwin 10607",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","2834702","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb. Rodr.",NA,NA,NA,NA,"Gert G. Hatschbach","1976","1","8","Brazil","Paraná",NA,"Fda. Campo Real. (Mun. Guarapuava).",NA,NA,NA,NA,NA,"Hatschbach 37934",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"85","2021-01-10 20:51:59-03","INPA","INPA","153997","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.","Atwood Junior; J.T.",NA,NA,NA,"Ferreira, CAC","1987","08","26","Brasil","Roraima","Caracaraí","Perimetral Norte, BR 210) 9 km do entroncomento, Estrada Perimetral Norte (BR-210), 09 Km do entroncamento com estrada Manaus-Caracaraí (BR-174), próximo a Novo Paraíso","-60.45","1.25",NA,NA,NA,"9209","-60.45","1.25",NA,NA,NA,"Southern America",NA,"INPA0153997","INPA0153997 INPA0153997_e INPA0153997_e1",NA,NA,NA,NA
"86","2019-11-07 11:44:47-03","FUVATES","HVAT","1934","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) M.W.Chase & N.H.Williams","R. Singer","2006","12","04","E. Freitas","2006","12","01","Brasil","Rio Grande do Sul","São José dos Ausentes","Fazenda Potreirinhos.","-50º3'57''W","-28º44'54''S",NA,NA,"Rupícola; Coletada no Morro no desnível dos rios.","s.n.","-50.065833","-28.748333",NA,NA,NA,NA,NA,"HVAT00001934",NA,NA,NA,NA,NA
"87","2014-11-06 16:18:30-02","UFPB","EAN","11672","S","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","aff. hydrophilum","Oncidium aff. hydrophilum","Barb. Rodr",NA,NA,NA,NA,NA,"2005","03","03","Brasil","Pernambuco","Brejo da madre de Deus",NA,NA,NA,NA,NA,NA,NA,"-36.3711","-8.14583","34231",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2014-11-06 16:18:34-02","UFPB","EAN","6298","S","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb. Rodr","L. P. Felix","1991","12","16",NA,"1991","10","26","Brasil","Bahia","Ibicoara","Serra do Sincorá",NA,NA,NA,NA,"Erva; flores amarelas. Frequente em sítio rupestre no alto da Serra..Habitat: Terrestre","4480","-41.2847","-13.4106","34188",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"89","2014-11-06 16:18:34-02","UFPB","EAN","3783","S","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb. Rodr",NA,NA,NA,NA,"L. P. Felix ; G. V. Dornelas","1987","09","10","Brasil","Minas Gerais","Diamantina",NA,NA,NA,NA,NA,"Herbáceo; flores amarelas. Cedido por Vitorino. São Bernardo - SP..","750","-43.6003","-18.2494","101169",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"90","2014-11-06 16:18:34-02","UFPB","EAN","11507","S","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb. Rodr",NA,NA,NA,NA,NA,"2005","09","10","Brasil","Pernambuco","Brejo da madre de Deus",NA,NA,NA,NA,NA,"Flores amareladas com inóculos castanhos nas pétalas e sépalas..Habitat: Terrestre, rupestre.","10801","-36.3711","-8.14583","34231",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-11-18 11:41:05-03","UERJ","HRJ","5267","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.",NA,NA,NA,NA,"M.I.M.N. Olivei","1995","03","21","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.",NA,NA,"280","280",NA,"s.n.","-44.3180999755859","-23.0067005157471","32988",NA,"auto",NA,NA,"HRJ00005267",NA,NA,NA,NA,NA
"92","2020-09-12 05:00:02-03","US","US","2602046","PreservedSpecimen","Plantae",NA,"Monocotyledonae","Orchidales","Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum",NA,NA,NA,NA,NA,"H. S. Irwin, R. Souza & R. G. P. Santos","1965","11","23","Brazil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,"10607",NA,NA,NA,"1",NA,"South America - Neotropics",NA,"US00023449","US00023449_01",NA,NA,NA,NA
"93","2020-09-12 05:00:02-03","US","US","2465576","PreservedSpecimen","Plantae",NA,"Monocotyledonae","Orchidales","Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum",NA,NA,NA,NA,NA,"R. Reitz & R. M. Klein","1965","12","16","Brazil","Paraná","Guarapuava",NA,NA,NA,NA,NA,NA,"17827","-51.4580993652344","-25.395299911499","53832","1","auto","South America",NA,"US00023451","US00023451_01",NA,NA,NA,NA
"94","2020-09-12 05:00:02-03","US","US","2850772","PreservedSpecimen","Plantae",NA,"Monocotyledonae","Orchidales","Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum",NA,NA,NA,NA,NA,"G. Hatschbach","1976","1","8","Brazil","Paraná","Guarapuava",NA,NA,NA,NA,NA,NA,"37934","-51.4580993652344","-25.395299911499","53832","1","auto","South America",NA,"US00023450","US00023450_01",NA,NA,NA,NA
"95","2020-09-12 05:00:02-03","US","US","3177854","PreservedSpecimen","Plantae",NA,"Monocotyledonae","Orchidales","Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum",NA,NA,NA,NA,NA,"P. Oliveira & W. R. Anderson","1982","3","1","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,"484",NA,NA,NA,"1",NA,"South America - Neotropics",NA,"US00506642","US00506642_01",NA,NA,NA,NA
