"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","relationshipType","eventTime","fieldNumber","individualCount"
"526","2020-12-21 16:37:22-03","MBM","MBM","305202","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Lannoy, L.C.","2018","12",NA,"Silva, J.M.; Lima, A.M.; Lima, A.M.","4338","2005","05","19","Brazil","Paraná","Tunas do Paraná","Pacas","-49.0858001708984","-24.9743995666504",NA,NA,"Árvore, 4m, fruto imaturo.; Floresta atlântica.","MBM305202",NA,NA,"MBM305202","Southern America",NA,NA,NA,NA,NA,"41885","auto",NA,NA,NA,NA,NA,NA,NA
"527","2020-12-21 16:37:23-03","MBM","MBM","410001","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Souza, M.","2016","07","18","Gaui, T.D.","286","2015","08","20","Brazil","Rio de Janeiro","Itaboraí","Conglomerado 336-4-2-22. UTM do ponto central: E (731165m) N (7490151m). Fuso do GPS (23K).","-42.8594017028809","-22.7444000244141",NA,NA,"Árvore, com 16,5 m de altura. Base reta. Casca interna vinho e externa marrom, fina lisa. Fruto imaturo, com 2 cm, de forma circular, internamente e externamente verde, carnoso, com polpa; Floresta Ombrófila Densa, vegetação secundár","MBM410001","500","500","MBM410001","Southern America",NA,NA,NA,NA,NA,"16798","auto",NA,NA,NA,NA,NA,NA,NA
"528","2020-12-21 16:37:23-03","MBM","MBM","193604","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala magnifolia","D.Legrand","Barroso, G.M.",NA,NA,NA,"Sucre, D.","7672","1971","09","10","Brazil","Rio de Janeiro","Rio de Janeiro","Alto da Boa Vista","-43.2075004577637","-22.9027996063232",NA,NA,NA,"MBM193604",NA,NA,"MBM193604","Southern America",NA,NA,NA,NA,"magnifolia","57442","auto",NA,NA,NA,NA,NA,NA,NA
"529","2020-12-21 16:37:22-03","MBM","MBM","193577","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Barroso, G.M.",NA,NA,NA,"Lima, H.C. de; et al.; et al.","1623","1981","06","03","Brazil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,NA,"MBM193577",NA,NA,"MBM193577","Southern America",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"530","2020-12-21 16:37:22-03","MBM","MBM","196304","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Sobral, M.",NA,NA,NA,"Jarenkow, J.A.","2043","1992","01","08","Brazil","Rio Grande do Sul","Torres","Perdida","-49.7268981933594","-29.3353004455566",NA,NA,NA,"MBM196304",NA,NA,"MBM196304","Southern America",NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA
"531","2020-12-21 16:37:23-03","MBM","MBM","130761","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala pubipetala","Miq.","Legrand, D.",NA,NA,NA,"Klein, R.M.; et al.; et al.","10941","1973","03","27","Brazil","Santa Catarina","Imaruí","Águas Mornas","-48.8199996948242","-28.3414001464844",NA,NA,NA,"MBM130761",NA,NA,"MBM130761","Southern America",NA,NA,NA,NA,"pubipetala","29971","auto",NA,NA,NA,NA,NA,NA,NA
"532","2020-12-21 16:37:22-03","MBM","MBM","189692","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Braga, B.","s.n.","1972","12","27","Brazil","São Paulo","São Paulo","Serra da Cantareira","-46.6300010681152","-23.5400009155273",NA,NA,NA,"MBM189692",NA,NA,"MBM189692","Southern America",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"533","2020-12-21 16:37:22-03","MBM","MBM","189690","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Aguiar, O.T.",NA,NA,NA,"Braga, B.","s.n.","1969","02","27","Brazil","São Paulo","São Paulo","Serra da Cantareira","-46.6300010681152","-23.5400009155273",NA,NA,NA,"MBM189690",NA,NA,"MBM189690","Southern America",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"534","2020-12-21 16:37:23-03","MBM","MBM","14239","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala magnifolia","D.Legrand","Silveira, N.",NA,NA,NA,"Lindeman, J.; Haas, H.; Haas, H.","2196","1966","08","10","Brazil","Paraná","Cerro Azul","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,"MBM014239",NA,NA,"MBM014239","Southern America",NA,NA,NA,NA,"magnifolia","32006","auto",NA,NA,NA,NA,NA,NA,NA
"535","2020-12-21 16:37:23-03","MBM","MBM","2696","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala magnifolia","D.Legrand","Silveira, N.",NA,NA,NA,"Hatschbach, G.","26694","1967","07","06","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,NA,"MBM002696",NA,NA,"MBM002696","Southern America",NA,NA,NA,NA,"magnifolia","37295","auto",NA,NA,NA,NA,NA,NA,NA
"536","2020-12-21 16:37:23-03","MBM","MBM","2443","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala magnifolia","D.Legrand","Silveira, N.",NA,NA,NA,"Hatschbach, G.","16303","1967","04","13","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,NA,"MBM002443",NA,NA,"MBM002443","Southern America",NA,NA,NA,NA,"magnifolia","37295","auto",NA,NA,NA,NA,NA,NA,NA
"537","2020-12-21 16:37:23-03","MBM","MBM","52669","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala magnifolia","D.Legrand","Legrand, D.","1960",NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","1902","1954","07","01","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,"Mata. Árvore 10m alt. Fruto imaturo verde.; Árvore 10m, fruto imaturo, verde.","MBM052669","300","300","MBM052669","Southern America",NA,NA,NA,NA,"magnifolia","27253","auto",NA,NA,"ISOTYPE",NA,NA,NA,NA
"538","2020-12-21 16:37:23-03","MBM","MBM","64891","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala magnifolia","D.Legrand","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","42742","1980","01","24","Brazil","Paraná","Cerro Azul","Cabeceiras do Ribeirão do Tigre","-49.261100769043","-24.823600769043",NA,NA,NA,"MBM064891",NA,NA,"MBM064891","Southern America",NA,NA,NA,NA,"magnifolia","32006","auto",NA,NA,NA,NA,NA,NA,NA
"539","2020-12-21 16:37:23-03","MBM","MBM","193604","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala magnifolia","D.Legrand","Barroso, G.M.",NA,NA,NA,"Sucre, D.","7672","1971","09","10","Brazil","Rio de Janeiro","Rio de Janeiro","Alto da Boa Vista","-43.2075004577637","-22.9027996063232",NA,NA,NA,"MBM193604",NA,NA,"MBM193604","Southern America",NA,NA,NA,NA,"magnifolia","57442","auto",NA,NA,NA,NA,NA,NA,NA
"540","2019-11-01 15:28:29-03","PUC-RIO","FCAB","5492","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","M.C. Souza","2016","05","25","R.R. Oliveira; D. Flores; C.A.L. Oliveiraa","s.n.","1999","05","12","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande, Trilha para o Pico do Papagaio","-44.3180999755859","-23.0067005157471",NA,NA,"Homotípico de Myrcia spectabilis DC. &nf;; 16m de altura, folhas brilhantes.","005492",NA,NA,NA,NA,NA,NA,NA,"Angiospermae",NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA
"541","2019-11-01 15:33:06-03","PUC-RIO","FCAB","7757","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","M. Souza",NA,NA,NA,"J.M. Freire; R.R. Oliveira; B.L. Rosendo","573","2009","11","05","Brasil","Rio de Janeiro","Camorim","Maciço da Pedra Branca 9.6","-75.02425","-66.291389","-75.02425","-66.291389","Árvore com 15 m de altura, com 60 cm de CAP.","FCAB007757","450","450",NA,NA,NA,NA,NA,"Angiospermae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","2019-11-01 15:28:29-03","PUC-RIO","FCAB","6120","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Denise Flores","2003","05","17","A. Solórzano; Rogério Ribeiro de Oliveira","05","2003","03","05","Brasil","Rio de Janeiro","Rio de Janeiro","Floresta do Camorim, Maciço da Pedra Branca","-43.2075004577637","-22.9027996063232",NA,NA,"Árvore com 15m de altura e PAP de 58 cm.","006120",NA,NA,NA,NA,NA,NA,NA,"Angiospermae",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"543","2013-09-04 16:57:56-03","MNHN","RECOLNAT_MNHN_P","P00612013","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Lughadha",NA,NA,NA,"Claussen, P.",NA,"1842",NA,NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00612013' target='other'> <mi>dwc_moreinfo</mi></a>","P00612013",NA,NA,"P00612013_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","2017-01-03 16:51:25-02","MNHN","RECOLNAT_MNHN_P","P00612016","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Lughadha",NA,NA,NA,"Claussen, P.",NA,"1846",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00612016' target='other'> <mi>dwc_moreinfo</mi></a>","P00612016",NA,NA,"P00612016_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2073",NA
"545","2015-12-29 12:04:02-02","MNHN","RECOLNAT_MNHN_P","P05131114","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Burchell",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131114' target='other'> <mi>dwc_moreinfo</mi></a>","P05131114",NA,NA,"P05131114_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4371",NA
"546","2015-09-04 20:40:24-03","MNHN","RECOLNAT_MNHN_P","P05131117","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Glaziou",NA,"1888","2","6","Brasil","Rio de Janeiro",NA,"Alto Macaé.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131117' target='other'> <mi>dwc_moreinfo</mi></a>","P05131117",NA,NA,"P05131117_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16986",NA
"547","2015-09-04 20:40:24-03","MNHN","RECOLNAT_MNHN_P","P05131118","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Glaziou, A.",NA,"1888","2","6","Brasil","Rio de Janeiro",NA,"Alto Macahé.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131118' target='other'> <mi>dwc_moreinfo</mi></a>","P05131118",NA,NA,"P05131118_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16986",NA
"548","2015-09-04 20:40:24-03","MNHN","RECOLNAT_MNHN_P","P05131122","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Sucre, D.",NA,"1971","2","3","Brasil","Rio de Janeiro",NA,"Est. da Guanabara-Matas da Sibida do Pico da Tijuca.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131122' target='other'> <mi>dwc_moreinfo</mi></a>","P05131122",NA,NA,"P05131122_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7397",NA
"549","2015-09-04 20:40:24-03","MNHN","RECOLNAT_MNHN_P","P05131126","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131126' target='other'> <mi>dwc_moreinfo</mi></a>","P05131126",NA,NA,"P05131126_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11992",NA
"550","2015-09-20 21:11:02-03","MNHN","RECOLNAT_MNHN_P","P00612012","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Lughadha",NA,NA,NA,"Claussen, P.",NA,"1842",NA,NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00612012' target='other'> <mi>dwc_moreinfo</mi></a>","P00612012",NA,NA,"P00612012_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","2015-10-02 04:52:42-03","MNHN","RECOLNAT_MNHN_P","P00163063","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Lima",NA,NA,NA,"Sellow",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00163063' target='other'> <mi>dwc_moreinfo</mi></a>","P00163063",NA,NA,"P00163063_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1046",NA
"552","2015-10-09 15:26:07-03","MNHN","RECOLNAT_MNHN_P","P00163064","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Lima",NA,NA,NA,"Sellow",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"donné en 1861 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00163064' target='other'> <mi>dwc_moreinfo</mi></a>","P00163064",NA,NA,"P00163064_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1046",NA
"553","2015-10-12 14:08:34-03","MNHN","RECOLNAT_MNHN_P","P00551569","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Lima",NA,NA,NA,"Glaziou, A.",NA,"1880","2","2","Brésil",NA,NA,"Petropolis, Fazenda Ingleza (Rio)",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551569' target='other'> <mi>dwc_moreinfo</mi></a>","P00551569",NA,NA,"P00551569_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12002",NA
"554","2015-10-12 14:08:34-03","MNHN","RECOLNAT_MNHN_P","P00551570","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Lima",NA,NA,NA,"Glaziou, A.",NA,"1880","2","2","Brésil",NA,NA,"Petropolis, Fazenda Ingleza (Rio)",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551570' target='other'> <mi>dwc_moreinfo</mi></a>","P00551570",NA,NA,"P00551570_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12002",NA
"555","2016-03-09 18:13:14-03","MNHN","RECOLNAT_MNHN_P","P00551571","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Lima",NA,NA,NA,"Glaziou, A.",NA,"1880","2","2","Brésil",NA,NA,"Petropolis, Fazenda Ingleza (Rio)",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551571' target='other'> <mi>dwc_moreinfo</mi></a>","P00551571",NA,NA,"P00551571_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12002",NA
"556","2015-09-23 17:52:27-03","MNHN","RECOLNAT_MNHN_P","P00612011","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Lughadha",NA,NA,NA,"Claussen, P.",NA,"1842",NA,NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00612011' target='other'> <mi>dwc_moreinfo</mi></a>","P00612011",NA,NA,"P00612011_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","2015-09-04 20:40:24-03","MNHN","RECOLNAT_MNHN_P","P05131127","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131127' target='other'> <mi>dwc_moreinfo</mi></a>","P05131127",NA,NA,"P05131127_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"862",NA
"558","2015-09-04 20:40:24-03","MNHN","RECOLNAT_MNHN_P","P05131130","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Claussen",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131130' target='other'> <mi>dwc_moreinfo</mi></a>","P05131130",NA,NA,"P05131130_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52",NA
"559","2015-09-04 20:40:24-03","MNHN","RECOLNAT_MNHN_P","P05131135","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Glaziou",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131135' target='other'> <mi>dwc_moreinfo</mi></a>","P05131135",NA,NA,"P05131135_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"862",NA
"560","2015-09-04 20:40:24-03","MNHN","RECOLNAT_MNHN_P","P05131137","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Binot",NA,"1880","1","1","Brasil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131137' target='other'> <mi>dwc_moreinfo</mi></a>","P05131137",NA,NA,"P05131137_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28",NA
"561","2015-09-04 20:40:24-03","MNHN","RECOLNAT_MNHN_P","P05131139","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131139' target='other'> <mi>dwc_moreinfo</mi></a>","P05131139",NA,NA,"P05131139_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"862",NA
"562","2015-09-04 20:40:24-03","MNHN","RECOLNAT_MNHN_P","P05131140","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131140' target='other'> <mi>dwc_moreinfo</mi></a>","P05131140",NA,NA,"P05131140_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"862",NA
"563","2015-09-04 20:44:02-03","MNHN","RECOLNAT_MNHN_P","P05232032","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Mosén",NA,"1875","1","1","Brasil",NA,NA,"Santos ..",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05232032' target='other'> <mi>dwc_moreinfo</mi></a>","P05232032",NA,NA,"P05232032_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3384",NA
"564","2015-09-04 20:40:24-03","MNHN","RECOLNAT_MNHN_P","P05131123","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Glaziou",NA,"1880","3","5","Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131123' target='other'> <mi>dwc_moreinfo</mi></a>","P05131123",NA,NA,"P05131123_01",NA,"hb",NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,"11992",NA
"565","2015-12-11 16:50:23-02","MNHN","RECOLNAT_MNHN_P","P05131120","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Glaziou, A.",NA,"1880","3","7","Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado.","-43.2075004577637","-22.9027996063232",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131120' target='other'> <mi>dwc_moreinfo</mi></a>","P05131120",NA,NA,"P05131120_01",NA,"hb",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,"12006",NA
"566","2015-09-04 20:40:24-03","MNHN","RECOLNAT_MNHN_P","P05131119","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Glaziou",NA,"1880","3","7","Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado.","-43.2075004577637","-22.9027996063232",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131119' target='other'> <mi>dwc_moreinfo</mi></a>","P05131119",NA,NA,"P05131119_01",NA,"hb",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,"12006",NA
"567","2015-09-04 20:40:24-03","MNHN","RECOLNAT_MNHN_P","P05131124","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Glaziou, A.",NA,"1880","3","5","Brasil","Rio de Janeiro","Petrópolis","per Gularte.","-43.1786003112793","-22.5049991607666",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131124' target='other'> <mi>dwc_moreinfo</mi></a>","P05131124",NA,NA,"P05131124_01",NA,"hb",NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,"11992",NA
"568","2015-09-04 20:40:24-03","MNHN","RECOLNAT_MNHN_P","P05131136","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Hatschbach, G.",NA,"1968","2","27","Brasil","Paraná","Guaratuba","Serra da Araraquara.","-48.5746994018555","-25.8827991485596",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131136' target='other'> <mi>dwc_moreinfo</mi></a>","P05131136",NA,NA,"P05131136_01",NA,"hb",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,"18644",NA
"569","2015-09-04 20:40:24-03","MNHN","RECOLNAT_MNHN_P","P05131128","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Glaziou",NA,"1869","2","23","Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca.","-43.2075004577637","-22.9027996063232",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131128' target='other'> <mi>dwc_moreinfo</mi></a>","P05131128",NA,NA,"P05131128_01",NA,"hb",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,"3000",NA
"570","2015-09-04 20:40:24-03","MNHN","RECOLNAT_MNHN_P","P05131125","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Glaziou, A.",NA,"1869","2","23","Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca.","-43.2075004577637","-22.9027996063232",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131125' target='other'> <mi>dwc_moreinfo</mi></a>","P05131125",NA,NA,"P05131125_01",NA,"hb",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,"3000",NA
"571","2020-12-11 11:39:17-03","UFMG","BHCB","104921","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","antonia","Marlierea antonia","(O.Berg) D.Legrand",NA,"2007",NA,NA,"Martinelli, G; Simonis, E","9061","1983","02","02","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, Margens do Rio Beija Flor, 900-100msm.","-42.9655990600586","-22.4122009277344",NA,NA,"Árvore com 6 metros de altura, frequente, com rams decumbentes; folhas discolores com pecíolos ferrugíneos, ramos apicais ferrugíneos; inflorescência ferrugínea, com flores de sépalas cinério-ferrugíneo, corola alva estames alvos; bot","BHCB011097",NA,NA,"BHCB011097","Southern America",NA,NA,"Dicotyledon",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"572","2020-12-11 11:39:22-03","UFMG","BHCB","124278","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","antonia","Myrcia antonia","(O.Berg) Mazine",NA,"2019","04",NA,"Lucas, EJ; Mazine, FF; Brummit, NA; Caliari, CP; Flores, TB; Jennings, LVS; Souza, RPM; So","477","2006","11","18","?",NA,NA,NA,NA,NA,NA,NA,"Arvoreta de 5m de altura, botões verdes; Floresta ombrófilça densa alto-montana, beira da estrada","BHCB049972",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
