"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","identifiedBy","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","recordNumber","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","typeStatus","previousCatalogNumber","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters"
"1","2021-04-05 14:34:14-03","UNESC","CRI","10420","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","Valdemar Boff","1997","09","19","Brasil","Santa Catarina","Araranguá","Morro dos Conventos.","-49.486111","-28.935278","49º29'10''W","28º56'7''S","4","4","CRI007766","CRI007766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-05 14:34:14-03","UNESC","CRI","6091","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","V. P. Boff","1996","05","10","Brasil","Santa Catarina","Araranguá","Morro dos Conventos.","-49.486111","-28.935278","49º29'10''W","28º56'7''S","4","4","CRI007774","CRI007774","Vanilde Citadini- Zanette","Habitat: restinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-04-05 14:26:11-03","UNESC","CRI","11641","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","A. Stival-Santos; E. Legal & S. Silveira","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal Lagoa do Peri.","-48.5275","-27.7175","48º31'39''W","27º43'3''S","226","226","CRI007776","CRI007776","A. L. de Gasper","Floresta Ombrófila Densa Submontana","2010","03","31","1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-04-05 14:26:11-03","UNESC","CRI","1170","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","Vanilde Citadini-Zanette; Aurélio José de Aguiar & Robson dos Santos","1992","07","24","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI004755","CRI004755","Vanilde Citadini- Zanette",NA,NA,NA,NA,"1419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-04-05 14:34:14-03","UNESC","CRI","6420","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","J. A. Jarenkow","1992","10","01","Brasil","Rio Grande do Sul","Torres","Perdida.","-49.793056","-29.356667","49º47'35''W","29º21'24''S","37","37","CRI007769","CRI007769","J. A. Jarenkow",NA,NA,NA,NA,"2150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-04-05 14:34:14-03","UNESC","CRI","400","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","Vanilde Citadini Zanette; F. M. Bastos","1987","07","21","Brasil","Santa Catarina","Turvo",NA,"-49.679444","-28.926667","49º40'46''W","28º55'36''S","30","30","CRI007767","CRI007767","Vanilde Citadini- Zanette",NA,NA,NA,NA,"817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-04-05 14:34:14-03","UNESC","CRI","4407","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","Valdemar Boff","1995","10","25","Brasil","Santa Catarina","Araranguá","Morro dos Conventos.","-49.486111","-28.935278","49º29'10''W","28º56'7''S","4","4","CRI007770","CRI007770","Daniel B. Falkenberg","Habito: árvore","1997","09","12","255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-04-05 14:26:11-03","UNESC","CRI","6303","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","J. A. Biff","1998","08","18","Brasil","Santa Catarina","Morro Grande",NA,"-49.721667","-28.801111","49º43'18''W","28º48'4''S",NA,NA,"CRI012905","CRI012905","Vanilde Citadini-Zanette","coleta com pequenos frutos de cor verde. Habito: Arbóreo","1998","08","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-04-05 14:34:14-03","UNESC","CRI","8326","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","Sinara Colonetti","2007","01","11","Brasil","Santa Catarina","Siderópolis","Barragem do Rio São Bento.","-49.424722","-28.598333","49º25'29''W","28º35'54''S","111","111","CRI007772","CRI007772","Vanilde Citadini- Zanette",NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-04-05 14:26:11-03","UNESC","CRI","2994","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","Raquel Rejane Bonatto Negrelle","1992","10","13","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha (Bairro Itapema Norte).","-48.65","-26.15","48º39'W","26º9'S","5","5","CRI004756","CRI004756","Jorge Pedro Pereira Carauta",NA,NA,NA,NA,"467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-04-05 14:26:11-03","UNESC","CRI","14297","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2017","10","23","Brasil","Santa Catarina","Araranguá",NA,"-49.32","-28.89","49º19'12''W","28º53'24''S","13","13","CRI013489","CRI013489","Kassner-Filho, A.",NA,"2017","10","23","1281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:34:14-03","UNESC","CRI","9998","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","E. Valduga","2012","09","24","Brasil","Rio Grande do Sul","Palmares do Sul","Fazenda do Martin.","-50.51","-30.258333","50º30'36''W","30º15'30''S","10","10","CRI007763","CRI007763","E. Valduga","Habitat: às margens do Rio Palmares",NA,NA,NA,"447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:26:11-03","UNESC","CRI","11934","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","M. Verdi; G. Klemz & J.F. Torres","2009","08","06","Brasil",NA,"Brasil","Estação Cocal.","-49.23","-28.62","49º13'48''W","28º37'12''S","26","26","CRI008733","CRI008733","M. Verdi","Floresta Ombrófila Densa","2009","08","06","2521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:26:11-03","UNESC","CRI","6099","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","Valdemar Boff","1996","05","10","Brasil","Santa Catarina","Araranguá",NA,"-49.486111","-28.935278","49º29'10''W","28º56'7''S","13","13","CRI007771","CRI007771","Daniel B. Falkenberg",NA,NA,NA,NA,"520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:26:11-03","UNESC","CRI","11980","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","Peterson Teodoro Padilha; Thiago Disner & Rafael Martins","2011","12","07","Brasil","Santa Catarina","Grão Pará",NA,"-49.421389","-28.136944","49º25'17''W","28º8'13''S","450","450","CRI010126","CRI010126","Rafael Martins","PAP 64 cm Habito: Árvore","2011","12","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:34:14-03","UNESC","CRI","15252","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","Alexandre Medeiros","2017","10","24","Brasil","Santa Catarina","Balneário Camboriú","Taquaras APA Costa Brava","-48.5825","-27.005833","48º34'57''W","27º0'21''S","15","15","CRI014670",NA,"Isadora Zappelini","Habito: Arbusto","2020","08","18","609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:26:11-03","UNESC","CRI","13140","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","Funez, L.A.","2015","01","05","Brasil","Santa Catarina","Navegantes","Gravatá, instalações do Condomínio Praia de Gravatá. Gravatá, instalações do Condomínio Praia de Gravatá.","-48.638333","-26.831111","48º38'18''W","26º49'52''S","6","6","CRI011659",NA,"Funez, L.A.",NA,"2015","01","05","3379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:26:11-03","UNESC","CRI","15201","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","Aline V. Guislon; Amanda Matiola; Josue C. Nicolau & Renato Colares","2018","10","09","Brasil","Santa Catarina","Criciúma","APA Morro Albino e Esteves. Área L6.","-49.359722","-28.765833","49º21'35''W","28º45'57''S","40","40","CRI014616","CRI014616","Aline Votri Guislon","Habitat: Terrestre Habito: Arbustivo","2018","10","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:34:14-03","UNESC","CRI","462","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","V. Citadini-Zanette; F. E. Marcomin","1990","01","18","Brasil","Santa Catarina","Tubarão",NA,"-49.007222","-28.467222","49º0'26''W","28º28'2''S","11","11","CRI007768","CRI007768","V. C. Zanette",NA,NA,NA,NA,"878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:34:14-03","UNESC","CRI","3960","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","J. A. Jarenkow","1991","02","24","Brasil","Rio Grande do Sul","Porto Alegre","Partenon.","-51.230278","-30.033611","51º13'49''W","30º2'1''S",NA,NA,"CRI007765","CRI007765","J. A. Jarenkow","Habito: epífita","1991",NA,NA,"2487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:34:14-03","UNESC","CRI","4790","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","Vanilde Citadini Zanette; A. Zanette","1996","04","30","Brasil","Santa Catarina","Araranguá","Morro dos Conventos.","-49.486111","-28.935278","49º29'10''W","28º56'7''S","4","4","CRI007773","CRI007773","Daniel B. Falkenberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:26:11-03","UNESC","CRI","12667","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","Alexandre Medeiros","2017","06","27","Brasil","Santa Catarina","Balneário Camboriú","Laranjeiras.","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"CRI010881",NA,"Aline Votri Guislon & Renato colares","Coleta 563. Habito: Arbóreo","2017","09","18",NA,"8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:26:11-03","UNESC","CRI","12566","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","Alexandre Medeiros","2017","05","12","Brasil","Santa Catarina","Balneário Camboriú","Quilombola.","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"CRI010773",NA,"Renato Colares & Aline V. Guislon","Coleta 297. Habito: Arbóreo","2017","07","25",NA,"8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","402061","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","G. Jönsson","1914","06","26","Brazil","Paraná","Morretes","Porto de Cima","-48.87","-25.43",NA,NA,NA,NA,"NY00402061","NY00402061_01","R. W. A. P. Akkermans","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=539168' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"610a",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","402079","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","G. Jönsson","1914","03","07","Brazil","Paraná","Paranaguá","Paranaguá","-48.538452","-25.547645",NA,NA,NA,NA,"NY00402079","NY00402079_01","R. W. A. P. Akkermans","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=539170' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"5a",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","402063","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","L. Riedel","1832",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"NY00402063","NY00402063_01","C. C. Berg","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=539148' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","402069","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","G. Martinelli","1973","01","06","Brazil","Rio de Janeiro","Petrópolis","Vale das Videiras","-43.1783","-22.505",NA,NA,"1800","1800","NY00402069","NY00402069_01","J. P. P. Carauta","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=539161' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"150",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","402043","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","J. P. P. Carauta","1974","08","07","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Alto da Boa Vista, Estrada da Vista Chinesa km 2, Passos das Pedras","-43.272486","-22.971682",NA,NA,"370","370","NY00402043","NY00402043_01","J. P. P. Carauta","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=539157' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1714",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","572283","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","R. P. Belém","1965","04","01","Brazil","Bahia","Ilhéus","Centro de Pesquisas do Cacau; CEPLAC, CEPEC","-39.2273659","-14.771874",NA,NA,NA,NA,"NY00572283","NY00572283_01","C. C. Berg","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=539155' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"644",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1034332","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","A. C. Cervi","1994","02","07","Brazil","Alagoas","Quebrangulo","Reserva Biológica de Pedra Talhada","-36.42","-9.25",NA,NA,NA,NA,"NY01034332","NY01034332_01","C. C. Berg","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1250802' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"CA7380",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","402052","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","P. K. H. Dusén","1910","08","23","Brazil","Paraná","Candido de Abreu","Caixa de Agua","-51.3331","-24.5669",NA,NA,NA,NA,"NY00402052","NY00402052_01","C. C. Berg","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=539146' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"10134",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","402078","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","P. K. H. Dusén","1910","09","07","Brazil","Paraná","Morretes","Morretes","-48.8342","-25.4769",NA,NA,NA,NA,"NY00402078","NY00402078_01","R. W. A. P. Akkermans","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=539169' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"10186",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","402045","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","J. P. P. Carauta","1963","05","22","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Restinga de Itapeba, prope Canal das Taxas","-43.45","-23.02",NA,NA,NA,NA,"NY00402045","NY00402045_01","J. P. P. Carauta","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=539156' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"178",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","402083","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","P. K. H. Dusén","1915","05","11","Brazil","Paraná","Jaguariaíva","Jacareí","-49.7056","-24.2511",NA,NA,NA,NA,"NY00402083","NY00402083_01","C. C. Berg","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=539149' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"17030",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","402073","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","W. Hoehne","1965","08","17","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Barra da Tijuca","-43.369099","-22.995332",NA,NA,NA,NA,"NY00402073","NY00402073_01","J. P. P. Carauta","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=539158' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"6055",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","402059","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","A. Gevieski","1953","12","13","Brazil","Santa Catarina","Ibirama","Ibirama","-49.534691","-27.013976",NA,NA,"200","200","NY00402059","NY00402059_01","R. W. A. P. Akkermans","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=539179' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"85",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","402062","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","P. K. H. Dusén","1908",NA,NA,"Brazil","Paraná","Lapa","Volta Grande","-49.7156","-25.7697",NA,NA,NA,NA,"NY00402062","NY00402062_01","C. C. Berg","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=539141' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","402041","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","P. E. Gibbs","1976","11","09","Brazil","São Paulo","Ubatuba","Ubatuba. Praia de Itamambucá","-45.0697","-23.4303",NA,NA,NA,NA,"NY00402041","NY00402041_01","C. C. Berg","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=539151' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"3462",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-29 14:47:00-03","NY","NYBG","402050","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa",NA,"R. Reitz","1954","03","03","Brazil","Santa Catarina","Itajaí","Morro da Fazenda, Itajaí","-48.6617","-26.9081",NA,NA,"150","150","NY00402050","NY00402050_01","R. W. A. P. Akkermans","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=539177' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1688",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","402055","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","L. Riedel","1981","09",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"NY00402055","NY00402055_01","C. C. Berg","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=539147' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"75",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","685921","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","F. de Barros","1990","09","13","Brazil","São Paulo","Cananéia","Ilha do Cardoso, estrada para a turbina.","-47.9197","-25.0103",NA,NA,NA,NA,"NY00685921","NY00685921_01","S. Romaniuc Neto","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=822587' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1924",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","685924","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","F. de Barros","1989","04","27","Brazil","São Paulo","Cananéia","Ilha do Cardoso, Morro do Pereirinha","-47.91496","-25.104184",NA,NA,NA,NA,"NY00685924","NY00685924_01","S. Romaniuc Neto","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=822590' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1654",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","685926","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","S. Romaniuc Neto","1988","08","24","Brazil","São Paulo","Cananéia","Ilha do Cardoso Base do Morro de Foles.","-47.934816","-25.158266",NA,NA,NA,NA,"NY00685926","NY00685926_01","S. Romaniuc Neto","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=822592' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"765",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","402054","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","A. P. Duarte","1950","12","08","Brazil","Santa Catarina","Florianópolis","Ilha de Santa Catarina","-48.4934807","-27.5942613",NA,NA,NA,NA,"NY00402054","NY00402054_01","R. W. A. P. Akkermans","Pollen sample removed by Mark Bush, 1993 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=539171' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"3410",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"45","2016-09-29 14:47:00-03","NY","NYBG","402057","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa",NA,"R. Reitz","1951","11","01","Brazil","Santa Catarina","Itajaí","Morro do Baú, Itajaí","-48.933584","-26.801177",NA,NA,"600","600","NY00402057","NY00402057_01","R. W. A. P. Akkermans","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=539174' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"4176",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","402068","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","L. Riedel",NA,NA,NA,"Brazil","Rio de Janeiro","Magé","Mandioca?","-43.184668","-22.564777",NA,NA,NA,NA,"NY00402068","NY00402068_01","C. C. Berg","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=539145' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","402048","PreservedSpecimen","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","S. de V. A. Pessôa","1989","08","30","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Nascente do Rio das Flores","-42.05","-22",NA,NA,NA,NA,"NY00402048","NY00402048_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=539185' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"500",NA,NA,"Magnoliophyta","Rosales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
