"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","dayIdentified","fieldNumber","individualCount","sex"
"46","2019-08-20 10:27:11-03","UNICAMP","UEC",NA,"S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Fritsch, PW; Barbosa, E; Aranha, JLM","1832","2005",NA,NA,NA,"Brazil","Paraná","Antonina","Trail to Pico Caratuva, ca. 6 km from Fazenda Pico Paraná. The Fazenda is ca. 5 km from BR-160","-48","-25","1136","1136",NA,"Secondary growth cloud forest above Mata Atlântica, granite base rock. Densely branched tree 3 m tall with rounded crown. In bud. Occasional along trail in clay; full sun",NA,NA,"Aranha, JLM",NA,"2007",NA,"-48","-25",NA,NA,NA,NA,NA,NA,NA
"47","2019-08-20 10:27:11-03","UNICAMP","UEC",NA,"S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Fritsch, PW; Barbosa, E; Aranha, JLM","1808","2005",NA,NA,NA,"Brazil","Paraná","Piraquara","Along a trail on W slope of Morro Canal. Entrance to the trail is along a road ca. 12 km from BR-277 (the turnoff from BR-277 is ca. 500 m before the Polícia Rodoviária Federal). Serra do Mar","-48","-25","1147","1147",NA,"Spreading tree with dense crown, 4 m tall. Bark ash-gray. Flower buds green. Mature plant. Growing in open forest on granite slope",NA,NA,"Aranha, JLM",NA,"2007",NA,"-48","-25",NA,NA,NA,NA,NA,NA,NA
"48","2019-08-20 10:27:11-03","UNICAMP","UEC","14976","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Hatschbach, G","39767","1977","02","17",NA,"Brazil","Paraná","S. José dos Pinhaes","Guaricana",NA,NA,NA,NA,NA,"fruto, Árvore 8m, frutos pretos. Mata pluvial.",NA,NA,"Hatschbach, G",NA,"1977","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-08-20 10:27:11-03","UNICAMP","UEC",NA,"S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Fritsch, PW; Barbosa, E; Aranha, JLM","1809","2005",NA,NA,NA,"Brazil","Paraná","Piraquara","Along a trail on W slope of Morro Canal. Entrance to the trail is along a road ca. 12 km from BR-277 (the turnoff from BR-277 is ca. 500 m before the Polícia Rodoviária Federal). Serra do Mar","-48","-25","1147","1147",NA,"Sapling 0.5 m tall. Growing in open forest on granite slope",NA,NA,"Aranha, JLM",NA,"2007",NA,"-48","-25",NA,NA,NA,NA,NA,NA,NA
"50","2019-08-20 10:27:11-03","UNICAMP","UEC","115158","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Leite, EC","562","1998","06","02",NA,"Brazil","São Paulo","Jundiaí","Reserva Biológica Municipal da Serra do","-46.25","-23.25",NA,NA,NA,"vegetativo, 5,5m.",NA,NA,NA,NA,NA,NA,"-46.25","-23.25",NA,NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:42:12-03","UNICAMP","UEC","14975","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Hatschbach, G","39177","1976","11","08",NA,"Brazil","Paraná","Balsa Nova","Campina da Cascavel, Capão na borda da Cuesta Vevoniana.","-49.6356010437012","-25.5839004516602",NA,NA,NA,"Arvoreta 5m, flor creme esverdeada.",NA,NA,"Hatschbach, G",NA,"1978","04",NA,NA,"27346","auto",NA,NA,NA,NA,NA
"52","2019-08-20 10:27:11-03","UNICAMP","UEC","145662","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Imaguire, N","3389","1973",NA,NA,NA,"Brazil","Paraná","Piraquara","Fazenda Experimental de Agronomia, Capão Gaiola","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Árvore 15 m, 50 cm DAP. Orla do bosque",NA,NA,"Aranha, JLM",NA,"2007",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"53","2021-03-01 16:42:12-03","UNICAMP","UEC","89294","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Cervi, AC; Kozera, C","6101","1995","07","02",NA,"Brazil","Paraná","Quatro Barras","Rio do Corvo, Serra da Graciosa","-49.0769004821777","-25.3656005859375",NA,NA,NA,"Arbusto de aprox. 3m de altura. Frutos verdes.",NA,NA,"Bidá, A",NA,"1995","07",NA,NA,"17116","auto",NA,NA,NA,NA,NA
"54","2021-03-01 16:42:12-03","UNICAMP","UEC","14977","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Hatschbach, G","34895","1975","11","05",NA,"Brazil","Paraná","São José dos Pinhais","Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Arvoreta de 5m, flor verde, anteras alvas. Mata borda de brejo.",NA,NA,"Hatschbach, G",NA,"1976","08",NA,NA,"45291","auto",NA,NA,NA,NA,NA
"55","2019-08-20 10:27:11-03","UNICAMP","UEC","145658","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Silva, JM; Barbosa, E; Poliquesi, CB","2120","1997",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Árvore 5 m, flor creme. Floresta Atlântica",NA,NA,"Aranha, JLM",NA,"2007",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"56","2021-03-01 16:42:12-03","UNICAMP","UEC","63471","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Cordeiro, J; Poliquesi, CB","921","1992","11","19",NA,"Brazil","Santa Catarina","Campo Alegre","Serra do Iquererim","-49.2655982971191","-26.1924991607666",NA,NA,NA,"Arbusto 3m, flor creme. Transição para mata nebular.",NA,NA,"Hatschbach, G",NA,"1993",NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA
"57","2021-03-01 16:42:12-03","UNICAMP","UEC","170106","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Handro, O","s.n.","1932","11","10",NA,"Brazil","São Paulo","São Paulo","Nativa no Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Árvore grande da mata. Planta viva nº 297. Flores alvas.","UEC010647","UEC010647",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"58","2019-11-06 09:57:47-03","UFOP","OUPR","23340","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Fritsch, P.W.; Aranha-Filho, J.L.M. & Barbosa, E.","1808","2005","10","15",NA,"Brasil","Paraná","Piraquara","Serra do Mar, Along a trail on w slope of Morro Canal. Entrance to the trail is along a road ca. 12 km from Br - 277 ( the turnoff from Br - 277 is ca. 500 m before the Policia Rodoviaria Federal)","-48.987278","-25.514611","1147","1147",NA,"Spreading tree with dense crown, 4 m tall. Bark ash-gray. Flower buds green. Mature plant. Growing in open forest on granite slope",NA,NA,"Aranha-Filho, J.L.M.",NA,"2011","09","-48.987278","-25.514611",NA,NA,NA,NA,NA,NA,NA
"59","2019-11-06 09:57:47-03","UFOP","OUPR","24338","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Fritsch, P.W.; Aranha-Filho, J.L.M. & Barbosa, E.","1832","2005","10","19",NA,"Brasil","Paraná","Antonina","Trail to Pico Caratuva, ca. 6 km from Fazenda Pico Paraná. The Fazenda is ca. 5 km from Br - 160","-48.866389","-25.227583","1136","1136",NA,"Secondary growth cloud forest above Mata Atlântica, granite base rock. Densely branched tree 3 m tall with rounded crown. In bud. Occasional along trail in clay; full sun",NA,NA,"Aranha-Filho, J.L.M.",NA,"2011","09","-48.866389","-25.227583",NA,NA,NA,NA,NA,NA,NA
"60","2020-10-14 10:06:50-03","FURB","FURB","10496","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Grippa, C.R.; Souza, N.L. de & Stano, F.","577","2007","11","08",NA,"Brasil","Santa Catarina","Blumenau","Morro do Spitzkopf.","-49.1119444","-27.0077778","160","160",NA,"Florística do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo: VIII. Habitat: Floresta Ombrófila Densa; Habito: arbórea;","FURB44824","FURB44824","Oliveira, AA de",NA,"2010","12","-49.1119444","-27.0077778",NA,NA,NA,"13",NA,NA,NA
"61","2020-10-14 10:06:50-03","FURB","FURB","15652","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Korte, A.; Kniess, A.","766","2009","11","05",NA,"Brasil","Santa Catarina","Leoberto Leal","Rio Feijão.","-49.2305556","-27.4502778","850","850",NA,"Florística IFFSC 384 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbórea; flor amarela","FURB44823","FURB44823","Oliveira, AA de",NA,"2010","12","-49.2305556","-27.4502778",NA,NA,NA,"13",NA,NA,NA
"62","2020-10-14 10:06:50-03","FURB","FURB","19144","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Korte, A.; Kniess, A.","1271","2009","12","01",NA,"Brasil","Santa Catarina","Alfredo Wagner","Rio das Demoras.","-49.3211111","-27.6313889","942","942",NA,"Fito IFFSC 311 /S/55 Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração; interior do fragmento Habito: arbórea;","FURB44820","FURB44820","Oliveira, AA de",NA,"2010","12","-49.3211111","-27.6313889",NA,NA,NA,"13",NA,NA,NA
"63","2019-11-08 08:56:42-03","FURB","FURB","2493","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Sobral, M.",NA,"2001","02","03",NA,"Brasil","Santa Catarina","Blumenau","Spitzkopf.","-49.1327778","-27.025",NA,NA,NA,NA,"FURB44825","FURB44825","Uhlmann, A",NA,"2007","12","-49.1327778","-27.0250000",NA,NA,NA,"11",NA,NA,NA
"64","2020-10-14 10:06:50-03","FURB","FURB","30054","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Stival-Santos, A.; Legal, E. & Silveira, S.","1646","2010","02","01",NA,"Brasil","Santa Catarina","Angelina","Rancho das Tábuas.","-49.0494444","-27.6302778","590","590",NA,"Florística IFFSC 314 (Arbórea) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; interior do fragmento Habito: arbórea; Fruto verde;","FURB44818","FURB44818","Sobral, M",NA,"2010","08","-49.0494444","-27.6302778",NA,NA,NA,"15",NA,NA,NA
"65","2020-10-14 10:06:50-03","FURB","FURB","30252","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Stival-Santos, A.; Legal, E. & Silveira, S.","1462","2010","01","27",NA,"Brasil","Santa Catarina","Angelina","Coqueiral.","-49.0497222","-27.54","835","835",NA,"Coleta Extra IFFSC (Arbusto) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; beira da estrada Habito: arbusto; Fruto roxo;","FURB44819","FURB44819","Sobral, M",NA,"2010","08","-49.0497222","-27.5400000",NA,NA,NA,"15",NA,NA,NA
"66","2020-10-14 10:06:50-03","FURB","FURB","33711","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Dreveck, S.; Verdi, M.","2503","2010","10","09",NA,"Brasil","Santa Catarina","São Bento do Sul","Estrada Alberto Torres - APA Rio Vermelho/Humbold.","-49.3044444","-26.2555556","890","890",NA,"Plano de Manejo APA do Rio Vermelho/Humbold Habitat: Floresta Ombrófila Mista; Estágio Médio; beira da estrada Habito: arbórea; Fruto verde;","FURB44821","FURB44821","Oliveira, AA de",NA,"2011","02","-49.3044444","-26.2555556",NA,NA,NA,"11",NA,NA,NA
"67","2020-10-14 10:06:50-03","FURB","FURB","33824","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Verdi, M.; Dreveck, S.","5730","2010","10","13",NA,"Brasil","Santa Catarina","São Bento do Sul","Minas de Caulin - APA Rio Vermelho/Humbold.","-49.2238889","-26.2819445","995","995",NA,"Plano de Manejo APA do Rio Vermelho/Humbold Habitat: Floresta Ombrófila Mista; Estágio Médio Habito: arvoreta;","FURB44817","FURB44817","Oliveira, AA de",NA,"2011","03","-49.2238889","-26.2819445",NA,NA,NA,"03",NA,NA,NA
"68","2019-11-08 08:56:42-03","FURB","FURB","33980","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Uller, H.F.; Brogni, E.","192","2011","01","26",NA,"Brasil","Santa Catarina","Brusque","Fundos da empresa Benetex.","-48.9713889","-27.1491666","68","68",NA,NA,"FURB44815","FURB44815","Uller, HF",NA,"2011","03","-48.9713889","-27.1491666",NA,NA,NA,"01",NA,NA,NA
"69","2020-10-14 10:06:50-03","FURB","FURB","34283","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Korte, A.","6033","2011","02","28",NA,"Brasil","Santa Catarina","Rio Negrinho","Cerro Azul.","-49.5","-26.46","892","892",NA,"Florística IFFSC 950 (Arbusto) Habitat: Floresta Ombrófila Mista; Habito: arbusto; Fruto preto;","FURB44816","FURB44816","Oliveira, AA de",NA,"2011","03","-49.5000000","-26.4600000",NA,NA,NA,"22",NA,NA,NA
"70","2020-10-14 10:06:50-03","FURB","FURB","45767","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Oliveira, A.A. de","1371","2015","03","25",NA,"Brasil","Santa Catarina","Papanduva",NA,"-50.22","-26.28","813","813",NA,"No P.A., Florística Entorno IFFSC 1013","FURB44813","FURB44813","Oliveira, AA de",NA,"2015","03","-50.2200000","-26.2800000",NA,NA,NA,"25",NA,NA,NA
"71","2020-10-14 10:06:50-03","FURB","FURB","54393","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Santos, E.P.; Moraes, E.N. & Viezzer, J.","1236","2008","02","28",NA,"Brasil","Paraná","São José dos Pinhais","Serra de Araçatuba, Morro dos Perdidos.","-49.05","-25.75","1000","1000",NA,"Flor alva Habitat: Interior de Floresta Ombrófila Densa Altomontana Habito: Arvoreta","FURB54393","FURB54393","Santos, E.P.",NA,"2017","06","-49.0500000","-25.7500000",NA,NA,NA,"26",NA,NA,NA
"72","2019-11-08 08:56:42-03","FURB","FURB","54917","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1001","2017","09","11",NA,"Brasil","Santa Catarina","Major Gercino",NA,"-49.14","-27.4497222","708","708",NA,NA,"FURB54917","FURB54917","Farias, D.M.",NA,"2017","09","-49.1400000","-27.4497222",NA,NA,NA,"27",NA,NA,NA
"73","2020-10-14 10:06:50-03","FURB","FURB","55995","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1401","2017","11","08",NA,"Brasil","Santa Catarina","Santo Amaro da Imperatriz",NA,"-48.78","-27.72","612","612",NA,"flor creme Habitat: borda do fragmento Habito: árvore","FURB55995","FURB55995","Kassner-Filho, A.",NA,"2017","11","-48.7800000","-27.7200000",NA,NA,NA,"08",NA,NA,NA
"74","2020-10-14 10:06:50-03","FURB","FURB","55996","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1463","2017","11","13",NA,"Brasil","Santa Catarina","Santo Amaro da Imperatriz",NA,"-48.8669445","-27.81","744","744",NA,"flor creme Habitat: borda do fragmento Habito: árvore","FURB55996","FURB55996","Kassner-Filho, A.",NA,"2017","11","-48.8669445","-27.8100000",NA,NA,NA,"13",NA,NA,NA
"75","2020-10-14 10:06:50-03","FURB","FURB","61310","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","3306","2018","08","16",NA,"Brasil","Santa Catarina","São Bonifácio",NA,"-48.8719445","-27.8983333","885","885",NA,NA,"FURB61310","FURB61310","Farias, D.M.",NA,"2018","11","-48.8719445","-27.8983333",NA,NA,NA,"21",NA,NA,NA
"76","2020-10-14 10:06:50-03","FURB","FURB","3442","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Silva, J.M.; Abe, L.M.","2622","1998","11","11",NA,"Brasil","Paraná","Bocaiúva do Sul","Serra da Bocaina.","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"FURB03649","FURB03649","Ribas, OS",NA,"1999",NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA
"77","2020-10-14 10:06:50-03","FURB","FURB","2768","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Fendrich, R.; Pacheco, F.R.V.","1512","1999","01","21",NA,"Brasil","Paraná","São José dos Pinhais","Zinco.","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"FURB44822","FURB44822","Hatschbach, G",NA,"1999","01",NA,NA,"45291","auto",NA,"21",NA,NA,NA
"78","2020-10-14 10:06:50-03","FURB","FURB","57865","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Funez, L.A.","7141","2018","02","04",NA,"Brasil","Santa Catarina","Rio dos Cedros","Cachoeira Formosa.","-49.2742004394531","-26.7383003234863",NA,NA,NA,"frutos maduros roxos Habitat: Borda da floresta Habito: Árvore","FURB57865","FURB57865","Farias, D.M.",NA,"2018","04",NA,NA,"35192","auto",NA,"10",NA,NA,NA
"79","2021-03-16 17:51:54-03","UCS","HUCS","42084","PreservedSpecimen","Plantae","Angiospermae","Ericales","Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Uller, H.F.","192","2011","01","26",NA,"Brasil","Santa Catarina","Brusque","Fundos da empresa Benetex","-48.971389","-27.149167","68","68",NA,"FURB 33980.; FOD, sucessão inicial, arbórea.",NA,NA,"Uller, H.F.",NA,"2011","03","-48.971389","-27.149167",NA,NA,NA,"01",NA,NA,NA
"80","2021-03-16 17:51:54-03","UCS","HUCS","31683","PreservedSpecimen","Plantae","Angiospermae","Ericales","Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Silva, A.R.","122","2006","11","18",NA,"Brasil","Paraná","Piraquara","Mananciais da Serra.","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Herbário da Universidade Tecnológica Federal do Paraná - Campus de Campo Mourão.",NA,NA,"Cordeiro, J.; Barbosa, E.",NA,"2007",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"81","2021-03-16 17:51:54-03","UCS","HUCS","24217","PreservedSpecimen","Plantae","Angiospermae","Ericales","Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Ribas, O.S.","5871","2004","02","03",NA,"Brasil","Paraná","Piraquara","Morro do Canal.","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Arvoreta 3m, fruto imaturo, matinha nebular da encosta do morro.&nf;Herbário MBM.",NA,NA,"Hatschbach, G.",NA,"2004",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"82","2021-03-16 17:51:54-03","UCS","HUCS","19635","PreservedSpecimen","Plantae","Angiospermae","Ericales","Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Ribas, O.S.","4421","2002","02","23",NA,"Brasil","Paraná","Guaratuba","Serra do Araçatuba.","-48.5746994018555","-25.8827991485596",NA,NA,NA,"Mata de encosta de morro.&nf;Herbário MBM.",NA,NA,"Hatschbach, G.",NA,"2002",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"83","2021-03-16 17:51:54-03","UCS","HUCS","16102","PreservedSpecimen","Plantae","Angiospermae","Ericales","Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Cordeiro, J.","1512","1999","01","21",NA,"Brasil","Paraná","São José dos Pinhais","Zinco.","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Árvore de 4,50 m, frutos imaturos verdes, floresta atlântica.&nf;Herbário MBM.",NA,NA,"Hatschbach, G.",NA,"1999",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"84","2019-09-27 18:06:33-03","UFES","VIES","40858","S","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Brotto, M.L.; Barboza, E.; Cordeiro, J. & Silva, J.M.","1403","2013","10","24",NA,"Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895","1200","1200",NA,NA,"VIES040858","VIES040858","Barboza, E.",NA,"2013","11",NA,NA,"12577","auto",NA,"14",NA,NA,NA
"85","2019-08-16 08:41:18-03","UTFPR","HCF","19108","S","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","M. Augusto-Silva",NA,"2013","02","27",NA,"Brasil","PR","Guaratuba","Resgate de Flora, LT 230 kv Joinville","-48.962778","-25.863056",NA,NA,NA,"FOM, mata secundária, estágio médio, próximo a área brejosa. Arbórea de dossel, aprox. 6 m de altura, 25 cm de CAP.",NA,NA,NA,NA,NA,NA,"48°57'46 W","25°51'47 S",NA,NA,NA,NA,NA,NA,NA
"86","2019-08-16 08:41:18-03","UTFPR","HCF","4597","S","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","A.R. Silva","122","2006","11","18",NA,"Brasil","PR","Piraquara","Mananciais da Serra","-48.981111","-25.497778","1021","1021",NA,"arvoreta heliófita ca. 5m de altura. Com frutos imaturos verdes.",NA,NA,"J. Cordeiro & E. Barboza",NA,"2007","02","48°58'52 W","25°29'52 S",NA,NA,NA,NA,NA,NA,NA
"87","2019-08-16 08:41:18-03","UTFPR","HCF","18519","S","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","M.L. Brotto","1403","2013","10","24",NA,"Brasil","PR","Piraquara","Recreio da Serra","-49.005556","-25.455278","1200","1200",NA,"arbusto 2 m; flores esverdeadas.",NA,NA,"E. Barboza",NA,"2013","11","49°00'20 W","25°27'19 S",NA,NA,NA,"14",NA,NA,NA
"88","2013-04-01 09:20:00-03","IPT","BCTW","19977","S","Plantae","Magnoliophyta",NA,NA,"Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Lorenzi, H.","54",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"89","2020-12-21 16:46:08-03","MBM","MBM","382995","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Caxambu, M.G.","4386","2012","11","09","Southern America","Brazil","Paraná","Guarapuava","Serra da Esperança, antiga estrada para Prudentópolis","-51.253889","-25.374278","1219","1219",NA,"Floresta Ombrófila Mista Altomontana. Relevo ondulado.","MBM382995","MBM382995","Barboza, E.",NA,"2013",NA,"-51.253889","-25.374278",NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:46:08-03","MBM","MBM","386166","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Brotto, M.L.; Barboza, E.; Cordeiro, J.; Silva, J.M.; Barboza, E.; Cordeiro, J.; Silva, J.M.","1403","2013","10","24","Southern America","Brazil","Paraná","Piraquara","Recreio da Serra","-49.005667","-25.455214","1200","1200",NA,"Arbusto 2m; flores esverdeadas.; Refúgio Vegetacional Altomontano (campo de altitude).","MBM386166","MBM386166","Barboza, E.",NA,"2013","11","-49.005667","-25.455214",NA,NA,NA,"14",NA,NA,NA
"91","2020-12-21 16:46:08-03","MBM","MBM","386166","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Brotto, M.L.; Barboza, E.; Cordeiro, J.; Silva, J.M.; Barboza, E.; Cordeiro, J.; Silva, J.M.","1403","2013","10","24","Southern America","Brazil","Paraná","Piraquara","Recreio da Serra","-49.005667","-25.455214","1200","1200",NA,"Arbusto 2m; flores esverdeadas.; Refúgio Vegetacional Altomontano (campo de altitude).","MBM386166","MBM386166","Barboza, E.",NA,"2013","11","-49.005667","-25.455214",NA,NA,NA,"14",NA,NA,NA
"92","2020-12-21 16:46:08-03","MBM","MBM","391661","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Verdi, M.; Dreveck, S.; Dreveck, S.","5730","2010","10","13","Southern America","Brazil","Santa Catarina","São Bento do Sul","Minas de Caulin, APA Rio Vermelho/Humbold","-49.223889","-26.281944","995","995",NA,"Arvoreta; 4m de altura.; Floresta Ombrófila Mista; estádio sucessional médio.","MBM391661","MBM391661","Oliveira, A.A.",NA,"2010","10","-49.223889","-26.281944",NA,NA,NA,"13",NA,NA,NA
"93","2020-12-21 16:46:08-03","MBM","MBM","397540","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Augusto-Silva, M.; Daniel, V.; Daniel, V.","s.n.","2013","02","27","Southern America","Brazil","Paraná","Guaratuba","Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-48.962681","-25.862947",NA,NA,NA,"Arbórea de dossel. aprox. 6m de altura, 25 cm de CAP.; Floresta Ombrófila Mista. Mata secundária médio, próximo a área brejosa.","MBM397540","MBM397540",NA,NA,NA,NA,"-48.962681","-25.862947",NA,NA,NA,NA,NA,NA,NA
