"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","typeStatus","infraspecificEpithet"
"111","2021-04-07 11:41:09-03","UFMS","CGMS","46577","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","V.J. Pott","E.B. Souza; M.O.C. Neyra; A. Costa; V.J. Pott","2013","07","10","Brasil","Mato Grosso do Sul","Porto Murtinho","Rio Paraguai Boca do Nabileque.","-57.8436111","-20.9277778","-57,8436111","-20,9277778","95","95","CGMS1076546",NA,"148",NA,NA,NA,"Flor creme. Fruto ausente. Habitat: Pantanal. Margem inundada do Rio Paraguai. Habito: Erva emergente.",NA,NA,"2013","07","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-04-07 11:41:09-03","UFMS","CGMS","19545","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Moises Mendoza","W.M. Ramos; A.M.R. Oliveira; D.R. Neves; C.B. Silva","2007","07","31","Brasil","Mato Grosso do Sul","Corumbá","Base de Estudos do Pantanal. Baía da Medalha.","-57.0433333","-19.4877777","-57,0433333","-19,4877777",NA,NA,"CGMS1048858",NA,"41",NA,NA,NA,"Flor branca. Habitat: Mata ciliar da baía. Habito: Erva.",NA,NA,"2016","01","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-04-07 11:41:09-03","UFMS","CGMS","10550","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","V.J. Pott","M.O.D. Pivari; L.C. Mancino; S. Rodrigues","2004","11","03","Brasil","Mato Grosso do Sul","Corumbá","Base de Estudos do Pantanal (BEP - UFMS).","-57.0197223","-19.5772223","-57,0197223","-19,5772223","105","105","CGMS1039846",NA,"309",NA,NA,NA,"Flor branca. Fruto verde. Habitat: Vazante. Solo argiloso. Relevo plano mal drenado. Habito: Erva prostrada. Macrófita anfíbia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-04-07 11:41:09-03","UFMS","CGMS","36450","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","V.J. Pott","V.J. Pott; A. Pott; A.L.B. Sartori; C. Cunha; E.A. Silveira; H. Amorim","2001","03","23","Brasil","Mato Grosso","Poconé","Rio Caracará.","-57.3333333","-17.7202778","-57,3333333","-17,7202778",NA,NA,"CGMS1065858",NA,"4340",NA,NA,NA,"Flor estéril. RCVA-1; Duplicata CPAP, CEN. Habitat: Margem de rio, 2,00m de profundidade. Solo argiloso. Relevo plano. Habito: Erva aquática flutuante fixa. Frequente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-04-07 11:41:09-03","UFMS","CGMS","30627","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","R.H. Silva","T.E. Lima; I.M. Neves; R.H. Silva; T.S. Amaral","2010","11","22","Brasil","Mato Grosso do Sul","Corumbá","Boca da Baía do Castelo.","-57.55","-18.5816667","-57,55","-18,5816667",NA,NA,"CGMS1060039",NA,"37",NA,NA,NA,"Estéril. Habitat: Ilha (fragmento inundável). Solo areno-argiloso. Habito: Erva.",NA,NA,"2010","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-04-07 11:41:09-03","UFMS","CGMS","23531","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Moises Mendoza","S.N. Moreira; V.J. Pott; A. Pott","2007","10","02","Brasil","Mato Grosso do Sul","Terenos","Fazenda Modelo da Embrapa Gado de Corte, área de varjão proxima à ferrovia.","-54.79","-20.5566667","-54,79","-20,5566667","504","504","CGMS1052942",NA,"64",NA,NA,NA,"Flor branca. Fruto ausente. Habitat: Campo úmido graminoso de Vereda em domínio de Cerrado. Habito: Erva aquática.",NA,NA,"2016","01","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-04-07 11:40:52-03","UFMS","CGMS","43181","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","V.J. Pott","V.J. Pott; M. Gasparini; Z. Campos; E.K. Bastos","1984","08","10","Brasil","Mato Grosso do Sul","Corumbá","Cidade - esquina da Rua Antônio João/ Rua Cabral.","-57.65","-19.0166667","-57,65","-19,0166667","140","140","CGMS1073162",NA,"2",NA,NA,NA,"Flor branca. Habitat: Terreno baldio com córrego. Solo calcário em brejo de Typha com riachinho. Habito: Erva aquática. Frequente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-04-07 11:41:09-03","UFMS","CGMS","36104","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","V.J.Pott","B.E.M. Pinto; J. R. Silva; W. Vincentin; L. S. Cunha","2009","06","05","Brasil","Mato Grosso do Sul","Corumbá","Serra do Amolar.","-57.4666667","-18.0225","-57,4666667","-18,0225",NA,NA,"CGMS1065511",NA,"300",NA,NA,NA,NA,NA,NA,"2009","06","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-04-07 11:41:09-03","UFMS","CGMS","36451","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","V.J. Pott","V.J. Pott; A. Pott; L.C.P. Lima; E.C. Arruda","2002","06","14","Brasil","Mato Grosso do Sul","Jaraguari","MS-244, 14 Km de Jaraguari a Bálsamo.","-54.3166667","-20.2383333","-54,3166667","-20,2383333",NA,NA,"CGMS1065859",NA,"5556",NA,NA,NA,"Flor ausente. Duplicata CPAP. Habitat: Vala artificial de água límpida. Solo argiloso-arenoso. Relevo levemente inclinado. Habito: Erva aquática emergente. Ocasional.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-04-07 11:41:09-03","UFMS","CGMS","46414","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","! Moises Mendoza","V.J. Pott; J. Paz; A. Pott","2004","03","17","Brasil","Mato Grosso do Sul","Campo Grande","Fazenda Modelo, Embrapa, à esquerda da entrada da fazenda, 17 km da sede da Embrapa.","-54.8122222","-20.55","-54,8122222","-20,55","520","520","CGMS1076383",NA,"6707",NA,NA,NA,"Flor branca. Fruto esverdeado. Habitat: Borda úmida de lagoa perturbada com buriti e pasto, estrada aterrada no entorno. Solo argiloso. Relevo plano. Ocasional. Habito: Erva aquática anfíbia rasteira.",NA,NA,"2016","01","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-04-07 11:41:09-03","UFMS","CGMS","31460","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","G.S.V. Duarte; V.J. Pott","P.S. Doreto","2010","09","09","Brasil","Mato Grosso do Sul","Dourados","Parque Antenor Martins. Microbacia Água Boa.","-54.8166667","-22.2291667","-54,8166667","-22,2291667","424","424","CGMS1060898",NA,"3",NA,NA,NA,NA,NA,NA,"2011","03","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-04-07 11:41:09-03","UFMS","CGMS","52950","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","V.J. Pott (X.2007); ! Moises Mendoza","V.J. Pott; A. Pott; S.N. Moreira","2007","10","02","Brasil","Mato Grosso do Sul","Terenos","Varjão, Fazenda Modelo (Embrapa), nascente próxima à ferrovia.","-54.7894444","-20.5583333","-54,7894444","-20,5583333","500","500","CGMS1082921",NA,"9728",NA,NA,NA,"Flor branca. Fruto verde, imaturo. Habitat: Lagoa úmida em época seca. Solo orgânico. Relevo plano deprimido. Ocasional. Habito: Erva rasteira, anfíbia, 5 - 10 cm de altura.",NA,NA,"2016","01","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-04-07 11:41:09-03","UFMS","CGMS","31458","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","G.S.V. Duarte; V.J. Pott","G.S.V. Duarte","2010","07","19","Brasil","Mato Grosso do Sul","Dourados","Parque Antenor Martins. Microbacia Água Boa.","-54.8166667","-22.2291667","-54,8166667","-22,2291667","424","424","CGMS1060896",NA,"11",NA,NA,NA,NA,NA,NA,"2011","03","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-04-07 11:41:09-03","UFMS","CGMS","14682","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","V.J. Pott (16.IX.2005); ! Moises Mendoza","V.J. Pott; A.C.M. Cristaldo; A. Pott; O.A. Corsino-Junior","2004","11","08","Brasil","Mato Grosso do Sul","Costa Rica","Fazenda Mimoso, abaixo da Usina Hidroelétrica Paraíso, próximo ao Rio Sucuriú.","-52.9944444","-19.0572222","-52,9944444","-19,0572222","450","450","CGMS1044165",NA,"7255",NA,NA,NA,NA,NA,NA,"2016","01","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-04-07 11:41:09-03","UFMS","CGMS","9470","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","P. Fiaschi","V.F. Kinupp; U.M. Resende","2002","03","04","Brasil","Mato Grosso","Jauru","Reserva do Cabaçal. Sítio 4, ponto 6.","-58.4833333","-15.1","-58,4833333","-15,1",NA,NA,"CGMS003116",NA,"2280",NA,NA,NA,"Flor creme. Habitat: Solo encharcado. Habito: Macrófita fixa.",NA,NA,"2012","06","18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-04-07 11:40:52-03","UFMS","CGMS","43180","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","V.J. Pott","V.J. Pott; D. Soleto; F.R. Ferreira","1993","02","19","Brasil","Mato Grosso do Sul","Corumbá","Terminal da Branave, lado Leste do aterro, no Porto de Ladário, Pantanal.","-57.5833333","-19","-57,5833333","-19","85","85","CGMS1073161",NA,"1842",NA,NA,NA,"Flor creme. Habitat: Lagoa de meandro na planície de inundação do Rio. Solo calcário, argiloso fértil. Relevo plano deprimido. Habito: Erva aquática flutuante fixa. Frequente.",NA,NA,"1993","02","19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-04-07 11:41:09-03","UFMS","CGMS","33984","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","V.J. Pott (01.IV.2006); ! Moises Mendoza","T.C. Pina; V.J. Pott; A. Pott","2006","04","01","Brasil","Mato Grosso do Sul","Terenos","Fazenda Modelo, Embrapa.","-54.8","-20.5494444","-54,8","-20,5494444","510","510","CGMS1063380",NA,"149",NA,NA,NA,NA,NA,NA,"2016","01","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-04-07 11:41:09-03","UFMS","CGMS","34071","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","! Moises Mendoza","V.J. Pott; A. Pott; T.C. Pina; A.C.M. Cristaldo","2005","12","02","Brasil","Mato Grosso do Sul","Campo Grande","Fazenda Modelo, Embrapa Gado de Corte, 2 km da sede.","-54.8166667","-20.5622222","-54,8166667","-20,5622222","470","470","CGMS1063470",NA,"8398",NA,NA,NA,"Flor branca. Fruto imaturo, verde.",NA,NA,"2016","01","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-04-07 11:41:09-03","UFMS","CGMS","50987","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Moises Mendoza","V.J. Pott; E. Scremin-Dias; A. Pott","2005","09","03","Brasil","Mato Grosso do Sul","Bodoquena","Fazenda Remanso, 8Km sul da sede, Parque Nacional da Serra da Bodoquena.","-56.7358333","-20.8019444","-56,7358333","-20,8019444","395","395","CGMS003107",NA,"8085",NA,NA,NA,"Flor branca. Fruto verde claro. Habitat: Açude para gado com Pistia stratiotes, 20-70cm de profundidade, com pasto cultivado no entorno e remanescente de cerradão. Solo argiloso, calcário. Relevo plano de vale. Habito: Erva aquática a",NA,NA,"2016","01","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-04-07 11:41:09-03","UFMS","CGMS","31459","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","G.S.V. Duarte; V.J. Pott","G.S.V. Duarte","2010","08","17","Brasil","Mato Grosso do Sul","Dourados","Nascente Água Boa. Microbacia Água Boa.","-54.8333333","-22.2325","-54,8333333","-22,2325","433","433","CGMS1060897",NA,"47",NA,NA,NA,NA,NA,NA,"2011","03","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-04-07 11:41:09-03","UFMS","CGMS","39259","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Moises Mendoza","M.F. Barros; T.G. Freitas; C.S. Souza","2013","07","10","Brasil","Mato Grosso do Sul","Porto Murtinho","Rio Paraguai, Boca do Nabileque.","-57.8166667","-20.9366666","-57,8166667","-20,9366666","82","82","CGMS1068642",NA,"27",NA,NA,NA,NA,NA,NA,"2016","01","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-04-07 11:41:09-03","UFMS","CGMS","50935","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Moises Mendoza","V.J. Pott","2001","09","15","Brasil","Mato Grosso","Poconé","Parque Nacional do Pantanal (atrás da sede).","-57.4027778","-17.8422222","-57,4027778","-17,8422222",NA,NA,"CGMS003104",NA,"4921",NA,NA,NA,"FlorEstéril. Habitat: Lagoa (borda), 15 cm profundidade, com muita matéria orgânica. Solo argiloso. Relevo plano. Habito: Erva aquática rasteira, enraizada. 10-25cm de altura. Frequente.",NA,NA,"2016","09","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-04-07 11:41:09-03","UFMS","CGMS","28480","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","V.J. Pott","R.B. Rodrigues; N.L. Cunha; F. Gonçalves; M.D. Nunes; C. Vidotto","2009","06","02","Brasil","Mato Grosso do Sul","Corumbá","Baía Vermelha. Pantanal do Rio Paraguai, região do Paraguai Mirim.","-57.4708334","-18.4541667","-57,4708334","-18,4541667",NA,NA,"CGMS1057931",NA,"48",NA,NA,NA,NA,NA,NA,"2009","05","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-04-07 11:41:09-03","UFMS","CGMS","8610","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Moises Mendoza","E. de Laet","2000","11","01","Brasil","Mato Grosso","Cáceres","Rio Paraguai.","-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,"CGMS003106",NA,"19",NA,NA,NA,"Inflorescência do tipo umbela com cor branca.",NA,NA,"2016","01","22","172193","auto",NA,NA,NA,NA,NA,NA,NA
"135","2021-04-07 11:41:09-03","UFMS","CGMS","61465","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","D. Corrêa; R. Almoas; F.S. Carvalho","D. Corrêa; R. Almoas; F.S. Carvalho","2013","05","23","Brasil","Mato Grosso do Sul","Campo Grande","Lago do Amor - Campus Universidade Federal de Mato Grosso do Sul.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"CGMS1094461",NA,"36",NA,NA,NA,NA,NA,NA,"2013",NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:21:30-03","UNICAMP","UEC","79501","S","Plantae","Apiaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Silveira, MF","Hoffmann, A","1995","03","08","Brazil","Rio de Janeiro","Araruama","areal around the Lagoa de Juturnaíba","-42.300833","-22.650833","-42.300833","-22.650833",NA,NA,"UEC045806","UEC045806","22",NA,NA,NA,"Swamp, aquatic plant.","Magnoliopsida",NA,"2005","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-08-20 10:02:51-03","UNICAMP","UEC","122469","S","Plantae","Apiaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Prado, AL","Prado, AL","1992","09","30","Brazil","Mato Grosso","Poconé","Faz. Ronco do Bugiu","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,NA,NA,"1777",NA,NA,NA,NA,"Magnoliopsida",NA,"2000",NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"138","2021-03-01 16:21:30-03","UNICAMP","UEC","200812","S","Plantae","Apiaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Porfírio, GEO","Avellar, ALF","2002","10","23","Brazil","Mato Grosso do Sul","Corumbá","Rio Paraguai, Serra Amolar.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"UEC183494","UEC183494","6",NA,NA,NA,"Erva flutuante livre ou enraizada ou emergente perene, estolonífera. Flor branca.","Magnoliopsida",NA,"2002",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"139","2019-08-20 10:02:51-03","UNICAMP","UEC","28008","S","Plantae","Apiaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.",NA,"Aona, LYS; Faria, AD; Barbosa, AR; Singer, RB; Galvão, JC; Belinello, R","1997","11","01","Brazil","São Paulo","Águas de Santa Bárbara","Sp 280 Castelo Branco, Brejo localizado na fazenda Prata, na altura do Km 285.","-49.238899230957","-22.8805999755859",NA,NA,NA,NA,"UEC053725","UEC053725","97/266",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"18363","auto",NA,NA,NA,NA,NA,NA,NA
"140","2019-08-20 10:02:51-03","UNICAMP","UEC","160883","S","Plantae","Apiaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.",NA,"Aona, LYS; Faria, AD; Barbosa, AR; Singer, RB; Galvão, JC; Belinello, R","1997","11","01","Brazil","São Paulo","Águas de Santa Bárbara","Sp 280 Castelo Branco, Brejo localizado na fazenda Prata, na altura do Km 285.","-49.238899230957","-22.8805999755859",NA,NA,NA,NA,"UEC069662","UEC069662","97/266",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"18363","auto",NA,NA,NA,NA,NA,NA,NA
"141","2019-08-20 10:02:51-03","UNICAMP","UEC","183835","S","Plantae","Apiaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Corrêa, IP","Faria, AD; Aona, LYS; Matsumoto, K; Galvão, JC; Belinello, R","1997","01","30","Brazil","São Paulo","Bálsamo","Estrada sentido Bálsamo-Mirassolândia","-49.5800018310547","-20.7299995422363",NA,NA,NA,NA,"UEC106612","UEC106612","97/351",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"13098","auto",NA,NA,NA,NA,NA,NA,NA
"142","2019-08-20 10:02:51-03","UNICAMP","UEC","100313","S","Plantae","Apiaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Corrêa, IP","Faria, AD; Aona, LYS; Matsumoto, K; Galvão, JC; Belinello, R","1997","01","30","Brazil","São Paulo","Bálsamo","Estrada sentido Bálsamo-Mirassolândia","-49.5800018310547","-20.7299995422363",NA,NA,NA,NA,"UEC053777","UEC053777","97/351",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"13098","auto",NA,NA,NA,NA,NA,NA,NA
"143","2019-08-20 10:02:51-03","UNICAMP","UEC","183816","S","Plantae","Apiaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.",NA,"Aona, LYS; Faria, AD; Matsumoto, F; Galvão, JC; Belinello, R","1997","01","17","Brazil","São Paulo","Batatais","solo encharcado a margem do rio","-47.5800018310547","-20.8899993896484",NA,NA,NA,NA,"UEC106548","UEC106548","97/67",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"22006","auto",NA,NA,NA,NA,NA,NA,NA
"144","2021-03-01 16:21:30-03","UNICAMP","UEC","15242","S","Plantae","Apiaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Tamashiro, JY","Gibbs, PE; Leitão Filho, HF; Semir, J","1976","02","09","Brazil","São Paulo","Itapetininga","Horto Florestal de Itapetininga","-48.0499992370605","-23.5900001525879",NA,NA,NA,NA,"UEC053726","UEC053726","1627",NA,NA,NA,"Herbáceo, flores brancas nativo em lagoa.","Magnoliopsida",NA,"1987","12",NA,"40712","auto",NA,NA,NA,NA,NA,NA,NA
"145","2019-08-20 10:02:51-03","UNICAMP","UEC","183833","S","Plantae","Apiaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Corrêa, IP","Faria, AD; Matsumoto, K; Aona, LYS; Galvão, JC; Belinello, R; et al.","1996","12","15","Brazil","São Paulo","Piedade","lago localizado no bairro dos pintos","-47.4199981689453","-23.7099990844727",NA,NA,NA,NA,"UEC106610","UEC106610","96/487",NA,NA,NA,NA,"Magnoliopsida",NA,"1997","11","24","30307","auto",NA,NA,NA,NA,NA,NA,NA
"146","2021-03-01 16:21:30-03","UNICAMP","UEC","183834","S","Plantae","Apiaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.",NA,"Aona, LYS; Faria, AD; Matsumoto, F; Galvão, JC; Belinello, R","1997","01","16","Brazil","São Paulo","São João da Boa Vista","rodovia fabricio talarico, borda do lago da fazenda santa maria lozalizado na autura km 51","-46.7900009155273","-21.9599990844727",NA,NA,NA,NA,"UEC106611","UEC106611","96/46a",NA,NA,NA,"flores esverdeadas","Magnoliopsida",NA,NA,NA,NA,"17205","auto",NA,NA,NA,NA,NA,NA,NA
"147","2019-11-19 14:04:43-03","UFRPE","PEUFR","54161","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.F.","M.Q.R. Limeira","K.M. Costa","2018","07","08","Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica de Tapacurá","-35.162778","-8.037222","35º09'46W","8º02'14S",NA,NA,"PEUFR054161",NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-01-17 11:23:56-02","PUCRS","MPUC","7039","S","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Equipe do Projeto",NA,"1989","05","28","Brasil","RS","Pirapó","Foz do rio Ijuí-Mirim","-55.1988889","-28.0447222","-55.1988889000","-28.0447222000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Apiales","2001","01","01",NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA,NA
"149","2019-01-17 11:23:56-02","PUCRS","MPUC","14451","S","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","C.A. Mondin",NA,"2011","04","01","Brasil","RS","Porto Alegre","Bairro Lami, Reserva Biológica do Lami","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Apiales","2011","01","01",NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA,NA
"150","2019-01-17 11:23:56-02","PUCRS","MPUC","7032","S","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Equipe do Projeto",NA,"1988","05","25","Brasil","SC","Concórdia","Estreito","-52.0277778","-27.2344444","-52.0277778000","-27.2344444000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Apiales","2012","01","01",NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA,NA
"151","2020-10-14 09:58:31-03","FURB","FURB","14935","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Demeda, C","Demeda, C.; Gaio, J. & Gonzatti, F.","2015","11","22","Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras.","-50.1927777","-29.8588889","-50.1927777","-29.8588889","3","3","FURB47161","FURB47161",NA,NA,NA,NA,NA,NA,NA,"2015","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-11-08 08:49:13-03","FURB","FURB","37142","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Nery, EK","Funez, L.A.","2011","12","02","Brasil","Santa Catarina","Blumenau","Campus I - FURB.","-49.0788889","-26.9052778","-49.0788889","-26.9052778","38","38","FURB16191","FURB16191","73",NA,NA,NA,NA,NA,NA,"2016","01","26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-11-08 08:49:13-03","FURB","FURB","38492","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Nery, EK","Funez, L.A.","2012","06","30","Brasil","Santa Catarina","Blumenau","Rua Pastor Osvaldo Hesse.","-49.0513889","-26.9266667","-49.0513889","-26.9266667","18","18","FURB16174","FURB16174","628",NA,NA,NA,NA,NA,NA,"2016","01","26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-11-08 08:49:13-03","FURB","FURB","39163","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Nery, EK","Funez, L.A.","2012","10","05","Brasil","Santa Catarina","Blumenau","Rua Pastor Osvaldo Hesse.","-49.0486111","-26.9280556","-49.0486111","-26.9280556","24","24","FURB16186","FURB16186","986",NA,NA,NA,NA,NA,NA,"2016","01","26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-11-08 08:49:13-03","FURB","FURB","43045","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Nery, EK","Funez, L.A.","2013","11","22","Brasil","Santa Catarina","Blumenau","Bom Retiro.","-49.0697223","-26.9252778","-49.0697223","-26.9252778","24","24","FURB16189","FURB16189","2414",NA,NA,NA,NA,NA,NA,"2016","01","26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-10-14 09:58:31-03","FURB","FURB","49421","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Schwirkowski, P","Schwirkowski, P.","2015","11","22","Brasil","Santa Catarina","São Bento do Sul","Sertãozinho. Estrada dos Bugres, beira de estrada.","-49.3675","-26.3175","-49.3675000","-26.3175000","700","700","FURB49421","FURB49421","1353",NA,NA,NA,NA,NA,NA,"2015","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
