"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","infraspecificEpithet","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"248","2019-11-19 14:06:50-03","UFRPE","PEUFR","11151","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","G.L. Webster","G.C.P. Pinto","1988","05","07","Brasil","Bahia","Cruz das Almas","-39.1","-12.666667","39°06'W","12°40'S","PEUFR011151",NA,NA,NA,"1",NA,NA,NA,NA,NA,"Subarbusto ereto; invasoras em áreas de cultivos perenes","1995","02",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"249","2019-11-19 14:06:50-03","UFRPE","PEUFR","13539","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","G. L. Webster","A.M. Miranda; L. P. Félix; M.L. Guedes; M. Grillo","1993","06","01","Brasil","Pernambuco","Ilha de Fernando de Noronha","-32.425","-3.836111","32º25'30W","03º50'10S","PEUFR013539",NA,NA,NA,"786",NA,"Hotel de Trânsito do Governo",NA,NA,NA,"Subarbusto piloso; caule levemente alaranjado pelos hirtus; folhas membranáceas, pilosas, discolor; flores alvas singelas; frutos imaturos verdes.","1995","02",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"250","2019-11-19 14:06:50-03","UFRPE","PEUFR","16393","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","J.S. Silva; A.P.S. Gomes; A. Laurênio; M.F. Sales","S.I. Silva","1994","02","25","Brasil","Pernambuco","São Caetano",NA,NA,NA,NA,"PEUFR016393",NA,NA,NA,"676",NA,NA,NA,NA,NA,"Erva com até 50 cm; sem látex; pelos híspidos; flores alvas","2009","03",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA
"251","2019-11-19 14:06:50-03","UFRPE","PEUFR","19138","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","J.S. Silva; A. Laurênio","M. Sales; E.H. Rodrigues; R. Cysneiros","1995","04","12","Brasil","Pernambuco","Bezzeros",NA,NA,NA,NA,"PEUFR019138",NA,NA,NA,"583",NA,"Parque Municipal de Serra Negra",NA,NA,NA,"Erva com cerca de 0,3 m de altura; pétalas cremes","2008","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2019-11-19 14:06:50-03","UFRPE","PEUFR","36480a","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.",NA,"M.F.A. Lucena; A. Laurênio; A.P.S. Gomes; L.S. Figueiredo","1998","03","14","Brasil","Pernambuco","Itamaracá","-34.825556","-7.748056","34º49'32W","07º44'53S","PEUFR36480a",NA,NA,NA,"437",NA,"Engenho Amparo; Mata do Amparo",NA,NA,NA,"Subarbusto com cerca de 40cm de altura; flores femininas verdes e masculinas cremes; tricomas levemente urentes; ocasional; coordenadas geográficas do município.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2019-11-19 14:06:50-03","UFRPE","PEUFR","28131","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","M.F.A. Lucena","V. Santos; A. Laurênio; M. Tschá; M.I.B. Loiola","1998","08","29","Brasil","Paraíba","Pocinhos-Patos",NA,NA,NA,NA,"PEUFR028131",NA,NA,NA,"164",NA,"Fazenda Farinha",NA,NA,NA,"Subarbusto com ca. de 20 cm de alt.; pilosa; estames brancos","1999","04",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA
"254","2019-11-19 14:06:50-03","UFRPE","PEUFR","32505","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","F.S. Santos Filho","F.S. Santos Filho","1999","02","03","Brasil","Piauí","Teresina","-42.811667","-5.086667","42°48'42''W","5°5'12''S","PEUFR032505",NA,NA,NA,"9",NA,"Parque Zoobotânico; em frente a escola ambiental","79","79",NA,"Subarbusto; encontrada apenas em determinadas épocas","1999","06",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA
"255","2019-11-19 14:06:50-03","UFRPE","PEUFR","36481a","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","A.P.S. Gomes","A. Laurênio","1998","03","28","Brasil","Pernambuco","Vitória de Santo Antão","-35.291389","-8.118333","35°17'29W","08°07'06S","PEUFR36481a",NA,NA,NA,"941",NA,"Engenho Pombal",NA,NA,NA,"Ervas; flores masculinas brancas; ovário e cálice femininos verdes; rara; coordenadas geográficas do município.","2008","11",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"256","2019-11-19 14:06:50-03","UFRPE","PEUFR","36488","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.",NA,"M.F.A. Lucena; V.J. Santos; A. Laurênio; M.B. Costa e Silva","1998","06","11","Brasil","Pernambuco","Brejo da Madre de Deus","-36.361667","-8.155","36°21'42''W","8°9'18''S","PEUFR036488",NA,NA,NA,"542",NA,"Serra da Prata","700","700",NA,"Erva ereta ca. 30 cm de alt.; ramos castanho-esverdeados com exudato aquoso incolor; flores femininas e masculinas verdes e na ântese são brancas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2020-06-05 16:19:53-03","UFRPE","PEUFR","38261","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.",NA,"R.A. Silva; D. Moura","1999","11","23","Brasil","Alagoas","Olho D'Água do Casado","-37.816667","-9.566667","37°48'60W","9°33'60S","PEUFR038261",NA,NA,NA,"1331",NA,"Fazenda Santa Maria",NA,NA,NA,"Subarbusto ca. de 40 cm de alt.; caule verde com tricomas urticantes; flor branca; fruto imaturo de cor verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2019-11-19 14:06:50-03","UFRPE","PEUFR","45089","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","A. Laurênio","C. H. M. Fernandes","2002","02","16","Brasil","Pernambuco","Betânia/Floresta","-34.950278","-8.012778","34º57'01W","08º00'46S","PEUFR045089",NA,NA,NA,"22",NA,"Rabeca","520","520",NA,"Flores alvas; estames alvos; folhas novas, maduras; em plena floração, botão; sem fruto. Frequente.","2004","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2019-11-19 14:06:50-03","UFRPE","PEUFR","36908","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.",NA,"M.F.A. Lucena; V.J. Santos","1998","05","22","Brasil","Pernambuco","Maraial/Jaqueira",NA,NA,NA,NA,"PEUFR036908",NA,NA,NA,"513",NA,"Serra do Urubu/espelho",NA,NA,NA,"Subarbusto ca. de 40 cm de altura; flores verde-esbranquiçadas; frequencia ocasional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-11-19 14:06:50-03","UFRPE","PEUFR","45081","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","A. Laurênio","C. H. M. Fernandes","2002","06","01","Brasil","Pernambuco","Betânia/Floresta","-34.950278","-8.012778","34º57'01W","08º00'46S","PEUFR045081",NA,NA,NA,"94",NA,"Rabeca","520","520",NA,"Flor mas., alva; flor fem., verde; folhas novas, maduras; em plena floração; frutos imaturos. Frequente.","2004","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2019-11-19 14:06:50-03","UFRPE","PEUFR","45180","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","A.P.S. Gomes","A.C.B. Lins e Silva","2003","03","24","Brasil","Pernambuco","Betânia/Floresta",NA,NA,NA,NA,"PEUFR045180",NA,NA,NA,"261",NA,"Açudinho",NA,NA,NA,"Erva; ramos pilosos; cálice verde, corola branca; folhas novas; em plena floração; sem fruto. Ocasional.","2003","05",NA,NA,"27",NA,NA,NA,NA,NA,NA,NA
"262","2019-11-19 14:06:50-03","UFRPE","PEUFR","47649","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","M.F.A. Lucena","R.M. Soares; R.T. Queiroz","2004","10","01","Brasil","Rio Grande do Norte","Natal","-35.201933","-5.8426","35°12'116''W","5°50'556''S","PEUFR047649",NA,NA,NA,"4",NA,"Campus da UFRN","53","53",NA,"Subarbusto ca. de 40 cm de alt.; caule laranja-avermelhado; flores brancas; fruto imaturo","2005","03",NA,NA,"21",NA,NA,NA,NA,NA,NA,NA
"263","2019-11-19 14:06:50-03","UFRPE","PEUFR","48441","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","R. T. Queiroz","R. T. Queiroz; R. S. Melo","2005","04","23","Brasil","Rio Grande do Norte","Serra Negra do Norte","-37.2563","-6.572917","37º15'378W","06º34'375S","PEUFR048441",NA,NA,NA,"171",NA,"Estação Ecológica do Seridó",NA,NA,NA,"Erav ereta com ca de 30cm de altura; flores brancas.","2005","04",NA,NA,"23",NA,NA,NA,NA,NA,NA,NA
"264","2019-11-19 14:06:50-03","UFRPE","PEUFR","51360","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","L. L. Santos","A. C. O. Silva","2011","05","23","Brasil","Pernambuco","Caruaru","-35.922222","-8.238333","35º55'20W","08º14'18S","PEUFR051360",NA,NA,NA,"54",NA,NA,"535","535",NA,"Erva, aproximadamente 70cm de altura com pelos urticantes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2020-10-02 14:43:11-03","UFRPE","PEUFR","54787","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","A.P.S. Gomes; J.S. Santos; M.F. Sales; A.L. Melo","L. Roth","1953","02","10","Brasil","Minas Gerais","Juíz de Fora","-43.35","-21.764444","43º21'00W","21º45'52S","PEUFR054787",NA,NA,NA,"16466",NA,NA,NA,NA,NA,"Coordenadas geográficas do município.","2008","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2019-11-19 14:06:50-03","UFRPE","PEUFR","47063","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.",NA,"L.M. Cordeiro","2001","08","26","Brasil","Alagoas","Piranhas","-37.7566986083984","-9.62360954284668",NA,NA,"PEUFR047063",NA,NA,NA,"452",NA,"Próximo a vila Sergipe",NA,NA,NA,"Subarbusto ca. de 40 cm de alt.; infl. branca; fruto imaturo de cor verde; superfície com tricomas",NA,NA,"32231","auto",NA,NA,NA,NA,NA,NA,NA,NA
"267","2019-11-19 14:06:50-03","UFRPE","PEUFR","40309","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","J.S. Silva; A. Laurênio","R. Carvalho","2000","03","16","Brasil","Ceará","Quixadá","-39.0153007507324","-4.97138977050781",NA,NA,"PEUFR040309",NA,NA,NA,"36",NA,"Fazenda Não Me Deixes",NA,NA,NA,"Erva","2008","02","41968","auto",NA,NA,NA,NA,NA,NA,NA,NA
"268","2019-11-19 14:06:50-03","UFRPE","PEUFR","28118","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","M.F.A. Lucena","V. Santos; A. Laurênio; M. Tschá; M.I.B. Loiola","1998","08","29","Brasil","Paraíba","Queimadas","-35.8983001708984","-7.35832977294922",NA,NA,"PEUFR028118",NA,NA,NA,"176",NA,"São José da Mata; estrada para Patos; BR 230; Sítio Bosque",NA,NA,NA,"Subarbusto com ca. de 50 cm de altura; caule ferrugíneo","1999","04","20308","auto","21",NA,NA,NA,NA,NA,NA,NA
"269","2019-11-19 14:06:50-03","UFRPE","PEUFR","36922","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.",NA,"M.F.A. Lucena; F. Melo; V. Santos; A. Laurênio","1998","09","08","Brasil","Pernambuco","Agrestina","-35.9446983337402","-8.4580602645874",NA,NA,"PEUFR036922",NA,NA,NA,"655",NA,"Margem da BR 104",NA,NA,NA,"Erva ereta ca. 40 cm de alt.; ramos marrom-alaranjados; frutos imaturos verdes ou marrom quando maduros; frequente",NA,NA,"13588","auto",NA,NA,NA,NA,NA,NA,NA,NA
"270","2019-11-19 14:06:50-03","UFRPE","PEUFR","16398","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","M. B. R. Caruzo","S.I. Silva","1994","02","25","Brasil","Pernambuco","Belo Jardim","-36.4241981506348","-8.3355598449707",NA,NA,"PEUFR016398",NA,NA,NA,"679",NA,"depois de São caetano junto a uma porteira",NA,NA,NA,NA,"2015","02","27307","auto","23",NA,NA,NA,NA,NA,NA,NA
"271","2019-11-19 14:06:50-03","UFRPE","PEUFR","18033","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","J.S. Silva; A.P.S. Gomes; A. Laurênio; M.F. Sales","S.I. Silva","1994","05","04","Brasil","Pernambuco","Betânia","-38.0341987609863","-8.27472019195557",NA,NA,"PEUFR018033",NA,NA,NA,"513",NA,"Serra dos Arrombados",NA,NA,NA,"Erva com ca. de 70 cm; ramos; folhas e frutos com pelo híspidos perfurantes; solo arenoso","2009","03","32317","auto","11",NA,NA,NA,NA,NA,NA,NA
"272","2019-11-19 14:06:50-03","UFRPE","PEUFR","19012","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","J.S. Silva; A. Laurênio","F. Villarouco; M. Oliveira; A.B. Marcon; E. Menezes","1995","05","08","Brasil","Pernambuco","Bonito","-35.7285995483398","-8.47027969360352",NA,NA,"PEUFR019012",NA,NA,NA,"50",NA,"Reserva Ecológica Municipal da Prefeitura deBonito",NA,NA,NA,"Subarbusto com ca. de 1 m de alt.; caule com pêlos urticantes; também presente nas folhas; inflorescência com flores brancas; anteras brancas; frutos imaturos verdes com látex transparentes","2008","02","20932","auto",NA,NA,NA,NA,NA,NA,NA,NA
"273","2019-11-19 14:06:50-03","UFRPE","PEUFR","36485","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.",NA,"M.F.A. Lucena; V.J. Santos; A. Laurênio; M.B. Costa e Silva","1998","06","10","Brasil","Pernambuco","Brejo da Madre de Deus","-36.3711013793945","-8.14583015441895",NA,NA,"PEUFR036485",NA,NA,NA,"530",NA,"Bituri Grande",NA,NA,NA,"Subarbusto ca. de 35 cm de alt.; ramos marrom-alaranjados; flores masculinas e femininas verdes; frequente",NA,NA,"34231","auto",NA,NA,NA,NA,NA,NA,NA,NA
"274","2019-11-19 14:06:50-03","UFRPE","PEUFR","36923","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.",NA,"M.F.A. Lucena; I. Loiola; F. Melo","1999","05","19","Brasil","Pernambuco","Buenos Aires","-35.3272018432617","-7.72556018829346",NA,NA,"PEUFR036923",NA,NA,NA,"762",NA,NA,NA,NA,NA,"Subarbusto de 40 cm de alt.; folhas membranáceas; flores esverdeadas; estames cremes; tricomas alvos; frequente no local",NA,NA,"11889","auto",NA,NA,NA,NA,NA,NA,NA,NA
"275","2019-11-19 14:06:50-03","UFRPE","PEUFR","36920","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.",NA,"M.F.A. Lucena; I. Loiola; F. Melo","1999","05","19","Brasil","Pernambuco","Buenos Aires","-35.3272018432617","-7.72556018829346",NA,NA,"PEUFR036920",NA,NA,NA,"764",NA,"Engenho Criméia",NA,NA,NA,"Subarbustos com 30 cm de altura; flores esverdeadas; frequente",NA,NA,"11889","auto",NA,NA,NA,NA,NA,NA,NA,NA
"276","2019-11-19 14:06:50-03","UFRPE","PEUFR","31397","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.",NA,"M.J. Silva","1999","06","21","Brasil","Pernambuco","Caruaru","-35.9761009216309","-8.28332996368408",NA,NA,"PEUFR031397",NA,NA,NA,"11",NA,NA,NA,NA,NA,"Erva de 40 cm de altura; caule piloso coberto por folhas urentes",NA,NA,"35136","auto",NA,NA,NA,NA,NA,NA,NA,NA
"277","2019-11-19 14:06:50-03","UFRPE","PEUFR","36484","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.",NA,"M.F.A. Lucena; A. Laurênio","1998","10","20","Brasil","Pernambuco","Chã de Alegria","-35.2127990722656","-8.0011100769043",NA,NA,"PEUFR036484",NA,NA,NA,"689",NA,"Aratangi",NA,NA,NA,"Erva ereta ca. de 30 cm de alt.; flores verdes; estames cremes; frequente na área",NA,NA,"7003","auto",NA,NA,NA,NA,NA,NA,NA,NA
"278","2019-11-19 14:06:50-03","UFRPE","PEUFR","48612","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","A. Laurênio","Jamile; Sara","2005","03","29","Brasil","Pernambuco","Floresta","-38.5685997009277","-8.60111045837402",NA,NA,"PEUFR048612",NA,NA,NA,NA,NA,NA,"370","370",NA,"Erva; folhas denteadas; infl. pequenas espigas","2005","08","87756","auto",NA,NA,NA,NA,NA,NA,NA,NA
"279","2019-11-19 14:06:50-03","UFRPE","PEUFR","36482","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.",NA,"M.F.A. Lucena; A. Laurênio","1998","06","16","Brasil","Pernambuco","Goiana","-35.002498626709","-7.56056022644043",NA,NA,"PEUFR036482",NA,NA,NA,"549",NA,"Carne de Vaca",NA,NA,NA,"Subarbusto ca. 25-80 cm de alt.; folhas membranáceas; botões florais masculinos e femininos verdes; flores masculinas na ântese são brancas; frutos imaturos verdes e quando maduros adquirem a cor marrom-claro; frequente",NA,NA,"22853","auto",NA,NA,NA,NA,NA,NA,NA,NA
"280","2019-11-19 14:06:50-03","UFRPE","PEUFR","17937","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","M.F.A. lucena","S.I. Silva; J.C.M. Velosco","1994","05","20","Brasil","Pernambuco","Gravatá","-35.5647010803223","-8.20110988616943",NA,NA,"PEUFR017937",NA,NA,NA,"570",NA,"Serra das Russas",NA,NA,NA,"Erva cerca de 70 cm de altura; judimento de pelos híspidos","1999","04","19146","auto","21",NA,NA,NA,NA,NA,NA,NA
"281","2019-11-19 14:06:50-03","UFRPE","PEUFR","17941","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","J.S. Silva; A.P.S. Gomes; A. Laurênio; M.F. Sales","S.I. Silva","1994","05","20","Brasil","Pernambuco","Gravatá","-35.5647010803223","-8.20110988616943",NA,NA,"PEUFR017941",NA,NA,NA,"554",NA,"Serra das Russas",NA,NA,NA,"Erva cerca de 70 cm de altura","2009","03","19146","auto","11",NA,NA,NA,NA,NA,NA,NA
"282","2019-11-19 14:06:50-03","UFRPE","PEUFR","36483","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.",NA,"M.F.A. Lucena; A. Laurênio","1998","05","16","Brasil","Pernambuco","Igarassu","-34.9063987731934","-7.83416986465454",NA,NA,"PEUFR036483",NA,NA,NA,"491",NA,"Granja Asa Branca",NA,NA,NA,"Subarbusto ca. 50 cm de alt.; folhas membranáceas; botões florais masculinsos verde-castanhos; pedicelo vináceo; flores femininas com cálice e ovário verdes; estigma ferrugíneo; frequente",NA,NA,"24709","auto",NA,NA,NA,NA,NA,NA,NA,NA
"283","2019-11-19 14:06:50-03","UFRPE","PEUFR","36906","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.",NA,"M.F.A. Lucena; A. Laurênio","1998","05","12","Brasil","Pernambuco","Limoeiro","-35.4502983093262","-7.87472009658813",NA,NA,"PEUFR036906",NA,NA,NA,"475",NA,"Gameleira",NA,NA,NA,"Subarbusto ca. 30c, de altura; folhas membranáceas; tricomas alvos; flores masculinas na antese, brancas; botões florais masculinos e femininos verdes.",NA,NA,"19338","auto",NA,NA,NA,NA,NA,NA,NA,NA
"284","2019-11-19 14:06:50-03","UFRPE","PEUFR","36487","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.",NA,"M.F.A. Lucena; V.J. Santos; M. Tschá; A. Laurênio","1998","08","10","Brasil","Pernambuco","Paudalho","-35.1796989440918","-7.89666986465454",NA,NA,"PEUFR036487",NA,NA,NA,"614",NA,"Margem da PE-05; próximo ao Km 78",NA,NA,NA,"Subarbusto ca. de 35 cm de alt.; flores verdes; tricomas brancos",NA,NA,"17062","auto",NA,NA,NA,NA,NA,NA,NA,NA
"285","2019-11-19 14:06:50-03","UFRPE","PEUFR","49862","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","J.S. Silva; A.P.S. Gomes; A. Laurênio; M.F. Sales","S.I. Silva","1993","01","22","Brasil","Pernambuco","Petrolina","-40.5008010864258","-9.39861011505127",NA,NA,"PEUFR049862",NA,NA,NA,"492",NA,"Estrada em direção à São José dos Cordeiros",NA,NA,NA,NA,"2009","03","90462","auto","18",NA,NA,NA,NA,NA,NA,NA
"286","2019-11-19 14:06:50-03","UFRPE","PEUFR","36755","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.",NA,"M.F.A. Lucena; V.J. Santos; M. Tschá; A. Laurênio","1998","07","23","Brasil","Pernambuco","Pombos","-35.3958015441895","-8.14138984680176",NA,NA,"PEUFR036755",NA,NA,NA,"592",NA,"Margem da BR 232; Km 60",NA,NA,NA,"Erva ereta ca. de 30 cm de alt.; tricomas alvos; flores masculinas e femininas verdes; frequente",NA,NA,"16427","auto",NA,NA,NA,NA,NA,NA,NA,NA
"287","2019-11-19 14:06:50-03","UFRPE","PEUFR","37993","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","B. Van Ee","M.F.A. Lucena; V. Santos; M. Tschá; A. Laurênio","1998","07","23","Brasil","Pernambuco","Pombos","-35.3958015441895","-8.14138984680176",NA,NA,"PEUFR037993",NA,NA,NA,"594",NA,"Margem da BR 232; Km 60; área de cultivo",NA,NA,NA,"Arbusto ca. de 60 cm de alt.; ramos marrom-acinzentados; folhas aromáticas","2004","02","16427","auto","13",NA,NA,NA,NA,NA,NA,NA
"288","2019-11-19 14:06:50-03","UFRPE","PEUFR","1412","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","G.L. Webster","A. Lima","1958","08","03","Brasil","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,NA,"PEUFR001412",NA,NA,NA,NA,NA,"Curado",NA,NA,NA,NA,"1995","02","18865","auto","09",NA,NA,NA,NA,NA,NA,NA
"289","2019-11-19 14:06:50-03","UFRPE","PEUFR","36909","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.",NA,"M.F.A. Lucena; A. Laurênio","1998","05","12","Brasil","Pernambuco","Riacho das Almas","-35.8563995361328","-8.13389015197754",NA,NA,"PEUFR036909",NA,NA,NA,"482",NA,NA,NA,NA,NA,"Erva ereta ca. de 20 cm de alt.; folhas membranáceas; flores femininas com cálice e ovário verdes; tricomas brancos; estigma ferrugíneo; botões florais masculinos verdes; na antese flores completamente alvas; frequencia ocasional",NA,NA,"20750","auto",NA,NA,NA,NA,NA,NA,NA,NA
"290","2019-11-19 14:06:50-03","UFRPE","PEUFR","35363","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","A. Laurênio","Euripedes","1988","05","27","Brasil","Pernambuco","São Lourenço da Mata","-35.0182991027832","-8.00222015380859",NA,NA,"PEUFR035363",NA,NA,NA,"34",NA,"Estação Ecológica do Tapacurá",NA,NA,NA,NA,"2001",NA,"21764","auto",NA,NA,NA,NA,NA,NA,NA,NA
"291","2019-11-19 14:06:50-03","UFRPE","PEUFR","26126","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","M.F.A. Lucena","M.F.A. Lucena; M.J.N. Rodal; A. Laurênio; E.M.N. Ferraz","1987","03","09","Brasil","Pernambuco","São Vicente Férrer","-35.4914016723633","-7.59111022949219",NA,NA,"PEUFR026126",NA,NA,NA,"425",NA,"Mata do Estado","600","600",NA,"Subarbusto ca. de 30 cm de altura; folhas com tricomas alvos; flores femininas e masculinas verdes; ocorrência frequente","1999","02","11339","auto","25",NA,NA,NA,NA,NA,NA,NA
"292","2019-11-19 14:06:50-03","UFRPE","PEUFR","36486","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.",NA,"M.F.A. Lucena; A. Laurênio","1998","05","11","Brasil","Pernambuco","Sirinhaem","-35.1161003112793","-8.59082984924316",NA,NA,"PEUFR036486",NA,NA,NA,"474",NA,NA,NA,NA,NA,"Subarbusto ca. de 40 cm de alt.; flores masculinas e femininas de cor verde-claro; bractéolas persistentes verdes; frequencia ocasional",NA,NA,"20997","auto",NA,NA,NA,NA,NA,NA,NA,NA
"293","2019-11-19 14:06:50-03","UFRPE","PEUFR","47578","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","M.J. Silva","M.J. Silva; M. Oliveira; J. Batista; A.G. Silva","2005","04","16","Brasil","Pernambuco","Taquaritinga do Norte","-36.0442008972168","-7.90305995941162",NA,NA,"PEUFR047578",NA,NA,NA,"639",NA,"Mata da Microondas",NA,NA,NA,"Erva ca. de 25 cm de alt.; flores com peças amareladas; frutos verde-claros","2005","04","25558","auto","16",NA,NA,NA,NA,NA,NA,NA
"294","2019-11-19 14:06:50-03","UFRPE","PEUFR","34273","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","Sérvio Jr","Sérvio Jr; Santos Filho","1999","01","02","Brasil","Piauí","Teresina","-42.8018989562988","-5.08916997909546",NA,NA,"PEUFR034273",NA,NA,NA,"67",NA,NA,"70","70",NA,"Planta com látex translúcido","1999",NA,"56344","auto",NA,NA,NA,NA,NA,NA,NA,NA
"295","2019-11-19 14:06:50-03","UFRPE","PEUFR","33036","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","M.F.A. Lucena","Sérvio Jr; Lopes Sobrinho","1999","05","13","Brasil","Piauí","Teresina","-42.8018989562988","-5.08916997909546",NA,NA,"PEUFR033036",NA,NA,NA,"10",NA,"Parque Zoobotânico; em frente a escola ambiental","70","70",NA,NA,"1999","07","56344","auto","29",NA,NA,NA,NA,NA,NA,NA
