"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","yearIdentified","monthIdentified","dayIdentified","year","month","day","individualCount","occurrenceRemarks","identifiedBy","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","minimumElevationInMeters","maximumElevationInMeters","typeStatus","infraspecificEpithet","relatedCatalogItem"
"55","2019-11-01 15:15:16-03","UnB","UB","112076","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cattleya","schofieldiana","Cattleya schofieldiana tedescoana",NA,NA,NA,"2009","03",NA,NA,"Flores com sépalas e pétalas amarelas e pintalgadas com pequinos pontos purpúreos e labelo purpúreo; .","Menezes, LC","L.C. Menezes","Menezes, LC","UB103","Southern America","Brasil","Bahia",NA,NA,NA,NA,NA,"UB0040132","UB0040132",NA,NA,NA,NA,NA,NA,NA,"holotype","tedescoana",NA
"56","2019-11-01 15:15:16-03","UnB","UB","143406","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cattleya","schofieldiana","Cattleya schofieldiana tedescoana",NA,NA,NA,"2010",NA,NA,NA,NA,NA,"L.C. Menezes","Menezes, LC","UB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype","tedescoana",NA
"57","2019-11-01 15:15:16-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cattleya","schofieldiana","Cattleya schofieldiana tedescoana",NA,NA,NA,"2009","03",NA,NA,"Flores com sépalas e pétalas amarelas e pintalgadas com pequinos pontos purpúreos e labelo purpúreo; .","Menezes, LC","L.C. Menezes","Menezes, LC","UB103","Southern America","Brasil","Bahia",NA,NA,NA,NA,NA,"UB0040131","UB0040131",NA,NA,NA,NA,NA,NA,NA,NA,"tedescoana",NA
"58","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Porte, M","s.n.","Southern America","Brazil","Bahia",NA,"in prov. Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Skinner, GU","s.n.","Southern America","Guatemala",NA,NA,"Etiam in Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Blanchet, JS","s.n.","Southern America","Brazil","Bahia",NA,"in prov. Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Porte, M","s.n.","Southern America","Brazil","Bahia",NA,"in prov. Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Van Houtle","s.n.(Hort.","Southern America","Brazil","Pernambuco",NA,"Habitat in prov. Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Blanchet, JS","s.n.","Southern America","Brazil","Bahia",NA,"in prov. Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Russel, Edw","s.n.","Southern America","Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro ad Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Law-Scofield","s.n.(Hort.","Southern America","Brazil",NA,NA,"In Brasilia loco indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Law-Scofield","s.n.(Hort.","Southern America","Brazil",NA,NA,"In Brasilia loco indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Russel, Edw","s.n.","Southern America","Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro ad Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Van Houtle","s.n.(Hort.","Southern America","Brazil","Pernambuco",NA,"Habitat in prov. Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Hartweg, KT","s.n.","Southern America","Guatemala",NA,NA,"Etiam in Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Hartweg, KT","s.n.","Southern America","Guatemala",NA,NA,"Etiam in Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Skinner, GU","s.n.","Southern America","Guatemala",NA,NA,"Etiam in Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-21 10:12:59-03","IBt","SP","27453","S","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Hoehne, FC","s.n.",NA,"Brasil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-21 10:12:59-03","IBt","SP","29403","S","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,NA,NA,NA,NA,NA,"Hoehne, FC","Lindl.","Hoehne, FC","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
