"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","scientificNameAuthorship","identifiedBy","county","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","eventTime","dayIdentified","individualCount","relatedCatalogItem","sex"
"42","2019-10-09 11:25:40-03","UFBA","ALCB","97663","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Hurbath, F","80","2010","12","11","Southern America","Brasil","Bahia",NA,NA,"ca de 1,5 m de alt.; folhas discolores; estilete e corola vermelhos; sépalas esverdeadas.",NA,"Chapada Diamantina, Trilha para o córrego do boiadeiro","-41.326944","-12.995833","-41.326944","-12.995833","Dicotyledon",NA,"Mansf.","Hurbath, F","Mucugê",NA,"977","977",NA,NA,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA
"43","2019-10-09 11:25:40-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Laessoe, T; Sano, PT","52335","1992","02","25","Southern America","Brasil","Bahia",NA,NA,"Ca 50cm de altura. Folhas discolores. Sépatas incanas, flores vermehas. Entre rochas, solo arenoso.",NA,"Campo de Ouro fino (baixo)","-41.015","-13.004167","-41.015","-13.004167","Dicotyledon",NA,"Mansf.","Atkins, S","Abaíra",NA,"1600","1600",NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:25:40-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Hind, DJN; Harley, RM; Bautista, HP; Smith, S","PCD3655","1996","07","15","Southern America","Brasil","Bahia",NA,NA,"1,00 m, ereto, sem ramificação.; Areia.",NA,"Chapada Diamantina, Pedra Redonda, entre o rio Preto e o rio Paraguaçu","-41.4","-12.95","-41.4","-12.95","Dicotyledon",NA,"Mansf.","Harley, RM","Mucugê",NA,"1070","1070",NA,NA,NA,NA,NA,"1996","07",NA,NA,NA,NA,NA
"45","2019-10-09 11:25:40-03","UFBA","ALCB","04955","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Noblick, LR","s/n","1979","04","24","Southern America","Brasil","Bahia",NA,NA,"Flores vermelhas.",NA,"Chapada Diamantina","-41.3899993896484","-12.563099861145",NA,NA,"Dicotyledon",NA,"Mansf.","Noblick, LR","Lençóis",NA,NA,NA,NA,NA,"47385","auto",NA,"1979","07",NA,NA,NA,NA,NA
"46","2019-10-09 11:25:40-03","UFBA","ALCB","04955","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Noblick, LR","s/n","1979","04","24","Southern America","Brasil","Bahia",NA,NA,"Flores vermelhas.",NA,"Chapada Diamantina","-41.3899993896484","-12.563099861145",NA,NA,"Dicotyledon",NA,"Mansf.","Noblick, LR","Lençóis",NA,NA,NA,NA,NA,"47385","auto",NA,"1979","07",NA,NA,NA,NA,NA
"47","2019-10-09 11:25:40-03","UFBA","ALCB","66842","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Watanabe, MTC; Rapini, A","01","2004","09","25","Southern America","Brasil","Bahia",NA,NA,"Até 1,8 m de alt. Folhas discolores. Sépalas alvas esvesrdeadas; tubo da corola e lacínios vernelhos.",NA,"Chapada Diamantina","-41.3708000183105","-13.0052995681763",NA,NA,"Dicotyledon",NA,"Mansf.",NA,"Mucugê",NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-10-09 11:25:40-03","UFBA","ALCB","98996","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Roque, N; Alves, M; Hurbath, F","2982","2011","04","30","Southern America","Brasil","Bahia",NA,NA,"ca. de 1m de alt. Folhas discolores, sépalas cremes, pétalas vermelhas.",NA,"Chapada Diamantina, Parque Municipal de Mucugê. Trilha para o Córrego do Boiadeiro","-41.3708000183105","-13.0052995681763",NA,NA,"Dicotyledon",NA,"Mansf.","Roque, N; Alves, M","Mucugê",NA,NA,NA,NA,NA,"52493","auto",NA,"2011","05",NA,NA,NA,NA,NA
"49","2019-10-09 11:25:40-03","UFBA","ALCB","64611","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Roque, N; Watanabe, MTC; Mota, AC da; Passos Júnior, LA; Botelho, RB; Santos, TM; Anjos,","s/n","2003","12","11","Southern America","Brasil","Bahia",NA,NA,"ca. 50cm. Cálice atro-vináceo, corola lilás.",NA,"Chapada Diamantina, Subida para o Morro do Gobira","-41.3708000183105","-13.0052995681763",NA,NA,"Dicotyledon",NA,"Mansf.",NA,"Mucugê",NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-10-09 11:25:40-03","UFBA","ALCB","03625","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Noblick, LR","s/n","1979","04","25","Southern America","Brasil","Bahia",NA,NA,"Folhas carnosas.&nf;Flores vermelhas.",NA,"Chapada Diamantina","-41.3899993896484","-12.563099861145",NA,NA,"Dicotyledon",NA,"Mansf.","Noblick, LR","Lençóis",NA,NA,NA,NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-10-09 11:25:40-03","UFBA","ALCB","03625","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Noblick, LR","s/n","1979","04","25","Southern America","Brasil","Bahia",NA,NA,"Folhas carnosas.&nf;Flores vermelhas.",NA,"Chapada Diamantina","-41.3899993896484","-12.563099861145",NA,NA,"Dicotyledon",NA,"Mansf.","Noblick, LR","Lençóis",NA,NA,NA,NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-10-09 11:25:40-03","UFBA","ALCB","64611","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Roque, N; Watanabe, MTC; Mota, AC da; Passos Júnior, LA; Botelho, RB; Santos, TM; Anjos,","s/n","2003","12","11","Southern America","Brasil","Bahia",NA,NA,"ca. 50cm. Cálice atro-vináceo, corola lilás.",NA,"Chapada Diamantina, Subida para o Morro do Gobira","-41.3708000183105","-13.0052995681763",NA,NA,"Dicotyledon",NA,"Mansf.",NA,"Mucugê",NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-10-09 11:25:40-03","UFBA","ALCB","64611","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Roque, N; Watanabe, MTC; Mota, AC da; Passos Júnior, LA; Botelho, RB; Santos, TM; Anjos,","s/n","2003","12","11","Southern America","Brasil","Bahia",NA,NA,"ca. 50cm. Cálice atro-vináceo, corola lilás.",NA,"Chapada Diamantina, Subida para o Morro do Gobira","-41.3708000183105","-13.0052995681763",NA,NA,"Dicotyledon",NA,"Mansf.",NA,"Mucugê",NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-10-09 11:25:40-03","UFBA","ALCB","64611","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Roque, N; Alunos de Botânica III","s/n","2003","12","11","Southern America","Brasil","Bahia",NA,NA,"ca. 50cm. Cálice atro-vináceo, corola lilás.",NA,"Chapada Diamantina, Subida para o Morro do Gobira","-41.3708000183105","-13.0052995681763",NA,NA,"Dicotyledon",NA,"Mansf.",NA,"Mucugê",NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-02-08 09:34:48-03","NBC","NL-BOTANY","U.1762193","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Harley RM; et al.",NA,"1974","02","04","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1762193 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1762193","Estado Bahia. Serra do Sincorá. By Rio Cumbucaca. 3km S. of Mucugé, near site of small dam on road to Cascavel.","-41.35","-13.016667","-41.35","-13.016667",NA,"Lamiales","Mansf.",NA,NA,"NL-U1762193",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"56","2020-11-04 11:20:36-03","ESALQ","ESA","61435","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Souza, V.C.; Souza, J.P.; Elias, S.I.; Forster, W.; Oliveira, A.C.P.","22928.0","1999","05","20",NA,"Brasil","Bahia",NA,NA,"Subarbusto; flores vermelhas.","ESA061435","Catolés. Serra dos Cristais. Campo rupestre com mata ciliar no fundo do vale.","-418.822","-133.258","-418,822","-133,258","Magnoliophyta",NA,"Mansf.","Paula-Souza, J.","Abaíra","ESA061435","1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-11-04 11:20:36-03","ESALQ","ESA","23842","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Atkins, S. et al.",NA,"1994","02","26",NA,"Brasil","Bahia",NA,NA,NA,"ESA023842",NA,"-41.6636009216309","-13.2496995925903",NA,NA,"Magnoliophyta",NA,"Mans.","Paula-Souza, J.","Abaíra","ESA023842",NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-11-04 11:20:36-03","ESALQ","ESA","24550","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Atkins, S. et al.",NA,"1994","02","20",NA,"Brasil","Bahia",NA,NA,NA,"ESA024550",NA,"-41.3708000183105","-13.0052995681763",NA,NA,"Magnoliophyta",NA,"Mans.","Paula-Souza, J.","Mucugê","ESA024550",NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-11-04 11:20:36-03","ESALQ","ESA","100437","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Atkins, S.",NA,"1905","06","28",NA,"Brasil","Bahia",NA,NA,NA,"ESA100437",NA,"-41.3708000183105","-13.0052995681763",NA,NA,"Magnoliophyta",NA,NA,"Atkins, S.","Mucugê","ESA100437",NA,NA,NA,NA,"52493","auto",NA,"2006",NA,NA,NA,NA,NA,NA
"60","2020-11-04 11:20:36-03","ESALQ","ESA","22903","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Atkins, S. et al.",NA,"1994","03","01",NA,"Brasil","Bahia",NA,NA,NA,"ESA022903",NA,"-41.8114013671875","-13.5789003372192",NA,NA,"Magnoliophyta",NA,"Mans.","Paula-Souza, J.","Rio de Contas","ESA022903",NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-11-04 11:20:36-03","ESALQ","ESA","100436","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Atkins, S.",NA,"1994","02","26",NA,"Brasil","Bahia",NA,NA,NA,"ESA100436",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"Atkins, S.","Albaíva-Catolés","ESA100436",NA,NA,NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA
"62","2019-02-15 11:51:55-02","IPA","IPA","26549","S","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Mori, S.A.; King, R.M.; Santos, T.S. dos; Hage, J.L.; King, R.M.; Santos, T.S. dos; Hage, J.L.","12604","1979","07","26","Southern America","Brasil","Bahia",NA,NA,"Arbusto 2m de altura. Corola vermelha.; Campo rupestre.","IPA0026549","3 km ao S de Mucugê, na estrada para Jussiape.","-41.4","-13","-41.4","-13","Plantae",NA,"Mansf.","Noblick, L.R.","Mucugê",NA,"1000","1000",NA,NA,NA,NA,NA,"1979",NA,NA,NA,NA,NA,NA
"63","2019-02-15 11:51:55-02","IPA","IPA","44246","S","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Hatschbach, G.; Kummrow, R.; Kummrow, R.","47946","1984","06","15","Southern America","Brasil","Bahia",NA,NA,"Arbusto 1,5m, flor vermelha.; Formações cerradas. Campo rupestre. Solo arenoso.","IPA0044246","Rio Paraguaçu","-41.3708000183105","-13.0052995681763",NA,NA,"Plantae",NA,"Mansf.","Moldenke, H.N.","Mucugê",NA,NA,NA,NA,NA,"52493","auto",NA,"1984",NA,NA,NA,NA,NA,NA
"64","2019-02-15 11:51:55-02","IPA","IPA","23342","S","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Harley, R.M.","15938","1974","02","04","Southern America","Brasil","Bahia",NA,NA,"Shrub about 1,25m high. Leaves with strongly recurved margins, dark green above, white beneath. Corolla bright pinkish-red.; Riverside, damp sandy soil, sandstone rocks and partly burnt-over vegetation.","IPA0023342","Serra do Sincorá, by Rio Cumbuca ca. 3 km S of Mucugê, near of small dam on road to Cascavel.","-41.35","-13.016667","-41.35","-13.016667","Plantae",NA,"Mansf.","Moldenke, H.N.",NA,NA,"850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-02-15 11:51:55-02","IPA","IPA","62587","S","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Ganev, W.","3326","1994","06","08","Southern America","Brasil","Bahia",NA,NA,"Arbusto ca. 80cm, muito ramificado. Folhas coriáceas verdes com face inferior alva. Flores com sépalas cremes, pétalas vermelhas. Planta em início de floração, comum.; Campo rupestre com solo arenoso, com rochas.","IPA0062587","Serra dos Cristais","-41.866667","-13.333333","-41.866667","-13.333333","Plantae",NA,"Mansf.","Atkins, S.","Abaíra",NA,"1960","1960",NA,NA,NA,NA,NA,"1997","01",NA,NA,NA,NA,NA
"66","2019-02-15 11:51:55-02","IPA","IPA","67995","S","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Conceição, A.S.; Campos, G.L.; Carneiro-Torres, D.S.; Miranda-Silva, E.; Campos, G.L.; Carneiro-Torres, D.S.; Miranda-Silva, E.","422","1999","10","23","Southern America","Brasil","Bahia",NA,NA,"Subarbusto ca. 1m de altura. Folhas discolores-coriáceas. Flores vermelhas.; Solo argiloso com rochas.","IPA0067995","Catolés-Campo do Barbado.","-41.6636009216309","-13.2496995925903",NA,NA,"Plantae",NA,"Mansf.","França, F.","Abaíra",NA,NA,NA,NA,NA,"26531","auto",NA,"2002","09",NA,NA,NA,NA,NA
"67","2019-02-15 11:51:55-02","IPA","IPA","56630","S","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Carvalho, A.M. de; Thomas, W.W.; Thomas, W.W.","3055","1990","04","14","Southern America","Brasil","Bahia",NA,NA,"Subarbusto ca. 1m de altura. Folhas discolores. Flores com corola vermelho-vivo.; Campo rupestre.","IPA0056630","20 km from Mucugê on road to Andaraí.","-41.3708000183105","-13.0052995681763",NA,NA,"Plantae",NA,"Mansf.","Atkins, S.","Mucugê",NA,NA,NA,NA,NA,"52493","auto",NA,"1991",NA,NA,NA,NA,NA,NA
"68","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0048548","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","O. Hatschbach; R. Kummrow","47946","1984","6","15",NA,"Brazil","Bahia",NA,NA,NA,NA,"Rio Paraguaçu (mun. Mucuge)","-41.369808","-12.996334",NA,NA,"Magnoliophyta","Lamiales","Mansf.","H. N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-21 14:48:45-03","UFJF","CESJ","35980","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","R.Kral; et al.","72850","1985","07","21","América do Sul","Brasil","Bahia",NA,NA,NA,"CESJ035980","Crimson-flowered rubiaceous shrub to 1,5 m high. Mun Mucujé ca. 15 Km N of Mucujé by Andaraí-Mucujé road: broad arenaceous-rocky at S side of rio Piaba, el ca. 940 meters.","-41.3708000183105","-13.0052995681763",NA,NA,"Angiosperma",NA,"Mansf.","F.R.G. Salimena","Mucugê",NA,NA,NA,NA,NA,"52493","auto",NA,"2002","01",NA,NA,NA,NA,NA
"70","2019-11-21 14:48:45-03","UFJF","CESJ","35593","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","R.Kral; et al.","72915","1985","07","23","América do Sul","Brasil","Bahia",NA,NA,NA,"CESJ035593","Shub to 1,5 m, fls. bright red; rocky shrub campo along Rio Preto 6-12KMS towards Serra do Pina, n.w. of Mucujé. el ca. 900 meters.","-41.3708000183105","-13.0052995681763",NA,NA,"Angiosperma",NA,"Mansf.","F.R.G. Salimena","Mucujé",NA,NA,NA,NA,NA,"52493","auto",NA,"2002","01",NA,NA,NA,NA,NA
"71","2019-11-21 14:48:45-03","UFJF","CESJ","42415","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","L.P. de Queiroz; et al.","5664","2000","01","24","América do Sul","Brasil","Bahia",NA,NA,"Arbusto, ca. 1 m alt. Folhas coriáceas, discolores, face abaxial argêntea. Flores com corola vermelha.","CESJ042415",NA,"-41.3708000183105","-13.0052995681763",NA,NA,"Angiosperma",NA,"Mansf.","S.Atkins","Mucugê",NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-21 14:48:45-03","UFJF","CESJ","30161","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","A.M. Giulietti; et al.","s.n.","1981","07","20","América do Sul","Brasil","Bahia",NA,NA,"Arbusto, ca. 1,0 m alt., flores vermelhas.","CESJ030161","Alto do Morro do Pina. Estrada de Mucugê a Guiné, a 25 Km NO de Mucugê.","-41.3708000183105","-13.0052995681763",NA,NA,"Angiosperma",NA,"Mansf.","S.Atkins","Mucugê",NA,NA,NA,NA,NA,"52493","auto",NA,"1993",NA,NA,NA,NA,NA,NA
"73","2019-11-21 14:48:45-03","UFJF","CESJ","38880","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","N.Hind","3655","1996","07","15","América do Sul","Brasil","Bahia",NA,NA,"Arbusto, ca. 1 m alt., ereto, sem ramificação. Folhas cartáceas,discolores,faces adaxial verde-brilhante e abaxial brancacenta devido ao tomento abundante, bordo revoluto. Flores de cálice verde-claro e corola vermelha. Frequente.","CESJ038880","Pedra redonda, entre o rio Preto e o rio Paraguaçu. Alt.: 1070 m. Campos gerais. Areia.","-41.3708000183105","-13.0052995681763",NA,NA,"Angiosperma",NA,"Mansf.","R. Harley","Mucugê",NA,NA,NA,NA,NA,"52493","auto",NA,"1996","07",NA,NA,NA,NA,NA
"74","2019-11-21 14:48:45-03","UFJF","CESJ","42399","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","R.P.Oliveira; M.M.Silva et F.H.Nascimento","97","1998","11","14","América do Sul","Brasil","Bahia",NA,NA,"Arbusto, ca. 60 cm alt. Folhas coriáceas discolores. Corola vermelha; androceu e gineceu alvos.","CESJ042399","Subida para o Pico do Itubira, ca. 28 Km de Rio de Contas. Campo rupestre. Alt.: 1700 m","-41.8114013671875","-13.5789003372192",NA,NA,"Angiosperma",NA,"Mansf.","S.Atkins","Rio de Contas",NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 14:48:45-03","UFJF","CESJ","35962","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","T.M.Cerati; et al.","319","1985","07","21","América do Sul","Brasil","Bahia",NA,NA,"Flores vermelhas, ca. 1 m alt.","CESJ035962","estrada Andaraí-Mucugê,27 Km S de Andaraí, após atravessar o Rio Piaba. Alt.: 940 m.",NA,NA,NA,NA,"Angiosperma",NA,"Mansf.","F.R.G. Salimena",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002","01",NA,NA,NA,NA,NA
"76","2019-08-20 10:27:47-03","UNICAMP","UEC","41805","S","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Hatschbach, G; Kummrow, R","47946","1984","06","15",NA,"Brazil","Bahia",NA,NA,"flor, Arb, 1,5 m, flor vermelha. Formações cerradas. Campo rupestre, solo arenoso.",NA,"Rio Paraguaçu","-41.416667","-13.333333","-41.416667","-13.333333","Magnoliopsida",NA,"Mansf.","Moldenke, HN","Mucugê",NA,NA,NA,NA,NA,NA,NA,NA,"1984",NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:42:44-03","UNICAMP","UEC","153326","S","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana radlkoferiana","Atkins, S; Sakuragui, CM; Harley, RM; Sano, PT; Souza, VC","s.n.","1994","02","20",NA,"Brazil","Bahia",NA,NA,"Arbusto até 2,2m de altura; folhas alvas na face inferior; corla vermelho-vivo; estilete creme.; Campo arenoso. Próximo ao rio.","UEC070487","3-5km N da cidade, em direção à Palmeiras. Campo rupestre, próximo ao Rio Moreira.","-41.389444","-13.005833","-41.389444","-13.005833","Magnoliopsida",NA,"Mansf.","Atkins, S","Mucugê","UEC070487",NA,NA,"radlkoferiana",NA,NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA
"78","2019-08-20 10:27:47-03","UNICAMP","UEC","130991","S","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Giulietti, AM; Conceição, AS; Campos, GL; Brito, AT; Oliveira, RP","1415","1998","08","15",NA,"Brazil","Bahia",NA,NA,"flor, Arb. até 1 m, folhas verdes, pêlos alvos, cálice acinzentado devido aos pêlos, estilete branco.",NA,"Pico do Barbado","-41.6636009216309","-13.2496995925903",NA,NA,"Magnoliopsida",NA,"Mansf.",NA,"Abaíra",NA,"1800","2430",NA,NA,"26531","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-04-22 16:25:49-03","UFPB","JPB","55133","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Giulietti, AM; Campos, GL; Conceição, AS; Brito, AT; Oliveira, RP","1415","1998","08","15","Southern America","Brasil","Bahia",NA,NA,"; DESC: Arbusto até 1m alt. Folhas verdes, pelos alvos. Cálice acinzentado devido aos pelos flores vermelhos, estilete branco.","JPB0055133","Pico do Barbado.","-41.6636009216309","-13.2496995925903",NA,NA,"Angiosperma","Dicotyledon","Mansf.",NA,"Abaíra",NA,"1800","2430",NA,NA,"26531","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2014-10-14 15:56:43-03","BS","M","M-0111779","S","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Luetzelburg, P. von",NA,"1912","12","31",NA,"Brasil",NA,NA,NA,NA,"M0111779","Carrasco-Gebiet, Bahia, Bom Jesus.",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Mansf.",NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,"Magnoliopsida",NA,NA,"21:00",NA,NA,NA,NA
"81","2014-10-14 15:56:43-03","BS","M","M-0111780","S","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Luetzelburg, P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"M0111780","Rio de Contas, Staat Bahia: Itubira",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Mansf.",NA,NA,NA,NA,NA,NA,"ISOTYPE",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"82","2014-10-14 15:56:43-03","BS","M","M-0111781","S","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Luetzelburg, P. von",NA,"1912","12","31",NA,"Brasil",NA,NA,NA,NA,"M0111781","Carrasco-Gebiet, Bahia, Bom Jesus.",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Mansf.",NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,"Magnoliopsida",NA,NA,"21:00",NA,NA,NA,NA
"83","2014-10-14 15:56:43-03","BS","M","M-0111782","S","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Luetzelburg, P. von",NA,"1913","12","31",NA,"Brasil",NA,NA,NA,NA,"M0111782","Brasilia: Bahia Itubira. Carrasco.",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Mansf.",NA,NA,NA,NA,NA,NA,"ISOTYPE",NA,NA,"Magnoliopsida",NA,NA,"21:00",NA,NA,NA,NA
"84","2014-10-14 15:56:43-03","BS","M","M-0111783","S","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Luetzelburg, P. von",NA,"1913","12","31",NA,"Brasil",NA,NA,NA,NA,"M0111783","Brasilia: Bahia. Carrasco, Bom Jesus de Contas.",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Mansf.",NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,"Magnoliopsida",NA,NA,"21:00",NA,NA,NA,NA
"85","2014-10-14 15:56:43-03","BS","M","M-0111784","S","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Luetzelburg, P. von",NA,"1913","12","31",NA,"Brasil",NA,NA,NA,NA,"M0111784","Brasilia: Bahia. Carrasco, Bom Jesus am Rio de Contas.",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Mansf.",NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,"Magnoliopsida",NA,NA,"21:00",NA,NA,NA,NA
"86","2021-03-21 19:39:12-03","UFC","EAC","49670","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Silveira, E.R.; Chaguinha","s.n.","2010","06","15","Southern America","Brasil","Bahia",NA,NA,"Arbusto, flor vermelha","EAC0049670","Estrada de Andaría-Mucugê",NA,NA,NA,NA,"Dicotyledon",NA,"Mansf.","Scatigna, A.V.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","09",NA,"19",NA,NA,NA
