"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","minimumElevationInMeters","maximumElevationInMeters","locality","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"11","2021-04-05 14:34:06-03","UNESC","CRI","1707","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Marcos Sobral","Vanilde Citadini-Zanette; A. J. Aguiar e Robson dos Santos","1992","08","14","Brasil","Santa Catarina","Orleans","-49.288056","-28.358611","49º17'17''W","28º21'31''S","CRI009545","CRI009545",NA,NA,NA,"1689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:34:06-03","UNESC","CRI","8858","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Zenaide P. Topanotti","Zenaide P. Topanotti","1998","01","01","Brasil","Santa Catarina","Criciúma","-49.37","-28.678056","49º22'12''W","28º40'41''S","CRI009546","CRI009546",NA,NA,NA,NA,"58","58","Sítio de João Dagostim, Bairro Quarta Linha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:26:04-03","UNESC","CRI","9013","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","M. Verdi","M. Verdi; E. M. Martins e O. N. Veiga","2010","08","30","Brasil","Paraná","Colombo","-49.158611","-25.315833","49º9'31''W","25º18'57''S","CRI009564","CRI009564","2010","08","30","5587","946","946","Embrapa.","Floresta Ombrófila Mista Habitat: interior do fragmento Habito: arbustiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:26:04-03","UNESC","CRI","15204","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Aline Votri Guislon","Aline V. Guislon; Amanda Matiola; Josue C. Nicolau & Renato Colares","2018","10","09","Brasil","Santa Catarina","Criciúma","-49.359722","-28.765833","49º21'35''W","28º45'57''S","CRI014619","CRI014619","2018","10","09",NA,"40","40","APA Morro Albino e Esteves. Área L6. Bairro Dagostim.","Flor branca. Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:26:04-03","UNESC","CRI","728","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Vanilde Citadini- Zanette","Vanilde Citadini-Zanette; Aurélio José de Aguiar","1991","07","27","Brasil","Santa Catarina","Orleans","-49.298889","-28.285278","49º17'56''W","28º17'7''S","CRI009549","CRI009549",NA,NA,NA,"1078","300","300","Rio Novo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:26:04-03","UNESC","CRI","3237","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Vanilde Citadini- Zanette","Vanilde Citadini-Zanette","1992","08","28","Brasil","Santa Catarina","Orleans","-49.298889","-28.285278","49º17'56''W","28º17'7''S","CRI009245","CRI009245",NA,NA,NA,"1860","300","300","Rio Novo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:26:04-03","UNESC","CRI","608","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Vanilde Citadini- Zanette","Vanilde Citadini-Zanette; Jairo José Zocche & Aurélio José de Aguiar","1990","10","24","Brasil","Santa Catarina","Orleans","-49.298889","-28.285278","49º17'56''W","28º17'7''S","CRI009556","CRI009556",NA,NA,NA,"958","300","300","Rio Novo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:26:02-03","UNESC","CRI","11974","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Aline Votri Guislon","Aline Votri Guislon; Altamir Rocha Antunes; Robson dos Santos & Jhoni Caetano","2013","07","29","Brasil","Santa Catarina","Grão Pará","-49.421389","-28.136944","49º25'17''W","28º8'13''S","CRI010120","CRI010120","2013","08","20",NA,"450","450",NA,"Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:34:06-03","UNESC","CRI","9018","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","M. Verdi","M. Verdi; B. Burkhardt & G. Klemz","2010","07","02","Brasil","Santa Catarina","São Bonifácio","-48.869722","-27.99","48º52'11''W","27º59'24''S","CRI009559","CRI009559","2010","09","30","5163","623","623","Rio Poncho.","Floresta Ombrófila Densa Habitat: interior do fragmento Habito: arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:26:02-03","UNESC","CRI","13120","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Seubert, RC","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","2014","09","11","Brasil","Santa Catarina","Indaial","-49.192778","-27.095833","49º11'34''W","27º5'45''S","CRI011664",NA,"2014","09","11","19","703","703","Faxinal do Bepe - Parque Nacional da Serra do Itajaí. Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","Projeto Restaurar Habitat: Floresta Ombrófila Densa Montana; encosta Habito: arbustiva;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:34:06-03","UNESC","CRI","9194","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Jader Lima Pereira","Ricardo Vicente","2006","07","03","Brasil","Santa Catarina","Siderópolis","-49.424722","-28.598333","49º25'29''W","28º35'54''S","CRI009254","CRI009254","2006","07","03",NA,"111","111","Malha II leste.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:34:06-03","UNESC","CRI","9354","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","A. Korte","A. Korte; A. Kniess","2010","06","23","Brasil","Santa Catarina","José Boiteux","-49.678333","-26.908611","49º40'42''W","26º54'31''S","CRI009562","CRI009562","2010","06","23","3807","652","652","Morro da Cruz.","Floresta Ombrófila Densa Habitat: interior do fragmento Habito: arbustiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:26:04-03","UNESC","CRI","617","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Vanilde Citadini- Zanette","Vanilde Citadini-Zanette; Jairo José Zocche & Aurélio José de Aguiar","1990","11","14","Brasil","Santa Catarina","Orleans","-49.298889","-28.285278","49º17'56''W","28º17'7''S","CRI009551","CRI009551",NA,NA,NA,"967","300","300","Rio Novo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 14:26:04-03","UNESC","CRI","9084","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","A. L. Gasper","F.E. Carneiro","2011","07","15","Brasil",NA,"Brasil","-49.138333","-28.070278","49º8'18''W","28º4'13''S","CRI009238","CRI009238","2011","08","04","14","200","200","PCH do Rio Chapéu - SC-431.","Floresta Ombrófila Densa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-05 14:26:04-03","UNESC","CRI","3239","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Marcos Sobral","Vanilde Citadini-Zanette","1992","08","14","Brasil","Santa Catarina","Orleans","-49.298889","-28.285278","49º17'56''W","28º17'7''S","CRI009246","CRI009246",NA,NA,NA,"1862","300","300","Rio Novo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-05 14:34:06-03","UNESC","CRI","4443","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Vanilde Citadini-Zanette","Valdemar P. Boff","1995","11","04","Brasil","Santa Catarina","Urussanga","-49.321389","-28.525556","49º19'17''W","28º31'32''S","CRI009249","CRI009249",NA,NA,NA,"234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-05 14:26:02-03","UNESC","CRI","11942","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Aline Votri Guislon","Aline Votri Guislon; Peterson Teodoro Padilha; Jhoni Caetano & Altamir Rocha Antunes","2014","10","30","Brasil","Santa Catarina","Grão Pará","-49.421389","-28.136944","49º25'17''W","28º8'13''S","CRI010088","CRI010088","2014","10","30",NA,"450","450",NA,"Habito: Arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-05 14:34:06-03","UNESC","CRI","6284","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Vanilde Citadini-Zanette","R. dos Santos; Z. P. Topanotti et. al.","1997","09","12","Brasil","Santa Catarina","Criciúma","-49.373333","-28.6725","49º22'24''W","28º40'21''S","CRI009555","CRI009555",NA,NA,NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-05 14:26:02-03","UNESC","CRI","14861","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Vanilde Citadini-Zanette","Vanilde Citadini-Zanette","1995","09","02","Brasil","Santa Catarina","Forquilhinha","-49.472778","-28.748056","49º28'22''W","28º44'53''S","CRI014195","CRI014195","1995","09","02",NA,NA,NA,"Parque Ecológico","Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-05 14:26:02-03","UNESC","CRI","11973","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Aline Votri Guislon","Aline Votri Guislon; Guilherme Alves Elias; Robson dos Santos & Jhoni Caetano","2013","09","08","Brasil","Santa Catarina","Grão Pará","-49.421389","-28.136944","49º25'17''W","28º8'13''S","CRI010119","CRI010119","2013","09","09",NA,"450","450",NA,"Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-05 14:26:04-03","UNESC","CRI","3328","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Vanilde Citadini- Zanette","Vanilde Citadini-Zanette; Aurélio José de Aguiar & Robson dos Santos","1993","08","04","Brasil","Santa Catarina","Orleans","-49.298889","-28.285278","49º17'56''W","28º17'7''S","CRI009241","CRI009241",NA,NA,NA,"1934","300","300","Rio Novo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-05 14:26:04-03","UNESC","CRI","9668","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","T. J. Cadorin","T. J. Cadorin; S.M. Clemes, C.P.L. Oliveira & E. Boing","2009","11","04","Brasil","Santa Catarina","Biguaçu","-48.78","-27.36","48º46'48''W","27º21'36''S","CRI009563","CRI009563","2009","11","04","402","440","440","Amâncio.","Floresta Ombrófila Densa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-05 14:34:06-03","UNESC","CRI","15034","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Uller, HF","Uller, H.F.; Bartolomeu, P.E. & Teske, C.R.","2010","11","02","Brasil","Santa Catarina","Indaial","-49.235833","-26.899722","49º14'9''W","26º53'59''S","CRI014357","CRI014357","2010","11","24","79",NA,NA,"Warnow. Warnow.","Habitat: sub-bosque Habito: arbusto; flor branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-05 14:26:02-03","UNESC","CRI","12757","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Aline Votri Guislon","Aline Votri Guislon","2017","11","05","Brasil","Santa Catarina","Lauro Muller","-49.519167","-28.381111","49º31'9''W","28º22'52''S","CRI011021","CRI011021","2017","11","05",NA,"750","750","Trilha Estância Pé da Serra","Flor branca, fruto vermelho. Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-04-05 14:26:04-03","UNESC","CRI","9673","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","S. Dreveck","S. Dreveck; F. E. Carneiro","2009","12","15","Brasil","Santa Catarina","Joinville","-49.047778","-26.1925","49º2'52''W","26º11'33''S","CRI009561","CRI009561","2009","12","15","1853","27","27","Serra Dona Francisca - SC-301.","Floresta Ombrófila Densa Habitat: interior do fragmento Habito: arbustiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-05 14:34:06-03","UNESC","CRI","11343","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Humberto de Bona Martins","Gabriel Waterkemper Girardi; Guilherme Alves Elias, Peterson Teodoro Padilha e Renato Colares Pereira","2015","09","08","Brasil","Santa Catarina","Criciúma","-49.431944","-28.69","49º25'55''W","28º41'24''S","CRI009244","CRI009244","2015","10","29",NA,"58","58","Parque Ecológico Municipal José Milanese.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-05 14:26:02-03","UNESC","CRI","13121","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Sobral, M","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","06","24","Brasil","Santa Catarina","Praia Grande","-50.074444","-29.205","50º4'28''W","29º12'18''S","CRI011663",NA,"2010","10","29","2820","330","330","Trilha do Rio do Boi. Trilha do Rio do Boi.","Florística IFFSC e01b (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-04-05 14:34:06-03","UNESC","CRI","4954","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Vanilde Citadini-Zanette","Z. P. Topanotti; Antonio Topanotti","1996","10","27","Brasil","Santa Catarina","Criciúma","-49.373333","-28.6725","49º22'24''W","28º40'21''S","CRI009240","CRI009240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-05 14:26:04-03","UNESC","CRI","15227","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Felipe Seron e Aline Votri Guislon","Aline V. Guislon; Iara Z. Zanoni; Felipe Seron & Lucas Oliveira","2018","10","16","Brasil","Santa Catarina","Criciúma","-49.351389","-28.740833","49º21'5''W","28º44'27''S","CRI014642","CRI014642","2020","01","30",NA,"85","85","APA Morro Albino e Esteves. Área L7. Fitossociologia Bairro Morro Estevão","Fruto maduro, vermelho. Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-05 14:34:06-03","UNESC","CRI","4795","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Vanilde Citadini-Zanette","Mileide Pirola","1996","09","09","Brasil","Santa Catarina","Siderópolis","-49.431667","-28.595833","49º25'54''W","28º35'45''S","CRI009247","CRI009247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-05 14:34:06-03","UNESC","CRI","6542","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Dolores Bosa","Dolores Bosa; Magali Romagna","1999","10","17","Brasil","Santa Catarina","Morro Grande","-49.721111","-28.801111","49º43'16''W","28º48'4''S","CRI009253","CRI009253","1999","10","17",NA,NA,NA,"Nova Roma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-04-05 14:26:04-03","UNESC","CRI","3402","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Vanilde Citadini- Zanette","Robson dos Santos","1994","09","17","Brasil","Santa Catarina","Forquilhinha","-49.466667","-28.733333","49º28'W","28º44'S","CRI009242","CRI009242",NA,NA,NA,"110","42","42","Horto Florestal de Forquilhinha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-04-05 14:34:06-03","UNESC","CRI","6486","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","J. A. Jarenkow","J. A. Jarenkow; M. Sobral","1996","11","30","Brasil","Rio Grande do Sul","Morrinhos do Sul","-49.933056","-29.358056","49º55'59''W","29º21'29''S","CRI009554","CRI009554",NA,NA,NA,"3276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-04-05 14:34:06-03","UNESC","CRI","11904","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Jean Gabriel Cemin","Jean Gabriel Cemin","2007","10","24","Brasil","Santa Catarina","Turvo","-49.685","-28.915556","49º41'6''W","28º54'56''S","CRI009255","CRI009255","2008","04","16","6","30","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-04-05 14:26:02-03","UNESC","CRI","13741","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Renato Colares","Renato Colares","2016","11",NA,"Brasil","Santa Catarina","Siderópolis","-49.453889","-28.570278","49º27'14''W","28º34'13''S","CRI012348",NA,"2018","05","24",NA,"120","120",NA,"Lote 42 Habitat: Terrestre Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-04-05 14:34:06-03","UNESC","CRI","7577","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Marcelo Romagna Pasetto","Marcelo Romagna Pasetto; Vanilde Citadini-Zanette","2007","11","12","Brasil","Santa Catarina","Siderópolis","-49.431667","-28.595833","49º25'54''W","28º35'45''S","CRI009251","CRI009251","2007","11","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-04-05 14:26:02-03","UNESC","CRI","12800","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Rena","Renato Colares; Jader Lima Pereira","2017","10","28","Brasil","Santa Catarina","Criciúma","-49.400833","-28.707222","49º24'3''W","28º42'26''S","CRI011064",NA,"2017","11","07",NA,NA,NA,"Área de APP.","Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-04-05 14:34:06-03","UNESC","CRI","8817","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","Robson dos Santos","Jacira; Robson dos Santos","1998","10","15","Brasil","Santa Catarina","Criciúma","-49.431944","-28.69","49º25'55''W","28º41'24''S","CRI009560","CRI009560","1998","10","15",NA,"58","58","Parque Ecológico Municipal José Milanese.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-04-05 14:34:06-03","UNESC","CRI","15404","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","jasminoides","Rudgea jasminoides","(Cham.) Müll.Arg.","João Paulo Gava Just","João Paulo Gava Just","2020","10","30","Brasil","Santa Catarina","Nova Veneza","-49.508056","-28.631944","49º30'29''W","28º37'55''S","CRI014821",NA,"2020","10","30",NA,"70","70","Parque Natural Municipal Xogleng","flores brancas Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
