"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","decimalLongitude","decimalLatitude","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","class","individualCount","relatedCatalogItem"
"54","2020-12-11 11:34:32-03","UFMG","BHCB","17780","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Costa, LVC","337","Southern America","Brasil","Estação Biológica de Caratinga",NA,NA,NA,NA,NA,"1989","10","06","Minas Gerais","-42.1391983032227","-19.7896995544434","Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"55","2020-12-11 11:34:32-03","UFMG","BHCB","41008","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,NA,"s.n.","Southern America","Brasil","Estação Biológica de Caratinga",NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais","-42.1391983032227","-19.7896995544434","Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"56","2020-12-11 11:34:32-03","UFMG","BHCB","6301","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Andrade, PM de; et al.","484","Southern America","Brasil","Estação Biológica de Caratinga.",NA,"mata atlântica;arbóreo;flores esverdeadas;",NA,NA,NA,"1984","11","18","Minas Gerais","-42.1391983032227","-19.7896995544434","Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"57","2020-12-11 11:34:32-03","UFMG","BHCB","75330","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Couto, FR","87","Southern America","Brasil","Estação Biológica de Caratinga. Mata do Jaó.",NA,"Mata atlântica. PJ 257, Trilha C 13. Arbóreo, flores amarelas",NA,NA,NA,"2002","10","08","Minas Gerais","-42.1391983032227","-19.7896995544434","Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"58","2020-12-11 11:34:32-03","UFMG","BHCB","19440","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Lima, HC de; Mendonça, CV; Andrade, PM de","4120","Southern America","Brasil","Fazenda Montes Claros",NA,NA,NA,NA,NA,"1991","03","22","Minas Gerais","-42.1391983032227","-19.7896995544434","Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"59","2008-05-27 22:02:00-03","MO","MOBOT","3155650","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C. Sm.",NA,"* CARUSO","CARUSO s.n.","South America","Brazil","Mun. Nova Friburgo, Reserva Ecológica Municipal de Macaé de Cima, Nascente do Rio das Flores.",NA,NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro","-42.05","-22",NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-08-31 09:00:25-03","INPA","INPA","206265","S","Plantae","Dicotyledon Com-Clade","Celastrales","Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Costa, LV da","183","Southern America","Brasil","Caratinga - Estação Biológica. Matão (entrada do Jequitibá)",NA,NA,"INPA0206265","INPA0206265 INPA0206265_e","Lombardi, JA","1987","10","31","Minas Gerais",NA,NA,NA,NA,NA,"1998","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-06-15 15:29:58-03","UNESP-RC","HRCB","11560","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Andrade, P.M.","484",NA,"Brasil","Est. Biol. De Caratinga",NA,"Flores amarelo claro, esverdeadas <ll>dwc_commonname:</ll> Castanha mineira",NA,NA,"Lombardi, J.A.","1984","11","18","Minas Gerais",NA,NA,"Matão Alto",NA,NA,"2005","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-06-15 15:29:58-03","UNESP-RC","HRCB","19315","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Godoy, S.A.P.","237",NA,"Brasil","Jd. Novo Palhereiros",NA,"Árvore ca. 4 m de altura. Botões florais verdes",NA,NA,"Lombardi, J.A.","1994","09","14","São Paulo","-46.735","-23.835556","São Paulo","237","237","2005","08",NA,NA,NA,"46º44'06W","23º50'08S",NA,NA,NA,NA
"63","2020-06-15 15:29:58-03","UNESP-RC","HRCB","42474","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Souza, A.F.","9",NA,"Brasil","Fazenda Brejo Novo",NA,"Escandente (cipó) de folhas opostas sem estípulas, cartáceas, frutos com casca amarronzada e grossa. Sem flores . Frutos em separado",NA,NA,"Lombardi, J.A.","2003","10","24","Bahia","-40.109417","-13.944833","Jequié","617","617","2005","09",NA,NA,NA,"40º06'33.9W","13º56'41,4S",NA,NA,NA,NA
"64","2020-06-15 15:29:58-03","UNESP-RC","HRCB","44509","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Silva Neto, S.J.","1599",NA,"Brasil","Estrada para Itacolomi",NA,"Trepadeira ciófila, folhas discolores cartáceas, botões esverdeados, flores alvas",NA,NA,"Lombardi, J.A.","2001","12","14","Rio de Janeiro","-43.451099395752","-22.7591991424561","Nova Iguaçu",NA,NA,"2006","06",NA,"25743","auto",NA,NA,NA,NA,NA,NA
"65","2017-11-24 14:10:23-02","UFLA","ESAL","16244","S","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Oliveira Filho, AT; et al.","s.n.",NA,"Brasil","Chapada das Perdizes",NA,"árvore; 6.00m; ;; floresta",NA,NA,NA,NA,NA,NA,"Minas Gerais","-44.6425018310547","-21.4874992370605","Carrancas","1","1",NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA
"66","2020-09-12 05:00:02-03","US","US","483737","PreservedSpecimen","Plantae",NA,"Celastrales","Hippocrateaceae","Tontelea","leptophylla","Tontelea leptophylla","A.C. Sm.",NA,"A. F. M. Glaziou","13584","South America - Neotropics","Brazil",NA,NA,NA,"US01868731","US01868731_01 US01868731_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"67","2019-11-13 11:17:46-03","USP","SPF","130665","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Lopes, MA","484",NA,"Brasil","Estação Biológica de Caratinga",NA,NA,"SPF00130665",NA,"Lombardi, JA","1984","11","18","Minas Gerais","-42.1391983032227","-19.7896995544434","Caratinga",NA,NA,"1998","03",NA,"49886","auto",NA,NA,NA,NA,NA,NA
"68","2019-11-13 11:17:46-03","USP","SPF","130666","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Andrade, PM","484a",NA,"Brasil","Estação Biológica de Caratinga",NA,NA,"SPF00130666",NA,"Lombardi, JA","1984","11","21","Minas Gerais","-42.1391983032227","-19.7896995544434","Caratinga",NA,NA,"1998","03",NA,"49886","auto",NA,NA,NA,NA,NA,NA
"69","2019-11-13 11:17:46-03","USP","SPF","130667","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Costa, LV","183",NA,"Brasil","Estação Biológica de Caratinga",NA,NA,"SPF00130667",NA,"Lombardi, JA","1987","10","31","Minas Gerais","-42.1391983032227","-19.7896995544434","Caratinga",NA,NA,"1998","03",NA,"49886","auto",NA,NA,NA,NA,NA,NA
"70","2019-11-13 11:17:46-03","USP","SPF","130668","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Costa, LV","271",NA,"Brasil","Estação Biológica de Caratinga",NA,NA,"SPF00130668",NA,"Lombardi, JA","1988","10","19","Minas Gerais","-42.1391983032227","-19.7896995544434","Caratinga",NA,NA,"1998","03",NA,"49886","auto",NA,NA,NA,NA,NA,NA
"71","2019-11-13 11:17:46-03","USP","SPF","185960","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Lima, HC","5504",NA,"Brasil","Reserva Ecológica Municipal de Macaé de Cima",NA,NA,"SPF00185960",NA,"Anônimo","1997","12","13","Rio de Janeiro","-42.5311012268066","-22.2819004058838","Nova Friburgo","1200","1200",NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA
"72","2019-09-04 18:29:24-03","F","FMNH-SEEDPLANTS","V0060764F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla",NA,"Isotype","A. Glaziou","17484","South America","Brazil",NA,NA,NA,"V0060764F","V0060764F_01",NA,"1891","1","27",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"73","2019-09-04 18:41:36-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla",NA,"Paratype","A. Glaziou","13584","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"74","2018-11-12 13:18:41-02","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla",NA,NA,"A. Glaziou","13584","South America","Brazil",NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13584","Dicotyledoneae",NA,NA
"75","2015-03-13 19:25:02-03","F","FMNH-SEEDPLANTS","V0277697F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0277697F","V0277697F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"76","2015-03-13 19:25:02-03","F","FMNH-SEEDPLANTS","V0277698F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0277698F","V0277698F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"77","2020-07-23 12:08:51-03","CEPLAC","CEPEC","61293","PreservedSpecimen","Plantae",NA,NA,"Hippocrateaceae","Tontelea","leptophylla","Tontelea leptophylla",NA,NA,"H. C. de Lima","3490",NA,"Brasil","Reserva Ecológica Municipal de Macaé de Cima, nascente do Rio das Flores.",NA,NA,NA,NA,"H. C. de Lima","1992","04","08","Rio de Janeiro",NA,"-22","nova friburgo",NA,NA,NA,NA,NA,NA,NA,"42`3'","22S0'",NA,NA,NA,"30/12/1989"
"78","2020-07-23 12:08:51-03","CEPLAC","CEPEC","124954","PreservedSpecimen","Plantae",NA,NA,"Hippocrateaceae","Tontelea","leptophylla","Tontelea leptophylla",NA,NA,"H. C. de Lima","5504",NA,"Brasil","Reserva Ecológica Municipal de Macaé de Cima. Rio das Flores, próx. Ap Sítio III.",NA,NA,NA,NA,"H. C. de Lima","1997","12","13","Rio de Janeiro","-42.5311012268066","-22.2819004058838","nova friburgo",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,"30/12/1997"
"79","2021-04-08 17:12:48-03","UESB","HUESB","1500","S","Plantae","Dicotyledoneae",NA,"Hippocrateaceae","Tontelea","leptophylla","Tontelea leptophylla","A. C. Sm.",NA,"Souza, A.F.; M. F. Souza; N. B. Souza.; M. F. Souza; N. B. Souza.","9",NA,"Brasil","Fazenda Brejo Novo, Fazenda Brejo Novo, a 10,5 Km da Av. Otávio Mangabeira entrando pela Av. Exupério Miranda no Bairro do Mandacarú.",NA,"Localizado em solo areno argiloso-pedregoso. Habitat:Terrestre no interior da mata. Parcela 37 ao lado direito.; Escandente (cipó). Folhas opostas sem estípulas, cartáceas. Frutos com casca amarronzada e grossa. Separados.; Floresta Estacional (Mata",NA,NA,"J.A.Lombardi","2003","10","24","Bahia","-41.058333","-13.944722","Jequié","617","750","2005","09",NA,NA,NA,"-41.058333","-13.944722",NA,NA,NA,NA
"80","2020-05-07 17:14:00-03","IBt","SP","266665","S","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Lima, HC","3721",NA,"Brasil",NA,NA,NA,NA,NA,NA,"1989","10","25","Rio de Janeiro","-42.5311012268066","-22.2819004058838","Nova Friburgo",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA
"81","2020-05-07 17:14:00-03","IBt","SP","266631","S","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Caruso Gomes, J","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro","-42.5311012268066","-22.2819004058838","Nova Friburgo",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA
"82","2020-07-16 10:05:36-03","IBt","SP","290279","S","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Godoy, SAP","609",NA,"Brasil",NA,NA,NA,NA,NA,NA,"1995","06","02","São Paulo","-46.6300010681152","-23.5400009155273","São Paulo",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"83","2014-09-23 10:57:04-03","G","G","G00355858","S","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A. C. Sm.","ISOTYPUS of Tontelea leptophylla A. C. Sm.","Glaziou, A. F. M.","17484","AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=262736&base=img&lang=en","G00355858","G00355858","Lombardi, J. A.","1889",NA,"00","Rio de Janeiro","-42.9125","-22.48222222",NA,NA,NA,"1998","01","01",NA,NA,"-42.9125","-22.48222222",NA,NA,NA,NA
