"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","locality","phylum","order","scientificNameAuthorship","imagecode","year","month","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","2481417","PreservedSpecimen","Plantae","Fabaceae","Cratylia","isopetala","Cratylia isopetala",NA,"R. P. Belém","1592","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2739654' target='other'> <mi>dwc_moreinfo</mi></a>","NY02481417","Minas Gerais","Margem da Rodovia Nanuque","Magnoliophyta","Fabales","(Lam.) L.P.Queiroz","NY02481417_01","1965","08","14","Teófilo Otoni","-41.505298614502","-17.8575000762939","62594","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","2481411","PreservedSpecimen","Plantae","Fabaceae","Cratylia","isopetala","Cratylia isopetala",NA,"G. F. J. Pabst","6991","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2739648' target='other'> <mi>dwc_moreinfo</mi></a>","NY02481411","Rio de Janeiro","Ilha do Governador, Jardim Guanabara.","Magnoliophyta","Fabales","(Lam.) L.P.Queiroz","NY02481411_01","1962","07","01","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2481413","PreservedSpecimen","Plantae","Fabaceae","Cratylia","isopetala","Cratylia isopetala",NA,"Pessoal do Horto Florestal",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2739650' target='other'> <mi>dwc_moreinfo</mi></a>","NY02481413","Rio de Janeiro","Mata do Horto Florestal","Magnoliophyta","Fabales","(Lam.) L.P.Queiroz","NY02481413_01","1927",NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2481412","PreservedSpecimen","Plantae","Fabaceae","Cratylia","isopetala","Cratylia isopetala",NA,"C. Carcerelli",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2739649' target='other'> <mi>dwc_moreinfo</mi></a>","NY02481412","Rio de Janeiro","Cidade das Meninas, Cambuaba","Magnoliophyta","Fabales","(Lam.) L.P.Queiroz","NY02481412_01","1944","06","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","2481407","PreservedSpecimen","Plantae","Fabaceae","Cratylia","isopetala","Cratylia isopetala",NA,"E. A. M. Lins","107","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2739641' target='other'> <mi>dwc_moreinfo</mi></a>","NY02481407","Rio de Janeiro","Estrada de terra para Maçambara, próximo à rodovia que liga Vassouras à Paraíba do Sul","Magnoliophyta","Fabales","(Lam.) L.P.Queiroz","NY02481407_01","1980","05","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2481408","PreservedSpecimen","Plantae","Fabaceae","Cratylia","isopetala","Cratylia isopetala",NA,"A. P. Duarte","9169","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2739645' target='other'> <mi>dwc_moreinfo</mi></a>","NY02481408","Espírito Santo","De Cachoeiro de Itapemirim para Vitória","Magnoliophyta","Fabales","(Lam.) L.P.Queiroz","NY02481408_01","1965","08","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","2481414","PreservedSpecimen","Plantae","Fabaceae","Cratylia","isopetala","Cratylia isopetala",NA,"G. G. Hatschbach","55584","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2739651' target='other'> <mi>dwc_moreinfo</mi></a>","NY02481414","Espírito Santo","Barra do Infância","Magnoliophyta","Fabales","(Lam.) L.P.Queiroz","NY02481414_01","1991","06","17","Afonso Cláudio","-41.1239013671875","-20.0741996765137","25110","auto",NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2481416","PreservedSpecimen","Plantae","Fabaceae","Cratylia","isopetala","Cratylia isopetala",NA,"R. P. Belém","3780","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2739653' target='other'> <mi>dwc_moreinfo</mi></a>","NY02481416","Minas Gerais","Fazenda S. Marco","Magnoliophyta","Fabales","(Lam.) L.P.Queiroz","NY02481416_01","1968","06","29","Teófilo Otoni","-41.505298614502","-17.8575000762939","62594","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2481415","PreservedSpecimen","Plantae","Fabaceae","Cratylia","isopetala","Cratylia isopetala",NA,"R. P. Belém","3780","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2739652' target='other'> <mi>dwc_moreinfo</mi></a>","NY02481415","Minas Gerais","Fazenda S. Marco","Magnoliophyta","Fabales","(Lam.) L.P.Queiroz","NY02481415_01","1968","06","29","Teófilo Otoni","-41.505298614502","-17.8575000762939","62594","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","2481410","PreservedSpecimen","Plantae","Fabaceae","Cratylia","isopetala","Cratylia isopetala",NA,"G. F. J. Pabst","5634","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2739647' target='other'> <mi>dwc_moreinfo</mi></a>","NY02481410","Rio de Janeiro","Serra de Santo Antônio da Bica, pr. Estrada dos Bandeirantes","Magnoliophyta","Fabales","(Lam.) L.P.Queiroz","NY02481410_01","1961","06","25","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:30:23-03","UFRJ","RFA","39302","PreservedSpecimen","Plantae","Fabaceae","Camptosema","isopetalum","Camptosema isopetalum",NA,"N.G. Antas","15",NA,"Brasil",NA,NA,"Liana com gavinhas","RFA43437","Rio de Janeiro","Vila Progresso, Reserva Darcy Ribeiro, Trilha do Jacaré",NA,NA,"(Lam.) Taub.",NA,"2010","07","04","Niterói","-43.1035995483398","-22.88330078125","14785","auto","M.F. Castilhori",NA,NA,"2018","11","07",NA,NA,NA,NA,NA,NA
"22","2020-12-15 11:14:41-03","FUNED","FUNED-POL","4553","PreservedSpecimen","Plantae","Fabaceae - Papilionoideae","Camptosema","cf. isopetalum","Camptosema cf. isopetalum",NA,"São-Thiago, P.S., Caires,C.S., Silveira,M.A.",NA,NA,"Brasil",NA,NA,"Pétalas vermelhas","POL004553","MG","Parque Estadual Veredas do Peruaçu, MG. Próximo à sede.",NA,NA,NA,NA,"2009","07","23","Januária","-44.628889","-14.935833",NA,NA,NA,NA,NA,NA,NA,NA,"44W 37' 44''","14S 56' 09''",NA,NA,NA,NA
"23","2021-04-08 17:41:18-03","EAO","IAN","125154","PreservedSpecimen","Plantae","Leguminosae-Pap.","Camptosema","erythrinoides","Camptosema erythrinoides",NA,"Belém, RP","3780","Southern America","Brasil",NA,NA,"Cipó, pétalas vermelhas, estamas brancos, anteras amarelas, cálice verdde.","IAN125154","Minas Gerais","Minas Gerais, Fazenda São Marco, Teófilo Otoni. Zona calcárea.","Dicotiledônea",NA,"Benth.",NA,"1968","06","29","Teófilo Otoni","-41.505298614502","-17.8575000762939","62594","auto","Lewis, GP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-08 17:41:24-03","EAO","IAN","119894","PreservedSpecimen","Plantae","Leguminosae-Pap.","Cratylia","isopetala","Cratylia isopetala",NA,"Belém, RP","1592","Southern America","Brasil",NA,NA,"Arbusto de 2 metros; frutos verdes.","IAN119894","Minas Gerais","Margem da rodovia Nanuque-Teófilo Otoni.","Dicotiledônea",NA,"(Lam.) L.P. Queiroz",NA,"1965","08","14",NA,NA,NA,NA,NA,"Queiroz, LP de",NA,NA,"2003","07","15",NA,NA,NA,NA,NA,NA
"25","2021-04-08 17:41:24-03","EAO","IAN","15162","PreservedSpecimen","Plantae","Leguminosae-Pap.","Cratylia","isopetala","Cratylia isopetala",NA,"Oliveira, JE de","433","Southern America","Brasil",NA,NA,"Flores vermelha trapadeira.","IAN015162","Minas Gerais","Capoeira Chacara Alves Mendonça.","Dicotiledônea",NA,"(Lam.) L.P. Queiroz","IAN015162 IAN015162_e IAN015162_e1","1941","06","13","Tombos","-42.0228004455566","-20.9046993255615","16749","auto","Queiroz, LP de",NA,NA,"2003","07","15",NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:15:50-03","UFBA","ALCB","57031","PreservedSpecimen","Plantae","Fabaceae","Cratylia","isopetala","Cratylia isopetala",NA,"Alves, L. de J.; Guedes, ML; Santana, DL; Loureiro, DM","419","Southern America","Brasil",NA,NA,"Folhas coriáceas, discolores. Flores com cálice verde e pétalas vermelhas, estames com filetes alvos e anteras amareladas.; Mata em estádio médio de regeneração.","ALCB029982","Bahia","Litoral Sul, Assentamento Coroa Verde","Dicotyledon",NA,"(H.J.Lam.) L.P.Queiroz","ALCB029982","2001","08","16","Barra do Rocha","-39.606111","-14.181111",NA,NA,"Queiroz, LP de",NA,NA,"2009","09",NA,"-39.606111","-14.181111",NA,NA,NA,NA
"27","2020-02-08 09:12:01-03","NBC","NL-BOTANY","L 0538619","PreservedSpecimen","Plantae","Leguminosae-Pap.","Cratylia","isopetala","Cratylia isopetala","syntype","Martius CFP von",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200538619 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0538619",NA,"Brasil. in Brasilia.",NA,"Fabales","(L.) L.P.Queiroz","NL-L0538619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"28","2020-02-08 09:12:01-03","NBC","NL-BOTANY","L.1981217","PreservedSpecimen","Plantae","Leguminosae-Pap.","Cratylia","isopetala","Cratylia isopetala","syntype","Martius CFP von",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1981217 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1981217",NA,"Brasil. in Brasilia.",NA,"Fabales","(L.) L.P.Queiroz","NL-L1981217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"29","2021-03-31 13:38:47-03","MN","R","64715","PreservedSpecimen","Plantae","Fabaceae","Camptosema","erythrinoides","Camptosema erythrinoides",NA,"Freire Allemão, F. 387; Cysneiros, M.",NA,NA,"Brasil",NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R010051095","Ceará",NA,NA,NA,"Benth.","R010051095_001 R010051095_002",NA,NA,NA,NA,NA,NA,NA,NA,"Queiroz, L.P.",NA,NA,"2001","12",NA,NA,NA,NA,NA,NA,NA
"30","2021-01-14 15:28:39-03","MN","R","68897","PreservedSpecimen","Plantae","Fabaceae","Camptosema","erythrinoides","Camptosema erythrinoides",NA,"Sampaio, A.J.","716",NA,"Brasil",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,"Benth.",NA,"1908","04",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","Costa, C.M. da",NA,NA,"1971","02",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-31 13:38:47-03","MN","R","131190","PreservedSpecimen","Plantae","Fabaceae","Camptosema","erythrinoides","Camptosema erythrinoides",NA,"Laclette, P.P.H.","s.n.",NA,"Brasil",NA,NA,NA,NA,"Rio de Janeiro","Braçanã",NA,NA,"Benth.",NA,"1973","06","24","Rio Bonito","-42.6096992492676","-22.7085990905762","20195","auto","Del' Arco, M.",NA,NA,"1984","10",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-31 13:38:47-03","MN","R","111309","PreservedSpecimen","Plantae","Fabaceae","Camptosema","erythrinoides","Camptosema erythrinoides",NA,"Pessoal do Horto Florestal","s.n.",NA,"Brasil",NA,NA,"Horto Florestal no. 501.",NA,"Rio de Janeiro","Mata do Horto Florestal",NA,NA,"Benth.",NA,"1927",NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","J. G. Kuhlmann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-14 15:28:39-03","MN","R","23628","PreservedSpecimen","Plantae","Fabaceae","Camptosema","isopetalum","Camptosema isopetalum",NA,"Schwacke , C.A.W.","774",NA,"Brasil",NA,NA,NA,NA,"Amazonas",NA,NA,NA,"(Lam.) Taub.",NA,"1877",NA,NA,NA,NA,NA,NA,NA,"Del' Arco, M.",NA,NA,"1984","10",NA,NA,NA,NA,NA,NA,NA
"34","2021-01-14 15:28:39-03","MN","R","64719","PreservedSpecimen","Plantae","Fabaceae","Camptosema","isopetalum","Camptosema isopetalum",NA,"Glaziou, A.F.M.",NA,NA,"Brasil",NA,NA,NA,"R000064719","Rio de Janeiro",NA,NA,NA,"(Lam.) Taub.","R000064719_001","1895","09","04",NA,NA,NA,NA,NA,"Del' Arco, M.",NA,NA,"1984","10",NA,NA,NA,NA,NA,NA,NA
"35","2021-01-14 15:28:39-03","MN","R","188567","PreservedSpecimen","Plantae","Fabaceae","Camptosema","isopetalum","Camptosema isopetalum",NA,"Carvalho, A.M.","3213",NA,"Brasil",NA,NA,NA,NA,"Bahia",NA,NA,NA,"(Lam.) Taub.",NA,"1990","10","19","Jussari","-39.4953002929688","-15.1913995742798","21386","auto","Lima, H.C. de",NA,NA,"1994","05",NA,NA,NA,NA,NA,NA,NA
"36","2021-01-14 15:28:39-03","MN","R","64713","PreservedSpecimen","Plantae","Fabaceae","Camptosema","isopetalum","Camptosema isopetalum",NA,"Mello, A.; Netto, L.S.M.","s.n.",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,"(Lam.) Taub.",NA,"1880","06",NA,"Muriaé","-42.3664016723633","-21.1305999755859","32715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-01-14 15:28:39-03","MN","R","64965","PreservedSpecimen","Plantae","Fabaceae","Camptosema","isopetalum","Camptosema isopetalum",NA,"Sampaio, A.J.","3102",NA,"Brasil",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,"(Lam.) Taub.",NA,"1918","06",NA,"Campos dos Goytacazes","-41.3244018554688","-21.7541999816895","62761","auto","M. Del' Arco",NA,NA,"1984","10",NA,NA,NA,NA,NA,NA,NA
"38","2021-01-14 15:28:39-03","MN","R","2146","PreservedSpecimen","Plantae","Fabaceae","Camptosema","isopetalum","Camptosema isopetalum",NA,"Neves Armond, A.F.","288",NA,"Brasil",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,"(Lam.) Taub.",NA,NA,NA,NA,"Carmo","-42.6086006164551","-21.9335994720459","21959","auto","M. Del' Arco",NA,NA,"1984","10",NA,NA,NA,NA,NA,NA,NA
"39","2021-01-14 15:28:39-03","MN","R","68259","PreservedSpecimen","Plantae","Fabaceae","Camptosema","isopetalum","Camptosema isopetalum",NA,"Armond, A.F.N.","s.n.",NA,"Brasil",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,"(Lam.) Taub.",NA,NA,NA,NA,"Carmo","-42.6086006164551","-21.9335994720459","21959","auto","Del' Arco, M.",NA,NA,"1984","10",NA,NA,NA,NA,NA,NA,NA
"40","2021-01-14 15:28:39-03","MN","R","43552","PreservedSpecimen","Plantae","Fabaceae","Camptosema","isopetalum","Camptosema isopetalum",NA,"Mello Filho, L.E.","92",NA,"Brasil",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,"(Lam.) Taub.",NA,"1945","05","30","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","Del' Arco, M.",NA,NA,"1984","10",NA,NA,NA,NA,NA,NA,NA
"41","2021-01-14 15:28:39-03","MN","R","127054","PreservedSpecimen","Plantae","Fabaceae","Camptosema","isopetalum","Camptosema isopetalum",NA,"Laclette, P.P.H.","s.n.",NA,"Brasil",NA,NA,NA,NA,"Rio de Janeiro","Braçanã",NA,NA,"(Lam.) Taub.",NA,"1970","11",NA,"Rio Bonito","-42.6096992492676","-22.7085990905762","20195","auto","M. Del' Arco",NA,NA,"1984","10","01",NA,NA,NA,NA,NA,NA
"42","2021-01-14 15:28:39-03","MN","R","137827","PreservedSpecimen","Plantae","Fabaceae","Camptosema","isopetalum","Camptosema isopetalum",NA,"Laclette, P.P.H.","206",NA,"Brasil",NA,NA,NA,NA,"Rio de Janeiro","Braçanã",NA,NA,"(Lam.) Taub.",NA,"1972","09","04","Rio Bonito","-42.6096992492676","-22.7085990905762","20195","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-01-14 15:28:39-03","MN","R","28494","PreservedSpecimen","Plantae","Fabaceae","Camptosema","isopetalum","Camptosema isopetalum",NA,"A. S.; Freire, C.V. & Peckolt, O.","498",NA,"Brasil",NA,NA,NA,NA,"Rio de Janeiro","Estrada da Taquara ao Recreio dos Bandeirantes",NA,NA,"(Lam.) Taub.",NA,"1934","05",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","M. Del' Arco",NA,NA,"1984","10",NA,NA,NA,NA,NA,NA,NA
"44","2021-01-14 15:28:39-03","MN","R","67305","PreservedSpecimen","Plantae","Fabaceae","Camptosema","isopetalum","Camptosema isopetalum",NA,"Vidal, J.","s.n.",NA,"Brasil",NA,NA,NA,NA,"Rio de Janeiro","Ilha de Guanabara",NA,NA,"(Lam.) Taub.",NA,"1934","06",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","M. Del' Arco",NA,NA,"1984","10",NA,NA,NA,NA,NA,NA,NA
"45","2021-01-14 15:28:39-03","MN","R","68257","PreservedSpecimen","Plantae","Fabaceae","Camptosema","isopetalum","Camptosema isopetalum",NA,"Sampaio, A.J.","8413",NA,"Brasil",NA,NA,NA,NA,"Rio de Janeiro","Mata do Rio Preto.",NA,NA,"(Lam.) Taub.",NA,"1939","08",NA,"Campos dos Goytacazes","-41.3244018554688","-21.7541999816895","62761","auto","M. Del' Arco",NA,NA,"1984","10",NA,NA,NA,NA,NA,NA,NA
"46","2021-01-14 15:28:39-03","MN","R","67313","PreservedSpecimen","Plantae","Fabaceae","Camptosema","isopetalum","Camptosema isopetalum",NA,"?","s.n.",NA,"Brasil",NA,NA,NA,NA,"Rio de Janeiro","Praia da Gávea ao Joá.",NA,NA,"(Lam.) Taub.",NA,"1934","11","25","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","M. Costa, J.A.",NA,NA,"1988",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-01-14 15:28:39-03","MN","R","131201","PreservedSpecimen","Plantae","Fabaceae","Camptosema","isopetalum","Camptosema isopetalum",NA,"Mello Filho, L.E.","3213",NA,"Brasil",NA,NA,NA,NA,"Rio de Janeiro","Tinguá",NA,NA,"(Lam.) Taub.",NA,"1972","02","05","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","M. Del' Arco",NA,NA,"1984","10",NA,NA,NA,NA,NA,NA,NA
"48","2021-01-14 15:29:01-03","MN","R","8631","PreservedSpecimen","Plantae","Fabaceae","Cratylia","isopetala","Cratylia isopetala",NA,"Glaziou, A.F.M.","1372",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R010061104","Rio de Janeiro","Itaipú",NA,NA,NA,"R010061104_001","1867","06","18",NA,NA,NA,NA,NA,"Queiroz, L.P.",NA,NA,"2001","12",NA,NA,NA,NA,NA,NA,NA
