"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","typeStatus","infraspecificEpithet","fieldNumber","individualCount","class"
"41","2014-11-06 16:16:53-02","UFPB","EAN","9728","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","rumicoides","Dioscorea rumicoides","Griseb.",NA,"A.Almeida; S.Pitrez & G.Trajano.","366","2003","06","26",NA,"Brasil","Paraíba","Faz. Santa Helena.",NA,NA,NA,NA,NA,NA,"Serraria","-35.633","-6.82",NA,NA,NA,NA,NA,"13605","auto",NA,NA,NA,NA,NA
"42","2014-11-06 16:16:53-02","UFPB","EAN","9720","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","rumicoides","Dioscorea rumicoides","Griseb.",NA,"S. Pitrez; A.Almeida & G.Trajano.","228","2003","05","03",NA,"Brasil","Paraíba",NA,NA,NA,NA,NA,NA,NA,"Serraria","-35.633","-6.82",NA,NA,NA,NA,NA,"13605","auto",NA,NA,NA,NA,NA
"43","2021-03-01 11:53:42-03","UFPE","UFP","69929","PreservedSpecimen","Plantae",NA,"Dioscoreales","Dioscoreaceae","Dioscorea","rumicoides","Dioscorea rumicoides","Griseb.","Araújo, D","Mendes, K; Chagas, MA","729","2011","06","20",NA,"Brasil","Pernambuco",NA,"700","700",NA,"Trepadeira.; Subida florestal do afloramento rochoso. Caatinga arbórea.","UFP069929",NA,"São Caetano","-36.186861","-8.239361","2011","11","07","-36.186861","-8.239361",NA,NA,NA,NA,NA,NA,NA
"44","2020-09-12 05:00:02-03","US","US","2269700","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","rumicoides","Dioscorea rumicoides","Griseb.",NA,"L. Smith, Klein, R. & J. Schnorrenberger","11774","1957","2","21","South America - Neotropics","Brazil","Itapiranga","Forest and ruderal, 6km west of Popí, on the road to Sant´António","200","350",NA,NA,"US01329599","US01329599_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae"
"45","2020-09-12 05:00:02-03","US","US","2562791","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","rumicoides","Dioscorea rumicoides","Griseb.",NA,"O. Handro","173","1950","3","27","South America - Neotropics","Brazil","Botucatu","Cultivada no Jardim Botânico de São Paulo",NA,NA,NA,NA,"US01329600","US01329600_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae"
"46","2020-09-02 16:24:07-03","Cenargen","CEN","12312","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","rumicoides","Dioscorea rumicoides","Griseb.","G. M. Barroso","Dimitri Sucre Benjamin","7478","1971","11","17",NA,"Brasil",NA,"Serra do Batata. Rio de Janeiro.","720","720","Exsicatas","Doação do Jardim Botânico do Rio de Janeiro - RB (146484). Rio de Janeiro.","CEN00012312","CEN00012312",NA,NA,NA,"1971","11",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"47","2019-09-04 20:03:00-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Dioscoreaceae","Dioscorea","rumicoides","Dioscorea rumicoides",NA,NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,"Monocotyledoneae"
"48","2020-11-12 16:59:02-03","UEL","FUEL","11297","PreservedSpecimen","Plantae","Tracheophyta","Dioscoreales","Dioscoreaceae","Dioscorea","rumicoides","Dioscorea rumicoides","Griseb.","Kirizawa, M","Francisco das Chagas e Silva","1639","1993","04","29",NA,"Brasil","Paraná","Mata dos Godoy, Transecto II",NA,NA,NA,NA,"FUEL020289",NA,"Londrina","-51.1627998352051","-23.3103008270264","2005","06",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"49","2020-11-12 16:59:02-03","UEL","FUEL","11412","PreservedSpecimen","Plantae","Tracheophyta","Dioscoreales","Dioscoreaceae","Dioscorea","rumicoides","Dioscorea rumicoides","Griseb.","Carneiro, JS","Francisco das Chagas e Silva","1626","1993","01","08",NA,"Brasil","Paraná","Barranco rio Tibagi, Próximo à área do projeto Tibagi",NA,NA,NA,NA,"FUEL020288",NA,"Sapopema","-50.5802993774414","-23.9108009338379","2005","08","18",NA,NA,"21990","auto",NA,NA,NA,NA,NA
"50","2017-09-11 17:09:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","rumicoides","Dioscorea rumicoides","Griseb.",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2017-09-11 17:09:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","rumicoides","Dioscorea rumicoides","Griseb.",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-11-26 10:00:09-03","IBt","SP","377061","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","rumicoides","Dioscorea rumicoides","Griseb.",NA,"Chagas Silva, F","1639","1993","04","29",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,"Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"53","2020-08-27 12:19:40-03","IBt","SP","304312","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","rumicoides","Dioscorea rumicoides","Griseb.",NA,"Cezar","71","1983","12","01",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA
"54","2019-11-21 10:03:36-03","IBt","SP","246866","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","rumicoides","Dioscorea rumicoides","Griseb.",NA,"Grotta, AS; et al.","s.n.","1966","04","30",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA
"55","2021-01-21 15:29:17-03","IBt","SP","488213","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","rumicoides","Dioscorea rumicoides","Griseb.",NA,"Kirizawa, M","3861","2016","11","12",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Itirapina","-47.8199996948242","-22.25",NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA
