"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet"
"14","2021-03-15 16:37:00-03","NY","NYBG","00907084","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bella","Myrcia bella","E. P. Heringer","1980","10","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983998' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907084","17950","Magnoliophyta","Myrtales","Cambess.","B. S. Amorim","Distrito Federal","Brasília","Catetinho","-47.988069","-15.948311","NY00907084_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00906346","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bella","Myrcia bella","E. Nogueira","1981","01","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981006' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906346","123","Magnoliophyta","Myrtales","Cambess.","P. O. Rosa","Goiás","Corumbá de Goiás","Topo do Pico dos Pirineus, serra do Catingueiro 6 km de Cocalzinho","-48.8086013793945","-15.9236001968384","NY00906346_01","1380","1380","41388","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1522705","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bella","Myrcia bella","S. L. Jung-Mendaçolli","1977","10","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1776695' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522705","73","Magnoliophyta","Myrtales","Cambess.","M. L. Kawasaki","São Paulo","Moji-Guaçu","Mogi-Guaçu, Fazenda Campininha","-47.164784","-22.242395","NY01522705_01","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00906546","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bella","Myrcia bella","P. E. Gibbs","1976","09","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981786' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906546","2643","Magnoliophyta","Myrtales","Cambess.","B. S. Amorim","Goiás","Goiatuba","Rodovia Itumbiara-Goiania a 170 km de Goiania","-49.3544","-18.0128","NY00906546_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00906533","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bella","Myrcia bella","C. E. B. Proença","1996","09","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981695' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906533","1522","Magnoliophyta","Myrtales","Cambess.","M. Sobral","Mato Grosso","Alto Araguaia","15 km NO de Alto do Araguaia na Estrada para Itiquira. Centro Oeste","-53.35","-17.25","NY00906533_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1522685","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bella","Myrcia bella","P. E. Gibbs","1976","09","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1776528' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522685","2859","Magnoliophyta","Myrtales","Cambess.","P. O. Rosa","São Paulo","Ituverava",NA,"-47.7797","-20.33","NY01522685_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1522660","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bella","Myrcia bella","H. D. Bicalho","1963","08","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1776441' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522660","6","Magnoliophyta","Myrtales","Cambess.","M. L. Kawasaki","São Paulo",NA,"Franca, Jeriquara, arredores da cidade",NA,NA,"NY01522660_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1144417","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bella","Myrcia bella","T. B. Cavalcanti","1995","10","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1289842' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144417","1773","Magnoliophyta","Myrtales","Cambess.","B. S. Amorim","Goiás","Niquelândia",NA,"-48.43","-14","NY01144417_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00907965","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","canescens","Myrcia canescens","J. A. Ratter","1982","08","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990544' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907965","R4755","Magnoliophyta","Myrtales","O.Berg",NA,"Mato Grosso",NA,"On road to Caveira de Indio, approx. 6km W of Xavantina on the N bank of the Rio das Mortes","-52.33","-14.75","NY00907965_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00907101","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","canescens","Myrcia canescens","S. A. Mori","1984","07","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984004' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907101","16948","Magnoliophyta","Myrtales","O.Berg","C. E. B. Proença","Goiás","Cristalina","BR 040, 1 km SE of Cristalina, km 107.","-47.6133","-16.7686","NY00907101_01","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00907988","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","canescens","Myrcia canescens","R. M. Harley","1968","11","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990534' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907988","11096","Magnoliophyta","Myrtales","O.Berg",NA,"Mato Grosso",NA,"Olaria, near Xavantina","-52.23","-14.63","NY00907988_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00907963","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","canescens","Myrcia canescens","G. C. G. Argent","1967","10","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990533' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907963","6715","Magnoliophyta","Myrtales","O.Berg",NA,"Mato Grosso",NA,"c. 6 km. S. of Xavantina (R & A transect)","-52.23","-14.63","NY00907963_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00906939","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","canescens","Myrcia canescens","G. Eiten","1968","08","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983323' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906939","8327","Magnoliophyta","Myrtales","O.Berg","C. E. B. Proença","Mato Grosso","Barra do Garças","City of Xavantina on the Rio das Mortes. Outskirts of the city, WSWW of center, along road near river","-52.35","-14.7","NY00906939_01","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00907989","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","canescens","Myrcia canescens","J. A. Ratter","1967","08","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990537' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907989","R271","Magnoliophyta","Myrtales","O.Berg",NA,"Mato Grosso",NA,"C. 6 km. SW. of Xavantina","-52.33","-14.73","NY00907989_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00907986","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","canescens","Myrcia canescens","G. C. G. Argent","1967","09","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990528' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907986","6331","Magnoliophyta","Myrtales","O.Berg",NA,"Mato Grosso",NA,"C. 6 km S. of Xavantina (R & A transect)","-52.23","-14.63","NY00907986_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00907964","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","canescens","Myrcia canescens","J. A. Ratter","1972","08","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990535' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907964","R2289","Magnoliophyta","Myrtales","O.Berg",NA,"Mato Grosso",NA,"Vale de Sonhos (80 km N of Barra do Garças on the road to Xavantina)","-52.33","-15.23","NY00907964_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00907990","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","canescens","Myrcia canescens","D. Philcox","1967","11","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990546' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907990","3183","Magnoliophyta","Myrtales","O.Berg",NA,"Mato Grosso",NA,"5 km from Xavantina near village of Olaria","-52.23","-14.63","NY00907990_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00907991","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","canescens","Myrcia canescens","J. A. Ratter","1967","08","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990541' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907991","R367","Magnoliophyta","Myrtales","O.Berg",NA,"Mato Grosso",NA,"7 km SW of Xavantina.","-52.33","-14.73","NY00907991_01","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00907962","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","canescens","Myrcia canescens","H. S. Irwin","1965","11","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990526' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907962","10204","Magnoliophyta","Myrtales","O.Berg","C. M. D. E. Legrand","Distrito Federal","Brasília","Parque Municipal do Gama","-48","-16.03","NY00907962_01","1150","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00907987","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","canescens","Myrcia canescens","G. C. G. Argent","1967","09","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990531' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907987","6483","Magnoliophyta","Myrtales","O.Berg",NA,"Mato Grosso",NA,"C. 6 km S. of Xavantina near R & A transect","-52.23","-14.63","NY00907987_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00907966","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","canescens","Myrcia canescens","J. A. Ratter","1967","09","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990540' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907966","R576","Magnoliophyta","Myrtales","O.Berg",NA,"Mato Grosso",NA,"7 km SW of Xavantina.","-52.33","-14.73","NY00907966_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00979278","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dasyblasta","Myrcia dasyblasta","G. Eiten","1968","10","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1076999' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979278","9335","Magnoliophyta","Myrtales","O.Berg","P. O. Rosa","Goiás","Jataí","10 km North of Jataí","-51.7142","-17.8817","NY00979278_01","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","405420","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dasyblasta","Myrcia dasyblasta","Martii Herbar. Florae Brasil.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=277471' target='other'> <mi>dwc_moreinfo</mi></a>","NY00405420","1230","Magnoliophyta","Myrtales","O.Berg",NA,"Mato Grosso","Cuiabá","Cujabá","-56.043867","-15.612755","NY00405420_01",NA,NA,NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:30:15-03","UNESP-IBB","BOTU","20123","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bella","Myrcia bella","Bertoncini, A.P.","1994","05","05",NA,"Brasil",NA,NA,NA,"BOTU020123","226",NA,NA,"Cambess.","Kawasaki, M.L.","São Paulo","Agudos","Fazenda da Cia e Cervejaria Brahma",NA,NA,NA,NA,NA,NA,NA,NA,"1994","9999","9999",NA,NA,NA,NA,NA,NA,NA
"38","2021-02-08 11:09:35-03","UNESP-IBB","BOTU","3905","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bella","Myrcia bella","Doi, T.","1972","09","09",NA,"Brasil",NA,NA,NA,"BOTU003905","9",NA,NA,"Cambess.","Faria Jr., J.E.Q.","São Paulo","Botucatu","A 20 km de Botucatu, 2 km a leste da sede da fazenda Mac","-48.375","-22.875",NA,NA,NA,NA,NA,NA,"2010","48°22'30w","22°52'30s","12",NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:30:15-03","UNESP-IBB","BOTU","4059","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bella","Myrcia bella","Bergamasco, A.","1973","10","03",NA,"Brasil",NA,NA,NA,"BOTU004059","16",NA,NA,"Cambess.","Faria Jr., J.E.Q.","São Paulo","Botucatu","Rubião Jr., a +- a 1 km da F.C.M.B.B. a noroeste",NA,NA,NA,NA,NA,NA,NA,NA,"2010","9999","9999","12",NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:30:15-03","UNESP-IBB","BOTU","5276","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bella","Myrcia bella","Souza, E.L.","1972","10","31",NA,"Brasil",NA,NA,NA,"BOTU005276","46",NA,NA,"Cambess.","Faria Jr., J.E.Q.","São Paulo","Botucatu","18 km de Botucatu, 14 km este de São manuel, ao longo da estrada de São manuel-Piracicaba próximo a estação 13 de maio",NA,NA,NA,NA,NA,NA,NA,NA,"2010","9999","9999","12",NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:30:15-03","UNESP-IBB","BOTU","4767","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bella","Myrcia bella","Rocha, C.B.","1974","09","30",NA,"Brasil",NA,NA,NA,"BOTU004767","30",NA,NA,"Cambess.","Faria Jr., J.E.Q.","São Paulo","Botucatu","Chácara Santa Clara, 5 km à SW de Rubião Júnior",NA,NA,NA,NA,NA,NA,NA,NA,"2010","9999","9999","12",NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:30:15-03","UNESP-IBB","BOTU","27893","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bella","Myrcia bella","Ishara, K.L.","2008","10","07",NA,"Brasil",NA,NA,"Árvore 2,5m,flores brancas, odor aocicado","BOTU027893","232",NA,NA,"Cambess.","Ishara, K.L.","São Paulo","Pratânia","Fazenda Palmeira da Serra","-48.733333","-22.8",NA,NA,NA,NA,NA,NA,NA,"48°44'w","22°48's",NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 11:09:35-03","UNESP-IBB","BOTU","3914","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bella","Myrcia bella","Endo, W.","1972","11","06",NA,"Brasil",NA,NA,NA,"BOTU003914","44",NA,NA,"Cambess.","Faria Jr., J.E.Q.","São Paulo","Botucatu","A 20 km de Botucatu, 2 km a leste da sede da fazenda Mac","-48.375","-22.875",NA,NA,NA,NA,NA,NA,"2010","48°22'30w","22°52'30s","12",NA,NA,NA,NA,NA,NA
"44","2021-02-18 09:30:15-03","UNESP-IBB","BOTU","6200","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bella","Myrcia bella","Amaral Jr., A.","1972","08","25",NA,"Brasil",NA,NA,NA,"BOTU006200","1030",NA,NA,"Cambess.","Faria Jr., J.E.Q.","São Paulo","Botucatu","A mais ou menos 5 km do aeroporto, pela estrada Botucatu-Itatinga",NA,NA,NA,NA,NA,NA,NA,NA,"2010","9999","9999","12",NA,NA,NA,NA,NA,NA
"45","2021-02-18 09:30:15-03","UNESP-IBB","BOTU","33256","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bella","Myrcia bella","Gissi, D.S.","2018","09","29",NA,"Brasil",NA,NA,NA,"BOTU033256","406",NA,NA,"Cambess.",NA,"São Paulo","Botucatu","Distrito de Rubião Júnior, em frente ao Haras Apache WO","-48.504167","-22.910278",NA,NA,NA,NA,NA,NA,NA,"48°30'15w","22°54'37s",NA,NA,NA,NA,NA,NA,NA
"46","2021-02-18 09:30:15-03","UNESP-IBB","BOTU","4766","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bella","Myrcia bella","Araújo, D.Z.","1974","10","06",NA,"Brasil",NA,NA,NA,"BOTU004766","214",NA,NA,"Cambess.","Faria Jr., J.E.Q.","São Paulo","Botucatu","Fazenda B arbeta a 2 km de botucatu para o noroeste",NA,NA,NA,NA,NA,NA,NA,NA,"2010","9999","9999","12",NA,NA,NA,NA,NA,NA
"47","2021-02-18 09:30:15-03","UNESP-IBB","BOTU","26650","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","bella","Myrcia bella","Souza, V.C.","1995","11","10",NA,"Brasil",NA,NA,NA,"BOTU026650","9406",NA,NA,"Cambess.","Kawasaki, M.L.","São Paulo","São Carlos","Estrada entre Itirapina e a represa do Lobo, próximo ao pedágio municipal",NA,NA,NA,NA,NA,NA,NA,NA,"1996","9999","9999","11",NA,NA,NA,NA,NA,NA
