"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","minimumElevationInMeters","verbatimLongitude","verbatimLatitude","identifiedBy","yearIdentified","monthIdentified","dayIdentified","maximumElevationInMeters","typeStatus","fieldNumber","class","individualCount"
"1","2021-03-15 16:37:00-03","NY","NYBG","02433460","PreservedSpecimen","Plantae","Magnoliophyta","Dioscoreales","Dioscoreaceae","Dioscorea","plantaginifolia","Dioscorea plantaginifolia","R.Knuth","P. C. Porto","2697","1935","01","18","South America","Brazil","Rio de Janeiro","Itatiaia","Pedra Tartaruga","-44.5633010864258","-22.4960994720459","19648","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2656719' target='other'> <mi>dwc_moreinfo</mi></a>","NY02433460","NY02433460_01","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","02433461","PreservedSpecimen","Plantae","Magnoliophyta","Dioscoreales","Dioscoreaceae","Dioscorea","plantaginifolia","Dioscorea plantaginifolia","R.Knuth","A. C. Brade","15576","1937","03",NA,"South America","Brazil","Rio de Janeiro","Itatiaia","Lagoa da Pedra do Altar","-44.5633010864258","-22.4960994720459","19648","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2656720' target='other'> <mi>dwc_moreinfo</mi></a>","NY02433461","NY02433461_01","auto","2300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-06-29 11:30:06-03","UFRJ","RFA","30772","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","perdicum","Dioscorea perdicum","Taub.","K.T.Ribeiro; B.Medina","226","1999","10","24",NA,"Brasil","Rio de Janeiro","Itatiaia","Planalto do Itatiaia. Planalto do Itatiaia, Parque Nacional do Itatiaia. Maciço das Prateleiras","-44.666667","-22.5",NA,NA,"Exemplares coletados no início da rebrota, após inverno.Primeiros ramos já saem com flor. Flores verdes","RFA30460",NA,NA,NA,"44º40'W","22º30'S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-06-29 11:30:06-03","UFRJ","RFA","42286","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","perdicum","Dioscorea perdicum","Taub.","M.B.Plumm; A.P.M.Buzzani, B.V.Vinolo, E.C.N.Melo, F.Sciammarella","74","2017","12","06",NA,"Brasil","Rio de Janeiro","Itatiaia","PARNA Itatiaia, na parte alta, trilha para as Prateleiras. Campo de altitude.","-44.703333","-22",NA,NA,"Erva volúvel. Solo rochoso e sol. Cerca de 2 cm de altura. Dióicas e flores masculinas amarelo-esverdeadas.","RFA35983",NA,NA,"2300","44º42'12''W","22º0'0''S","M.B.Plumm, A.P.M.Buzzani, B.V.Vinolo, E.C.N.Melo, F.Sciammarella","2017","12","06","2300",NA,NA,NA,NA
"5","2020-06-29 11:30:06-03","UFRJ","RFA","42368","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","perdicum","Dioscorea perdicum","Taub.","R.S. Couto","585","2011","11","07",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Planalto. Base das Prateleiras","-44.669722","-22.395278",NA,NA,"Erva ereta de cerca de 10 cm altura, com folhas variando de verde-claro a artropurpurea na face abaxial. Flores femininas verde-claras, ovário verde-claro, fruto jovens de coloração verde-claro.","RFA36555",NA,NA,NA,"44º40'11''W","22º23'43''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2020-06-29 11:30:06-03","UFRJ","RFA","37146","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","perdicum","Dioscorea perdicum","Taub.","R. S. Couto","269","2009","10","20",NA,"Brasil","Rio de Janeiro","Itatiaia","PARNA, Planalto trilha para as prateleiras. Platô de pedra na trilha","-44.5633010864258","-22.4960994720459","19648",NA,"Trepadeira, matéria orgânica sobre a pedra úmida. Erva rasteira, ereta ou prostrada. Folhas com a face abaxial vinosa, caule avermelhado. Flores masculinas verde-claro, antera amarelas","RFA23936",NA,"auto",NA,NA,NA,"R.S. Couto","2009","10","20",NA,NA,NA,NA,NA
"7","2020-06-29 11:30:06-03","UFRJ","RFA","30760","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","perdicum","Dioscorea perdicum","Taub.","K.T.Ribeiro; B.Medina, N.Teixeira","78","1998","04",NA,NA,"Brasil","Rio de Janeiro","Itatiaia","Planalto do Itatiaia","-44.5633010864258","-22.4960994720459","19648",NA,"Planta prostrada, muitas já senescendo","RFA30459",NA,"auto",NA,NA,NA,"G.Pedralli",NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-31 13:37:38-03","MN","R","50873","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","plantaginifolia","Dioscorea plantaginifolia","R. Knuth","Ule, E.H.G.",NA,"1894","02",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Itatiaia","-43.2075004577637","-22.9027996063232","57442",NA,NA,NA,NA,"auto","2100",NA,NA,"Markgraf","1952",NA,NA,"2100",NA,NA,NA,NA
"9","2021-03-31 13:37:38-03","MN","R","111748","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","plantaginifolia","Dioscorea plantaginifolia","R. Knuth","Emmerich, M.; Andrade, A.G.",NA,"1961","01","12",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.5633010864258","-22.4960994720459","19648",NA,NA,NA,NA,"auto",NA,NA,NA,"Barroso, G.M.","1969","11",NA,NA,NA,NA,NA,NA
"10","2021-03-31 13:37:38-03","MN","R","105591","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","plantaginifolia","Dioscorea plantaginifolia","R. Knuth","Vidal, J.","II -","1952",NA,NA,NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos","-42.9655990600586","-22.4122009277344","38539",NA,NA,NA,NA,"auto","2700",NA,NA,NA,NA,NA,NA,"2700",NA,NA,NA,NA
"11","2016-02-02 14:38:04-02","BGBM","B","B 10 0000409","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","perdicum","Dioscorea perdicum","Taub.","A. F. M. Glaziou","8997","1876","10","20","Middle and South America","Brazil",NA,NA,"Rio de Janeiro; Campos du haut Rio Preto.",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100000409 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100000409","B100000409",NA,NA,NA,NA,NA,NA,NA,NA,NA,"lectotype",NA,NA,NA
"12","2016-02-02 14:38:04-02","BGBM","B","B 10 0000410","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","perdicum","Dioscorea perdicum","Taub.","E. H. G. Ule","3497","1894","03",NA,"Middle and South America","Brazil",NA,NA,"Serra do Itatiaia. Kletterpflanze zwischen Felsen der Agulhas Negras.",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100000410 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100000410","B100000410",NA,"2400",NA,NA,"Pedralli","1994","11",NA,"2400","holotype",NA,NA,NA
"13","2014-01-16 11:58:57-02","MNHN","RECOLNAT_MNHN_P","P00748404","PreservedSpecimen",NA,NA,NA,"Dioscoreaceae","Dioscorea","perdicum","Dioscorea perdicum","Taub.","Glaziou, A.",NA,"1873","1","22",NA,"Brésil",NA,NA,"Province de Rio de Janeiro : Haut Itatiaia",NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00748404' target='other'> <mi>dwc_moreinfo</mi></a>","P00748404","P00748404_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"syntype","6737",NA,NA
"14","2015-09-30 20:50:55-03","MNHN","RECOLNAT_MNHN_P","P00748405","PreservedSpecimen",NA,NA,NA,"Dioscoreaceae","Dioscorea","perdicum","Dioscorea perdicum","Taub.","Glaziou, A.",NA,"1876","11","20",NA,"Brésil",NA,NA,"Campos de l'Itatiaia à la source du Rio Preto",NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00748405' target='other'> <mi>dwc_moreinfo</mi></a>","P00748405","P00748405_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isolectotype","8997",NA,NA
"15","2015-10-11 02:03:29-03","MNHN","RECOLNAT_MNHN_P","P00748406","PreservedSpecimen",NA,NA,NA,"Dioscoreaceae","Dioscorea","perdicum","Dioscorea perdicum","Taub.","Glaziou, A.",NA,"1876","11","20",NA,"Brésil",NA,NA,"Campos de l'Itatiaia à la source du Rio Preto",NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00748406' target='other'> <mi>dwc_moreinfo</mi></a>","P00748406","P00748406_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isolectotype","8997",NA,NA
