"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","minimumElevationInMeters","verbatimLongitude","verbatimLatitude","identifiedBy","yearIdentified","monthIdentified","dayIdentified","maximumElevationInMeters","typeStatus","fieldNumber","class","individualCount"
"16","2015-09-30 20:50:52-03","MNHN","RECOLNAT_MNHN_P","P00748407","PreservedSpecimen",NA,NA,NA,"Dioscoreaceae","Dioscorea","perdicum","Dioscorea perdicum","Taub.","Glaziou, A.",NA,"1876","11","20",NA,"Brésil",NA,NA,"Campos de l'Itatiaia à la source du Rio Preto",NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00748407' target='other'> <mi>dwc_moreinfo</mi></a>","P00748407","P00748407_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isolectotype","8997",NA,NA
"17","2009-07-27 09:32:00-03","MO","MOBOT","3039113","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","perdicum","Dioscorea perdicum","Taub.","Auguste F.M. Glaziou","Glaziou 8997","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-09-12 05:00:02-03","US","US","2687755","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","perdicum","Dioscorea perdicum","Taub.","G. Eiten & L. T. Eiten","6588","1965","11","4","South America - Neotropics","Brazil","Resende",NA,"Mt. itatiáia, planalto. Near top of south slope of saddle ridge between the rock outcrops, Pedra Assentada & Prateleiras",NA,NA,NA,NA,NA,"US01329586","US01329586_01",NA,"2450",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"19","2020-09-12 05:00:02-03","US","US","2687586","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","perdicum","Dioscorea perdicum","Taub.","G. Eiten & L. T. Eiten","6561","1965","11","4","South America - Neotropics","Brazil","Itatiaia",NA,"Mt. Itatiaia, planalto. 100 m north end of the rock, Prateleiras","-44.68","-22.42",NA,NA,NA,"US01329585","US01329585_01",NA,"2450",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"20","2019-09-04 18:41:24-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Dioscoreaceae","Dioscorea","perdicum","Dioscorea perdicum",NA,"A. Glaziou","8997",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,"Monocotyledoneae",NA
"21","2019-01-23 10:06:04-02","F","FMNH-SEEDPLANTS","V0045672F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Dioscoreaceae","Dioscorea","perdicum","Dioscorea perdicum",NA,"A. Glaziou","8997",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0045672F","V0045672F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntype",NA,"Monocotyledoneae",NA
"22","2019-01-23 10:09:38-02","F","FMNH-SEEDPLANTS","V0045673F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Dioscoreaceae","Dioscorea","perdicum","Dioscorea perdicum",NA,"A. Glaziou","8997",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0045673F","V0045673F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntype",NA,"Monocotyledoneae",NA
"23","2019-09-04 18:41:25-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Dioscoreaceae","Dioscorea","plantaginifolia","Dioscorea plantaginifolia",NA,"E. H. G. Ule","3497","1898","4",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,"Monocotyledoneae",NA
"24","2021-02-23 13:22:06-03","MN","R-TIPOS","50874b","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","plantaginifolia","Dioscorea plantaginifolia","R. Knuth","Ule, E.H.G.","296 [=3497]","1894","03",NA,NA,"Brasil","Rio de Janeiro",NA,"Serra de Itatiaia",NA,NA,NA,NA,NA,"R000050874b","R000050874b_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotypus",NA,NA,NA
"25","2021-02-23 13:22:06-03","MN","R-TIPOS","50874","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","plantaginifolia","Dioscorea plantaginifolia","R. Knuth","Ule, E.H.G.","296 [=3497]","1894","03",NA,NA,"Brasil","Rio de Janeiro",NA,"Serra de Itatiaia",NA,NA,NA,NA,NA,"R000050874","R000050874_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotypus",NA,NA,NA
"26","2021-02-23 13:22:06-03","MN","R-TIPOS","50874a","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","plantaginifolia","Dioscorea plantaginifolia","R. Knuth","Ule, E.H.G.","296 [=3497]","1894","03",NA,NA,"Brasil","Rio de Janeiro",NA,"Serra de Itatiaia",NA,NA,NA,NA,NA,"R000050874a","R000050874a_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotypus",NA,NA,NA
"27","2014-09-23 10:57:15-03","G","G","G00098757","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","perdicum","Dioscorea perdicum","Taub.","Glaziou, A. F. M.","6737","1876",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=118958&base=img&lang=en","G00098757","G00098757",NA,NA,"-42.9125","-22.48222222","?",NA,NA,NA,NA,"SYNTYPUS of Dioscorea perdicum Taub.",NA,NA,NA
"28","2014-09-23 10:57:15-03","G","G","G00098758","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","perdicum","Dioscorea perdicum","Taub.","Glaziou, A. F. M.","8997","1886",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=118959&base=img&lang=en","G00098758","G00098758",NA,NA,"-42.9125","-22.48222222","?",NA,NA,NA,NA,"ISOLECTOTYPUS of Dioscorea perdicum Taub.",NA,NA,NA
