"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","typeStatus","individualCount","previousCatalogNumber","sex"
"49","2019-11-21 14:40:58-03","UFJF","CESJ","68103","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","L. Menini Neto; S.G. Furtado","S.G. Furtado; L. Menini Neto; K. Antunes; F.R.G. Salimena; P.H. Nobre; B. Cosenza; T.H.G. Alv","327","2016","08","04","América do Sul","Brasil","Espírito Santo","Dores do Rio Preto","Parque Nacional do Caparaó, Floresta nebular, Macieiras.","-42.456389","-20.725833",NA,NA,NA,"Epífita, frutos alvoesverdeados","CESJ068103",NA,"2016","-42.456389","-20.725833","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 14:40:58-03","UFJF","CESJ","44581A","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","G. Hatschbach","E. Barbosa; J.M. Silva; J. Vaz","905","2004","02","27","América do Sul","Brasil","São Paulo","Barra do Turvo","Cachoeira Dito Salu","-48.5046997070312","-24.7563991546631",NA,NA,NA,"Epífita, flor alva. Encosta do morro.","CESJ44581A",NA,"2004",NA,NA,NA,NA,"38172","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-08-20 10:00:57-03","UNICAMP","UEC","138535","S","Plantae","Liliopsida",NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Royer, CA","Breier, TB; Singer, RB","1097","2003","05","14",NA,"Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Estrada de acesso a parcela.","-47.916667","-24.166667",NA,NA,NA,"Preparada 13/01/2004, procedente de cultivo.",NA,NA,"2015","-47.916667","-24.166667","06","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-08-20 10:00:57-03","UNICAMP","UEC","138989","S","Plantae","Liliopsida",NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Royer, CA","Singer, RB","98/150","1998","08","07",NA,"Brazil","São Paulo","Paranapiacaba","Estação Biológica Alto da Serra, Santo André.",NA,NA,NA,NA,NA,NA,"UEC001796","UEC001796","2015",NA,NA,"06","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-08-20 10:00:58-03","UNICAMP","UEC","139774","S","Plantae","Liliopsida",NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Royer, CA","Breier, TB; Breier, ACB","778","2002","12","14",NA,"Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Trilha da parcela.","-47.916667","-24.166667",NA,NA,NA,NA,"UEC001801","UEC001801","2015","-47.916667","-24.166667","06","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-08-20 10:00:58-03","UNICAMP","UEC","139775","S","Plantae","Liliopsida",NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Royer, CA","Breier, TB; Singer, RB","1097","2003","05","14",NA,"Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Estrada de acesso a parcela.","-47.916667","-24.166667",NA,NA,NA,"Preparada 13/01/2004, procedente de cultivo.","UEC001806","UEC001806","2015","-47.916667","-24.166667","06","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-08-20 10:00:58-03","UNICAMP","UEC","139776","S","Plantae","Liliopsida",NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Royer, CA","Breier, TB; Budke, JC","610","2002","08","27",NA,"Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Parcelas permanentes.","-47.916667","-24.166667",NA,NA,NA,NA,"UEC001803","UEC001803","2015","-47.916667","-24.166667","06","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:20:16-03","UNICAMP","UEC","198642","S","Plantae","Liliopsida",NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.",NA,"Romanini, RP; Nunes, CEP; Borges, DNAF","423","2017","02","16",NA,"Brazil","São Paulo","São Luiz do Paraitinga","PESM, Núcleo Santa Virgínia, trilha de Pirapitinga.",NA,NA,NA,NA,NA,"Flores alvas, hialinas; base do ginostêmio auriculada, esverdeada.; Epífita, muito comum.","UEC161260","UEC161260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-08-20 10:00:58-03","UNICAMP","UEC","86491","S","Plantae","Liliopsida",NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Royer, CA","Leitão Filho, HF; Rodrigues, RR; et al.","32900","1995","02","09",NA,"Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Próximo à Caverna do Diabo.","-48.392083","-24.646639",NA,NA,NA,"Epífita. Flores brancas, com calosidade verdes.","UEC001798","UEC001798","2015","-48.392083","-24.646639","06","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-01 16:20:16-03","UNICAMP","UEC","138046","S","Plantae","Liliopsida",NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Royer, CA","Meireles, LD; Shepherd, GJ; Belinello, R","1539","2004","02","20",NA,"Brazil","São Paulo","Queluz","Rio das Cruzes, Floresta montana","-44.7700004577637","-22.5300006866455",NA,NA,NA,"Epífita com flores creme.","UEC028166","UEC028166","2015",NA,NA,"06","08","14382","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-10-14 10:04:16-03","FURB","FURB","13793","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Smidt, EC; Royer, CA; Toscano, ALV","Gasper, A.L. de; Korte, A.; Cadorin, T.J. & Schmitt, J.","2206","2009","07","29",NA,"Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Trilha da Chuva.","-49.0816667","-27.0575","350","350",NA,"Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita;","FURB35990","FURB35990","2012","-49.0816667","-27.0575000","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-14 10:04:16-03","FURB","FURB","17517","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Smidt, EC; Royer, CA; Toscano, ALV","Verdi, M.; Klettenberg, D.H. & Klemz, G.","1468","2009","10","13",NA,"Brasil","Santa Catarina","Jacinto Machado","Morro São Cristovão.","-49.86","-28.89","380","380",NA,"Florística IFFSC 21 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;","FURB35991","FURB35991","2012","-49.8600000","-28.8900000","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-10-14 10:04:16-03","FURB","FURB","20562","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Smidt, EC; Royer, CA; Toscano, ALV","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1107","2010","01","28",NA,"Brasil","Santa Catarina","Imaruí","Forquilinha.","-48.8697223","-28.1647222","666","666",NA,"Epífita IFFSC e148a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor corola branca, labelo verde claro","FURB35994","FURB35994","2012","-48.8697223","-28.1647222","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-10-14 10:04:16-03","FURB","FURB","21017","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Smidt, EC; Royer, CA; Toscano, ALV","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","1163","2010","02","02",NA,"Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28","770","770",NA,"Epífita IFFSC e1025a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita em taquara seca; flor branca","FURB36000","FURB36000","2012","-49.1400000","-26.2800000","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-10-14 10:04:16-03","FURB","FURB","21509","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Smidt, EC; Royer, CA; Toscano, ALV","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1218","2010","02","16",NA,"Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Morro do Spitzkopf.","-49.1180556","-27.0069444","249","249",NA,"Epífita IFFSC e8001b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor branca","FURB35998","FURB35998","2012","-49.1180556","-27.0069444","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-10-14 10:04:16-03","FURB","FURB","22071","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Smidt, EC; Royer, CA; Toscano, ALV","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1351","2010","02","23",NA,"Brasil","Santa Catarina","Florianópolis","Morro da Lagoa.","-48.4755556","-27.5766667","444","444",NA,"Epífita IFFSC e8004a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea; Fruto com fruto;","FURB36009","FURB36009","2012","-48.4755556","-27.5766667","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-10-14 10:04:16-03","FURB","FURB","23456","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Smidt, EC; Royer, CA; Toscano, ALV","Cadorin, T.J.; Oliveira, C.P.L. & Boing, E.","1775","2010","03","30",NA,"Brasil","Santa Catarina","Biguaçu",NA,"-48.78","-27.36","440","440",NA,NA,"FURB35997","FURB35997","2012","-48.7800000","-27.3600000","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-10-14 10:04:16-03","FURB","FURB","25563","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Smidt, EC; Royer, CA; Toscano, ALV","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2204","2010","05","10",NA,"Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","417","417",NA,"Epífita IFFSC e993b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB35996","FURB35996","2012","-49.2355555","-26.3650000","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-10-14 10:04:16-03","FURB","FURB","26408","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Smidt, EC; Royer, CA; Toscano, ALV","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2501","2010","05","29",NA,"Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28","770","770",NA,"Epífita IFFSC e1025b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita;","FURB35993","FURB35993","2012","-49.1400000","-26.2800000","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-10-14 10:04:16-03","FURB","FURB","28366","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Smidt, EC; Royer, CA; Toscano, ALV","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2698","2010","06","19",NA,"Brasil","Santa Catarina","Florianópolis","Morro da Lagoa.","-48.4755556","-27.5766667","444","444",NA,"Epífita IFFSC e8004b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; Fruto com fruto;","FURB36008","FURB36008","2012","-48.4755556","-27.5766667","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-10-14 10:04:16-03","FURB","FURB","30653","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Smidt, EC; Royer, CA; Toscano, ALV","Korte, A.; Kniess, A.","4116","2010","08","18",NA,"Brasil","Santa Catarina","Joinville","Barragem do 8º Salto - Serra do Piraí.","-49.0505556","-26.2802778","698","698",NA,"Florística IFFSC 1026 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB35995","FURB35995","2012","-49.0505556","-26.2802778","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-10-14 10:04:16-03","FURB","FURB","31039","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Mancinelli, WS","Stival-Santos, A.; Silveira, S. & Meyer, D.","3206","2010","07","06",NA,"Brasil","Santa Catarina","Biguaçu","Sorocaba do Sul.","-48.78","-27.36","442","442",NA,"Florística IFFSC 429 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de galho caído; Fruto verde;","FURB35933","FURB35933","2013","-48.7800000","-27.3600000","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-10-14 10:04:16-03","FURB","FURB","31257","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Mancinelli, WS","Korte, A.; Kniess, A.","2852","2010","03","15",NA,"Brasil","Santa Catarina","Ascurra","Guaricanas.","-49.41","-27","281","281",NA,"Florística IFFSC 633 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; Fruto verde;","FURB35932","FURB35932","2013","-49.4100000","-27.0000000","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-10-14 10:04:16-03","FURB","FURB","35105","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Smidt, EC; Royer, CA; Toscano, ALV","Schmitt, J.L.","3200","2011","05","12",NA,"Brasil","Santa Catarina","Corupá",NA,"-49.3505556","-26.4183334","292","292",NA,NA,"FURB35992","FURB35992","2012","-49.3505556","-26.4183334","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-10-14 10:04:16-03","FURB","FURB","35823","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Smidt, EC; Royer, CA; Toscano, ALV","Cadorin, T.J.; Oliveira, C.P.L.","3217","2011","04","30",NA,"Brasil","Santa Catarina","Jaraguá do Sul",NA,"-49.1522222","-26.3141667","413","413",NA,NA,"FURB35999","FURB35999","2012","-49.1522222","-26.3141667","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-10-14 10:04:16-03","FURB","FURB","40229","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Funez, L.A.","Funez, L.A.; Kemmelmeier, K. & Zermiani, A.E.","1584","2013","01","21",NA,"Brasil","Santa Catarina","Blumenau","Trilha da Chuva, Parque Nacional da Serra do Itajaí.","-49.0863889","-27.0588889","290","290",NA,NA,"FURB04175","FURB04175","2013","-49.0863889","-27.0588889","03","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-08 08:54:31-03","FURB","FURB","49507","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Pellegrini. M.A.","Schwirkowski, P.","1439","2016","01","01",NA,"Brasil","Santa Catarina","Joinville","Serra Dona Francisca. Trilha do Castelo dos Bugres.","-49.0536111","-26.2208334","650","650",NA,NA,"FURB49507","FURB49507","2016","-49.0536111","-26.2208334","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-10-14 10:04:16-03","FURB","FURB","52678","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","L.A. Funez","Funez, L.A.","6006","2017","02","02",NA,"Brasil","Santa Catarina","Ilhota","Baú.","-48.9302778","-26.8072222","537","537",NA,"Flores brancas Habitat: Floresta Habito: Epífita","FURB52678","FURB52678","2017","-48.9302778","-26.8072222","02","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-10-14 10:04:16-03","FURB","FURB","55511","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Funez, L.A.","Schwirkowski, P.","2204","2017","01","22",NA,"Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Beira de estrada.","-49.3133333","-26.3313889","700","700",NA,"Flores brancas Habitat: Semi-ciófita Habito: Epífita","FURB55511","FURB55511","2017","-49.3133333","-26.3313889","12","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-16 17:50:19-03","UCS","HUCS","12723","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Hatschbach, G.","Silva, J.M.","2251","1998","02","07",NA,"Brasil","Paraná","São José dos Pinhais","Castelhanos","-49.2064018249512","-25.5347003936768",NA,NA,NA,"flor alva; Floresta Atlântica",NA,NA,"1998",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:38:42-03","MBM","MBM","46052","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Pabst, G.","Hatschbach, G.","37949","1976","01","15","Southern America","Brazil","Paraná","Antonina","Cachoeira","-48.7118988037109","-25.4286003112793",NA,NA,NA,"Epífita.","MBM046052","MBM046052",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:38:42-03","MBM","MBM","13956","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Pabst, G.","Hatschbach, G.","23350","1970","01","17","Southern America","Brazil","Paraná","Guaratuba","Rio Saí","-48.5746994018555","-25.8827991485596",NA,NA,NA,"Epífita.","MBM013956","MBM013956",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:38:42-03","MBM","MBM","46056","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Pabst, G.","Dziewa, A.","140","1975","01","04","Southern America","Brazil","Paraná","Morretes","Porto de Cima","-48.834400177002","-25.476900100708",NA,NA,NA,"Epífita.","MBM046056","MBM046056",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:38:42-03","MBM","MBM","7745","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Pabst, G.","Hatschbach, G.","18606","1968","02","14","Southern America","Brazil","Paraná","Paranaguá","Picadão Cambará, Colônia Limeira","-48.5092010498047","-25.5200004577637",NA,NA,NA,"Epífita.","MBM007745","MBM007745",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:38:42-03","MBM","MBM","102087","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Pabst, G.","Klein, R.M.","7172","1967","02","14","Southern America","Brazil","Santa Catarina","Florianópolis","Morro do Ribeirão","-48.5491981506348","-27.596700668335",NA,NA,NA,"Epífita.","MBM102087","MBM102087",NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:38:42-03","MBM","MBM","385341","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Engels, M.E.","Engels, M.E.","1591","2013","09","02",NA,"Brasil","Paraná","Guaratuba","Serra do Mar, Linha de transmissão elétrica Curitiba a Joinville","-48.943056","-25.881944","800","800",NA,"Epífita. Folhas verdes. Frutos verdes.; Floresta Ombrófila Densa.","MBM385341","MBM385341","2013","-48.943056","-25.881944","10","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:38:42-03","MBM","MBM","406193","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Ferreira, P.C.","Ferreira, P.C.; Ariati, V.; Pfeffer, R.A.; Ariati, V.; Pfeffer, R.A.","66","2016","01","16","Southern America","Brazil","Paraná","Guaratuba","Serra do Araraquara, Trilha para o Morro Pedra Branca do Araraquara","-48.892778","-25.925833","321","321",NA,"Epífita; flores alvas.; Floresta Ombrófila Densa Submontana.","MBM406193","MBM406193","2016","-48.892778","-25.925833","02","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:38:42-03","MBM","MBM","117108","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Cribb, P.J.","Lewis, G.; et al.; et al.","1401",NA,NA,NA,"Southern America","Brazil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,NA,"Epífita.","MBM117108","MBM117108",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:38:42-03","MBM","MBM","301230","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Royer, C.A.; Smit, E.C.; Tosca","Mocochinski, A.Y.; Scheer, M.B.; Scheer, M.B.","206",NA,NA,NA,"Southern America","Brazil","Paraná","Campina Grande do Sul","Serra da Igreja, Morro dos Padres","-49.0553016662598","-25.3055992126465","1280","1280",NA,"Epífita.; Floresta Ombrófila Densa Altomontana.","MBM301230","MBM301230","2012",NA,NA,"06",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:38:42-03","MBM","MBM","192751","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Hatschbach, G.","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","1379","1996","03","10","Southern America","Brazil","Paraná","Guaratuba","Alto da Serra, Rio Itararé","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM192751","MBM192751",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:38:42-03","MBM","MBM","50145","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Pabst, G.","Hatschbach, G.","11060","1963","12","30","Southern America","Brazil","Paraná","Guaratuba","Serra de Araraquara, Morro do Cauvi","-48.5746994018555","-25.8827991485596",NA,NA,NA,"Epífita.","MBM050145","MBM050145",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:38:42-03","MBM","MBM","396240","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Engels, M.E.","Engels, M.E.; Imig, D.C.; Nunes, M.G.; Imig, D.C.; Nunes, M.G.","2502","2014","05","29","Southern America","Brazil","Paraná","Guaratuba","Serra do Mar","-48.5746994018555","-25.8827991485596",NA,NA,NA,"Epífita. Folhas verde claras. Frutos imaturos verdes mais escuros.; Floresta Ombrófila Densa.","MBM396240","MBM396240","2014",NA,NA,"05","29","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:38:42-03","MBM","MBM","12716","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Pabst, G.","Hatschbach, G.; Koczicki, C.; Koczicki, C.","20923","1969","01","24","Southern America","Brazil","Paraná","Morretes","Colônia Floresta","-48.834400177002","-25.476900100708",NA,NA,NA,"Epífita.","MBM012716","MBM012716",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:38:42-03","MBM","MBM","50144","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Pabst, G.","Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","13415","1966","01","04","Southern America","Brazil","Paraná","Morretes","Usina Elétrica Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,"Epífita.","MBM050144","MBM050144",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"93","2015-09-16 05:13:36-03","MNHN","RECOLNAT_MNHN_P","P00436641","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Toscano","Glaziou, A.",NA,"1883","11",NA,NA,"Brésil",NA,NA,"Apiahy : Camino de los Pinheyros",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436641' target='other'> <mi>dwc_moreinfo</mi></a>","P00436641","P00436641_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2015-09-03 19:26:14-03","MNHN","RECOLNAT_MNHN_P","P00436646","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Toscano","Glaziou, A.",NA,"1858","4",NA,NA,"Brésil",NA,NA,"Brésil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436646' target='other'> <mi>dwc_moreinfo</mi></a>","P00436646","P00436646_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2015-09-03 19:26:14-03","MNHN","RECOLNAT_MNHN_P","P00436647","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Toscano","Glaziou, A.",NA,"1880","2","2",NA,"Brésil",NA,NA,"Brésil : prov. Rio de Janeiro : Cetropolis, entre la fazenda Inglez et le Halto a Imperatriz",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436647' target='other'> <mi>dwc_moreinfo</mi></a>","P00436647","P00436647_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12209",NA,NA,NA,NA
