"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","individualCount","fieldNumber","typeStatus","relatedCatalogItem","sex"
"87","2021-03-01 16:30:08-03","UNICAMP","UEC","177158","S","Plantae","Fabaceae","Centrosema","hastatum","Centrosema hastatum","Gandolfi, S; Coletti-Junior, R; Cruz, AT","s.n.","1992","05","27",NA,"Brazil",NA,NA,"Flor branca com detalhes roxos.; Floresta Mesófila Semidecídua de Encosta que recobre a frente de um trecho de cuesta basáltica.","UEC002783","Magnoliopsida",NA,"São Paulo","São Pedro","Cachoeira da Peroba.","-47.938889","-22.5375","UEC002783","Benth.",NA,NA,"Gandolfi, S","1996","02","06","-47.938889","-22.5375",NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-02-10 17:52:31-03","UNICAMP","UEC","141875","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Silva, RR; Velásquez, JS","1134","2004","09","20",NA,"Brazil",NA,NA,"Trepadeira de 1 m. de altura. Frutos imaturos verdes, maduros castanhos, sementes marrons.","UEC153965","Magnoliopsida",NA,"Mato Grosso do Sul","Corumbá","Acesso pela fazenda Dois Carações. Interior de Floresta Decidual. Solo arenoso-ferruginoso.","-57.849889","-19.232889","UEC153965","(Kunth) Brand","366","366","Silva, RR","2004","09",NA,"-57.849889","-19.232889",NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-02-10 17:52:31-03","UNICAMP","UEC","141886","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Silva, RR; Sebastião, A","1341","2004","12","15",NA,"Brazil",NA,NA,"Erva prostrada de 25 m de altura. Material estéril. Solo ferruginoso.","UEC153959","Magnoliopsida",NA,"Mato Grosso do Sul","Corumbá","Serra Santa Cruz, Planalto Residual do Urucum. &nf;Borda do cerradão. &nf;Acesso pela estrada do Lago Azul.","-57.56","-19.220556","UEC153959","(Kunth) Brand",NA,NA,"Silva, RR","2004","12",NA,"-57.56","-19.220556",NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-02-10 17:52:31-03","UNICAMP","UEC","141932","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Silva, RR; Iziel","1351","2004","12","17",NA,"Brazil",NA,NA,"Erva suberecta de 15cm de altura (material esréril). Solo ferruginoso.","UEC153961","Magnoliopsida",NA,"Mato Grosso do Sul","Corumbá","Serra Urucum, Planalto Residual do Urucum. Acesso pela Urucum Mineração. Vale de Floresta Estacional Semidecidual.","-57.618972","-19.197889","UEC153961","(Kunth) Brand","466","466","Silva, RR","2004","12",NA,"-57.618972","-19.197889",NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-02-10 17:52:31-03","UNICAMP","UEC","142437","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Silva, RR; Velásquez, JS","897","2004","04","27",NA,"Brazil",NA,NA,"Trepadeira de 70cm de altura. Flores alvas, estandarte alvo com ápice roxo. Solo ferrugionoso.","UEC153964","Magnoliopsida",NA,"Mato Grosso do Sul","Corumbá","Serra Grande, Planalto Residual do Urucum. Interior de Floresta Estacional Decidual.","-57.50825","-19.232917","UEC153964","(Kunth) Brand","127","127","Silva, RR","2004","04",NA,"-57.50825","-19.232917",NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-02-10 17:52:31-03","UNICAMP","UEC","142702","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Silva, RR; Velásquez, JS","834","2004","03","25",NA,"Brazil",NA,NA,"Erva rasteira, volúvel de 20-40cm de altura. Botões verdes, flores alvas, estandarte com guias lilases. Solo ferruginoso.","UEC153958","Magnoliopsida",NA,"Mato Grosso do Sul","Corumbá","Serra Tromba dos Macacos, Planalto Residual do Urucum. Acesso pela Fazenda Vovô Osvaldo. Interior de Floresta Estacional Decidual.","-57.670306","-19.210528","UEC153958","(Kunth) Brand","455","455","Silva, RR","2004","03",NA,"-57.670306","-19.210528",NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-02-10 17:52:31-03","UNICAMP","UEC","142709","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Silva, RR; Velasques, JS","789","2004","03","22",NA,"Brazil",NA,NA,"Erva volúvel de 30cm de altura. Botões verdes. Solo minério de ferro.","UEC153960","Magnoliopsida",NA,"Mato Grosso do Sul","Corumbá","Serra São Domingos, Planalto Residual do Urucum. Acesso pelo areão do Sr. Wilson. Interior de Floresta Estacional Decidual.","-57.621222","-19.258028","UEC153960","(Kunth) Brand","252","252","Silva, RR","2004","03",NA,"-57.621222","-19.258028",NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-02-15 11:56:53-03","UNICAMP","UEC","143190","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Tozzi, AMGA; Flores, AS; Galvão, JC; Costa, JY; Corrêa, AM; Machado, RP; Fortuna-Perez, AP","200342","2003","05","06",NA,"Brazil",NA,NA,"Trepadeira; flores brancas com detalhe violeta; frutos imaturos.","UEC153963","Magnoliopsida",NA,"Minas Gerais","Fortaleza de Minas",NA,"-46.754444","-20.847361","UEC153963","(Kunth) Brand","1045","1045","Corrêa, AM; Urb.; Costa, AM",NA,NA,NA,"-46.754444","-20.847361",NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-01 16:30:08-03","UNICAMP","UEC","170139","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Lombardi, JA; Oliveira, APC; Saka, MN; et al.","8537","2011","05","19",NA,"Brazil",NA,NA,"Liana, folhas papiráceas, cálice creme-esverdeado, estandarte externamente creme-amarronzado, internamente creme com falixas lilases, alas creme, carena creme com bordo lilás frutos imaturos verdes.","UEC010686","Magnoliopsida",NA,"São Paulo","Porto Ferreira","Parque Estadual de Porto Ferreira, Trilha das Árvore Gigantes.&nf;Amostra em sílica. Borda de trilha em cerradão e mata semidecídua.","-47.416667","-21.816667","UEC010686","(Kunth) Brand","520","600","Silva, ED","2012","09",NA,"-47.416667","-21.816667",NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-01 16:30:08-03","UNICAMP","UEC","7716","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Shepherd, GJ; Andrade, JB; Monteiro, R","4102","1976","12","15",NA,"Brazil",NA,NA,"Trepadeira, flor zul.","UEC153966","Magnoliopsida",NA,"Mato Grosso",NA,"Estrada Miranda/Campão.",NA,NA,"UEC153966","(Kunth) Brand",NA,NA,"Andrade, JB","1977","09","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-01 16:30:08-03","UNICAMP","UEC","7718","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Duarte, MM; Assumpçao, S","872","1978","04","29",NA,"Brazil",NA,NA,"Cipó voluvel, flor creme, fruto verde (jovem).; mata de galeria, solo argiloso arenoso, seco.","UEC153967","Magnoliopsida",NA,"Mato Grosso","Chapada dos Guimarães","Mato do Colégio.","-55.804167","-15.290278","UEC153967","(Kunth) Brand","793","793",NA,NA,NA,NA,"-55.804167","-15.290278",NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-03-01 16:30:08-03","UNICAMP","UEC","82912","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Stranghetti, V","333","1994","05","20",NA,"Brazil",NA,NA,"Trepadeira, flor de cor roxa.; Beira da mata, lado esquerdo.","UEC154445","Magnoliopsida",NA,"São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria.","-49.516667","-19.916667","UEC154445","(Kunth) Brand",NA,NA,"Queiroz, LP","1998","09",NA,"-49.516667","-19.916667",NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-01 16:30:08-03","UNICAMP","UEC","82913","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Stranghetti, V","95","1993","04","06",NA,"Brazil",NA,NA,"Trepadeira,flor de cor roxa.; beira da mata, lado esquerdo.","UEC154447","Magnoliopsida",NA,"São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria.","-49.516667","-19.916667","UEC154447","(Kunth) Brand",NA,NA,"Queiroz, LP","1998","09",NA,"-49.516667","-19.916667",NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-03-01 16:30:08-03","UNICAMP","UEC","82915","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Stranghetti, V","507","1995","04","25",NA,"Brazil",NA,NA,"Trepadeira, flor de cor branca.; Interior da mata, região de clareira.","UEC154442","Magnoliopsida",NA,"São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria.","-49.516667","-19.916667","UEC154442","(Kunth) Brand",NA,NA,NA,NA,NA,NA,"-49.516667","-19.916667",NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-02-10 17:52:31-03","UNICAMP","UEC","141873","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Silva, RR; Velásquez, JS","1382","2004","12","30",NA,"Brazil",NA,NA,"Erva erecta a semiprostrada de 10-30cm de altura. Material estéril. Solo ferruginoso.","UEC153962","Magnoliopsida",NA,"Mato Grosso do Sul","Corumbá","Serra São Domingos, Planalto Residual do Urucum. Acesso pelo areão do Sr. Wilson. Interior de Floresta Estacional Semidecidual.","-57.6533012390137","-19.0091991424561","UEC153962","(Kunth) Brand",NA,NA,"Silva, RR","2004","12",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"102","2020-02-10 17:52:31-03","UNICAMP","UEC","198809","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Martins, G; et al.","25715","1967",NA,NA,NA,"Brazil",NA,NA,NA,"UEC153968","Magnoliopsida",NA,"Rio de Janeiro","Rio Claro",NA,"-44.1356010437012","-22.7231006622314","UEC153968","(Kunth) Brand",NA,NA,"Tozzi, AMGA","1997","10",NA,NA,NA,"27045","auto",NA,NA,NA,NA,NA,NA
"103","2021-03-01 16:30:08-03","UNICAMP","UEC","84167","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Bernacci, LC; Metzeger, JP; Goldenberg, R","34988","1993","05","21",NA,"Brazil",NA,NA,"Trepadeira herbácea, flores brancas com estandarte com grande mancha roxa, flores velhas alaranjadas; floresta ripária, margem do rio Jacaré Pepíra em local plano","UEC158772","Magnoliopsida",NA,"São Paulo","Brotas","Fazenda Tavolaro","-48.1199989318848","-22.2800006866455","UEC158772","(Kunth) Brand",NA,NA,"Queiroz, LP","1998","09",NA,NA,NA,"26585","auto",NA,NA,NA,NA,NA,NA
"104","2021-03-01 16:30:08-03","UNICAMP","UEC","90861","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Franco, ALM","31772","1994","05","11",NA,"Brazil",NA,NA,"Liana flores brancas.","UEC154440","Magnoliopsida",NA,"São Paulo","Campinas","Fazenda Santa Genebra","-47.060001373291","-22.8999996185303","UEC154440","(Kunth) Brand",NA,NA,"Queiroz, LP","1998","09",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"105","2021-03-01 16:30:08-03","UNICAMP","UEC","89025","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Franco, ALM","31772","1994","05","11",NA,"Brazil",NA,NA,"Liana flores brancas.","UEC155421","Magnoliopsida",NA,"São Paulo","Campinas","Fazenda Santa Genebra","-47.060001373291","-22.8999996185303","UEC155421","(Kunth) Brand",NA,NA,"Queiroz, LP","1998","09",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"106","2021-03-01 16:30:08-03","UNICAMP","UEC","89024","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Franco, ALM","31773","1992","05","15",NA,"Brazil",NA,NA,"Liana, flores brancas.","UEC154457","Magnoliopsida",NA,"São Paulo","Campinas","Fazenda Santa Genebra","-47.060001373291","-22.8999996185303","UEC154457","(Kunth) Brand",NA,NA,"Queiroz, LP","1998","09",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"107","2021-03-01 16:30:08-03","UNICAMP","UEC","7717","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Tamashiro, JY; et al.","38","1977","05","12",NA,"Brazil",NA,NA,"Trepadeira, flores creme esbranquiçado, com manchas roxas no verticilo, ápice das alas e quilhas arroxeados.","UEC152538","Magnoliopsida",NA,"São Paulo","Campinas","Subdistrito de Joaquim Egidio.","-47.060001373291","-22.8999996185303","UEC152538","(Kunth) Brand",NA,NA,"Queiroz, LP","1998","09",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"108","2021-03-01 16:30:08-03","UNICAMP","UEC","79056","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Bernacci, LC","1829","1995","05","18",NA,"Brazil",NA,NA,"Trepadeira herbácea, flores externamente amarelo-esverdeadas, internamente o estandarte com manchas arroxeadas próximo ao centro, tal como o ápice das outras peças.; Mata mesófila.","UEC157005","Magnoliopsida",NA,"São Paulo","Cardoso","Antigo porto Militão.","-49.9099998474121","-20.0799999237061","UEC157005","(Kunth) Brand",NA,NA,"Queiroz, LP","1998","09",NA,NA,NA,"22486","auto",NA,NA,NA,NA,NA,NA
"109","2021-03-01 16:30:08-03","UNICAMP","UEC","60005","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Stranghetti, V; Guimarães, P","41","1991","05","03",NA,"Brazil",NA,NA,"Liana com flor branca com riscos roxos. Borda da mata.","UEC155420","Magnoliopsida",NA,"São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria.","-49.3800010681152","-20.0300006866455","UEC155420","(Kunth) Brand",NA,NA,"Queiroz, LP","1998","09",NA,NA,NA,"29574","auto",NA,NA,NA,NA,NA,NA
"110","2021-03-01 16:30:08-03","UNICAMP","UEC","38655","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Gouvêa, LSK; et al.","17597","1985","05","16",NA,"Brazil",NA,NA,"Trepadeira, flores lilás.; Beira de mata","UEC159003","Magnoliopsida",NA,"São Paulo","Valinhos","Reserva ARA Inst. Florestal.","-46.9900016784668","-22.9699993133545","UEC159003","(Kunth) Brand",NA,NA,"Queiroz, LP","1998","09",NA,NA,NA,"12075","auto",NA,NA,NA,NA,NA,NA
"111","2019-11-19 14:08:02-03","UFRPE","PEUFR","43373","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrosema","sagittatum","Centrosema sagittatum","A.M.S. Reis","35","2002","06","21",NA,"Brasil",NA,NA,"Herbácea trepadeira com folhas cordiformes e pecíolo alado; flores amarelas","PEUFR043373",NA,NA,"Pernambuco","Caruaru",NA,"-35.920278","-8.231667",NA,"(Humb. & Bonpl. ex Willd.) Brandegee","638","638","E.L. Araújo; E. Ferraz; K.A. Silva",NA,NA,NA,"35°55'13W","8°13'54S",NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-19 14:08:02-03","UFRPE","PEUFR","5473","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrosema","sagittatum","Centrosema sagittatum","E.P. Heringer; D. de Andrade-Lima; J. de Paula; L. Sobrinho; A.C. Coelho",NA,"1971","05","25",NA,"Brasil",NA,NA,"Planta escandetne; flores amarelo-esverdeado","PEUFR005473",NA,NA,"Pernambuco","Triunfo",NA,"-38.1016998291016","-7.83805990219116",NA,"(Humb. & Bonpl. ex Willd.) Brandegee",NA,NA,NA,NA,NA,NA,NA,NA,"14606","auto",NA,NA,NA,NA,NA,NA
"113","2020-04-22 16:20:18-03","UFPB","JPB","58606","PreservedSpecimen","Plantae","Leguminosae","Centrosema","sagittatum","Centrosema sagittatum","Vieira, LAF","118","2012","01","26","Southern America","Brasil",NA,NA,"; HABITAT: Caatinga; DESC: plântula, ca. De 12 cm","JPB0058606","Angiosperma","Dicotyledon","Paraíba","São José dos Cordeiros","RPPN Fazenda Almas","-36.898222","-7.470556",NA,"(Humb. & Bonpl. ex Willd.) Brandegee","600","600","Queiroz, LP","2018","08","10","-36.898222","-7.470556",NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-04-22 16:20:18-03","UFPB","JPB","IFNPBLAFV101","PreservedSpecimen","Plantae","Leguminosae","Centrosema","sagittatum","Centrosema sagittatum","Vieira, LAF","101","2017","06","21","Southern America","Brasil",NA,NA,"; DESC: Herbácea. Conglomerado IFN-PB-26-P48. Subunidade 2. Subparcela 2. Indivíduo H.","IFNPBLAFV000101","Angiosperma","Dicotyledon","Paraíba","Guarabira",NA,"-35.482493","-6.817508",NA,"(Humb. & Bonpl. ex Willd.) Brandegee",NA,NA,"Figueira, M; Schindler, B","2017","08","15","-35.482493","-6.817508",NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-04-22 16:20:18-03","UFPB","JPB","IFNPBRAPA474","PreservedSpecimen","Plantae","Leguminosae","Centrosema","sagittatum","Centrosema sagittatum","Almeida, RAP","474","2017","06","21","Southern America","Brasil",NA,NA,"; DESC: Herbácea. Conglomerado IFN-PB-26-K. Subunidade 1. Subparcela 2. Indivíduo HE.","IFNPBRAPA000474","Angiosperma","Dicotyledon","Paraíba","Pirpirituba",NA,"-35.504984","-6.750016",NA,"(Humb. & Bonpl. ex Willd.) Brandegee",NA,NA,"Figueira, M; Schindler, B","2017","08","15","-35.504984","-6.750016",NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-01-17 11:25:19-02","PUCRS","MPUC","12517","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","A.G. Manzatto",NA,"1997","04","01","South America","Brasil",NA,NA,"Coletada no sopé de floresta decídua.",NA,NA,"Fabales","SP","Brotas",".","-48.1199989318848","-22.2800006866455",NA,"(Humb. & Bonpl. ex Willd.) Brandegee",NA,NA,"A. Furlan","1997","01","01",NA,NA,"26585","auto","Magnoliopsida","1",NA,NA,NA,NA
"117","2021-03-16 17:52:03-03","UCS","HUCS","47946","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Durigon, J.","951","2012","02","07",NA,"Brasil",NA,NA,"ICN 171924; Trepadeira volúvel",NA,"Angiospermae","Fabales","Rio Grande do Sul","Barra do Quaraí","Ilha Brasileira","-57.628056","-30.18",NA,"(Humb. & Bonpl. ex Wild) Brandegee",NA,NA,"Miotto, S.T.S.","2014","07","07","-57.628056","-30.18",NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-08-16 08:39:20-03","UTFPR","HCF","19475","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","M.G. Caxambu","7354","2016","03","31",NA,"Brasil",NA,NA,"trepadeira volúvel, heliófita, ripária. Flores alvas com interior levemente violáceo. Frutos imaturos verdes.",NA,NA,NA,"PR","Mato Rico","Estação Ecológica Municipal Cantú","-52.133333","-24.77275",NA,"(Humb. & Bonpl. ex Willd.) Brandegee","590","590","M.G. Caxambu & G.A. Dettke","2016","04","14","52°08'00 W","24°46'21,9 S",NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-08-16 08:39:20-03","UTFPR","HCF","19865","S","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","M.G. Caxambu","7398","2016","04","15",NA,"Brasil",NA,NA,"trepadeira volúvel, semi-ciófila. Flores alvas com interior arroxeado.",NA,NA,NA,"PR","Nova Tebas","Estação Ecológica Municipal Reinaldo","-51.962778","-24.373583",NA,"(Humb. & Bonpl. ex Willd.) Brandegee","600","600","M.G. Caxambu","2016","05","21","51°57'46 W","24°22'24,9 S",NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-06-29 09:30:19-03","UFRRJ","RBR","17483","S","Plantae","Fabaceae","Centrosema","hastatum","Centrosema hastatum","I. Drummond","2","1937","12","08",NA,"Brasil",NA,NA,NA,"RBR00017483",NA,NA,"Rio de Janeiro","Mendes","'E.F.C.B.'","-43.7327995300293","-22.5266990661621",NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,"9614","auto",NA,NA,NA,NA,NA,NA
"121","2021-03-21 19:34:52-03","UFC","EAC","8604","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Martins, P.; Nunes, E.","s.n.","1980","05","14","Southern America","Brasil",NA,NA,"Trepadeira., flor amarela; Mata","EAC0008604","Dicotyledon",NA,"Ceará","Aratuba","Sítio Pau Cardoso","-39.0449981689453","-4.41833019256592","EAC0008604","(Humb. & Bonpl. ex Willd.) Brandegee",NA,NA,"Fernandes, A.; Bezerra, P.","1980","07","15",NA,NA,"11686","auto",NA,NA,NA,NA,NA,NA
"122","2021-03-21 19:34:52-03","UFC","EAC","2117","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Fernandes, A.","EAC2117","1961","10","06","Southern America","Brasil",NA,NA,"Trepadeira., flor amarela","EAC0002117","Dicotyledon",NA,"Ceará","Fortaleza","Barra do Ceará","-38.543098449707","-3.71722006797791","EAC0002117","(Humb. & Bonpl. ex Willd.) Brandegee",NA,NA,"Fernandes, A.","1961","10","20",NA,NA,"19924","auto",NA,NA,NA,NA,NA,NA
"123","2021-03-21 19:34:52-03","UFC","EAC","43234","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Moro, M.F.; Menezes, M.O.T.; Souza, S.S.G.","167","2007","05","26","Southern America","Brasil",NA,NA,"Flor branca com roxo; Bastante frequente em toda a trilha; Coordenadas Geográficas: ponto 30; Caatinga","EAC0043234","Dicotyledon",NA,"Ceará","General Sampaio","RPPN Fancy Nunes","-39.4543991088867","-4.05278015136719","EAC0043234","(Humb. & Bonpl. ex Willd.) Brandegee",NA,NA,"Souza, S.S.G.; Moro, M.F.","2007","06",NA,NA,NA,"15114","auto",NA,NA,NA,NA,NA,NA
"124","2021-03-21 19:34:52-03","UFC","EAC","27891","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Fernandes, A.; Nunes, E.; Paula-Zárate, E.L.","EAC27891","1999","02","25","Southern America","Brasil",NA,NA,"Mata úmida","EAC0027891","Dicotyledon",NA,"Ceará","Ubajara","Planalto Gruta, Planalto da Ibiapaba-PARNA","-40.9211006164551","-3.85443997383118","EAC0027891","(Humb. & Bonpl. ex Willd.) Brandegee",NA,NA,"Fernandes, A.; Nunes, E.","1999","03","02",NA,NA,"27385","auto",NA,NA,NA,NA,NA,NA
"125","2021-03-21 19:34:52-03","UFC","EAC","18227","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Figueiredo, M.A.; et al.","263","1991","07","17","Southern America","Brasil",NA,NA,"Trepadeira.","EAC0018227","Dicotyledon",NA,"Rio Grande do Norte","Martins","Serra Martins","-37.9110984802246","-6.0877799987793","EAC0018227","(Humb. & Bonpl. ex Willd.) Brandegee",NA,NA,"Fernandes, A.",NA,NA,NA,NA,NA,"10029","auto",NA,NA,NA,NA,NA,NA
"126","2021-03-21 19:34:52-03","UFC","EAC","3848","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Fernandes, A.; Matos, F.J.A.","EAC3848","1978","04","30","Southern America","Brasil",NA,NA,"Volúvel.","EAC0003848","Dicotyledon",NA,"Maranhão",NA,"BR 135-Entre Presidente Dutra e Colinas",NA,NA,"EAC0003848","(Humb. & Bonpl. ex Willd.) Brandegee",NA,NA,"Fernandes, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-21 19:34:52-03","UFC","EAC","52592","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Loiola, M.I.B.; Soares Neto, R.L.; Nogueira, C.","1486","2012","04","25","Southern America","Brasil",NA,NA,"Trepadeira sagitada;","EAC0052592","Dicotyledon",NA,"Ceará","Ubajara","Parque Nacional de Ubajara, Trilha da samambaia.","-40.90975","-3.841917","EAC0052592","(Humb. & Bonpl. ex Willd.) Brandegee",NA,NA,"Lima-Verde, L.W.; Castro, A.S.F.","2012","09","17","-40.90975","-3.841917",NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-21 19:34:52-03","UFC","EAC","61138","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Araújo, F.F.","238","2017","06","18","Southern America","Brasil",NA,NA,"Inventário florístico da Região Noroeste do Estado do Ceará: diversidade e potencialidades do bioma Caatinga.; Trepadeira liana; caules verdes; folhas cartáceas; flores com cálice verde claro, corola branca com manchas lilases.; Flore","EAC0061138","Dicotyledon",NA,"Ceará","Graça","Sítio Santa Clara.","-40.82075","-3.955417","EAC0061138","(Humb. & Bonpl. ex Willd.) Brandegee",NA,NA,"Araújo, F.F.","2017","06",NA,"-40.82075","-3.955417",NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-21 19:34:52-03","UFC","EAC","52407","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Loiola, M.I.B.; et al.","1737","2012","06","04","Southern America","Brasil",NA,NA,"Trepadeira; flor com pétalas brancas, máculas roxas.","EAC0052407","Dicotyledon",NA,"Ceará","Ibiapina","Paredão das samambaias","-41.456111","-4.521111","EAC0052407","(Humb. & Bonpl. ex Willd.) Brandegee",NA,NA,"Loiola, M.I.B.; Nunes, E.","2012","09","04","-41.456111","-4.521111",NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-21 19:34:52-03","UFC","EAC","53703","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Marreira, E.M.; Brandão, E.K.S.; Viana, M.S.","217","2011","06","21","Southern America","Brasil",NA,NA,"Trepadeira lenhosa; caule verde-escuro; folha cartácea discolor; flor com cálice verde. corola creme com guias de néctar liláses.","EAC0053703","Dicotyledon",NA,"Ceará","Viçosa do Ceará","Engenho Velho, Área de litígio entre Ceará e Piauí. Solo arenoso, vegetação de Carrasco.","-41.383333","-3.543333","EAC0053703","(Humb. & Bonpl. ex Willd.) Brandegee","220","220","Nunes, E.","2013","04","25","-41.383333","-3.543333",NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-21 19:34:52-03","UFC","EAC","20358","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Fernandes, A.; Nunes, E.","EAC20358","1993","07","08","Southern America","Brasil",NA,NA,"Trepadeira., flor amarela","EAC0020358","Dicotyledon",NA,"Ceará","Alcântaras","Serra da Meruoca, próximo à Alcântara","-40.5456008911133","-3.58889007568359","EAC0020358","(Humb. & Bonpl. ex Willd.) Brandegee",NA,NA,"Fernandes, A.","1993","07",NA,NA,NA,"9146","auto",NA,NA,NA,NA,NA,NA
"132","2021-03-21 19:34:52-03","UFC","EAC","8567","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Nunes, E.; Martins, P.","EAC8567","1980","05","13","Southern America","Brasil",NA,NA,"Trepadeira., flor rósea; Capoeira","EAC0008567","Dicotyledon",NA,"Ceará","Capistrano","Serra do Vicente","-38.9014015197754","-4.46999979019165","EAC0008567","(Humb. & Bonpl. ex Willd.) Brandegee",NA,NA,"Fernandes, A.; Bezerra, P.","1980","07","15",NA,NA,"16641","auto",NA,NA,NA,NA,NA,NA
