"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","locality","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","stateProvince","decimalLongitude","decimalLatitude","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","class","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","individualCount","eventTime"
"110","2019-08-27 13:34:13-03","IAP","PACA-AGP","45311","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Rambo, B.",NA,"1950","01","11",NA,"Brasil",NA,NA,"VULNERÁVEL Habitat: in rupestribus graminosis Fenofase: flor","PACA045311",NA,"in summo monte Itaculumi","Magnoliophyta","Gentianales","(Hook. & Arn.) Woodson",NA,"Emrich-Rambo","RS","-50.9919013977051","-29.9444007873535","Gravataí",NA,NA,"1954","05",NA,NA,"25424","auto","05","Magnoliopsida",NA,NA,NA,NA,NA
"111","2019-08-27 13:34:13-03","IAP","PACA-AGP","34382","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Emrich, K.",NA,"1946","01","14",NA,"Brasil",NA,NA,"VULNERÁVEL Habitat: in rupestribus graminosis Fenofase: flor","PACA034382",NA,"Espirito Santo","Magnoliophyta","Gentianales","(Hook. & Arn.) Woodson",NA,"Emrich-Rambo","RS","-51.2299995422363","-30.0331001281738","Porto Alegre",NA,NA,"1954","05",NA,NA,"29946","auto","05","Magnoliopsida",NA,NA,NA,NA,NA
"112","2019-08-27 13:34:13-03","IAP","PACA-AGP","38967","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Rambo, B.",NA,"1948","12","18",NA,"Brasil",NA,NA,"VULNERÁVEL&nf;fl. SEM MATERIAL Habitat: in rupestribus subdumetosis","PACA038967",NA,"Itapoan - Chacara Weber","Magnoliophyta","Gentianales","(Hook. & Arn.) Woodson",NA,"Emrich-Rambo","RS","-51.2299995422363","-30.0331001281738","Porto Alegre",NA,NA,"1954","05",NA,NA,"29946","auto","05","Magnoliopsida",NA,NA,NA,NA,NA
"113","2019-08-27 13:34:13-03","IAP","PACA-AGP","39210","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Rambo, B.",NA,"1948","12","27",NA,"Brasil",NA,NA,"VULNERÁVEL Habitat: in rupestribus graminosis Fenofase: flor","PACA039210",NA,"Morro da Polícia","Magnoliophyta","Gentianales","(Hook. & Arn.) Woodson",NA,"Emrich-Rambo","RS","-51.2299995422363","-30.0331001281738","Porto Alegre",NA,NA,"1954","05",NA,NA,"29946","auto","05","Magnoliopsida",NA,NA,NA,NA,NA
"114","2019-08-27 13:34:13-03","IAP","PACA-AGP","39692","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Rambo, B.",NA,"1949","01","09",NA,"Brasil",NA,NA,"VULNERÁVEL Habitat: in saxosis graminosis Fenofase: flor","PACA039692",NA,"Morro das Abertas","Magnoliophyta","Gentianales","(Hook. & Arn.) Woodson",NA,"Emrich-Rambo","RS","-51.2299995422363","-30.0331001281738","Porto Alegre",NA,NA,"1954","05",NA,NA,"29946","auto","05","Magnoliopsida",NA,NA,NA,NA,NA
"115","2019-08-27 13:34:13-03","IAP","PACA-AGP","56042","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Rambo, B.",NA,"1954","11","19",NA,"Brasil",NA,NA,"VULNERÁVEL Habitat: in rupestribus subhumidis Fenofase: flor","PACA056042",NA,"Vila Manresa","Magnoliophyta","Gentianales","(Hook. & Arn.) Woodson",NA,"Emrich-Rambo","RS","-51.2299995422363","-30.0331001281738","Porto Alegre",NA,NA,"1955","04",NA,NA,"29946","auto","11","Magnoliopsida",NA,NA,NA,NA,NA
"116","2019-08-27 13:34:13-03","IAP","PACA-AGP","57536","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Rambo, B.",NA,"1955","11","19",NA,"Brasil",NA,NA,"VULNERÁVEL Habitat: in rupestribus subhumidis Fenofase: flor","PACA057536",NA,"Vila Manresa","Magnoliophyta","Gentianales","(Hook. & Arn.) Woodson",NA,"Emrich-Rambo","RS","-51.2299995422363","-30.0331001281738","Porto Alegre",NA,NA,"1957","05",NA,NA,"29946","auto","13","Magnoliopsida",NA,NA,NA,NA,NA
"117","2019-08-27 13:34:13-03","IAP","PACA-AGP","114203","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Sehnem, A.","5070","1950","12","15",NA,"Brasil",NA,NA,"Habitat: in campo","PACA114203",NA,"Sítio.","Magnoliophyta","Gentianales","(Hook. & Arn.) Woodson",NA,"A. Sehnem","RS","-52.4258003234863","-29.7175006866455","Santa Cruz do Sul","50","50",NA,NA,NA,NA,"38612","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"118","2019-08-27 13:34:13-03","IAP","PACA-AGP","57525","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Camargo, O. R.","64","1955","11","25",NA,"Brasil",NA,NA,"VULNERÁVEL Habitat: in campestribus dumetosis Fenofase: flor","PACA057525",NA,"Est. Exp. Silvicultura","Magnoliophyta","Gentianales","(Hook. & Arn.) Woodson",NA,"Emrich-Rambo","RS","-53.8069000244141","-29.6842002868652","Santa Maria",NA,NA,"1957","05",NA,NA,"37819","auto","13","Magnoliopsida",NA,NA,NA,NA,NA
"119","2019-08-27 13:34:13-03","IAP","PACA-AGP","41014","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Rambo, B.",NA,"1945","04","08",NA,"Brasil",NA,NA,"VULNERÁVEL Habitat: in saxosis graminosis Fenofase: flor","PACA041014",NA,"ad montem das Cabras","Magnoliophyta","Gentianales","(Hook. & Arn.) Woodson",NA,"Emrich-Rambo","RS","-51.1472015380859","-29.7602996826172","São Leopoldo",NA,NA,"1954","05",NA,NA,"10287","auto","05","Magnoliopsida",NA,NA,NA,NA,NA
"120","2019-08-27 13:34:16-03","IAP","PACA-AGP","9569","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Rambo, B.",NA,"1942","01","28",NA,"Brasil",NA,NA,"VULNERÁVEL Habitat: in siccis graminosis Fenofase: sterilis","PACA009569",NA,NA,"Magnoliophyta","Gentianales","(Hook. & Arn.) Woodson",NA,"Emrich-Rambo","RS","-53.8358001708984","-29.0806007385254","Tupanciretã",NA,NA,"1954","05",NA,NA,"59498","auto","05","Magnoliopsida",NA,NA,NA,NA,NA
"121","2019-08-27 13:34:13-03","IAP","PACA-AGP","10066","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Rambo, B.",NA,"1942","01","30",NA,"Brasil",NA,NA,"VULNERÁVEL Habitat: in siccis saxosis Fenofase: fruto imaturo","PACA010066",NA,"Ijuisinho, Usina","Magnoliophyta","Gentianales","(Hook. & Arn.) Woodson",NA,"Emrich-Rambo","RS","-53.8358001708984","-29.0806007385254","Tupanciretã",NA,NA,"1954","05",NA,NA,"59498","auto","05","Magnoliopsida",NA,NA,NA,NA,NA
"122","2019-08-27 13:34:13-03","IAP","PACA-AGP","9077","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Rambo, B.",NA,"1942","01","25",NA,"Brasil",NA,NA,"VULNERÁVEL Habitat: in siccis saxosis Fenofase: flor","PACA009077",NA,"Jari","Magnoliophyta","Gentianales","(Hook. & Arn.) Woodson",NA,"Emrich-Rambo","RS","-53.8358001708984","-29.0806007385254","Tupanciretã",NA,NA,"1954","05",NA,NA,"59498","auto","05","Magnoliopsida",NA,NA,NA,NA,NA
"123","2019-08-27 13:34:13-03","IAP","PACA-AGP","9373","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Rambo, B.",NA,"1942","01","26",NA,"Brasil",NA,NA,"VULNERÁVEL&nf;fl. Habitat: in siccis saxosis","PACA009373",NA,"Jari","Magnoliophyta","Gentianales","(Hook. & Arn.) Woodson",NA,"Emrich-Rambo","RS","-53.8358001708984","-29.0806007385254","Tupanciretã",NA,NA,"1954","05",NA,NA,"59498","auto","05","Magnoliopsida",NA,NA,NA,NA,NA
"124","2019-08-27 13:34:13-03","IAP","PACA-AGP","51526","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Rambo, B.",NA,"1951","12","26",NA,"Brasil",NA,NA,"VULNERÁVEL&nf;fl. SEM MATERIAL Habitat: in saxosis dumetosis","PACA051526",NA,"Passo do Socorro","Magnoliophyta","Gentianales","(Hook. & Arn.) Woodson",NA,"Emrich-Rambo","RS","-50.9338989257812","-28.5121994018555","Vacaria",NA,NA,"1954","05",NA,NA,"63451","auto","05","Magnoliopsida",NA,NA,NA,NA,NA
"125","2019-08-27 13:34:13-03","IAP","PACA-AGP","66861","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Reitz, R.","16573","1963","12","29",NA,"Brasil",NA,NA,"VULNERÁVEL Habitat: in campestribus","PACA066861",NA,NA,"Magnoliophyta","Gentianales","(Hook. & Arn.) Woodson",NA,"Markgraf","SC","-52.3283004760742","-26.5646991729736","Abelardo Luz",NA,NA,"1964",NA,NA,NA,"35836","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"126","2019-08-27 13:34:13-03","IAP","PACA-AGP","61111","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Mattos",NA,"1956","12","25",NA,"Brasil",NA,NA,"VULNERÁVEL Habitat: in campestribus Fenofase: flor","PACA061111",NA,NA,"Magnoliophyta","Gentianales","(Hook. & Arn.) Woodson",NA,"Emrich-Rambo","SC","-50.326099395752","-27.8160991668701","Lages",NA,NA,"1957","08",NA,NA,"70701","auto","19","Magnoliopsida",NA,NA,NA,NA,NA
"127","2020-12-20 21:15:29-03","UFV","VIC","10282","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Soares, A.A.","s.n.","1987","12","15",NA,"Brasil",NA,NA,NA,"VIC010282",NA,"Rio dos Papagaios",NA,NA,"(Hook. & Arn.) Woodson","VIC010282","Hatschbach, G.","Paraná","-50.0064010620117","-25.4293994903564","Palmeira",NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"128","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0012081","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","G. Hatschbach;","277","1986","11","28",NA,"Brazil",NA,NA,"Xilopodifera, flor vemelha",NA,NA,"Rod. BR-277f rio Papagaios (mun. Palmeira)","Magnoliophyta","Gentianales","Woodson",NA,"G. Hatschbach","Parana","-50.0033","-25.4261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-21 14:30:22-03","UFJF","CESJ","35244","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","F.R.G. Salimena; P.H. Nobre","952","2001","11","16","América do Sul","Brasil",NA,NA,"Arbusto ca. 40 cm. Flores brancas a róseas. Látex branco.","CESJ035244",NA,"Estrada para Moreiras","Angiosperma",NA,"(Hook. & Arm.) Woodson","CESJ035244","A.S.M. Valente","Minas Gerais",NA,NA,"Conceição do Ibitipoca",NA,NA,"2004","02",NA,NA,NA,NA,"14",NA,NA,NA,NA,NA,NA
"130","2021-04-07 11:40:57-03","UFMS","CGMS","38375","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","A. Pott; V.J. Pott","12488","2004","12","19",NA,"Brasil",NA,NA,"Flor vermelha-alaranjada. Fruto ausente. Habitat: Campo natural perturbado. Solo arenoso. Relevo quase plano. Habito: Erva ereta com xilopódio. Ocasional.","CGMS1067761",NA,"Sanga Puitã, rodovia BR-463.",NA,NA,"(Hook. & Arn.) Woodson",NA,"A.L. Scudeler","Mato Grosso do Sul","-55.7256011962891","-22.5361003875732","Ponta Porã",NA,NA,"2017","06",NA,NA,"102608","auto","07",NA,NA,NA,NA,NA,NA
"131","2019-08-20 10:03:26-03","UNICAMP","UEC","44954","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Vianna, E; Azambuja, D","104",NA,NA,NA,NA,"Brazil",NA,NA,"flor",NA,NA,NA,"Magnoliopsida",NA,"(Hook. & Arn.) Woodson",NA,"Sales, MF","Rio Grande do Sul",NA,NA,NA,NA,NA,"1993","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-08-20 10:03:26-03","UNICAMP","UEC","111188","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Batalha, MA","2577","1999","01","02",NA,"Brazil",NA,NA,"flor, Herb. 0,4 m alt. Flores vermelhas. Latescente. Em campo sujo. Próxima a sede.",NA,NA,"Parque Nacional das Emas.","Magnoliopsida",NA,"(Hook. & Arn.) Woodson",NA,"Batalha, MA","Goiás","-52.65","-17.816667","Chapadão do Céu",NA,NA,NA,NA,"-52.65","-17.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-08-20 10:03:26-03","UNICAMP","UEC","1258","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Leitão Filho, HF; Shepherd, GJ; Joly, CA","1897","1982","12","02",NA,"Brazil",NA,NA,"flor, Herbáceo com xilopódio. Flores vermelhas. Fisionomia com afloramentos.","UEC064904",NA,"Área próxima ao Hotel Presidente.","Magnoliopsida",NA,"(Hook. & Arn.) Woodson","UEC064904","Sales, MF","Minas Gerais","-46.564722","-21.838889","Poços de Caldas",NA,NA,"1993","08","-46.564722","-21.838889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-08-20 10:03:26-03","UNICAMP","UEC","22621","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Matthes, LAF","601","1980","12","02",NA,"Brazil",NA,NA,"fruto, Erva de 40 cm com xilopódio. Flores coralinas com fruto.",NA,NA,"Campo do Saco","Magnoliopsida",NA,"(Hook. & Arn.) Woodson",NA,"Sales, MF","Minas Gerais","-46.564722","-21.838889","Poços de Caldas",NA,NA,"1993","08","-46.564722","-21.838889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-08-20 10:03:26-03","UNICAMP","UEC","25701","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Leitão Filho, HF; Martins, FR; Tamashiro, JY; Gouvêa, LSK","1388","1981","11","30",NA,"Brazil",NA,NA,"flor, Flores vermelhas.",NA,NA,"Campo do Saco","Magnoliopsida",NA,"(Hook. & Arn.) Woodson",NA,"Sales, MF","Minas Gerais","-46.564722","-21.838889","Poços de Caldas",NA,NA,"1993","08","-46.564722","-21.838889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-08-20 10:03:26-03","UNICAMP","UEC","29677","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Leitão Filho, HF; Shepherd, GJ; Joly, CA","1897","1982","12","02",NA,"Brazil",NA,NA,"flor, Herbáceo com xilopódio. Flores vermelhas. Fisionomia com afloramentos.",NA,NA,"Área próxima ao Hotel Presidente.","Magnoliopsida",NA,"(Hook. & Arn.) Woodson",NA,"Sales, MF","Minas Gerais","-46.564722","-21.838889","Poços de Caldas",NA,NA,"1993","08","-46.564722","-21.838889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-08-20 10:03:26-03","UNICAMP","UEC","30725","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Leitão Filho, HF; Shepherd, GJ; Yamamoto, K; Joly, CA","1755","1982","11","30",NA,"Brazil",NA,NA,"flor, Erva com 0,30 m com tubérculo. Flores vermelhas.",NA,NA,"Campo do Saco","Magnoliopsida",NA,"(Hook. & Arn.) Woodson",NA,"Sales, MF","Minas Gerais","-46.564722","-21.838889","Poços de Caldas",NA,NA,"1993","08","-46.564722","-21.838889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-08-20 10:03:26-03","UNICAMP","UEC","77478","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Stehmann, JR; Borba, EL; Reis, C; Ippolito, A","1868","1995","12","11",NA,"Brazil",NA,NA,"flor, Flores vermelhas.",NA,NA,"BR-116, km 65","Magnoliopsida",NA,"(Hook. & Arn.) Woodson",NA,"Kinoshita, LS","Rio Grande do Sul","-51.605556","-28.683333","Campestre da Serra",NA,NA,"1996",NA,"-51.605556","-28.683333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-08-20 10:03:27-03","UNICAMP","UEC","81180","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Souza, VC; Souza, JP; Miyagi, PH; Nakagomi, MY","7357","1994","11","14",NA,"Brazil",NA,NA,"Erva, até 40 cm alt., corola vermelha. Cmapo.",NA,NA,"Estrada Itararé-Bonsucesso, Fazenda Santa Maria do Espinho. Campo natural com banhado e mata ciliar adjacentes.","Magnoliopsida",NA,"(Hook. & Arn.) Woodson",NA,"Souza, VC","São Paulo","-49","-24","Itararé",NA,NA,"1994",NA,"-49","-24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-08-20 10:03:26-03","UNICAMP","UEC","80","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Souza, VC; Souza, JP; Miyagi, PH; Nakagomi, MY","7104","1994","11","12",NA,"Brazil",NA,NA,"Erva, até 40 cmalt., flores vermelhas.",NA,NA,"Estação Ecológica de Itapeva","Magnoliopsida",NA,"(Hook. & Arn.) Woodson",NA,"Sales, MF","São Paulo","-49","-24","Itapeva",NA,NA,"1997","11","-49","-24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-08-20 10:03:26-03","UNICAMP","UEC","77489","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Stehmann, JR; Ippolito, A","1683","1995","12",NA,NA,"Brazil",NA,NA,"flor, Subarbusto em campo. Flores vermelhas.",NA,NA,"BR 277, km 370.","Magnoliopsida",NA,"(Hook. & Arn.) Woodson",NA,"Kinoshita, LS","Paraná","-51.4580993652344","-25.395299911499","Guarapuava","940","940","1996",NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA
"142","2021-03-01 16:21:59-03","UNICAMP","UEC","195611","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Valdemarin, KS; Flores, TB; Rocha, OH","665","2017","01","11",NA,"Brazil",NA,NA,"Erva 40cm de altura. Flores vermelhas. Presença de látex.; Mata ciliar","UEC138275",NA,"Parque Estadual Vila Velha. Trilha próxima à Fortaleza. (-25.230708; -49.992051).","Magnoliopsida",NA,"(Hook. & Arn.) Woodson","UEC138275",NA,"Paraná","-50.1618995666504","-25.0949993133545","Ponta Grossa",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"143","2019-08-20 10:03:26-03","UNICAMP","UEC","66009","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Stehmann, JR; Dutilh, JHA; Sciamarelli, A","1199","1993","12","05",NA,"Brazil",NA,NA,"flor, Erva ereta, em campo pedregoso. Flores laranja-forte.",NA,NA,"Estrada Cruz Alta - Júlio de Castilhos,","Magnoliopsida",NA,"(Hook. & Arn.) Woodson",NA,NA,"Rio Grande do Sul","-53.6817016601562","-29.226900100708","Júlio de Castilhos",NA,NA,NA,NA,NA,NA,"41205","auto",NA,NA,NA,NA,NA,NA,NA
"144","2019-08-20 10:03:26-03","UNICAMP","UEC","136629","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Flores, AS; Schütz Rodrigues, R","452","2001","01",NA,NA,"Brazil",NA,NA,"Subarbusto ereto,látex branco, com xilopódio. Flores vermelhas, em campo.",NA,NA,NA,"Magnoliopsida",NA,"(Hook. & Arn.) Woodson",NA,"Simões, AO","Rio Grande do Sul","-51.2299995422363","-30.0331001281738","Porto Alegre",NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"145","2019-08-20 10:03:26-03","UNICAMP","UEC","45","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Marcondes-Ferreira, W; Tombolato, AFC","17905","1985","10","26",NA,"Brazil",NA,NA,"Subarbusto com xilopódio, flores vermelhas, em beira de estrada, resto de cerrado.",NA,NA,"Buri","Magnoliopsida",NA,"(Hook. & Arn.) Woodson",NA,"Sales, MF","São Paulo","-48.3400001525879","-24","Capão Bonito",NA,NA,"1993","06",NA,NA,"39505","auto",NA,NA,NA,NA,NA,NA,NA
"146","2019-08-20 10:03:26-03","UNICAMP","UEC","138807","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Arzolla, FARDP; Vilela, FESP","765","2004","03","09",NA,"Brazil",NA,NA,"Subarbusto com flores de coloração laranja.",NA,NA,"Parque Estadual do Juqueri, Cerrado.","Magnoliopsida",NA,"(Hook. & Arn.) Woodson",NA,"Arzolla, FARDP","São Paulo","-46.7200012207031","-23.3199996948242","Franco da Rocha",NA,NA,NA,NA,NA,NA,"12135","auto",NA,NA,NA,NA,NA,NA,NA
"147","2020-02-18 09:32:36-03","UNICAMP","UEC","81177","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Souza, VC; Dutilh, JHA; Yamamoto, K; Stehmann, JR","4667","1993","11","26",NA,"Brazil",NA,NA,"Erva latescente, ca. 40cm alt., pedúnculo, pedicelos, cálice e corola vermelhos.",NA,NA,"Estrada Itararé-Bonsucesso, ca. 15km de Itararé. Fazenda Ibiti (Ripasa). Beira de estrada.","Magnoliopsida",NA,"(Hook. & Arn.) Woodson",NA,"Scaramuzza, CAMR","São Paulo","-49.3400001525879","-24.1100006103516","Itararé",NA,NA,"1994","11",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"148","2019-11-19 14:04:36-03","UFRPE","PEUFR","52558","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","A. Reis; Fantini","713","1987","12","10",NA,"Brasil",NA,NA,"Erva com flores vermelhas.","PEUFR052558",NA,"Estrada cruzamento Morro dos Conventos, Arroio do Silva",NA,NA,"(Hook. & Arn.) Woodson",NA,NA,"Santa Catarina","-48.5491981506348","-27.596700668335","Florianópolis","5","5",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA
"149","2019-11-19 14:04:36-03","UFRPE","PEUFR","52559","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","A. Reis; Fantini","717","1987","12","11",NA,"Brasil",NA,NA,"Erva com flores vermelhas.","PEUFR052559",NA,"Praia do Sonho, Palhoça.",NA,NA,"(Hook. & Arn.) Woodson",NA,NA,"Santa Catarina","-48.5491981506348","-27.596700668335","Florianópolis",NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA
"150","2019-11-05 16:43:01-03","UFOP","OUPR","432","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Ex Herb. Escola de Minas n. 858.",NA,NA,"Cachoeira do Campo",NA,NA,"(Hook. & Arn.) Woodson",NA,NA,"Minas Gerais","-43.5080986022949","-20.2875003814697","Ouro Preto",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"151","2020-01-24 17:51:12-03","PUCRS","MPUC","22420","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","G.E. Ferreira",NA,"2012","11","17","South America","Brasil",NA,NA,NA,NA,NA,"Parque das Cachoeiras",NA,"Gentianales","(Hook. & Arn.) Woodson",NA,NA,"RS","-50.9134166667","-28.6630555556","Vacaria",NA,NA,NA,NA,"-50.9134166667","-28.6630555556",NA,NA,NA,"Magnoliopsida","505","930","930","1",NA
"152","2019-01-17 11:25:35-02","PUCRS","MPUC","17024","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea",NA,NA,"1983","11","17","South America","Brasil",NA,NA,NA,NA,NA,"BR 116 km 307, Fazenda São Maximiano",NA,"Gentianales","(Hook. & Arn.) Woodson",NA,"N.I. Matzenbacher","RS","-51.3280556","-30.1011667","Guaíba",NA,NA,NA,NA,"-51.3280556000","-30.1011667000",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"1",NA
"153","2020-01-24 17:51:12-03","PUCRS","MPUC","21930","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea",NA,NA,"2016","12","05","South America","Brasil",NA,NA,"SP2P10",NA,NA,"Morro São Pedro, Lami",NA,"Gentianales","(Hook. & Arn.) Woodson",NA,"C. Vogel Ely","RS","-51.1105555556","-30.1777777778","Porto Alegre",NA,NA,"2017","01","-51.1105555556","-30.1777777778",NA,NA,"01","Magnoliopsida",NA,"12","12","1",NA
"154","2020-01-24 17:51:12-03","PUCRS","MPUC","21936","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea",NA,NA,"2016","11","23","South America","Brasil",NA,NA,"SP1P3",NA,NA,"Morro São Pedro, Lami",NA,"Gentianales","(Hook. & Arn.) Woodson",NA,"C. Vogel Ely","RS","-51.1105555556","-30.1777777778","Porto Alegre",NA,NA,"2017","01","-51.1105555556","-30.1777777778",NA,NA,"01","Magnoliopsida",NA,"12","12","1",NA
"155","2019-01-17 11:25:35-02","PUCRS","MPUC","2712","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea",NA,NA,"1943","11","07","South America","Brasil",NA,NA,NA,NA,NA,"Morro Santa Tereza",NA,"Gentianales","(Hook. & Arn.) Woodson",NA,"G.D.S. Seger","RS","-51.2372222222","-30.0191388889","Porto Alegre",NA,NA,"2016","01","-51.2372222222","-30.0191388889",NA,NA,"01","Magnoliopsida",NA,NA,NA,"1",NA
"156","2020-10-14 09:58:18-03","FURB","FURB","7103","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Grippa, C.R.","49","2007","11","19",NA,"Brasil",NA,NA,NA,"FURB00534",NA,"Encontrada na margem esquerda do rio Pelotinhas.",NA,NA,"(Hook. & Arn.) Woodson","FURB00534","Sobral, M","Santa Catarina","-50.6308334","-28.2944444","Capão Alto","710","710","2009","03","-50.6308334","-28.2944444",NA,NA,"09",NA,NA,NA,NA,NA,NA
"157","2020-10-14 09:58:18-03","FURB","FURB","47738","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Engels, M.E.; Lozano, E.D.","2069","2013","12","10",NA,"Brasil",NA,NA,NA,"FURB47738",NA,NA,NA,NA,"(Hook. & Arn.) Woodson","FURB47738","Engels, ME","Paraná","-50.0064010620117","-25.4293994903564","Palmeira",NA,NA,"2013","12",NA,NA,"35166","auto","10",NA,NA,NA,NA,NA,NA
