"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","coordinatePrecision","geoFlag","class","minimumElevationInMeters","maximumElevationInMeters","individualCount","fieldNumber","typeStatus"
"53","2020-12-21 16:16:49-03","MBM","MBM","190621","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Cabrera, A.L.",NA,NA,NA,"Mattos, A. de","1951","01","05","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,"MBM190621",NA,NA,NA,"s.n.","Southern America","Fazenda Santa Rita",NA,"35166","auto",NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:16:49-03","MBM","MBM","190626","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.","1989","09","18","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,"MBM190626",NA,NA,NA,"13965","Southern America","Recanto dos Papagaios",NA,"35166","auto",NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:16:49-03","MBM","MBM","130","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Barroso, G.M.","1966",NA,NA,"Hatschbach, G.","1965","10","01","Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"Capítulos alvos.; Do campo seco.","MBM000130","MBM000130",NA,NA,"12853","Southern America","Fazenda Barrozinha.",NA,"46557","auto",NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:16:49-03","MBM","MBM","159598","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Hatschbach, G.","1993",NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","1993","04","15","Brazil","Rio Grande do Sul","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"Capítulos alvos.; Campo, depressões turfosas úmidas.","MBM159598","MBM159598",NA,NA,"59360","Southern America",NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:16:50-03","MBM","MBM","317964","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Barboza, E.","2009",NA,NA,"Kozera, C.","2005","08","04","Brazil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"Herbácea com flores brancas.; Campo recém queimado.","MBM317964","MBM317964",NA,NA,"3153","Southern America","Ponte dos Arcos.",NA,"27346","auto",NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:16:50-03","MBM","MBM","28454","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Cabrera, A.L.","1974",NA,NA,"Hatschbach, G.","1973","10","17","Brazil","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"Flor alva.; Campo pedregoso.","MBM028454","MBM028454",NA,NA,"32711","Southern America","Morro Grande.",NA,"53832","auto",NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:16:49-03","MBM","MBM","18551","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Hatschbach, G.","1971","08",NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","1970","11","18","Brazil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"Flor alva.; Campo pedregoso.","MBM018551","MBM018551",NA,NA,"25505","Southern America","Sertão de cima.",NA,"44368","auto",NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:16:49-03","MBM","MBM","190625","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.","1979","10",NA,"Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,"MBM190625",NA,NA,NA,"13943","Southern America","Fazenda Santa Rita",NA,"35166","auto",NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:16:49-03","MBM","MBM","190622","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.","1979","10",NA,"Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,"MBM190622",NA,NA,NA,"13943","Southern America","Fazenda Santa Rita",NA,"35166","auto",NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:16:49-03","MBM","MBM","190620","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Cabrera, A.L.",NA,NA,NA,"Mattos, A. de","1951","01","16","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,"MBM190620",NA,NA,NA,"s.n.","Southern America","Fazenda Santa Rita",NA,"35166","auto",NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:16:49-03","MBM","MBM","190627","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.","1978","10","11","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,"MBM190627",NA,NA,NA,"9864","Southern America","Próximo ao rio dos Papagaios",NA,"35166","auto",NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:16:50-03","MBM","MBM","190628","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.; et al.; et al.","1978","08","08","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,"MBM190628",NA,NA,NA,"9200","Southern America","Próximo ao rio dos Papagaios",NA,"35166","auto",NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:16:49-03","MBM","MBM","190623","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.","1977","10","25","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,"MBM190623",NA,NA,NA,"6569","Southern America","Próximo ao Rio dos Papagaios",NA,"35166","auto",NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:16:50-03","MBM","MBM","296665","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Cordeiro, J.; Ribas, O.S.","2004",NA,NA,"Cervi, A.C.","1999","10","13","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"Erva ereta. Flores com pétalas alvas.; Campos limpos.","MBM296665","MBM296665",NA,NA,"6872","Southern America","Recanto dos Papagaios",NA,"35166","auto",NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:16:50-03","MBM","MBM","190630","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.; et al.; et al.","1970","10","12","Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,"MBM190630",NA,NA,NA,"3006","Southern America","Rio dos Papagaios",NA,"35166","auto",NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:16:50-03","MBM","MBM","42753","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Hatschbach, G.","1966","07",NA,"Hatschbach, G.","1964","10","02","Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"Capítulos alvos.; Do campo seco.","MBM042753","MBM042753",NA,NA,"11623","Southern America","Fazenda Rivadavia.",NA,"46557","auto",NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:16:49-03","MBM","MBM","130","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,"MBM000130","MBM000130",NA,NA,"12853","Southern America","Rodovia do Café, Fazenda Barrozinho",NA,"46557","auto",NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:16:50-03","MBM","MBM","395724","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Barboza, E.","2015","04","14","Engels, M.E.; Lozano, E.D.; Lozano, E.D.","2013","11","03","Brazil","Paraná","Porto Amazonas","-49.8903007507324","-25.5447006225586",NA,NA,"Caule e folhas verdes. Capítulo alvo.; Campo.","MBM395724","MBM395724",NA,NA,"1861","Southern America","Rodovia BR 277, margem da rodovia",NA,"14684","auto",NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:16:49-03","MBM","MBM","164902","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Falkenberg, D.B.","1991",NA,NA,"Falkenberg, D.B.","1984","11","16","Brazil","Rio Grande do Sul","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"Erva, 25 cm de altura. Flores brancas.; Em campo úmido.","MBM164902","MBM164902",NA,NA,"1872","Southern America",NA,NA,"30776","auto",NA,"800","800",NA,NA,NA
"72","2020-12-21 16:16:50-03","MBM","MBM","91827","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Sobral, M.","1983","12",NA,"Sobral, M.; Stehmann, J.R.; Stehmann, J.R.","1983","12",NA,"Brazil","Rio Grande do Sul","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"Erva, capítulos brancos.; Em banhado.","MBM091827","MBM091827",NA,NA,"2715","Southern America","Faxinal.",NA,"30776","auto",NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:16:50-03","MBM","MBM","227145","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Jarenkow, J.A.","1998","01",NA,"Jarenkow, J.A.; Garcia, E.N.; Garcia, E.N.","1997","11","16","Brazil","Rio Grande do Sul","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"Erva rosetada. Capítulos com filárias verdes. Flores brancas.; Campo úmido.","MBM227145","MBM227145",NA,NA,"3638","Southern America","Borda dos Amparados.",NA,"42598","auto",NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:16:50-03","MBM","MBM","298661","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Hatschbach, G.","2004",NA,NA,"Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","2004","11","20","Brazil","Rio Grande do Sul","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"Ereta, capítulo alvo.; Campo limpo, solo turfoso e úmido.","MBM298661","MBM298661",NA,NA,"78268","Southern America","Serra da Rocinha",NA,"42598","auto",NA,"1100","1100",NA,NA,NA
"75","2020-12-21 16:16:50-03","MBM","MBM","227527","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Robinson, H.","1998","01",NA,"Molon, R.C.","1997","11","22","Brazil","Rio Grande do Sul","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"No campo.","MBM227527","MBM227527",NA,NA,"12180","Southern America","Serra da Rocinha",NA,"42598","auto",NA,"1450","1450",NA,NA,NA
"76","2020-12-21 16:16:50-03","MBM","MBM","358735","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Cordeiro, J.; Barboza, E.","2009",NA,NA,"Grupo de estudos - Reófitas UHBG","2007","12","15","Brazil","Santa Catarina","Campo Belo do Sul","-50.760799407959","-27.8992004394531",NA,NA,"Arvoreta, 3,5 m de altura, flor branca.; Margem do rio. Local ensolarado.","MBM358735","MBM358735",NA,NA,"2519","Southern America","Rio Vacas Gordas",NA,"35150","auto",NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:16:49-03","MBM","MBM","170260","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Hatschbach, G.","1994",NA,NA,"Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","1994","11","23","Brazil","Santa Catarina","Praia Grande","-49.9502983093262","-29.1966991424561",NA,NA,"Erva, flores alvas.; Campo limpo de solo rochoso.","MBM170260","MBM170260",NA,NA,"61256","Southern America","Serra do Faxinal",NA,"21549","auto",NA,"1000","1000",NA,NA,NA
"78","2015-09-04 07:27:24-03","MNHN","RECOLNAT_MNHN_P","P03737147","PreservedSpecimen",NA,"Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Roque",NA,NA,NA,"Saint-Hilaire, A. de","1816","1","1","Brésil",NA,NA,NA,NA,NA,NA,"Voyage d' Auguste de Saint-Hilaire, de 1816 à 1821 . . No. 1481. Catal C2, 1e. part. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03737147' target='other'> <mi>dwc_moreinfo</mi></a>","P03737147","P03737147_01",NA,NA,NA,NA,"Brésil, Province de Saint-Paul. Brasil, América do Sul","hb",NA,NA,NA,NA,NA,NA,"C2 1496",NA
"79","2016-06-03 16:01:46-03","MNHN","RECOLNAT_MNHN_P","P03737189","PreservedSpecimen",NA,"Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera",NA,NA,NA,NA,"Lourteig, A.","1967","12","14","Brasil","Santa Catarina",NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03737189' target='other'> <mi>dwc_moreinfo</mi></a>","P03737189","P03737189_01",NA,NA,NA,NA,"Brasil, Est. Santa Catarina. Mun. São Joaquim, Serra do Oratório. Santa Catarina, Sul, Brasil, América do Sul","hb",NA,NA,NA,"1400",NA,NA,"2161",NA
"80","2016-06-03 16:04:19-03","MNHN","RECOLNAT_MNHN_P","P03737190","PreservedSpecimen",NA,"Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera",NA,NA,NA,NA,"Hatschbach, G.","1973","10","17","Brasil","Paraná",NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03737190' target='other'> <mi>dwc_moreinfo</mi></a>","P03737190","P03737190_01",NA,NA,NA,NA,"Paraná, Morro Grande (m. Guarapuava). Paraná, Sul, Brasil, América do Sul","hb",NA,NA,NA,NA,NA,NA,"32711",NA
"81","2015-09-04 07:27:24-03","MNHN","RECOLNAT_MNHN_P","P03737146","PreservedSpecimen",NA,"Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Roque",NA,NA,NA,"Hatschbach, G.","1965","10","1","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03737146' target='other'> <mi>dwc_moreinfo</mi></a>","P03737146","P03737146_01",NA,NA,NA,NA,"Brasil, Parana. Mun. Ponta Grossa, Rod. do Café, Fda. Barrozinha. Ponta Grossa, Paraná, Sul, Brasil, América do Sul","hb","46557","auto",NA,NA,NA,NA,"12853",NA
"82","2021-02-11 17:18:07-03","UFPR","UPCB","5519","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Hatschbach, G.",NA,NA,NA,"Occhioni, P.","1966","11","09","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"Erva, corola branca. Campo limpo..",NA,NA,NA,NA,NA,NA,"Parque Estadual de Vila Velha",NA,"46557","auto",NA,NA,NA,NA,NA,NA
"83","2021-02-11 17:18:07-03","UFPR","UPCB","48823","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Cordeiro, J. & Ribas, O.S.","2004","01","01","Cervi, A.C.","1999","10","13","Brasil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"Erva ereta, flores com pétalas alvas. Campo limpo..",NA,NA,NA,NA,"6872",NA,"Recanto dos Papagaios",NA,"35166","auto",NA,NA,NA,NA,NA,NA
"84","2021-02-11 17:18:07-03","UFPR","UPCB","7437","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Cabrera, A.L.","1969","01",NA,"Hatschbach, G.","1967","10","03","Brasil","Paraná","Colombo","-49.2242012023926","-25.2917003631592",NA,NA,"Capítulo alvo. Campo levemente úmido..",NA,NA,NA,NA,"17263",NA,"Rio Canguiri",NA,"13536","auto",NA,NA,NA,NA,NA,NA
"85","2021-02-11 17:18:07-03","UFPR","UPCB","14530","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Hatschbach, G.","1987","05",NA,"Hatschbach, G.","1986","11","28","Brasil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"Capítulo alvo. Campo limpo, solo levemente úmido..",NA,NA,NA,NA,"50821",NA,"Rodovia BR 277, Rio dos Papagaios",NA,"35166","auto",NA,NA,NA,NA,NA,NA
"86","2021-02-11 17:18:07-03","UFPR","UPCB","45607","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Robinson, H.","2002","01","01","Hatschbach, G.","2001","11","13","Brasil","Rio Grande do Sul","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"Ereta, capítulo alvo, em campo limpo e seco..",NA,NA,NA,NA,"72674",NA,"Rodovia São José dos Ausentes-Silveira",NA,"42598","auto",NA,NA,NA,NA,NA,NA
"87","2020-09-12 05:00:02-03","US","US","2269462","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera",NA,NA,NA,NA,"L. B. Smith & R. Reitz","1957","1","25","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"US00119793","US00119793_01",NA,"Asterales","10417","South America","Bom Retiro, Fazenda Campo dos Padres.",NA,NA,NA,"Dicotyledonae","1650","1650","1",NA,"Type collection"
"88","2019-10-07 09:11:52-03","UEFS","HUEFS","19631","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera",NA,NA,NA,NA,"Hatschbach, G.","1994","09","17","Brasil","Santa Catarina","Campos Novos","-51.2249984741211","-27.4016990661621",NA,NA,NA,"HUEFS0019631","HUEFS0019631 HUEFS0019631_01","Angiospermae","Asterales","61985",NA,NA,NA,"43319","auto","Asteranae",NA,NA,NA,NA,NA
"89","2019-04-02 09:30:44-03","URICER","HPBR","716","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabr","ZANIN,E.M.",NA,NA,NA,"ZANIN,E.M","1985","10","25","Brasil","RS","Tramandaí","-50.1335983276367","-29.9846992492676",NA,NA,NA,"HPBR000716",NA,NA,NA,NA,NA,"Morro dos Capões",NA,"21077","auto",NA,NA,NA,"1",NA,NA
"90","2019-11-01 14:54:19-03","UnB","UB","123893","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera",NA,NA,NA,NA,"Hatschbach, G","1965","11",NA,"Brasil","Paraná ","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"Capítulos alvos.; Campo seco, limpo",NA,NA,"Dicotyledoneae",NA,"12853","Southern America","Rod. do Café. Fazenda Barrozinha",NA,"46557","auto",NA,NA,NA,NA,NA,NA
"91","2019-11-01 14:54:19-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Hatschbach, G","1994",NA,NA,"Hatschbach, G; Silva, JM","1994","09","17","Brasil","Santa Catarina","Campos Novos","-51.2249984741211","-27.4016990661621",NA,NA,"Capítulos alvos; Campo seco, limpo. Solo rochoso",NA,NA,"Dicotyledoneae",NA,"61985A","Southern America","Rod. SC-470, próximo a divisa com Erval do Oeste",NA,"43319","auto",NA,NA,NA,NA,NA,NA
"92","2019-11-01 14:54:19-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Hatschbach, G","1994",NA,NA,"Hatschbach, G; Ribas, OS","1994","11","23","Brasil","Santa Catarina","Praia Grande","-49.9502983093262","-29.1966991424561",NA,NA,"Erva. Flores alvas; Campo limpo de solo rochoso",NA,NA,"Dicotyledoneae",NA,"61256","Southern America","Rod. SC-450, Serra do Faxinal",NA,"21549","auto",NA,"1000","1000",NA,NA,NA
"93","2020-08-20 14:55:15-03","UFSC","FLOR","51301","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Trevisan, R.; et alii","2013","12","18","Trevisan, R.","2013","12","08","Brasil","Santa Catarina","Urubici","-49.634167","-28.16","49º38'3''W","28º9'36''S","Capítulos brancos.","FLOR0051301",NA,NA,"Asterales","1416",NA,"Parque Nacional (PARNA) São Joaquim.",NA,NA,NA,NA,"1569","1569",NA,NA,NA
"94","2020-08-20 14:55:15-03","UFSC","FLOR","61903","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Trevisan, R.","2014","12","13","Trevisan, R.; et al.","2014","12","13","Brasil","Santa Catarina","Urubici","-49.620278","-28.16","49º37'13''W","28º9'36''S","Capítulos brancos. (Nota da curadoria FLOR: as coordenadas impressas na ficha estão erradas. Obtivemos a corretas diretamente com o coletor) Habitat: Em campo seco com afloramento de rochas","FLOR0061903","FLOR0061903",NA,"Asterales","1634",NA,"Parque Nacional de São Joaquim.",NA,NA,NA,NA,"1666","1666",NA,NA,NA
"95","2020-08-20 14:55:15-03","UFSC","FLOR","66898","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Funez, L.A.","2019","04","10","Funez, L.A.; Costa-Rezende, D.H.; Ribeiro-Nardes, W.; Comin, M.","2018","11","10","Brasil","Santa Catarina","Bom Jardim da Serra","-49.606389","-28.162222","49º36'23''W","28º9'44''S","Erva","FLOR0066898","FLOR0066898",NA,"Asterales","8436",NA,"Parque Nacional de São Joaquim. Campos de Santa Bárbara. Parque Nacional de São Joaquim",NA,NA,NA,NA,"1665","1665",NA,NA,NA
"96","2020-08-20 20:38:13-03","UFSC","FLOR","21386","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Falkenberg, D.B.","1991",NA,NA,"Falkenberg, D.B.","1984","11","16","Brasil","Rio Grande do Sul","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"erva, 0,25m altura","FLOR0021386",NA,NA,"Asterales","1872",NA,"Estrada de Praia Grande ao Itaimbezinho.",NA,"30776","auto",NA,"900","900",NA,NA,NA
"97","2020-08-20 14:55:15-03","UFSC","FLOR","15215","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera",NA,NA,NA,NA,"Silva Filho, F.A. da","1985","10","05","Brasil","Rio Grande do Sul","Muitos Capões","-51.1817016601562","-28.3141994476318",NA,NA,NA,"FLOR0015215",NA,NA,"Asterales","523",NA,NA,NA,"41750","auto",NA,NA,NA,NA,NA,NA
"98","2020-08-20 20:38:13-03","UFSC","FLOR","30684","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Jarenkow, J.A.","1998",NA,NA,"Jarenkow, J.A.; Garcia, E.N.","1997","11","16","Brasil","Rio Grande do Sul","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"erva rosetada, flor capítulo com filárias verdes; flores brancas","FLOR0030684",NA,NA,"Asterales","3638",NA,"Estrada da Rocinha, borda dos Aparados.",NA,"42598","auto",NA,NA,NA,NA,NA,NA
"99","2020-08-20 20:38:13-03","UFSC","FLOR","30681","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Jarenkow, J.A.","1998",NA,NA,"Jarenkow, J.A.; Garcia, E.N.","1997","11","16","Brasil","Rio Grande do Sul","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,"erva, flor capítulos com filárias verdes; flores brancas","FLOR0030681",NA,NA,"Asterales","3630",NA,"Estrada para Bom Jesus, ca. de 2 km da EMBRAPA.",NA,"63451","auto",NA,NA,NA,NA,NA,NA
"100","2020-08-20 20:38:13-03","UFSC","FLOR","16403","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Falkenberg, D.B.","1987",NA,NA,"Falkenberg, D.B.; Souza, M.L.","1986","11","08","Brasil","Santa Catarina","Bom Jardim da Serra","-49.624698638916","-28.3369007110596",NA,NA,"flor capítulo branco","FLOR0016403",NA,NA,"Asterales","4000",NA,"Beira do planalto no topo da Serra do Rio do Rastro.",NA,"32577","auto",NA,"1300","1300",NA,NA,NA
"101","2020-08-20 20:38:13-03","UFSC","FLOR","27241","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Hatschbach, G.","1994",NA,NA,"Hatschbach, G.; Silva, J.M.","1994","09","17","Brasil","Santa Catarina","Campos Novos","-51.2249984741211","-27.4016990661621",NA,NA,"flor capítulos alvos","FLOR0027241",NA,NA,"Asterales","61985",NA,"Rod. SC-470, próximo a divisa com Erval do Oeste.",NA,"43319","auto",NA,NA,NA,NA,NA,NA
"102","2021-02-08 12:36:50-03","UFRGS","ICN","009383","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","08",NA,"Lindeman, JC; Lindeman, FM; Porto, ML; Giardi, AM","1971","12","04","Brasil","RS","Rocinha",NA,NA,NA,NA,"Flórulas brancas, lobo pequeno amarelo; Campo na margem do planalto",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","fronteira RS - SC entre Bom Jesus e Turvo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-02-08 12:36:50-03","UFRGS","ICN","103319","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","08",NA,"Matzenbacher, NI","1993","11","03","Brasil","SC","Rio do Rastro",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-02-08 12:36:50-03","UFRGS","ICN","103320","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","08",NA,"Matzenbacher, NI","1993","11","03","Brasil","SC","Rio do Rastro",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-02-08 12:36:50-03","UFRGS","ICN","157446","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","07",NA,"Ferreira, PPA","2007","11","19","Brasil","RS","São José dos Ausentes","-49.801389","-28.619167","-49.801389","-28.619167","corola branca.; campo.",NA,NA,"Dicotyledon",NA,"47","América do Sul","Pico do Monte Negro",NA,NA,NA,NA,NA,NA,NA,NA,NA
