"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","identifiedBy","imagecode","infraspecificEpithet","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber","sex"
"295","2021-03-21 19:35:06-03","UFC","EAC","45310","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Oliveira, R.C.; Silva, M.L.; Ribeiro, A.R.O.; Araújo, J.E.","2012","2007","11","02","Southern America","Brasil","Rio Grande do Norte","Baía Formosa","Praia do Sagi, entrada da Vila, margem de área úmida, solo orgânico, inundável, relevo plano.","-34.979722","-6.465",NA,"Subarbusto, frequente, flor azulada.; Campo úmido.","EAC0045310","Loiola, M.I.B.; Moreno, D.A.","EAC0045310",NA,NA,NA,NA,"2015","04","17","-34.979722","-6.465",NA,NA,NA,NA,NA,NA,NA,NA
"296","2021-03-21 19:35:06-03","UFC","EAC","62187","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Sampaio, V.S.; Lucena, E.M.P.; Pinheiro, L.F.","196","2017","10","26","Southern America","Brasil","Ceará","São Gonçalo do Amarante","Jardim Botânico de São Gonçalo do Amarante","-38.887389","-3.568833",NA,"Folhas simples, velutinas, flores lilases, fruto vagens verdes.; Restinga.","EAC0062187","Sampaio, V.S.","EAC0062187",NA,NA,"28","28","2018","12","19","-38.887389","-3.568833",NA,NA,NA,NA,NA,NA,NA,NA
"297","2021-03-21 19:35:06-03","UFC","EAC","10378","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Ramalho Campêlo, C.","s.n.","1981","06","05","Southern America","Brasil","Alagoas","Maceió","Mangabeira","-35.7352981567383","-9.6658296585083",NA,NA,"EAC0010378","Fernandes, A.","EAC0010378",NA,NA,NA,NA,"1986","09","17",NA,NA,"34538","auto",NA,NA,NA,NA,NA,NA
"298","2021-03-21 19:35:06-03","UFC","EAC","1491","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Ducke, A.","s.n.","1955","11","26","Southern America","Brasil","Ceará","Fortaleza","Aldeota","-38.543098449707","-3.71722006797791",NA,"Arbusto pequeno., flor branca","EAC0001491","Fernandes, A.","EAC0001491",NA,NA,NA,NA,"1986","09","17",NA,NA,"19924","auto",NA,NA,NA,NA,NA,NA
"299","2021-03-21 19:35:06-03","UFC","EAC","1155","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Ducke, A.","s.n.","1955","04","04","Southern America","Brasil","Ceará","Fortaleza","Barra do Cocó","-38.543098449707","-3.71722006797791",NA,"Flor lilás","EAC0001155","Fernandes, A.","EAC0001155",NA,NA,NA,NA,"1986","09","17",NA,NA,"19924","auto",NA,NA,NA,NA,NA,NA
"300","2021-03-21 19:35:06-03","UFC","EAC","6685B","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Fernandes, A.; Matos, F.J.A.","EAC6685B","1979","07","06","Southern America","Brasil","Paraíba","Mamanguape",NA,"-35.1260986328125","-6.83861017227173",NA,"Subarbusto.; Cerrado","EAC006685B","Fernandes, A.",NA,NA,NA,NA,NA,"1986","09","17",NA,NA,"36853","auto",NA,NA,NA,NA,NA,NA
"301","2020-12-21 16:25:58-03","MBM","MBM","94671","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Noblick, L.R.","3009",NA,NA,NA,"Southern America","Brazil","Bahia","Lençóis","Lençóis","-41.3899993896484","-12.563099861145",NA,NA,"MBM094671","Noblick, L.R.","MBM094671",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA
"302","2020-12-21 16:25:58-03","MBM","MBM","139710","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Santos, T.S. dos; et al.; et al.","4522",NA,NA,NA,"Southern America","Brazil","Bahia","Maraú","Km 70 a 75 na estrada de Ubaitaba para Campinhos","-39.0147018432617","-14.103099822998",NA,NA,"MBM139710",NA,"MBM139710",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47076","auto",NA,NA,NA,NA,NA,NA
"303","2020-12-21 16:25:58-03","MBM","MBM","162268","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Souza, V.C.; et al.; et al.","2124",NA,NA,NA,"Southern America","Brazil","Bahia","Porto Seguro","Porto Seguro","-39.0647010803223","-16.4496994018555",NA,NA,"MBM162268","Souza, V.C.","MBM162268",NA,NA,NA,NA,NA,NA,NA,NA,NA,"68835","auto",NA,NA,NA,NA,NA,NA
"304","2020-12-21 16:25:58-03","MBM","MBM","152695","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Queiróz, L.P. de","2538",NA,NA,NA,"Southern America","Brazil","Bahia","Salvador","Dunas de Itapuã","-38.510799407959","-12.9710998535156",NA,NA,"MBM152695","Queiróz, L.P. de","MBM152695",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA
"305","2020-12-21 16:25:58-03","MBM","MBM","393890","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Guedes, M.L.; Costa, T.F.; Costa, T.F.","21588","2014","04","27","Southern America","Brazil","Bahia","Conde","Litoral Norte, Caminho para Cavalo Russo","-37.6","-11.8",NA,"Subarbusto. Folhas trifolioladas, folíolos discolores. Flores com pétalas liláses. Fruto imaturo verde.; Restinga arbórea.","MBM393890","Guedes, M.L.","MBM393890",NA,NA,NA,NA,"2014","05",NA,"-37.6","-11.8",NA,NA,NA,NA,NA,NA,NA,NA
"306","2020-12-21 16:25:58-03","MBM","MBM","90055","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Hatschbach, G.","47782",NA,NA,NA,"Southern America","Brazil","Bahia","Nova Viçosa","Costa Altântica","-39.371898651123","-17.8918991088867",NA,NA,"MBM090055","Lewis, G.P.","MBM090055",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70538","auto",NA,NA,NA,NA,NA,NA
"307","2020-12-21 16:25:58-03","MBM","MBM","8620","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","10605",NA,NA,NA,"Southern America","Brazil","Paraná","Laranjeiras do Sul","Km 127","-52.4160995483398","-25.4078006744385",NA,NA,"MBM008620","Burkart, A.","MBM008620",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28404","auto",NA,NA,NA,NA,NA,NA
"308","2020-12-21 16:25:58-03","MBM","MBM","91239","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Cordeiro, I.","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","Itanhaém","Próximo de Taques, Perto de Itanhaém","-46.7799987792969","-24.1800003051758",NA,NA,"MBM091239","Lewis, G.P.","MBM091239",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA
"309","2019-08-15 09:02:56-03","UESC","UESC","8321","S","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir","Conceição, A.S.","150","1997","12","06",NA,"Brasil","Bahia","Salvador",NA,"-38.416389","-12.945556",NA,"Sec. De Floresta Atlântica e Restinga (antropizada).; Subarbusto ca. 0,50 m de altura.; Folha SD.24-X-A","UESC0008321","A.S.Conceição",NA,NA,NA,NA,NA,"1998","01",NA,"38W24'59''","12S56'44''",NA,NA,NA,NA,NA,NA,NA,NA
"310","2019-08-15 09:02:56-03","UESC","UESC","13485","S","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir","Jesus, N.G.","1638","2003","01","15",NA,"Brasil","Bahia","Conde",NA,"-37.516667","-11.776944",NA,"Subarbusto 0,80m de altura, ocasional.","UESC0013485",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37w31'0''","11s46'37''",NA,NA,NA,NA,NA,NA,NA,NA
"311","2019-08-15 09:02:56-03","UESC","UESC","370","S","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir","Jesus, J.A.de","2140","1995","03","21",NA,"Brasil","Bahia","Ilhéus","Castelo Novo","-39.0494003295898","-14.7889003753662",NA,"Região de Mata Higrófila Sul-Baiana (Mata Atlântica). Solo sílico-argiloso a argiloso. Capoeira.; Subarbusto, 40-50 cm de altura.","UESC0000370","J.G.Jardim",NA,NA,NA,NA,NA,"1996",NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA
"312","2019-08-15 09:02:56-03","UESC","UESC","859","S","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia",NA,"L.A.Mattos Silva","3368","1996","03","29",NA,"Brasil","Bahia","Una",NA,"-39.0752983093262","-15.2932996749878",NA,"vegetação típica de cerrado. Área restrita entre mangue a Leste, restinga ao Sul e Mata Higrófila (Atlântica) a Oeste e Norte. Solo arenoso.; Arbusto, aproximadamente 1m de altura.; Frequente, slide.","UESC0000859","J.G.Jardim",NA,NA,NA,"10","10","1996","04",NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA
"313","2019-08-15 09:02:56-03","UESC","UESC","2226","S","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir","L.A.Mattos Silva","3758","1998","05","28",NA,"Brasil","Bahia","Una","Comandatuba","-39.0752983093262","-15.2932996749878",NA,"Vegetação de cerrado, dentro de uma área de restinga. Próximo a praia.; Arbusto, cerca de 80 cm de altura.; Frequente.","UESC0002226",NA,NA,NA,NA,"10","10",NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA
"314","2015-09-04 02:26:37-03","MNHN","RECOLNAT_MNHN_P","P02763038","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Spruce, R.",NA,"1849","11","1",NA,"Brésil",NA,NA,"Santarem, prov. Pará",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763038' target='other'> <mi>dwc_moreinfo</mi></a>","P02763038",NA,"P02763038_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2017-01-17 10:49:01-02","MNHN","RECOLNAT_MNHN_P","P02763034","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Salzmann, P.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763034' target='other'> <mi>dwc_moreinfo</mi></a>","P02763034",NA,"P02763034_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2015-09-04 02:26:14-03","MNHN","RECOLNAT_MNHN_P","P00758558","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Saint-Hilaire, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758558' target='other'> <mi>dwc_moreinfo</mi></a>","P00758558",NA,"P00758558_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 1",NA,NA,NA,NA
"317","2015-09-04 02:26:14-03","MNHN","RECOLNAT_MNHN_P","P00758559","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Rio de Janeiro",NA,"Brésil.- Province de Rio de Janeiro.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758559' target='other'> <mi>dwc_moreinfo</mi></a>","P00758559",NA,"P00758559_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 1",NA,NA,NA,NA
"318","2015-09-04 02:26:14-03","MNHN","RECOLNAT_MNHN_P","P00758560","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758560' target='other'> <mi>dwc_moreinfo</mi></a>","P00758560",NA,"P00758560_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 1",NA,NA,NA,NA
"319","2015-09-04 02:26:37-03","MNHN","RECOLNAT_MNHN_P","P02763023","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Lépine, J.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763023' target='other'> <mi>dwc_moreinfo</mi></a>","P02763023",NA,"P02763023_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2017-01-17 11:48:22-02","MNHN","RECOLNAT_MNHN_P","P02763032","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Spruce, R.",NA,"1854","6","1",NA,"Colombie",NA,NA,"Maypures",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763032' target='other'> <mi>dwc_moreinfo</mi></a>","P02763032",NA,"P02763032_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3808",NA,NA,NA,NA
"321","2017-01-17 10:49:01-02","MNHN","RECOLNAT_MNHN_P","P02763033","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Spruce, R.",NA,"1850","3","1",NA,"Brésil",NA,NA,"Santarem",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763033' target='other'> <mi>dwc_moreinfo</mi></a>","P02763033",NA,"P02763033_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"739",NA,NA,NA,NA
"322","2017-01-17 11:48:22-02","MNHN","RECOLNAT_MNHN_P","P02763035","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Salzmann",NA,"1830","1","1",NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763035' target='other'> <mi>dwc_moreinfo</mi></a>","P02763035",NA,"P02763035_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2017-01-17 10:49:01-02","MNHN","RECOLNAT_MNHN_P","P02763036","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Weddell, H.A.",NA,"1843","1","1",NA,"Brésil","Rio de Janeiro",NA,"Environs de Rio-Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763036' target='other'> <mi>dwc_moreinfo</mi></a>","P02763036",NA,"P02763036_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"388",NA,NA,NA,NA
"324","2017-01-17 11:48:22-02","MNHN","RECOLNAT_MNHN_P","P02763037","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","s.c.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763037' target='other'> <mi>dwc_moreinfo</mi></a>","P02763037",NA,"P02763037_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2017-01-17 10:49:01-02","MNHN","RECOLNAT_MNHN_P","P02763046","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Riedel, L.",NA,"1832","1","1",NA,"Brésil","Rio de Janeiro",NA,"R. Jan.",NA,NA,"hb","Reçu le 8 octobre 1892 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763046' target='other'> <mi>dwc_moreinfo</mi></a>","P02763046",NA,"P02763046_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"131",NA,NA,NA,NA
"326","2017-01-17 10:49:01-02","MNHN","RECOLNAT_MNHN_P","P02763047","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","s.c.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"R. Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763047' target='other'> <mi>dwc_moreinfo</mi></a>","P02763047",NA,"P02763047_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2017-01-17 10:49:01-02","MNHN","RECOLNAT_MNHN_P","P02763048","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"(Rio Janeiro)",NA,NA,"hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763048' target='other'> <mi>dwc_moreinfo</mi></a>","P02763048",NA,"P02763048_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10517",NA,NA,NA,NA
"328","2017-01-17 11:48:22-02","MNHN","RECOLNAT_MNHN_P","P02763049","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Glaziou, A.",NA,"1876","10","19",NA,"Brésil",NA,NA,"(Rio Janeiro) Sapopemba",NA,NA,"hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763049' target='other'> <mi>dwc_moreinfo</mi></a>","P02763049",NA,"P02763049_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8645",NA,NA,NA,NA
"329","2017-01-17 11:48:22-02","MNHN","RECOLNAT_MNHN_P","P02763050","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Gaudichaud, C.",NA,"1831","1","1",NA,"Brésil","Rio de Janeiro",NA,"Rio Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763050' target='other'> <mi>dwc_moreinfo</mi></a>","P02763050",NA,"P02763050_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"874",NA,NA,NA,NA
"330","2017-01-17 11:48:22-02","MNHN","RECOLNAT_MNHN_P","P02763051","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Gaudichaud, C.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Fernambouc",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763051' target='other'> <mi>dwc_moreinfo</mi></a>","P02763051",NA,"P02763051_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA
"331","2017-01-17 11:48:22-02","MNHN","RECOLNAT_MNHN_P","P02763052","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Gaudichaud, C.",NA,"1831","1","1",NA,"Brésil","Rio de Janeiro",NA,"Rio Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763052' target='other'> <mi>dwc_moreinfo</mi></a>","P02763052",NA,"P02763052_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"874",NA,NA,NA,NA
"332","2015-09-04 02:26:38-03","MNHN","RECOLNAT_MNHN_P","P02763053","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Gaudichaud, C.",NA,"1831","1","1",NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763053' target='other'> <mi>dwc_moreinfo</mi></a>","P02763053",NA,"P02763053_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA
"333","2015-09-04 02:27:00-03","MNHN","RECOLNAT_MNHN_P","P02763054","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia, Brasilia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763054' target='other'> <mi>dwc_moreinfo</mi></a>","P02763054",NA,"P02763054_01 P02763054_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1899",NA,NA,NA,NA
"334","2017-01-17 10:49:01-02","MNHN","RECOLNAT_MNHN_P","P02763055","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763055' target='other'> <mi>dwc_moreinfo</mi></a>","P02763055",NA,"P02763055_01 P02763055_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3130",NA,NA,NA,NA
"335","2017-01-17 10:49:01-02","MNHN","RECOLNAT_MNHN_P","P02763056","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763056' target='other'> <mi>dwc_moreinfo</mi></a>","P02763056",NA,"P02763056_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2017-01-17 10:49:01-02","MNHN","RECOLNAT_MNHN_P","P02763057","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Blanchet",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763057' target='other'> <mi>dwc_moreinfo</mi></a>","P02763057",NA,"P02763057_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2015-09-04 02:27:00-03","MNHN","RECOLNAT_MNHN_P","P02763058","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Blanchet",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763058' target='other'> <mi>dwc_moreinfo</mi></a>","P02763058",NA,"P02763058_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2015-09-04 02:27:00-03","MNHN","RECOLNAT_MNHN_P","P02763059","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Gardner, G.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Pernambuco",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763059' target='other'> <mi>dwc_moreinfo</mi></a>","P02763059",NA,"P02763059_01 P02763059_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"969",NA,NA,NA,NA
"339","2017-01-17 10:49:01-02","MNHN","RECOLNAT_MNHN_P","P02763060","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Gardner, G.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Pernambuco",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763060' target='other'> <mi>dwc_moreinfo</mi></a>","P02763060",NA,"P02763060_01 P02763060_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"969",NA,NA,NA,NA
"340","2017-01-17 10:49:01-02","MNHN","RECOLNAT_MNHN_P","P02763061","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Blanchet",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763061' target='other'> <mi>dwc_moreinfo</mi></a>","P02763061",NA,"P02763061_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2017-01-17 10:49:01-02","MNHN","RECOLNAT_MNHN_P","P02763062","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Deyrich",NA,"1823","3","1",NA,"Brésil","Rio de Janeiro",NA,"Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763062' target='other'> <mi>dwc_moreinfo</mi></a>","P02763062",NA,"P02763062_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2017-01-17 10:49:01-02","MNHN","RECOLNAT_MNHN_P","P02763063","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(C.Presl) Benth.","Black, G.A.",NA,"1950","1","22",NA,"Brasil","Pará",NA,"Estrada João Coelho-Vigia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763063' target='other'> <mi>dwc_moreinfo</mi></a>","P02763063",NA,"P02763063_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50 8776",NA,NA,NA,NA
